@relation 'Sax dominant'

@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMaa numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atLkk numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute destClass {2,1}

@data
74,41,86,14,17,91,30,73,47,58,0,77,17,18,75,33,60,50,44,77,8,93,1,1,93,20,45,33,16,0,92,32,43,18,74,77,16,32,60,49,43,1,92,1,92,87,7,87,7,1,91,1,91,91,6,1,94,2,91,1,91,20,62,51,8,2,62,0,44,94,1,93,2,1,93,92,2,95,1,1,74,3,75,2,76,0,93,88,1,3,62,34,18,50,16,51,17,78,1,33,45,3,45,1,43,77,7,2,92,78,3,1,17,51,1,3,45,94,0,1,43,0,92,2,18,1,91,20,18,51,3,33,7,50,7,2,16,18,60,87,2,0,2,45,0,61,20,1,1,74,3,8,88,2,18,43,77,2,1,7,0,75,3,18,2,16,3,75,3,62,3,18,1,60,1,60,20,8,92,0,20,3,50,2,33,2,34,3,2,8,2,1,87,0,3,1,19,7,19,16,77,0,34,8,2,7,2,3,3,8,2,7,34,1,3,3,33,0,1,2,3,1,19,2,19,0,2,2,1.0
79,38,93,11,10,87,16,80,48,74,1,81,14,11,80,18,75,53,42,82,2,95,1,3,90,13,42,18,13,2,89,18,41,11,81,81,13,17,75,52,41,2,89,3,89,94,1,93,1,2,88,3,88,94,1,2,92,3,88,4,87,12,75,53,2,4,77,3,42,94,0,94,1,3,91,94,0,95,0,3,81,4,81,4,83,1,91,94,1,5,76,19,14,52,13,53,14,82,1,19,42,5,43,4,41,81,1,3,89,82,1,3,13,53,1,6,42,94,0,5,41,1,90,4,14,3,87,13,14,53,1,18,1,52,1,5,13,11,75,93,0,0,4,43,2,76,13,1,4,81,6,2,94,1,12,41,81,0,3,1,2,82,6,14,4,13,4,82,4,77,5,14,3,75,4,75,13,2,94,0,13,1,52,0,18,0,19,1,4,2,4,1,93,0,6,1,12,1,12,13,81,0,19,2,4,1,4,1,5,2,5,1,19,1,6,1,18,0,3,0,5,1,12,0,12,0,5,0,2.0
55,37,66,37,38,72,43,54,55,47,0,56,37,38,55,46,48,55,39,56,27,95,0,1,76,40,39,45,38,0,75,44,38,39,55,56,37,44,49,55,37,0,94,1,94,67,27,67,27,0,94,16,94,94,26,0,95,19,76,19,75,40,49,56,28,1,50,0,38,94,0,94,0,1,95,94,0,95,0,0,55,19,56,1,56,0,94,68,0,20,50,46,39,56,37,56,39,57,0,46,39,1,39,0,38,56,27,1,76,56,0,0,38,57,1,20,39,94,0,19,38,0,94,1,39,0,75,40,39,56,1,45,27,56,27,19,38,39,49,67,0,0,1,39,0,49,40,1,19,55,20,28,67,0,39,38,56,0,0,27,0,55,20,39,0,38,1,56,1,50,1,39,0,49,19,49,40,28,94,0,40,1,56,0,45,0,46,1,1,28,1,1,67,0,20,1,39,27,39,38,56,0,46,28,0,27,1,1,1,28,19,27,46,1,20,1,45,0,0,0,1,1,39,0,39,0,19,0,2.0
63,40,74,29,29,80,39,63,52,53,1,64,31,31,65,41,55,54,42,64,20,88,1,2,81,31,42,40,30,1,80,40,41,30,64,64,30,40,54,53,41,11,93,13,82,75,19,75,19,12,82,14,81,86,18,1,94,15,81,14,80,31,55,54,20,2,55,1,41,94,6,88,7,2,83,87,7,95,1,12,64,15,65,2,65,1,93,76,1,15,55,41,31,53,30,54,31,65,1,41,42,13,42,12,41,64,19,13,81,65,8,1,30,54,1,15,42,94,0,14,41,1,82,2,31,12,80,31,31,54,8,40,19,53,19,14,30,30,54,75,7,0,2,42,1,54,31,1,14,64,15,20,76,7,30,41,64,7,1,19,1,64,15,31,12,30,13,65,13,55,13,31,12,54,14,54,31,20,87,0,31,8,53,7,40,7,41,8,2,20,2,1,75,0,15,1,30,19,30,30,64,0,41,20,12,19,2,8,13,20,14,19,41,1,15,8,40,0,1,7,13,1,30,7,30,0,14,7,1.0
58,43,79,34,33,70,42,59,49,50,0,58,36,33,60,42,50,51,43,60,15,88,2,1,72,35,44,43,35,0,71,43,44,34,60,59,35,43,51,50,44,1,94,2,94,81,13,80,14,1,93,22,93,85,13,1,95,23,72,23,71,33,51,51,15,1,52,0,44,92,5,88,8,1,94,87,7,94,2,1,60,23,61,1,61,0,94,81,2,23,52,44,36,50,35,51,36,60,2,44,43,2,45,1,44,59,14,2,72,60,8,0,35,51,2,24,45,93,1,23,44,0,93,1,36,1,71,35,36,51,8,43,14,50,14,23,35,34,51,80,7,0,1,45,0,51,35,2,23,60,24,15,81,8,34,44,59,7,0,14,0,60,24,36,1,35,2,61,2,52,2,36,1,51,23,51,35,15,87,1,35,8,50,7,43,7,44,8,1,15,1,2,80,1,24,2,34,14,34,35,59,1,44,15,1,14,1,8,2,15,23,14,44,2,24,8,43,1,0,7,2,2,34,7,34,1,23,7,1.0
57,41,87,35,21,78,33,65,49,55,0,58,35,24,67,36,57,50,43,59,6,93,1,1,82,25,43,36,36,2,81,36,42,24,68,58,36,35,57,51,42,1,90,2,89,89,6,88,6,2,90,10,89,91,5,0,93,11,80,12,80,25,58,52,7,2,59,2,43,94,1,92,3,1,92,92,2,95,0,3,69,13,68,2,70,1,92,89,1,13,58,37,36,51,36,51,36,59,1,36,43,3,43,3,43,58,6,2,80,59,3,2,36,52,1,13,43,94,0,13,43,2,91,3,37,3,81,26,36,52,3,36,6,51,6,13,36,24,57,88,2,0,2,44,2,58,26,1,12,69,14,7,89,3,25,42,58,2,2,6,2,69,14,36,3,36,3,68,3,58,4,36,3,58,12,58,26,7,92,0,26,3,51,2,36,2,37,3,3,7,3,1,88,0,14,1,25,6,25,36,58,0,37,7,3,6,3,3,4,7,13,6,37,1,14,3,36,0,2,2,4,1,25,2,25,0,13,2,2.0
47,41,76,33,37,52,38,49,41,46,0,52,37,38,51,39,48,44,43,53,13,91,0,0,56,41,47,42,38,0,55,40,44,37,50,52,35,39,47,42,43,0,94,0,94,79,12,79,12,0,94,36,94,87,10,0,95,37,55,36,55,39,50,46,15,1,52,0,47,94,1,90,3,0,95,90,3,95,0,0,53,38,53,1,54,0,94,81,0,39,52,44,40,45,37,46,39,55,0,42,45,1,48,0,47,54,12,0,55,54,3,0,40,48,1,40,48,94,0,37,47,0,94,1,41,0,55,42,41,47,5,43,14,47,13,39,40,38,48,80,4,0,1,48,0,51,42,1,36,53,40,15,80,3,39,44,54,4,0,14,0,53,40,41,0,40,1,53,1,52,1,41,0,51,36,51,42,15,90,0,42,5,47,4,43,4,44,5,1,15,1,1,80,0,40,1,41,14,41,38,54,0,44,15,0,14,1,5,1,15,39,14,44,1,40,5,43,0,0,4,1,1,41,4,41,0,39,4,1.0
62,36,69,30,38,71,49,54,56,43,0,64,32,40,56,51,45,58,38,64,25,85,2,1,74,40,38,50,31,0,73,50,37,39,55,63,31,50,44,57,37,1,94,1,94,71,25,70,24,1,93,19,93,83,23,1,95,22,73,21,73,40,45,58,25,1,45,0,37,93,9,84,11,1,94,84,10,94,1,1,55,22,56,1,56,0,94,71,2,22,45,51,32,57,31,58,32,64,2,51,38,2,38,1,37,63,24,2,74,64,11,0,31,58,2,22,38,93,1,21,37,0,93,1,32,1,73,40,32,58,11,50,24,57,24,21,31,39,44,70,10,1,1,38,0,44,40,2,21,55,22,25,71,11,39,37,63,10,0,24,0,55,22,32,1,31,2,56,2,45,2,32,1,44,21,44,40,25,84,1,40,11,57,10,50,10,51,11,1,25,1,2,70,1,22,2,39,24,39,31,63,1,51,25,1,24,1,11,2,25,21,24,51,2,22,11,50,1,0,10,2,2,39,10,39,1,21,10,1.0
93,40,93,1,2,88,16,88,46,72,0,93,1,3,88,19,74,50,44,94,1,95,1,2,91,5,44,19,1,0,90,19,44,2,88,93,1,19,73,50,44,0,90,2,90,94,1,93,1,0,90,2,90,94,1,0,93,2,90,2,88,4,74,51,2,2,76,2,44,94,0,94,1,2,93,94,0,95,0,0,88,3,90,2,91,0,92,94,1,4,75,20,2,50,1,50,2,94,1,20,44,3,44,2,44,93,1,2,90,94,1,2,1,51,1,5,44,94,0,4,44,0,92,3,2,0,88,5,2,51,1,19,1,50,1,4,1,4,73,93,0,0,3,45,2,75,5,1,2,88,5,2,94,1,4,44,93,0,2,1,0,90,5,2,2,1,2,90,2,75,3,2,2,73,4,73,5,2,94,0,5,1,50,0,19,0,20,1,3,2,3,1,93,0,5,1,4,1,4,1,93,0,20,2,2,1,3,1,3,2,4,1,20,1,5,1,19,0,2,0,3,1,4,0,4,0,4,0,2.0
54,43,83,38,23,78,40,63,49,50,0,55,39,26,67,41,51,50,43,55,8,93,0,1,80,27,45,42,39,0,79,42,44,26,67,55,39,42,51,50,44,8,94,11,83,86,8,86,8,10,83,14,80,91,5,0,95,15,79,15,78,26,53,50,8,1,53,0,44,94,1,92,2,1,84,92,2,95,0,11,67,16,68,1,68,0,94,87,0,16,53,42,39,50,39,50,39,56,0,42,43,12,45,11,44,55,8,12,80,55,2,0,39,51,0,16,45,94,0,15,44,0,83,1,40,11,79,27,40,50,2,42,8,50,8,15,39,27,52,86,2,0,1,45,0,52,28,1,15,67,16,9,86,2,27,44,55,2,0,8,0,67,16,40,11,39,12,68,12,53,12,40,11,52,15,52,27,9,92,0,27,3,50,2,42,2,42,2,1,9,1,1,86,0,16,1,27,8,27,39,55,0,42,8,11,8,1,3,12,9,15,8,43,0,16,3,42,0,0,2,12,1,27,2,27,0,15,2,2.0
71,26,73,21,30,71,43,62,64,45,0,72,23,31,63,45,48,67,27,72,21,84,0,1,73,32,29,46,22,0,72,46,28,31,62,72,22,45,48,66,27,0,94,1,94,74,20,74,20,0,94,21,94,82,19,0,95,22,73,21,72,31,49,67,21,1,49,0,28,94,10,83,11,1,95,83,11,95,0,0,63,23,64,1,64,0,94,75,0,23,49,47,23,66,22,67,23,73,1,47,28,1,29,0,28,72,20,1,73,72,12,0,22,67,1,23,29,94,0,22,28,0,94,1,23,0,72,32,23,67,12,46,20,66,20,22,22,31,48,74,11,0,1,29,0,48,32,1,22,63,23,21,74,11,31,28,72,11,0,20,0,63,23,23,0,22,1,64,1,49,1,23,0,48,22,48,32,21,83,0,32,12,66,11,46,11,47,12,1,21,1,1,74,0,23,1,31,20,31,22,72,0,47,21,0,20,1,12,1,21,22,20,47,1,23,12,46,0,0,11,1,1,31,11,31,0,22,11,2.0
61,36,67,31,36,73,49,56,56,43,0,62,32,37,56,49,44,57,36,63,25,92,2,1,76,37,37,50,32,0,75,50,37,37,57,62,32,50,44,57,37,1,94,1,94,70,25,69,25,1,93,17,93,91,23,1,95,18,75,19,75,37,44,58,25,1,45,0,37,93,3,92,4,1,94,91,3,94,2,1,57,19,58,1,58,0,94,70,2,19,45,50,32,57,32,57,32,63,2,50,37,2,38,1,37,62,25,2,76,63,4,0,32,58,2,19,38,93,1,19,37,0,93,1,33,1,75,37,32,58,4,50,25,57,25,19,32,37,44,69,3,1,1,38,0,44,38,2,19,57,20,26,70,4,37,37,62,3,0,25,0,57,19,33,1,32,2,58,2,45,2,33,1,44,19,44,38,25,91,1,38,4,57,3,50,3,51,4,1,26,1,2,69,1,20,2,37,25,37,32,62,1,51,25,1,25,1,4,2,26,19,25,51,2,20,4,50,1,0,3,2,2,37,3,37,1,19,3,1.0
52,44,71,36,29,77,39,57,46,49,1,55,38,32,60,43,51,47,47,55,20,95,0,3,81,34,47,42,39,2,80,42,46,32,61,54,39,41,51,48,45,4,91,6,87,74,20,74,19,6,88,11,86,94,17,1,93,13,80,14,80,34,52,48,21,3,53,2,46,94,0,94,0,2,89,94,0,95,0,6,61,14,62,3,62,2,92,75,0,15,53,43,40,48,39,48,40,56,0,43,47,7,47,6,46,55,20,7,80,55,0,2,39,49,1,15,47,94,0,14,46,2,88,3,40,6,80,34,40,48,1,42,20,48,20,14,39,33,52,74,0,0,3,47,2,52,34,1,14,61,15,21,74,0,33,46,55,0,2,20,2,61,15,40,6,39,7,62,7,53,7,40,6,52,14,52,34,21,94,0,34,1,48,0,42,0,43,1,3,21,3,1,74,0,15,1,33,20,33,39,55,0,43,21,6,20,3,1,7,21,14,20,43,1,15,1,42,0,2,0,7,1,33,0,33,0,14,0,2.0
58,45,69,32,23,79,36,67,45,54,2,59,34,25,69,39,56,47,48,61,23,95,1,3,81,26,48,38,34,3,80,38,47,25,69,60,33,38,56,46,47,10,90,11,83,72,22,71,23,11,83,13,82,94,21,3,92,14,80,14,80,26,56,48,24,4,57,3,47,94,0,94,1,3,84,94,0,95,0,11,69,14,69,3,70,3,91,72,1,15,56,39,35,47,34,47,35,61,1,39,48,12,48,11,47,60,23,11,80,61,1,3,34,48,1,15,48,94,0,14,47,3,83,4,35,11,80,26,35,48,1,38,23,47,23,14,34,25,56,71,0,0,4,48,3,56,26,1,14,69,15,24,72,1,25,47,60,0,3,23,3,69,15,35,11,34,11,69,12,56,12,35,11,56,14,56,26,24,94,0,26,1,47,0,38,0,39,1,4,24,4,1,71,0,15,1,25,23,25,34,60,0,39,24,11,23,4,1,12,24,14,23,39,1,15,1,38,0,3,0,12,1,25,0,25,0,14,0,2.0
61,35,68,31,32,71,46,60,55,46,0,63,33,33,61,47,47,58,37,63,25,90,1,1,73,34,38,47,32,0,72,47,37,33,61,62,32,47,47,57,37,1,94,2,94,70,25,69,24,1,93,21,93,87,22,1,95,22,73,22,72,33,48,58,25,1,48,0,37,94,3,90,5,1,94,89,4,95,1,1,61,23,62,1,62,0,94,71,1,23,48,48,33,57,32,58,33,63,1,48,37,2,38,1,37,62,24,2,73,63,6,0,32,58,1,23,38,94,0,22,37,0,93,1,33,1,72,34,33,58,6,47,24,57,24,22,32,33,47,70,5,0,1,38,0,47,34,1,22,61,23,25,71,6,33,37,62,5,0,24,0,61,23,33,1,32,2,62,2,48,2,33,1,47,22,47,34,25,89,0,34,6,57,5,47,5,48,6,1,25,1,1,70,0,23,1,33,24,33,32,62,0,48,25,1,24,1,6,2,25,22,24,48,1,23,6,47,0,0,5,2,1,33,5,33,0,22,5,1.0
70,34,85,18,17,78,40,71,52,46,0,73,22,21,73,43,51,57,37,73,9,88,5,1,80,21,39,44,21,0,79,44,37,19,74,72,21,43,49,56,37,5,94,7,88,86,8,85,7,6,88,14,87,86,7,0,95,14,80,15,79,21,51,57,9,1,51,0,38,88,6,87,7,1,89,87,6,90,5,6,74,16,75,1,75,0,94,87,5,16,51,45,22,56,21,57,22,74,6,45,39,7,39,6,38,72,8,7,80,73,8,0,21,57,6,16,39,89,5,15,38,0,88,1,22,6,79,21,22,57,8,44,8,56,8,15,21,19,50,86,6,4,1,39,0,50,21,6,15,74,16,9,86,7,20,38,73,7,0,8,0,74,16,22,6,21,7,75,7,51,7,22,6,50,15,50,21,9,87,5,21,8,56,7,44,7,45,8,1,9,1,6,86,5,16,6,20,8,20,21,73,5,45,9,6,8,1,8,7,9,15,8,45,6,16,8,44,5,0,7,7,6,20,7,20,5,15,7,1.0
67,44,91,23,16,84,28,70,44,60,1,70,26,20,74,32,63,48,48,70,3,95,0,2,88,21,48,31,24,1,87,30,46,17,72,69,24,30,60,46,46,2,91,2,91,92,3,92,2,2,90,4,90,94,1,2,93,7,86,5,86,21,63,48,3,3,64,2,47,94,0,94,0,2,92,94,0,95,0,2,73,7,74,2,75,1,92,93,1,8,63,32,26,47,24,48,26,70,1,32,48,4,48,3,47,69,2,3,87,70,1,2,25,48,1,8,48,94,0,6,47,1,91,3,26,2,86,21,26,48,1,31,2,47,2,7,25,19,61,92,0,0,3,48,2,63,21,1,5,73,8,3,92,1,19,46,69,0,2,2,1,74,8,26,3,25,3,74,4,63,4,26,3,62,6,62,21,3,94,0,21,1,47,0,31,0,32,1,3,3,3,1,92,0,8,1,20,2,20,24,69,0,32,3,3,2,3,1,4,3,7,2,32,1,8,1,31,0,2,0,4,1,20,0,20,0,7,0,2.0
55,35,79,31,19,84,38,65,49,44,0,60,32,22,68,41,48,51,37,60,13,94,0,2,89,22,38,43,33,1,88,41,38,22,67,58,32,41,48,51,37,1,88,2,87,82,13,82,11,1,86,2,85,92,9,1,92,4,85,3,84,22,48,55,13,2,51,2,40,94,0,93,1,1,90,93,1,95,0,3,68,4,69,2,71,0,91,83,1,4,49,45,33,53,32,55,32,60,1,41,38,4,39,3,39,59,11,4,86,60,2,2,35,55,1,4,39,94,0,4,38,0,89,4,36,2,85,25,33,55,2,44,11,54,11,5,33,22,48,82,1,0,2,41,2,50,25,1,4,67,7,13,82,2,22,38,59,1,3,12,2,70,7,34,4,34,4,69,4,49,6,34,3,49,4,48,25,13,93,0,25,2,54,1,44,1,45,2,4,13,4,1,82,0,7,1,24,11,23,33,59,0,45,13,5,11,4,2,6,13,6,11,45,1,7,2,44,0,3,1,6,1,24,1,24,0,6,1,2.0
55,38,92,29,10,67,19,62,44,57,0,61,31,12,64,25,57,47,41,61,3,94,1,1,80,20,42,28,32,0,79,25,41,14,64,60,30,24,59,46,40,2,94,3,85,93,3,92,2,2,85,3,78,93,2,0,95,6,73,6,72,18,59,51,3,1,67,0,44,94,1,94,2,0,86,93,1,95,1,5,73,8,69,1,74,0,94,93,1,13,63,29,33,50,31,51,33,61,1,27,41,9,45,7,44,60,2,5,79,61,2,0,34,51,1,14,44,94,0,13,42,0,85,1,35,2,79,22,33,51,2,28,2,50,2,15,32,18,61,92,1,0,1,45,0,66,22,1,10,66,16,3,93,2,19,42,60,1,0,2,0,73,16,34,9,34,6,74,9,67,10,35,7,66,13,62,22,3,93,0,22,2,50,1,28,1,29,2,1,3,1,1,92,0,16,1,21,2,21,32,60,0,29,3,9,2,1,2,10,3,15,2,29,1,16,2,28,0,0,1,10,1,21,1,21,0,15,1,2.0
53,39,69,37,37,67,41,53,49,47,0,54,38,38,53,45,49,51,43,55,20,95,0,1,72,40,43,44,39,0,71,44,42,39,55,54,38,43,50,51,41,3,94,4,91,73,20,73,20,4,90,19,89,94,17,1,95,21,71,23,71,40,49,52,22,1,51,0,42,94,0,94,0,1,91,94,0,95,0,4,55,22,56,1,56,0,94,74,0,24,51,45,40,52,39,51,40,56,0,45,43,5,43,4,42,55,21,5,72,55,0,0,39,53,1,24,43,94,0,23,42,0,90,1,40,4,71,40,40,52,1,44,21,52,21,23,39,39,50,73,0,0,1,43,0,50,40,1,23,55,24,22,73,0,39,42,55,0,0,21,0,55,24,40,4,39,5,56,5,51,5,40,4,50,23,50,40,22,94,0,40,1,52,0,44,0,45,1,1,22,1,1,73,0,24,1,39,21,39,39,55,0,45,22,4,21,1,1,5,22,23,21,45,1,24,1,44,0,0,0,5,1,39,0,39,0,23,0,2.0
70,51,94,20,17,77,26,73,41,66,0,73,22,19,74,28,67,42,53,73,1,95,0,1,80,20,53,27,22,1,79,27,52,19,74,72,22,27,67,42,52,0,92,1,92,94,1,94,0,1,92,13,92,94,0,0,94,14,79,14,79,20,67,43,1,2,68,1,52,94,0,94,0,1,94,94,0,95,0,1,75,15,75,2,76,0,93,95,1,16,68,28,23,42,22,43,23,73,1,28,53,2,53,1,52,72,0,1,79,73,1,1,22,43,1,16,53,94,0,15,52,1,93,2,23,1,79,20,23,43,1,27,0,42,0,15,22,19,67,94,0,0,2,53,1,67,20,1,15,75,16,1,94,1,19,52,72,0,1,0,1,75,16,23,1,22,2,75,2,68,2,23,1,67,15,67,20,1,94,0,20,1,42,0,27,0,28,1,2,1,2,1,94,0,16,1,19,0,19,22,72,0,28,1,1,0,2,1,2,1,15,0,28,1,16,1,27,0,1,0,2,1,19,0,19,0,15,0,2.0
85,43,93,3,3,87,20,85,43,68,1,88,6,5,86,22,70,47,46,89,2,95,1,3,90,6,46,23,6,1,89,23,45,4,86,88,6,21,69,47,45,1,89,3,89,94,1,93,1,1,89,3,89,94,1,1,92,3,89,3,87,5,70,48,2,3,72,3,47,94,0,94,1,3,92,94,0,95,0,1,86,4,88,3,89,1,91,94,1,4,71,24,6,47,6,48,6,89,1,23,46,3,47,3,45,88,1,3,89,89,1,3,6,48,1,5,47,94,0,5,45,1,91,4,7,1,87,7,6,48,1,23,1,47,1,5,6,4,69,93,0,0,3,48,1,71,7,1,3,86,6,2,94,1,6,45,88,0,3,1,1,88,6,6,3,6,3,88,3,71,4,6,1,69,3,69,7,2,94,0,7,1,47,0,23,0,24,1,4,2,4,1,93,0,6,1,6,1,6,6,88,0,24,2,3,1,4,1,4,2,5,1,24,1,6,1,23,0,3,0,4,1,6,0,6,0,5,0,1.0
63,38,74,27,29,69,39,63,52,53,0,66,30,30,64,40,54,55,40,66,20,87,1,1,72,31,40,40,29,0,71,40,40,30,64,65,29,40,54,54,40,5,94,6,89,76,20,75,19,6,88,21,87,85,18,1,95,23,71,23,71,30,54,55,20,1,55,0,40,94,7,87,9,1,89,86,8,95,1,6,64,23,65,1,65,0,94,76,1,23,55,41,30,54,29,55,30,66,1,41,40,7,41,6,40,65,19,7,72,66,9,0,29,55,1,24,41,94,0,23,40,0,88,1,30,6,71,31,30,55,9,40,19,54,19,23,29,30,54,75,8,0,1,41,0,54,31,1,23,64,24,20,76,9,30,40,65,8,0,19,0,64,24,30,6,29,7,65,7,55,7,30,6,54,23,54,31,20,86,0,31,9,54,8,40,8,41,9,1,20,1,1,75,0,24,1,30,19,30,29,65,0,41,20,6,19,1,9,7,20,23,19,41,1,24,9,40,0,0,8,7,1,30,8,30,0,23,8,1.0
