@relation 'Sax dominant'

@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMece numeric
@attribute o1atLece numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMebd numeric
@attribute o1atLebd numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMdac numeric
@attribute o1atLdac numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMdad numeric
@attribute o1atLdad numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute destClass {-1,1}

@data
20,55,20,72,18,20,73,24,58,23,68,24,68,26,66,32,54,25,67,23,67,23,71,19,73,19,74,85,4,2,85,3,83,49,88,2,88,2,33,4,28,59,23,68,25,59,85,3,35,2,34,3,20,6,20,6,20,60,32,51,20,66,28,57,25,5,18,74,31,53,20,68,24,66,20,59,33,4,21,3,33,4,20,68,33,4,25,58,20,60,20,5,26,58,88,3,20,71,29,5,25,3,20,69,20,6,24,6,29,5,25,3,25,54,24,59,25,5,25,51,25,4,24,5,24,59,25,5,20,68,31,4,20,68,20,59,19,68,20,58,34,3,24,54,25,4,25,57,24,6,24,59,20,6,19,6,23,59,25,3,18,69,20,57,20,5,25,4,24,5,20,69,26,2,20,67,20,5,33,3,19,59,19,69,20,59,20,51,20,5,1.0
19,34,18,73,15,18,74,31,38,26,61,26,61,46,51,52,33,30,55,31,55,23,71,16,75,16,76,78,10,6,77,10,74,29,82,7,81,7,54,10,48,36,25,61,31,38,76,10,55,8,55,7,18,11,18,13,18,39,52,30,18,54,49,37,32,13,15,76,53,33,18,61,31,54,18,38,54,11,19,8,52,11,18,61,54,10,30,37,18,39,19,11,46,37,82,7,18,72,50,12,32,8,18,62,18,12,31,11,50,10,32,7,32,33,31,36,31,11,31,30,33,11,26,13,26,39,32,11,18,56,53,10,18,61,18,39,16,61,18,38,55,7,31,34,31,10,31,38,26,12,26,38,18,13,16,13,31,38,32,10,15,62,18,38,18,11,32,11,31,12,18,62,33,8,18,55,19,11,53,10,16,39,16,62,18,39,18,30,18,13,1.0
17,31,17,75,15,16,76,25,36,23,67,23,66,46,61,55,30,25,64,25,64,21,74,16,76,16,77,86,5,3,85,4,83,27,88,4,87,3,56,4,50,35,21,67,26,36,84,5,57,4,57,3,17,5,17,7,17,37,55,28,17,62,50,35,26,6,15,77,55,30,17,67,25,62,17,36,57,5,18,4,55,5,17,67,56,5,25,35,17,37,18,6,48,35,88,3,17,74,51,6,26,4,17,68,17,6,25,5,51,4,26,3,26,30,25,35,25,5,25,28,27,5,23,6,23,37,26,5,17,65,55,5,17,66,17,37,16,67,17,36,57,3,25,31,25,5,25,36,23,6,23,36,17,7,16,7,25,36,26,4,15,68,17,36,17,5,26,5,25,6,16,68,27,4,17,64,17,5,56,4,16,37,16,68,17,37,17,28,17,6,1.0
25,34,25,67,23,25,68,34,36,33,59,33,59,51,57,56,33,34,58,33,58,32,66,24,68,24,69,74,15,11,74,16,72,31,77,13,77,14,57,17,54,36,32,59,34,36,72,16,58,13,57,14,25,17,25,17,25,37,57,31,25,57,54,35,34,16,23,69,56,33,25,59,34,57,25,37,57,16,26,14,56,16,25,59,57,15,34,36,25,37,25,17,52,36,77,12,25,66,54,16,34,14,25,60,25,17,34,17,54,17,34,12,34,33,34,36,34,17,34,31,34,16,33,16,33,36,34,17,25,59,56,16,25,59,25,36,24,59,25,36,57,12,34,33,34,15,34,35,33,17,33,36,25,17,24,17,33,36,34,16,23,60,25,35,25,17,34,16,34,16,25,60,35,13,25,58,25,17,57,16,24,36,24,60,25,36,25,31,25,16,-1.0
23,49,23,69,21,23,70,31,49,29,62,29,62,42,58,44,48,31,60,31,60,28,68,22,70,22,71,85,8,6,84,7,83,47,86,7,85,7,44,8,43,49,28,62,31,49,83,8,45,7,44,7,23,8,23,9,23,50,44,47,23,59,43,49,31,8,21,71,43,48,23,62,31,59,23,50,45,8,24,7,44,8,23,62,44,8,31,49,23,50,24,9,42,49,86,6,23,68,43,8,31,7,23,63,23,8,31,8,43,8,31,6,31,48,31,49,31,8,31,47,32,8,29,8,29,49,31,8,23,61,43,8,23,62,23,49,22,62,23,49,44,6,31,48,31,8,31,49,29,8,29,49,23,9,22,9,31,49,31,7,21,63,23,49,23,8,31,8,31,8,23,63,32,7,23,60,23,8,44,7,22,49,22,63,23,49,23,47,23,8,-1.0
22,49,22,70,20,22,71,36,49,33,57,33,57,42,52,44,48,36,54,35,54,30,69,21,71,21,72,86,6,5,86,6,85,47,87,5,87,6,44,7,43,49,31,57,36,49,85,6,45,5,44,6,22,7,22,7,22,50,44,47,22,52,43,48,36,6,20,72,43,48,22,57,36,52,22,50,44,6,23,6,44,6,22,57,44,6,36,49,22,50,22,7,42,49,87,5,22,69,43,6,36,6,22,58,22,7,36,7,43,7,36,5,36,48,36,49,36,7,36,47,36,6,33,6,33,49,36,7,22,55,43,6,22,57,22,49,21,57,22,49,44,5,36,48,36,6,36,48,33,7,33,49,22,7,21,7,35,49,36,6,20,58,22,48,22,7,36,6,36,6,22,58,37,5,22,54,22,7,44,6,21,49,21,58,22,49,22,47,22,6,-1.0
18,27,17,74,16,18,75,21,31,20,70,20,71,56,67,61,26,21,69,21,69,19,73,17,75,17,76,82,7,6,82,6,81,23,84,7,84,6,61,8,59,29,19,71,22,30,81,7,63,7,63,8,18,10,18,10,18,31,61,24,18,68,58,30,22,9,16,76,60,27,18,71,22,68,18,31,62,8,19,8,61,7,18,70,61,8,21,30,18,31,18,9,56,30,84,6,18,73,59,9,22,8,18,72,18,10,22,10,59,9,22,7,22,26,22,29,22,8,22,24,22,8,20,9,20,31,22,9,18,70,60,9,18,71,18,31,17,71,18,31,63,7,21,27,22,8,22,30,20,10,20,30,18,10,17,10,21,30,22,7,16,72,18,30,18,8,22,7,22,9,18,72,23,7,18,69,18,8,62,7,17,31,17,72,18,31,18,24,18,9,-1.0
17,31,17,75,15,16,76,26,36,22,66,22,65,47,58,55,30,25,62,25,62,21,74,16,76,16,77,83,7,2,82,7,79,27,86,5,85,5,57,7,50,35,21,66,26,35,79,8,57,5,57,5,17,8,17,9,17,36,56,29,17,60,51,35,26,8,15,77,56,30,17,66,25,60,17,36,57,7,18,5,55,8,17,66,57,7,26,35,17,37,18,8,49,34,86,2,17,74,51,8,27,5,17,67,17,8,26,8,51,7,27,2,27,30,26,35,27,8,27,29,28,7,23,8,23,37,26,7,17,63,56,8,17,65,17,37,16,66,17,36,57,2,26,31,27,7,26,35,23,8,23,36,17,9,16,9,25,35,27,7,15,67,17,35,17,8,27,8,26,8,16,67,28,5,17,62,17,8,56,7,16,37,16,67,17,37,17,29,17,8,1.0
15,38,15,77,13,14,78,20,44,19,73,19,72,38,71,49,37,20,72,20,72,18,76,14,78,14,79,87,5,2,87,3,86,31,89,3,89,2,48,4,42,44,18,73,20,44,87,3,50,3,49,3,15,5,15,5,15,45,48,34,15,71,42,44,20,5,13,79,48,37,15,73,20,71,15,45,49,5,16,3,50,3,15,73,48,5,20,44,15,45,15,5,39,44,89,3,15,76,42,5,20,3,15,74,15,5,20,5,42,5,20,3,20,37,20,44,20,4,20,34,20,5,19,5,19,44,20,5,15,73,48,4,15,72,15,44,14,73,15,44,49,3,20,37,20,5,20,44,19,5,19,44,15,5,14,5,20,44,20,4,13,74,15,44,15,4,21,3,20,5,14,74,21,3,15,72,16,4,49,4,14,44,14,74,15,44,15,34,15,5,-1.0
15,38,15,77,13,15,78,22,41,21,69,22,69,42,65,47,37,23,67,21,67,21,76,14,78,14,79,84,3,2,84,4,81,33,87,3,87,3,50,5,45,41,21,69,23,42,82,5,51,3,51,4,15,7,15,7,15,43,49,34,15,66,46,39,24,6,13,79,49,36,15,69,22,66,15,41,50,5,16,4,47,5,15,69,50,3,23,40,15,43,15,6,42,40,87,2,15,76,46,5,24,4,15,70,15,7,22,7,46,6,24,2,23,37,22,41,24,6,24,34,24,5,22,6,22,43,24,6,15,68,49,6,15,69,15,43,14,69,15,41,51,2,23,38,24,3,24,40,22,7,22,42,15,7,14,7,21,42,24,5,13,70,15,40,15,6,23,5,22,5,15,70,25,3,15,67,15,6,50,5,14,43,14,70,15,43,15,34,15,6,1.0
21,40,20,72,18,20,73,40,40,38,53,38,53,51,49,54,39,40,51,40,51,37,71,19,73,19,74,75,17,10,74,15,72,38,78,13,77,13,53,16,52,40,37,53,40,40,72,16,54,13,53,13,20,16,20,17,20,41,53,38,20,50,52,40,40,17,18,74,52,39,20,53,40,50,20,41,54,17,21,13,54,16,20,53,53,17,40,40,20,41,21,17,51,40,78,11,20,71,52,17,40,13,20,54,20,16,40,16,52,16,40,11,41,39,40,40,40,16,40,38,41,17,38,17,38,40,40,16,20,52,52,16,20,53,20,40,19,53,20,40,53,11,40,39,40,17,40,40,38,16,38,40,20,17,19,17,40,40,40,15,18,54,20,40,20,16,41,16,40,17,20,54,41,13,20,51,21,16,53,15,19,40,19,54,20,40,20,38,20,17,-1.0
24,51,22,67,21,23,68,27,52,26,62,26,64,35,61,40,50,28,63,27,62,24,65,22,69,22,70,86,6,2,85,4,83,47,88,4,87,3,39,5,37,53,24,64,28,53,83,5,41,4,40,4,24,6,24,7,24,54,39,48,24,61,36,52,28,6,21,70,38,50,23,64,28,61,24,54,41,6,25,4,40,5,24,63,39,6,28,53,24,54,25,7,35,53,88,2,23,66,37,6,28,4,24,66,23,6,28,5,37,5,28,2,28,50,28,53,28,5,28,48,29,6,26,6,26,52,28,5,24,64,38,6,23,64,23,53,22,65,23,53,40,2,27,50,28,6,28,52,26,5,26,53,24,7,22,7,27,53,28,4,21,66,24,52,24,5,28,5,28,6,23,65,29,4,23,63,24,5,40,4,22,53,22,66,24,52,24,48,23,6,1.0
19,37,18,74,16,17,75,27,42,24,66,24,65,44,60,51,36,27,63,27,63,23,73,17,75,17,76,83,8,3,82,6,79,33,86,5,85,4,51,7,46,41,23,66,27,41,80,7,52,5,52,5,18,8,18,9,18,42,50,35,18,62,47,42,27,9,16,76,51,37,18,66,27,62,18,42,52,8,19,5,51,7,18,66,51,8,27,41,18,42,19,8,45,41,86,3,18,73,47,9,27,5,18,67,18,8,27,8,47,8,27,3,28,36,27,41,27,7,27,35,28,8,24,9,24,42,27,8,18,64,51,8,18,65,18,42,17,66,18,42,52,3,27,37,27,8,27,42,24,8,24,41,18,9,17,9,27,41,27,7,16,67,18,42,18,7,28,7,27,9,17,67,28,5,18,63,19,7,51,7,17,42,17,67,18,42,18,35,18,9,1.0
24,47,22,68,19,22,69,37,47,35,55,35,55,44,52,47,47,37,54,36,54,33,66,21,70,21,71,70,21,12,69,20,66,46,74,16,73,16,46,20,45,48,33,56,37,48,66,20,47,16,46,16,23,20,23,21,23,48,46,46,23,52,45,46,37,21,19,71,46,46,23,56,37,52,24,48,47,21,24,16,47,20,23,55,46,21,38,47,23,48,24,21,45,47,74,13,23,66,45,21,37,16,23,57,23,20,37,20,45,20,37,13,38,47,37,48,37,20,37,46,38,21,35,21,35,47,37,20,23,55,46,20,23,55,23,47,21,56,23,47,46,13,37,46,37,21,37,46,35,20,35,48,23,21,21,21,36,47,37,20,19,57,23,46,23,20,38,20,37,21,22,57,38,16,23,54,24,20,46,20,21,47,21,57,23,47,23,46,23,21,-1.0
18,35,18,74,16,18,75,33,37,30,59,31,59,50,55,54,34,34,56,32,56,28,73,17,75,17,76,80,10,8,80,11,78,32,82,9,82,10,56,11,52,37,30,59,34,37,78,11,56,9,56,10,18,12,18,12,18,38,55,32,18,55,53,36,34,11,16,76,55,34,18,59,33,55,18,37,55,10,19,10,54,11,18,59,56,10,34,36,18,38,18,11,50,36,82,8,18,73,53,11,34,10,18,60,18,12,33,12,53,11,34,8,34,34,33,37,34,12,34,32,34,10,31,11,31,38,34,11,18,57,55,11,18,59,18,38,17,59,18,37,56,8,33,35,34,10,34,36,31,12,31,37,18,12,17,12,32,37,34,11,16,60,18,36,18,12,34,11,33,11,18,60,35,9,18,56,18,12,55,11,17,38,17,60,18,38,18,32,18,11,1.0
22,46,21,71,19,21,72,32,47,30,61,30,60,42,57,45,45,31,58,31,59,29,70,20,72,20,73,85,7,3,84,6,82,44,87,5,86,5,46,7,43,46,29,60,31,46,82,7,46,5,46,5,21,7,21,7,21,47,45,44,21,57,44,46,32,7,19,73,45,45,21,61,31,57,21,47,46,7,22,5,45,7,21,61,46,7,31,46,21,48,22,7,42,46,87,3,21,70,44,7,33,5,21,61,21,7,32,7,44,7,33,3,32,45,31,46,33,7,32,44,33,7,31,8,31,48,32,7,21,59,45,7,21,60,21,48,20,61,21,47,46,3,33,46,33,7,32,46,31,7,30,47,21,8,20,8,31,47,32,6,19,61,21,46,21,7,32,7,32,7,21,61,33,5,21,59,22,7,45,6,20,48,20,61,21,48,21,44,21,8,1.0
19,31,19,73,17,19,74,22,35,22,70,22,70,52,68,57,30,23,69,22,69,21,72,18,74,18,75,82,8,6,82,8,80,28,84,7,84,7,58,9,54,34,21,70,23,34,80,8,59,7,59,8,19,10,19,10,19,35,57,29,19,68,54,34,23,9,17,75,57,31,19,70,23,68,19,35,58,8,20,8,57,8,19,70,58,8,23,34,19,35,19,9,53,34,84,6,19,72,55,9,23,8,19,71,19,10,23,10,55,9,23,6,23,30,23,34,23,9,23,29,23,8,22,9,22,35,23,9,19,70,57,9,19,70,19,35,18,70,19,35,59,6,22,31,23,8,23,34,22,10,22,34,19,10,18,10,22,34,23,8,17,71,19,34,19,9,23,8,23,9,19,71,24,7,19,69,19,9,58,8,18,35,18,71,19,35,19,29,19,9,-1.0
23,48,22,70,20,22,71,29,50,28,64,28,64,36,62,42,48,29,63,29,63,27,69,21,71,21,72,82,9,6,81,9,79,45,84,8,83,8,42,10,40,51,27,64,30,51,79,10,44,8,42,8,22,10,23,11,23,52,43,45,22,62,39,50,30,11,20,72,41,47,22,64,29,62,22,51,44,11,23,8,42,10,22,64,43,9,29,51,22,52,23,11,37,51,84,6,22,69,40,11,29,8,22,65,22,10,29,10,39,10,29,6,30,48,29,51,29,10,29,45,30,11,28,11,28,50,29,10,22,64,41,10,22,64,22,50,21,64,22,50,43,6,29,47,29,9,29,50,28,10,28,51,22,11,21,11,29,51,29,9,20,65,22,50,22,10,30,10,29,11,22,65,30,8,22,63,23,10,43,9,21,50,21,65,22,50,22,45,22,11,-1.0
22,48,21,69,19,21,70,26,52,25,64,26,64,30,61,38,48,28,63,26,63,24,67,20,71,20,72,86,4,2,85,4,83,43,88,3,87,3,38,4,33,54,24,65,28,54,83,4,41,4,39,3,22,5,23,7,22,55,38,46,22,61,32,51,29,6,19,72,37,46,21,65,27,61,22,53,40,6,23,4,38,5,22,64,39,4,28,53,22,55,23,6,32,53,88,2,22,68,34,6,28,4,22,66,22,6,27,5,33,4,28,2,28,48,27,54,27,5,27,46,29,6,26,6,25,52,28,4,22,64,37,4,22,64,21,53,20,65,21,52,40,2,26,47,27,4,27,51,26,5,26,54,22,7,20,7,26,54,28,4,19,66,22,51,22,5,28,5,27,6,21,66,29,4,21,63,22,5,39,4,20,53,20,66,22,52,22,46,22,6,1.0
22,42,19,69,16,21,70,33,42,30,57,31,59,45,53,48,42,34,56,32,55,29,67,17,72,18,73,84,7,4,83,7,81,40,86,6,85,6,49,7,47,44,29,58,35,44,81,8,50,6,49,6,20,8,22,9,22,45,49,40,20,54,47,42,35,9,17,73,48,41,19,58,33,54,21,43,50,8,22,6,48,8,20,57,50,7,34,43,21,45,22,8,45,43,86,4,20,68,48,9,34,6,21,60,20,8,33,7,47,7,34,4,35,42,33,44,34,7,34,40,35,8,31,9,31,42,34,7,21,57,48,8,20,59,20,43,17,59,20,43,50,4,33,41,34,7,34,42,31,7,31,44,21,9,18,9,32,43,34,7,17,60,21,42,21,8,35,8,33,9,21,59,35,6,19,56,22,8,49,7,18,44,18,60,21,42,21,40,20,9,1.0
18,34,18,74,16,17,75,24,39,23,68,23,67,45,64,53,32,24,66,23,66,22,73,17,75,17,76,82,7,2,81,5,78,30,86,4,85,3,54,7,49,36,22,68,24,37,80,7,55,4,55,4,18,8,18,9,18,38,53,30,18,65,49,37,24,8,16,76,52,34,18,68,24,65,18,39,55,7,19,4,53,7,18,68,54,7,24,38,18,39,19,8,46,37,86,3,18,73,50,8,25,4,18,69,18,8,25,8,50,7,25,3,25,33,25,37,25,7,25,30,26,7,23,8,23,39,24,7,18,67,52,8,18,67,18,39,17,68,18,39,55,3,24,34,25,7,24,37,23,8,23,38,18,9,17,9,23,37,25,5,16,69,18,37,18,7,25,7,25,8,17,69,26,4,18,66,18,7,54,5,17,39,17,69,18,39,18,30,18,8,1.0
18,39,18,73,14,18,74,27,43,24,65,25,65,42,60,48,38,28,62,26,62,22,72,16,75,16,76,84,6,2,83,6,80,35,87,4,86,4,50,6,44,43,23,65,28,43,81,7,50,4,50,4,18,7,18,8,18,44,49,37,18,60,45,42,28,7,15,76,49,38,18,65,27,60,18,43,50,6,19,4,48,7,18,65,50,6,28,42,18,44,19,7,43,42,87,2,18,72,45,7,28,4,18,66,18,7,27,7,45,6,28,2,28,38,27,43,28,7,28,37,29,6,25,7,25,44,28,6,18,63,49,7,18,65,18,44,16,65,18,43,50,2,27,39,28,6,28,42,25,7,25,43,18,8,16,8,26,43,28,6,15,66,18,42,18,7,28,7,27,7,18,66,29,4,18,62,18,7,49,6,16,44,16,66,18,44,18,37,18,7,1.0
24,47,23,68,20,23,69,35,47,33,58,33,58,44,55,47,46,35,56,35,56,31,66,21,70,21,71,75,18,13,74,16,72,45,77,15,76,15,46,17,45,47,32,58,35,47,72,17,47,15,46,15,23,17,23,18,23,48,46,45,23,55,45,47,35,18,20,71,45,46,23,58,35,55,23,48,47,18,24,15,47,17,23,58,46,18,35,47,23,48,24,18,44,47,77,13,23,67,45,18,35,15,23,59,23,17,35,17,45,17,35,13,36,46,35,47,35,17,35,45,36,18,33,18,33,47,35,17,23,57,45,17,23,58,23,47,21,58,23,47,46,13,35,46,35,18,35,47,33,17,33,47,23,18,21,18,35,47,35,16,20,59,23,47,23,17,36,17,35,18,23,59,36,15,23,56,24,17,46,16,21,47,21,59,23,47,23,45,23,18,1.0
17,46,17,75,15,17,76,24,48,23,69,23,69,40,67,43,45,24,68,23,68,22,74,16,76,16,77,85,3,2,85,4,83,42,88,2,88,3,45,6,42,48,22,69,24,48,85,5,46,2,45,3,17,6,17,6,17,49,45,43,17,67,42,47,24,5,15,77,43,45,17,69,24,67,17,49,45,5,18,3,43,5,17,69,45,3,24,48,17,49,17,6,40,48,88,3,17,74,42,5,24,3,17,70,17,6,24,6,42,6,24,3,24,45,24,48,24,6,24,43,24,5,23,5,23,48,24,6,17,69,43,5,17,69,17,48,16,69,17,48,45,3,24,45,24,3,24,47,23,6,23,48,17,6,16,6,23,48,24,4,15,70,17,47,17,6,24,5,24,5,17,70,25,2,17,68,17,6,45,4,16,48,16,70,17,48,17,43,17,5,1.0
20,32,20,72,18,20,73,39,34,37,54,37,54,53,50,59,31,38,52,37,52,36,71,19,73,19,74,80,13,10,79,11,78,28,82,12,80,11,59,12,56,33,36,54,39,34,78,13,60,12,59,11,20,12,20,14,20,35,59,28,20,51,56,32,39,13,18,74,58,31,20,54,39,51,20,35,60,13,21,12,59,13,20,54,59,13,38,34,20,35,21,14,53,34,81,10,20,71,56,13,39,11,20,55,20,12,39,12,56,12,39,10,39,31,39,33,39,12,39,28,40,13,37,13,37,34,39,12,20,53,58,13,20,54,20,34,19,54,20,34,59,10,39,31,39,13,39,32,37,12,37,34,20,14,19,14,37,34,39,11,18,55,20,32,20,12,39,13,39,13,20,55,40,12,20,52,20,13,59,11,19,34,19,55,20,34,20,28,20,13,-1.0
19,41,19,73,17,18,74,27,42,24,65,25,64,46,60,48,41,28,62,26,62,22,72,18,74,18,75,84,6,4,83,7,81,39,86,5,85,6,50,7,47,43,23,65,28,43,81,7,51,6,50,6,19,8,20,9,19,44,49,39,19,60,48,41,29,8,17,75,49,40,19,65,27,60,19,42,50,7,20,6,48,8,19,65,51,6,28,42,19,44,20,7,46,42,86,4,19,72,49,8,28,6,19,66,19,8,27,8,48,7,28,4,28,41,27,43,28,8,28,39,29,7,25,8,25,43,28,7,19,63,49,7,19,64,19,43,18,65,19,42,51,4,27,41,28,6,28,41,25,8,25,43,19,9,18,9,26,43,28,7,17,66,19,41,19,8,28,8,27,8,18,66,29,6,19,62,19,8,49,7,18,43,18,66,19,43,19,39,19,8,1.0
26,49,26,66,24,26,67,36,49,33,57,33,57,42,52,44,48,36,54,35,54,30,65,25,67,25,68,73,17,12,73,17,71,47,76,14,76,15,44,18,43,49,31,57,36,49,71,17,45,14,44,15,26,18,26,18,26,50,44,47,26,52,43,48,36,17,24,68,43,48,26,57,36,52,26,50,44,17,27,15,44,17,26,57,44,17,36,49,26,50,26,18,42,49,76,13,26,65,43,17,36,15,26,58,26,18,36,18,43,18,36,13,36,48,36,49,36,18,36,47,36,17,33,17,33,49,36,18,26,55,43,17,26,57,26,49,25,57,26,49,44,13,36,48,36,17,36,48,33,18,33,49,26,18,25,18,35,49,36,17,24,58,26,48,26,18,36,17,36,17,26,58,37,14,26,54,26,18,44,17,25,49,25,58,26,49,26,47,26,17,1.0
18,47,18,73,15,18,74,25,49,24,68,24,68,38,66,44,46,24,67,25,67,23,72,16,75,16,76,89,3,2,89,2,88,43,90,2,90,2,43,3,41,48,23,68,25,49,88,2,45,2,44,3,18,4,18,4,18,50,43,43,18,66,40,49,25,3,16,76,42,46,18,68,25,66,18,50,44,3,19,3,44,2,18,68,43,3,24,49,18,50,18,4,38,49,90,2,18,73,41,3,25,3,18,69,18,4,25,4,41,4,25,2,25,46,25,48,25,3,25,43,25,3,24,3,24,49,25,4,18,68,42,3,18,68,18,49,16,68,18,49,44,2,25,46,25,3,25,49,24,4,24,49,18,4,16,4,25,49,25,2,16,69,18,49,18,3,25,2,25,3,18,69,26,2,18,67,18,3,44,2,16,49,16,69,18,49,18,43,18,3,1.0
20,37,20,71,17,20,72,27,39,24,65,25,65,48,59,52,36,28,62,26,62,24,70,18,73,18,74,82,7,4,82,9,80,34,85,5,85,6,54,9,50,39,24,65,28,39,81,8,54,5,54,6,20,9,20,9,20,40,53,34,20,61,51,38,28,8,18,74,54,36,20,65,27,61,20,39,53,7,21,6,52,8,20,65,54,7,28,38,20,40,20,8,48,38,85,5,20,71,51,8,28,6,20,66,20,9,27,9,51,9,28,5,28,36,27,39,28,9,28,34,28,7,25,8,25,40,28,9,20,63,54,8,20,65,20,40,18,65,20,39,54,5,28,37,28,7,28,38,25,9,25,39,20,9,18,9,26,39,28,9,18,66,20,38,20,9,28,8,27,8,20,66,29,5,20,62,20,9,53,9,18,40,18,66,20,40,20,34,20,8,1.0
