@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atLee numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMeb numeric
@attribute o2atLeb numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMdb numeric
@attribute o2atLdb numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMec numeric
@attribute o2atLec numeric
@attribute o2atMad numeric
@attribute o2atLad numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o2atMca numeric
@attribute o2atLca numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMaa numeric
@attribute o3atMae numeric
@attribute o3atLae numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMbe numeric
@attribute o3atLbe numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute o3atMda numeric
@attribute o3atLda numeric
@attribute o3atMad numeric
@attribute o3atLad numeric
@attribute o3atMdb numeric
@attribute o3atLdb numeric
@attribute o3atLee numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute destClass {1,-1}

@data
0,0,22,10,1,31,31,0,19,12,20,8,23,0,0,11,31,6,24,7,1,8,19,7,18,30,1,12,23,7,19,11,20,0,0,7,31,0,24,0,0,30,19,0,1,0,0,0,0,31,0,31,0,0,31,0,0,0,0,0,31,31,31,0,31,31,0,0,31,31,0,0,0,31,0,31,0,31,0,0,0,31,0,31,0,31,0,31,27,2,0,0,1,27,3,0,31,27,31,30,2,31,0,27,3,27,3,28,0,28,1,28,2,27,2,0,3,0,3,0,3,28,3,0,0,31,30,0,0,3,-1
0,0,7,22,0,31,30,1,7,23,8,22,8,0,0,23,29,21,9,22,1,23,6,22,6,30,0,24,7,21,6,23,8,1,0,22,30,0,9,1,0,30,7,1,1,1,0,1,30,0,30,31,0,30,0,30,0,31,1,30,1,30,0,30,0,30,0,30,1,31,0,0,0,31,0,31,30,0,31,0,0,0,0,0,30,0,0,1,14,16,0,0,1,14,16,0,31,14,31,30,16,31,1,15,17,14,17,15,1,15,1,14,16,15,16,0,16,0,16,0,17,14,16,0,0,31,30,0,0,17,1
19,0,22,8,21,11,31,0,21,9,22,8,23,0,20,9,31,7,23,7,21,8,22,8,21,9,21,9,23,8,22,8,22,0,20,8,31,0,23,0,19,10,22,0,21,0,20,0,0,31,0,31,0,0,31,0,0,0,0,0,31,31,31,0,31,31,0,0,31,31,0,0,0,31,0,31,0,31,0,0,0,31,0,31,0,31,0,31,16,14,15,16,1,16,14,15,15,15,14,30,13,31,0,15,13,15,14,17,0,16,0,17,14,16,13,16,15,16,14,15,14,16,14,0,15,15,30,0,15,15,1
16,0,25,10,17,14,31,0,19,11,20,5,26,0,17,11,31,3,27,4,18,5,19,4,18,12,18,12,26,4,19,11,20,0,17,4,31,0,27,0,17,13,19,0,18,0,17,0,0,31,0,31,0,0,31,0,0,0,0,0,31,31,31,0,31,31,0,0,31,31,0,0,0,31,0,31,0,31,0,0,0,31,0,31,0,31,0,31,19,10,18,19,1,19,11,19,12,19,11,30,10,31,0,19,10,19,10,20,0,20,0,20,10,19,10,19,11,19,11,18,11,20,11,0,18,12,30,0,18,11,1
10,11,16,16,12,20,19,12,13,18,14,14,17,12,11,17,18,13,17,13,12,14,13,14,12,18,12,18,16,14,13,16,14,12,11,14,19,11,17,12,10,19,13,12,12,12,11,12,31,31,0,31,0,0,31,31,0,0,0,0,31,31,0,31,0,31,0,0,0,31,0,0,0,31,0,31,0,0,31,0,0,0,0,31,31,0,0,31,30,18,10,11,1,12,19,11,20,11,19,30,0,31,0,11,0,11,18,31,0,12,0,30,0,30,0,11,19,11,0,10,1,12,0,0,10,20,30,0,10,19,1
0,0,9,22,0,31,31,0,7,22,8,19,11,0,0,23,31,18,11,19,1,20,8,20,7,30,0,23,11,19,7,23,8,0,0,20,31,0,11,0,0,30,8,0,1,0,0,0,31,0,31,2,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,28,28,2,29,3,31,0,31,0,28,0,28,0,31,0,29,0,0,31,0,0,1,0,31,0,31,0,31,30,30,31,1,0,31,0,31,1,1,0,1,0,30,1,31,0,31,0,30,0,31,0,30,0,0,31,30,0,0,31,-1
0,4,13,16,1,31,26,5,13,18,14,17,14,5,0,17,25,15,15,16,1,17,13,16,12,30,1,18,14,15,12,17,14,5,0,16,26,5,15,5,0,30,13,5,1,5,0,5,1,29,1,31,0,1,29,1,0,2,0,1,30,31,29,1,29,31,0,2,30,31,0,0,0,31,0,31,1,29,2,0,0,29,0,29,2,29,0,30,30,0,0,0,1,30,0,0,31,30,31,30,0,31,0,30,1,30,1,31,0,31,1,30,0,30,0,0,0,0,0,0,1,30,0,0,0,31,30,0,0,1,-1
20,0,28,7,20,10,31,0,22,7,23,1,29,0,21,8,31,1,29,1,22,2,22,2,21,8,21,9,29,2,22,8,23,0,21,2,31,0,29,0,21,9,22,0,22,0,21,0,0,31,0,31,0,0,31,0,0,0,0,0,31,31,31,0,31,31,0,0,31,31,0,0,0,31,0,31,0,31,0,0,0,31,0,31,0,31,0,31,16,14,15,16,1,16,14,15,15,15,14,30,13,31,0,15,13,15,14,17,0,16,0,17,14,16,13,16,15,16,14,15,14,16,14,0,15,15,30,0,15,15,1
0,0,7,30,0,31,31,0,0,30,1,21,9,0,0,30,31,20,9,21,1,22,0,22,0,30,0,31,9,22,0,30,1,0,0,22,31,0,9,0,0,30,0,0,1,0,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,0,31,31,0,31,0,0,0,0,0,31,0,0,0,11,19,0,0,7,11,19,0,31,11,31,24,19,25,7,12,20,11,20,12,7,12,7,11,19,12,19,0,19,0,19,0,20,11,19,6,0,31,24,6,0,20,1
0,0,7,22,0,31,31,1,6,23,8,22,8,0,0,23,30,21,9,21,1,23,7,22,6,30,0,24,8,22,7,23,8,1,0,22,30,0,9,1,0,30,7,0,1,1,0,0,30,0,30,31,0,30,0,30,0,31,0,30,1,31,0,30,0,31,0,31,1,31,0,0,0,31,0,31,30,0,31,0,0,0,0,0,31,0,0,1,13,17,0,0,1,13,17,0,31,13,31,30,17,31,1,14,18,13,18,14,1,14,1,13,17,14,17,0,17,0,17,0,18,13,17,0,0,31,30,0,0,18,1
20,0,28,7,21,10,31,0,23,8,23,2,29,0,21,8,31,1,29,2,21,2,23,2,22,9,21,8,29,2,23,8,23,0,21,2,31,0,29,0,21,10,23,0,21,0,21,0,2,29,1,29,0,2,29,3,0,1,0,1,29,31,28,3,29,31,0,1,28,31,0,1,1,30,1,29,2,29,2,0,2,29,2,30,2,28,1,29,11,18,11,12,1,11,18,11,19,11,18,30,18,31,0,11,18,11,18,12,0,12,0,12,18,11,18,11,19,12,19,11,19,12,18,0,11,19,30,0,11,19,1
11,12,16,15,12,19,18,13,14,16,15,13,17,12,12,16,17,13,17,13,13,14,13,14,13,17,12,17,16,13,13,16,15,13,12,14,18,12,17,13,12,18,14,13,13,13,12,13,31,31,0,31,0,0,31,31,0,0,0,0,31,31,0,31,0,31,0,0,0,31,0,0,0,31,0,31,0,0,31,0,0,0,0,31,31,0,0,31,30,19,9,10,1,11,20,10,21,10,20,30,0,31,0,10,0,10,19,31,0,11,0,30,0,30,0,10,20,10,0,9,1,11,0,0,9,21,30,0,9,20,1
21,0,23,8,21,9,31,0,22,8,22,7,24,0,22,9,31,6,24,7,22,7,22,7,21,8,22,9,24,7,22,8,22,0,22,7,31,0,24,0,21,9,22,0,22,0,22,0,0,30,0,30,0,0,30,1,0,0,0,0,30,31,30,1,30,31,0,0,30,31,0,0,0,31,0,30,1,30,0,0,1,31,0,31,0,30,0,30,15,15,14,15,1,15,15,14,16,14,15,30,14,31,0,14,14,14,15,16,0,15,0,16,15,15,14,15,16,15,15,14,15,15,15,0,14,16,30,0,14,16,1
20,7,22,7,21,10,23,7,22,8,22,8,23,7,21,8,22,7,22,7,21,8,22,8,22,9,21,8,22,7,22,8,23,8,21,8,23,7,23,7,21,10,23,8,21,8,21,8,5,26,4,27,0,5,27,6,0,4,0,4,26,31,25,6,26,31,0,4,25,31,0,3,4,28,3,27,5,26,5,0,4,26,4,27,5,25,3,26,7,23,5,6,1,7,24,6,25,6,24,30,22,31,0,6,22,6,23,8,0,7,0,8,23,7,22,6,24,6,23,5,23,7,23,0,5,25,30,0,5,24,1
0,0,7,22,0,31,31,0,6,23,8,22,8,0,0,23,31,21,9,21,1,23,7,22,6,30,0,24,8,22,7,23,8,0,0,22,31,0,9,0,0,30,7,0,1,0,0,0,28,2,28,31,1,28,2,28,2,29,2,28,3,28,2,28,2,29,2,28,3,29,1,0,0,31,0,31,28,2,29,1,0,2,0,2,28,2,0,3,13,18,0,0,1,12,18,0,31,12,31,30,17,31,1,13,18,13,19,14,1,13,1,13,17,14,18,0,18,0,17,0,18,12,17,0,0,31,30,0,0,19,1
19,0,27,7,20,11,31,0,22,8,23,2,28,0,20,8,31,2,28,2,21,3,22,3,21,9,20,9,28,3,22,8,23,0,20,3,31,0,28,0,20,10,22,0,21,0,20,0,0,31,0,31,0,0,31,0,0,0,0,0,31,31,31,0,31,31,0,0,31,31,0,0,0,31,0,31,0,31,0,0,0,31,0,31,0,31,0,31,17,12,16,17,1,17,13,17,14,17,13,30,12,31,0,17,12,17,12,18,0,18,0,18,12,17,12,17,13,17,13,16,13,18,13,0,16,14,30,0,16,13,1
0,0,28,7,1,31,31,0,23,8,23,2,29,0,0,8,31,1,29,2,1,2,23,2,22,30,1,8,29,2,23,8,23,0,0,2,31,0,29,0,0,30,23,0,1,0,0,0,1,30,0,31,0,1,31,2,0,0,0,0,30,31,29,2,30,31,0,0,29,31,0,0,0,31,0,31,1,30,1,0,0,30,0,31,1,29,0,30,14,15,8,9,1,14,16,9,22,14,21,30,15,31,0,14,15,14,15,15,0,15,0,15,15,14,15,9,16,9,16,8,16,15,16,0,8,22,30,0,8,16,1
0,6,21,8,1,31,24,7,21,10,22,9,22,7,0,9,23,8,22,8,1,9,21,9,20,30,1,10,22,8,20,9,22,7,0,9,24,7,22,7,0,30,21,7,1,7,0,7,0,31,0,31,0,0,31,0,0,0,0,0,31,31,31,0,31,31,0,0,31,31,0,0,0,31,0,31,0,31,0,0,0,31,0,31,0,31,0,31,20,9,0,0,1,20,10,0,31,20,31,30,9,31,0,20,10,20,10,21,0,21,1,21,9,20,9,0,10,0,10,0,10,21,10,0,0,31,30,0,0,10,1
0,0,11,16,1,30,29,2,11,17,13,17,13,0,1,18,27,16,13,16,2,18,11,18,11,28,1,18,11,16,11,18,13,2,1,18,29,0,13,2,1,29,13,2,2,2,1,2,31,0,31,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,0,31,31,0,31,0,0,0,0,0,31,0,0,0,0,30,0,0,1,0,30,0,31,0,31,30,30,31,1,1,31,0,31,1,1,1,1,0,30,1,30,0,30,0,30,0,31,0,30,0,0,31,30,0,0,31,-1
0,0,6,22,0,31,30,2,6,23,8,23,7,0,0,23,28,22,8,22,1,24,6,23,6,30,0,24,6,22,6,23,8,2,0,23,29,0,8,2,0,30,7,1,1,2,0,1,30,0,30,31,0,30,0,30,0,31,0,30,1,31,0,30,0,31,0,31,1,31,0,0,0,31,0,31,30,0,31,0,0,0,0,0,31,0,0,1,13,17,0,0,1,13,17,0,31,13,31,30,17,31,1,14,18,13,18,14,1,14,1,13,17,14,17,0,17,0,17,0,18,13,17,0,0,31,30,0,0,18,1
0,1,26,30,0,31,29,1,1,30,1,3,28,2,0,30,28,1,27,3,1,3,0,3,0,30,1,31,27,3,0,30,1,2,0,3,29,1,28,2,0,30,0,2,1,2,0,2,31,31,0,31,0,0,31,31,0,0,0,0,31,31,0,31,0,31,0,0,0,31,0,0,0,31,0,31,0,0,31,0,0,0,0,31,31,0,0,31,30,31,0,0,1,0,31,0,31,0,31,30,0,31,0,0,1,0,31,31,1,0,1,30,0,30,1,0,31,0,0,0,1,0,0,0,0,31,30,0,0,31,1
0,0,27,7,1,31,31,0,22,8,23,3,28,0,0,8,31,2,28,2,1,3,23,3,22,30,1,8,28,3,23,8,23,0,0,3,31,0,28,0,0,30,23,0,1,0,0,0,0,31,0,31,0,0,31,0,0,0,0,0,31,31,31,0,31,31,0,0,31,31,0,0,0,31,0,31,0,31,0,0,0,31,0,31,0,31,0,31,17,12,0,0,1,17,13,0,31,17,31,30,12,31,0,17,13,17,13,18,0,18,1,18,12,17,12,0,13,0,13,0,13,18,13,0,0,31,30,0,0,13,1
0,7,18,11,1,31,23,7,18,13,19,12,19,7,0,12,22,10,19,11,1,12,17,11,17,30,1,13,18,10,17,12,19,8,0,11,23,7,20,8,0,30,18,8,1,8,0,8,0,31,0,31,0,0,31,0,0,0,0,0,31,31,31,0,31,31,0,0,31,31,0,0,0,31,0,31,0,31,0,0,0,31,0,31,0,31,0,31,25,5,0,0,1,25,6,0,31,24,31,30,4,31,0,24,5,24,6,26,0,25,1,26,5,25,4,0,6,0,5,0,5,25,5,0,0,31,30,0,0,6,1
0,0,20,9,1,31,30,1,19,11,21,10,21,1,0,10,29,8,22,8,1,10,20,9,19,30,1,11,21,9,20,10,21,1,0,9,30,1,22,1,0,30,20,1,1,1,0,1,0,31,0,31,0,0,31,0,0,0,0,0,31,31,31,0,31,31,0,0,31,31,0,0,0,31,0,31,0,31,0,0,0,31,0,31,0,31,0,31,26,4,0,0,1,26,5,0,31,25,31,30,3,31,0,25,4,25,5,27,0,26,1,27,4,26,3,0,5,0,4,0,4,26,4,0,0,31,30,0,0,5,1
0,0,6,30,0,31,31,0,0,30,1,22,8,0,0,30,31,21,8,22,1,23,0,23,0,30,0,31,8,23,0,30,1,0,0,23,31,0,8,0,0,30,0,0,1,0,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,0,31,31,0,31,0,0,0,0,0,31,0,0,0,11,20,0,0,1,10,20,0,31,10,31,30,19,31,1,11,20,11,21,12,1,11,1,11,19,12,20,0,20,0,19,0,20,10,19,0,0,31,30,0,0,21,1
20,0,22,8,20,10,31,0,22,8,22,8,23,0,21,9,31,7,23,8,21,8,22,8,21,9,21,9,23,7,21,9,22,0,21,8,31,0,23,0,21,10,22,0,21,0,21,0,1,29,1,30,0,1,30,2,0,1,0,1,29,31,29,2,29,31,0,1,29,31,0,0,1,31,0,30,2,30,1,0,1,30,1,30,1,29,0,29,11,18,11,12,1,11,18,11,19,11,18,30,18,31,0,11,18,11,18,12,0,12,0,12,18,11,18,11,19,12,19,11,19,12,18,0,11,19,30,0,11,19,1
0,0,1,30,0,31,31,0,0,30,1,28,2,0,0,30,31,27,3,28,1,29,0,28,0,30,0,31,2,28,0,30,1,0,0,28,31,0,3,0,0,30,0,0,1,0,0,0,29,1,29,31,0,29,1,29,0,30,0,29,2,31,1,29,1,31,0,30,2,31,0,0,0,31,0,31,29,1,30,0,0,1,0,1,30,1,0,2,16,14,0,0,1,16,14,0,31,16,31,30,14,31,1,17,15,16,15,17,1,17,1,16,14,17,14,0,14,0,14,0,15,16,14,0,0,31,30,0,0,15,1
20,0,28,6,21,10,31,0,23,7,24,2,29,0,21,7,31,1,29,1,21,2,24,2,23,9,21,7,29,2,24,7,24,0,21,2,31,0,29,0,21,10,24,0,21,0,21,0,0,30,0,31,0,0,31,1,0,0,0,0,30,31,30,1,30,31,0,0,30,31,0,0,0,31,0,31,1,31,0,0,0,31,0,31,0,30,0,30,14,15,14,15,1,14,15,14,16,14,15,30,15,31,0,14,15,14,15,15,0,15,0,15,15,14,15,14,16,15,16,14,16,15,15,0,14,16,30,0,14,16,1
0,0,8,22,0,31,30,1,7,23,8,20,10,0,0,23,29,18,11,20,1,21,6,20,6,30,0,24,9,19,6,23,8,1,0,20,30,0,11,1,0,30,7,1,1,1,0,1,29,1,29,31,1,29,1,29,1,30,2,29,2,29,1,29,1,29,1,29,2,30,1,0,0,31,0,31,29,1,30,1,0,1,0,1,29,1,0,2,19,12,0,0,1,18,12,0,31,18,31,30,11,31,1,19,12,19,13,20,1,19,1,19,11,20,12,0,12,0,11,0,12,18,11,0,0,31,30,0,0,13,1
20,0,28,7,21,10,31,0,22,8,23,2,29,0,21,8,31,1,29,1,21,2,23,2,22,9,21,8,29,2,23,8,23,0,21,2,31,0,29,0,21,10,23,0,21,0,21,0,2,28,2,29,0,2,29,3,0,2,0,2,28,31,28,3,28,31,0,2,28,31,0,1,2,30,1,29,3,29,2,0,2,29,2,29,2,28,1,28,12,17,11,12,1,12,18,12,19,12,18,30,17,31,0,12,17,12,17,13,0,13,0,13,17,12,17,12,18,12,18,11,18,13,18,0,11,19,30,0,11,18,1
10,11,18,15,12,20,19,11,15,17,15,12,19,11,11,16,18,11,18,12,12,12,13,12,13,18,12,17,18,11,13,16,15,12,11,12,19,11,19,12,11,19,14,12,12,12,11,12,31,31,0,31,0,0,31,31,0,0,0,0,31,31,0,31,0,31,0,0,0,31,0,0,0,31,0,31,0,0,31,0,0,0,0,31,31,0,0,31,30,15,0,0,1,15,16,0,31,14,31,30,0,31,0,14,1,14,16,31,0,15,1,30,0,30,0,0,16,0,0,0,1,15,0,0,0,31,30,0,0,16,1
10,11,17,15,12,20,19,12,14,17,15,13,18,11,11,16,18,12,18,12,12,13,13,13,13,18,12,17,17,12,13,16,15,12,11,13,19,11,18,12,11,19,14,12,12,12,11,12,31,31,0,31,0,0,31,31,0,0,0,0,31,31,0,31,0,31,0,0,0,31,0,0,0,31,0,31,0,0,31,0,0,0,0,31,31,0,0,31,30,20,9,10,1,10,20,9,21,9,20,30,0,31,0,9,0,9,20,31,0,10,0,30,0,30,0,10,21,10,0,9,1,10,0,0,9,21,30,0,9,21,1
0,1,7,22,0,31,29,3,7,23,8,22,8,2,0,23,27,21,9,22,1,23,7,22,6,30,0,24,8,21,6,23,8,3,0,22,28,2,9,3,0,30,7,2,1,3,0,2,31,0,31,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,0,31,31,0,31,0,0,0,0,0,31,0,0,0,16,15,0,0,1,15,15,0,31,15,31,30,14,31,1,16,15,16,16,17,1,16,1,16,14,17,15,0,15,0,14,0,15,15,14,0,0,31,30,0,0,16,1
0,0,22,9,1,31,31,0,21,11,21,8,23,0,0,10,31,6,24,8,1,8,20,7,19,30,1,11,23,7,20,10,21,0,0,7,31,0,24,0,0,30,20,0,1,0,0,0,0,31,0,31,0,0,31,0,0,0,0,0,31,31,31,0,31,31,0,0,31,31,0,0,0,31,0,31,0,31,0,0,0,31,0,31,0,31,0,31,20,9,0,0,1,20,10,0,31,20,31,30,9,31,0,20,10,20,10,21,0,21,1,21,9,20,9,0,10,0,10,0,10,21,10,0,0,31,30,0,0,10,1
21,0,28,6,22,9,31,0,23,7,24,2,29,0,22,7,31,1,29,1,22,2,24,2,23,8,22,7,29,2,24,7,24,0,22,2,31,0,29,0,22,9,24,0,22,0,22,0,0,31,0,31,0,0,31,1,0,0,0,0,31,31,30,1,31,31,0,0,30,31,0,0,0,31,0,31,0,31,0,0,0,31,0,31,0,30,0,31,14,15,14,15,1,14,15,14,16,14,15,30,15,31,0,14,15,14,15,15,0,15,0,15,15,14,15,14,16,15,16,14,16,15,15,0,14,16,30,0,14,16,1
0,0,27,7,1,31,31,0,22,9,23,3,28,0,0,8,31,1,29,2,1,3,22,2,21,30,1,9,28,2,22,8,23,0,0,2,31,0,29,0,0,30,22,0,1,0,0,0,0,31,0,31,0,0,31,0,0,0,0,0,31,31,31,0,31,31,0,0,31,31,0,0,0,31,0,31,0,31,0,0,0,31,0,31,0,31,0,31,18,12,0,0,1,18,13,0,31,17,31,30,11,31,0,17,12,17,13,19,0,18,1,19,12,18,11,0,13,0,12,0,12,18,12,0,0,31,30,0,0,13,1
0,0,28,22,0,31,30,0,8,23,8,2,29,1,0,23,29,1,28,2,1,2,7,2,6,30,1,24,29,1,6,23,8,1,0,2,30,1,29,1,0,30,7,1,1,1,0,1,29,3,27,31,0,27,3,30,1,28,1,28,4,29,0,29,1,30,0,28,1,30,0,0,0,31,0,31,27,1,30,1,0,1,0,3,29,1,0,4,30,14,0,0,1,16,14,0,31,16,31,30,0,31,0,17,1,17,15,31,1,17,1,30,0,30,1,0,14,0,0,0,1,16,0,0,0,31,30,0,0,15,1
0,20,2,30,0,31,10,21,0,30,0,27,3,21,0,30,8,26,3,27,0,28,0,27,0,30,0,31,3,27,0,30,1,21,0,27,9,21,4,21,0,30,0,21,1,22,0,21,29,2,28,31,1,28,2,29,1,29,2,29,3,29,1,29,1,29,1,29,2,30,1,0,0,31,0,31,28,1,30,2,0,1,0,2,29,2,0,3,24,6,0,0,6,24,6,0,31,24,31,25,6,26,6,25,7,24,7,25,6,25,6,24,6,25,6,0,6,0,6,0,7,24,6,5,0,31,25,5,0,7,1
21,0,28,7,21,9,31,0,23,7,23,2,29,0,22,8,31,1,29,2,22,2,23,2,22,8,22,8,29,2,23,8,23,0,22,2,31,0,29,0,22,9,23,0,22,0,22,0,3,28,2,29,0,3,29,4,0,2,0,2,28,31,27,4,28,31,0,2,27,31,0,1,2,30,1,29,3,28,3,0,2,28,2,29,3,27,1,28,12,17,11,12,1,12,18,12,19,12,18,30,17,31,0,12,17,12,17,13,0,13,0,13,17,12,17,12,18,12,18,11,18,13,18,0,11,19,30,0,11,18,1
0,0,6,28,0,31,31,0,1,29,2,22,8,0,0,29,31,21,8,22,1,23,1,23,0,30,0,30,8,22,0,29,2,0,0,23,31,0,8,0,0,30,1,0,1,0,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,0,31,31,0,31,0,0,0,0,0,31,0,0,0,9,21,0,0,1,9,21,0,31,9,31,30,21,31,1,10,22,9,22,10,1,10,1,9,21,10,21,0,21,0,21,0,22,9,21,0,0,31,30,0,0,22,1
0,0,9,28,0,31,31,0,1,28,2,19,11,0,0,29,31,18,11,19,1,20,2,20,1,30,0,29,11,19,1,29,2,0,0,20,31,0,11,0,0,30,2,0,1,0,0,0,31,0,31,26,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,1,3,28,3,28,31,0,31,0,3,0,3,0,31,0,3,0,8,23,0,0,1,7,23,0,31,7,31,30,22,31,1,8,23,8,24,9,1,8,1,8,22,9,23,0,23,0,22,0,23,7,22,0,0,31,30,0,0,24,1
20,7,22,7,21,10,23,7,22,8,22,8,23,7,21,8,22,7,22,7,21,8,22,8,22,9,21,8,22,7,22,8,23,8,21,8,23,7,23,7,21,10,23,8,21,8,21,8,3,27,3,28,0,3,28,4,0,3,0,3,27,31,27,4,27,31,0,3,27,31,0,2,3,29,2,28,4,28,3,0,3,28,3,28,3,27,2,27,12,18,10,11,1,12,19,11,20,11,19,30,17,31,0,11,17,11,18,13,0,12,0,13,18,12,17,11,19,11,18,10,18,12,18,0,10,20,30,0,10,19,1
21,0,28,5,22,9,31,0,24,6,25,2,29,0,22,6,31,1,29,1,22,2,25,2,24,8,22,6,29,2,25,6,25,0,22,2,31,0,29,0,22,9,25,0,22,0,22,0,0,30,0,31,0,0,31,1,0,0,0,0,30,31,30,1,30,31,0,0,30,31,0,0,0,31,0,31,1,31,0,0,0,31,0,31,0,30,0,30,9,20,8,9,1,9,21,9,22,9,21,30,20,31,0,9,20,9,20,10,0,10,0,10,20,9,20,9,21,9,21,8,21,10,21,0,8,22,30,0,8,21,1
10,11,16,15,12,20,19,12,14,17,15,14,17,12,10,16,18,13,17,13,12,14,14,13,13,18,12,17,17,13,13,15,15,12,11,14,19,12,17,12,10,19,14,12,12,12,11,12,31,31,0,31,0,0,31,31,0,0,0,0,31,31,0,31,0,31,0,0,0,31,0,0,0,31,0,31,0,0,31,0,0,0,0,31,31,0,0,31,30,16,12,13,1,14,17,13,18,13,17,30,0,31,0,13,0,13,16,31,0,14,0,30,0,30,0,13,17,13,0,12,1,14,0,0,12,18,30,0,12,17,1
0,0,7,22,0,31,31,1,7,23,8,22,8,0,0,23,30,21,9,22,1,23,7,22,6,30,0,24,8,21,6,23,8,1,0,22,30,0,9,1,0,30,7,0,1,1,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,0,31,31,0,31,0,0,0,0,0,31,0,0,0,13,17,0,0,1,13,17,0,31,13,31,30,17,31,1,14,18,13,18,14,1,14,1,13,17,14,17,0,17,0,17,0,18,13,17,0,0,31,30,0,0,18,1
0,0,3,28,0,31,30,1,1,28,2,25,5,0,0,29,29,24,5,25,1,26,1,26,1,30,0,29,4,25,1,29,2,1,0,26,30,0,5,1,0,30,2,1,1,1,0,1,31,0,31,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,0,31,31,0,31,0,0,0,0,0,31,0,0,0,16,14,0,0,1,16,14,0,31,16,31,30,14,31,1,17,15,16,15,17,1,17,1,16,14,17,14,0,14,0,14,0,15,16,14,0,0,31,30,0,0,15,1
