@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atLkk numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute destClass {1,3,2}

@data
7,94,65,24,83,8,85,5,69,19,13,77,70,11,16,37,17,12,18,3,17,23,56,23,81,7,0,77,91,3,85,5,14,77,2,87,3,0,94,44,67,53,33,0,94,80,10,80,6,56,22,0,77,0,37,56,12,0,23,1,4,57,12,71,11,17,37,89,3,80,11,54,34,0,94,86,3,17,23,71,7,70,20,78,17,56,7,87,4,70,6,58,3,70,4,82,5,81,4,0,37,89,3,88,2,87,3,17,5,17,12,57,5,88,3,90,3,71,5,57,7,1,3,83,2,0,95,72,2,0,7,0,23,56,5,0,0,95,0,77,1,3,0,94,0,94,0,37,0,37,71,3,0,94,17,7,82,3,0,38,92,2,0,13,0,5,0,94,0,12,0,12,0,12,0,95,0,94,0,78,0,7,0,7,3
8,94,59,28,81,8,84,6,63,19,17,76,66,14,17,38,18,17,19,4,18,26,55,25,77,9,0,76,90,4,85,7,16,76,3,88,5,0,94,46,66,49,37,0,94,74,12,76,7,53,25,0,76,0,38,55,17,0,26,1,5,56,17,68,16,17,38,89,5,75,13,53,36,0,94,84,4,18,26,68,9,64,23,68,17,55,9,85,5,67,8,57,4,67,4,77,5,76,4,0,38,89,4,86,3,85,4,18,5,18,17,56,5,88,4,89,4,68,5,56,9,1,4,78,3,0,95,69,3,0,9,0,26,55,5,0,0,95,0,76,1,4,0,94,0,94,0,38,0,38,68,4,0,94,18,9,77,4,0,39,91,3,0,18,0,5,0,94,0,17,0,17,0,17,0,95,0,94,0,77,0,9,0,9,3
24,94,47,29,82,12,84,6,51,24,28,56,60,18,33,44,37,24,39,3,38,33,47,29,70,8,0,56,91,3,85,7,30,56,2,87,4,0,94,35,42,41,34,0,94,68,14,69,7,44,28,0,56,0,44,49,21,0,33,1,4,50,24,61,21,34,44,89,4,69,17,40,36,0,94,85,4,35,33,61,8,54,23,58,19,49,7,86,5,60,7,51,2,60,4,70,5,69,4,0,44,89,3,87,2,86,3,38,5,38,24,50,5,88,3,90,3,61,5,50,8,1,3,71,2,0,95,62,2,0,8,0,33,49,4,0,0,95,0,56,1,3,0,94,0,94,0,44,0,44,61,3,0,94,37,8,70,3,0,45,92,2,0,25,0,5,0,94,0,24,0,24,0,24,0,95,0,94,0,57,0,8,0,8,1
16,94,60,27,83,13,84,6,64,20,24,65,67,15,28,41,29,17,30,4,29,26,51,26,76,6,0,65,90,3,84,6,25,65,2,85,3,0,94,39,52,47,36,0,94,76,13,76,6,51,25,0,65,0,41,52,17,0,26,1,5,52,17,67,15,29,41,87,3,76,15,48,37,0,94,85,5,29,26,67,6,66,21,73,18,52,7,86,5,67,6,54,4,67,5,77,5,76,5,0,41,88,3,88,3,87,4,29,6,29,17,53,6,86,3,88,3,68,5,52,7,1,4,78,3,0,95,69,3,0,7,0,26,52,6,0,0,95,0,65,1,4,0,94,0,94,0,41,0,41,68,4,0,94,29,7,77,4,0,42,91,2,0,18,0,6,0,94,0,17,0,17,0,17,0,95,0,94,0,66,0,7,0,7,3
17,92,49,32,80,8,82,6,59,24,20,65,60,12,24,47,27,14,29,3,28,32,45,31,79,8,1,66,91,3,83,6,25,65,2,85,4,0,94,30,55,38,40,0,93,77,11,78,7,44,28,0,66,0,48,45,13,1,32,1,4,45,14,61,13,27,48,88,4,77,12,38,45,0,93,84,4,27,31,61,8,60,24,74,19,45,8,85,5,61,8,47,2,61,5,80,5,79,5,1,48,88,3,86,2,85,3,28,6,28,14,46,6,87,3,90,3,62,5,45,9,2,3,81,2,0,95,63,2,1,9,1,32,45,5,0,0,95,0,66,1,3,0,94,0,94,0,48,0,48,62,3,0,93,27,9,80,3,0,49,92,2,0,15,0,6,0,94,1,14,0,14,1,14,0,94,0,93,0,67,0,9,1,9,2
15,94,60,29,82,13,83,7,64,20,20,67,67,15,26,43,26,17,28,4,27,26,49,26,76,7,0,67,90,3,84,7,20,67,2,85,4,0,94,37,55,45,36,0,94,76,13,76,7,49,25,0,67,0,43,50,16,0,26,1,5,50,17,67,15,27,43,87,4,76,15,48,36,0,94,84,5,26,26,67,7,66,23,73,18,50,7,85,5,67,7,52,3,67,5,77,5,76,5,0,43,88,3,87,3,86,4,27,6,27,17,51,6,86,3,88,3,68,5,50,8,1,4,78,3,0,95,69,3,0,8,0,26,50,5,0,0,95,0,67,1,4,0,94,0,94,0,43,0,43,68,4,0,94,26,8,77,4,0,44,91,2,0,18,0,6,0,94,0,17,0,17,0,17,0,95,0,94,0,68,0,8,0,8,3
2,94,66,25,84,6,86,5,71,16,9,85,72,8,9,35,9,10,10,3,9,21,59,21,84,7,0,85,91,3,87,4,8,85,2,89,4,0,94,49,78,54,35,0,94,82,8,83,6,57,21,0,85,0,35,58,10,0,21,1,4,59,10,73,10,9,35,90,4,81,10,55,34,0,94,86,3,9,21,73,7,73,17,80,14,58,7,87,4,72,6,60,3,72,3,84,4,83,3,0,35,90,3,88,2,87,3,9,4,9,10,59,4,89,3,90,3,73,4,59,7,1,3,85,2,0,95,74,2,0,7,0,21,58,4,0,0,95,0,85,1,3,0,94,0,94,0,35,0,35,73,3,0,94,9,7,84,3,0,36,92,2,0,11,0,4,0,94,0,10,0,10,0,10,0,95,0,94,0,86,0,7,0,7,1
18,94,53,26,81,11,84,7,60,20,27,63,62,14,27,37,31,18,32,4,31,30,56,30,76,8,0,63,90,4,85,8,29,63,3,88,5,0,94,46,50,47,33,0,94,74,14,75,7,53,26,0,63,0,37,55,17,0,30,1,5,57,18,63,17,31,37,89,5,75,15,51,35,0,94,84,4,30,30,64,9,61,24,69,19,56,9,85,5,63,7,58,4,63,4,76,5,75,4,0,37,89,4,86,3,85,4,31,5,31,18,57,5,88,4,89,4,64,5,57,9,1,4,77,3,0,95,65,3,0,9,0,30,56,5,0,0,95,0,63,1,4,0,94,0,94,0,37,0,37,64,4,0,94,31,9,76,4,0,38,91,3,0,19,0,5,0,94,0,18,0,18,0,18,0,95,0,94,0,64,0,9,0,9,2
3,94,68,27,84,6,86,5,72,16,9,83,73,9,10,38,11,10,12,3,11,20,56,20,84,6,0,83,91,3,87,4,9,83,2,89,4,0,94,45,75,52,36,0,94,82,8,83,6,55,19,0,83,0,38,55,10,0,20,1,4,56,10,73,10,11,38,90,4,81,9,54,36,0,94,86,3,11,20,74,7,73,18,80,14,55,7,87,4,73,6,57,3,73,3,84,4,83,3,0,38,90,3,88,2,87,3,11,4,11,10,56,4,89,3,90,3,74,4,56,7,1,3,85,2,0,95,75,2,0,7,0,20,55,4,0,0,95,0,83,1,3,0,94,0,94,0,38,0,38,74,3,0,94,11,7,84,3,0,39,92,2,0,11,0,4,0,94,0,10,0,10,0,10,0,95,0,94,0,84,0,7,0,7,3
10,83,56,28,83,9,84,5,62,21,14,71,64,11,19,43,20,14,22,4,21,29,49,28,79,6,5,73,90,3,84,6,19,69,2,85,3,1,94,34,62,42,37,4,88,78,11,78,6,47,27,5,73,6,44,49,13,6,29,1,5,49,14,64,13,20,43,87,3,79,13,43,42,2,88,85,4,20,29,64,6,64,22,75,20,49,6,86,5,64,6,51,3,64,5,80,5,78,5,6,44,88,3,88,2,87,4,21,6,21,14,50,6,86,3,88,3,65,5,49,7,7,4,81,3,0,95,66,3,6,7,6,29,49,5,0,0,95,0,73,1,4,0,94,0,94,0,44,0,44,65,4,0,88,20,7,80,4,0,45,91,2,0,15,0,6,0,94,6,14,0,14,6,14,0,89,0,88,0,74,0,7,6,7,3
7,94,67,25,82,9,84,6,70,18,14,79,71,11,15,37,15,12,16,3,14,22,55,21,82,8,0,79,91,3,84,7,13,79,2,87,4,0,94,45,71,53,36,0,94,80,10,80,7,56,22,0,79,0,37,56,12,0,22,1,4,57,11,72,10,14,37,89,3,81,10,55,35,0,94,85,3,15,22,72,8,70,20,79,17,56,8,86,5,71,7,58,3,71,4,82,5,81,4,0,37,89,3,87,2,86,3,15,5,15,12,57,5,88,3,90,3,72,5,57,8,1,3,83,2,0,95,73,2,0,8,0,22,56,5,0,0,95,0,79,1,3,0,94,0,94,0,37,0,37,72,3,0,94,15,8,82,3,0,38,92,2,0,13,0,5,0,94,0,12,0,12,0,12,0,95,0,94,0,80,0,8,0,8,3
14,94,63,27,83,9,85,6,67,19,21,67,69,12,26,41,27,14,28,3,27,24,52,24,79,6,0,67,91,3,85,5,22,67,2,87,3,0,94,39,54,48,35,0,94,79,11,79,6,51,23,0,67,0,41,52,14,0,24,1,4,53,14,69,13,27,41,89,3,78,12,51,36,0,94,86,4,27,24,69,7,68,22,75,17,52,7,87,4,69,6,54,3,69,4,80,4,79,4,0,41,89,3,88,2,87,3,27,5,27,14,53,5,88,3,90,3,70,5,53,7,1,3,81,2,0,95,71,2,0,7,0,24,52,5,0,0,95,0,67,1,3,0,94,0,94,0,41,0,41,70,3,0,94,27,7,80,3,0,42,92,2,0,15,0,5,0,94,0,14,0,14,0,14,0,95,0,94,0,68,0,7,0,7,3
17,80,43,35,83,6,84,4,53,28,20,62,55,9,24,48,27,12,29,3,28,38,44,37,80,6,7,66,91,3,84,4,25,63,2,85,3,0,94,29,55,34,42,3,87,79,9,80,6,41,34,5,66,6,50,43,11,7,38,1,4,44,12,55,12,27,50,88,3,79,11,35,47,4,87,86,4,27,37,55,7,55,29,76,25,43,6,87,4,55,6,45,2,55,5,82,5,81,5,7,50,88,3,88,2,87,3,28,6,28,12,44,6,87,3,90,3,56,6,44,7,8,3,83,2,0,95,57,2,7,7,7,38,43,5,0,0,95,0,66,1,3,0,94,0,94,0,50,0,50,56,3,0,87,27,7,82,3,0,51,92,2,0,13,0,6,0,94,7,12,0,12,7,12,0,88,0,87,0,67,0,7,7,7,3
17,92,54,33,80,8,82,6,61,23,21,65,62,12,26,47,27,14,29,3,28,30,45,28,79,8,0,66,91,3,83,6,23,65,2,85,4,0,94,31,55,39,41,0,93,77,11,78,7,44,28,0,66,1,48,45,13,1,30,1,4,45,14,63,13,26,47,88,4,77,13,39,43,0,93,84,4,27,30,63,8,63,23,74,20,45,8,85,5,63,8,47,2,63,5,80,5,79,5,1,48,88,3,86,2,85,3,28,6,28,14,46,6,87,3,90,3,64,5,45,9,2,3,81,2,0,95,65,2,1,9,1,30,45,5,0,0,95,0,66,1,3,0,94,0,94,0,48,0,48,64,3,0,93,27,9,80,3,0,49,92,2,0,15,0,6,0,94,1,14,0,14,1,14,0,94,0,93,0,67,0,9,1,9,2
11,94,65,30,82,8,84,6,69,19,17,72,70,11,21,43,22,12,23,3,22,23,50,22,81,8,0,72,91,3,84,6,17,72,2,87,4,0,94,38,61,47,38,0,94,80,10,80,7,50,22,0,72,0,43,50,12,0,23,1,4,51,12,71,11,21,43,89,3,80,11,49,38,0,94,85,3,22,23,71,8,70,21,78,17,50,8,86,4,70,7,52,3,70,4,82,5,81,4,0,43,89,3,87,2,86,3,22,5,22,12,51,5,88,3,90,3,71,5,51,8,1,3,83,2,0,95,72,2,0,8,0,23,50,5,0,0,95,0,72,1,3,0,94,0,94,0,43,0,43,71,3,0,94,22,8,82,3,0,44,92,2,0,13,0,5,0,94,0,12,0,12,0,12,0,95,0,94,0,73,0,8,0,8,3
19,94,52,30,76,15,81,8,55,23,25,60,62,21,28,44,33,26,35,3,33,31,47,29,68,11,0,60,91,3,82,11,28,60,2,88,6,0,94,36,45,42,35,0,94,64,18,67,11,45,25,0,60,0,44,49,23,0,31,1,4,50,25,62,23,32,44,89,5,67,16,46,38,0,94,81,4,31,31,63,12,53,27,57,20,49,11,82,5,62,11,51,2,62,4,68,5,67,4,0,44,89,3,83,2,82,3,34,5,34,26,50,5,88,4,90,4,63,5,50,12,1,3,69,2,0,95,64,2,0,12,0,31,49,4,0,0,95,0,60,1,3,0,94,0,94,0,44,0,44,63,3,0,94,33,12,68,3,0,45,92,2,0,27,0,5,0,94,0,26,0,26,0,26,0,95,0,94,0,61,0,12,0,12,3
15,94,55,28,81,10,84,7,59,22,23,69,63,15,24,38,25,18,26,4,25,29,55,28,76,8,0,69,90,4,85,7,24,69,3,88,5,0,94,46,59,49,36,0,94,74,12,75,7,53,28,0,69,0,38,55,18,0,29,1,5,56,18,64,17,24,38,89,5,74,16,50,37,0,94,84,4,25,29,65,9,63,23,68,19,55,9,85,5,64,8,57,4,64,4,76,5,75,4,0,38,89,4,86,3,85,4,25,5,25,18,56,5,88,4,89,4,65,5,56,9,1,4,77,3,0,95,66,3,0,9,0,29,55,5,0,0,95,0,69,1,4,0,94,0,94,0,38,0,38,65,4,0,94,25,9,76,4,0,39,91,3,0,19,0,5,0,94,0,18,0,18,0,18,0,95,0,94,0,70,0,9,0,9,3
18,94,51,29,76,13,80,8,56,22,25,61,62,19,27,42,32,24,34,3,33,31,49,31,70,11,0,61,91,3,81,11,28,61,2,86,6,0,94,39,46,43,34,0,94,66,17,69,11,47,25,0,61,0,42,51,21,0,31,1,4,52,24,62,21,33,42,88,5,69,15,46,37,0,94,81,5,30,31,63,12,54,25,59,19,51,11,82,6,62,11,53,2,62,5,70,6,69,5,0,42,88,3,83,2,82,3,33,6,33,24,52,6,87,4,90,4,63,6,52,12,1,3,71,2,0,95,64,2,0,12,0,31,51,5,0,0,95,0,61,1,3,0,94,0,94,0,42,0,42,63,3,0,94,32,12,70,3,0,43,92,2,0,25,0,6,0,94,0,24,0,24,0,24,0,95,0,94,0,62,0,12,0,12,3
8,94,61,25,84,7,85,5,66,19,15,76,68,11,18,37,18,13,19,3,17,25,56,24,80,7,0,76,91,3,86,5,15,76,2,87,4,0,94,45,66,51,34,0,94,79,10,79,6,55,25,0,76,0,37,56,13,0,25,1,4,57,12,69,12,17,37,89,4,79,12,52,34,0,94,86,3,18,25,69,7,68,20,75,17,56,7,87,4,68,6,58,3,68,4,81,5,80,4,0,37,89,3,88,2,87,3,18,5,18,13,57,5,88,3,90,3,69,5,57,7,1,3,82,2,0,95,70,2,0,7,0,25,56,5,0,0,95,0,76,1,3,0,94,0,94,0,37,0,37,69,3,0,94,18,7,81,3,0,38,92,2,0,14,0,5,0,94,0,13,0,13,0,13,0,95,0,94,0,77,0,7,0,7,3
7,94,60,25,84,7,86,5,66,19,14,79,68,10,14,35,15,12,16,3,15,24,58,24,82,7,0,79,91,3,87,5,14,79,2,89,4,0,94,49,71,54,34,0,94,80,8,81,5,57,23,0,79,0,35,58,12,0,24,1,4,59,12,70,11,15,35,90,4,80,11,53,34,0,94,86,3,15,24,70,7,69,18,77,14,58,7,87,4,69,6,60,3,69,3,82,4,81,3,0,35,90,3,88,2,87,3,15,4,15,12,59,4,89,3,90,3,70,4,59,7,1,3,83,2,0,95,71,2,0,7,0,24,58,4,0,0,95,0,79,1,3,0,94,0,94,0,35,0,35,70,3,0,94,15,7,82,3,0,36,92,2,0,13,0,4,0,94,0,12,0,12,0,12,0,95,0,94,0,80,0,7,0,7,3
17,94,53,27,76,11,79,7,59,20,25,62,63,17,26,40,31,21,33,3,32,30,51,30,73,11,0,62,91,3,81,10,28,62,2,84,6,0,94,41,47,44,33,0,94,68,16,71,11,50,24,0,62,0,40,53,19,0,30,1,4,54,21,63,18,32,40,87,6,71,13,49,36,0,94,81,5,30,30,64,12,56,25,63,19,53,11,82,7,63,11,55,2,63,6,73,7,72,6,0,40,87,3,83,2,82,3,32,7,32,21,54,7,86,4,90,4,64,7,54,12,1,3,74,2,0,95,65,2,0,12,0,30,53,6,0,0,95,0,62,1,3,0,94,0,94,0,40,0,40,64,3,0,94,31,12,73,3,0,41,92,2,0,22,0,7,0,94,0,21,0,21,0,21,0,95,0,94,0,63,0,12,0,12,1
19,94,53,27,78,13,80,8,58,20,28,61,63,17,28,38,33,22,34,3,33,30,53,30,72,11,0,61,91,3,82,9,30,61,2,84,6,0,94,45,47,46,33,0,94,69,16,71,10,51,25,0,61,0,38,55,21,0,30,1,4,56,22,64,19,33,38,87,6,70,15,51,35,0,94,82,6,32,30,64,11,57,25,63,19,55,11,83,7,63,10,57,3,63,6,72,7,71,6,0,38,87,3,84,2,83,3,33,7,33,22,56,7,86,4,90,4,64,7,56,11,1,3,73,2,0,95,65,2,0,11,0,30,55,7,0,0,95,0,61,1,3,0,94,0,94,0,38,0,38,64,3,0,94,33,11,72,3,0,39,92,2,0,23,0,7,0,94,0,22,0,22,0,22,0,95,0,94,0,62,0,11,0,11,1
19,79,50,34,80,14,83,8,54,25,22,60,60,20,26,47,31,24,33,3,32,33,45,33,70,10,8,62,91,3,84,9,29,59,2,88,6,1,94,32,49,38,38,6,86,68,17,69,9,42,27,7,62,7,48,45,21,8,33,1,4,46,24,61,23,32,48,89,5,69,17,41,45,5,86,83,4,29,32,61,10,54,28,60,22,45,9,84,5,60,9,47,2,60,4,70,5,69,4,8,48,89,3,85,2,84,3,32,5,32,24,46,5,88,4,90,4,61,5,46,10,9,3,71,2,0,95,62,2,8,10,8,33,45,4,0,0,95,0,62,1,3,0,94,0,94,0,48,0,48,61,3,0,86,31,10,70,3,0,49,92,2,0,25,0,5,0,94,8,24,0,24,8,24,0,87,0,86,0,63,0,10,8,10,1
19,92,51,33,76,10,80,7,55,23,25,58,60,17,29,48,34,22,36,3,35,31,44,29,72,11,1,59,91,3,82,8,25,59,2,87,6,0,94,31,43,38,38,0,93,67,14,71,9,41,25,1,59,1,48,44,19,1,31,1,4,46,22,62,20,33,48,89,5,68,15,40,38,1,93,81,4,32,31,63,12,56,25,60,19,45,11,82,5,62,10,47,2,62,4,72,5,71,4,1,48,89,3,83,2,82,3,35,5,35,22,46,5,88,3,90,3,63,5,46,12,2,3,73,2,0,95,64,2,1,12,1,31,45,4,0,0,95,0,59,1,3,0,94,0,94,0,48,0,48,63,3,0,93,34,12,72,3,0,49,92,2,0,23,0,5,0,94,1,22,0,22,1,22,0,94,0,93,0,60,0,12,1,12,1
15,89,47,32,83,9,84,5,58,24,18,66,60,12,22,47,25,15,27,3,26,33,45,32,78,6,3,68,91,3,84,6,25,67,2,85,3,1,94,30,57,37,40,1,91,77,12,77,6,43,29,2,68,2,48,45,14,3,33,1,4,45,15,60,14,25,48,88,3,78,13,37,47,2,91,86,4,25,32,60,6,59,24,73,19,45,6,87,5,60,6,47,2,60,5,79,5,78,5,3,48,88,3,88,2,87,3,26,6,26,15,46,6,87,3,90,3,61,5,45,7,4,3,80,2,0,95,62,2,3,7,3,33,45,5,0,0,95,0,68,1,3,0,94,0,94,0,48,0,48,61,3,0,91,25,7,79,3,0,49,92,2,0,16,0,6,0,94,3,15,0,15,3,15,0,92,0,91,0,69,0,7,3,7,3
20,87,49,29,76,14,81,8,53,23,23,60,60,19,26,45,32,25,34,3,33,33,46,32,69,11,4,61,91,3,82,9,28,60,2,88,6,1,94,33,48,39,35,3,90,65,17,68,11,43,26,4,61,4,45,48,21,4,33,1,4,49,25,60,22,32,45,89,5,66,18,42,40,3,90,81,4,29,33,61,12,54,26,58,21,48,11,82,5,60,11,50,2,60,4,69,5,68,4,4,45,89,3,83,2,82,3,33,5,33,25,49,5,88,4,90,4,61,5,49,12,5,3,70,2,0,95,62,2,4,12,4,33,48,4,0,0,95,0,61,1,3,0,94,0,94,0,45,0,45,61,3,0,90,32,12,69,3,0,46,92,2,0,26,0,5,0,94,4,25,0,25,4,25,0,91,0,90,0,62,0,12,4,12,3
4,94,67,27,85,6,87,4,71,17,8,84,72,9,9,37,10,10,11,3,10,21,57,20,84,6,0,84,91,3,87,4,9,84,2,89,3,0,94,47,78,53,35,0,94,82,8,83,5,56,20,0,84,0,37,56,10,0,21,1,4,57,10,73,10,9,37,90,3,82,10,54,36,0,94,87,3,10,21,73,6,73,18,80,15,56,6,88,4,72,5,58,3,72,3,84,4,83,3,0,37,90,3,89,2,88,3,10,4,10,10,57,4,89,3,90,3,73,4,57,6,1,3,85,2,0,95,74,2,0,6,0,21,56,4,0,0,95,0,84,1,3,0,94,0,94,0,37,0,37,73,3,0,94,10,6,84,3,0,38,92,2,0,11,0,4,0,94,0,10,0,10,0,10,0,95,0,94,0,85,0,6,0,6,2
12,92,55,29,80,9,81,6,62,21,18,70,63,11,22,45,23,14,25,4,24,29,48,28,79,8,1,70,90,3,82,7,21,70,2,83,4,0,94,33,58,41,39,1,93,77,11,78,7,46,27,1,70,1,45,47,13,1,29,1,5,48,14,64,13,23,45,86,4,78,13,41,42,1,93,83,5,23,29,64,8,64,21,75,19,48,8,84,6,64,7,50,3,64,6,80,6,78,6,1,45,87,3,86,2,85,4,24,7,24,14,49,7,85,3,88,3,65,6,48,9,2,4,81,3,0,95,66,3,1,9,1,29,48,6,0,0,95,0,70,1,4,0,94,0,94,0,45,0,45,65,4,0,93,23,9,80,4,0,46,91,2,0,15,0,7,0,94,1,14,0,14,1,14,0,94,0,93,0,71,0,9,1,9,3
20,74,49,34,76,14,81,8,53,24,22,58,60,20,26,47,32,25,34,3,33,33,44,32,69,11,10,61,91,3,82,9,28,58,2,88,6,0,94,30,48,36,38,7,84,65,17,68,11,40,26,8,61,8,49,44,21,10,33,1,4,45,25,60,24,32,49,89,5,66,18,40,44,7,84,81,4,29,31,61,12,54,28,58,21,44,11,82,5,60,11,46,2,60,4,69,5,68,4,10,49,89,3,83,2,82,3,33,5,33,25,45,5,88,4,90,4,61,5,45,12,11,3,70,2,0,95,62,2,10,12,10,33,44,4,0,0,95,0,61,1,3,0,94,0,94,0,49,0,49,61,3,0,84,32,12,69,3,0,50,92,2,0,26,0,5,0,94,10,25,0,25,10,25,0,85,0,84,0,62,0,12,10,12,2
14,94,60,29,83,13,84,6,64,21,21,68,67,14,25,43,26,17,27,4,26,26,49,26,76,6,0,68,90,3,84,6,23,68,2,85,3,0,94,37,56,46,38,0,94,76,13,76,6,48,25,0,68,0,43,50,17,0,26,1,5,50,17,67,15,26,43,87,3,76,15,45,40,0,94,85,5,26,26,67,6,66,20,73,18,50,7,86,5,67,6,52,4,67,5,77,5,76,5,0,43,88,3,88,3,87,4,26,6,26,17,51,6,86,3,88,3,68,5,50,7,1,4,78,3,0,95,69,3,0,7,0,26,50,6,0,0,95,0,68,1,4,0,94,0,94,0,43,0,43,68,4,0,94,26,7,77,4,0,44,91,2,0,18,0,6,0,94,0,17,0,17,0,17,0,95,0,94,0,69,0,7,0,7,1
