@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o2atLcc numeric
@attribute o2atMaa numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMca numeric
@attribute o2atLca numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMaa numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o4atMbb numeric
@attribute o4atLbb numeric
@attribute o4atMaa numeric
@attribute o4atLcc numeric
@attribute o4atMac numeric
@attribute o4atLac numeric
@attribute o4atMcb numeric
@attribute o4atLcb numeric
@attribute o4atMba numeric
@attribute o4atLba numeric
@attribute o4atMca numeric
@attribute o4atLca numeric
@attribute o4atMab numeric
@attribute o4atLab numeric
@attribute o4atMbc numeric
@attribute o4atLbc numeric
@attribute o5atMbb numeric
@attribute o5atLbb numeric
@attribute o5atMaa numeric
@attribute o5atMac numeric
@attribute o5atLac numeric
@attribute o5atMba numeric
@attribute o5atLba numeric
@attribute o5atLcc numeric
@attribute o5atMbc numeric
@attribute o5atLbc numeric
@attribute o5atMab numeric
@attribute o5atLab numeric
@attribute o5atMcb numeric
@attribute o5atLcb numeric
@attribute o5atMca numeric
@attribute o5atLca numeric
@attribute destClass {1,2}

@data
0,0,1,19,18,1,17,18,1,1,18,1,0,18,0,1,1,0,16,19,0,19,17,2,0,19,17,2,0,2,0,2,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,15,0,0,1,0,15,0,15,1,0,15,14,0,0,0,1
0,13,0,19,5,13,4,18,1,14,5,14,0,18,0,14,10,4,7,14,4,14,8,11,5,15,8,11,5,11,4,11,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,5,10,4,5,10,4,10,9,6,10,5,11,5,9,4,9,1
11,7,11,8,12,7,11,7,12,8,11,7,11,7,11,7,7,10,11,7,10,8,11,7,11,8,12,7,11,7,11,8,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,13,0,13,14,1,13,1,0,14,0,13,1,14,0,14,1,1
0,0,1,19,18,1,17,18,1,1,18,1,0,18,0,1,1,0,16,19,0,19,17,2,0,19,17,2,0,2,0,2,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,15,0,0,1,0,15,0,15,1,0,15,14,0,0,0,1
5,11,5,13,7,11,6,12,6,12,7,12,6,13,6,12,12,5,5,13,5,13,6,12,5,14,6,13,6,13,5,13,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,0,15,0,0,15,0,15,14,1,15,0,15,0,14,0,14,1
13,4,14,6,15,5,14,5,14,5,14,4,13,5,13,4,7,9,10,8,10,9,11,7,9,9,11,8,10,8,10,8,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,13,0,13,14,1,13,1,0,14,0,13,1,14,0,14,1,1
0,13,0,19,5,13,4,18,1,14,5,14,0,18,0,14,11,4,6,14,4,14,7,11,4,15,7,12,5,12,4,12,19,0,19,0,19,0,19,0,19,0,19,0,19,0,17,1,17,1,18,2,17,1,17,1,17,1,17,2,18,1,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,1
7,10,8,12,9,11,8,11,8,11,8,10,7,11,7,10,1,5,17,12,6,13,18,1,5,13,17,1,6,2,6,1,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,16,2,0,2,0,19,0,3,17,3,0,2,16,19,0,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
12,0,13,7,18,1,17,6,13,1,18,1,12,6,12,1,5,11,13,6,12,7,13,5,12,7,14,6,12,5,12,6,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,13,1,12,13,1,13,2,0,14,0,12,2,14,1,13,1,1
5,11,6,13,7,11,6,11,7,12,7,11,5,12,6,12,10,8,8,10,8,10,9,10,8,11,8,10,9,11,8,10,19,0,19,0,19,0,19,0,19,0,19,0,19,0,14,5,13,4,14,5,14,4,13,5,13,4,14,6,15,5,5,15,0,0,9,0,15,8,6,9,0,15,6,9,0,9,1
11,7,11,8,12,7,11,7,12,8,11,7,11,7,11,7,8,9,10,9,10,10,10,8,9,9,11,9,9,8,10,9,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,12,1,12,13,2,12,2,1,13,1,12,2,13,1,13,2,1
10,0,11,8,19,0,19,7,11,0,19,0,11,8,11,0,13,4,5,14,5,15,5,13,4,14,6,14,4,13,5,14,0,19,0,19,0,19,0,19,0,19,0,19,0,19,10,9,9,8,9,8,11,9,10,10,10,9,9,9,10,8,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
14,0,14,5,18,0,17,4,15,1,18,1,14,4,14,1,3,10,15,7,11,8,15,3,11,8,16,4,11,3,11,4,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,8,5,8,9,6,8,6,5,9,5,8,6,9,5,9,6,1
7,10,8,12,9,11,8,11,8,11,8,10,7,11,7,10,2,5,16,12,6,13,17,3,6,13,16,2,6,3,6,2,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,3,10,11,1,11,4,0,15,0,10,4,14,0,11,0,1
11,6,12,8,13,7,12,7,12,7,12,6,11,7,11,6,3,9,14,8,10,9,15,3,9,9,15,4,10,4,10,4,0,19,0,19,0,19,0,19,0,19,0,19,0,19,16,15,3,2,3,2,17,3,4,16,4,3,3,15,16,2,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
0,0,1,19,18,1,17,18,1,1,18,1,0,18,0,1,1,0,16,19,0,19,17,2,0,19,17,2,0,2,0,2,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,15,0,0,1,0,15,0,15,1,0,15,14,0,0,0,1
7,8,8,11,10,9,9,10,8,9,10,9,8,11,8,9,0,0,19,18,1,19,19,0,0,18,19,0,0,0,1,0,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,0,18,0,18,0,19,0,19,1,19,0,18,0,19,0,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,2
5,11,5,13,7,11,6,12,6,12,7,12,6,13,6,12,9,8,8,10,8,10,9,9,8,11,9,10,9,10,8,10,19,0,19,0,19,0,19,0,19,0,19,0,19,0,14,5,13,4,14,5,14,4,13,5,13,4,14,6,15,5,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,1
0,8,0,19,10,9,8,18,1,10,9,9,0,18,0,9,7,11,11,7,11,7,12,7,11,8,11,7,12,8,11,7,19,0,19,0,19,0,19,0,19,0,19,0,19,0,9,9,9,9,10,10,9,9,9,9,9,9,9,10,10,9,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,1
7,10,8,12,9,11,8,11,8,11,8,10,7,11,7,10,2,5,16,12,6,13,17,2,5,13,16,2,6,3,6,2,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,3,10,11,1,11,4,0,15,0,10,4,14,0,11,0,1
4,13,4,14,5,13,4,13,5,14,5,13,4,14,5,14,10,5,7,12,6,13,8,11,6,13,8,11,6,11,6,11,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,0,15,0,0,15,0,15,14,1,15,0,15,0,14,0,14,1
13,0,13,6,18,0,17,5,14,1,18,1,13,5,13,1,4,10,14,7,11,8,14,4,11,8,15,5,11,4,11,5,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,10,3,10,11,4,10,4,3,11,3,10,4,11,3,11,4,1
14,1,14,5,17,1,16,4,15,2,17,2,14,4,14,2,4,10,14,7,11,8,14,4,11,8,15,5,11,4,11,5,0,19,0,19,0,19,0,19,0,19,0,19,0,19,1,18,0,17,0,17,2,18,1,19,1,18,0,18,1,17,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
4,11,4,14,7,11,5,12,6,13,6,12,5,13,5,12,5,13,13,5,13,5,14,5,13,6,13,5,14,6,13,5,19,0,19,0,19,0,19,0,19,0,19,0,19,0,5,13,5,13,6,14,5,13,5,13,5,13,5,14,6,13,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,2
11,0,12,8,18,1,17,7,12,1,18,1,11,7,11,1,6,10,12,7,11,8,12,6,11,8,13,7,11,6,11,7,0,19,0,19,0,19,0,19,0,19,0,19,0,19,1,17,1,17,1,17,2,17,1,18,2,18,1,17,1,17,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
7,10,8,12,9,11,8,11,8,11,8,10,7,11,7,10,3,5,15,12,6,13,16,3,5,13,15,3,6,4,6,3,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,1,12,13,1,13,2,0,15,0,12,2,14,0,13,0,1
11,6,12,8,13,7,12,7,12,7,12,6,11,7,11,6,0,10,18,7,11,8,19,0,10,8,18,0,11,1,11,0,5,19,0,13,6,14,0,19,0,19,5,13,0,14,12,19,0,6,0,6,13,7,0,19,0,7,0,19,12,6,14,0,13,14,1,14,1,0,15,0,13,1,14,0,14,0,1
6,11,7,13,8,12,7,12,7,12,7,11,6,12,6,11,1,5,17,12,6,13,18,1,5,13,17,1,6,2,6,1,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
11,6,12,8,13,7,12,7,12,7,12,6,11,7,11,6,7,9,11,8,10,9,11,7,10,9,12,8,10,7,10,8,0,19,0,19,0,19,0,19,0,19,0,19,0,19,4,15,3,14,3,14,5,15,4,16,4,15,3,15,4,14,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
11,6,12,8,13,7,12,7,12,7,12,6,11,7,11,6,0,10,19,7,11,8,19,0,11,8,19,0,11,0,11,0,11,19,0,7,12,8,0,19,0,19,11,7,0,8,12,19,0,6,0,6,13,7,0,19,0,7,0,19,12,6,14,1,12,13,1,13,2,0,15,0,12,2,14,0,13,0,1
0,13,0,19,5,14,3,18,1,15,4,14,0,18,0,14,13,4,5,14,4,14,6,14,5,15,5,13,5,14,4,13,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,0,14,0,1,15,0,14,14,1,14,0,15,0,14,0,14,1
11,6,12,8,13,7,12,7,12,7,12,6,11,7,11,6,7,9,11,8,10,9,11,7,10,9,12,8,10,7,10,8,0,19,0,19,0,19,0,19,0,19,0,19,0,19,3,15,3,15,3,15,4,15,3,16,4,16,3,15,3,15,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
0,0,1,19,18,1,17,18,1,1,18,1,0,18,0,1,0,0,17,19,0,19,18,1,0,19,18,1,0,1,0,1,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,15,0,0,1,0,15,0,15,1,0,15,14,0,0,0,1
0,14,0,19,4,15,2,18,1,16,3,15,0,18,0,15,11,6,7,12,6,12,8,12,7,13,7,11,7,12,6,11,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,0,14,0,1,15,0,14,14,1,14,0,15,0,14,0,14,1
14,4,14,5,15,4,14,4,15,5,14,4,14,4,14,4,2,9,16,8,10,9,17,2,9,9,16,2,10,3,10,2,2,19,0,16,3,17,0,19,0,19,2,16,0,17,12,19,0,6,0,6,13,7,0,19,0,7,0,19,12,6,14,0,13,14,1,14,1,0,15,0,13,1,14,0,14,0,1
0,12,0,19,6,13,4,18,1,14,5,13,0,18,0,13,13,5,5,13,5,13,6,13,5,14,5,13,6,14,5,13,19,0,19,0,19,0,19,0,19,0,19,0,19,0,18,1,17,0,18,1,18,0,17,1,17,0,18,2,19,1,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,1
11,0,12,8,18,1,17,7,12,1,18,1,11,7,11,1,8,8,10,9,9,10,10,8,9,10,11,9,9,8,9,9,0,19,0,19,0,19,0,19,0,19,0,19,0,19,3,15,3,15,3,15,4,15,3,16,4,16,3,15,3,15,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
7,10,8,12,9,11,8,11,8,11,8,10,7,11,7,10,2,5,16,12,6,13,17,3,6,13,16,2,6,3,6,2,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,5,8,9,1,9,6,0,15,0,8,6,14,0,9,0,1
0,11,0,19,7,12,5,18,1,13,6,12,0,18,0,12,13,4,5,14,4,14,6,14,5,15,5,13,5,14,4,13,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,5,9,5,6,10,5,9,9,6,9,5,10,5,9,5,9,1
7,10,8,12,9,11,8,11,8,11,8,10,7,11,7,10,0,5,18,12,6,13,19,1,6,13,18,0,6,1,6,0,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,17,1,0,1,0,19,0,2,18,2,0,1,17,19,0,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
13,0,14,6,18,1,17,5,14,1,18,1,13,5,13,1,5,10,13,7,11,8,13,5,11,8,14,6,11,5,11,6,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,14,0,13,14,1,14,1,0,15,0,13,1,14,0,14,0,1
11,6,12,8,13,7,12,7,12,7,12,6,11,7,11,6,0,10,18,7,11,8,19,0,10,8,18,0,11,1,11,0,0,19,0,18,1,19,0,19,0,19,0,18,0,19,14,17,1,4,1,4,15,5,2,18,2,5,1,17,14,4,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
6,10,6,12,8,10,7,11,7,11,8,11,7,12,7,11,9,7,8,11,7,11,9,10,8,12,9,10,8,10,7,10,19,0,19,0,19,0,19,0,19,0,19,0,19,0,17,2,16,1,17,2,17,1,16,2,16,1,17,3,18,2,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,1
7,10,8,12,9,11,8,11,8,11,8,10,7,11,7,10,2,5,16,12,6,13,17,2,5,13,16,2,6,3,6,2,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,15,3,0,3,0,19,0,4,16,4,0,3,15,19,0,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
0,11,0,19,7,11,6,18,1,12,7,12,0,18,0,12,11,5,6,13,5,13,7,12,6,14,7,12,6,12,5,12,19,0,19,0,19,0,19,0,19,0,19,0,19,0,17,1,17,1,18,2,17,1,17,1,17,1,17,2,18,1,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,1
11,7,11,8,12,7,11,7,12,8,11,7,11,7,11,7,0,9,19,9,10,10,19,0,9,9,19,0,9,0,10,0,0,19,0,19,0,19,0,19,0,19,0,19,0,19,17,14,4,1,4,1,18,2,5,15,5,2,4,14,17,1,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
10,0,11,8,18,1,17,7,11,1,18,1,11,8,11,1,8,9,10,9,10,10,10,8,9,9,11,9,9,8,10,9,0,19,0,19,0,19,0,19,0,19,0,19,0,19,5,14,4,13,4,13,6,14,5,15,5,14,4,14,5,13,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
0,12,0,19,6,12,5,18,1,13,6,13,0,18,0,13,13,4,5,14,4,14,6,14,5,15,5,13,5,14,4,13,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,0,15,0,0,15,0,15,14,1,15,0,15,0,14,0,14,1
5,11,5,13,7,11,6,12,6,12,7,12,6,13,6,12,10,7,7,11,7,11,8,10,7,12,8,11,8,11,7,11,19,0,19,0,19,0,19,0,19,0,19,0,19,0,13,6,12,5,13,6,13,5,12,6,12,5,13,7,14,6,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,1
13,0,13,6,18,0,17,5,14,1,18,1,13,5,13,1,5,10,13,7,11,8,13,5,11,8,14,6,11,5,11,6,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,10,3,10,11,4,10,4,3,11,3,10,4,11,3,11,4,1
12,6,12,7,13,6,12,6,13,7,12,6,12,6,12,6,0,9,18,8,10,9,19,1,10,9,18,0,10,1,10,0,0,19,0,19,0,19,0,19,0,19,0,19,0,19,14,16,2,4,2,4,15,5,3,17,3,5,2,16,14,4,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
4,10,5,14,8,11,6,12,6,12,7,11,5,13,5,11,1,16,17,2,16,2,18,2,17,3,17,1,17,2,16,1,19,0,18,0,19,0,18,0,19,1,19,0,19,0,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,2
11,6,12,8,13,7,12,7,12,7,12,6,11,7,11,6,1,10,16,7,11,8,17,1,10,8,17,2,11,2,11,2,0,19,0,19,0,19,0,19,0,19,0,19,0,19,13,18,0,5,0,5,14,6,1,19,1,6,0,18,13,5,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
6,11,6,12,7,11,6,11,7,12,7,11,6,12,7,12,11,6,6,11,6,12,7,11,6,12,7,11,7,12,7,12,19,0,19,0,19,0,19,0,19,0,19,0,19,0,18,1,17,0,18,1,18,0,17,1,17,0,18,2,19,1,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,1
11,7,11,8,12,7,11,7,12,8,11,7,11,7,11,7,8,9,10,9,10,10,10,8,9,9,11,9,9,8,10,9,0,19,0,19,0,19,0,19,0,19,0,19,0,19,6,13,5,12,5,12,7,13,6,14,6,13,5,13,6,12,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
10,5,11,8,13,6,12,7,11,6,13,6,11,8,11,6,13,4,5,14,5,15,5,13,4,14,6,14,4,13,5,14,0,19,0,19,0,19,0,19,0,19,0,19,0,19,13,6,12,5,12,5,14,6,13,7,13,6,12,6,13,5,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,2
4,12,5,14,6,13,5,13,5,13,6,12,4,14,5,13,0,4,19,14,5,15,19,0,4,14,19,0,4,0,5,0,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,16,2,0,2,0,19,0,3,17,3,0,2,16,19,0,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
11,7,11,8,12,7,11,7,12,8,11,7,11,7,11,7,8,9,10,9,10,10,10,8,9,9,11,9,9,8,10,9,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,18,0,18,1,19,0,19,0,19,0,19,0,18,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
9,8,9,9,10,8,9,8,10,9,10,8,9,9,10,9,0,7,19,11,8,12,19,0,7,11,19,0,7,0,8,0,2,19,0,16,3,17,0,19,0,19,2,16,0,17,17,15,3,1,3,1,18,2,4,16,4,2,3,15,17,1,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
0,15,0,19,3,16,1,18,1,17,2,16,0,18,0,16,13,4,5,14,4,14,6,14,5,15,5,13,5,14,4,13,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,5,10,4,5,10,4,10,9,6,10,5,11,5,9,4,9,1
0,14,0,19,4,15,2,18,1,16,3,15,0,18,0,15,11,6,7,12,6,12,8,12,7,13,7,11,7,12,6,11,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,1,14,0,1,14,0,14,13,2,14,1,15,1,13,0,13,1
9,7,10,9,11,8,10,8,10,8,11,7,9,9,10,8,1,9,17,9,10,10,17,1,9,9,18,2,9,1,10,2,0,19,0,19,0,19,0,19,0,19,0,19,0,19,15,17,1,3,1,3,16,4,2,18,2,4,1,17,15,3,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
7,10,8,12,9,11,8,11,8,11,8,10,7,11,7,10,0,5,19,12,6,13,19,0,6,13,19,0,6,0,6,0,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,2,11,12,1,12,3,0,15,0,11,3,14,0,12,0,1
7,10,8,12,9,11,8,11,8,11,8,10,7,11,7,10,2,6,16,11,7,12,17,2,6,12,16,2,7,3,7,2,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,3,10,11,1,11,4,0,15,0,10,4,14,0,11,0,1
13,5,13,6,14,5,13,5,14,6,13,5,13,5,13,5,1,9,16,8,10,9,17,2,10,9,17,2,10,2,10,2,0,19,0,19,0,19,0,19,0,19,0,19,0,19,12,19,0,6,0,6,13,7,0,19,0,7,0,19,12,6,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
11,6,12,8,13,7,12,7,12,7,12,6,11,7,11,6,0,10,18,7,11,8,19,0,10,8,18,0,11,1,11,0,13,19,0,5,14,6,0,19,0,19,13,5,0,6,13,19,0,5,0,5,14,6,0,19,0,6,0,19,13,5,14,0,13,14,1,14,1,0,15,0,13,1,14,0,14,0,1
0,0,1,19,18,1,17,18,1,1,18,1,0,18,0,1,0,0,17,19,0,19,18,1,0,19,18,1,0,1,0,1,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,15,0,0,1,0,15,0,15,1,0,15,14,0,0,0,1
7,10,8,12,9,11,8,11,8,11,8,10,7,11,7,10,0,6,18,11,7,12,19,0,6,12,18,0,7,1,7,0,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,17,1,0,1,0,19,0,2,18,2,0,1,17,19,0,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
7,10,8,12,9,11,8,11,8,11,8,10,7,11,7,10,2,5,16,12,6,13,17,2,5,13,16,2,6,3,6,2,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,1,12,13,1,13,2,0,15,0,12,2,14,0,13,0,1
3,0,4,15,19,0,19,14,4,0,19,0,4,15,4,0,1,2,16,16,3,17,17,2,2,16,17,2,2,2,3,2,19,17,0,0,19,0,1,18,1,18,19,0,1,0,19,10,8,0,8,0,19,0,9,11,9,0,8,10,19,0,14,11,3,4,1,3,11,0,15,1,4,12,14,0,3,0,1
0,9,0,19,9,10,7,18,1,11,8,10,0,18,0,10,9,8,9,10,8,10,10,10,9,11,9,9,9,10,8,9,19,0,19,0,19,0,19,0,19,0,19,0,19,0,16,3,15,2,16,3,16,2,15,3,15,2,16,4,17,3,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,1
13,5,13,6,14,5,13,5,14,6,13,5,13,5,13,5,1,10,17,7,11,8,18,2,11,8,17,1,11,2,11,1,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,6,7,8,1,8,7,0,15,0,7,7,14,0,8,0,1
13,5,13,6,14,5,13,5,14,6,13,5,13,5,13,5,1,9,17,8,10,9,18,2,10,9,17,1,10,2,10,1,3,19,0,15,4,16,0,19,0,19,3,15,0,16,12,19,0,6,0,6,13,7,0,19,0,7,0,19,12,6,14,0,13,14,1,14,1,0,15,0,13,1,14,0,14,0,1
11,7,11,8,12,7,11,7,12,8,11,7,11,7,11,7,2,9,16,9,10,10,16,2,9,9,17,3,9,2,10,3,0,19,0,19,0,19,0,19,0,19,0,19,0,19,16,15,3,2,3,2,17,3,4,16,4,3,3,15,16,2,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
13,5,13,6,14,5,13,5,14,6,13,5,13,5,13,5,2,9,15,8,10,9,16,3,10,9,16,3,10,3,10,3,0,19,0,19,0,19,0,19,0,19,0,19,0,19,12,19,0,6,0,6,13,7,0,19,0,7,0,19,12,6,14,0,14,15,1,14,0,0,15,0,14,1,14,0,14,0,1
2,0,4,16,18,1,17,14,4,1,18,0,2,15,3,1,1,0,16,17,1,18,17,2,1,18,17,2,1,2,1,2,19,19,0,0,19,0,0,19,0,19,19,0,0,0,19,19,0,0,0,0,19,0,0,19,0,0,0,19,19,0,14,15,0,0,1,0,15,0,15,1,0,15,14,0,0,0,2
13,4,14,6,15,5,14,5,14,5,14,4,13,5,13,4,7,9,10,8,10,9,11,7,9,9,11,8,10,8,10,8,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,14,0,13,14,1,14,1,0,15,0,13,1,14,0,14,0,1
0,11,0,19,7,11,6,18,1,12,7,12,0,18,0,12,10,5,7,13,5,13,8,11,6,14,8,11,6,11,5,11,19,0,19,0,19,0,19,0,19,0,19,0,19,0,17,2,16,1,17,2,17,1,16,2,16,1,17,3,18,2,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,1
0,10,0,19,8,10,7,18,1,11,8,11,0,18,0,11,10,7,7,11,7,11,8,10,7,12,8,11,8,11,7,11,19,0,19,0,19,0,19,0,19,0,19,0,19,0,18,1,17,0,18,1,18,0,17,1,17,0,18,2,19,1,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,1
6,11,6,12,7,11,6,11,7,12,7,11,6,12,7,12,9,7,8,10,8,11,9,9,7,11,9,10,8,10,8,10,19,0,19,0,19,0,19,0,19,0,19,0,19,0,9,9,9,9,10,10,9,9,9,9,9,9,9,10,10,9,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,1
0,10,0,19,8,11,6,18,1,12,7,11,0,18,0,11,11,7,7,11,7,11,8,11,7,12,7,11,8,12,7,11,19,0,19,0,19,0,19,0,19,0,19,0,19,0,16,3,15,2,16,3,16,2,15,3,15,2,16,4,17,3,0,15,0,0,15,0,15,15,0,15,0,15,0,15,0,15,1
