@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMaa numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atLkk numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute destClass {1,2}

@data
31,66,23,86,38,60,91,3,67,44,24,70,70,24,31,63,32,62,39,46,70,3,24,70,70,24,39,55,32,62,6,28,69,91,21,32,61,3,29,66,91,3,48,46,33,55,8,67,34,3,39,46,28,66,91,3,48,46,33,61,46,54,8,71,48,24,92,3,71,3,25,4,91,3,7,88,33,60,32,61,24,66,32,56,33,4,33,55,39,55,25,56,28,62,29,63,92,3,48,3,25,62,91,3,48,24,29,62,33,46,49,3,7,87,25,67,25,63,39,24,32,47,25,25,39,24,7,70,40,3,70,3,8,63,29,56,39,3,8,62,29,4,25,47,33,24,33,3,33,46,29,47,32,25,32,55,7,66,48,3,32,4,28,61,28,46,33,24,25,4,24,62,29,25,39,3,29,4,70,3,24,55,1.0
29,65,23,86,41,58,91,13,69,37,25,70,71,23,30,65,30,60,43,39,71,14,24,70,71,22,42,51,29,65,6,29,69,79,21,34,65,3,29,66,80,14,54,39,34,52,8,66,36,4,43,40,29,65,80,14,53,39,35,59,51,49,8,71,54,23,92,3,72,3,25,15,91,3,7,88,34,60,29,59,24,65,30,52,30,4,35,51,42,50,25,52,29,65,30,66,81,3,54,14,25,60,80,3,54,23,30,60,35,41,55,3,7,87,25,66,25,66,43,23,30,41,25,24,43,23,7,70,44,3,71,14,8,66,30,52,43,14,8,60,30,4,25,41,35,24,35,15,35,40,30,41,30,24,29,51,7,65,54,14,30,15,29,59,29,40,35,23,25,4,24,65,30,24,43,14,30,15,71,3,24,51,2.0
32,67,24,87,42,55,91,13,71,38,24,69,72,21,32,63,32,57,44,40,73,14,25,69,73,21,43,51,32,62,5,25,68,79,19,37,62,3,27,67,80,13,55,40,39,51,7,69,39,4,43,39,26,68,80,14,55,39,38,56,54,50,6,70,55,22,92,3,74,3,26,15,91,3,6,89,38,56,32,56,25,68,33,52,33,4,38,51,44,51,26,52,26,62,27,63,81,3,55,15,26,57,80,3,55,21,27,57,39,40,56,4,6,88,26,68,26,63,44,22,33,40,26,22,43,21,6,69,44,4,73,14,7,63,27,52,44,15,7,57,27,4,26,40,39,22,39,15,38,39,27,40,33,22,32,51,6,68,55,14,33,15,26,56,26,39,38,21,26,4,25,62,27,22,43,14,27,15,73,3,25,51,2.0
31,66,23,87,38,54,91,13,71,36,24,70,72,21,32,63,32,56,39,39,73,14,24,70,73,21,39,54,32,62,5,28,69,79,19,38,61,3,29,66,80,13,55,39,39,55,7,67,40,3,39,39,28,66,80,14,55,39,38,55,52,54,7,71,55,21,92,3,74,3,25,15,91,3,6,89,38,55,32,55,24,66,32,56,33,4,39,55,39,54,25,56,28,62,29,63,81,3,55,14,25,56,80,3,55,21,29,56,39,39,56,3,6,88,25,67,25,63,39,21,32,40,25,22,39,21,6,70,40,3,73,14,7,63,29,56,39,14,7,56,29,4,25,40,39,21,39,14,39,39,29,40,32,22,32,55,6,66,55,14,32,15,28,55,28,39,39,21,25,4,24,62,29,22,39,14,29,15,73,3,24,55,1.0
42,60,6,92,60,41,83,16,67,26,7,88,69,24,44,50,44,43,62,28,69,18,7,87,68,23,61,32,42,50,2,30,86,74,23,49,48,9,32,62,75,18,65,27,51,32,3,63,52,11,61,28,32,62,76,17,64,27,51,41,64,30,3,88,66,25,85,9,70,10,8,19,84,10,3,93,50,43,44,43,7,62,44,32,45,11,51,32,61,31,7,33,32,50,32,50,77,10,66,19,7,44,76,10,65,24,32,43,51,28,67,11,2,92,7,63,7,51,63,25,44,28,8,26,61,25,2,87,63,11,69,17,3,51,32,32,63,19,3,44,33,11,7,29,52,25,52,19,51,28,32,28,45,25,44,32,2,62,66,17,45,19,32,43,32,28,51,25,8,11,7,50,33,25,62,18,33,19,69,10,7,32,2.0
31,65,24,87,38,54,91,8,67,44,26,69,67,25,32,62,32,56,39,46,69,10,25,69,69,25,39,54,32,62,5,29,68,82,23,38,61,3,29,66,84,8,48,46,39,55,7,66,40,3,39,46,29,65,84,10,48,46,38,55,46,54,7,70,48,25,92,3,70,3,26,11,91,3,6,89,38,55,32,55,25,65,32,56,33,4,39,55,39,54,26,56,29,62,30,63,85,3,48,10,26,56,84,3,48,25,30,56,39,46,49,3,6,88,26,66,26,63,39,25,32,47,26,26,39,25,6,69,40,3,69,10,7,63,30,56,39,10,7,56,30,4,26,47,39,25,39,10,39,46,30,47,32,26,32,55,6,65,48,10,32,11,29,55,29,46,39,25,26,4,25,62,30,26,39,10,30,11,69,3,25,55,1.0
31,68,10,84,52,45,88,13,61,33,11,84,64,30,31,60,32,46,54,35,64,14,11,82,63,30,53,39,33,61,8,24,82,81,29,45,59,6,24,69,82,14,58,35,47,39,10,70,48,7,54,35,25,69,81,13,58,34,46,47,57,38,10,84,60,31,89,7,64,7,12,14,88,6,10,86,46,45,33,47,11,69,33,40,34,7,47,40,54,39,11,41,25,61,24,61,82,7,60,14,11,48,81,6,59,31,25,47,47,35,60,7,8,85,11,70,11,62,55,31,33,35,12,32,54,31,9,83,55,7,63,13,10,62,25,40,55,14,10,48,26,7,11,36,48,31,48,14,47,35,25,35,34,31,33,40,9,69,59,13,34,14,25,47,25,35,47,31,12,7,11,61,26,31,54,13,26,14,63,6,11,40,2.0
25,72,17,88,54,50,82,16,75,20,18,77,75,17,27,65,28,52,58,22,76,16,17,76,76,18,56,36,28,66,4,20,75,76,17,38,63,10,20,73,77,16,72,22,42,37,6,74,42,12,57,21,21,72,77,17,73,20,40,53,72,34,6,77,72,19,84,11,77,11,19,18,83,11,6,90,39,52,28,53,18,73,29,37,29,12,41,37,58,35,19,38,21,66,20,66,78,11,73,18,18,54,77,11,73,18,21,53,42,22,74,12,5,89,18,74,18,67,58,19,29,22,19,19,57,18,5,76,58,12,76,17,6,67,22,37,58,18,6,54,22,12,19,22,42,19,42,18,41,21,22,22,29,19,28,37,5,73,73,17,29,18,21,53,21,21,41,18,19,12,18,66,22,19,57,17,22,18,76,11,18,37,2.0
31,66,24,91,38,54,91,9,66,31,25,69,68,25,32,63,32,56,39,32,68,10,25,69,68,26,39,54,32,62,3,28,68,83,24,38,61,3,29,66,84,10,60,32,38,55,4,67,40,3,39,33,28,66,84,10,61,33,38,55,59,54,4,70,61,26,92,3,69,3,26,11,91,3,3,92,38,55,32,55,25,66,32,56,33,4,39,55,38,54,26,56,28,62,29,63,85,3,61,10,26,56,84,3,61,26,29,56,39,33,62,3,3,91,26,67,26,63,39,26,32,34,26,27,39,26,3,69,40,3,68,10,4,63,29,56,39,10,4,56,29,4,26,34,39,26,39,10,39,33,29,34,32,27,32,55,3,66,61,10,32,11,28,55,28,33,39,26,26,4,25,62,29,27,39,10,29,11,68,3,25,55,1.0
31,65,23,91,41,57,91,6,67,38,25,70,68,25,32,62,32,59,43,39,69,7,24,70,69,25,43,51,32,62,3,29,69,86,23,35,61,3,29,66,87,6,54,39,35,51,4,66,37,3,43,40,29,65,87,7,54,40,36,58,52,49,4,71,54,25,92,3,70,3,25,8,91,3,3,92,35,58,32,58,24,65,32,52,33,4,36,51,42,50,25,52,29,62,30,63,88,3,54,7,25,59,87,3,54,25,30,59,36,40,55,3,3,91,25,66,25,63,43,25,32,41,25,26,43,25,3,70,44,3,69,7,4,63,30,52,43,7,4,59,30,4,25,41,36,25,36,7,36,40,30,41,32,26,32,51,3,65,54,7,32,8,29,58,29,40,36,25,25,4,24,62,30,26,43,7,30,8,69,3,24,51,1.0
32,65,24,91,38,58,91,6,67,37,26,69,68,25,32,63,32,60,39,40,69,7,25,69,69,25,38,55,32,62,3,29,68,86,23,34,62,3,30,66,87,6,54,40,35,55,4,66,36,4,39,40,29,65,87,7,54,39,35,59,51,54,4,70,54,25,92,3,70,3,26,8,91,3,3,92,34,59,32,59,25,65,33,56,33,4,35,55,39,54,26,56,29,62,30,63,88,3,54,7,26,60,87,3,54,25,30,60,35,41,55,3,3,91,26,66,26,63,39,25,33,41,26,26,39,25,3,69,40,3,69,7,4,63,30,56,39,7,4,60,30,4,26,41,35,26,35,8,35,40,30,41,33,26,32,55,3,65,54,7,33,8,29,59,29,40,35,25,26,4,25,62,30,26,39,7,30,8,69,3,25,55,1.0
29,66,25,91,38,58,91,6,67,39,26,70,68,25,30,66,30,60,39,41,69,7,25,69,69,25,39,55,29,65,3,28,69,86,23,34,65,3,29,67,87,6,53,41,35,56,4,67,36,4,39,41,28,66,87,7,53,41,35,59,51,54,4,70,53,25,92,3,70,3,26,8,91,3,4,92,34,60,29,59,25,66,30,56,30,4,35,55,39,54,26,56,28,65,29,66,88,3,53,7,26,60,87,3,53,25,29,60,35,42,54,3,3,91,26,67,26,66,39,25,30,42,26,26,39,25,3,69,40,3,69,7,4,66,29,56,39,7,4,60,29,4,26,42,35,26,35,8,35,41,29,42,30,26,29,55,3,66,53,7,30,8,28,59,28,41,35,25,26,4,25,65,29,26,39,7,29,8,69,3,25,55,1.0
31,65,24,91,41,54,91,5,66,41,26,69,68,26,32,62,32,56,42,43,68,6,25,69,68,26,42,52,32,62,3,29,68,87,24,38,61,3,29,66,88,6,51,43,39,52,4,66,40,3,42,43,29,65,88,6,51,43,39,55,49,51,4,70,51,26,92,3,69,3,26,7,91,3,3,92,38,55,32,55,25,65,32,53,33,4,39,52,42,51,26,53,29,62,30,63,89,3,51,6,26,56,88,3,51,26,30,56,39,43,52,3,3,91,26,66,26,63,42,26,32,44,26,27,42,26,3,69,43,3,68,6,4,63,30,53,42,6,4,56,30,4,26,44,39,26,39,6,39,43,30,44,32,27,32,52,3,65,51,6,32,7,29,55,29,43,39,26,26,4,25,62,30,27,42,6,30,7,68,3,25,52,1.0
29,65,24,91,35,62,91,9,75,39,26,69,75,18,30,65,30,63,36,41,76,10,25,69,76,18,36,58,29,65,3,29,68,83,17,32,65,3,29,66,84,9,53,40,32,59,4,66,33,4,36,41,29,65,84,10,53,41,32,62,51,57,4,70,53,18,92,3,77,3,26,11,91,3,3,92,32,63,29,62,25,65,30,59,30,4,32,58,35,58,26,59,29,65,30,66,85,3,53,10,26,63,84,3,53,18,30,63,33,42,54,3,3,91,26,66,26,66,36,19,30,42,26,19,36,18,3,69,37,4,76,10,4,66,30,59,36,11,4,63,30,4,26,42,33,19,33,11,32,41,30,42,30,19,29,58,3,65,53,10,30,11,29,62,29,41,32,18,26,4,25,65,30,19,36,10,30,11,76,3,25,58,1.0
31,65,23,91,40,57,91,9,63,37,25,70,65,29,32,62,32,59,42,39,65,10,24,70,65,28,42,52,32,62,3,29,69,83,27,35,61,3,29,66,84,10,55,39,36,52,4,66,37,3,42,39,29,65,84,10,54,39,36,58,53,50,4,71,55,29,92,3,66,3,25,11,91,3,3,92,35,58,32,58,24,65,32,53,33,4,36,52,42,51,25,53,29,62,30,63,85,3,55,10,25,59,84,3,55,29,30,59,36,39,56,3,3,91,25,66,25,63,42,29,32,40,25,30,42,29,3,70,43,3,65,10,4,63,30,53,42,10,4,59,30,4,25,40,36,29,36,10,36,39,30,40,32,30,32,52,3,65,55,10,32,11,29,58,29,39,36,29,25,4,24,62,30,30,42,10,30,11,65,3,24,52,1.0
29,65,24,86,38,54,91,10,70,38,26,69,71,21,30,65,30,56,39,41,72,10,25,69,72,21,39,54,29,65,6,29,68,82,20,38,65,3,29,66,83,10,52,41,39,56,8,66,40,4,39,41,29,65,83,11,52,41,38,55,50,54,8,70,52,22,92,3,73,3,26,12,91,3,7,88,38,56,29,55,25,65,30,56,30,4,39,55,39,54,26,56,29,65,30,66,84,3,53,11,26,56,83,3,53,22,30,56,39,42,54,3,7,87,26,66,26,66,39,22,30,42,26,23,39,22,7,69,40,3,72,11,8,66,30,56,39,11,8,56,30,4,26,42,39,23,39,12,39,41,30,42,30,23,29,55,7,65,53,11,30,12,29,55,29,41,39,22,26,4,25,65,30,23,39,11,30,12,72,3,25,55,2.0
38,66,13,91,57,42,83,16,71,28,14,80,72,22,41,53,41,44,58,30,72,18,14,80,72,22,58,36,40,54,3,24,79,76,21,50,52,9,25,68,77,17,65,29,52,37,3,69,52,11,58,29,26,68,77,17,65,29,51,43,64,35,3,81,66,22,85,10,73,11,15,18,84,10,3,92,52,44,40,43,14,68,41,37,41,11,51,36,58,37,15,37,26,54,27,54,78,10,66,18,15,44,77,10,65,22,27,44,52,30,66,11,3,91,14,68,15,54,59,23,41,30,15,23,58,22,3,80,59,11,72,17,4,55,27,37,59,18,4,44,27,11,15,30,52,23,52,18,51,29,27,30,41,23,40,36,3,68,65,17,41,18,26,43,26,29,51,22,15,11,14,54,27,23,58,17,27,18,72,10,14,36,1.0
32,64,21,87,49,54,91,10,63,39,22,72,65,29,32,62,32,55,50,41,65,11,22,72,65,29,50,44,32,62,5,28,71,82,27,38,62,3,29,65,83,11,54,40,40,44,7,66,40,4,50,40,29,65,83,11,54,40,39,55,53,43,6,73,54,29,92,3,66,3,23,12,91,3,6,89,39,55,32,55,22,65,33,44,33,4,39,44,50,44,23,45,29,62,29,63,84,3,54,11,23,56,83,3,54,29,29,56,40,41,55,3,6,88,23,65,23,63,50,30,33,41,23,30,50,29,6,72,51,4,65,11,7,63,30,45,50,12,7,56,30,4,23,41,40,30,40,12,39,40,30,41,33,30,32,44,6,65,54,11,33,12,29,55,29,40,39,29,23,4,22,62,30,30,50,11,30,12,65,3,22,44,2.0
30,65,16,88,59,51,82,13,72,21,17,77,72,21,30,61,31,53,62,23,72,14,18,76,73,20,62,32,32,61,4,25,74,79,20,37,60,10,26,66,79,13,72,22,41,31,6,68,41,12,62,22,26,67,80,14,71,22,40,54,71,29,6,77,72,21,84,10,74,11,19,15,83,11,6,90,39,52,32,54,18,67,33,32,33,12,40,32,62,31,19,33,27,62,26,61,81,10,72,14,18,55,80,11,72,21,27,53,41,23,73,11,5,89,17,68,17,63,62,22,33,23,19,22,62,21,5,76,63,12,73,14,6,63,28,32,62,15,6,55,28,12,19,23,41,22,41,15,40,22,28,23,33,22,32,32,5,67,72,14,33,15,27,54,27,22,40,21,19,12,18,62,28,22,62,14,28,15,73,11,18,32,2.0
32,64,20,86,44,58,91,13,64,39,21,73,65,28,32,62,32,59,46,42,66,14,21,73,66,28,46,48,32,62,6,28,72,79,26,34,62,3,29,65,80,13,53,41,36,48,8,66,36,4,46,41,29,65,80,14,53,41,35,59,51,46,7,74,53,28,92,3,67,3,22,15,91,3,7,88,34,59,32,59,21,65,33,48,33,4,35,48,46,47,22,49,29,62,29,63,81,3,53,14,22,60,80,3,53,28,29,60,36,42,54,3,7,87,22,65,22,63,46,29,33,42,22,29,46,28,7,73,47,4,66,14,8,63,30,49,46,15,8,60,30,4,22,42,36,29,36,15,35,41,30,42,33,29,32,48,7,65,53,14,33,15,29,59,29,41,35,28,22,4,21,62,30,29,46,14,30,15,66,3,21,48,2.0
34,65,23,91,38,54,91,3,64,46,25,70,66,28,34,60,34,56,39,47,66,3,24,70,66,28,39,54,35,59,3,29,69,91,26,38,58,3,30,66,91,3,46,47,38,54,4,66,40,3,39,48,29,65,91,3,46,48,38,55,44,54,4,71,46,28,92,3,67,3,25,4,91,3,3,92,38,54,35,55,24,65,34,56,36,4,39,55,38,54,25,56,29,59,30,60,92,3,46,3,25,56,91,3,46,28,30,56,39,47,47,3,3,91,25,66,25,60,39,28,35,49,25,29,39,28,3,70,40,3,66,3,4,60,30,56,39,3,4,56,30,4,25,49,39,28,39,3,39,48,30,49,35,29,35,55,3,65,46,3,35,4,29,55,29,48,39,28,25,4,24,59,30,29,39,3,30,4,66,3,24,55,1.0
30,72,17,88,49,41,83,13,67,27,18,77,69,24,31,62,31,44,52,29,69,14,17,76,69,24,52,41,32,62,4,20,75,79,23,47,60,9,21,73,79,14,64,29,50,41,6,74,51,11,52,29,21,72,80,14,64,29,49,44,63,39,6,77,65,25,85,9,70,10,19,15,84,10,6,90,47,43,32,44,18,73,33,42,33,11,50,42,52,39,19,43,21,62,21,62,81,10,65,14,18,45,80,10,65,25,21,44,50,30,66,10,5,89,18,74,18,63,52,25,33,30,19,26,52,25,5,76,53,10,69,14,6,63,22,42,52,14,6,45,22,11,19,30,50,26,50,15,50,29,22,30,33,26,32,42,5,73,65,14,33,15,21,44,21,29,50,25,19,11,18,62,22,26,52,14,22,15,69,10,18,42,2.0
27,69,20,92,55,42,86,13,70,27,20,74,72,22,28,65,30,46,57,29,72,14,21,73,72,21,57,35,28,65,2,23,72,79,20,44,63,6,24,69,80,14,65,28,48,38,3,71,49,8,57,29,24,70,80,14,64,29,46,45,63,35,3,74,65,22,88,7,73,7,22,15,87,7,3,93,47,45,29,46,21,70,30,38,30,8,48,37,56,36,22,38,24,65,24,65,81,7,65,14,22,47,80,7,65,22,25,46,48,30,66,7,2,92,21,71,21,66,57,22,30,30,22,23,57,22,2,73,58,7,72,14,3,66,25,38,57,14,3,47,25,8,22,30,48,23,48,15,48,29,25,30,30,23,29,37,2,70,65,14,30,15,24,46,24,29,48,22,22,8,21,65,25,23,57,14,25,15,72,7,21,37,2.0
34,68,19,91,54,44,86,14,72,31,20,74,72,20,36,58,37,46,56,34,73,14,20,74,73,21,54,39,36,58,3,24,73,78,20,48,56,6,25,69,79,14,60,33,50,40,3,70,50,8,55,33,25,69,79,15,61,32,49,45,59,38,3,75,60,22,88,7,74,7,21,16,87,7,3,92,50,45,36,45,20,69,37,40,37,8,49,39,55,40,21,40,25,58,26,58,80,7,61,16,21,46,79,7,61,21,26,46,50,34,62,8,3,91,20,69,21,58,56,22,37,34,21,22,55,21,3,74,56,8,73,15,4,59,26,40,56,16,4,46,26,8,21,34,50,22,50,16,49,33,26,34,37,22,36,39,3,69,61,15,37,16,25,45,25,33,49,21,21,8,20,58,26,22,55,15,26,16,73,7,20,39,1.0
29,66,23,86,38,57,91,11,71,31,24,70,71,21,29,66,30,59,39,33,73,13,24,70,73,21,39,54,29,65,6,28,69,79,19,35,65,3,29,66,81,11,61,32,36,56,8,67,37,4,39,33,28,66,81,13,61,33,35,58,59,54,8,71,61,21,92,3,74,3,25,14,91,3,7,88,36,58,29,58,24,66,30,56,30,4,36,55,38,55,25,56,28,65,29,66,82,3,61,13,25,59,81,3,61,21,29,59,36,34,62,3,7,87,25,67,25,66,39,21,30,34,25,22,39,21,7,70,40,3,73,13,8,66,29,56,39,13,8,59,29,4,25,34,36,22,36,14,36,33,29,34,30,22,29,55,7,66,61,13,30,14,28,58,28,33,36,21,25,4,24,65,29,22,39,13,29,14,73,3,24,55,1.0
29,65,24,91,38,54,91,3,64,42,26,69,66,28,30,65,30,56,39,43,66,3,25,69,66,28,39,54,29,65,3,29,68,91,26,38,65,3,29,66,91,3,50,43,38,56,4,66,40,4,39,44,29,65,91,3,50,44,38,55,48,54,4,70,50,28,92,3,67,3,26,4,91,3,3,92,38,56,29,55,25,65,30,56,30,4,39,55,38,54,26,56,29,65,30,66,92,3,50,3,26,56,91,3,50,28,30,56,39,45,51,3,3,91,26,66,26,66,39,28,30,45,26,29,39,28,3,69,40,3,66,3,4,66,30,56,39,3,4,56,30,4,26,45,39,29,39,4,39,44,30,45,30,29,29,55,3,65,50,3,30,4,29,55,29,44,39,28,26,4,25,65,30,29,39,3,30,4,66,3,25,55,1.0
27,68,23,88,52,64,87,13,71,24,23,71,72,20,27,65,29,64,54,27,73,14,24,70,73,21,53,40,28,66,4,24,69,79,19,28,65,5,24,68,80,13,67,26,30,41,6,70,30,7,54,26,25,69,80,14,68,25,29,65,66,38,6,71,68,21,89,6,74,6,25,15,88,6,6,90,30,64,28,65,24,69,29,41,29,7,29,40,54,41,25,41,25,66,24,65,81,6,68,14,25,66,80,6,68,21,26,64,30,27,69,6,5,89,23,70,23,67,54,22,29,27,25,22,54,21,5,70,55,7,73,14,6,67,26,41,54,15,6,66,26,7,25,27,30,22,30,15,29,26,26,27,29,22,28,40,5,69,68,14,29,15,25,65,25,26,29,21,25,7,24,66,26,22,54,14,26,15,73,6,24,40,2.0
29,66,21,87,39,58,91,10,75,42,23,72,75,17,30,66,30,60,40,44,76,10,22,72,76,18,39,54,29,65,5,28,71,82,17,34,65,3,29,67,83,10,49,44,35,55,7,67,36,4,40,44,28,66,83,11,50,43,35,59,48,53,7,73,49,18,92,3,77,3,23,12,91,3,6,89,35,60,29,59,22,66,30,55,30,4,35,54,40,54,23,55,28,65,29,66,84,3,50,11,23,60,83,3,50,18,29,60,35,45,51,3,6,88,23,67,23,66,40,18,30,45,23,19,40,18,6,72,41,3,76,11,7,66,29,55,40,11,7,60,29,4,23,45,35,19,35,12,35,44,29,45,30,19,29,54,6,66,50,11,30,12,28,59,28,44,35,18,23,4,22,65,29,19,40,11,29,12,76,3,22,54,2.0
31,66,24,91,38,54,91,11,70,35,25,69,71,22,32,63,32,56,39,37,72,13,25,69,72,22,39,54,32,62,3,28,68,79,20,38,61,3,29,66,81,12,57,37,39,55,4,67,40,3,39,37,28,66,81,13,57,37,38,55,55,54,4,70,57,22,92,3,73,3,26,14,91,3,3,92,38,55,32,55,25,66,32,56,33,4,39,55,39,54,26,56,28,62,29,63,82,3,57,13,26,56,81,3,57,22,29,56,39,37,58,3,3,91,26,67,26,63,39,22,32,38,26,23,39,22,3,69,40,3,72,13,4,63,29,56,39,13,4,56,29,4,26,38,39,22,39,13,39,37,29,38,32,23,32,55,3,66,57,13,32,14,28,55,28,37,39,22,26,4,25,62,29,23,39,13,29,14,72,3,25,55,1.0
35,64,19,91,49,50,91,16,61,32,20,73,61,31,37,59,37,52,50,34,62,18,21,73,62,32,51,43,36,58,3,28,71,72,31,42,57,3,30,64,75,18,60,32,44,44,4,66,44,4,51,33,29,65,75,19,61,33,43,51,60,41,3,74,60,31,92,3,63,3,22,20,91,3,3,92,43,52,36,51,21,65,37,44,37,4,43,43,50,43,22,44,29,58,30,59,76,3,61,18,22,52,75,3,61,32,30,52,44,34,62,3,3,91,22,65,22,59,50,33,37,34,22,33,51,32,3,73,52,4,62,19,4,59,30,44,51,20,4,52,30,4,22,34,44,33,44,20,43,33,30,34,37,33,36,43,3,65,61,19,37,20,29,51,29,33,43,32,22,4,21,58,30,33,51,19,30,20,62,3,21,43,2.0
41,68,15,92,60,42,82,13,70,31,16,78,71,22,42,51,44,44,61,33,72,14,17,77,72,22,60,33,43,51,2,24,75,79,20,48,49,10,25,68,80,13,62,32,51,34,3,70,51,12,61,32,25,69,79,14,62,31,50,44,61,32,3,78,62,22,84,11,73,12,18,15,83,10,3,93,51,43,43,44,17,69,44,34,44,12,50,33,61,34,18,34,25,51,25,51,81,11,63,14,18,45,80,11,62,22,26,44,51,33,63,12,2,92,17,70,17,52,61,23,44,33,18,23,61,22,2,77,62,12,72,14,3,52,26,34,62,15,3,45,26,12,18,33,51,23,51,15,50,32,26,33,44,23,43,33,2,69,62,14,44,15,25,44,25,32,50,22,18,12,17,51,26,23,61,14,26,15,72,11,17,33,1.0
