@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o2atLcc numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute destClass {1,2}

@data
17,19,11,13,11,19,17,13,12,20,18,14,9,19,22,8,9,23,20,10,8,22,21,11,9,11,21,14,8,22,9,22,9,15,16,15,16,15,16,9,16,9,1.0
20,21,8,9,9,22,21,10,9,22,21,10,7,22,15,14,15,16,23,8,15,16,23,8,15,8,15,20,14,16,15,16,15,9,10,21,10,21,10,15,10,15,2.0
15,27,3,12,3,27,17,14,4,28,17,14,11,19,16,14,15,17,19,11,14,16,20,12,15,12,25,14,4,26,5,26,5,15,16,15,16,15,16,5,16,5,1.0
16,27,3,11,3,27,18,13,4,28,18,13,8,22,14,16,17,15,22,8,16,14,23,9,17,9,22,16,7,23,8,23,8,13,14,17,14,17,14,8,14,8,2.0
16,31,0,11,0,31,18,13,0,31,18,13,3,27,8,21,22,9,27,3,22,9,28,4,22,4,16,26,13,17,14,17,14,3,4,27,4,27,4,14,4,14,1.0
21,22,8,8,9,23,22,9,8,22,22,9,4,26,10,20,20,10,27,5,21,11,26,4,20,4,11,25,18,12,19,12,19,3,5,27,4,26,5,19,4,19,2.0
20,14,16,9,16,14,21,10,17,15,21,10,15,14,23,6,7,24,15,16,7,24,15,16,7,16,24,26,4,26,6,25,5,4,5,27,4,26,5,6,4,5,2.0
10,24,6,18,6,24,11,19,7,25,12,20,3,26,15,15,15,15,27,4,16,16,27,4,15,4,17,24,11,19,13,18,12,6,7,25,6,24,7,13,6,12,1.0
21,18,12,9,12,18,21,9,13,19,22,10,17,12,26,4,5,27,13,18,4,26,13,18,5,18,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
15,25,3,12,4,26,17,14,5,27,17,14,11,19,15,15,16,16,19,11,15,15,20,12,16,12,24,18,5,25,6,25,6,9,11,20,11,20,11,6,11,6,1.0
17,24,4,10,5,25,19,12,6,26,19,12,14,16,20,10,11,21,16,14,10,20,17,15,11,15,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,2.0
21,29,1,8,1,29,22,9,2,30,22,9,10,20,14,16,17,15,20,10,16,14,21,11,17,11,22,17,7,23,8,23,8,12,13,18,13,18,13,8,13,8,1.0
19,15,13,11,14,16,19,11,15,17,20,12,12,18,16,14,15,17,18,12,14,16,19,13,15,13,22,31,5,24,7,24,7,0,0,31,0,31,0,7,0,7,1.0
21,20,9,8,10,21,22,9,10,21,22,9,11,18,19,10,11,20,19,12,11,20,19,12,11,12,19,17,10,20,11,20,11,12,13,18,13,18,13,11,13,11,1.0
15,20,10,15,10,20,15,15,11,21,16,16,11,17,25,5,6,26,18,12,5,25,19,13,6,13,22,13,7,23,8,23,8,16,17,14,17,14,17,8,17,8,1.0
20,19,11,10,11,19,20,10,12,20,21,11,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
15,25,3,13,4,26,16,14,5,27,17,15,13,17,16,14,15,17,17,13,14,16,18,14,15,14,18,17,11,19,12,19,12,12,13,18,13,18,13,12,13,12,1.0
16,21,8,12,9,22,18,14,9,22,17,13,0,30,10,20,20,10,31,1,21,11,30,0,20,0,14,31,14,16,16,15,15,0,0,31,0,31,0,16,0,15,1.0
16,20,10,11,10,20,18,13,11,21,18,13,18,11,24,6,7,25,12,19,6,24,12,19,7,19,26,11,4,27,5,26,4,18,19,12,19,12,19,5,19,4,2.0
17,24,4,13,5,25,17,13,6,26,18,14,3,24,19,9,11,21,26,5,10,20,26,5,11,5,20,18,8,22,10,21,9,11,12,19,12,19,12,10,12,9,1.0
15,27,3,12,3,27,17,14,4,28,17,14,10,20,15,15,16,16,20,10,15,15,21,11,16,11,24,15,5,25,6,25,6,14,15,16,15,16,15,6,15,6,2.0
14,29,1,13,1,29,16,15,2,30,16,15,9,21,13,17,18,14,21,9,17,13,22,10,18,10,22,16,7,23,8,23,8,13,14,17,14,17,14,8,14,8,2.0
20,29,1,9,1,29,21,10,2,30,21,10,11,19,15,15,16,16,19,11,15,15,20,12,16,12,22,15,7,23,8,23,8,14,15,16,15,16,15,8,15,8,1.0
21,18,11,8,12,19,22,9,12,19,22,9,10,19,18,11,12,19,20,11,12,19,20,11,12,11,18,18,11,19,12,19,12,11,12,19,12,19,12,12,12,12,2.0
13,30,0,15,1,31,15,17,0,30,14,16,0,31,5,25,25,5,31,0,26,6,31,0,25,0,13,27,15,15,17,14,16,3,4,28,3,27,4,17,3,16,2.0
14,27,2,14,3,28,15,15,3,28,16,16,8,20,16,14,15,17,21,9,14,16,22,10,15,10,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,1.0
14,30,0,13,0,30,16,15,1,31,16,15,13,17,18,12,13,19,17,13,12,18,18,14,13,14,26,13,3,27,4,27,4,16,17,14,17,14,17,4,17,4,2.0
23,17,13,7,13,17,23,7,14,18,24,8,17,12,28,2,3,29,13,18,2,28,13,18,3,18,22,13,8,23,9,22,8,16,17,14,17,14,17,9,17,8,1.0
21,21,7,7,9,23,23,9,8,22,22,8,3,27,11,19,19,11,28,4,20,12,27,3,19,3,10,30,19,11,20,11,20,0,1,31,0,30,1,20,0,20,1.0
14,31,0,13,0,31,16,15,0,31,16,15,11,19,16,14,15,17,19,11,14,16,20,12,15,12,25,13,4,26,5,26,5,16,17,14,17,14,17,5,17,5,2.0
21,12,17,8,18,13,22,9,18,13,22,9,17,12,26,4,4,26,13,18,5,27,13,18,4,18,27,19,3,28,4,27,3,9,11,21,10,20,11,4,10,3,1.0
17,27,1,11,2,28,18,12,3,29,19,13,15,15,17,13,14,18,15,15,13,17,16,16,14,16,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,2.0
18,21,7,12,8,22,18,12,9,23,19,13,14,16,22,8,9,23,16,14,8,22,17,15,9,15,22,14,7,23,8,23,8,15,16,15,16,15,16,8,16,8,2.0
22,21,7,8,9,23,23,9,8,22,22,8,5,25,8,21,22,9,26,6,22,9,25,5,22,5,13,31,13,16,16,15,15,0,0,31,0,31,0,16,0,15,2.0
20,18,12,10,12,18,20,10,13,19,21,11,17,12,26,4,5,27,13,18,4,26,13,18,5,18,25,11,5,26,6,25,5,18,19,12,19,12,19,6,19,5,2.0
19,21,8,9,9,22,20,10,9,22,21,11,9,21,17,12,13,18,21,9,13,18,22,10,13,10,19,18,10,20,11,20,11,11,12,19,12,19,12,11,12,11,1.0
22,13,17,8,17,13,22,8,18,14,23,9,16,14,21,9,10,22,14,16,9,21,15,17,10,17,22,17,8,23,9,22,8,12,13,18,13,18,13,9,13,8,1.0
19,16,14,11,14,16,19,11,15,17,20,12,18,11,26,4,5,27,12,19,4,26,12,19,5,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,1.0
21,23,7,7,8,24,23,9,7,23,22,8,6,24,10,20,20,10,25,7,21,11,24,6,20,6,13,26,16,14,17,14,17,2,4,28,3,27,4,17,3,17,2.0
15,30,0,12,0,30,17,14,1,31,17,14,15,15,17,13,14,18,15,15,13,17,16,16,14,16,20,14,9,21,10,21,10,15,16,15,16,15,16,10,16,10,2.0
21,16,14,9,14,16,21,9,15,17,22,10,17,13,21,9,10,22,13,17,9,21,14,18,10,18,24,20,5,25,6,25,6,9,10,21,10,21,10,6,10,6,2.0
20,19,11,10,11,19,20,10,12,20,21,11,19,10,25,5,6,26,11,20,5,25,11,20,6,20,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
14,27,1,13,2,28,16,15,3,29,16,15,10,20,13,17,18,14,20,10,17,13,21,11,18,11,24,19,5,25,6,25,6,8,10,21,10,21,10,6,10,6,2.0
13,26,4,15,4,26,14,16,5,27,15,17,1,26,18,10,12,20,28,3,11,19,28,3,12,3,18,20,10,20,12,19,11,9,10,21,10,21,10,12,10,11,1.0
20,20,9,8,10,21,22,10,10,21,21,9,7,22,14,15,16,15,23,8,16,15,23,8,16,8,16,21,13,17,14,17,14,8,9,22,9,22,9,14,9,14,2.0
13,28,2,14,2,28,15,16,3,29,15,16,10,20,14,16,17,15,20,10,16,14,21,11,17,11,23,14,6,24,7,24,7,15,16,15,16,15,16,7,16,7,2.0
18,25,3,12,4,26,18,12,5,27,19,13,15,15,19,11,12,20,15,15,11,19,16,16,12,16,22,14,7,23,8,23,8,15,16,15,16,15,16,8,16,8,2.0
11,26,3,18,4,27,12,19,4,27,12,19,9,21,16,14,15,17,21,9,14,16,22,10,15,10,24,12,6,24,6,25,7,17,18,13,18,13,18,6,18,7,1.0
17,30,0,11,1,31,19,13,0,30,18,12,2,28,9,20,21,10,29,3,21,10,28,2,21,2,14,20,16,14,16,15,17,9,10,21,10,21,10,16,10,17,2.0
16,19,11,11,11,19,18,13,12,20,18,13,18,11,25,5,6,26,12,19,5,25,12,19,6,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
14,30,0,14,1,31,16,16,0,30,15,15,0,30,8,21,22,9,31,1,22,9,30,0,22,0,13,21,16,14,17,14,17,8,9,22,9,22,9,17,9,17,2.0
22,20,8,8,10,22,23,9,9,21,22,8,5,25,9,20,21,10,26,6,21,10,25,5,21,5,15,31,13,17,15,16,14,0,0,31,0,31,0,15,0,14,1.0
13,27,1,14,2,28,15,16,3,29,15,16,12,18,15,15,16,16,18,12,15,15,19,13,16,13,20,15,9,21,10,21,10,14,15,16,15,16,15,10,15,10,2.0
15,26,4,12,4,26,17,14,5,27,17,14,10,20,14,16,17,15,20,10,16,14,21,11,17,11,23,15,6,24,7,24,7,14,15,16,15,16,15,7,15,7,2.0
16,30,0,11,0,30,18,13,1,31,18,13,13,17,18,12,13,19,17,13,12,18,18,14,13,14,26,12,3,27,4,27,4,17,18,13,18,13,18,4,18,4,1.0
11,25,4,18,5,26,12,19,5,26,12,19,4,24,12,18,18,12,26,6,19,13,25,5,18,5,15,23,13,17,15,16,14,5,7,25,6,24,7,15,6,14,2.0
15,20,10,14,10,20,16,15,11,21,16,15,16,14,21,9,10,22,14,16,9,21,15,17,10,17,27,12,3,28,4,27,3,17,18,13,18,13,18,4,18,3,2.0
20,19,11,10,11,19,20,10,12,20,21,11,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
18,30,0,10,1,31,20,12,0,30,19,11,3,27,8,21,22,9,28,4,22,9,27,3,22,3,13,24,16,14,17,14,17,5,6,25,6,25,6,17,6,17,2.0
20,14,16,9,16,14,21,10,17,15,21,10,16,13,26,3,4,27,14,17,4,27,14,17,4,17,28,21,2,29,3,28,2,7,9,23,8,22,9,3,8,2,1.0
19,17,13,11,13,17,19,11,14,18,20,12,17,12,27,3,4,28,13,18,3,27,13,18,4,18,24,11,6,25,7,24,6,18,19,12,19,12,19,7,19,6,2.0
13,24,5,14,6,25,15,16,6,25,15,16,11,19,14,16,17,15,19,11,16,14,20,12,17,12,19,17,10,20,11,20,11,12,13,18,13,18,13,11,13,11,2.0
18,26,2,12,3,27,18,12,4,28,19,13,13,15,18,12,13,19,16,14,12,18,17,15,13,15,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,1.0
15,25,3,12,4,26,17,14,5,27,17,14,11,19,14,16,17,15,19,11,16,14,20,12,17,12,23,21,4,25,6,25,6,6,8,23,8,23,8,6,8,6,2.0
15,29,1,12,1,29,17,14,2,30,17,14,9,21,13,17,18,14,21,9,17,13,22,10,18,10,23,15,6,24,7,24,7,14,15,16,15,16,15,7,15,7,1.0
20,16,14,10,14,16,20,10,15,17,21,11,17,12,28,2,3,29,13,18,2,28,13,18,3,18,23,13,7,24,8,23,7,17,18,14,17,13,18,8,17,7,1.0
17,25,3,13,4,26,17,13,5,27,18,14,16,13,21,9,10,22,14,17,9,21,14,17,10,17,24,13,6,25,7,24,6,16,17,14,17,14,17,7,17,6,2.0
23,18,12,7,12,18,23,7,13,19,24,8,18,11,26,4,5,27,12,19,4,26,12,19,5,19,23,13,7,24,8,23,7,16,17,14,17,14,17,8,17,7,1.0
16,28,2,11,2,28,18,13,3,29,18,13,11,19,15,15,16,16,19,11,15,15,20,12,16,12,24,15,5,25,6,25,6,14,15,16,15,16,15,6,15,6,1.0
17,26,4,10,4,26,19,12,5,27,19,12,13,17,18,12,13,19,17,13,12,18,18,14,13,14,24,13,5,25,6,25,6,16,17,14,17,14,17,6,17,6,2.0
20,15,15,10,15,15,20,10,16,16,21,11,14,15,24,5,6,25,16,15,6,25,16,15,6,15,18,20,9,20,11,20,11,10,11,21,10,20,11,11,10,11,1.0
16,25,3,11,4,26,18,13,5,27,18,13,18,12,21,9,10,22,12,18,9,21,13,19,10,19,20,15,9,21,10,21,10,14,15,16,15,16,15,10,15,10,2.0
14,26,4,14,4,26,15,15,5,27,16,16,3,22,20,10,11,21,25,6,10,20,25,6,11,6,17,18,10,19,12,19,12,11,12,19,12,19,12,12,12,12,1.0
15,30,0,12,0,30,17,14,1,31,17,14,8,22,12,18,19,13,22,8,18,12,23,9,19,9,20,18,9,21,10,21,10,11,12,19,12,19,12,10,12,10,1.0
20,19,11,10,11,19,20,10,12,20,21,11,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
11,23,6,17,7,24,12,18,7,24,13,19,4,25,10,20,20,10,26,5,21,11,26,5,20,5,17,24,11,19,13,18,12,4,6,26,5,25,6,13,5,12,2.0
16,30,0,11,1,31,18,13,0,30,18,13,1,29,9,20,21,10,29,1,21,10,30,2,21,2,15,20,15,15,15,16,16,9,10,21,10,21,10,15,10,16,1.0
16,30,0,12,1,31,18,14,0,30,17,13,0,30,8,21,22,9,31,1,22,9,30,0,22,0,13,25,17,13,17,14,18,4,5,26,5,26,5,17,5,18,2.0
14,24,4,13,5,25,16,15,6,26,16,15,10,20,14,16,17,15,20,10,16,14,21,11,17,11,23,20,6,24,7,24,7,7,9,22,9,22,9,7,9,7,1.0
16,26,3,12,4,27,17,13,4,27,18,14,3,27,9,20,21,10,27,3,21,10,28,4,21,4,15,22,14,16,15,16,15,7,8,23,8,23,8,15,8,15,2.0
21,15,15,9,15,15,21,9,16,16,22,10,17,12,28,1,2,29,13,18,2,29,13,18,2,18,23,13,7,24,8,23,7,17,18,14,17,13,18,8,17,7,1.0
16,30,0,11,0,30,18,13,1,31,18,13,13,17,18,12,13,19,17,13,12,18,18,14,13,14,25,13,4,26,5,26,5,16,17,14,17,14,17,5,17,5,1.0
14,29,1,13,1,29,16,15,2,30,16,15,11,19,16,14,15,17,19,11,14,16,20,12,15,12,26,14,3,27,4,27,4,15,16,15,16,15,16,4,16,4,2.0
17,27,3,10,3,27,19,12,4,28,19,12,10,20,13,17,18,14,20,10,17,13,21,11,18,11,21,19,8,22,9,22,9,10,11,20,11,20,11,9,11,9,2.0
18,31,0,9,0,31,20,11,0,31,20,11,7,23,11,19,20,12,23,7,19,11,24,8,20,8,21,20,8,22,9,22,9,9,10,21,10,21,10,9,10,9,2.0
17,20,10,10,10,20,19,12,11,21,19,12,17,12,24,6,7,25,13,18,6,24,13,18,7,18,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
20,16,14,10,14,16,20,10,15,17,21,11,17,12,26,4,5,27,13,18,4,26,13,18,5,18,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,1.0
18,25,4,9,5,26,20,11,5,26,20,11,3,27,8,21,22,9,27,3,22,9,28,4,22,4,16,22,13,17,14,17,14,7,8,23,8,23,8,14,8,14,2.0
14,27,1,13,2,28,16,15,3,29,16,15,10,20,14,16,17,15,20,10,16,14,21,11,17,11,24,19,5,25,6,25,6,8,10,21,10,21,10,6,10,6,2.0
13,28,1,15,2,29,14,16,2,29,15,17,12,18,16,14,15,17,18,12,14,16,19,13,15,13,20,15,9,21,10,21,10,14,15,16,15,16,15,10,15,10,2.0
13,30,0,12,1,31,16,15,0,30,16,15,7,23,11,18,19,12,23,7,19,12,24,8,19,8,19,16,11,19,11,20,12,13,14,17,14,17,14,11,14,12,2.0
15,24,4,12,5,25,17,14,6,26,17,14,10,20,14,16,17,15,20,10,16,14,21,11,17,11,23,18,6,24,7,24,7,9,11,20,11,20,11,7,11,7,1.0
14,25,4,13,5,26,16,15,5,26,16,15,0,30,8,21,22,9,31,1,22,9,30,0,22,0,12,26,17,13,18,13,18,3,4,27,4,27,4,18,4,18,2.0
18,25,5,9,5,25,20,11,6,26,20,11,14,16,18,12,13,19,16,14,12,18,17,15,13,15,23,15,6,24,7,24,7,14,15,16,15,16,15,7,15,7,1.0
20,24,6,10,6,24,20,10,7,25,21,11,19,11,24,6,7,25,11,19,6,24,12,20,7,20,22,14,8,23,9,22,8,15,16,15,16,15,16,9,16,8,2.0
17,25,3,11,4,26,18,12,5,27,19,13,14,16,19,11,12,20,16,14,11,19,17,15,12,15,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,2.0
17,20,10,13,10,20,17,13,11,21,18,14,16,13,23,7,8,24,14,17,7,23,14,17,8,17,22,12,8,23,9,22,8,17,18,13,18,13,18,9,18,8,2.0
14,30,0,13,0,30,16,15,1,31,16,15,6,24,10,20,21,11,24,6,20,10,25,7,21,7,21,19,8,22,9,22,9,10,11,20,11,20,11,9,11,9,2.0
17,27,3,10,3,27,19,12,4,28,19,12,10,20,15,15,16,16,20,10,15,15,21,11,16,11,23,14,6,24,7,24,7,15,16,15,16,15,16,7,16,7,1.0
24,16,14,6,14,16,24,6,15,17,25,7,18,11,28,2,3,29,12,19,2,28,12,19,3,19,21,14,9,22,10,21,9,16,17,15,16,14,17,10,16,9,1.0
17,26,4,10,4,26,19,12,5,27,19,12,8,22,12,18,19,13,22,8,18,12,23,9,19,9,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,2.0
21,21,7,9,9,23,22,10,8,22,21,9,4,26,8,21,22,9,27,5,22,9,26,4,22,4,16,31,12,18,14,17,13,0,0,31,0,31,0,14,0,13,1.0
21,30,0,7,1,31,23,9,0,30,22,8,3,27,12,18,18,12,28,4,19,13,27,3,18,3,14,25,14,16,16,15,15,3,5,27,4,26,5,16,4,15,2.0
8,29,1,19,1,29,10,21,2,30,10,21,9,21,14,16,17,15,21,9,16,14,22,10,17,10,22,24,7,23,8,23,8,3,5,26,5,26,5,8,5,8,1.0
15,28,2,12,2,28,17,14,3,29,17,14,9,21,13,17,18,14,21,9,17,13,22,10,18,10,22,16,7,23,8,23,8,13,14,17,14,17,14,8,14,8,2.0
20,21,8,10,9,22,21,11,9,22,20,10,4,26,9,20,21,10,27,5,21,10,26,4,21,4,17,31,11,19,13,18,12,0,0,31,0,31,0,13,0,12,1.0
17,18,12,13,12,18,17,13,13,19,18,14,18,11,26,4,5,27,12,19,4,26,12,19,5,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,1.0
18,21,9,11,9,21,19,12,10,22,19,12,17,13,22,8,9,23,13,17,8,22,14,18,9,18,28,13,2,29,3,28,2,16,17,14,17,14,17,3,17,2,2.0
14,21,9,15,9,21,15,16,10,22,15,16,17,13,22,8,9,23,13,17,8,22,14,18,9,18,27,12,2,28,3,28,3,17,18,13,18,13,18,3,18,3,2.0
16,20,10,12,10,20,17,13,11,21,18,14,17,12,24,6,7,25,13,18,6,24,13,18,7,18,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
14,24,6,13,6,24,16,15,7,25,16,15,0,30,8,20,22,10,30,0,21,9,31,1,22,1,14,24,15,15,16,15,16,5,6,25,6,25,6,16,6,16,1.0
18,23,5,12,7,25,19,13,6,24,18,12,3,27,9,20,21,10,28,4,21,10,27,3,21,3,16,28,12,18,14,17,13,1,2,29,2,29,2,14,2,13,2.0
18,28,2,9,2,28,20,11,3,29,20,11,11,19,15,15,16,16,19,11,15,15,20,12,16,12,22,16,7,23,8,23,8,13,14,17,14,17,14,8,14,8,1.0
19,30,0,9,1,31,21,11,0,30,20,10,1,29,8,21,22,9,30,2,22,9,29,1,22,1,13,21,17,13,17,14,18,8,9,22,9,22,9,17,9,18,1.0
20,16,14,10,14,16,20,10,15,17,21,11,17,12,28,2,3,29,13,18,2,28,13,18,3,18,23,12,7,24,8,23,7,18,19,13,18,12,19,8,18,7,2.0
23,18,12,7,12,18,23,7,13,19,24,8,18,11,26,4,5,27,12,19,4,26,12,19,5,19,23,12,7,24,8,23,7,17,18,13,18,13,18,8,18,7,2.0
15,28,2,12,2,28,17,14,3,29,17,14,6,24,10,20,21,11,24,6,20,10,25,7,21,7,20,17,9,21,10,21,10,12,13,18,13,18,13,10,13,10,1.0
22,14,16,8,16,14,22,8,17,15,23,9,19,10,28,2,2,28,11,20,3,29,11,20,2,20,23,14,7,24,8,23,7,16,17,15,16,14,17,8,16,7,1.0
19,26,3,9,4,27,20,10,4,27,21,11,6,24,12,17,18,13,24,6,18,13,25,7,18,7,17,20,12,18,13,18,13,9,10,21,10,21,10,13,10,13,2.0
21,18,12,9,12,18,21,9,13,19,22,10,18,11,26,4,5,27,12,19,4,26,12,19,5,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
17,24,4,10,5,25,19,12,6,26,19,12,10,20,14,16,17,15,20,10,16,14,21,11,17,11,21,17,8,22,9,22,9,12,13,18,13,18,13,9,13,9,1.0
20,15,15,10,15,15,20,10,16,16,21,11,18,11,28,2,3,29,12,19,2,28,12,19,3,19,23,13,7,24,8,23,7,17,18,14,17,13,18,8,17,7,2.0
16,28,2,11,2,28,18,13,3,29,18,13,12,18,16,14,15,17,18,12,14,16,19,13,15,13,24,14,5,25,6,25,6,15,16,15,16,15,16,6,16,6,2.0
12,24,6,15,6,24,14,17,7,25,14,17,10,20,14,16,17,15,20,10,16,14,21,11,17,11,23,14,6,24,7,24,7,15,16,15,16,15,16,7,16,7,1.0
15,26,2,12,3,27,17,14,4,28,17,14,10,20,14,16,17,15,20,10,16,14,21,11,17,11,23,18,6,24,7,24,7,9,11,20,11,20,11,7,11,7,2.0
14,24,4,13,5,25,16,15,6,26,16,15,13,17,17,13,14,18,17,13,13,17,18,14,14,14,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,2.0
20,20,8,8,10,22,22,10,9,21,21,9,2,28,9,21,21,9,29,3,22,10,28,2,21,2,12,27,17,13,18,13,18,3,4,28,3,27,4,18,3,18,1.0
13,30,0,14,0,30,15,16,1,31,15,16,9,21,12,18,19,13,21,9,18,12,22,10,19,10,25,18,4,26,5,26,5,9,11,20,11,20,11,5,11,5,2.0
16,21,8,12,9,22,18,14,9,22,17,13,1,29,7,21,22,8,30,2,23,9,29,1,22,1,14,31,14,16,16,15,15,0,0,31,0,31,0,16,0,15,1.0
17,27,2,9,3,28,20,12,3,28,19,11,5,25,9,20,21,10,26,6,21,10,25,5,21,5,12,27,16,14,18,13,17,2,3,28,3,28,3,18,3,17,2.0
20,20,8,10,10,22,21,11,9,21,20,10,3,27,10,19,20,11,28,4,20,11,27,3,20,3,12,31,14,15,17,14,16,0,0,31,0,31,0,17,0,16,2.0
19,22,7,11,8,23,20,12,8,23,19,11,4,26,9,20,21,10,27,5,21,10,26,4,21,4,16,31,12,18,14,17,13,0,0,31,0,31,0,14,0,13,2.0
15,26,2,12,3,27,17,14,4,28,17,14,10,20,13,17,18,14,20,10,17,13,21,11,18,11,24,19,5,25,6,25,6,8,10,21,10,21,10,6,10,6,1.0
20,19,11,10,11,19,20,10,12,20,21,11,19,10,26,4,5,27,11,20,4,26,11,20,5,20,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
16,30,0,9,0,30,19,12,1,31,19,12,8,22,12,18,19,13,22,8,18,12,23,9,19,9,20,19,9,21,10,21,10,10,11,20,11,20,11,10,11,10,1.0
20,17,13,10,13,17,20,10,14,18,21,11,17,12,28,2,3,29,13,18,2,28,13,18,3,18,23,12,7,24,8,23,7,18,19,13,18,12,19,8,18,7,2.0
13,26,3,14,4,27,15,16,4,27,15,16,1,29,7,22,23,8,30,2,23,8,29,1,23,1,12,31,16,14,18,13,17,0,0,31,0,31,0,18,0,17,1.0
17,24,4,10,5,25,19,12,6,26,19,12,10,20,14,16,17,15,20,10,16,14,21,11,17,11,22,21,7,23,8,23,8,6,8,23,8,23,8,8,8,8,1.0
9,31,0,16,0,31,12,19,0,31,12,19,0,31,2,28,28,2,31,0,29,3,31,0,28,0,15,26,13,17,15,16,14,4,5,27,4,26,5,15,4,14,2.0
13,28,2,14,2,28,15,16,3,29,15,16,15,15,18,12,13,19,15,15,12,18,16,16,13,16,20,15,9,21,10,21,10,14,15,16,15,16,15,10,15,10,2.0
18,30,0,10,1,31,20,12,0,30,19,11,3,27,8,21,22,9,28,4,22,9,27,3,22,3,14,26,15,15,16,15,16,3,4,27,4,27,4,16,4,16,2.0
21,20,8,9,10,22,22,10,9,21,21,9,3,27,10,20,20,10,28,4,21,11,27,3,20,3,12,31,14,15,17,14,16,0,0,31,0,31,0,17,0,16,2.0
20,17,13,10,13,17,20,10,14,18,21,11,17,12,26,4,5,27,13,18,4,26,13,18,5,18,24,11,6,25,7,24,6,18,19,12,19,12,19,7,19,6,1.0
22,18,12,8,12,18,22,8,13,19,23,9,18,11,26,4,5,27,12,19,4,26,12,19,5,19,23,13,7,24,8,23,7,16,17,14,17,14,17,8,17,7,1.0
23,15,14,7,15,16,23,7,15,16,24,8,19,10,25,5,5,25,11,20,6,26,11,20,5,20,24,16,6,25,7,24,6,14,15,17,14,16,15,7,14,6,1.0
15,30,0,13,1,31,17,15,0,30,16,14,0,30,8,21,22,9,31,1,22,9,30,0,22,0,13,21,17,13,17,14,18,8,9,22,9,22,9,17,9,18,1.0
16,22,6,14,7,23,16,14,8,24,17,15,11,17,22,8,9,23,18,12,8,22,19,13,9,13,22,13,7,23,8,23,8,16,17,14,17,14,17,8,17,8,1.0
14,29,1,13,1,29,16,15,2,30,16,15,13,17,17,13,14,18,17,13,13,17,18,14,14,14,20,15,9,21,10,21,10,14,15,16,15,16,15,10,15,10,2.0
17,26,4,11,4,26,18,12,5,27,19,13,8,20,17,13,14,18,21,9,13,17,22,10,14,10,18,17,11,19,12,19,12,12,13,18,13,18,13,12,13,12,1.0
18,30,0,10,1,31,20,12,0,30,19,11,3,27,6,23,24,7,28,4,24,7,27,3,24,3,13,26,15,15,17,14,16,3,4,27,4,27,4,17,4,16,2.0
17,28,2,10,2,28,19,12,3,29,19,12,10,20,14,16,17,15,20,10,16,14,21,11,17,11,22,16,7,23,8,23,8,13,14,17,14,17,14,8,14,8,2.0
17,19,11,11,11,19,18,12,12,20,19,13,18,11,26,4,5,27,12,19,4,26,12,19,5,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
