@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atLddd numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMcdc numeric
@attribute o2atLcdc numeric
@attribute o2atMdcd numeric
@attribute o2atLdcd numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atLddd numeric
@attribute o2atMcbc numeric
@attribute o2atLcbc numeric
@attribute o2atMdcc numeric
@attribute o2atLdcc numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMbdc numeric
@attribute o2atLbdc numeric
@attribute o2atMcbd numeric
@attribute o2atLcbd numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMbdd numeric
@attribute o2atLbdd numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atLddd numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMdcb numeric
@attribute o3atLdcb numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMbcd numeric
@attribute o3atLbcd numeric
@attribute o3atMabd numeric
@attribute o3atLabd numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMcba numeric
@attribute o3atLcba numeric
@attribute o3atMdca numeric
@attribute o3atLdca numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMcab numeric
@attribute o3atLcab numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMddb numeric
@attribute o3atLddb numeric
@attribute o3atMdbd numeric
@attribute o3atLdbd numeric
@attribute o3atMbbd numeric
@attribute o3atLbbd numeric
@attribute o3atMcbd numeric
@attribute o3atLcbd numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaad numeric
@attribute o3atLaad numeric
@attribute o3atMaaa numeric
@attribute o3atMbdd numeric
@attribute o3atLbdd numeric
@attribute o3atMdbc numeric
@attribute o3atLdbc numeric
@attribute o3atMdbb numeric
@attribute o3atLdbb numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMcaa numeric
@attribute o3atLcaa numeric
@attribute o3atMbad numeric
@attribute o3atLbad numeric
@attribute destClass {-1.0,1.0}

@data
14,10,15,13,12,25,4,25,3,18,4,17,11,16,12,14,15,24,4,3,14,13,13,15,15,12,15,5,23,4,18,10,13,14,24,3,23,8,15,4,18,4,17,4,16,11,16,10,16,4,14,11,16,12,15,11,16,5,19,4,25,3,17,9,17,9,17,5,16,4,14,12,18,4,18,4,15,9,14,5,15,10,17,4,14,12,13,11,14,4,16,4,14,5,15,5,3,5,26,7,24,21,22,4,27,6,25,8,23,23,6,23,6,6,7,21,7,23,5,22,7,5,7,22,22,7,6,23,6,22,6,22,5,24,3,25,3,25,8,7,7,7,4,25,8,6,8,7,29,10,30,0,29,0,30,0,0,29,0,12,15,0,30,15,0,12,15,12,15,0,30,15,1,0,1,29,0,11,30,0,15,0,0,30,0,0,15,15,12,14,12,15,12,15,0,15,0,12,1,15,0,0,30,0,30,0,1,0,15,0,15,0,12,0,0,30,0,15,0,1,1.0
17,6,19,11,17,24,4,25,5,24,6,23,7,22,10,18,12,23,4,4,17,11,17,12,18,10,17,5,23,5,23,6,17,11,24,5,23,5,18,5,23,4,23,4,22,6,22,5,19,6,17,6,19,7,18,7,19,6,24,5,24,4,22,5,23,5,23,6,22,4,18,7,22,4,23,5,18,5,17,5,18,5,22,5,17,7,17,6,17,6,19,5,18,6,18,6,6,8,23,11,20,15,18,7,24,10,22,12,19,17,14,15,13,10,13,15,14,16,13,16,15,13,11,18,15,13,10,19,10,18,10,18,8,20,6,22,6,22,12,14,11,15,7,22,12,14,12,15,29,30,30,0,29,0,30,1,0,29,0,0,30,0,30,0,0,0,30,0,30,0,30,0,1,0,1,29,0,0,30,0,30,0,0,30,0,0,30,0,30,0,30,0,30,0,0,0,0,0,1,0,1,0,30,0,30,0,1,0,0,0,0,0,0,0,0,30,0,30,0,1,-1.0
6,10,8,21,5,21,7,22,8,19,9,17,12,16,19,6,23,20,7,7,6,21,5,23,7,20,6,8,20,8,19,10,5,22,21,9,20,9,7,8,18,7,18,7,17,11,16,10,8,9,6,11,8,12,7,12,8,9,19,8,21,7,17,9,18,10,17,9,16,7,6,12,17,7,18,9,7,10,6,8,7,10,17,8,6,12,5,11,6,9,8,8,6,9,7,9,15,17,14,21,10,30,8,16,15,20,13,22,9,30,0,30,0,20,0,30,0,30,0,30,0,0,21,8,30,0,20,9,20,8,20,8,17,10,15,13,15,13,22,0,21,0,16,13,22,0,22,0,18,30,23,5,22,5,21,8,3,20,7,0,30,0,30,0,7,0,30,0,30,0,30,0,8,0,8,18,7,0,30,0,30,0,7,23,3,0,30,0,30,0,30,0,30,0,5,0,3,0,8,0,8,0,30,0,30,0,8,0,0,5,0,7,0,7,0,30,0,30,0,8,-1.0
10,7,12,17,8,23,5,24,6,23,7,22,8,21,16,10,19,22,5,5,10,17,9,19,11,16,10,6,22,6,22,7,9,18,23,6,22,6,11,6,22,5,22,5,21,7,21,6,12,7,10,7,12,8,11,8,12,7,23,6,23,5,21,6,22,6,22,7,21,5,10,8,21,5,22,6,11,6,10,6,11,6,21,6,10,8,9,7,10,7,12,6,10,7,11,7,12,14,17,18,13,30,11,13,18,17,16,19,12,30,0,30,0,17,0,30,0,30,0,30,0,0,18,11,30,0,17,12,17,11,17,11,14,13,12,16,12,16,19,0,18,0,13,16,19,0,19,0,16,30,24,2,23,2,20,7,0,19,6,0,30,0,30,0,6,0,30,0,30,0,30,0,7,0,7,18,6,0,30,0,30,0,6,24,1,0,30,0,30,0,30,0,30,0,2,0,1,0,7,0,7,0,30,0,30,0,7,0,0,2,0,6,0,6,0,30,0,30,0,7,-1.0
19,6,18,9,17,24,4,25,4,22,5,21,5,21,8,18,10,23,4,4,19,10,17,11,19,8,19,5,23,4,21,5,18,11,24,4,23,4,20,5,24,4,22,4,21,6,22,6,19,5,19,7,18,6,19,5,19,6,23,5,24,4,23,5,22,4,22,5,22,4,18,6,23,4,23,4,19,4,19,5,19,6,23,4,19,7,18,7,19,5,19,5,18,6,19,5,0,0,30,0,28,26,27,0,30,0,30,1,27,28,1,28,1,2,2,26,2,28,0,27,2,0,1,28,27,2,1,29,2,28,0,29,0,28,0,30,0,30,1,2,1,2,0,30,1,1,1,2,24,9,26,3,25,2,25,4,2,24,2,13,13,0,30,15,3,14,13,15,14,0,30,17,4,0,5,24,3,13,30,0,13,0,3,26,2,0,13,15,11,17,11,16,10,16,3,17,3,15,5,16,5,0,30,0,30,0,5,0,17,3,16,3,14,4,0,30,0,13,0,5,-1.0
14,9,16,14,14,26,3,26,3,20,4,18,11,16,13,15,15,25,3,2,14,14,14,15,15,13,15,4,24,4,19,9,14,14,25,3,24,7,15,3,19,3,19,3,16,10,17,9,16,4,14,10,16,11,15,11,16,4,20,3,26,2,18,8,19,7,18,4,17,3,15,11,19,3,19,3,15,7,14,4,15,9,18,4,14,11,14,10,14,4,16,3,15,4,15,4,2,4,27,5,26,19,24,3,28,4,26,6,25,21,8,21,8,4,9,19,9,21,7,20,9,7,5,24,20,9,4,25,4,24,4,24,4,26,2,26,2,26,6,9,5,9,3,26,6,8,6,9,29,14,30,0,29,0,30,0,0,29,0,12,16,0,30,14,0,12,17,11,16,0,30,13,0,0,1,29,0,11,30,0,17,0,0,30,0,0,17,14,15,12,14,13,15,14,0,14,0,12,1,14,0,0,30,0,30,0,1,0,13,0,13,0,12,0,0,30,0,17,0,1,1.0
14,9,16,14,14,24,4,25,5,21,6,20,10,19,13,15,15,23,4,4,14,14,14,15,15,13,14,5,23,5,21,9,14,14,24,6,23,8,15,5,20,4,20,4,19,9,19,8,16,6,14,9,16,10,15,10,16,6,21,5,24,4,19,8,20,8,20,6,19,4,15,10,19,4,20,6,15,8,14,5,15,8,19,5,14,10,14,9,14,6,16,5,15,6,15,6,0,1,30,3,28,30,26,0,30,2,29,4,27,30,0,30,0,2,0,30,0,30,0,30,0,0,3,26,30,0,2,27,2,26,2,26,1,28,0,29,0,29,4,0,3,0,0,29,4,0,4,0,29,27,30,0,29,0,30,1,0,29,0,0,29,0,30,1,0,0,29,0,29,0,30,1,1,0,1,29,0,0,30,0,29,0,0,30,0,0,29,1,28,1,28,1,28,1,0,1,0,0,1,1,1,0,30,0,30,0,1,0,1,0,1,0,0,0,0,30,0,29,0,1,-1.0
16,9,18,12,16,23,4,24,5,21,7,20,10,19,11,17,13,21,5,3,16,12,16,13,17,11,16,6,20,6,20,9,16,12,22,6,20,8,17,5,20,4,20,5,19,9,19,8,18,7,16,9,18,10,17,10,18,7,21,5,23,3,19,8,20,8,20,7,19,5,17,10,19,5,20,6,17,8,16,6,17,8,19,6,16,10,16,9,16,7,18,5,17,7,17,7,0,1,30,2,29,30,27,0,30,1,29,3,28,30,0,30,0,1,0,30,0,30,0,30,0,0,2,27,30,0,1,28,1,27,1,27,1,29,0,29,0,29,3,0,2,0,0,29,3,0,3,0,24,14,27,2,26,1,26,3,1,25,1,5,19,0,30,10,2,7,20,7,19,0,30,10,3,0,4,24,2,5,30,0,20,0,2,27,1,0,20,9,17,9,16,9,14,11,2,11,1,8,4,10,3,0,30,0,30,0,4,0,10,2,10,1,8,3,0,30,0,20,0,4,1.0
5,10,7,23,5,21,8,21,8,20,9,19,11,18,22,6,24,20,8,7,5,23,5,24,6,22,6,9,19,9,19,10,5,23,20,8,19,9,6,8,19,8,19,8,18,10,18,9,7,9,5,10,7,11,6,11,7,9,20,8,21,7,18,9,19,9,19,9,18,8,6,11,19,8,19,8,6,9,5,9,6,9,18,9,5,11,5,10,5,9,7,8,6,9,6,9,18,20,11,26,5,30,3,19,12,25,10,27,4,30,0,30,0,25,0,30,0,30,0,30,0,0,26,3,30,0,25,4,25,3,25,3,20,5,18,10,18,10,27,0,26,0,19,10,27,0,27,0,9,30,15,12,14,12,12,16,10,11,15,0,30,0,30,0,15,0,30,0,30,0,30,0,16,0,16,10,15,0,30,0,30,0,15,15,11,0,30,0,30,0,30,0,30,0,12,0,11,0,16,0,16,0,30,0,30,0,16,0,0,12,0,15,0,15,0,30,0,30,0,16,-1.0
18,3,19,9,16,26,2,27,2,24,3,21,5,20,7,18,11,25,2,2,16,9,16,11,18,7,18,3,25,2,23,3,16,10,26,2,25,2,19,3,24,2,23,2,22,4,21,3,20,3,17,4,19,6,18,5,20,4,25,3,26,2,23,2,23,3,22,3,21,2,18,6,23,2,24,2,19,3,17,3,19,3,23,2,17,6,17,5,18,3,20,3,18,4,18,3,4,6,25,8,23,16,21,5,26,7,24,9,22,23,3,23,3,7,7,17,7,23,1,19,7,0,8,21,19,7,7,22,7,21,7,21,6,23,4,24,4,24,9,7,8,7,5,24,9,3,9,7,21,30,24,5,23,5,23,7,4,22,6,0,30,0,30,0,6,0,30,0,30,0,30,0,7,0,7,21,6,0,30,0,30,0,6,24,4,0,30,0,30,0,30,0,30,0,5,0,4,0,7,0,7,0,30,0,30,0,7,0,0,5,0,6,0,6,0,30,0,30,0,7,1.0
13,7,14,16,12,25,4,25,3,20,4,18,10,16,15,13,17,24,5,3,12,16,12,17,13,15,13,5,23,4,20,7,12,16,24,3,23,5,13,4,20,4,19,5,17,9,17,8,14,4,12,9,14,10,13,10,14,5,21,4,25,3,20,6,19,6,18,5,17,5,13,10,20,5,20,4,13,6,12,5,13,8,20,4,12,10,12,9,13,4,14,4,13,5,13,5,5,7,24,8,23,20,21,6,25,7,23,9,22,23,5,23,5,7,7,20,7,23,4,21,7,3,8,21,21,7,7,22,7,21,7,21,7,23,5,23,5,23,9,7,8,7,6,23,9,5,9,7,29,14,30,0,29,0,30,0,0,29,0,10,17,0,30,13,0,10,18,9,17,0,30,12,0,0,1,29,0,8,30,0,18,0,0,30,0,0,18,13,15,11,14,12,15,13,0,13,0,10,1,13,0,0,30,0,30,0,1,0,12,0,12,0,10,0,0,30,0,18,0,1,1.0
14,1,14,14,11,30,0,30,0,28,0,26,2,24,12,13,16,30,0,0,13,14,11,16,14,12,14,0,30,0,28,1,12,15,30,0,30,0,14,0,27,0,27,0,25,2,25,1,15,0,13,2,15,3,14,2,15,0,28,0,30,0,27,0,27,0,26,0,25,0,13,3,27,0,27,0,14,0,13,0,14,1,27,0,13,3,12,2,14,0,15,0,13,0,14,0,11,13,18,14,17,21,15,12,19,13,17,15,16,23,8,21,7,13,7,21,8,22,7,22,9,7,14,15,21,7,13,16,13,15,13,15,13,17,11,17,11,17,15,8,14,9,12,17,15,8,15,9,0,30,2,26,2,26,0,28,24,0,28,0,30,0,30,0,28,0,30,0,30,0,30,0,28,0,28,0,28,0,30,0,30,0,28,2,26,0,30,0,30,0,30,0,30,0,26,0,26,0,28,0,28,0,30,0,30,0,28,0,0,26,0,28,0,28,0,30,0,30,0,28,-1.0
11,6,12,15,8,24,4,25,5,24,5,23,5,22,13,10,18,23,4,4,11,15,9,18,11,14,11,5,23,5,23,5,9,17,24,5,23,5,12,5,23,4,23,4,22,5,22,5,13,6,11,6,12,6,12,6,12,6,24,5,24,4,22,5,23,5,23,5,22,4,10,7,22,4,23,5,12,5,11,5,11,5,22,5,11,6,9,6,11,6,13,5,10,6,12,5,8,10,21,12,19,30,17,9,22,11,20,13,18,30,0,30,0,11,0,30,0,30,0,30,0,0,12,17,30,0,11,18,11,17,11,17,10,19,8,20,8,20,13,0,12,0,9,20,13,0,13,0,19,26,22,7,21,7,21,8,6,20,8,1,27,0,30,3,8,2,28,1,27,0,30,2,8,0,9,19,8,1,30,0,28,0,8,22,6,0,28,3,27,1,26,2,26,3,7,3,6,2,9,3,8,0,30,0,30,0,9,0,2,7,2,8,2,8,0,30,0,28,0,9,1.0
9,9,11,19,9,23,6,23,6,20,7,18,11,16,18,10,20,22,6,5,9,19,9,20,10,18,10,7,21,7,19,9,9,19,22,6,21,7,10,6,19,6,19,6,16,10,17,9,11,7,9,10,11,11,10,11,11,7,20,6,23,5,18,8,19,7,18,7,17,6,10,11,19,6,19,6,10,7,9,7,10,9,18,7,9,11,9,10,9,7,11,6,10,7,10,7,15,17,14,19,12,26,10,16,15,18,13,20,11,28,1,28,1,18,2,26,2,28,0,27,2,0,19,10,27,2,18,11,18,10,18,10,17,12,15,13,15,13,20,2,19,2,16,13,20,1,20,2,17,27,20,9,19,9,19,10,8,18,10,0,28,0,30,2,10,1,29,0,28,0,30,1,10,0,11,17,10,0,30,0,29,0,10,20,8,0,29,2,28,0,27,1,27,2,9,2,8,1,11,2,10,0,30,0,30,0,11,0,1,9,1,10,1,10,0,30,0,29,0,11,1.0
21,4,21,7,19,25,3,26,3,24,4,23,5,23,6,20,8,24,3,3,21,8,19,9,21,6,21,4,24,3,23,4,20,9,25,3,24,3,22,4,25,3,24,3,23,4,24,4,21,4,21,5,21,5,21,5,21,5,25,4,25,3,24,3,24,3,24,5,24,3,20,5,24,3,25,3,21,3,21,4,21,4,24,3,21,5,20,5,21,4,21,4,20,5,21,5,0,0,30,0,30,18,30,0,30,0,30,0,30,20,9,20,9,0,10,18,10,20,8,19,10,8,0,30,19,10,0,30,0,30,0,30,0,30,0,30,0,30,0,10,0,10,0,30,0,9,0,10,29,17,30,0,29,0,30,1,0,29,0,9,19,0,30,11,0,10,19,10,19,0,30,11,1,0,1,29,0,9,30,0,19,0,0,30,0,0,19,11,18,11,18,11,17,11,0,11,0,10,1,11,1,0,30,0,30,0,1,0,11,0,11,0,10,0,0,30,0,19,0,1,-1.0
14,7,15,15,13,25,4,25,4,23,5,22,8,21,14,14,16,24,5,3,13,15,13,16,14,14,14,5,23,5,22,7,13,15,24,4,23,6,14,4,22,4,22,5,21,7,21,6,15,5,13,7,15,8,14,8,15,5,23,4,25,3,22,6,22,6,22,5,21,5,14,8,22,5,22,4,14,6,13,5,14,6,22,5,13,8,13,7,14,5,15,4,14,5,14,5,6,8,23,10,21,27,19,7,24,9,22,11,20,29,0,29,0,9,1,28,1,29,0,28,1,0,10,19,28,1,9,20,9,19,9,19,8,21,6,22,6,22,11,1,10,1,7,22,11,0,11,1,18,27,21,8,20,8,20,10,7,19,9,0,29,0,30,1,9,0,29,0,29,0,30,1,10,0,10,18,9,0,30,0,29,0,9,21,7,0,29,1,28,1,28,1,28,1,8,1,7,0,10,1,10,0,30,0,30,0,10,0,1,8,1,9,0,9,0,30,0,29,0,10,-1.0
16,7,17,11,15,26,3,26,2,21,3,19,8,18,9,16,13,25,3,2,15,11,15,13,17,10,17,4,24,3,20,7,15,12,25,2,24,5,17,3,21,3,20,3,18,8,19,6,18,3,16,8,17,9,17,8,18,4,22,3,26,2,20,6,20,5,20,3,19,3,16,9,21,3,21,2,17,5,16,4,17,6,20,3,15,9,15,8,16,3,18,3,16,4,17,3,4,6,25,7,24,21,22,5,26,6,24,8,23,24,4,24,4,6,6,22,6,24,4,22,6,3,7,22,22,6,6,23,6,22,6,22,6,24,4,24,4,24,8,6,7,6,5,24,8,4,8,6,23,30,26,3,25,3,25,5,2,24,4,0,30,0,30,0,4,0,30,0,30,0,30,0,5,0,5,23,4,0,30,0,30,0,4,26,2,0,30,0,30,0,30,0,30,0,3,0,2,0,5,0,5,0,30,0,30,0,5,0,0,3,0,4,0,4,0,30,0,30,0,5,1.0
19,5,19,7,15,26,3,26,3,25,3,24,4,23,4,17,10,25,3,2,19,7,15,10,19,4,20,4,24,4,24,4,17,9,25,3,24,4,20,3,24,3,24,3,23,4,23,4,21,4,19,5,20,5,20,4,20,4,25,3,26,2,23,4,24,4,24,3,23,3,18,6,24,3,24,3,20,4,19,4,19,4,23,4,19,5,17,5,19,4,21,3,18,4,20,3,2,4,27,6,25,11,23,3,28,5,26,7,24,16,11,16,11,5,14,12,14,16,10,13,14,9,6,23,13,14,5,24,5,23,5,23,4,25,2,26,2,26,7,14,6,14,3,26,7,11,7,14,24,17,27,2,26,2,26,3,1,25,3,10,18,0,30,12,3,11,19,10,18,0,30,11,3,0,4,24,3,10,30,0,19,0,3,27,1,0,19,12,18,10,17,11,17,12,2,12,1,11,4,12,3,0,30,0,30,0,4,0,11,2,11,3,11,3,0,30,0,19,0,4,1.0
14,8,16,12,14,23,5,23,4,20,6,18,9,17,10,15,14,21,5,3,14,12,14,14,15,11,16,7,19,6,18,8,14,13,21,4,19,6,16,5,20,5,19,5,17,8,18,6,17,6,14,8,16,10,15,9,17,7,21,5,23,3,18,6,19,6,19,6,18,5,15,10,20,5,20,4,16,6,14,7,16,7,18,6,14,10,14,9,14,6,17,5,15,7,15,6,3,5,26,6,25,18,23,4,27,5,25,7,24,20,9,20,9,5,10,18,10,20,8,19,10,8,6,23,19,10,5,24,5,23,5,23,5,25,3,25,3,25,7,10,6,10,4,25,7,9,7,10,29,13,30,0,29,0,30,0,0,29,0,12,16,0,30,14,0,12,16,12,16,0,30,14,1,0,1,29,0,11,30,0,16,0,0,30,0,0,16,14,14,13,14,14,14,14,0,14,0,12,1,14,0,0,30,0,30,0,1,0,14,0,14,0,12,0,0,30,0,16,0,1,1.0
17,4,17,10,16,26,3,26,2,23,3,20,5,18,8,17,12,25,3,2,16,10,16,12,18,9,18,4,24,3,22,4,16,11,25,2,24,3,18,3,23,3,22,3,20,6,20,4,19,3,17,6,18,7,18,5,19,4,24,3,26,2,22,3,22,3,21,3,20,3,17,7,23,3,23,2,18,3,17,4,18,4,22,3,16,7,16,6,17,3,19,3,17,4,18,3,1,3,28,5,26,19,24,2,29,4,27,6,25,23,5,23,5,4,7,20,7,23,4,21,7,4,5,24,21,7,4,25,4,24,4,24,3,26,1,27,1,27,6,7,5,7,2,27,6,5,6,7,25,15,28,1,27,1,27,3,0,26,2,4,22,0,30,8,2,3,22,3,22,0,30,8,3,0,3,25,2,1,30,0,22,0,2,28,0,0,22,8,17,8,17,8,18,8,1,8,0,3,3,8,3,0,30,0,30,0,3,0,8,1,8,2,3,2,0,30,0,22,0,3,1.0
12,8,13,17,11,24,5,24,5,22,6,21,9,20,16,12,18,23,6,4,11,17,11,18,12,16,12,6,22,6,21,8,11,17,23,5,22,7,12,5,21,5,21,6,20,8,20,7,13,6,11,8,13,9,12,9,13,6,22,5,24,4,21,7,21,7,21,6,20,6,12,9,21,6,21,5,12,7,11,6,12,7,21,6,11,9,11,8,12,6,13,5,12,6,12,6,15,17,14,20,10,30,7,16,15,19,13,22,8,30,0,30,0,20,0,30,0,30,0,30,0,0,21,8,30,0,20,9,20,7,19,8,17,10,15,13,15,13,22,0,21,0,16,13,22,0,22,0,11,30,13,16,12,16,12,18,15,11,17,0,30,0,30,0,17,0,30,0,30,0,30,0,18,0,18,11,17,0,30,0,30,0,17,13,16,0,30,0,30,0,30,0,30,0,16,0,16,0,18,0,18,0,30,0,30,0,18,0,0,16,0,17,0,17,0,30,0,30,0,18,1.0
15,9,17,13,15,22,5,23,6,20,8,18,11,17,12,16,14,20,5,4,15,13,15,14,16,12,15,7,19,7,18,9,15,13,21,6,19,7,16,6,19,5,19,5,17,10,17,9,17,8,15,10,17,11,16,11,17,8,20,6,22,4,17,8,19,8,18,8,17,6,16,11,18,6,19,6,16,8,15,7,16,9,17,7,15,11,15,10,15,8,17,6,16,8,16,8,2,4,27,5,26,30,24,3,28,4,26,6,25,30,0,30,0,4,0,30,0,30,0,30,0,0,5,24,30,0,4,25,4,24,4,24,4,26,2,26,2,26,6,0,5,0,3,26,6,0,6,0,29,30,30,0,29,0,30,1,0,29,0,0,30,0,30,0,0,0,30,0,30,0,30,0,1,0,1,29,0,0,30,0,30,0,0,30,0,0,30,0,30,0,30,0,30,0,0,0,0,0,1,0,1,0,30,0,30,0,1,0,0,0,0,0,0,0,0,30,0,30,0,1,1.0
9,13,11,19,9,24,4,24,4,16,6,14,15,13,18,10,20,22,4,3,9,19,9,20,10,18,10,6,21,6,15,13,9,19,22,5,20,11,10,4,15,4,15,4,13,14,13,13,11,6,9,14,11,15,10,15,11,6,16,4,24,3,13,12,15,12,14,6,13,5,10,15,15,5,15,5,10,12,9,6,10,13,13,6,9,15,9,14,9,6,11,4,10,6,10,6,15,17,14,23,8,30,6,16,15,22,13,24,7,30,0,30,0,22,0,30,0,30,0,30,0,0,23,6,30,0,22,7,22,6,22,6,17,8,15,13,15,13,24,0,23,0,16,13,24,0,24,0,19,30,21,10,19,9,20,11,9,19,9,0,30,0,30,0,9,0,30,0,30,0,30,0,11,0,11,19,10,0,30,0,30,0,9,20,9,0,30,0,30,0,30,0,30,0,9,0,9,0,11,0,11,0,30,0,30,0,11,0,0,10,0,9,0,9,0,30,0,30,0,11,-1.0
16,5,17,11,15,26,3,26,3,25,3,24,4,23,9,16,13,25,3,2,16,11,15,13,16,10,17,4,24,4,24,4,15,12,25,3,24,4,17,3,24,3,24,3,23,4,23,4,18,4,16,5,17,5,17,5,17,4,25,3,26,2,23,4,24,4,24,3,23,3,16,6,24,3,24,3,17,4,16,4,16,4,23,4,16,5,15,5,16,4,18,3,16,4,17,3,4,5,25,6,24,17,23,5,26,5,24,7,24,20,8,20,8,5,10,18,10,20,8,18,10,7,6,23,18,10,5,24,5,23,5,23,6,25,4,24,4,24,7,10,6,10,5,24,7,8,7,10,25,16,28,1,27,1,27,2,0,26,2,9,18,0,30,12,2,10,19,9,18,0,30,11,2,0,3,25,2,8,30,0,19,0,2,28,0,0,19,12,17,10,16,11,16,12,1,12,0,10,3,12,2,0,30,0,30,0,3,0,11,1,11,2,10,2,0,30,0,19,0,3,1.0
