@relation 'Sax dominant'

@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMaec numeric
@attribute o1atLaec numeric
@attribute o1atMaaa numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o2atMcca numeric
@attribute o2atLcca numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMcaa numeric
@attribute o2atLcaa numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMddd numeric
@attribute o2atLddd numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMcba numeric
@attribute o2atLcba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atMdde numeric
@attribute o2atLdde numeric
@attribute o2atMcdc numeric
@attribute o2atLcdc numeric
@attribute o2atMdca numeric
@attribute o2atLdca numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atLeee numeric
@attribute o2atMdee numeric
@attribute o2atLdee numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMcbc numeric
@attribute o2atLcbc numeric
@attribute o2atMdba numeric
@attribute o2atLdba numeric
@attribute o2atMcdb numeric
@attribute o2atLcdb numeric
@attribute o2atMded numeric
@attribute o2atLded numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o3atMded numeric
@attribute o3atLded numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMdde numeric
@attribute o3atLdde numeric
@attribute o3atMedd numeric
@attribute o3atLedd numeric
@attribute o3atMddd numeric
@attribute o3atLddd numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atMcde numeric
@attribute o3atLcde numeric
@attribute o3atLeee numeric
@attribute o3atMdee numeric
@attribute o3atLdee numeric
@attribute o3atMeed numeric
@attribute o3atLeed numeric
@attribute o3atMcce numeric
@attribute o3atLcce numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbce numeric
@attribute o3atLbce numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMede numeric
@attribute o3atLede numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMabe numeric
@attribute o3atLabe numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMbbe numeric
@attribute o3atLbbe numeric
@attribute destClass {2,1}

@data
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,13,13,11,13,16,21,12,12,14,15,14,16,9,23,8,12,17,14,15,30,7,16,13,16,13,13,14,12,17,22,9,30,0,21,8,13,7,12,16,15,13,0,30,0,16,7,16,12,13,7,16,8,30,0,14,14,21,7,12,15,1,28,0,30,14,15,13,15,12,27,0,29,0,29,1,16,13,15,14,14,14,0,16,1,28,0,30,0,30,0,30,0,16,0,30,0,30,15,13,0,30,0,28,0,30,0,0,30,0,30,0,16,0,29,0,16,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,14,11,13,15,14,19,10,14,12,17,12,18,10,21,9,14,15,16,13,30,8,18,11,17,10,14,11,13,15,20,10,30,0,19,9,15,9,13,14,17,10,0,30,0,18,8,18,10,14,9,17,9,30,0,16,11,20,8,10,18,8,22,6,30,11,17,11,18,10,21,7,23,6,22,7,17,16,12,17,12,17,7,18,7,21,0,30,0,30,0,30,0,18,0,30,0,30,12,16,0,30,6,21,0,30,0,0,30,0,30,0,18,6,22,0,18,1.0
28,1,28,1,26,28,1,2,26,2,28,0,30,0,27,2,27,2,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,2,1,1,1,0,28,0,1,2,2,2,1,2,30,0,0,30,0,30,0,30,0,0,0,0,2,2,1,0,2,0,0,1,0,0,1,0,1,29,14,11,12,14,15,23,10,13,12,17,12,18,7,25,6,13,16,16,14,30,5,18,11,18,11,14,12,13,16,24,7,30,0,23,6,14,5,13,15,17,11,0,30,0,18,5,18,10,14,5,18,6,30,0,16,12,23,5,10,17,2,27,0,30,12,17,11,17,10,26,1,28,1,28,2,18,15,13,16,12,16,1,18,2,26,0,30,0,30,0,30,0,18,0,30,0,30,13,15,0,30,1,27,0,30,0,0,30,0,30,0,18,0,28,0,18,1.0
28,1,28,1,26,24,1,2,26,2,28,0,30,0,27,2,27,2,1,28,4,26,2,25,3,24,0,30,0,27,2,27,1,26,0,30,0,29,4,2,1,1,1,0,28,0,1,2,4,2,1,2,30,0,0,30,0,30,0,30,0,2,0,1,2,4,1,2,2,2,0,1,0,0,1,0,1,26,14,9,12,14,15,25,8,13,11,17,12,19,5,27,4,13,16,15,14,30,3,19,10,18,8,13,10,12,16,26,5,30,0,25,4,14,3,12,15,17,9,0,30,0,18,3,19,8,13,3,18,4,30,0,15,10,25,3,8,20,2,27,0,30,9,19,9,20,8,26,1,28,1,28,2,20,18,10,19,10,19,1,20,2,26,0,30,0,30,0,30,0,20,0,30,0,30,10,18,0,30,1,27,0,30,0,0,30,0,30,0,20,0,28,0,20,1.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,13,12,11,13,16,22,11,12,13,16,13,17,8,24,7,12,17,15,15,30,6,17,12,17,12,13,13,12,17,23,8,30,0,22,7,13,6,12,16,16,12,0,30,0,17,6,17,11,13,6,17,7,30,0,15,13,22,6,9,18,2,27,0,30,10,18,10,19,9,26,1,28,1,28,2,19,16,11,17,11,17,1,19,2,26,0,30,0,30,0,30,0,19,0,30,0,30,12,17,0,30,1,27,0,30,0,0,30,0,30,0,19,0,28,0,19,2.0
25,4,25,4,23,28,1,5,23,5,25,3,30,3,24,5,24,5,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,5,1,4,1,0,25,0,1,5,2,5,1,5,30,0,0,30,0,30,0,30,0,0,0,0,5,2,4,0,5,0,0,1,0,0,1,0,1,29,15,12,13,15,14,26,11,14,13,16,13,17,4,28,3,14,15,15,13,30,2,17,12,17,11,14,12,13,15,27,4,30,0,26,3,15,2,13,14,16,11,0,30,0,17,2,17,11,14,2,17,3,30,0,15,12,26,2,11,16,1,28,0,30,13,16,12,16,11,27,0,29,0,29,1,17,14,14,15,13,15,0,17,1,28,0,30,0,30,0,30,0,17,0,30,0,30,14,14,0,30,0,28,0,30,0,0,30,0,30,0,17,0,29,0,17,1.0
21,7,21,7,17,28,1,8,18,8,21,6,30,6,19,9,19,8,0,30,0,29,0,28,0,28,0,30,0,29,0,29,0,28,0,30,0,29,1,8,1,7,1,0,21,0,0,9,1,9,1,9,30,0,0,30,0,30,0,30,0,0,0,0,9,2,7,0,9,0,0,0,0,0,1,0,0,29,13,13,11,13,16,26,12,12,14,15,14,16,4,28,3,12,17,14,15,30,2,16,13,16,13,13,14,12,17,27,4,30,0,26,3,13,2,12,16,15,13,0,30,0,16,2,16,12,13,2,16,3,30,0,14,14,26,2,16,11,2,27,0,30,18,11,17,11,16,26,1,28,1,28,2,12,9,19,10,18,10,1,12,2,26,0,30,0,30,0,30,0,12,0,30,0,30,19,9,0,30,1,27,0,30,0,0,30,0,30,0,12,0,28,0,12,2.0
24,5,24,5,22,28,1,6,22,6,24,4,30,4,23,6,23,6,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,6,1,5,1,0,24,0,1,6,2,6,1,6,30,0,0,30,0,30,0,30,0,0,0,0,6,2,5,0,6,0,0,1,0,0,1,0,1,29,15,11,13,15,14,24,10,14,12,17,12,18,6,26,5,14,15,16,13,30,4,18,11,18,10,14,11,13,15,25,6,30,0,24,5,15,4,13,14,17,10,0,30,0,18,4,18,10,14,4,18,5,30,0,16,11,24,4,13,14,3,26,1,30,15,14,14,14,13,25,2,27,2,27,3,15,12,16,13,15,13,2,15,3,25,0,30,0,30,0,30,0,15,0,30,0,30,16,12,0,30,2,26,0,30,0,0,30,0,30,0,15,1,27,0,15,1.0
30,0,30,0,30,26,1,0,30,0,30,0,30,0,30,0,30,0,1,28,4,27,2,26,3,26,1,30,2,27,3,28,2,26,0,30,2,29,4,0,1,0,1,0,30,0,1,0,4,0,1,0,30,0,0,30,0,30,0,30,0,2,0,2,0,4,0,2,0,2,0,1,0,0,1,0,1,27,12,13,10,12,17,22,12,11,14,15,14,16,8,24,7,11,18,14,16,29,6,16,13,16,13,12,14,11,18,23,8,30,1,22,7,12,6,12,17,15,14,0,30,0,16,6,16,12,12,6,16,7,29,0,14,14,22,6,10,18,0,30,0,30,11,18,11,19,10,30,0,30,0,30,0,18,17,11,17,12,18,0,18,0,30,0,30,0,30,0,30,0,18,0,30,0,30,12,17,0,30,0,30,0,30,0,0,30,0,30,0,18,0,30,0,18,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,15,9,13,15,14,25,7,14,11,17,11,19,5,27,4,14,15,16,13,30,3,19,9,19,8,14,10,13,15,26,5,30,0,25,4,15,3,13,14,17,9,0,30,0,19,3,19,8,14,3,19,4,30,0,16,10,25,3,7,20,0,30,0,30,9,21,8,20,7,30,0,30,0,30,0,21,18,10,19,9,19,0,21,0,30,0,30,0,30,0,30,0,21,0,30,0,30,10,18,0,30,0,30,0,30,0,0,30,0,30,0,21,0,30,0,21,1.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,13,13,11,13,16,20,12,12,14,15,14,16,10,22,9,12,17,14,15,28,8,16,13,16,13,13,14,12,17,21,10,29,2,20,9,13,8,12,16,15,13,0,30,1,16,8,16,12,13,8,16,9,28,1,14,14,20,8,14,14,8,21,6,30,15,13,15,15,14,20,7,22,7,22,8,14,13,15,13,16,14,7,14,8,20,0,30,0,30,0,30,0,14,0,30,0,30,16,13,0,30,7,21,0,30,0,0,30,0,30,0,14,6,22,0,14,2.0
18,9,19,10,15,29,0,11,15,11,18,8,30,8,17,12,16,10,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,10,1,10,1,0,19,0,0,12,0,11,0,11,30,0,0,30,0,30,0,30,0,0,0,0,12,1,9,0,12,0,0,0,0,0,1,0,0,30,14,12,12,14,15,26,11,13,13,16,13,17,4,28,3,13,16,15,14,30,2,17,12,17,12,14,13,13,16,27,4,30,0,26,3,14,2,13,15,16,12,0,30,0,17,2,17,11,14,2,17,3,30,0,15,13,26,2,14,13,6,24,4,30,16,13,15,13,14,23,5,25,4,24,5,13,11,17,12,16,12,5,14,5,23,0,30,0,30,0,30,0,14,0,30,0,30,17,11,0,30,4,23,0,30,0,0,30,0,30,0,14,4,24,0,14,1.0
22,5,22,6,19,28,1,7,20,7,22,6,30,5,20,8,20,6,0,30,0,29,0,28,0,28,0,30,0,29,0,29,0,28,0,30,0,29,1,7,1,6,1,0,22,0,0,8,0,8,1,8,30,0,0,30,0,30,0,30,0,0,0,0,8,2,6,0,8,0,0,0,0,0,1,0,0,29,13,12,11,13,16,20,11,12,13,16,13,17,10,22,9,12,17,15,15,30,8,17,12,17,12,13,13,12,17,21,10,30,0,20,9,13,8,12,16,16,12,0,30,0,17,8,17,11,13,8,17,9,30,0,15,13,20,8,14,13,8,22,6,30,16,13,15,13,14,21,7,23,6,22,7,13,11,17,12,16,12,7,14,7,21,0,30,0,30,0,30,0,14,0,30,0,30,17,11,0,30,6,21,0,30,0,0,30,0,30,0,14,6,22,0,14,2.0
25,1,26,2,21,29,0,4,22,4,25,1,30,0,23,5,22,3,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,3,1,2,1,0,26,0,0,5,0,4,0,4,30,0,0,30,0,30,0,30,0,0,0,0,5,1,1,0,5,0,0,0,0,0,1,0,0,30,15,10,13,15,14,27,9,14,11,18,11,19,3,29,2,14,15,17,13,30,1,19,10,19,10,15,11,14,15,28,3,30,0,27,2,15,1,14,14,18,10,0,30,0,19,1,19,9,15,1,19,2,30,0,17,11,27,1,10,17,0,30,0,30,11,18,10,17,9,30,0,30,0,30,0,18,14,13,15,12,15,0,18,0,30,0,30,0,30,0,30,0,18,0,30,0,30,13,15,0,30,0,30,0,30,0,0,30,0,30,0,18,0,30,0,18,1.0
30,0,30,0,30,16,1,0,30,0,30,0,30,0,30,0,30,0,1,19,12,17,11,17,12,16,0,30,9,18,11,18,10,18,0,30,9,29,12,0,1,0,1,0,30,0,1,0,12,0,1,0,30,0,0,30,0,30,0,30,0,11,0,10,0,12,0,11,0,11,0,1,0,0,1,0,1,17,15,10,13,15,14,20,10,14,11,18,12,19,10,22,9,14,15,17,13,30,8,19,11,18,10,15,11,14,15,21,10,30,0,20,9,15,8,14,14,18,10,0,30,0,18,8,19,10,15,8,18,9,30,0,17,11,20,8,9,19,3,26,1,30,10,18,10,20,9,25,2,27,2,27,3,19,18,10,18,11,19,2,19,3,25,0,30,0,30,0,30,0,19,0,30,0,30,11,18,0,30,2,26,0,30,0,0,30,0,30,0,19,1,27,0,19,1.0
27,2,27,2,25,28,1,3,25,3,27,1,30,1,26,3,26,3,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,3,1,2,1,0,27,0,1,3,2,3,1,3,30,0,0,30,0,30,0,30,0,0,0,0,3,2,2,0,3,0,0,1,0,0,1,0,1,29,14,11,12,14,15,25,10,13,12,17,12,18,5,27,4,13,16,16,14,30,3,18,11,18,11,14,12,13,16,26,5,30,0,25,4,14,3,13,15,17,11,0,30,0,18,3,18,10,14,3,18,4,30,0,16,12,25,3,10,17,1,28,0,30,12,17,11,17,10,27,0,29,0,29,1,18,15,13,16,12,16,0,18,1,28,0,30,0,30,0,30,0,18,0,30,0,30,13,15,0,30,0,28,0,30,0,0,30,0,30,0,18,0,29,0,18,1.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,12,13,10,12,17,19,12,11,14,15,14,16,11,21,10,11,18,14,16,27,9,16,13,16,13,12,14,11,18,20,11,28,3,19,10,12,9,11,17,15,13,1,29,2,16,9,16,12,12,9,16,10,27,2,14,14,19,9,14,14,9,21,7,30,15,13,15,15,14,20,8,22,7,21,8,13,13,15,13,16,14,8,14,8,20,0,30,0,30,0,30,0,14,0,30,0,30,16,13,0,30,7,20,0,30,0,0,30,0,30,0,14,7,21,0,14,2.0
27,1,28,1,24,29,0,2,25,2,27,0,30,0,26,3,25,2,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,2,1,1,1,0,28,0,1,3,1,2,0,2,30,0,0,30,0,30,0,30,0,0,0,0,3,1,1,0,3,0,0,1,0,0,1,0,0,30,13,12,12,14,15,24,11,13,13,16,13,17,4,28,2,13,16,15,14,30,1,17,12,16,11,13,12,12,16,26,4,30,0,25,3,14,2,12,15,16,11,0,30,0,17,1,17,11,13,2,16,3,30,0,15,12,26,1,11,16,0,30,0,30,13,17,12,16,11,30,0,30,0,30,0,17,14,14,15,13,15,0,17,0,30,0,30,0,30,0,30,0,17,0,30,0,30,14,14,0,30,0,30,0,30,0,0,30,0,30,0,17,0,30,0,17,1.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,13,12,11,13,16,23,11,12,13,16,13,17,7,25,6,12,17,15,15,30,5,17,12,17,12,13,13,12,17,24,7,30,0,23,6,13,5,12,16,16,12,0,30,0,17,5,17,11,13,5,17,6,30,0,15,13,23,5,13,14,0,30,0,30,15,15,14,14,13,30,0,30,0,30,0,15,12,16,13,15,13,0,15,0,30,0,30,0,30,0,30,0,15,0,30,0,30,16,12,0,30,0,30,0,30,0,0,30,0,30,0,15,0,30,0,15,2.0
25,4,25,4,23,28,1,5,23,5,25,3,30,3,24,5,24,5,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,5,1,4,1,0,25,0,1,5,2,5,1,5,30,0,0,30,0,30,0,30,0,0,0,0,5,2,4,0,5,0,0,1,0,0,1,0,1,29,13,12,11,13,16,25,11,12,13,16,13,17,5,27,4,12,17,15,15,30,3,17,12,17,12,13,13,12,17,26,5,30,0,25,4,13,3,12,16,16,12,0,30,0,17,3,17,11,13,3,17,4,30,0,15,13,25,3,13,14,2,27,0,30,15,14,14,14,13,26,1,28,1,28,2,15,12,16,13,15,13,1,15,2,26,0,30,0,30,0,30,0,15,0,30,0,30,16,12,0,30,1,27,0,30,0,0,30,0,30,0,15,0,28,0,15,2.0
29,0,30,0,28,28,0,0,29,0,29,0,30,0,29,1,28,0,0,29,0,28,1,29,0,28,0,30,0,29,0,28,0,29,0,30,0,29,0,0,1,0,1,0,30,0,1,1,1,0,0,0,30,0,0,30,0,30,0,30,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,29,14,8,13,15,14,23,6,14,10,18,10,20,5,27,3,14,15,16,13,30,2,20,8,18,8,14,10,14,15,25,5,30,0,24,3,15,2,14,14,17,9,0,30,0,19,2,19,6,15,3,19,4,30,0,16,10,25,2,9,18,0,30,0,30,11,19,10,18,9,30,0,30,0,30,0,19,16,12,17,11,17,0,19,0,30,0,30,0,30,0,30,0,19,0,30,0,30,12,16,0,30,0,30,0,30,0,0,30,0,30,0,19,0,30,0,19,1.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,13,12,12,14,15,19,11,13,13,16,13,17,9,23,7,13,16,15,14,30,5,17,12,16,11,13,12,12,16,21,9,30,0,19,8,14,7,12,15,16,11,0,30,0,17,6,17,11,13,7,16,8,30,0,15,12,21,6,9,18,0,30,0,30,11,19,10,18,9,30,0,30,0,30,0,19,16,12,17,11,17,0,19,0,30,0,30,0,30,0,30,0,19,0,30,0,30,12,16,0,30,0,30,0,30,0,0,30,0,30,0,19,0,30,0,19,1.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,13,12,11,13,16,20,11,12,13,16,13,17,10,22,9,12,17,15,15,30,8,17,12,17,12,13,13,12,17,21,10,30,0,20,9,13,8,12,16,16,12,0,30,0,17,8,17,11,13,8,17,9,30,0,15,13,20,8,11,16,2,27,0,30,13,16,12,16,11,26,1,28,1,28,2,17,14,14,15,13,15,1,17,2,26,0,30,0,30,0,30,0,17,0,30,0,30,14,14,0,30,1,27,0,30,0,0,30,0,30,0,17,0,28,0,17,2.0
22,4,23,5,20,29,0,6,20,6,23,3,28,3,22,7,21,5,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,5,0,5,1,1,24,1,0,7,0,6,0,6,28,0,0,29,0,29,0,30,0,0,1,0,7,0,4,0,7,0,1,0,1,0,1,0,0,30,13,12,11,13,16,26,11,12,13,16,13,17,4,28,3,12,17,15,15,30,2,17,12,17,12,13,13,12,17,27,4,30,0,26,3,13,2,12,16,16,12,0,30,0,17,2,17,11,13,2,17,3,30,0,15,13,26,2,17,10,0,30,0,30,19,11,18,10,17,30,0,30,0,30,0,11,8,20,9,19,9,0,11,0,30,0,30,0,30,0,30,0,11,0,30,0,30,20,8,0,30,0,30,0,30,0,0,30,0,30,0,11,0,30,0,11,2.0
30,0,30,0,30,13,1,0,30,0,30,0,30,0,30,0,30,0,1,16,15,14,14,14,15,13,1,30,12,15,14,16,13,15,0,30,12,29,15,0,1,0,1,0,30,0,1,0,15,0,1,0,30,0,0,30,0,30,0,30,0,14,0,13,0,15,0,14,0,14,0,1,0,0,1,0,1,14,14,12,12,14,15,19,12,13,13,16,14,17,11,21,10,13,16,15,14,26,9,17,13,16,12,14,13,13,16,20,11,27,4,19,10,14,9,13,15,16,12,2,28,3,16,9,17,12,14,9,16,10,26,3,15,13,19,9,13,15,3,26,1,30,14,14,14,16,13,25,2,27,2,27,3,15,14,14,14,15,15,2,15,3,25,0,30,0,30,0,30,0,15,0,30,0,30,15,14,0,30,2,26,0,30,0,0,30,0,30,0,15,1,27,0,15,1.0
27,2,27,2,25,28,1,3,25,3,27,1,30,1,26,3,26,3,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,3,1,2,1,0,27,0,1,3,2,3,1,3,30,0,0,30,0,30,0,30,0,0,0,0,3,2,2,0,3,0,0,1,0,0,1,0,1,29,13,12,11,13,16,19,12,12,13,16,14,17,11,21,10,12,17,15,15,30,9,17,13,16,12,13,13,12,17,20,11,30,0,19,10,13,9,12,16,16,12,0,30,0,16,9,17,12,13,9,16,10,30,0,15,13,19,9,14,14,7,22,5,30,15,13,15,15,14,21,6,23,6,23,7,14,13,15,13,16,14,6,14,7,21,0,30,0,30,0,30,0,14,0,30,0,30,16,13,0,30,6,22,0,30,0,0,30,0,30,0,14,5,23,0,14,2.0
23,4,24,5,20,29,0,6,20,6,23,3,30,3,22,7,21,5,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,5,1,5,1,0,24,0,0,7,0,6,0,6,30,0,0,30,0,30,0,30,0,0,0,0,7,1,4,0,7,0,0,0,0,0,1,0,0,30,13,12,11,13,16,26,11,12,13,16,13,17,4,28,3,12,17,15,15,30,2,17,12,17,12,13,13,12,17,27,4,30,0,26,3,13,2,12,16,16,12,0,30,0,17,2,17,11,13,2,17,3,30,0,15,13,26,2,10,17,2,27,0,30,12,17,11,17,10,26,1,28,1,28,2,18,15,13,16,12,16,1,18,2,26,0,30,0,30,0,30,0,18,0,30,0,30,13,15,0,30,1,27,0,30,0,0,30,0,30,0,18,0,28,0,18,1.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,12,13,10,12,17,20,12,11,14,15,14,16,10,22,9,11,18,14,16,27,8,16,13,16,13,12,14,11,18,21,10,28,3,20,9,12,8,11,17,15,13,1,29,2,16,8,16,12,12,8,16,9,27,2,14,14,20,8,12,16,3,26,1,30,13,15,13,17,12,25,2,27,2,27,3,16,15,13,15,14,16,2,16,3,25,0,30,0,30,0,30,0,16,0,30,0,30,14,15,0,30,2,26,0,30,0,0,30,0,30,0,16,1,27,0,16,2.0
