@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atLcc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o2atMaa numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atLcc numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o3atLcc numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
31,10,19,20,11,20,11,0,31,0,31,0,11,21,18,9,12,19,22,10,12,19,21,9,8,22,31,0,0,31,23,9,0,31,22,8,3.0
27,14,16,17,15,16,14,2,28,3,28,3,18,27,10,3,20,12,28,4,19,11,27,3,20,9,31,0,0,31,10,21,0,31,10,21,1.0
31,12,18,19,13,18,12,0,31,0,31,0,16,17,14,13,17,15,18,14,16,14,17,13,10,18,31,0,0,31,20,12,0,31,19,11,2.0
31,17,13,13,17,14,18,0,31,0,31,0,17,23,12,7,18,13,24,8,18,13,23,7,18,12,22,7,8,23,13,19,8,23,12,18,7.0
31,20,10,11,21,10,20,0,31,0,31,0,17,19,13,11,18,14,20,12,17,13,19,11,15,14,24,5,6,25,15,16,6,25,15,16,2.0
31,11,19,19,11,20,12,0,31,0,31,0,6,18,23,12,7,24,19,13,7,24,18,12,13,17,16,14,14,16,18,14,15,17,17,13,1.0
31,9,20,21,10,21,10,0,31,0,31,0,16,21,13,9,17,14,22,10,17,14,21,9,13,17,23,6,7,24,18,14,7,24,17,13,5.0
29,8,22,23,9,22,8,1,30,2,29,1,23,24,7,6,24,8,25,7,23,7,24,6,14,15,31,0,0,31,16,15,0,31,16,15,5.0
31,11,18,19,12,19,12,0,31,0,31,0,10,21,19,9,11,20,22,10,11,20,21,9,11,19,24,5,6,25,20,12,6,25,19,11,7.0
31,2,26,27,3,28,4,0,31,0,31,0,8,31,22,0,8,22,31,0,9,23,31,0,22,8,24,6,7,25,8,22,6,24,9,23,5.0
25,31,0,0,31,0,31,5,26,6,25,5,7,31,23,0,7,23,31,0,8,24,31,0,12,18,15,15,16,16,18,12,15,15,19,13,1.0
31,8,22,23,9,22,8,0,31,0,31,0,22,24,8,6,23,9,25,7,22,8,24,6,14,15,31,0,0,31,16,15,0,31,16,15,5.0
31,4,24,25,5,26,6,0,31,0,31,0,10,24,19,6,11,20,25,7,11,20,24,6,16,14,22,7,8,23,15,17,8,23,14,16,5.0
31,22,8,9,23,8,22,0,31,0,31,0,19,21,11,9,20,12,22,10,19,11,21,9,14,16,27,2,3,28,17,15,3,28,16,14,5.0
31,4,25,26,5,26,5,0,31,0,31,0,7,31,23,0,7,23,31,0,8,24,31,0,22,8,25,5,6,26,8,22,5,25,9,23,3.0
31,8,21,22,9,22,9,0,31,0,31,0,25,27,5,3,26,6,28,4,25,5,27,3,20,10,26,3,4,27,11,21,4,27,10,20,7.0
31,10,20,21,11,20,10,0,31,0,31,0,12,26,16,4,14,18,27,5,13,17,26,4,17,13,31,0,0,31,14,18,0,31,13,17,6.0
31,6,23,24,7,24,7,0,31,0,31,0,9,23,20,7,10,21,24,8,10,21,23,7,10,20,31,0,0,31,21,11,0,31,20,10,2.0
23,25,4,5,26,5,26,6,24,7,24,7,3,31,27,0,3,27,31,0,4,28,31,0,12,18,14,16,17,15,18,12,16,14,19,13,3.0
29,18,12,13,19,12,18,0,30,1,30,1,18,31,11,0,19,12,31,0,19,12,31,0,24,6,26,4,5,27,6,24,4,26,7,25,5.0
31,11,19,19,11,20,12,0,31,0,31,0,9,18,20,12,10,21,19,13,10,21,18,12,5,25,31,0,0,31,26,6,0,31,25,5,3.0
22,24,6,7,25,6,24,7,23,8,23,8,18,20,12,10,19,13,21,11,18,12,20,10,14,16,24,5,6,25,17,15,6,25,16,14,4.0
31,8,22,23,9,22,8,0,31,0,31,0,22,23,8,7,23,9,24,8,22,8,23,7,15,14,31,0,0,31,15,16,0,31,15,16,3.0
31,7,22,23,8,23,8,0,31,0,31,0,17,19,12,11,18,13,20,12,18,13,19,11,10,18,31,0,0,31,20,12,0,31,19,11,5.0
31,12,17,18,13,18,13,0,31,0,31,0,11,21,18,9,12,19,22,10,12,19,21,9,8,22,25,4,5,26,23,9,5,26,22,8,3.0
31,5,25,26,6,25,5,0,31,0,31,0,18,24,10,6,20,12,25,7,19,11,24,6,11,19,31,0,0,31,20,12,0,31,19,11,3.0
31,10,18,19,11,20,12,0,31,0,31,0,10,22,19,8,11,20,23,9,11,20,22,8,15,15,31,0,0,31,16,16,0,31,15,15,6.0
31,28,2,3,29,2,28,0,31,0,31,0,22,24,8,6,23,9,25,7,22,8,24,6,18,12,23,6,7,24,13,19,7,24,12,18,3.0
31,1,29,30,2,29,1,0,31,0,31,0,17,18,13,12,18,14,19,13,17,13,18,12,9,19,31,0,0,31,21,11,0,31,20,10,3.0
31,0,31,31,0,31,0,0,31,0,31,0,8,31,21,0,9,22,31,0,9,22,31,0,22,8,26,4,5,27,8,22,4,26,9,23,2.0
26,11,18,19,12,19,12,3,27,4,27,4,15,25,14,5,16,15,26,6,16,15,25,5,24,5,31,0,0,31,6,25,0,31,6,25,2.0
31,13,16,17,14,17,14,0,31,0,31,0,1,31,29,0,2,30,31,0,1,29,31,0,12,18,18,11,12,19,18,12,12,19,19,13,2.0
31,9,20,21,10,21,10,0,31,0,31,0,14,24,15,6,15,16,25,7,15,16,24,6,15,15,31,0,0,31,16,16,0,31,15,15,6.0
31,10,19,20,11,20,11,0,31,0,31,0,15,23,14,7,16,15,24,8,16,15,23,7,15,15,31,0,0,31,16,16,0,31,15,15,4.0
31,4,26,27,5,26,4,0,31,0,31,0,22,23,8,7,23,9,24,8,22,8,23,7,12,17,31,0,0,31,18,13,0,31,18,13,4.0
31,26,4,5,27,4,26,0,31,0,31,0,20,21,10,9,21,11,22,10,20,10,21,9,16,14,22,7,8,23,15,17,8,23,14,16,2.0
31,29,1,1,29,2,30,0,31,0,31,0,16,20,13,10,17,14,21,11,17,14,20,10,13,17,20,9,10,21,18,14,10,21,17,13,7.0
31,1,29,30,2,29,1,0,31,0,31,0,16,17,14,13,17,15,18,14,16,14,17,13,4,25,31,0,0,31,26,5,0,31,26,5,4.0
31,19,10,11,20,11,20,0,31,0,31,0,16,21,13,9,17,14,22,10,17,14,21,9,16,14,31,0,0,31,15,17,0,31,14,16,2.0
31,10,20,21,11,20,10,0,31,0,31,0,17,27,11,3,19,13,28,4,18,12,27,3,24,6,31,0,0,31,7,25,0,31,6,24,5.0
31,12,16,17,13,18,14,0,31,0,31,0,8,15,21,15,9,22,16,16,9,22,15,15,3,27,25,5,5,25,28,4,6,26,27,3,5.0
31,21,8,9,22,9,22,0,31,0,31,0,17,31,13,0,17,13,31,0,18,14,31,0,25,3,31,0,0,31,4,26,0,31,5,27,5.0
31,5,25,25,5,26,6,0,31,0,31,0,11,23,18,7,12,19,24,8,12,19,23,7,15,15,22,7,8,23,16,16,8,23,15,15,3.0
31,13,16,17,14,17,14,0,31,0,31,0,16,28,13,2,17,14,29,3,17,14,28,2,22,8,31,0,0,31,9,23,0,31,8,22,4.0
31,5,24,25,6,25,6,0,31,0,31,0,12,20,17,10,13,18,21,11,13,18,20,10,9,21,31,0,0,31,22,10,0,31,21,9,6.0
31,9,20,21,10,21,10,0,31,0,31,0,11,23,18,7,12,19,24,8,12,19,23,7,13,17,31,0,0,31,18,14,0,31,17,13,3.0
31,17,12,13,18,13,18,0,31,0,31,0,17,31,13,0,17,13,31,0,18,14,31,0,24,5,31,0,0,31,6,25,0,31,6,25,3.0
31,7,23,23,7,24,8,0,31,0,31,0,7,14,22,16,8,23,15,17,8,23,14,16,4,26,18,9,11,20,27,5,11,20,26,4,7.0
31,3,26,27,4,27,4,0,31,0,31,0,8,18,21,12,9,22,19,13,9,22,18,12,9,21,24,5,6,25,22,10,6,25,21,9,7.0
31,31,0,0,31,0,31,0,31,0,31,0,18,25,11,5,19,12,26,6,19,12,25,5,17,13,31,0,0,31,14,18,0,31,13,17,6.0
31,16,13,14,17,14,17,0,31,0,31,0,7,20,22,10,8,23,21,11,8,23,20,10,5,25,16,11,13,18,26,6,13,18,25,5,2.0
28,8,22,23,9,22,8,1,29,2,29,2,13,23,15,7,15,17,24,8,14,16,23,7,11,18,31,0,0,31,19,12,0,31,19,12,6.0
31,9,20,21,10,21,10,0,31,0,31,0,13,31,16,0,14,17,31,0,14,17,31,0,20,10,22,8,9,23,10,20,8,22,11,21,6.0
28,8,22,23,9,22,8,2,29,3,28,2,15,28,13,2,17,15,29,3,16,14,28,2,15,14,31,0,0,31,15,16,0,31,15,16,6.0
28,22,6,8,24,7,23,2,29,3,28,2,21,22,9,8,22,10,23,9,21,9,22,8,18,11,31,0,0,31,12,19,0,31,12,19,1.0
31,11,19,19,11,20,12,0,31,0,31,0,8,20,21,10,9,22,21,11,9,22,20,10,12,18,16,13,14,17,19,13,14,17,18,12,4.0
31,17,13,14,18,13,17,0,31,0,31,0,21,31,8,0,22,9,31,0,22,9,31,0,25,3,30,0,1,31,4,26,0,30,5,27,5.0
31,4,26,26,4,27,5,0,31,0,31,0,11,22,18,8,12,19,23,9,12,19,22,8,14,16,31,0,0,31,17,15,0,31,16,14,7.0
31,10,19,20,11,20,11,0,31,0,31,0,15,25,14,5,16,15,26,6,16,15,25,5,21,8,31,0,0,31,9,22,0,31,9,22,2.0
31,0,31,31,0,31,0,0,31,0,31,0,16,17,14,13,17,15,18,14,16,14,17,13,11,16,31,0,0,31,18,13,0,31,18,13,1.0
31,4,26,27,5,26,4,0,31,0,31,0,9,20,20,10,10,21,21,11,10,21,20,10,9,20,31,0,0,31,21,10,0,31,21,10,5.0
29,31,0,0,31,0,31,0,30,1,30,1,5,31,25,0,5,25,31,0,6,26,31,0,12,18,14,16,17,15,18,12,16,14,19,13,2.0
31,9,20,21,10,21,10,0,31,0,31,0,12,18,17,12,13,18,19,13,13,18,18,12,9,19,31,0,0,31,21,11,0,31,20,10,6.0
31,11,19,19,11,20,12,0,31,0,31,0,8,20,21,10,9,22,21,11,9,22,20,10,13,17,17,12,13,18,18,14,13,18,17,13,2.0
31,20,9,10,21,10,21,0,31,0,31,0,11,31,19,0,11,19,31,0,12,20,31,0,26,4,27,3,4,28,4,26,3,27,5,27,3.0
31,28,1,2,29,2,29,0,31,0,31,0,18,20,12,10,19,13,21,11,18,12,20,10,13,17,23,6,7,24,18,14,7,24,17,13,7.0
21,17,13,14,18,13,17,8,22,9,22,9,21,31,8,0,22,9,31,0,22,9,31,0,20,8,28,2,3,29,9,21,2,28,10,22,4.0
31,19,11,12,20,11,19,0,31,0,31,0,15,17,15,13,16,16,18,14,15,15,17,13,10,20,24,5,6,25,21,11,6,25,20,10,2.0
31,13,17,18,14,17,13,0,31,0,31,0,16,28,12,2,18,14,29,3,17,13,28,2,20,10,31,0,0,31,11,21,0,31,10,20,6.0
23,26,4,5,27,4,26,6,24,7,24,7,21,23,9,7,22,10,24,8,21,9,23,7,15,15,20,9,10,21,16,16,10,21,15,15,3.0
29,7,23,24,8,23,7,0,30,1,30,1,16,25,12,5,18,14,26,6,17,13,25,5,18,11,31,0,0,31,12,19,0,31,12,19,1.0
31,5,25,26,6,25,5,0,31,0,31,0,20,21,10,9,21,11,22,10,20,10,21,9,12,18,31,0,0,31,19,13,0,31,18,12,6.0
31,9,21,21,9,22,10,0,31,0,31,0,10,23,19,7,11,20,24,8,11,20,23,7,11,19,31,0,0,31,20,12,0,31,19,11,2.0
29,14,15,16,15,16,15,1,30,2,29,1,15,25,14,5,16,15,26,6,16,15,25,5,19,10,31,0,0,31,11,20,0,31,11,20,2.0
31,22,8,9,23,8,22,0,31,0,31,0,22,24,8,6,23,9,25,7,22,8,24,6,18,12,31,0,0,31,13,19,0,31,12,18,6.0
31,5,25,26,6,25,5,0,31,0,31,0,20,22,10,8,21,11,23,9,20,10,22,8,18,11,31,0,0,31,12,19,0,31,12,19,2.0
28,7,23,24,8,23,7,1,29,2,29,2,24,26,6,4,25,7,27,5,24,6,26,4,19,10,31,0,0,31,11,20,0,31,11,20,1.0
27,27,3,4,28,3,27,2,28,3,28,3,20,22,10,8,21,11,23,9,20,10,22,8,17,13,22,7,8,23,14,18,8,23,13,17,3.0
20,31,0,0,31,0,31,10,21,11,20,10,1,31,29,0,1,29,31,0,2,30,31,0,9,21,11,19,20,12,21,9,19,11,22,10,1.0
31,22,6,8,24,7,23,0,31,0,31,0,16,31,13,0,17,14,31,0,17,14,31,0,18,12,20,10,11,21,12,18,10,20,13,19,6.0
31,22,6,8,24,7,23,0,31,0,31,0,20,22,10,8,21,11,23,9,20,10,22,8,16,13,28,1,2,29,14,17,2,29,14,17,4.0
31,11,17,19,13,18,12,0,31,0,31,0,17,18,13,12,18,14,19,13,17,13,18,12,6,22,31,0,0,31,24,8,0,31,23,7,3.0
31,8,22,22,8,23,9,0,31,0,31,0,11,27,18,3,12,19,28,4,12,19,27,3,21,9,25,5,5,25,10,22,6,26,9,21,2.0
31,12,18,18,12,19,13,0,31,0,31,0,9,23,20,7,10,21,24,8,10,21,23,7,17,13,20,10,10,20,14,18,11,21,13,17,1.0
31,12,17,18,13,18,13,0,31,0,31,0,19,21,11,9,20,12,22,10,19,11,21,9,14,16,18,11,12,19,17,15,12,19,16,14,4.0
31,6,24,25,7,24,6,0,31,0,31,0,22,24,8,6,23,9,25,7,22,8,24,6,12,18,31,0,0,31,19,13,0,31,18,12,3.0
28,31,0,0,31,0,31,1,29,2,29,2,18,28,11,2,19,12,29,3,19,12,28,2,24,6,31,0,0,31,7,25,0,31,6,24,3.0
31,9,21,22,10,21,9,0,31,0,31,0,12,22,16,8,14,18,23,9,13,17,22,8,14,16,31,0,0,31,17,15,0,31,16,14,7.0
31,8,20,22,10,21,9,0,31,0,31,0,21,22,9,8,22,10,23,9,21,9,22,8,16,13,31,0,0,31,14,17,0,31,14,17,2.0
31,3,27,27,3,28,4,0,31,0,31,0,9,27,20,3,10,21,28,4,10,21,27,3,22,8,26,4,4,26,9,23,5,27,8,22,2.0
31,14,15,16,15,16,15,0,31,0,31,0,14,23,15,7,15,16,24,8,15,16,23,7,12,18,31,0,0,31,19,13,0,31,18,12,5.0
31,20,10,11,21,10,20,0,31,0,31,0,12,31,17,0,13,18,31,0,13,18,31,0,23,5,27,3,4,28,6,24,3,27,7,25,3.0
31,22,8,9,23,8,22,0,31,0,31,0,22,24,8,6,23,9,25,7,22,8,24,6,18,12,26,3,4,27,13,19,4,27,12,18,6.0
31,18,10,12,20,11,19,0,31,0,31,0,24,26,6,4,25,7,27,5,24,6,26,4,18,12,25,4,5,26,13,19,5,26,12,18,7.0
31,1,29,29,1,30,2,0,31,0,31,0,7,21,22,9,8,23,22,10,8,23,21,9,14,16,19,10,11,20,17,15,11,20,16,14,4.0
31,4,26,26,4,27,5,0,31,0,31,0,5,21,24,9,6,25,22,10,6,25,21,9,15,15,20,9,10,21,16,16,10,21,15,15,1.0
27,9,21,22,10,21,9,3,28,4,27,3,22,23,8,7,23,9,24,8,22,8,23,7,15,14,31,0,0,31,15,16,0,31,15,16,1.0
31,10,19,20,11,20,11,0,31,0,31,0,12,21,17,9,13,18,22,10,13,18,21,9,10,20,31,0,0,31,21,11,0,31,20,10,4.0
31,14,15,16,15,16,15,0,31,0,31,0,12,23,17,7,13,18,24,8,13,18,23,7,10,20,26,3,4,27,21,11,4,27,20,10,3.0
31,14,15,16,15,16,15,0,31,0,31,0,11,20,18,10,12,19,21,11,12,19,20,10,7,23,23,6,7,24,24,8,7,24,23,7,3.0
31,4,26,27,5,26,4,0,31,0,31,0,15,22,13,8,17,15,23,9,16,14,22,8,11,16,31,0,0,31,18,13,0,31,18,13,6.0
27,27,2,3,28,3,28,2,28,3,28,3,12,31,18,0,12,18,31,0,13,19,31,0,24,6,25,5,6,26,6,24,5,25,7,25,2.0
31,8,20,21,9,22,10,0,31,0,31,0,10,22,19,8,11,20,23,9,11,20,22,8,14,16,18,11,12,19,17,15,12,19,16,14,4.0
31,3,27,27,3,28,4,0,31,0,31,0,7,20,22,10,8,23,21,11,8,23,20,10,9,21,31,0,0,31,22,10,0,31,21,9,3.0
31,26,4,5,27,4,26,0,31,0,31,0,18,20,12,10,19,13,21,11,18,12,20,10,14,16,19,10,11,20,17,15,11,20,16,14,7.0
31,24,6,7,25,6,24,0,31,0,31,0,21,23,9,7,22,10,24,8,21,9,23,7,17,13,31,0,0,31,14,18,0,31,13,17,5.0
31,31,0,0,31,0,31,0,31,0,31,0,16,20,13,10,17,14,21,11,17,14,20,10,12,18,22,7,8,23,19,13,8,23,18,12,6.0
31,11,19,19,11,20,12,0,31,0,31,0,8,14,21,16,9,22,15,17,9,22,14,16,6,24,14,16,16,14,25,7,17,15,24,6,7.0
31,8,22,22,8,23,9,0,31,0,31,0,11,18,18,12,12,19,19,13,12,19,18,12,12,18,19,8,10,21,19,13,10,21,18,12,2.0
31,12,18,19,13,18,12,0,31,0,31,0,13,24,17,5,13,17,25,6,14,18,25,6,25,4,30,0,1,31,5,26,0,30,5,26,3.0
31,14,16,16,14,17,15,0,31,0,31,0,6,21,23,9,7,24,22,10,7,24,21,9,8,22,17,12,13,18,23,9,13,18,22,8,2.0
31,0,30,30,0,31,1,0,31,0,31,0,6,19,23,11,7,24,20,12,7,24,19,11,15,15,20,10,10,20,16,16,11,21,15,15,1.0
31,17,12,13,18,13,18,0,31,0,31,0,19,26,10,4,20,11,27,5,20,11,26,4,19,11,31,0,0,31,12,20,0,31,11,19,4.0
28,7,23,24,8,23,7,2,29,3,28,2,12,25,16,5,14,18,26,6,13,17,25,5,13,16,31,0,0,31,17,14,0,31,17,14,6.0
31,12,17,18,13,18,13,0,31,0,31,0,15,30,14,0,16,15,31,1,16,15,30,0,28,1,31,0,0,31,2,29,0,31,2,29,5.0
31,26,4,5,27,4,26,0,31,0,31,0,20,22,10,8,21,11,23,9,20,10,22,8,15,15,21,8,9,22,16,16,9,22,15,15,5.0
31,18,12,13,19,12,18,0,31,0,31,0,17,19,13,11,18,14,20,12,17,13,19,11,14,16,26,3,4,27,17,15,4,27,16,14,2.0
31,13,17,17,13,18,14,0,31,0,31,0,15,21,14,9,16,15,22,10,16,15,21,9,14,16,24,5,6,25,17,15,6,25,16,14,5.0
31,13,17,18,14,17,13,0,31,0,31,0,16,31,12,0,18,14,31,0,17,13,31,0,23,6,31,0,0,31,7,24,0,31,7,24,6.0
31,9,20,21,10,21,10,0,31,0,31,0,19,23,10,7,20,11,24,8,20,11,23,7,15,15,24,5,6,25,16,16,6,25,15,15,7.0
31,5,25,25,5,26,6,0,31,0,31,0,6,14,23,16,7,24,15,17,7,24,14,16,2,27,10,17,19,12,28,3,19,12,28,3,1.0
31,4,26,26,4,27,5,0,31,0,31,0,6,20,23,10,7,24,21,11,7,24,20,10,5,25,24,5,6,25,26,6,6,25,25,5,2.0
26,19,10,11,20,11,20,3,27,4,27,4,17,29,12,1,18,13,30,2,18,13,29,1,26,4,31,0,0,31,5,27,0,31,4,26,2.0
31,3,26,27,4,27,4,0,31,0,31,0,10,23,18,7,12,20,24,8,11,19,23,7,14,16,31,0,0,31,17,15,0,31,16,14,6.0
31,28,2,3,29,2,28,0,31,0,31,0,22,24,8,6,23,9,25,7,22,8,24,6,17,13,31,0,0,31,14,18,0,31,13,17,5.0
31,16,11,13,18,13,18,0,31,0,31,0,20,22,10,8,21,11,23,9,20,10,22,8,14,16,19,10,11,20,17,15,11,20,16,14,4.0
