@relation 'Sax dominant'

@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atLeee numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMaec numeric
@attribute o1atLaec numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute destClass {2,1}

@data
14,72,12,14,79,56,35,56,35,52,70,13,74,17,75,20,38,74,17,15,38,52,37,13,80,15,77,56,33,76,17,75,17,74,33,54,37,54,38,57,17,15,76,20,73,18,72,14,74,13,79,15,19,71,77,16,76,16,15,75,16,73,14,37,55,18,13,78,15,35,18,37,15,17,56,17,18,37,14,37,20,18,15,37,77,15,20,37,15,38,18,17,16,37,20,35,18,17,15,17,15,18,15,16,17,18,15,73,1.0
14,73,12,14,79,57,35,56,34,52,72,13,74,18,75,20,38,72,19,15,38,53,37,13,80,16,77,57,33,74,19,73,19,72,33,54,36,55,38,58,20,15,76,20,74,18,73,14,74,13,79,17,19,72,75,18,74,18,16,75,17,73,14,36,55,20,13,78,15,35,18,36,15,19,56,19,18,37,14,36,20,20,15,37,75,17,20,37,15,38,18,19,17,36,20,35,18,19,15,19,15,20,15,18,18,20,15,74,1.0
14,67,12,14,79,58,33,58,33,54,64,13,70,20,71,24,36,73,18,15,36,54,35,13,80,16,77,58,31,75,18,74,18,73,31,56,35,56,36,59,18,15,72,24,68,22,67,14,70,13,79,16,23,64,76,17,75,17,16,71,19,69,14,35,57,19,13,78,15,33,22,35,15,18,58,18,22,35,14,35,24,19,15,35,76,16,24,35,15,36,22,18,19,35,24,33,22,18,15,18,15,19,15,17,20,19,15,68,1.0
14,74,12,14,79,54,37,54,37,50,73,13,75,17,76,19,40,75,16,15,40,50,39,13,80,15,77,54,35,77,16,76,16,75,35,52,39,52,40,55,16,15,77,19,75,17,74,14,75,13,79,14,18,73,78,15,77,15,15,76,16,74,14,39,53,17,13,78,15,37,17,39,15,16,54,16,17,39,14,39,19,17,15,39,78,14,19,39,15,40,17,16,16,39,19,37,17,16,15,16,15,17,15,15,17,17,15,75,1.0
13,75,11,13,80,58,35,57,34,55,74,12,76,16,77,18,37,73,18,14,37,55,36,12,81,14,78,58,33,75,18,74,18,73,33,56,35,57,37,59,19,14,78,18,76,16,75,13,76,12,80,16,17,74,76,17,75,17,14,77,15,75,13,35,57,19,12,79,14,35,16,35,14,18,57,18,16,36,13,35,18,19,14,36,76,16,18,36,14,37,16,18,15,35,18,35,16,18,14,18,14,19,14,17,16,19,14,76,2.0
14,64,12,14,79,56,36,55,35,51,62,13,66,25,67,28,39,73,18,15,39,51,38,13,80,22,77,56,33,75,18,74,18,73,33,53,37,54,39,57,19,15,68,28,65,26,64,14,66,13,79,16,27,62,76,17,75,17,22,67,24,65,14,37,54,19,13,78,15,36,26,37,15,18,55,18,26,38,14,37,28,19,15,38,76,16,28,38,15,39,26,18,24,37,28,36,26,18,15,18,15,19,15,17,25,19,15,65,1.0
14,72,12,14,79,57,35,56,34,52,70,13,74,17,75,20,38,73,18,15,38,52,37,13,80,15,77,57,32,75,18,74,18,73,32,54,36,55,38,58,19,15,76,20,73,18,72,14,74,13,79,16,19,71,76,17,75,17,15,75,16,73,14,36,55,19,13,78,15,35,18,36,15,18,56,18,18,37,14,36,20,19,15,37,76,16,20,37,15,38,18,18,16,36,20,35,18,18,15,18,15,19,15,17,17,19,15,73,1.0
14,71,12,14,79,58,33,58,33,54,69,13,73,18,74,21,36,72,19,15,36,54,35,13,80,16,77,58,31,74,19,73,19,72,31,56,35,56,36,59,19,15,75,21,72,19,71,14,73,13,79,17,20,70,75,18,74,18,16,74,17,72,14,35,57,20,13,78,15,33,19,35,15,19,58,19,19,35,14,35,21,20,15,35,75,17,21,35,15,36,19,19,17,35,21,33,19,19,15,19,15,20,15,18,18,20,15,72,1.0
13,75,11,13,80,61,32,60,31,58,74,12,76,16,77,18,34,74,17,14,34,58,33,12,81,14,78,61,30,76,17,75,17,74,30,59,32,60,34,62,18,14,78,18,76,16,75,13,76,12,80,15,17,74,77,16,76,16,14,77,15,75,13,32,60,18,12,79,14,32,16,32,14,17,60,17,16,33,13,32,18,18,14,33,77,15,18,33,14,34,16,17,15,32,18,32,16,17,14,17,14,18,14,16,16,18,14,76,2.0
13,73,11,13,80,56,33,56,33,51,71,12,75,16,75,18,36,76,14,13,37,51,36,12,81,15,78,57,30,77,14,77,14,75,30,54,36,54,36,57,15,13,76,18,73,18,73,13,75,12,80,12,18,72,79,13,79,13,15,75,16,75,13,36,54,15,13,79,13,34,18,36,14,15,57,15,18,36,13,36,18,15,13,37,79,12,18,36,13,37,18,15,16,36,18,33,18,15,13,15,13,15,14,13,16,15,13,74,2.0
13,63,11,13,80,57,34,57,34,53,61,12,66,24,67,28,37,73,18,14,37,53,36,12,81,20,78,57,32,75,18,74,18,73,32,55,36,55,37,58,18,14,68,28,64,26,63,13,66,12,80,16,27,61,76,17,75,17,21,67,23,65,13,36,56,19,12,79,14,34,26,36,14,18,57,18,26,36,13,36,28,19,14,36,76,16,28,36,14,37,26,18,23,36,28,34,26,18,14,18,14,19,14,17,24,19,14,64,1.0
14,73,12,14,79,51,39,51,39,45,72,13,74,18,75,20,43,76,15,15,43,46,42,13,80,16,77,51,37,78,15,77,15,76,37,48,41,48,43,52,15,15,76,20,74,17,73,14,74,13,79,13,19,72,79,14,78,14,16,75,17,73,14,42,49,16,13,78,15,39,18,42,15,15,51,15,17,42,14,42,20,16,15,42,79,13,20,42,15,43,18,15,17,42,20,39,18,15,15,15,15,16,15,14,18,16,15,74,1.0
13,75,11,13,80,48,42,48,43,44,74,12,76,15,77,17,45,79,12,14,45,44,44,12,81,14,78,48,41,81,12,80,12,79,41,46,45,46,44,49,12,13,78,16,76,16,75,13,76,12,80,10,16,74,82,11,81,11,14,77,15,75,13,45,47,13,12,79,14,43,16,45,14,12,48,12,16,44,13,45,17,13,13,45,82,10,16,45,14,46,16,12,15,45,18,43,16,12,13,12,14,13,14,11,16,13,13,76,2.0
13,74,11,13,80,51,41,50,40,46,73,12,75,17,76,19,44,81,10,14,44,46,43,12,81,15,78,51,38,83,10,82,10,81,38,48,42,49,44,52,11,14,77,19,75,17,74,13,75,12,80,8,18,73,84,9,83,9,15,76,16,74,13,42,49,11,12,79,14,41,17,42,14,10,50,10,17,43,13,42,19,11,14,43,84,8,19,43,14,44,17,10,16,42,19,41,17,10,14,10,14,11,14,9,17,11,14,75,2.0
14,73,12,14,79,57,35,56,34,52,72,13,74,18,75,20,38,74,17,15,38,52,37,13,80,16,77,57,32,76,17,75,17,74,32,54,36,55,38,58,18,15,76,20,74,18,73,14,74,13,79,15,19,72,77,16,76,16,16,75,17,73,14,36,55,18,13,78,15,35,18,36,15,17,56,17,18,37,14,36,20,18,15,37,77,15,20,37,15,38,18,17,17,36,20,35,18,17,15,17,15,18,15,16,18,18,15,74,1.0
14,74,12,14,79,54,37,54,37,50,73,13,75,17,76,19,40,76,14,15,40,50,39,13,80,15,77,54,35,78,14,77,14,75,35,52,39,52,40,55,14,15,77,19,75,17,74,14,75,13,79,11,18,73,80,12,79,12,15,76,16,74,14,39,53,15,13,78,15,37,17,39,15,14,54,14,17,39,14,39,19,15,15,39,80,11,19,39,15,40,17,14,16,39,19,37,17,14,15,14,15,15,15,12,17,15,15,75,1.0
14,75,12,14,79,52,39,51,39,48,74,13,76,16,76,17,41,78,12,14,42,48,41,13,80,15,77,52,37,79,13,79,12,77,37,50,41,50,41,52,13,14,77,17,75,17,74,13,75,12,79,10,17,74,81,11,81,11,15,75,16,74,14,41,50,13,12,78,14,40,17,41,15,13,52,13,17,41,13,41,17,13,14,42,81,10,17,41,14,42,17,13,16,41,17,39,17,13,14,13,14,13,15,11,16,13,14,76,2.0
14,62,12,14,79,57,38,55,37,55,60,13,65,25,66,29,39,70,21,15,39,55,38,13,80,22,77,56,37,72,22,71,21,70,37,55,37,56,39,57,22,15,67,29,63,27,62,14,65,13,79,19,28,61,73,20,72,20,23,66,24,64,14,37,56,22,13,78,15,38,27,37,15,21,55,21,27,38,14,37,29,22,15,38,73,19,29,38,15,39,27,21,24,37,29,38,27,21,15,21,15,22,15,20,25,22,15,63,1.0
13,74,11,13,80,52,38,52,39,48,73,12,75,16,76,18,41,79,12,14,41,48,40,12,81,15,78,52,37,81,12,80,12,79,37,50,41,50,40,53,12,13,77,17,75,17,74,13,75,12,80,10,17,73,82,11,81,11,15,76,16,74,13,41,51,13,12,79,14,39,17,41,14,12,52,12,17,40,13,41,18,13,13,41,82,10,17,41,14,42,17,12,16,41,19,39,17,12,13,12,14,13,14,11,17,13,13,75,2.0
15,73,13,15,78,52,40,51,39,47,72,14,74,18,75,20,43,75,16,16,43,47,42,14,79,16,76,52,37,77,16,76,16,75,37,49,41,50,43,53,17,16,76,20,74,18,72,14,73,13,78,14,19,72,78,15,77,15,16,74,17,72,15,41,50,17,13,77,16,40,18,41,16,16,51,16,18,42,14,41,20,17,16,42,78,14,20,42,16,43,18,16,17,41,20,40,18,16,16,16,16,17,16,15,18,17,16,74,1.0
14,74,12,14,79,56,38,54,37,52,73,13,75,17,76,19,40,77,14,15,40,52,39,13,80,15,77,55,36,79,15,78,14,77,36,53,38,54,40,56,15,15,77,19,75,17,73,13,74,12,79,12,18,73,80,13,79,13,15,75,16,73,14,38,54,15,12,78,15,38,17,38,15,14,54,14,17,39,13,38,19,15,15,39,80,12,19,39,15,40,17,14,16,38,19,38,17,14,15,14,15,15,15,13,17,15,15,75,2.0
14,71,12,14,79,58,35,57,34,55,69,13,73,18,74,21,37,73,18,15,37,55,36,13,80,16,77,58,33,75,18,74,18,73,33,56,35,57,37,59,19,15,75,21,72,19,71,14,73,13,79,16,20,70,76,17,75,17,16,74,17,72,14,35,57,19,13,78,15,35,19,35,15,18,57,18,19,36,14,35,21,19,15,36,76,16,21,36,15,37,19,18,17,35,21,35,19,18,15,18,15,19,15,17,18,19,15,72,1.0
12,50,10,14,80,55,40,53,39,53,48,11,52,39,54,42,41,69,22,14,41,53,40,12,82,36,78,54,39,71,23,70,22,69,39,53,39,54,41,55,23,14,54,42,51,40,50,12,52,11,80,20,41,48,72,21,71,21,36,53,38,52,12,39,54,23,12,79,14,40,40,39,14,22,53,22,40,40,12,39,42,23,14,40,72,20,42,40,14,41,40,22,38,39,42,40,40,22,14,22,14,23,14,21,39,23,14,51,2.0
13,73,11,13,80,51,39,51,40,47,72,12,74,17,75,19,42,77,14,14,42,47,41,12,81,16,78,51,38,79,14,78,14,77,38,49,42,49,41,52,14,13,76,18,74,18,73,13,74,12,80,12,18,72,80,13,79,13,16,75,17,73,13,42,50,15,12,79,14,40,18,42,14,14,51,14,18,41,13,42,19,15,13,42,80,12,18,42,14,43,18,14,17,42,20,40,18,14,13,14,14,15,14,13,18,15,13,74,2.0
12,72,10,12,81,49,42,49,42,45,70,11,74,17,74,19,44,81,10,13,45,45,44,11,82,15,79,49,40,83,10,82,10,81,40,47,44,47,43,50,10,12,75,18,72,19,72,12,74,11,81,8,19,70,84,9,83,9,15,74,17,73,12,44,48,10,11,80,13,42,19,44,13,10,49,10,19,44,12,44,20,11,12,44,84,8,18,44,12,45,19,10,17,44,19,42,19,10,12,10,12,11,13,9,17,11,12,73,2.0
12,75,10,12,81,55,38,54,37,52,74,11,76,16,77,18,40,75,16,13,40,52,39,11,82,14,79,55,36,77,16,76,16,75,36,53,38,54,40,56,17,13,78,18,76,16,75,12,76,11,81,14,17,74,78,15,77,15,14,77,15,75,12,38,54,17,11,80,13,38,16,38,13,16,54,16,16,39,12,38,18,17,13,39,78,14,18,39,13,40,16,16,15,38,18,38,16,16,13,16,13,17,13,15,16,17,13,76,2.0
14,63,12,14,79,59,34,58,33,56,61,13,65,26,66,29,36,73,18,15,36,56,35,13,80,23,77,59,32,75,18,74,18,73,32,57,34,58,36,60,19,15,67,29,64,27,63,14,65,13,79,16,28,61,76,17,75,17,23,66,25,64,14,34,58,19,13,78,15,34,27,34,15,18,58,18,27,35,14,34,29,19,15,35,76,16,29,35,15,36,27,18,25,34,29,34,27,18,15,18,15,19,15,17,26,19,15,64,1.0
14,75,12,14,79,44,46,44,46,39,74,13,76,16,76,18,49,87,4,15,50,39,49,13,80,15,77,44,44,89,4,88,4,87,43,41,49,41,49,45,4,14,77,17,75,17,75,14,76,13,79,2,17,74,90,3,89,3,15,76,16,75,14,49,42,5,13,78,15,46,17,49,15,4,44,4,17,49,14,49,18,5,14,49,90,2,17,49,14,50,17,4,16,49,18,46,17,4,14,4,14,5,15,3,16,5,14,76,2.0
12,76,10,12,81,56,36,55,36,54,75,11,77,15,77,16,37,72,18,12,38,54,37,11,82,14,79,56,35,73,19,73,18,71,35,55,37,55,37,56,19,12,78,16,76,16,76,12,77,11,81,16,16,75,75,17,75,17,14,77,15,76,12,37,55,19,11,80,12,37,16,37,13,19,56,19,16,37,12,37,16,19,12,38,75,16,16,37,12,38,16,19,15,37,16,36,16,19,12,19,12,19,13,17,15,19,12,77,2.0
13,74,11,13,80,55,37,54,36,51,73,12,75,17,76,19,40,76,15,14,40,51,39,12,81,15,78,55,35,78,15,77,15,76,34,52,38,53,40,56,16,14,77,19,75,17,74,13,75,12,80,13,18,73,79,14,78,14,15,76,16,74,13,38,53,16,12,79,14,37,17,38,14,15,54,15,17,39,13,38,19,16,14,39,79,13,19,39,14,40,17,15,16,38,19,37,17,15,14,15,14,16,14,14,17,16,14,75,2.0
14,61,12,14,79,59,34,58,33,56,59,13,63,28,64,31,36,71,20,15,36,56,35,13,80,25,77,59,32,73,20,72,20,71,32,57,34,58,36,60,21,15,65,31,62,29,61,14,63,13,79,18,30,59,74,19,73,19,25,64,27,62,14,34,58,21,13,78,15,34,29,34,15,20,58,20,29,35,14,34,31,21,15,35,74,18,31,35,15,36,29,20,27,34,31,34,29,20,15,20,15,21,15,19,28,21,15,62,1.0
11,47,9,13,81,57,38,55,37,55,46,10,48,44,50,46,39,65,27,13,39,55,38,11,83,42,79,56,37,66,28,65,26,65,37,55,37,56,39,57,28,13,50,46,48,44,47,11,48,10,81,24,45,46,68,26,66,25,42,49,43,47,11,37,56,28,10,80,13,38,44,37,13,27,55,26,44,38,11,37,46,28,13,38,67,25,46,38,13,39,44,26,43,37,46,38,44,26,13,27,13,28,13,26,44,28,13,48,2.0
14,74,12,14,79,59,35,58,34,56,73,13,75,17,75,18,36,73,18,14,36,57,35,13,80,16,77,58,34,75,19,74,18,73,34,57,35,57,36,59,19,14,76,18,74,18,74,14,75,13,79,16,18,73,76,17,75,17,16,75,17,74,14,35,57,19,13,78,15,35,18,35,15,18,58,18,18,35,14,35,18,19,15,36,76,16,19,35,14,36,18,18,17,35,19,35,18,18,15,18,14,19,15,17,17,19,14,75,1.0
12,75,10,12,81,51,39,51,40,47,74,11,76,15,77,17,42,79,12,13,42,47,41,11,82,14,79,51,38,81,12,80,12,79,38,49,42,49,41,52,12,12,78,16,76,16,75,12,76,11,81,10,16,74,82,11,81,11,14,77,15,75,12,42,50,13,11,80,13,40,16,42,13,12,51,12,16,41,12,42,17,13,12,42,82,10,16,42,13,43,16,12,15,42,18,40,16,12,12,12,13,13,13,11,16,13,12,76,2.0
15,73,13,15,78,57,34,57,34,53,72,14,74,18,75,20,37,74,17,16,37,53,36,14,79,16,76,57,32,76,17,75,17,74,32,55,36,55,37,58,17,16,76,20,74,18,73,15,74,14,78,15,19,72,77,16,76,16,16,75,17,73,15,36,56,18,14,77,16,34,18,36,16,17,57,17,18,36,15,36,20,18,16,36,77,15,20,36,16,37,18,17,17,36,20,34,18,17,16,17,16,18,16,16,18,18,16,74,1.0
14,67,13,15,78,58,35,56,34,52,64,14,71,18,72,23,38,74,17,16,38,54,37,14,79,15,76,57,34,76,18,75,17,74,34,54,35,55,38,58,18,16,73,23,68,20,66,14,70,13,78,15,22,66,77,16,76,16,16,71,17,69,15,36,55,18,13,77,16,35,21,35,16,17,56,17,20,37,14,36,23,18,16,37,77,15,23,37,16,38,21,17,17,35,23,35,21,17,16,17,16,18,16,16,18,18,16,68,1.0
14,69,12,14,79,59,32,59,32,55,66,13,72,18,73,22,35,75,16,15,35,55,34,13,80,16,77,59,30,77,16,76,16,75,30,57,34,57,35,60,16,15,74,22,70,20,69,14,72,13,79,14,21,68,78,15,77,15,16,73,17,71,14,34,58,17,13,78,15,32,20,34,15,16,59,16,20,34,14,34,22,17,15,34,78,14,22,34,15,35,20,16,17,34,22,32,20,16,15,16,15,17,15,15,18,17,15,70,1.0
14,71,12,14,79,57,34,57,34,53,69,13,73,18,74,21,37,73,18,15,37,53,36,13,80,16,77,57,32,75,18,74,18,73,32,55,36,55,37,58,18,15,75,21,72,19,71,14,73,13,79,16,20,70,76,17,75,17,16,74,17,72,14,36,56,19,13,78,15,34,19,36,15,18,57,18,19,36,14,36,21,19,15,36,76,16,21,36,15,37,19,18,17,36,21,34,19,18,15,18,15,19,15,17,18,19,15,72,1.0
14,66,12,14,79,58,34,57,33,53,63,13,70,19,71,24,37,73,18,15,37,53,36,13,80,16,77,58,31,75,18,74,18,73,31,55,35,56,37,59,19,15,72,24,67,22,66,14,70,13,79,16,23,65,76,17,75,17,17,71,18,69,14,35,56,19,13,78,15,34,22,35,15,18,57,18,22,36,14,35,24,19,15,36,76,16,24,36,15,37,22,18,18,35,24,34,22,18,15,18,15,19,15,17,19,19,15,67,1.0
13,75,11,13,80,57,34,57,34,53,74,12,76,16,77,18,37,75,16,14,37,53,36,12,81,14,78,57,32,77,16,76,16,75,32,55,36,55,37,58,16,14,78,18,76,16,75,13,76,12,80,14,17,74,78,15,77,15,14,77,15,75,13,36,56,17,12,79,14,34,16,36,14,16,57,16,16,36,13,36,18,17,14,36,78,14,18,36,14,37,16,16,15,36,18,34,16,16,14,16,14,17,14,15,16,17,14,76,2.0
14,67,12,14,79,56,35,56,35,52,64,13,71,18,72,23,38,74,17,15,38,52,37,13,80,16,77,56,33,76,17,75,17,74,33,54,37,54,38,57,17,15,73,23,68,21,67,14,71,13,79,15,22,67,77,16,76,16,17,72,17,70,14,37,55,18,13,78,15,35,21,37,15,17,56,17,21,37,14,37,23,18,15,37,77,15,23,37,15,38,21,17,17,37,23,35,21,17,15,17,15,18,15,16,18,18,15,68,1.0
14,63,12,14,79,58,35,57,34,55,61,13,65,26,66,29,37,73,18,15,37,55,36,13,80,23,77,58,33,75,18,74,18,73,33,56,35,57,37,59,19,15,67,29,64,27,63,14,65,13,79,16,28,61,76,17,75,17,23,66,25,64,14,35,57,19,13,78,15,35,27,35,15,18,57,18,27,36,14,35,29,19,15,36,76,16,29,36,15,37,27,18,25,35,29,35,27,18,15,18,15,19,15,17,26,19,15,64,1.0
13,69,11,14,80,58,37,56,36,56,68,12,70,22,72,24,38,71,20,14,38,56,37,12,81,20,78,57,36,73,21,72,20,71,36,56,36,57,38,58,21,14,72,24,70,22,69,13,70,12,80,18,23,68,74,19,73,19,20,71,21,69,13,36,57,21,12,79,14,37,22,36,14,20,56,20,22,37,13,36,24,21,14,37,74,18,24,37,14,38,22,20,21,36,24,37,22,20,14,20,14,21,14,19,22,21,14,70,2.0
12,66,10,12,81,55,38,54,37,53,63,11,69,21,70,25,40,73,18,13,40,53,39,11,82,17,79,55,37,74,18,73,18,72,36,53,38,54,40,56,19,13,71,25,67,23,66,12,69,11,81,15,24,63,76,16,75,16,17,70,20,69,12,38,54,19,12,80,13,38,23,38,13,18,54,18,23,39,12,38,25,19,13,39,76,16,25,39,13,40,23,18,20,38,25,38,23,18,13,18,13,19,13,16,21,19,13,67,2.0
14,73,12,14,79,53,38,52,37,46,72,13,74,18,75,20,42,76,15,15,42,47,41,13,80,16,77,53,35,78,15,77,15,76,35,49,39,50,42,54,16,15,76,20,74,17,73,14,74,13,79,13,19,72,79,14,78,14,16,75,17,73,14,40,50,16,13,78,15,38,18,40,15,15,52,15,17,41,14,40,20,16,15,41,79,13,20,41,15,42,18,15,17,40,20,38,18,15,15,15,15,16,15,14,18,16,15,74,1.0
14,72,12,14,79,46,44,46,44,41,70,13,74,17,74,19,47,86,5,15,48,41,47,13,80,16,77,46,42,88,5,87,5,86,41,43,47,43,46,47,5,14,75,18,72,19,72,14,74,13,79,3,19,71,89,4,88,4,16,74,17,73,14,47,44,5,13,78,15,44,19,47,15,5,46,5,19,47,14,47,20,6,14,47,89,3,18,47,14,48,19,5,17,47,19,44,19,5,14,5,14,6,15,4,17,6,14,73,2.0
15,72,13,15,78,58,35,57,34,53,70,14,74,17,74,19,37,73,18,15,37,54,36,14,79,16,76,57,33,75,19,74,18,73,33,55,36,55,37,58,19,15,75,19,72,19,71,14,73,13,78,16,19,71,76,17,75,17,16,73,17,72,15,36,55,19,13,77,16,35,19,36,16,18,57,18,19,36,14,36,19,19,16,37,76,16,20,36,15,37,19,18,17,36,20,35,19,18,16,18,15,19,16,17,17,19,15,73,1.0
14,70,12,14,79,56,35,56,35,52,68,13,72,19,73,22,38,73,18,15,38,52,37,13,80,16,77,56,33,75,18,74,18,73,33,54,37,54,38,57,18,15,74,22,71,20,70,14,72,13,79,16,21,68,76,17,75,17,16,73,18,71,14,37,55,19,13,78,15,35,20,37,15,18,56,18,20,37,14,37,22,19,15,37,76,16,22,37,15,38,20,18,18,37,22,35,20,18,15,18,15,19,15,17,19,19,15,71,1.0
13,76,11,13,80,58,34,57,34,56,75,12,77,15,77,16,35,74,16,13,36,56,35,12,81,14,78,58,33,75,17,75,16,73,33,57,35,57,35,58,17,13,78,16,76,16,75,12,76,11,80,14,16,75,77,15,77,15,14,76,15,75,13,35,57,17,11,79,13,35,16,35,14,17,58,17,16,35,12,35,16,17,13,36,77,14,16,35,13,36,16,17,15,35,16,34,16,17,13,17,13,17,14,15,15,17,13,77,2.0
14,74,12,14,79,49,44,47,43,44,73,13,75,17,75,19,46,78,13,15,47,44,46,13,80,16,77,48,42,80,14,79,13,78,41,45,45,46,46,49,14,14,76,18,74,18,74,14,75,13,79,11,18,73,81,12,80,12,16,75,17,74,14,45,46,14,13,78,15,44,18,45,15,13,47,13,18,46,14,45,19,14,14,46,81,11,18,46,14,47,18,13,17,45,19,44,18,13,14,13,14,14,15,12,17,14,14,75,2.0
15,65,13,15,78,59,35,58,34,56,63,14,67,24,67,26,36,71,20,15,36,57,35,14,79,22,76,58,34,73,21,72,20,71,34,57,35,57,36,59,21,15,68,26,65,26,65,15,67,14,78,18,26,63,74,19,73,19,22,67,24,66,15,35,57,21,14,77,16,35,26,35,16,20,58,20,26,35,15,35,26,21,16,36,74,18,27,35,15,36,26,20,24,35,27,35,26,20,16,20,15,21,16,19,24,21,15,66,1.0
14,73,12,14,79,57,37,55,36,53,72,13,74,18,75,20,39,77,14,15,39,53,38,13,80,16,77,56,35,79,15,78,14,77,35,54,37,55,39,57,15,15,76,20,74,18,73,14,74,13,79,12,19,72,80,13,79,13,16,75,17,73,14,37,55,15,13,78,15,37,18,37,15,14,55,14,18,38,14,37,20,15,15,38,80,12,20,38,15,39,18,14,17,37,20,37,18,14,15,14,15,15,15,13,18,15,15,74,2.0
13,75,11,13,80,58,34,57,34,56,74,12,76,16,76,17,35,76,14,13,36,56,35,12,81,15,78,58,33,77,15,77,14,75,33,57,35,57,35,58,15,13,77,17,75,17,75,13,76,12,80,12,17,74,79,13,79,13,15,76,16,75,13,35,57,15,12,79,13,35,17,35,14,15,58,15,17,35,13,35,17,15,13,36,79,12,17,35,13,36,17,15,16,35,17,34,17,15,13,15,13,15,14,13,16,15,13,76,2.0
14,73,12,14,79,48,42,47,41,41,72,13,74,18,74,20,46,77,14,15,47,42,46,13,80,17,77,48,40,79,14,78,14,77,38,43,45,44,46,49,15,14,75,19,73,19,73,14,74,13,79,12,19,72,80,13,79,13,17,74,18,74,14,45,44,15,14,78,15,42,19,45,15,14,47,14,19,46,14,45,20,15,14,46,80,12,19,46,14,47,19,14,18,45,20,42,19,14,14,14,14,15,15,13,18,15,14,74,2.0
14,64,12,14,79,58,35,57,34,55,62,13,69,19,70,25,37,73,18,15,37,55,36,13,80,15,77,58,33,75,18,74,18,73,33,56,35,57,37,59,19,15,71,25,65,23,63,13,68,12,79,16,24,64,76,17,75,17,18,69,18,67,14,35,57,19,12,78,15,35,23,35,15,18,57,18,23,36,13,35,25,19,15,36,76,16,25,36,15,37,23,18,18,35,25,35,23,18,15,18,15,19,15,17,19,19,15,65,1.0
13,72,11,13,80,56,36,55,35,51,70,12,74,17,75,20,39,73,18,14,39,51,38,12,81,15,78,56,33,75,18,74,18,73,33,53,37,54,39,57,19,14,76,20,73,18,72,13,74,12,80,16,19,71,76,17,75,17,15,75,16,73,13,37,54,19,12,79,14,36,18,37,14,18,55,18,18,38,13,37,20,19,14,38,76,16,20,38,14,39,18,18,16,37,20,36,18,18,14,18,14,19,14,17,17,19,14,73,1.0
