@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atLkk numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute destClass {2.0,1.0}

@data
64,35,83,28,59,48,44,71,10,12,82,19,76,65,30,46,50,11,84,13,81,16,79,17,78,22,73,60,36,46,30,66,1,12,74,13,77,21,49,65,29,59,35,45,49,10,83,94,9,18,74,46,36,84,10,12,80,60,1,21,73,84,10,16,78,95,0,17,76,94,0,0,11,82,85,0,13,79,16,78,17,73,11,81,14,80,22,50,15,73,46,1,12,78,14,79,15,77,17,49,12,50,18,50,22,36,12,11,65,10,11,79,59,29,45,35,22,1,60,30,15,49,16,74,13,80,59,10,21,35,13,73,14,79,16,1,11,77,2.0
73,41,90,17,47,57,33,71,10,13,82,19,76,75,19,34,59,11,84,14,80,15,79,18,77,21,74,50,43,35,20,76,0,12,74,14,77,21,59,75,19,50,44,35,59,11,83,94,2,18,74,35,44,91,3,11,80,51,0,21,73,91,3,16,78,95,0,17,76,94,0,0,11,81,92,0,13,79,16,77,17,73,11,80,14,79,21,60,15,73,36,1,12,78,14,79,15,76,17,59,12,60,18,60,22,45,12,4,75,3,11,79,50,19,35,44,22,1,50,19,15,59,16,74,13,80,50,3,21,44,14,73,14,78,16,1,11,77,2.0
65,32,80,27,60,43,47,68,10,12,82,22,76,66,28,50,46,11,84,13,81,15,80,17,78,25,70,61,34,50,29,67,0,12,71,13,77,24,45,66,28,61,33,49,45,10,83,94,12,18,71,50,34,81,13,12,81,62,1,24,70,81,13,16,79,95,0,17,77,94,0,0,11,82,82,0,13,79,15,78,17,70,10,81,13,80,25,46,14,70,50,1,12,78,14,80,14,77,17,45,12,46,18,46,25,34,12,14,66,13,11,80,61,28,49,33,25,1,61,29,14,45,15,71,12,80,61,13,24,33,13,70,14,79,15,1,11,77,2.0
58,40,76,34,54,41,53,43,9,12,83,49,71,60,36,54,42,10,85,14,81,15,80,22,73,51,45,55,41,54,36,60,1,11,45,13,73,50,41,59,35,54,40,53,41,10,84,94,16,22,45,54,41,77,18,11,80,55,1,50,44,77,17,19,78,95,0,21,73,94,0,0,11,82,78,1,13,79,16,74,21,44,10,81,14,80,51,42,15,44,54,1,11,74,14,80,15,73,21,41,11,42,22,42,51,41,11,18,59,17,10,79,54,35,53,40,51,1,55,36,15,41,16,45,12,81,54,17,50,40,13,44,15,78,16,1,10,73,2.0
65,33,79,27,59,45,45,61,11,14,81,29,75,66,29,48,48,12,83,15,79,17,78,18,77,32,63,61,35,48,29,67,1,13,64,15,76,31,47,66,28,60,34,47,46,12,82,94,13,19,64,48,35,80,14,13,79,61,1,30,63,80,14,17,77,95,0,18,75,94,0,0,12,80,81,0,14,78,17,77,18,63,12,79,15,78,32,48,16,63,48,1,13,77,16,78,16,75,18,47,13,48,19,48,32,35,13,15,66,14,12,78,60,28,47,34,32,1,61,29,16,47,17,64,14,79,60,14,31,34,15,63,15,77,17,1,12,76,1.0
65,34,74,27,60,35,57,45,9,13,83,43,71,66,29,59,36,10,85,14,80,15,79,20,74,46,48,61,35,59,29,67,7,10,49,14,74,46,36,66,28,60,34,58,36,10,84,87,18,20,48,59,35,75,19,10,80,61,7,46,48,75,19,17,78,89,6,20,73,88,6,5,10,81,76,6,13,79,15,74,20,48,10,80,14,79,47,36,15,48,59,7,10,75,14,79,15,73,20,36,11,37,21,36,47,35,11,20,66,19,10,79,60,28,58,34,47,7,61,29,15,36,15,48,13,80,60,19,46,34,14,48,14,78,16,7,10,74,1.0
65,33,78,27,59,38,54,54,8,11,84,32,77,66,29,56,40,9,86,13,82,14,81,17,78,37,59,61,35,56,29,67,1,10,59,12,78,36,39,66,28,60,34,55,39,9,85,94,14,17,59,56,35,79,15,10,81,61,1,36,58,79,15,15,79,95,0,16,77,94,0,0,10,83,80,0,11,80,15,79,16,58,9,82,13,81,37,40,14,58,56,1,10,79,13,81,14,77,16,39,10,40,17,40,37,35,10,16,66,15,9,80,60,28,55,34,37,1,61,29,14,39,15,59,11,82,60,15,36,34,12,58,13,79,15,1,9,78,2.0
73,35,90,17,53,54,34,76,9,11,83,16,77,74,19,37,57,10,85,12,82,15,79,16,78,17,77,56,38,37,19,76,1,10,78,12,78,17,57,75,18,55,38,37,57,9,84,94,0,16,77,37,38,92,1,10,80,57,1,17,76,92,2,15,78,95,0,15,77,94,0,0,10,83,93,0,12,79,15,78,16,76,10,82,14,81,17,57,15,77,38,1,10,79,12,79,14,78,16,57,10,58,16,57,17,38,11,3,75,2,10,79,56,19,37,38,18,1,56,19,15,57,15,77,12,81,56,2,17,38,12,77,14,79,16,1,10,78,2.0
66,31,79,26,61,45,43,60,11,14,81,30,75,67,27,47,49,12,83,15,79,17,78,18,77,33,62,62,33,47,28,68,0,13,63,15,76,32,48,67,27,62,32,46,47,12,82,94,13,19,63,47,33,80,14,13,79,63,1,31,62,80,14,17,77,95,0,18,75,94,0,0,12,80,81,0,14,78,17,77,18,62,12,79,15,78,33,49,16,62,47,1,13,77,16,78,16,75,18,48,13,49,19,49,33,33,13,15,67,14,12,78,62,27,46,32,33,1,62,28,16,48,17,63,14,79,62,14,32,32,15,62,15,77,17,1,12,76,1.0
64,35,79,28,57,43,51,54,8,11,84,36,76,65,30,52,44,9,86,13,82,15,80,18,77,39,57,59,37,52,30,66,1,10,57,12,77,38,43,65,29,58,36,51,43,9,85,94,13,18,57,52,37,80,14,10,80,59,1,38,55,80,14,16,78,95,0,16,77,94,0,0,10,83,81,0,12,79,16,78,17,56,9,82,14,81,39,44,15,56,52,1,10,78,13,80,15,77,17,43,10,44,18,44,39,37,10,15,65,14,9,79,58,29,51,36,39,1,59,30,15,43,16,57,11,82,58,14,38,36,12,56,15,78,16,1,9,77,2.0
70,34,80,22,56,49,39,64,11,12,81,22,76,71,23,41,52,12,83,13,81,16,78,18,77,26,69,58,35,42,24,72,0,13,69,13,77,26,52,71,23,58,36,42,52,11,82,94,12,18,69,42,37,81,13,12,79,59,0,26,67,81,13,16,77,95,0,16,76,94,0,0,12,82,82,0,13,78,17,77,17,67,12,81,15,80,27,53,16,68,43,1,13,78,13,78,15,77,17,52,13,53,18,53,27,37,13,14,71,13,12,78,58,23,42,36,27,1,58,23,16,52,17,69,13,80,58,13,26,36,13,68,15,78,17,1,12,77,1.0
66,32,77,26,60,42,48,60,11,14,81,30,75,67,27,50,45,12,83,15,79,17,78,18,77,33,62,61,33,51,28,68,0,13,63,15,76,32,44,67,27,61,33,50,44,12,82,94,15,19,63,51,34,78,16,13,79,62,1,32,62,78,16,17,77,95,0,18,75,94,0,0,12,80,79,0,14,78,17,77,18,62,12,79,15,78,33,45,16,62,51,1,13,77,16,78,16,75,18,44,13,45,19,45,33,34,13,17,67,16,12,78,61,27,50,33,33,1,61,28,16,44,17,63,14,79,61,16,32,33,15,62,15,77,17,1,12,76,1.0
63,35,76,29,57,40,54,49,10,13,82,41,67,64,31,55,41,11,84,15,80,17,78,25,70,44,52,59,37,55,31,65,5,12,52,14,70,43,40,64,30,58,36,54,40,11,83,88,16,25,52,55,37,77,17,12,78,59,5,43,51,77,17,21,76,91,4,24,69,90,4,2,12,81,78,4,14,77,18,71,24,51,11,80,16,79,44,41,17,51,55,5,12,71,15,78,17,70,24,40,12,41,25,41,44,37,12,18,64,17,11,77,58,30,54,36,44,5,59,31,17,40,18,52,14,80,58,17,43,36,14,51,16,77,18,5,11,70,1.0
65,34,76,27,58,43,49,61,11,13,81,29,75,66,29,51,45,12,83,14,80,17,78,18,77,32,63,60,36,51,29,67,1,13,64,14,76,31,44,66,28,59,35,50,44,11,82,94,16,19,64,51,36,77,17,13,79,60,1,31,63,77,17,17,77,95,0,18,75,94,0,0,12,81,78,0,14,78,17,77,18,63,12,80,15,79,32,45,16,63,51,1,13,77,15,78,16,76,18,44,13,45,19,45,32,36,13,18,66,17,12,78,59,28,50,35,32,1,60,29,16,44,17,64,14,79,59,17,31,35,14,63,15,78,17,1,12,76,1.0
70,33,87,20,55,55,35,76,9,11,83,16,77,71,22,37,57,10,85,12,82,15,79,16,78,17,77,58,36,37,22,73,1,10,78,12,78,17,57,72,21,57,36,37,57,9,84,94,3,16,77,37,36,89,4,10,80,59,1,17,76,89,5,15,78,95,0,15,77,94,0,0,10,83,90,0,12,79,15,78,16,76,10,82,14,81,17,57,15,77,38,1,10,79,12,79,14,78,16,57,10,58,16,57,17,36,11,6,72,5,10,79,58,22,37,36,18,1,58,22,15,57,15,77,12,81,58,5,17,36,12,77,14,79,16,1,10,78,2.0
63,36,75,29,58,37,57,50,10,13,82,40,75,64,31,58,38,11,84,15,80,17,78,19,76,43,53,59,37,58,31,65,1,12,53,14,76,42,37,64,30,58,36,57,37,11,83,94,17,19,53,58,37,76,18,12,78,59,1,42,52,76,18,17,76,95,0,18,75,94,0,0,12,81,77,0,13,77,18,77,18,52,11,80,16,79,43,38,17,52,58,1,12,77,15,78,17,75,18,37,12,38,19,38,43,37,12,19,64,18,11,77,58,30,57,36,43,1,59,31,17,37,18,53,13,80,58,18,42,36,14,52,16,76,18,1,11,76,1.0
68,33,79,24,57,47,41,63,11,13,81,27,75,69,25,44,50,12,83,14,80,16,79,18,77,29,65,59,35,45,26,70,0,13,66,14,76,29,50,69,25,59,35,44,50,11,82,94,13,18,66,45,36,80,14,13,80,60,1,29,64,80,14,17,78,95,0,17,76,94,0,0,12,81,81,0,14,78,16,77,18,65,11,80,14,79,30,50,15,65,45,1,13,77,15,79,15,76,18,50,13,51,19,51,30,36,13,15,69,14,12,79,59,25,44,35,30,1,59,26,15,50,16,66,13,79,59,14,29,35,14,65,15,78,16,1,12,76,1.0
66,30,77,26,62,44,48,61,10,13,82,29,75,67,27,50,46,11,84,14,80,17,78,18,77,32,63,63,32,50,28,68,0,12,64,14,76,31,45,67,27,63,31,49,45,11,83,94,15,19,64,50,32,78,16,12,79,64,1,31,63,78,16,17,77,95,0,18,75,94,0,0,11,81,79,0,13,78,17,77,18,63,11,80,15,79,32,46,16,63,50,1,12,77,15,78,16,75,18,45,12,46,19,46,32,32,12,17,67,16,11,78,63,27,49,31,32,1,63,28,16,45,17,64,13,80,63,16,31,31,14,63,15,77,17,1,11,76,1.0
67,34,82,25,56,48,40,68,11,13,81,20,76,68,26,43,51,12,83,14,80,16,78,18,77,23,72,58,36,43,27,69,0,13,72,14,77,23,51,68,26,58,36,43,51,11,82,94,10,18,72,43,37,83,11,12,79,59,0,23,70,83,11,16,77,95,0,16,76,94,0,0,12,81,84,0,14,78,17,77,17,70,12,80,15,79,24,52,16,71,44,1,13,78,14,78,15,77,17,51,13,52,18,52,24,37,13,12,68,11,12,78,58,26,43,36,24,1,58,26,16,51,17,72,14,79,58,11,23,36,14,71,15,78,17,1,12,77,1.0
67,29,82,25,61,47,43,74,9,12,83,18,77,68,26,46,49,10,85,13,81,15,79,17,78,19,76,63,32,46,27,69,0,11,76,13,78,19,49,68,26,63,31,45,49,9,84,94,10,17,76,46,32,83,11,10,80,64,1,19,75,83,11,15,78,95,0,16,77,94,0,0,10,82,84,0,13,79,16,78,16,75,10,81,14,80,20,50,15,75,46,1,11,79,13,79,15,78,16,49,11,50,17,50,20,32,11,12,68,11,10,79,63,26,45,31,20,1,63,27,15,49,16,76,13,80,63,11,19,31,13,75,14,79,16,1,10,78,2.0
64,40,75,28,54,42,52,44,7,12,85,50,65,65,30,53,43,8,87,14,81,16,80,27,69,51,45,55,41,53,30,66,4,9,45,13,68,50,42,65,29,54,40,52,42,8,86,90,17,27,45,53,41,76,18,9,80,55,4,50,44,76,18,23,78,92,3,26,68,91,3,2,9,82,77,3,13,79,16,69,26,44,8,81,14,80,51,43,15,44,53,4,9,69,14,80,15,68,26,42,9,43,27,43,51,41,9,19,65,18,8,79,54,29,52,40,51,4,55,30,15,42,16,45,12,81,54,18,50,40,13,44,15,78,16,4,8,68,2.0
65,32,78,27,60,39,53,62,9,13,83,30,75,66,29,55,41,10,85,14,80,16,79,18,77,32,63,62,34,55,29,67,1,11,64,14,76,31,40,66,28,61,33,54,40,10,84,94,14,19,64,55,34,79,15,11,80,62,1,31,63,79,15,17,78,95,0,18,76,94,0,0,10,81,80,0,14,79,16,77,18,63,10,80,14,79,32,41,15,63,55,1,11,77,15,79,15,76,18,40,11,41,19,41,32,34,11,16,66,15,10,79,61,28,54,33,32,1,62,29,15,40,16,64,13,80,61,15,31,33,14,63,15,78,16,1,10,76,2.0
65,33,78,27,61,42,46,61,11,13,81,29,76,66,29,50,45,12,83,14,80,15,79,17,77,31,63,62,34,50,29,67,1,12,64,14,77,31,44,66,28,61,33,49,44,11,82,94,14,17,63,50,34,79,15,12,80,62,1,30,62,79,15,16,78,95,0,16,77,94,0,0,12,81,80,0,14,78,15,77,16,63,11,80,14,79,32,45,15,63,50,1,12,78,14,79,15,77,17,45,13,46,18,45,32,34,13,16,66,15,12,79,61,28,49,33,32,1,62,29,15,45,15,63,13,79,61,15,31,33,14,63,15,78,16,1,12,77,1.0
59,41,78,33,53,42,52,44,8,11,84,46,76,61,35,53,43,9,86,13,82,15,80,18,77,49,47,54,42,53,35,61,1,10,47,12,77,48,42,60,34,53,41,52,42,8,85,94,14,18,47,53,42,79,16,10,80,54,1,48,46,79,15,16,78,95,0,17,76,94,0,0,10,83,80,1,12,79,16,78,17,46,9,82,14,81,49,43,15,46,53,1,10,78,13,80,15,77,17,42,10,43,18,43,49,42,10,16,60,15,9,79,53,34,52,41,49,1,54,35,15,42,16,47,12,81,53,15,48,41,12,46,14,79,16,1,9,77,2.0
65,31,78,27,61,44,44,61,11,13,81,29,74,66,28,48,48,12,83,14,80,17,78,19,76,32,63,62,33,48,29,67,0,13,64,14,75,31,47,66,28,62,32,47,47,11,82,94,14,20,64,48,33,79,15,13,79,63,1,31,62,79,15,18,77,95,0,18,74,94,0,0,12,81,80,0,14,78,17,76,19,62,12,80,15,79,32,48,16,63,48,1,13,76,15,78,15,75,19,47,13,48,20,48,32,33,13,16,66,15,12,78,62,28,47,32,32,1,62,29,16,47,17,64,14,79,62,15,31,32,14,63,15,78,17,1,12,75,1.0
66,33,81,26,57,51,39,69,11,14,81,21,76,67,27,42,53,12,83,15,79,16,78,18,77,23,72,59,36,42,28,68,0,13,72,15,77,23,53,67,27,59,35,41,53,12,82,94,11,18,72,42,36,82,12,12,79,60,1,23,71,82,12,16,77,95,0,17,76,94,0,0,12,80,83,0,14,78,17,77,17,71,12,79,15,78,24,54,16,71,42,1,13,78,15,78,16,76,17,53,13,54,18,54,24,36,13,13,67,12,12,78,59,27,41,35,24,1,59,28,16,53,17,72,14,79,59,12,23,35,15,71,15,77,17,1,12,77,1.0
66,31,75,26,61,41,51,51,10,12,82,39,76,67,28,53,42,11,84,14,81,16,79,18,77,41,54,63,33,53,28,68,5,12,54,13,77,41,42,67,27,62,32,52,42,10,83,89,17,18,54,53,33,76,18,12,79,63,5,41,53,76,18,16,77,91,4,17,76,90,4,3,12,82,77,4,13,78,17,78,17,53,11,81,15,80,42,43,16,53,53,5,12,78,14,79,16,77,17,42,12,43,18,43,42,33,12,19,67,18,11,78,62,27,52,32,42,5,63,28,16,42,17,54,13,80,62,18,41,32,13,53,15,78,17,5,11,77,1.0
63,33,77,29,59,41,49,55,11,13,81,31,75,64,30,52,44,12,83,15,80,17,78,18,76,36,59,60,35,52,31,65,0,13,60,14,76,35,43,64,30,60,34,51,43,11,82,94,15,19,59,52,35,78,16,13,78,61,1,35,59,78,16,17,76,95,0,18,75,94,0,0,13,81,79,0,14,77,17,77,18,59,12,80,16,79,36,44,17,59,52,1,13,77,15,78,17,76,18,43,13,44,19,44,36,35,13,17,64,16,12,77,60,30,51,34,36,1,60,31,17,43,18,60,14,79,60,16,35,34,14,59,16,77,18,1,12,76,1.0
67,30,79,25,62,42,50,64,8,11,84,26,76,68,27,52,44,9,86,12,82,15,80,17,78,29,66,64,32,52,27,69,1,10,67,12,77,28,43,68,26,63,31,51,43,9,85,94,13,18,67,52,32,80,14,10,81,64,1,28,65,80,14,16,79,95,0,16,77,94,0,0,9,83,81,0,12,80,15,78,17,66,9,82,13,81,29,44,14,66,52,1,10,78,13,80,14,77,17,43,10,44,18,44,29,32,10,15,68,14,9,80,63,26,51,31,29,1,64,27,14,43,15,67,11,82,63,14,28,31,12,66,14,79,15,1,9,77,2.0
66,29,78,26,63,38,52,65,8,11,84,23,76,67,27,55,41,9,86,12,82,14,81,17,78,27,68,64,31,55,28,68,0,10,69,12,77,26,40,67,27,64,30,54,40,9,85,94,14,18,69,55,31,79,15,10,82,65,1,26,67,79,15,16,80,95,0,16,77,94,0,0,9,83,80,0,12,81,14,78,17,68,9,82,12,81,27,41,13,68,55,1,10,78,13,81,13,77,17,40,10,41,18,41,27,31,10,16,67,15,9,81,64,27,54,30,27,1,64,28,13,40,14,69,11,82,64,15,26,30,12,68,13,80,14,1,9,77,2.0
62,35,79,30,59,38,54,59,9,11,83,29,76,63,32,56,40,10,85,13,82,16,79,18,77,33,63,60,36,56,32,64,1,11,63,12,77,32,39,63,31,59,35,55,39,9,84,94,13,18,63,56,36,80,14,11,79,60,1,32,62,80,14,16,77,95,0,17,76,94,0,0,11,83,81,0,12,78,17,78,17,62,10,82,15,81,33,40,16,62,56,1,11,78,13,79,16,77,17,39,11,40,18,40,33,36,11,15,63,14,10,78,59,31,55,35,33,1,60,32,16,39,17,63,12,81,59,14,32,35,12,62,15,78,17,1,10,77,2.0
67,28,78,25,64,42,48,67,9,11,83,21,77,68,26,51,45,10,85,12,82,15,80,16,79,25,70,65,30,51,27,69,0,11,71,12,78,24,44,68,26,65,29,50,44,9,84,94,14,17,71,51,30,79,15,11,81,66,1,24,70,79,15,15,79,95,0,16,77,94,0,0,10,83,80,0,12,80,15,79,16,70,10,82,13,81,25,45,14,70,51,1,11,79,13,80,14,78,16,44,11,45,17,45,25,30,11,16,68,15,10,80,65,26,50,29,25,1,65,27,14,44,15,71,12,81,65,15,24,29,12,70,13,80,15,1,10,78,2.0
67,35,82,23,55,48,40,66,9,12,83,24,73,69,25,42,51,10,85,13,81,15,79,19,75,26,68,57,36,43,26,70,0,11,69,13,75,26,51,69,25,57,37,43,51,9,84,94,10,20,69,43,37,83,11,10,80,58,0,26,67,83,11,17,78,95,0,18,74,94,0,0,10,82,84,0,13,79,16,75,19,67,10,81,14,80,26,52,15,68,44,1,11,76,13,79,14,75,19,51,11,52,20,52,27,38,11,12,69,11,10,79,57,25,43,37,27,1,57,25,15,51,16,69,13,80,57,11,26,37,13,68,14,79,16,1,10,75,2.0
71,36,78,23,54,47,45,58,9,13,83,32,74,72,24,46,49,10,85,14,80,17,77,19,75,35,60,57,38,47,24,72,1,11,61,14,75,34,48,71,23,56,38,46,48,10,84,94,14,20,60,47,39,79,16,10,78,57,1,34,59,79,15,18,76,95,0,18,75,94,0,0,10,81,80,1,14,77,17,75,19,60,10,80,16,79,35,49,17,60,47,1,10,76,14,77,17,75,19,48,11,49,20,49,35,39,11,16,71,15,10,77,56,23,46,38,35,1,57,24,17,48,18,60,13,80,56,15,34,38,14,60,17,76,18,1,10,75,2.0
63,35,74,27,57,38,54,42,8,11,84,46,77,64,29,55,39,9,86,12,82,13,81,16,78,49,45,58,36,55,29,66,1,9,46,12,78,49,39,64,28,57,36,55,38,9,85,94,16,16,45,55,36,76,17,9,82,59,1,48,44,76,17,15,80,95,0,15,78,94,0,0,9,83,77,0,12,81,13,78,16,45,9,82,12,81,49,39,13,45,56,1,9,79,12,81,13,78,16,39,9,40,16,39,49,36,10,19,65,17,9,81,57,29,55,36,50,1,58,29,13,39,13,45,11,82,58,18,49,36,12,45,13,80,14,1,9,78,2.0
67,32,82,25,58,51,35,72,10,13,82,18,76,68,26,40,55,11,84,14,80,15,79,18,77,20,75,60,35,40,27,69,0,12,75,14,77,20,54,68,26,60,34,39,54,11,83,94,10,18,75,40,35,83,11,11,80,61,1,19,73,83,11,16,78,95,0,16,77,94,0,0,11,81,84,0,14,79,16,77,16,74,11,80,14,79,21,56,15,74,40,1,12,78,14,79,15,77,17,55,12,56,18,56,21,35,12,12,68,11,11,79,60,26,39,34,21,1,60,27,15,55,16,75,13,80,60,11,20,34,14,74,15,78,16,1,11,77,1.0
69,29,80,23,61,45,45,66,9,11,83,20,77,70,24,47,47,10,85,12,82,13,81,17,78,24,71,63,31,47,25,71,0,11,71,12,78,24,47,70,24,63,31,47,47,9,84,94,12,17,71,47,32,81,13,10,82,64,0,24,70,81,13,15,80,95,0,16,78,94,0,0,10,83,82,0,12,80,14,78,16,70,9,82,12,81,25,48,13,70,48,1,11,79,12,81,13,78,16,47,11,48,17,48,25,32,11,14,70,13,10,81,63,24,47,31,25,1,63,24,13,47,14,71,11,81,63,13,24,31,12,70,13,80,14,1,10,78,2.0
68,29,81,24,61,48,42,72,8,11,84,18,76,69,25,45,50,9,86,12,82,14,81,17,78,20,74,63,32,45,26,70,0,10,75,12,77,20,50,69,25,63,31,44,50,9,85,94,11,17,75,45,32,82,12,10,82,64,1,20,73,82,12,16,80,95,0,16,77,94,0,0,9,83,83,0,12,81,14,78,17,74,9,82,12,81,21,50,13,74,45,1,10,78,13,81,13,77,17,50,10,51,18,51,21,32,10,13,69,12,9,81,63,25,44,31,21,1,63,26,13,50,14,75,11,82,63,12,20,31,12,74,13,80,14,1,9,77,2.0
63,34,76,29,58,41,51,54,11,13,81,36,74,64,30,53,43,12,83,15,80,16,79,20,75,39,57,59,36,53,31,65,0,13,57,14,75,38,42,64,30,59,35,52,42,12,82,94,16,20,57,53,36,77,17,13,79,60,1,38,55,77,17,18,77,95,0,18,75,94,0,0,13,81,78,0,14,78,17,76,19,56,12,80,15,79,39,43,16,56,53,1,13,76,15,79,16,75,19,42,13,43,20,43,39,36,13,18,64,17,12,78,59,30,52,35,39,1,59,31,16,42,17,57,13,80,59,17,38,35,14,56,16,77,17,1,12,75,1.0
64,34,75,28,58,41,53,45,8,11,84,47,77,65,30,54,42,9,86,13,82,15,80,17,78,49,47,60,36,54,30,66,4,10,47,12,78,48,41,65,29,59,35,53,41,8,85,90,17,17,47,54,36,76,18,10,80,60,4,48,46,76,18,15,78,92,3,16,77,91,3,2,10,83,77,3,12,79,16,79,16,46,9,82,14,81,49,42,15,46,54,4,10,79,13,80,15,78,16,41,10,42,17,42,49,36,10,19,65,18,9,79,59,29,53,35,49,4,60,30,15,41,16,47,12,81,59,18,48,35,12,46,14,79,16,4,9,78,2.0
69,30,78,23,62,44,44,62,9,12,83,28,75,70,24,48,48,10,85,13,81,16,79,18,77,31,64,63,32,48,25,71,0,11,65,13,76,30,47,70,24,63,31,47,47,10,84,94,14,19,65,48,32,79,15,11,80,64,1,30,63,79,15,17,78,95,0,17,76,94,0,0,10,82,80,0,13,79,16,77,18,64,10,81,14,80,31,48,15,64,48,1,11,77,14,79,15,76,18,47,11,48,19,48,31,32,11,16,70,15,10,79,63,24,47,31,31,1,63,25,15,47,16,65,12,81,63,15,30,31,13,64,15,78,16,1,10,76,1.0
67,31,79,25,59,47,41,62,10,13,82,28,75,68,26,44,51,11,84,14,80,16,79,18,77,31,64,61,33,45,27,69,0,12,65,14,76,30,50,68,26,61,33,44,50,11,83,94,13,19,65,45,34,80,14,12,80,62,1,30,63,80,14,17,78,95,0,17,76,94,0,0,11,81,81,0,14,79,16,77,18,64,11,80,14,79,31,51,15,64,45,1,12,77,15,79,15,76,18,50,12,51,19,51,31,34,12,15,68,14,11,79,61,26,44,33,31,1,61,27,15,50,16,65,13,80,61,14,30,33,14,64,15,78,16,1,11,76,1.0
65,36,77,27,58,43,49,60,11,13,81,30,75,66,29,51,45,12,83,14,80,17,78,18,77,33,62,59,37,51,29,67,1,13,63,14,76,32,44,66,28,58,36,50,44,12,82,94,15,19,63,51,37,78,16,13,79,59,1,32,62,78,16,17,77,95,0,18,75,94,0,0,12,81,79,0,13,78,17,77,18,62,12,80,15,79,33,45,16,62,51,1,13,77,15,78,16,75,18,44,13,45,19,45,33,37,13,17,66,16,12,78,58,28,50,36,33,1,59,29,16,44,17,63,13,80,58,16,32,36,14,62,15,77,17,1,12,76,1.0
