@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atLkk numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
72,25,44,76,4,95,82,13,72,22,5,90,47,48,78,16,83,11,73,22,47,47,5,90,83,12,78,17,75,21,67,44,15,89,11,69,26,17,78,75,18,80,14,69,22,68,26,17,78,81,14,76,19,77,18,80,16,17,48,76,14,0,0,95,76,16,0,95,78,12,69,19,48,22,81,12,5,78,48,27,69,17,78,14,48,19,72,19,73,17,68,22,17,27,73,14,47,26,17,22,0,90,76,17,17,47,73,19,3
60,39,36,70,8,88,83,12,61,32,9,86,38,56,80,14,84,10,62,33,38,57,9,86,84,11,80,15,70,31,52,55,21,85,10,53,41,22,72,71,22,81,13,53,33,54,41,23,72,82,13,72,23,79,21,81,14,23,57,72,13,5,6,89,72,14,6,89,80,11,53,23,38,33,82,11,9,72,38,41,54,15,80,13,38,23,61,22,62,14,54,33,23,41,62,13,38,41,23,33,6,86,72,15,23,57,62,23,3
57,43,38,70,19,86,76,21,59,36,20,75,40,55,70,24,77,18,59,35,40,54,20,75,77,18,71,24,67,33,47,52,23,74,17,50,45,24,71,69,26,73,21,50,36,49,45,24,71,73,22,68,26,70,25,72,23,24,55,69,22,7,8,87,69,24,8,87,71,18,50,27,41,36,73,18,20,71,41,46,50,24,71,22,41,27,60,27,60,24,49,35,24,46,60,22,40,45,24,36,8,75,68,24,24,54,59,26,6
70,29,47,58,7,95,74,22,70,25,8,87,49,45,72,24,75,20,70,24,49,46,8,87,75,20,71,23,70,24,63,44,33,86,19,65,31,34,60,71,24,73,23,65,25,64,30,35,60,72,22,70,24,71,24,72,23,35,46,71,23,0,0,95,71,24,0,95,72,20,65,25,49,25,73,20,8,60,49,31,65,24,72,23,49,25,71,25,71,24,64,24,35,31,71,23,49,30,35,25,0,87,70,23,35,46,70,24,5
51,52,32,65,20,78,82,20,54,42,20,74,34,61,70,25,83,12,53,41,34,61,21,74,83,12,70,25,60,39,39,59,26,73,11,41,54,28,66,62,33,74,21,41,42,41,54,28,67,74,21,62,33,69,31,73,24,28,61,62,21,11,14,81,62,25,14,81,70,12,41,33,34,42,74,12,21,67,34,54,41,25,70,21,34,33,54,33,54,25,41,41,28,54,54,21,34,54,28,42,14,74,62,25,28,61,53,33,3
55,45,45,65,12,85,76,20,56,38,13,82,45,49,72,23,77,18,57,38,46,49,13,82,77,18,71,23,64,36,48,48,28,81,17,49,45,29,66,66,28,74,21,49,38,49,46,29,66,74,21,66,28,70,26,73,22,29,49,67,21,8,9,86,67,23,9,86,72,18,49,29,46,38,74,18,13,66,46,46,49,24,72,21,46,29,56,29,57,24,49,38,29,46,57,21,46,46,29,38,9,82,66,23,29,49,57,28,1
58,38,36,66,13,86,80,23,59,34,14,81,38,57,69,25,81,14,60,35,38,57,14,81,81,14,70,25,67,33,53,55,25,80,13,54,40,27,68,68,26,71,23,54,35,55,40,27,68,71,24,68,27,69,26,70,24,27,57,68,24,7,8,87,68,25,8,87,70,14,55,27,38,35,71,14,14,68,38,40,55,25,70,24,38,27,60,26,60,25,55,35,27,40,60,24,38,40,27,35,8,81,68,25,27,57,60,27,7
65,30,44,57,11,95,76,22,66,29,13,82,45,49,69,26,77,18,66,29,46,49,13,82,77,18,69,25,67,28,63,47,33,80,17,64,30,36,60,68,27,72,23,64,29,64,31,35,59,72,23,67,27,68,26,71,25,36,49,68,23,0,0,95,68,26,0,95,69,18,64,27,46,29,72,18,13,60,46,31,64,26,69,23,46,27,66,27,66,26,64,29,36,31,66,23,46,31,36,29,0,82,68,26,35,49,66,27,2
65,35,44,57,10,95,80,20,65,29,11,84,45,49,70,25,81,14,66,29,46,48,11,84,81,14,70,25,66,28,55,46,33,83,13,58,36,36,60,67,27,74,21,58,29,57,37,35,59,74,21,67,28,69,27,73,24,36,49,67,21,0,0,95,67,25,0,95,70,14,58,28,47,29,74,14,11,60,47,38,58,25,70,21,47,28,66,28,66,25,57,29,36,38,66,21,46,37,36,29,0,84,67,25,35,48,66,28,1
44,51,36,62,24,85,88,9,46,48,26,69,36,57,57,36,89,6,46,49,38,57,26,68,89,6,58,37,48,47,40,55,29,66,5,41,51,31,63,49,45,85,9,42,48,42,53,31,64,85,10,50,45,55,43,84,34,31,57,50,10,8,9,86,49,37,9,86,58,6,42,45,38,49,85,6,27,64,37,53,42,37,58,9,38,45,46,45,46,37,42,49,31,53,46,10,38,53,31,49,9,69,50,37,31,57,46,45,1
64,34,48,80,10,87,86,9,66,29,10,84,48,46,73,21,87,8,65,29,49,46,11,84,87,8,73,21,68,28,57,45,13,83,7,58,35,14,80,69,26,85,10,59,29,59,36,14,81,84,10,69,25,72,24,83,20,14,46,70,11,6,7,88,69,22,7,88,74,8,59,26,49,30,85,8,11,81,48,36,59,22,74,10,49,26,66,26,66,22,59,29,14,36,66,11,49,36,14,30,7,84,69,21,14,46,65,25,1
58,43,49,77,12,86,74,23,60,35,13,82,49,45,69,25,75,20,60,34,50,45,13,82,75,20,69,26,66,32,50,44,16,81,19,51,43,17,78,66,27,71,24,51,35,51,44,17,78,71,24,67,28,68,27,70,25,17,45,67,24,7,8,87,67,25,8,87,69,20,51,28,50,35,71,20,13,78,50,44,51,26,69,24,50,28,60,28,61,26,51,34,17,44,61,24,50,44,17,35,8,82,67,26,17,45,60,28,1
68,34,42,64,9,90,79,18,69,25,10,85,45,50,73,21,80,15,69,26,44,50,10,85,80,15,73,22,70,25,57,48,25,84,14,58,36,27,67,70,24,76,19,59,26,59,36,28,67,76,19,71,24,72,23,75,21,28,51,71,19,3,4,91,71,22,4,91,73,15,59,24,45,26,76,15,10,67,45,36,59,22,73,19,45,24,69,24,69,22,59,26,28,36,69,19,44,36,28,26,4,85,71,22,28,50,69,24,5
70,36,35,65,10,95,82,13,71,24,11,84,38,58,78,16,83,11,71,24,37,57,11,84,83,12,78,17,75,23,53,55,27,83,11,56,39,29,67,75,19,80,14,56,24,56,39,28,66,81,14,76,19,77,18,80,16,29,58,76,14,0,0,95,76,17,0,95,78,12,56,19,38,24,81,12,11,67,38,39,56,17,78,14,38,19,71,19,71,17,56,24,29,39,71,14,37,39,29,24,0,84,76,17,28,57,71,19,2
76,30,43,61,4,95,79,16,77,18,5,90,45,50,78,17,80,16,76,18,45,50,5,90,79,15,77,17,77,18,60,48,30,89,15,62,33,32,63,77,18,79,17,63,19,62,32,32,63,78,16,77,17,77,17,78,17,32,50,78,17,0,0,95,78,18,0,95,78,16,63,18,45,19,79,16,5,63,45,33,63,18,78,17,45,18,77,18,77,18,62,18,32,33,77,17,45,32,32,19,0,90,77,17,32,50,76,17,3
70,38,41,63,16,95,74,21,71,25,18,78,43,53,73,23,75,21,70,24,42,52,17,77,74,20,72,22,71,24,54,51,29,76,20,56,40,31,65,72,24,74,22,56,25,55,39,30,64,73,21,71,23,72,23,73,22,31,53,72,22,0,0,95,72,23,0,95,73,21,56,24,43,25,74,21,18,65,43,40,56,23,73,22,43,24,71,24,71,23,55,24,31,40,71,22,42,39,31,25,0,78,71,22,30,52,70,23,3
67,28,51,62,5,95,79,19,68,26,6,89,54,40,71,23,80,14,68,27,54,40,6,89,80,15,71,24,69,26,65,37,26,88,14,65,28,29,66,69,25,74,20,66,26,66,29,29,65,75,20,70,25,70,24,74,23,30,41,70,20,0,0,95,70,24,0,95,71,15,66,25,55,27,75,15,6,66,54,29,66,24,71,20,55,25,68,25,68,24,66,27,30,29,68,20,54,29,30,27,0,89,70,24,29,40,68,25,7
53,47,32,65,15,85,78,20,55,40,16,79,35,60,71,23,79,16,55,39,34,60,16,79,79,16,72,23,62,37,43,58,26,78,15,46,50,27,67,64,30,74,20,46,40,45,49,28,67,74,21,64,31,71,29,73,22,28,61,64,21,8,9,86,64,23,9,86,72,16,46,31,35,40,74,16,16,67,35,50,46,23,72,21,35,31,56,31,56,23,45,39,28,50,56,21,34,49,28,40,9,79,64,23,28,60,55,31,5
68,26,54,64,6,95,77,20,69,26,7,88,56,38,71,23,78,16,68,26,56,39,7,88,78,17,71,24,69,26,68,37,27,87,16,68,27,28,66,69,26,73,21,69,27,68,26,29,66,74,21,69,25,70,25,73,23,29,39,70,21,0,0,95,70,24,0,95,71,17,69,26,56,27,74,17,7,66,56,27,69,24,71,21,56,26,69,26,69,24,68,26,29,27,69,21,56,26,29,27,0,88,69,24,29,39,68,25,6
73,23,38,68,3,95,82,14,73,21,4,91,41,55,78,16,83,12,74,21,40,54,4,91,83,12,79,16,75,20,67,52,23,90,11,70,26,25,70,76,18,80,14,70,21,69,25,25,70,80,15,76,19,78,18,79,15,25,55,76,15,0,0,95,76,16,0,95,79,12,70,19,41,21,80,12,4,70,41,26,70,16,79,15,41,19,74,19,74,16,69,21,25,26,74,15,40,25,25,21,0,91,76,16,25,54,74,19,2
63,37,40,67,9,88,84,16,65,30,9,85,41,53,72,22,85,9,65,29,42,53,10,85,85,10,72,23,69,27,51,51,20,84,9,55,40,24,70,69,24,77,17,55,30,54,40,24,71,78,17,70,25,71,24,77,22,24,53,70,17,5,6,89,70,22,6,89,72,10,55,25,42,30,78,10,10,71,42,41,55,23,72,17,42,25,65,25,66,23,54,29,24,41,66,17,42,40,24,30,6,85,70,23,24,53,65,25,6
70,29,50,67,1,95,82,14,71,23,2,93,52,43,76,18,83,11,71,24,52,43,2,93,83,12,76,19,73,23,62,41,23,92,11,63,31,26,70,73,21,79,15,64,24,64,31,25,69,80,15,74,21,75,20,79,18,26,43,74,15,0,0,95,74,19,0,95,76,12,64,21,52,24,80,12,2,70,52,31,64,19,76,15,52,21,71,21,71,19,64,24,26,31,71,15,52,31,26,24,0,93,74,19,25,43,71,21,2
65,30,46,66,10,89,75,22,66,28,11,84,49,46,69,25,76,19,66,29,48,46,11,84,76,19,69,26,67,28,61,44,24,83,18,62,32,26,69,67,27,72,23,63,29,63,32,26,68,72,23,68,27,68,26,71,25,27,47,68,23,4,5,90,68,26,5,90,69,19,63,27,49,29,72,19,11,69,49,32,63,26,69,23,49,27,66,27,66,26,63,29,27,32,66,23,48,32,27,29,5,84,68,26,26,46,66,27,7
54,41,47,60,12,85,81,20,55,39,13,82,48,46,67,28,82,12,55,39,48,47,13,82,82,13,67,27,60,38,52,46,31,81,12,52,42,32,62,62,33,73,20,52,40,53,42,33,62,74,21,61,33,66,32,73,26,33,47,62,21,8,9,86,62,28,9,86,68,13,53,34,48,40,74,12,13,62,48,42,53,28,67,21,48,34,56,33,56,28,53,39,33,42,56,21,48,42,33,40,9,82,61,27,33,47,55,33,5
75,21,26,80,9,95,86,9,76,18,10,85,28,67,82,12,87,9,76,19,28,67,10,85,86,8,82,13,78,18,72,65,13,84,8,72,22,14,81,78,16,86,10,73,19,73,22,14,81,85,9,79,16,81,15,85,12,14,67,79,10,0,0,95,79,13,0,95,82,9,73,16,28,19,86,9,10,81,28,22,73,13,82,10,28,16,76,16,76,13,73,19,14,22,76,10,28,22,14,19,0,85,79,13,14,67,76,16,1
66,43,34,67,15,85,76,20,66,28,16,79,35,59,71,24,77,18,67,27,36,59,16,79,77,18,71,24,68,27,45,57,24,78,17,49,46,26,69,69,25,74,21,49,28,47,46,26,69,74,21,69,26,70,25,73,23,26,59,69,21,8,9,86,69,24,9,86,71,18,49,26,36,28,74,18,16,69,36,47,49,24,71,21,36,26,67,26,67,24,48,28,26,47,67,21,36,46,26,28,9,79,69,24,26,59,67,26,3
63,36,48,61,4,95,82,15,64,30,6,90,49,45,76,18,83,12,65,30,50,45,5,89,83,12,77,18,74,28,55,43,27,88,11,57,37,31,65,75,19,79,15,57,30,57,38,30,64,79,16,75,20,76,19,78,17,31,45,75,16,0,0,95,75,18,0,95,77,12,57,20,50,30,79,12,6,65,50,38,57,18,77,16,50,20,65,20,65,18,57,30,31,38,65,16,50,38,31,30,0,90,75,18,30,45,65,20,2
57,43,48,58,7,95,83,13,58,36,8,87,49,45,77,17,84,11,58,36,49,46,8,87,84,11,78,17,66,35,51,45,33,86,10,51,44,34,60,68,27,81,13,51,37,51,43,35,60,81,14,67,27,77,26,80,16,35,46,68,14,0,0,95,68,17,0,95,78,11,52,28,49,37,81,11,8,60,49,44,52,17,78,14,49,28,59,27,59,17,51,36,35,44,59,14,49,43,35,37,0,87,67,17,35,46,58,27,6
58,39,30,68,11,86,76,21,59,34,12,83,32,62,71,23,77,18,60,35,32,63,12,83,77,18,72,23,68,33,51,61,25,82,17,53,42,25,69,69,25,73,21,53,35,53,41,26,69,73,22,69,26,71,25,72,22,26,63,69,22,7,8,87,69,23,8,87,72,18,54,26,32,35,73,18,12,69,32,42,54,23,72,22,32,26,60,25,60,23,53,35,26,42,60,22,32,41,26,35,8,83,69,23,26,63,60,26,6
60,45,38,64,8,88,86,15,62,33,10,85,39,55,73,21,87,7,62,32,40,55,10,85,87,8,73,22,69,30,48,53,27,83,7,49,45,29,66,69,24,78,16,49,33,49,46,29,66,79,16,70,25,72,24,78,21,29,55,70,16,5,6,89,70,21,6,89,73,8,49,25,40,33,79,8,10,66,40,46,49,22,73,16,40,25,62,25,63,22,49,32,29,46,63,16,40,46,29,33,6,85,70,22,29,55,62,25,6
73,32,45,74,4,95,82,13,73,20,5,90,47,47,78,16,83,11,74,21,47,48,5,90,83,12,79,16,75,20,59,46,18,89,11,60,34,19,76,76,18,80,13,60,21,61,34,19,75,81,14,76,19,78,18,80,15,20,48,76,14,0,0,95,76,16,0,95,79,12,61,19,47,21,81,11,5,76,47,34,61,16,78,14,47,19,74,18,74,16,61,21,20,34,74,14,47,34,20,21,0,90,76,16,19,48,74,19,5
58,44,36,60,16,88,75,21,61,35,18,77,38,57,70,24,76,19,60,34,38,56,18,77,76,19,70,25,67,32,46,54,31,75,18,49,46,33,62,68,27,73,22,49,35,48,46,33,62,73,22,68,26,69,25,72,24,33,57,69,22,5,6,89,69,25,6,89,70,19,49,27,39,35,73,19,18,62,39,47,49,25,70,22,39,27,61,27,61,25,48,34,33,47,61,22,38,46,33,35,6,77,68,25,33,56,60,26,5
70,30,35,66,9,92,81,16,71,23,11,84,38,56,75,19,82,13,71,23,38,57,11,84,82,13,76,19,73,22,62,54,25,82,12,63,32,26,68,74,20,78,16,63,24,63,31,27,68,78,17,74,21,75,20,77,18,27,57,74,17,1,2,93,74,19,2,93,76,13,64,21,38,24,78,13,11,68,38,32,64,19,76,17,38,21,72,20,72,19,63,23,27,32,72,17,38,31,27,24,2,84,74,19,27,57,71,21,3
58,44,44,78,13,85,76,20,59,35,13,81,44,50,71,23,77,17,60,35,45,50,14,81,77,18,71,24,64,33,49,49,15,80,17,50,44,16,78,66,28,73,21,50,35,50,45,16,79,74,21,66,28,70,26,73,23,16,50,67,21,8,9,86,67,23,9,86,71,18,50,29,45,35,74,18,14,79,45,45,50,24,71,21,45,29,59,29,60,24,50,35,16,45,60,21,45,45,16,35,9,81,66,24,16,50,60,28,1
57,44,43,65,10,87,84,11,58,36,11,84,44,49,74,20,85,9,59,36,45,50,11,84,85,10,74,21,64,34,48,48,28,83,9,49,44,28,66,65,28,82,12,49,36,50,46,29,66,83,12,66,29,72,27,82,19,28,50,66,12,6,7,88,66,20,7,88,74,10,49,29,45,36,83,10,11,66,45,44,49,21,74,12,45,29,58,29,59,21,50,36,29,45,59,12,45,46,29,36,7,84,66,21,29,50,59,29,2
57,39,41,58,9,89,73,23,59,35,10,85,42,52,69,25,74,21,59,36,43,52,10,85,74,21,69,26,67,34,52,50,32,84,20,53,40,35,61,67,27,71,24,54,35,54,41,34,60,71,24,68,27,68,26,70,25,35,52,68,24,4,5,90,68,26,5,90,69,21,54,27,43,36,71,21,10,61,42,41,54,26,69,24,43,27,59,27,59,26,54,36,35,41,59,24,43,41,35,36,5,85,68,26,34,52,59,27,7
51,51,35,61,24,87,75,22,54,41,25,70,36,58,69,26,76,19,54,40,37,58,25,70,76,19,68,26,65,37,40,56,30,69,18,42,52,32,63,66,28,72,23,42,41,42,53,32,63,72,23,66,28,67,27,71,25,32,58,67,23,6,7,88,67,27,7,88,69,19,42,29,37,41,72,19,25,63,37,53,42,27,69,23,37,29,55,29,55,27,42,40,32,53,55,23,37,53,32,41,7,70,66,26,32,58,54,28,2
64,30,45,60,6,95,75,21,65,29,7,88,47,48,70,25,76,19,65,30,47,48,7,88,76,19,70,25,67,29,63,46,30,87,18,63,31,33,63,68,27,73,22,64,30,64,31,32,62,73,22,68,27,69,26,72,24,33,48,68,22,0,0,95,68,25,0,95,70,19,64,27,47,30,73,19,7,63,47,31,64,25,70,22,47,27,65,27,65,25,64,30,33,31,65,22,47,31,33,30,0,88,68,25,32,48,65,27,1
68,28,49,65,6,95,78,19,68,26,7,88,52,43,72,22,79,16,69,26,52,42,7,88,79,16,73,22,69,25,64,39,26,87,15,66,29,28,67,70,24,75,19,66,26,65,29,28,67,75,20,70,25,72,24,74,21,28,43,70,20,0,0,95,70,22,0,95,73,16,66,25,53,26,75,16,7,67,53,30,66,22,73,20,53,25,69,25,69,22,65,26,28,30,69,20,52,29,28,26,0,88,70,22,28,42,69,25,5
56,43,47,60,9,90,83,13,57,36,10,85,48,46,78,17,84,10,58,37,48,47,10,85,84,11,78,16,65,35,50,46,31,84,10,50,44,32,62,67,27,80,13,50,37,51,44,33,62,81,14,67,28,77,26,80,15,33,47,67,14,3,4,91,67,17,4,91,79,11,51,28,48,37,81,10,10,62,48,44,51,17,78,14,48,28,58,27,58,17,51,37,33,44,58,14,48,44,33,37,4,85,67,16,33,47,58,28,5
67,30,43,70,7,95,82,16,68,26,9,86,46,49,74,19,83,12,68,27,46,48,9,86,83,12,75,20,71,26,63,45,21,84,11,63,30,23,72,71,23,78,16,64,26,64,31,23,72,78,17,72,23,74,22,77,19,23,49,72,17,0,0,95,71,20,0,95,75,12,64,23,47,27,78,12,9,72,46,31,64,20,75,16,47,23,68,23,68,20,64,27,23,31,68,17,46,31,23,27,0,86,72,20,23,48,68,23,7
71,23,48,63,7,95,74,21,72,23,8,87,50,46,73,22,75,21,71,23,49,45,8,87,74,20,72,22,72,23,71,44,28,86,20,71,24,30,65,72,23,74,22,72,24,71,23,30,65,73,21,72,22,72,22,73,22,30,46,73,22,0,0,95,73,23,0,95,73,21,72,23,50,24,74,21,8,65,50,24,72,23,73,22,50,23,72,23,72,23,71,23,30,24,72,22,49,23,30,24,0,87,72,22,30,45,71,22,5
72,25,34,77,9,95,84,11,73,22,10,85,35,59,79,15,85,11,73,22,36,59,10,85,84,10,79,16,76,21,68,57,16,84,10,69,25,17,78,76,18,84,12,69,22,69,26,17,78,83,11,77,18,78,17,83,15,17,59,77,12,0,0,95,77,16,0,95,79,11,69,18,36,22,84,11,10,78,36,26,69,16,79,12,36,18,73,18,73,16,69,22,17,26,73,12,36,26,17,22,0,85,77,16,17,59,73,18,1
56,44,47,61,10,92,82,14,58,36,12,83,47,47,77,17,83,12,58,37,48,47,12,83,83,12,77,17,68,35,49,46,30,81,11,49,44,32,63,70,25,80,14,50,36,50,45,32,63,80,15,70,24,76,22,79,16,32,47,71,15,1,2,93,70,18,2,93,78,12,50,25,48,37,80,12,12,63,47,45,50,18,78,14,48,25,58,25,58,18,50,37,32,45,58,15,48,45,32,37,2,83,70,17,32,47,58,24,5
68,27,50,63,4,95,78,19,68,26,5,90,52,43,72,22,79,16,69,26,52,42,5,90,79,16,73,22,69,25,66,40,26,89,15,67,27,29,66,70,24,75,19,67,26,67,28,29,66,75,20,70,25,72,24,74,21,29,43,70,20,0,0,95,70,22,0,95,73,16,67,25,53,26,75,16,5,66,53,28,67,22,73,20,53,25,69,25,69,22,67,26,29,28,69,20,52,28,29,26,0,90,70,22,29,42,69,25,5
53,51,33,70,13,84,86,20,56,39,14,81,35,59,70,23,87,8,55,39,35,60,14,81,87,8,71,24,67,37,40,58,23,80,7,41,53,23,71,68,27,74,20,42,40,42,53,24,71,74,21,68,26,70,25,73,23,24,60,69,21,9,10,85,68,24,10,85,71,8,42,27,35,40,74,8,14,71,35,53,42,24,71,20,35,27,56,27,56,24,42,39,24,53,56,21,35,53,24,40,10,81,68,24,24,60,55,26,5
71,23,64,67,0,95,75,20,72,23,0,95,67,29,74,22,76,20,71,23,66,28,0,95,75,19,73,21,72,23,71,26,24,95,19,71,24,26,69,73,23,75,21,72,24,71,23,26,69,74,20,72,22,73,22,74,21,26,29,73,21,0,0,95,73,22,0,95,74,20,72,23,67,24,75,20,0,69,67,24,72,22,74,21,67,23,72,23,72,22,71,23,26,24,72,21,66,23,26,24,0,95,72,21,26,28,71,22,3
66,28,54,72,7,95,78,21,67,27,8,87,56,38,71,23,79,16,67,28,56,39,8,87,79,16,71,24,69,27,65,37,18,86,15,65,29,20,75,69,25,73,22,66,28,66,29,20,74,73,22,70,25,70,24,72,23,21,39,70,22,0,0,95,70,24,0,95,71,16,66,25,56,28,73,16,8,75,56,29,66,24,71,22,56,25,67,25,67,24,66,28,21,29,67,22,56,29,21,28,0,87,70,24,20,39,67,25,7
56,48,35,62,19,92,82,15,59,35,21,74,37,57,72,22,83,12,59,35,37,58,21,74,83,12,73,22,69,32,43,56,29,72,11,44,50,30,64,70,24,79,15,44,36,45,50,31,64,79,16,70,25,72,24,78,21,31,58,70,16,1,2,93,70,22,2,93,73,12,45,25,37,36,79,12,21,64,37,50,45,22,73,16,37,25,60,24,60,22,45,35,31,50,60,16,37,50,31,36,2,74,70,22,31,58,59,25,6
72,34,39,64,10,95,81,14,74,21,12,83,42,52,77,17,82,12,73,21,42,53,12,83,82,13,77,18,75,20,56,50,27,81,12,58,37,28,66,75,19,79,15,59,22,58,36,29,66,80,15,76,19,76,18,79,17,29,53,76,15,0,0,95,76,18,0,95,77,13,59,19,42,22,80,13,12,66,42,37,59,18,77,15,42,19,74,19,74,18,58,21,29,37,74,15,42,36,29,22,0,83,76,18,29,53,73,19,2
68,27,31,77,12,92,83,11,69,25,13,82,33,62,83,12,84,11,69,26,33,62,13,82,83,11,82,12,73,25,66,60,16,81,11,66,28,17,78,73,21,83,12,67,26,67,28,17,78,83,11,74,21,82,20,83,12,17,62,74,12,1,2,93,74,13,2,93,83,12,67,21,33,26,84,12,13,78,33,28,67,13,83,12,33,21,69,21,69,13,67,26,17,28,69,12,33,28,17,26,2,82,74,12,17,62,69,21,3
55,40,40,65,12,85,80,22,57,37,12,82,41,53,70,24,81,14,57,38,42,53,13,82,81,14,70,24,66,36,53,51,26,81,13,53,40,28,66,66,28,72,23,54,37,54,41,28,67,71,23,67,28,70,27,70,24,28,53,67,24,8,9,86,66,25,9,86,71,14,54,28,42,38,72,14,13,67,41,41,54,25,71,23,42,28,57,28,57,25,54,38,28,41,57,24,42,41,28,38,9,82,67,24,28,53,57,28,5
70,35,38,68,12,95,81,15,71,24,13,81,40,55,77,17,82,12,71,23,40,54,14,81,82,13,77,18,74,22,55,52,24,79,12,58,37,26,69,74,19,78,16,58,24,57,37,25,69,79,16,75,20,76,19,78,17,26,55,75,16,0,0,95,75,17,0,95,77,13,58,20,41,24,79,13,14,70,41,38,58,18,77,16,41,20,71,20,72,18,57,23,26,38,72,16,40,37,26,24,0,81,75,18,25,54,71,20,3
43,52,32,64,20,78,83,19,46,49,21,74,34,60,71,24,84,11,45,49,34,61,21,74,84,11,71,24,57,47,39,59,27,73,10,40,54,28,66,59,36,75,20,41,50,41,54,29,66,75,20,59,36,70,34,74,23,29,61,59,20,15,16,79,59,24,16,79,71,11,41,36,34,50,75,11,21,66,34,54,41,24,71,20,34,36,46,36,46,24,41,49,29,54,46,20,34,54,29,50,16,74,59,24,29,61,45,36,4
56,44,46,61,11,91,83,12,57,37,11,83,46,48,76,19,84,10,58,37,47,48,12,83,84,11,75,19,67,35,49,47,32,82,10,50,44,33,61,68,26,81,13,50,37,50,45,33,62,82,13,68,26,74,25,81,18,33,48,69,13,2,3,92,69,19,3,92,76,11,50,27,47,37,82,11,12,62,47,45,50,20,76,13,47,27,57,27,58,20,50,37,33,45,58,13,47,45,33,37,3,83,68,19,33,48,58,26,3
59,44,50,64,8,93,83,13,60,35,8,86,50,45,78,15,84,11,60,34,50,44,9,86,84,11,79,16,65,33,50,44,27,85,10,51,44,29,65,67,27,81,13,51,35,50,44,29,66,81,14,67,27,78,25,80,15,29,45,68,13,0,1,94,67,15,1,94,79,11,51,28,51,35,81,11,9,66,51,45,51,16,79,13,51,28,60,28,60,16,50,34,29,45,61,14,50,44,29,35,1,86,67,16,29,44,60,27,5
72,32,38,69,8,95,81,15,73,21,10,85,40,54,76,18,82,12,73,22,41,54,10,85,82,13,76,19,74,21,58,51,22,83,12,60,34,24,71,74,20,78,16,61,21,60,34,24,71,79,16,75,20,75,19,78,18,24,54,75,16,0,0,95,75,19,0,95,76,13,61,20,41,22,79,13,10,71,40,35,61,19,76,16,41,20,73,20,73,19,60,22,24,35,73,16,41,34,24,22,0,85,75,19,24,54,73,20,3
