@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute destClass {1,2}

@data
35,57,35,57,31,59,33,29,59,33,57,55,33,59,33,59,61,31,61,31,35,55,61,29,31,59,57,33,35,33,33,33,35,33,35,31,35,31,33,33,35,33,1
35,57,35,57,31,59,33,29,59,33,57,55,33,59,33,59,61,31,61,31,35,55,61,29,31,59,57,33,35,33,33,33,35,33,35,31,35,31,33,33,35,33,1
27,64,27,64,21,56,35,28,56,34,53,61,24,67,24,67,60,32,59,31,27,61,59,28,21,67,53,35,27,35,24,35,27,34,27,32,27,31,24,34,27,34,1
34,56,34,56,26,58,33,26,58,32,55,52,30,60,30,60,62,30,61,29,34,52,61,26,26,60,55,33,34,33,30,33,34,32,34,30,34,29,30,32,34,32,1
35,55,35,55,27,58,33,26,58,32,55,51,31,59,31,59,62,30,61,29,35,51,61,26,27,59,55,33,35,33,31,33,35,32,35,30,35,29,31,32,35,32,1
36,56,36,56,32,60,31,25,60,31,57,54,34,58,34,58,63,28,63,28,36,54,63,25,32,58,57,31,36,31,34,31,36,31,36,28,36,28,34,31,36,31,2
32,60,32,60,28,58,33,27,58,33,55,58,30,62,30,62,61,30,61,30,32,58,61,27,28,62,55,33,32,33,30,33,32,33,32,30,32,30,30,33,32,33,1
29,64,28,63,24,66,27,22,65,26,63,61,26,65,26,66,68,24,67,24,28,61,68,22,24,66,63,26,29,27,26,27,28,26,29,24,28,24,26,26,28,26,1
31,62,30,61,26,59,33,27,58,32,55,59,28,63,28,64,62,29,61,29,30,59,62,27,26,64,56,32,31,33,28,33,30,32,31,29,30,29,28,32,30,32,2
31,61,31,61,27,62,31,25,61,29,59,59,29,63,29,63,65,28,63,27,31,59,64,25,27,63,59,30,31,31,29,31,31,29,31,28,31,27,29,29,31,29,1
31,62,30,61,26,61,32,27,60,31,58,59,28,63,28,64,63,29,62,29,30,59,63,27,26,64,58,31,31,32,28,32,30,31,31,29,30,29,28,31,30,31,2
32,60,32,60,28,54,36,27,54,35,50,58,30,62,30,62,59,32,58,31,32,58,58,27,28,62,50,36,32,36,30,36,32,35,32,32,32,31,30,35,32,35,2
35,57,35,57,31,58,34,30,58,34,56,55,33,59,33,59,60,32,60,32,35,55,60,30,31,59,56,34,35,34,33,34,35,34,35,32,35,32,33,34,35,34,1
26,68,24,67,23,58,33,25,57,31,53,66,24,68,24,69,62,28,61,28,25,66,62,25,23,69,54,32,26,33,24,33,25,32,26,28,25,28,24,32,25,31,2
28,64,28,64,24,57,33,24,57,32,53,62,26,66,26,66,62,29,61,28,28,62,61,24,24,66,53,33,28,33,26,33,28,32,28,29,28,28,26,32,28,32,1
34,58,34,58,30,63,29,25,63,29,61,56,32,60,32,60,65,27,65,27,34,56,65,25,30,60,61,29,34,29,32,29,34,29,34,27,34,27,32,29,34,29,2
35,56,35,56,29,52,39,32,52,38,49,53,32,59,32,59,56,36,55,35,35,53,55,32,29,59,49,39,35,39,32,39,35,38,35,36,35,35,32,38,35,38,2
35,56,35,56,29,57,34,28,57,34,54,53,32,59,32,59,60,31,60,31,35,53,60,28,29,59,54,34,35,34,32,34,35,34,35,31,35,31,32,34,35,34,2
32,59,32,59,27,57,35,30,57,34,55,56,29,62,29,62,60,33,59,32,32,57,59,30,27,62,55,35,32,35,29,35,32,34,32,33,32,32,29,34,32,34,2
36,56,36,56,32,59,32,25,59,31,56,54,34,58,34,58,63,29,62,28,36,54,62,25,32,58,56,32,36,32,34,32,36,31,36,29,36,28,34,31,36,31,1
37,55,37,55,33,58,33,27,58,32,55,53,35,57,35,57,62,30,61,29,37,53,61,27,33,57,56,33,37,33,35,33,37,32,37,30,37,29,35,32,37,32,2
37,55,37,55,33,59,32,25,59,31,56,53,35,57,35,57,63,29,62,28,37,53,62,25,33,57,56,32,37,32,35,32,37,31,37,29,37,28,35,31,37,31,1
37,55,37,55,33,58,33,27,58,33,55,53,35,57,35,57,61,30,61,30,37,53,61,27,33,57,55,33,37,33,35,33,37,33,37,30,37,30,35,33,37,33,1
34,57,34,57,28,57,34,28,57,34,54,54,31,60,31,60,60,31,60,31,34,54,60,28,28,60,54,34,34,34,31,34,34,34,34,31,34,31,31,34,34,34,2
35,57,35,57,31,60,31,24,60,30,57,55,33,59,33,59,64,28,63,27,35,55,63,24,31,59,57,31,35,31,33,31,35,30,35,28,35,27,33,30,35,30,1
35,57,35,57,31,61,30,24,61,30,58,55,33,59,33,59,64,27,64,27,35,55,64,24,31,59,58,30,35,30,33,30,35,30,35,27,35,27,33,30,35,30,2
26,66,26,66,22,60,31,25,60,30,57,64,24,68,24,68,64,28,63,27,26,64,63,25,22,68,58,31,26,31,24,31,26,30,26,28,26,27,24,30,26,30,1
34,58,33,58,29,58,33,27,58,33,55,56,31,60,32,61,61,30,61,30,34,56,61,27,29,60,55,33,34,33,32,33,33,33,34,30,33,30,31,33,34,33,2
30,62,30,62,26,60,31,24,60,30,57,60,28,64,28,64,64,28,63,27,30,60,63,24,26,64,57,31,30,31,28,31,30,30,30,28,30,27,28,30,30,30,2
29,62,30,62,26,55,34,27,55,35,51,60,28,64,28,64,59,31,59,31,30,60,59,27,26,64,51,35,30,35,28,35,30,35,30,31,30,31,28,35,30,35,1
36,56,36,56,32,59,33,29,59,33,57,54,34,58,34,58,61,31,61,31,36,54,61,29,32,58,57,33,36,33,34,33,36,33,36,31,36,31,34,33,36,33,2
32,58,32,58,24,59,32,25,59,31,56,54,28,62,28,62,63,29,62,28,32,54,62,25,24,62,56,32,32,32,28,32,32,31,32,29,32,28,28,31,32,31,1
31,60,31,60,25,54,37,30,54,36,51,57,28,63,28,63,58,34,57,33,31,57,57,30,25,63,51,37,31,37,28,37,31,36,31,34,31,33,28,36,31,36,2
32,60,32,60,28,64,28,23,64,27,62,58,30,62,30,62,67,26,66,25,32,58,66,23,28,62,62,28,32,28,30,28,32,27,32,26,32,25,30,27,32,27,1
30,62,30,62,26,60,31,25,60,31,57,60,28,64,28,64,63,28,63,28,30,60,63,25,26,64,57,31,30,31,28,31,30,31,30,28,30,28,28,31,30,31,1
34,57,34,57,28,58,33,27,58,33,55,54,31,60,31,60,61,30,61,30,34,54,61,27,28,60,55,33,34,33,31,33,34,33,34,30,34,30,31,33,34,33,1
34,58,34,58,30,55,36,30,55,36,52,56,32,60,32,60,58,33,58,33,34,56,58,30,30,60,52,36,34,36,32,36,34,36,34,33,34,33,32,36,34,36,1
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
33,58,33,58,27,51,40,34,51,40,48,55,30,61,30,61,54,37,54,37,33,55,54,34,27,61,48,40,33,40,30,40,33,40,33,37,33,37,30,40,33,40,1
30,62,30,62,26,61,30,24,61,29,58,60,28,64,28,64,65,27,64,26,30,60,64,24,26,64,59,30,30,30,28,30,30,29,30,27,30,26,28,29,30,29,1
37,55,37,55,33,55,36,29,55,35,52,53,35,57,35,57,59,33,58,32,37,53,58,29,33,57,52,36,37,36,35,36,37,35,37,33,37,32,35,35,37,35,2
29,61,29,61,22,63,27,19,63,27,59,57,25,65,25,65,67,23,67,23,29,58,67,19,22,65,59,27,29,27,25,27,29,27,29,23,29,23,25,27,29,27,1
35,57,35,57,31,60,31,25,60,31,57,55,33,59,33,59,63,28,63,28,35,55,63,25,31,59,57,31,35,31,33,31,35,31,35,28,35,28,33,31,35,31,2
34,58,34,58,30,58,33,27,58,33,55,56,32,60,32,60,61,30,61,30,34,56,61,27,30,60,55,33,34,33,32,33,34,33,34,30,34,30,32,33,34,33,2
33,59,33,59,29,62,30,25,62,29,60,57,31,61,31,61,65,28,64,27,33,57,64,25,29,61,60,30,33,30,31,30,33,29,33,28,33,27,31,29,33,29,1
36,55,36,55,30,58,33,27,58,33,55,52,33,58,33,58,61,30,61,30,36,52,61,27,30,58,55,33,36,33,33,33,36,33,36,30,36,30,33,33,36,33,2
31,63,30,62,28,58,34,27,57,33,54,61,29,63,29,64,61,30,60,30,30,61,61,27,28,64,54,33,31,34,29,34,30,33,31,30,30,30,29,33,30,33,2
32,59,32,59,26,54,36,28,54,36,50,56,29,62,29,62,58,32,58,32,32,56,58,28,26,62,50,36,32,36,29,36,32,36,32,32,32,32,29,36,32,36,1
31,61,31,61,27,58,33,26,58,32,55,59,29,63,29,63,62,30,61,29,31,59,61,26,27,63,55,33,31,33,29,33,31,32,31,30,31,29,29,32,31,32,2
34,58,34,58,30,59,33,29,59,33,57,56,32,60,32,60,61,31,61,31,34,56,61,29,30,60,57,33,34,33,32,33,34,33,34,31,34,31,32,33,34,33,1
30,63,29,62,25,58,33,27,58,33,55,61,27,64,27,65,61,30,61,30,29,61,61,27,26,65,55,33,30,33,27,33,29,33,30,30,29,30,27,33,29,33,1
32,60,32,60,28,59,32,26,59,32,56,58,30,62,30,62,62,29,62,29,32,58,62,26,28,62,56,32,32,32,30,32,32,32,32,29,32,29,30,32,32,32,2
34,57,34,57,28,62,30,25,62,29,60,54,31,60,31,60,65,28,64,27,34,54,64,25,28,60,60,30,34,30,31,30,34,29,34,28,34,27,31,29,34,29,1
32,59,32,59,26,54,37,32,54,37,51,56,29,62,29,62,57,34,57,34,32,56,57,32,26,62,52,37,32,37,29,37,32,37,32,34,32,34,29,37,32,37,2
34,57,34,57,28,57,35,31,57,35,55,54,31,60,31,60,59,33,59,33,34,54,59,31,28,60,55,35,34,35,31,35,34,35,34,33,34,33,31,35,34,35,2
31,62,30,61,26,61,31,25,60,30,57,59,28,63,28,64,64,27,63,27,30,59,64,25,26,64,58,30,31,31,28,31,30,30,31,27,30,27,28,30,30,30,2
37,55,37,55,33,59,33,29,59,33,57,53,35,57,35,57,61,31,61,31,37,53,61,29,33,57,57,33,37,33,35,33,37,33,37,31,37,31,35,33,37,33,2
34,57,34,57,28,60,31,25,60,31,57,54,31,60,31,60,63,28,63,28,34,54,63,25,28,60,57,31,34,31,31,31,34,31,34,28,34,28,31,31,34,31,1
41,51,41,51,37,59,33,29,59,33,57,49,39,53,39,53,61,31,61,31,41,49,61,29,37,53,57,33,41,33,39,33,41,33,41,31,41,31,39,33,41,33,1
38,54,38,54,34,56,36,32,56,36,54,52,36,56,36,56,58,34,58,34,38,52,58,32,34,56,54,36,38,36,36,36,38,36,38,34,38,34,36,36,38,36,1
32,60,31,60,27,58,33,27,58,33,55,58,29,62,30,63,61,30,61,30,32,58,61,27,27,62,55,33,32,33,30,33,31,33,32,30,31,30,29,33,32,33,2
31,61,31,61,27,51,40,33,51,39,48,59,29,63,29,63,55,37,54,36,31,59,54,33,27,63,48,40,31,40,29,40,31,39,31,37,31,36,29,39,31,39,2
35,57,35,57,31,59,33,29,59,33,57,55,33,59,33,59,61,31,61,31,35,55,61,29,31,59,57,33,35,33,33,33,35,33,35,31,35,31,33,33,35,33,2
36,56,36,56,32,56,36,32,56,36,54,54,34,58,34,58,58,34,58,34,36,54,58,32,32,58,54,36,36,36,34,36,36,36,36,34,36,34,34,36,36,36,2
31,59,31,59,24,59,32,25,59,31,56,55,27,63,27,63,63,29,62,28,31,56,62,25,24,63,56,32,31,32,27,32,31,31,31,29,31,28,27,31,31,31,2
27,64,27,64,21,59,30,21,59,30,54,61,24,67,24,67,64,25,64,25,27,61,64,21,21,67,55,30,27,30,24,30,27,30,27,25,27,25,24,30,27,30,1
35,56,35,56,29,58,33,26,58,32,55,53,32,59,32,59,62,30,61,29,35,53,61,26,29,59,55,33,35,33,32,33,35,32,35,30,35,29,32,32,35,32,2
36,56,36,56,32,57,34,28,57,34,54,54,34,58,34,58,60,31,60,31,36,54,60,28,32,58,54,34,36,34,34,34,36,34,36,31,36,31,34,34,36,34,2
33,58,33,58,27,56,36,32,56,36,54,55,30,61,30,61,58,34,58,34,33,55,58,32,27,61,54,36,33,36,30,36,33,36,33,34,33,34,30,36,33,36,2
38,55,37,54,33,56,36,32,56,36,54,52,35,56,35,57,58,34,58,34,37,52,58,32,33,57,54,36,38,36,35,36,37,36,38,34,37,34,35,36,37,36,1
31,61,31,61,27,58,33,27,58,33,55,59,29,63,29,63,61,30,61,30,31,59,61,27,27,63,55,33,31,33,29,33,31,33,31,30,31,30,29,33,31,33,2
36,56,36,56,32,53,38,31,53,37,51,54,34,58,34,58,57,35,56,34,36,54,56,32,32,58,51,38,36,38,34,38,36,37,36,35,36,34,34,37,36,37,2
31,61,31,61,27,57,34,28,57,34,54,59,29,63,29,63,60,31,60,31,31,59,60,28,27,63,54,34,31,34,29,34,31,34,31,31,31,31,29,34,31,34,2
31,62,30,61,26,63,30,25,62,29,60,59,28,63,28,64,65,27,64,27,30,59,65,25,26,64,60,29,31,30,28,30,30,29,31,27,30,27,28,29,30,29,1
34,57,34,57,28,52,39,32,52,38,49,54,31,60,31,60,56,36,55,35,34,54,55,32,28,60,49,39,34,39,31,39,34,38,34,36,34,35,31,38,34,38,2
37,55,37,55,33,59,32,25,59,31,56,53,35,57,35,57,63,29,62,28,37,53,62,25,33,57,56,32,37,32,35,32,37,31,37,29,37,28,35,31,37,31,2
32,60,32,60,28,60,31,24,60,30,57,58,30,62,30,62,64,28,63,27,32,58,63,24,28,62,57,31,32,31,30,31,32,30,32,28,32,27,30,30,32,30,1
31,60,31,60,25,51,39,30,51,38,47,57,28,63,28,63,56,35,55,34,31,57,55,30,25,63,47,39,31,39,28,39,31,38,31,35,31,34,28,38,31,38,2
39,53,39,53,35,57,35,30,57,34,55,51,37,55,37,55,60,33,59,32,39,51,59,30,35,55,55,35,39,35,37,35,39,34,39,33,39,32,37,34,39,34,2
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
29,64,28,63,24,58,33,27,58,33,55,61,26,65,26,66,61,30,61,30,28,61,61,27,24,66,55,33,29,33,26,33,28,33,29,30,28,30,26,33,28,33,2
31,60,31,60,25,63,29,24,63,28,61,57,28,63,28,63,66,27,65,26,31,57,65,24,25,63,61,29,31,29,28,29,31,28,31,27,31,26,28,28,31,28,1
37,55,37,55,33,57,35,31,57,35,55,53,35,57,35,57,59,33,59,33,37,53,59,31,33,57,55,35,37,35,35,35,37,35,37,33,37,33,35,35,37,35,2
36,55,36,55,30,52,39,32,52,38,49,52,33,58,33,58,56,36,55,35,36,52,55,32,30,58,49,39,36,39,33,39,36,38,36,36,36,35,33,38,36,38,2
32,59,32,59,26,55,36,30,55,36,53,56,29,62,29,62,58,33,58,33,32,56,58,31,26,62,53,36,32,36,29,36,32,36,32,33,32,33,29,36,32,36,1
30,60,30,60,22,58,32,24,58,31,54,56,26,64,26,64,63,28,62,27,30,56,62,24,22,64,55,32,30,32,26,32,30,31,30,28,30,27,26,31,30,31,2
35,57,35,57,31,60,31,24,60,30,57,55,33,59,33,59,64,28,63,27,35,55,63,24,31,59,57,31,35,31,33,31,35,30,35,28,35,27,33,30,35,30,1
36,56,36,56,32,57,35,31,57,35,55,54,34,58,34,58,59,33,59,33,36,54,59,31,32,58,55,35,36,35,34,35,36,35,36,33,36,33,34,35,36,35,1
32,59,32,59,26,56,36,32,56,36,54,56,29,62,29,62,58,34,58,34,32,56,58,32,26,62,54,36,32,36,29,36,32,36,32,34,32,34,29,36,32,36,2
35,57,35,57,31,59,33,29,59,33,57,55,33,59,33,59,61,31,61,31,35,55,61,29,31,59,57,33,35,33,33,33,35,33,35,31,35,31,33,33,35,33,1
34,58,34,58,30,60,31,24,60,30,57,56,32,60,32,60,64,28,63,27,34,56,63,24,30,60,57,31,34,31,32,31,34,30,34,28,34,27,32,30,34,30,1
35,57,35,57,31,59,32,26,59,31,56,55,33,59,33,59,63,29,62,28,35,55,62,26,31,59,57,32,35,32,33,32,35,31,35,29,35,28,33,31,35,31,2
34,58,34,58,30,55,35,30,55,36,52,56,32,60,32,60,58,32,59,33,34,56,58,30,30,60,53,36,34,35,32,35,34,36,34,32,34,33,32,36,34,36,1
30,61,30,61,25,49,42,35,49,41,46,58,27,64,27,64,53,39,52,38,30,59,52,35,25,64,46,42,30,42,27,42,30,41,30,39,30,38,27,41,30,41,2
28,64,28,64,24,54,33,21,54,33,49,62,26,66,26,66,61,26,61,26,28,62,61,23,24,66,51,33,28,33,26,33,28,33,28,26,28,26,26,33,28,33,1
32,60,32,60,28,58,33,26,58,32,55,58,30,62,30,62,62,30,61,29,32,58,61,26,28,62,55,33,32,33,30,33,32,32,32,30,32,29,30,32,32,32,1
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
34,57,34,57,28,55,35,27,55,35,51,54,31,60,31,60,59,31,59,31,34,54,59,27,28,60,51,35,34,35,31,35,34,35,34,31,34,31,31,35,34,35,2
32,61,31,60,27,60,31,25,60,31,57,58,29,62,29,63,63,28,63,28,31,58,63,25,27,63,57,31,32,31,29,31,31,31,32,28,31,28,29,31,31,31,1
28,65,27,64,23,58,33,27,58,33,55,62,25,66,25,67,61,30,61,30,27,62,61,27,23,67,55,33,28,33,25,33,27,33,28,30,27,30,25,33,27,33,2
32,58,32,58,24,58,33,26,58,32,55,54,28,62,28,62,62,30,61,29,32,54,61,26,24,62,55,33,32,33,28,33,32,32,32,30,32,29,28,32,32,32,1
33,58,33,58,27,59,32,26,59,32,56,55,30,61,30,61,62,29,62,29,33,55,62,26,27,61,56,32,33,32,30,32,33,32,33,29,33,29,30,32,33,32,2
37,55,37,55,33,58,34,30,58,34,56,53,35,57,35,57,60,32,60,32,37,53,60,30,33,57,56,34,37,34,35,34,37,34,37,32,37,32,35,34,37,34,1
31,61,31,61,27,59,32,25,59,31,56,59,29,63,29,63,63,29,62,28,31,59,62,25,27,63,56,32,31,32,29,32,31,31,31,29,31,28,29,31,31,31,1
33,59,33,59,29,60,31,25,60,31,57,57,31,61,31,61,63,28,63,28,33,57,63,25,29,61,57,31,33,31,31,31,33,31,33,28,33,28,31,31,33,31,2
33,59,33,59,29,59,32,25,59,31,56,57,31,61,31,61,63,29,62,28,33,57,62,25,29,61,56,32,33,32,31,32,33,31,33,29,33,28,31,31,33,31,2
30,62,30,62,26,63,28,22,63,28,60,60,28,64,28,64,66,25,66,25,30,60,66,22,26,64,60,28,30,28,28,28,30,28,30,25,30,25,28,28,30,28,2
36,56,36,56,32,56,35,28,56,34,53,54,34,58,34,58,60,32,59,31,36,54,59,28,32,58,53,35,36,35,34,35,36,34,36,32,36,31,34,34,36,34,2
38,54,38,54,34,58,34,30,58,34,56,52,36,56,36,56,60,32,60,32,38,52,60,30,34,56,56,34,38,34,36,34,38,34,38,32,38,32,36,34,38,34,1
35,56,35,56,29,62,29,22,62,28,59,53,32,59,32,59,66,26,65,25,35,53,65,22,29,59,59,29,35,29,32,29,35,28,35,26,35,25,32,28,35,28,2
30,60,30,60,23,59,32,25,59,31,56,56,26,64,26,64,63,29,62,28,30,57,62,25,23,64,56,32,30,32,26,32,30,31,30,29,30,28,26,31,30,31,2
32,59,32,59,26,52,39,33,52,39,49,56,29,62,29,62,55,36,55,36,32,56,55,33,26,62,49,39,32,39,29,39,32,39,32,36,32,36,29,39,32,39,2
34,59,33,58,29,55,35,28,55,35,51,56,31,60,31,61,59,31,59,31,33,56,59,28,29,61,52,35,34,35,31,35,33,35,34,31,33,31,31,35,33,35,2
34,56,34,56,26,59,32,25,59,31,56,52,30,60,30,60,63,29,62,28,34,52,62,25,26,60,56,32,34,32,30,32,34,31,34,29,34,28,30,31,34,31,1
31,60,31,60,25,56,34,26,56,33,52,57,28,63,28,63,61,30,60,29,31,57,60,26,25,63,53,34,31,34,28,34,31,33,31,30,31,29,28,33,31,33,2
34,58,34,58,30,58,33,26,58,32,55,56,32,60,32,60,62,30,61,29,34,56,61,26,30,60,55,33,34,33,32,33,34,32,34,30,34,29,32,32,34,32,1
30,62,30,62,26,54,38,34,54,38,52,60,28,64,28,64,56,36,56,36,30,60,56,34,26,64,52,38,30,38,28,38,30,38,30,36,30,36,28,38,30,38,2
31,60,31,60,25,54,37,32,54,37,51,57,28,63,28,63,57,34,57,34,31,57,57,32,25,63,52,37,31,37,28,37,31,37,31,34,31,34,28,37,31,37,2
37,55,37,55,33,54,38,34,54,38,52,53,35,57,35,57,56,36,56,36,37,53,56,34,33,57,52,38,37,38,35,38,37,38,37,36,37,36,35,38,37,38,2
33,59,33,59,29,60,31,25,60,31,57,57,31,61,31,61,63,28,63,28,33,57,63,25,29,61,57,31,33,31,31,31,33,31,33,28,33,28,31,31,33,31,2
36,56,36,56,32,61,30,23,61,29,58,54,34,58,34,58,65,27,64,26,36,54,64,23,32,58,58,30,36,30,34,30,36,29,36,27,36,26,34,29,36,29,1
35,57,35,57,31,58,34,30,58,34,56,55,33,59,33,59,60,32,60,32,35,55,60,30,31,59,56,34,35,34,33,34,35,34,35,32,35,32,33,34,35,34,1
38,54,38,54,34,61,30,23,61,29,58,52,36,56,36,56,65,27,64,26,38,52,64,23,34,56,58,30,38,30,36,30,38,29,38,27,38,26,36,29,38,29,2
31,62,30,61,26,64,29,24,63,28,61,59,28,63,28,64,66,26,65,26,30,59,66,24,26,64,61,28,31,29,28,29,30,28,31,26,30,26,28,28,30,28,1
25,68,24,67,20,63,29,22,62,28,59,65,22,69,22,70,66,25,65,25,24,65,66,22,20,70,59,28,25,29,22,29,24,28,25,25,24,25,22,28,24,28,2
24,67,24,67,19,52,39,32,52,38,49,64,21,70,21,70,56,36,55,35,24,65,55,32,19,70,49,39,24,39,21,39,24,38,24,36,24,35,21,38,24,38,1
35,57,35,57,31,59,32,26,59,32,56,55,33,59,33,59,62,29,62,29,35,55,62,26,31,59,56,32,35,32,33,32,35,32,35,29,35,29,33,32,35,32,2
30,62,30,62,26,64,29,24,63,28,61,60,28,64,28,64,66,26,65,26,30,60,66,24,26,64,61,28,30,29,28,29,30,28,30,26,30,26,28,28,30,28,1
36,56,36,56,32,54,38,34,54,38,52,54,34,58,34,58,56,36,56,36,36,54,56,34,32,58,52,38,36,38,34,38,36,38,36,36,36,36,34,38,36,38,1
36,56,36,56,32,60,32,27,60,31,58,54,34,58,34,58,63,30,62,29,36,54,62,27,32,58,58,32,36,32,34,32,36,31,36,30,36,29,34,31,36,31,2
37,55,37,55,33,55,37,32,55,36,53,53,35,57,35,57,58,35,57,34,37,53,57,32,33,57,53,37,37,37,35,37,37,36,37,35,37,34,35,36,37,36,2
36,56,36,56,32,55,36,30,55,36,52,54,34,58,34,58,58,33,58,33,36,54,58,30,32,58,52,36,36,36,34,36,36,36,36,33,36,33,34,36,36,36,2
35,56,35,56,29,59,32,26,59,32,56,53,32,59,32,59,62,29,62,29,35,53,62,26,29,59,56,32,35,32,32,32,35,32,35,29,35,29,32,32,35,32,1
30,62,29,61,23,62,31,26,61,30,59,58,26,64,26,65,64,28,63,28,29,58,64,26,23,65,59,30,30,31,26,31,29,30,30,28,29,28,26,30,29,30,2
33,59,33,59,29,60,31,25,60,30,57,57,31,61,31,61,64,28,63,27,33,57,63,25,29,61,58,31,33,31,31,31,33,30,33,28,33,27,31,30,33,30,1
31,61,31,61,27,60,31,25,60,31,57,59,29,63,29,63,63,28,63,28,31,59,63,25,27,63,57,31,31,31,29,31,31,31,31,28,31,28,29,31,31,31,1
37,55,37,55,33,57,35,31,57,35,55,53,35,57,35,57,59,33,59,33,37,53,59,31,33,57,55,35,37,35,35,35,37,35,37,33,37,33,35,35,37,35,2
36,56,36,56,32,59,33,29,59,33,57,54,34,58,34,58,61,31,61,31,36,54,61,29,32,58,57,33,36,33,34,33,36,33,36,31,36,31,34,33,36,33,2
37,55,37,55,33,60,31,24,60,30,57,53,35,57,35,57,64,28,63,27,37,53,63,24,33,57,57,31,37,31,35,31,37,30,37,28,37,27,35,30,37,30,1
37,55,37,55,33,57,35,31,57,35,55,53,35,57,35,57,59,33,59,33,37,53,59,31,33,57,55,35,37,35,35,35,37,35,37,33,37,33,35,35,37,35,1
32,59,32,59,26,61,30,24,61,30,58,56,29,62,29,62,64,27,64,27,32,56,64,24,26,62,58,30,32,30,29,30,32,30,32,27,32,27,29,30,32,30,2
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
36,55,36,55,30,59,32,25,59,31,56,52,33,58,33,58,63,29,62,28,36,52,62,25,30,58,56,32,36,32,33,32,36,31,36,29,36,28,33,31,36,31,1
37,55,37,55,33,56,36,32,56,36,54,53,35,57,35,57,58,34,58,34,37,53,58,32,33,57,54,36,37,36,35,36,37,36,37,34,37,34,35,36,37,36,2
34,58,34,58,30,59,32,25,59,31,56,56,32,60,32,60,63,29,62,28,34,56,62,25,30,60,56,32,34,32,32,32,34,31,34,29,34,28,32,31,34,31,2
40,52,40,52,36,56,35,28,56,34,54,50,38,54,38,54,60,32,59,31,40,50,59,29,36,54,54,35,40,35,38,35,40,34,40,32,40,31,38,34,40,34,1
32,58,32,58,24,59,32,25,59,31,56,54,28,62,28,62,63,29,62,28,32,54,62,25,24,62,56,32,32,32,28,32,32,31,32,29,32,28,28,31,32,31,2
34,57,34,57,28,51,40,33,51,39,48,54,31,60,31,60,55,37,54,36,34,54,54,33,28,60,48,40,34,40,31,40,34,39,34,37,34,36,31,39,34,39,2
36,57,34,56,30,60,31,25,60,31,57,54,32,58,33,60,63,28,63,28,35,54,63,25,30,59,57,31,36,31,33,31,34,31,36,28,34,28,32,31,35,31,1
31,60,31,60,25,60,31,25,60,31,57,57,28,63,28,63,63,28,63,28,31,57,63,25,25,63,57,31,31,31,28,31,31,31,31,28,31,28,28,31,31,31,2
32,59,32,59,26,60,31,25,60,30,57,56,29,62,29,62,64,28,63,27,32,56,63,25,26,62,58,31,32,31,29,31,32,30,32,28,32,27,29,30,32,30,1
27,64,27,64,21,55,35,26,55,34,51,61,24,67,24,67,60,31,59,30,27,61,59,26,21,67,51,35,27,35,24,35,27,34,27,31,27,30,24,34,27,34,2
30,63,29,62,25,60,32,25,59,31,56,60,27,64,27,65,63,28,62,28,29,60,63,25,25,65,56,31,30,32,27,32,29,31,30,28,29,28,27,31,29,31,2
29,63,29,63,25,62,31,26,61,30,59,61,27,65,27,65,64,28,63,28,29,61,64,26,25,65,59,30,29,31,27,31,29,30,29,28,29,28,27,30,29,30,2
32,58,32,58,24,60,31,24,60,30,57,54,28,62,28,62,64,28,63,27,32,54,63,24,24,62,57,31,32,31,28,31,32,30,32,28,32,27,28,30,32,30,1
