@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atLccc numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMcbc numeric
@attribute o2atLcbc numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMaba numeric
@attribute o2atLaba numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o3atLccc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMaaa numeric
@attribute o3atMaba numeric
@attribute o3atLaba numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMcba numeric
@attribute o3atLcba numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMaac numeric
@attribute o3atLaac numeric
@attribute o3atMcca numeric
@attribute o3atLcca numeric
@attribute o3atMcab numeric
@attribute o3atLcab numeric
@attribute o3atMbac numeric
@attribute o3atLbac numeric
@attribute o3atMcaa numeric
@attribute o3atLcaa numeric
@attribute destClass {-1,1}

@data
9,8,10,19,6,7,21,9,22,8,20,18,8,21,20,8,8,19,8,8,7,20,20,7,21,7,21,7,10,9,9,18,7,21,10,8,8,9,9,9,19,21,10,30,0,0,20,11,30,9,30,0,30,0,30,0,30,0,30,0,19,10,20,9,19,9,19,9,29,0,29,0,29,0,30,0,30,0,0,30,0,29,0,30,0,30,0,30,0,30,0,30,1,30,0,29,0,30,0,30,0,30,0,29,0,29,0,30,0,29,-1.0
30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,0,30,7,24,22,0,30,6,30,8,23,6,22,7,22,6,22,6,23,0,30,0,30,0,30,0,30,10,17,12,17,10,0,30,0,30,0,0,30,15,14,0,30,15,13,13,30,0,30,0,30,16,11,0,14,0,13,13,13,0,13,0,12,0,14,0,13,0,14,-1.0
8,10,9,21,7,9,19,11,20,10,18,20,8,22,18,10,7,21,7,10,7,21,18,9,19,9,19,9,9,11,8,20,7,22,9,10,8,11,8,11,17,19,12,30,0,0,18,13,30,11,30,0,30,0,30,0,30,0,30,0,17,12,18,11,17,11,17,11,9,12,13,13,11,0,30,0,30,0,0,30,8,17,0,30,9,18,6,30,0,30,0,30,13,13,0,17,0,18,6,17,0,18,0,13,0,17,0,18,0,17,-1.0
17,6,15,12,14,4,21,7,23,6,19,11,15,13,19,7,16,13,16,7,15,14,20,6,22,5,22,4,16,8,16,11,14,14,16,6,15,8,16,7,0,0,30,30,0,0,0,30,30,30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,4,20,6,21,5,0,30,0,30,0,0,30,17,9,0,30,18,10,15,30,0,30,0,30,21,6,0,9,0,10,16,9,0,10,0,6,0,9,0,10,0,9,-1.0
23,3,23,5,20,2,25,3,26,3,24,4,22,7,24,4,22,5,23,4,21,6,25,3,26,3,26,2,24,4,23,4,21,7,24,3,22,4,23,3,3,5,26,7,24,22,4,27,6,25,8,23,6,22,7,22,6,22,6,23,3,26,4,25,3,25,3,25,1,26,3,26,1,0,30,0,30,0,0,30,24,5,0,30,24,4,22,30,0,30,0,30,25,2,0,5,0,4,22,4,0,4,0,3,0,5,0,4,0,5,1.0
23,2,22,4,17,1,26,2,27,2,25,3,20,7,25,3,22,4,23,3,20,7,26,2,27,2,27,1,23,3,23,3,19,7,23,2,20,3,23,2,3,5,26,7,24,22,4,27,6,25,8,23,6,22,7,22,6,22,6,23,3,26,4,25,3,25,3,25,3,23,5,23,3,0,30,0,30,0,0,30,20,8,0,30,20,7,17,30,0,30,0,30,22,4,0,8,0,7,18,7,0,7,0,5,0,8,0,7,0,8,1.0
15,9,16,14,14,7,18,11,20,9,16,13,15,15,16,10,14,14,14,10,14,14,17,9,19,8,19,7,16,11,15,13,14,15,16,9,15,11,15,11,13,15,16,23,7,5,14,17,22,15,24,6,23,6,23,5,22,6,22,7,13,16,14,15,13,15,13,15,7,21,7,22,7,0,30,0,30,0,0,30,21,7,0,30,22,9,21,30,0,30,0,30,23,8,0,7,0,9,21,8,0,9,0,7,0,7,0,9,0,7,-1.0
7,11,8,22,6,10,18,12,19,11,17,21,7,23,17,11,6,22,6,11,6,22,17,10,18,10,18,10,8,12,7,21,6,23,8,11,7,12,7,12,24,26,5,30,0,0,25,6,30,4,30,0,30,0,30,0,30,0,30,0,24,5,25,4,24,4,24,4,28,0,28,1,28,0,30,0,30,0,0,30,0,28,0,30,1,30,0,30,0,30,0,30,2,29,0,28,0,30,0,29,0,30,0,28,0,28,0,30,0,28,-1.0
11,9,12,17,8,8,20,10,21,9,19,15,10,19,19,9,10,17,10,9,9,18,19,8,20,8,20,8,12,10,11,15,8,19,12,9,10,10,11,10,20,22,9,26,4,1,21,10,25,8,28,2,26,1,27,2,25,2,26,3,20,9,21,8,20,8,20,8,22,4,24,4,23,0,30,0,30,0,0,30,2,26,0,30,2,26,1,30,0,30,0,30,4,24,0,26,0,26,1,26,0,26,0,24,0,26,0,26,0,26,-1.0
22,3,22,5,18,2,25,3,26,3,24,4,20,8,24,4,21,5,22,4,19,7,25,3,26,3,26,2,23,4,22,5,20,8,23,3,20,4,22,3,3,5,26,7,24,22,4,27,6,25,8,23,6,22,7,22,6,22,6,23,3,26,4,25,3,25,3,25,2,24,3,25,2,0,30,0,30,0,0,30,22,5,0,30,23,6,20,30,0,30,0,30,25,3,0,5,0,6,21,5,0,6,0,3,0,5,0,6,0,5,1.0
19,3,19,9,17,2,25,3,26,3,24,7,18,11,24,4,18,9,19,4,17,10,25,3,26,3,26,2,20,4,19,8,17,11,20,3,18,4,19,3,3,5,26,8,20,14,4,27,6,25,11,16,10,16,11,16,7,19,7,19,3,26,4,25,3,25,3,25,7,14,10,14,11,0,30,0,30,0,0,30,8,16,0,30,8,16,6,30,0,30,0,30,14,10,0,16,0,16,9,16,0,16,0,10,0,16,0,16,0,16,1.0
16,5,16,12,14,4,24,4,25,4,23,10,15,14,23,4,15,12,15,5,14,13,23,4,24,4,24,4,16,5,15,11,14,14,17,5,15,6,16,5,3,5,26,7,21,15,4,27,6,25,10,18,9,18,9,17,6,20,6,21,3,26,4,25,3,25,3,25,0,28,0,28,0,13,17,11,16,11,11,17,26,2,12,16,26,1,24,16,12,18,11,17,28,0,13,2,12,1,26,2,12,2,13,0,12,2,13,1,12,2,1.0
18,4,18,10,16,3,25,4,26,4,24,8,17,12,24,4,17,10,17,4,16,11,24,3,25,3,25,3,19,5,18,9,16,12,19,4,17,5,18,4,4,6,25,8,21,17,5,26,7,24,10,19,9,19,9,18,7,20,7,21,4,25,5,24,4,24,4,24,2,25,3,26,2,0,30,0,30,0,0,30,24,4,0,30,25,5,23,30,0,30,0,30,26,3,0,4,0,5,23,4,0,5,0,3,0,4,0,5,0,4,1.0
14,7,15,15,13,5,18,10,21,7,16,14,14,16,17,9,13,15,13,9,13,15,17,8,20,6,20,6,15,10,14,14,13,16,15,7,14,10,14,10,5,7,24,13,15,11,6,25,12,23,15,13,15,13,15,12,13,15,12,15,5,24,6,23,5,23,5,23,0,28,0,29,0,0,30,0,30,0,0,30,27,1,0,30,28,2,26,30,0,30,0,30,29,0,0,1,0,2,27,1,0,2,0,0,0,1,0,2,0,1,1.0
18,5,18,10,16,4,24,4,25,4,23,8,17,12,23,4,17,10,17,5,16,11,23,4,24,4,24,4,18,5,17,9,16,12,19,5,17,6,18,5,3,5,26,8,20,13,4,27,6,25,11,16,10,16,11,15,7,19,6,19,3,26,4,25,3,25,3,25,2,25,3,26,2,0,30,0,30,0,0,30,24,5,0,30,24,5,22,30,0,30,0,30,25,3,0,5,0,5,22,4,0,5,0,3,0,5,0,5,0,5,1.0
20,6,20,9,19,4,21,7,23,6,20,8,20,10,20,7,19,9,19,7,19,9,20,6,22,5,22,5,21,8,20,8,19,10,21,6,20,8,20,7,1,3,28,9,20,18,2,29,8,27,10,19,10,19,10,18,9,20,8,20,1,28,2,27,1,27,1,27,1,26,2,27,1,0,30,0,30,0,0,30,25,3,0,30,26,4,24,30,0,30,0,30,27,2,0,3,0,4,24,3,0,4,0,2,0,3,0,4,0,3,1.0
16,10,17,13,15,9,19,11,20,10,18,12,16,14,18,10,15,13,15,10,15,13,18,9,19,9,19,9,17,11,16,12,15,14,17,10,16,11,16,11,4,6,25,17,11,8,5,26,15,24,19,9,19,9,19,8,17,11,16,11,4,25,5,24,4,24,4,24,0,29,0,30,0,0,30,0,30,0,0,30,29,0,0,30,30,1,29,30,0,30,0,30,30,0,0,0,0,1,29,0,0,1,0,0,0,0,0,1,0,0,1.0
20,3,19,8,17,2,25,2,26,2,24,6,18,10,24,3,19,8,20,4,18,9,25,3,26,3,26,2,20,3,19,6,17,10,21,3,19,4,20,2,5,7,24,9,22,20,6,25,8,23,10,21,8,20,9,20,8,20,8,21,5,24,6,23,5,23,5,23,12,16,13,16,12,0,30,0,30,0,0,30,15,14,0,30,15,14,14,30,0,30,0,30,16,13,0,14,0,14,14,14,0,14,0,13,0,14,0,14,0,14,1.0
16,12,16,13,15,11,17,12,18,12,16,12,16,14,16,12,15,13,15,12,15,13,16,11,17,11,17,11,17,13,16,12,15,14,17,12,16,13,16,12,6,8,23,29,1,0,7,24,28,22,30,0,29,0,29,0,28,0,29,1,6,23,7,22,6,22,6,22,0,27,1,28,0,0,30,0,30,0,0,30,26,3,0,30,26,3,24,30,0,30,0,30,27,1,0,3,0,3,24,2,0,3,0,1,0,3,0,3,0,3,-1.0
18,9,19,11,17,8,20,10,21,9,19,10,18,12,19,9,17,11,17,9,17,11,19,8,20,8,20,8,19,10,18,10,17,12,19,9,18,10,18,10,3,5,26,9,19,15,4,27,8,25,11,17,11,17,11,16,9,19,8,19,3,26,4,25,3,25,3,25,1,26,2,27,1,0,30,0,30,0,0,30,25,3,0,30,26,4,24,30,0,30,0,30,27,2,0,3,0,4,24,3,0,4,0,2,0,3,0,4,0,3,1.0
15,5,16,14,14,4,23,6,24,5,22,13,15,15,22,6,14,14,15,6,14,14,23,5,24,5,24,4,16,6,15,13,14,15,16,5,15,6,15,6,9,11,20,28,1,0,10,21,27,19,29,0,29,0,29,0,28,1,28,1,9,20,10,19,9,19,9,19,19,10,20,10,19,0,30,0,30,0,0,30,9,21,0,30,9,20,8,30,0,30,0,30,9,19,0,21,0,20,8,20,0,20,0,20,0,21,0,20,0,21,1.0
19,3,19,9,16,2,25,3,26,3,24,7,18,11,24,4,18,9,19,4,17,10,25,3,26,3,26,2,20,4,19,7,16,11,20,3,18,4,19,3,4,6,25,10,18,14,5,26,8,24,12,16,12,16,12,14,10,18,8,18,4,25,5,24,4,24,4,24,4,23,5,24,4,0,30,0,30,0,0,30,22,6,0,30,23,7,21,30,0,30,0,30,24,5,0,6,0,7,21,6,0,7,0,5,0,6,0,7,0,6,1.0
17,5,17,11,15,4,22,5,24,4,20,9,16,13,21,5,15,11,16,6,15,12,21,4,23,4,23,4,17,6,16,10,15,13,18,5,16,7,17,6,4,6,25,9,21,17,5,26,8,24,11,19,9,18,10,18,8,19,8,20,4,25,5,24,4,24,4,24,2,25,3,25,2,3,26,2,26,1,1,27,23,5,3,25,23,4,21,25,2,27,2,27,25,3,3,5,3,5,22,5,2,5,3,3,3,5,3,4,2,5,1.0
16,8,17,13,15,6,19,10,21,8,17,12,16,14,17,9,15,13,15,9,15,13,18,8,20,7,20,6,17,10,16,12,15,14,17,8,16,10,16,10,5,7,24,12,16,13,6,25,11,23,14,14,14,14,14,14,12,16,12,16,5,24,6,23,5,23,5,23,0,27,1,28,0,0,30,0,30,0,0,30,26,2,0,30,27,3,25,30,0,30,0,30,28,1,0,2,0,3,25,2,0,3,0,1,0,2,0,3,0,2,1.0
14,6,15,15,13,5,23,7,24,6,22,14,14,16,22,6,13,15,13,6,13,15,22,5,23,5,23,5,15,7,14,14,13,16,15,6,14,7,14,7,9,11,20,14,16,12,10,21,13,19,16,14,14,13,15,13,13,14,13,15,9,20,10,19,9,19,9,19,20,6,22,6,22,0,30,0,30,0,0,30,3,25,0,30,3,24,2,30,0,30,0,30,5,21,0,25,0,24,3,24,0,24,0,22,0,25,0,24,0,25,-1.0
25,0,24,4,22,0,30,0,30,0,30,3,23,5,30,0,25,5,25,0,23,6,30,0,30,0,30,0,24,0,24,3,22,6,24,0,23,0,24,0,0,0,30,12,15,9,0,30,7,30,16,10,15,10,16,9,11,14,10,14,0,30,0,30,0,30,0,30,9,15,11,16,10,0,30,0,30,0,0,30,13,13,0,30,14,15,12,30,0,30,0,30,17,12,0,13,0,15,12,14,0,15,0,11,0,13,0,15,0,13,1.0
17,3,17,11,15,2,25,3,26,3,24,9,16,13,24,4,17,11,17,4,15,12,25,4,26,3,26,2,18,4,17,10,15,13,18,3,16,4,17,3,4,6,25,11,18,16,5,26,10,24,12,17,12,17,12,16,11,18,10,18,4,25,5,24,4,24,4,24,3,24,4,25,3,0,30,0,30,0,0,30,23,5,0,30,24,6,22,30,0,30,0,30,25,4,0,5,0,6,22,5,0,6,0,4,0,5,0,6,0,5,1.0
6,10,7,23,5,9,19,11,20,10,18,22,6,24,18,10,5,23,5,10,5,23,18,9,19,9,19,9,7,11,6,22,5,24,7,10,6,11,6,11,22,24,7,30,0,0,23,8,30,6,30,0,30,0,30,0,30,0,30,0,22,7,23,6,22,6,22,6,7,14,11,15,9,0,30,0,30,0,0,30,10,15,0,30,11,16,8,30,0,30,0,30,15,11,0,15,0,16,8,15,0,16,0,11,0,15,0,16,0,15,-1.0
14,6,15,15,13,5,23,7,24,6,22,14,14,16,22,6,13,15,13,6,13,15,22,5,23,5,23,5,15,7,14,14,13,16,15,6,14,7,14,7,6,8,23,13,14,5,7,24,11,22,18,9,16,8,17,8,12,12,12,13,6,23,7,22,6,22,6,22,14,11,17,11,15,0,30,0,30,0,0,30,8,20,0,30,8,19,6,30,0,30,0,30,10,16,0,20,0,19,6,19,0,19,0,17,0,20,0,19,0,20,-1.0
19,7,20,10,18,6,22,8,23,7,21,9,19,11,21,7,18,10,18,7,18,10,21,6,22,6,22,6,20,8,19,9,18,11,20,7,19,8,19,8,5,7,24,18,10,7,6,25,17,23,20,8,20,8,20,8,18,10,18,10,5,24,6,23,5,23,5,23,10,19,11,19,10,0,30,0,30,0,0,30,18,12,0,30,18,11,17,30,0,30,0,30,18,10,0,12,0,11,17,11,0,11,0,11,0,12,0,11,0,12,-1.0
13,9,14,15,10,8,20,10,21,9,19,13,12,17,19,9,12,15,12,9,11,16,19,8,20,8,20,8,14,10,13,13,10,17,14,9,12,10,13,10,16,18,13,29,2,0,17,14,28,12,30,1,28,0,29,0,28,0,28,1,16,13,17,12,16,12,16,12,23,2,25,3,25,0,30,0,30,0,0,30,0,27,0,30,1,28,0,30,0,30,0,30,3,25,0,27,0,28,0,27,0,28,0,25,0,27,0,28,0,27,-1.0
16,5,17,13,15,3,20,8,23,5,18,12,16,14,19,7,15,13,15,7,15,13,19,6,22,4,22,4,17,8,16,12,15,14,17,5,16,8,16,8,6,8,23,12,19,17,7,24,11,22,13,18,11,17,12,17,11,17,11,18,6,23,7,22,6,22,6,22,13,15,14,15,13,0,30,0,30,0,0,30,14,15,0,30,14,15,13,30,0,30,0,30,15,14,0,15,0,15,13,15,0,15,0,14,0,15,0,15,0,15,1.0
19,3,19,9,17,2,23,4,25,3,21,7,18,11,22,5,17,9,19,5,17,10,23,3,25,3,25,2,20,5,19,8,17,11,20,3,18,5,19,4,4,6,25,9,22,20,5,26,8,24,10,21,8,20,9,20,8,20,8,21,4,25,5,24,4,24,4,24,5,20,8,20,6,0,30,0,30,0,0,30,17,11,0,30,17,10,15,30,0,30,0,30,19,7,0,11,0,10,15,10,0,10,0,8,0,11,0,10,0,11,1.0
18,6,19,11,17,4,21,8,23,6,20,10,18,12,20,7,17,11,17,7,17,11,20,6,22,5,22,5,19,8,18,10,17,12,19,6,18,8,18,8,0,2,29,10,17,11,1,30,8,28,13,14,13,14,13,12,10,17,8,17,0,29,1,28,0,28,0,28,1,26,2,27,1,0,30,0,30,0,0,30,25,3,0,30,26,4,24,30,0,30,0,30,27,2,0,3,0,4,24,3,0,4,0,2,0,3,0,4,0,3,1.0
16,9,13,13,13,7,18,9,20,8,16,12,13,14,16,9,15,14,15,10,14,15,17,9,19,8,19,7,14,10,14,12,13,15,15,9,14,11,15,9,0,0,30,30,0,0,0,30,30,30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,2,23,4,24,3,0,30,0,30,0,0,30,21,6,0,30,22,7,20,30,0,30,0,30,24,4,0,6,0,7,20,6,0,7,0,4,0,6,0,7,0,6,-1.0
11,9,12,18,10,8,20,10,21,9,19,17,11,19,19,9,10,18,10,9,10,18,19,8,20,8,20,8,12,10,11,17,10,19,12,9,11,10,11,10,19,21,10,30,0,0,20,11,30,9,30,0,30,0,30,0,30,0,30,0,19,10,20,9,19,9,19,9,4,15,9,16,6,0,30,0,30,0,0,30,10,14,0,30,11,15,7,30,0,30,0,30,16,9,0,14,0,15,7,14,0,15,0,9,0,14,0,15,0,14,1.0
18,3,18,10,15,2,25,3,26,3,24,8,17,12,24,4,17,10,18,4,16,11,25,3,26,3,26,2,19,4,18,8,15,12,19,3,17,4,18,3,4,6,25,9,19,12,5,26,7,24,13,15,11,14,12,14,8,17,8,18,4,25,5,24,4,24,4,24,0,25,1,26,1,7,20,6,19,1,1,23,22,4,6,18,23,4,20,16,3,24,3,23,26,1,7,4,6,4,22,4,3,5,7,1,6,4,7,5,3,4,1.0
13,7,14,16,12,6,22,8,23,7,21,15,13,17,21,7,12,16,12,7,12,16,21,6,22,6,22,6,14,8,13,15,12,17,14,7,13,8,13,8,15,17,14,23,8,6,16,15,22,13,24,7,22,6,23,6,22,6,22,7,15,14,16,13,15,13,15,13,25,4,26,4,25,2,28,0,27,0,0,28,3,27,1,27,3,25,2,27,1,29,0,28,3,25,2,27,1,25,2,26,1,26,2,26,1,27,2,25,1,27,1.0
14,7,15,15,13,5,20,9,22,7,19,14,14,16,19,8,13,15,13,8,13,15,19,7,21,6,21,6,15,9,14,14,13,16,15,7,14,9,14,9,3,5,26,14,15,13,4,27,13,25,15,14,15,14,15,13,14,15,13,15,3,26,4,25,3,25,3,25,0,27,1,28,0,0,30,0,30,0,0,30,26,2,0,30,27,3,25,30,0,30,0,30,28,1,0,2,0,3,25,2,0,3,0,1,0,2,0,3,0,2,1.0
18,8,18,11,17,6,19,9,21,8,18,10,18,12,18,9,17,11,17,9,17,11,18,8,20,7,20,7,19,10,18,10,17,12,19,8,18,10,18,9,3,5,26,11,18,16,4,27,10,25,12,17,12,17,12,16,11,18,10,18,3,26,4,25,3,25,3,25,0,29,0,30,0,1,28,1,28,0,0,29,29,0,1,28,30,1,29,27,0,29,0,29,30,0,1,0,1,1,29,0,0,1,1,0,1,0,1,1,0,0,1.0
7,11,8,22,6,10,18,12,19,11,17,21,7,23,17,11,6,22,6,11,6,22,17,10,18,10,18,10,8,12,7,21,6,23,8,11,7,12,7,12,21,23,8,30,0,0,22,9,30,7,30,0,30,0,30,0,30,0,30,0,21,8,22,7,21,7,21,7,1,25,2,26,1,0,30,0,30,0,0,30,23,4,0,30,24,5,21,30,0,30,0,30,26,2,0,4,0,5,22,4,0,5,0,2,0,4,0,5,0,4,-1.0
24,4,23,5,22,3,25,4,26,4,24,4,23,6,24,4,23,5,23,4,23,6,24,3,25,3,25,3,24,5,24,4,22,6,24,4,23,5,24,4,0,0,30,8,21,19,0,30,7,30,9,20,9,20,9,19,8,21,7,21,0,30,0,30,0,30,0,30,2,25,3,26,2,0,30,0,30,0,0,30,24,4,0,30,25,5,23,30,0,30,0,30,26,3,0,4,0,5,23,4,0,5,0,3,0,4,0,5,0,4,-1.0
16,5,17,13,15,4,24,6,25,5,23,12,16,14,23,5,15,13,15,5,15,13,23,4,24,4,24,4,17,6,16,12,15,14,17,5,16,6,16,6,10,12,19,21,5,0,11,20,19,18,25,1,25,1,25,2,21,5,22,5,10,19,11,18,10,18,10,18,12,15,13,16,12,0,30,0,30,0,0,30,14,14,0,30,15,15,13,30,0,30,0,30,16,13,0,14,0,15,13,14,0,15,0,13,0,14,0,15,0,14,1.0
