@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atLkk numeric
@attribute o1atMaa numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMkb numeric
@attribute o1atLkb numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMka numeric
@attribute o1atLka numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMkc numeric
@attribute o1atLkc numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMjb numeric
@attribute o1atLjb numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute destClass {1.0,2.0}

@data
72,67,80,16,19,86,3,2,81,10,85,9,89,5,74,19,23,70,3,92,81,11,82,10,87,6,4,88,4,72,76,4,4,4,74,18,22,70,2,91,87,7,83,9,80,11,91,4,23,12,24,4,3,11,82,10,90,4,74,12,4,12,2,12,22,18,5,87,5,87,23,19,3,91,83,7,4,20,2,71,3,90,3,4,4,89,6,71,84,4,5,18,2,90,74,11,88,4,83,4,87,4,3,91,5,71,3,11,74,11,4,10,23,11,4,87,75,7,4,7,2,90,3,7,4,10,81,10,4,13,23,4,2,88,2,19,4,4,3,89,75,4,75,10,22,11,75,7,83,6,82,6,4,7,7,5,5,11,6,7,6,10,3,89,3,89,83,4,82,7,23,10,23,7,6,4,82,4,23,7,3,89,3,11,3,18,5,5,5,70,5,71,3,18,6,20,2.0
54,59,80,28,17,86,3,3,85,10,88,7,89,4,59,34,26,67,3,91,82,11,86,8,89,5,4,88,4,69,61,5,4,4,59,33,25,67,3,90,88,5,86,8,82,11,91,4,27,13,27,5,4,8,82,8,90,3,60,13,5,9,4,12,25,33,5,88,5,87,27,34,4,91,86,5,5,35,3,68,4,89,4,4,4,89,6,68,87,4,5,33,3,90,60,9,90,4,83,4,89,4,3,91,4,68,4,11,60,11,4,8,27,9,4,88,60,6,4,5,3,90,4,5,4,8,82,8,5,13,26,4,3,88,3,34,4,4,4,89,60,4,60,8,26,11,60,5,86,5,82,5,4,5,7,5,6,11,6,5,6,8,3,89,4,89,86,4,82,5,26,8,26,5,6,4,82,4,27,6,3,89,4,11,3,33,5,5,5,67,4,68,3,33,7,34,1.0
71,79,80,17,9,88,3,2,82,10,85,8,89,5,73,20,12,81,3,92,81,11,84,9,87,7,4,89,4,83,75,4,4,4,73,19,11,81,2,91,87,6,83,8,80,11,91,4,12,13,13,5,2,10,81,9,90,4,73,12,4,11,2,12,11,19,4,89,4,88,12,21,3,91,84,6,4,21,2,82,4,90,3,4,4,89,6,82,85,4,4,19,2,90,74,10,88,4,83,4,87,4,3,91,5,82,3,11,73,11,3,9,12,11,4,89,74,7,4,6,2,90,3,7,3,9,82,9,4,13,12,4,2,89,2,20,4,4,3,90,74,4,73,9,11,11,74,6,84,7,82,7,4,6,6,5,4,11,5,6,4,9,3,89,4,89,84,4,82,6,11,9,12,6,5,4,82,4,12,8,3,89,3,11,3,19,5,5,4,81,5,82,3,19,6,21,2.0
75,48,79,15,36,89,4,2,81,11,84,9,88,6,76,16,40,53,3,92,81,12,82,11,86,7,4,90,4,54,78,5,4,5,76,16,40,52,2,91,86,7,82,9,79,12,90,5,41,14,42,6,2,11,80,10,89,5,77,12,4,12,2,13,40,16,4,89,3,89,40,18,3,91,83,7,4,18,2,53,3,90,3,5,3,89,5,53,84,5,3,16,2,90,77,11,87,5,82,5,86,5,3,91,5,53,3,12,76,12,3,10,41,12,4,89,77,8,4,7,2,90,3,8,3,10,81,11,4,14,41,5,2,90,2,17,4,5,3,91,77,5,76,10,40,12,77,7,83,8,81,8,4,7,5,6,3,12,4,7,3,10,3,89,3,89,83,5,81,7,40,10,41,7,4,5,81,5,41,9,3,89,3,12,3,16,5,6,3,52,5,53,3,16,5,18,1.0
75,57,79,15,29,89,5,2,82,11,83,8,87,7,76,17,33,61,2,92,80,12,83,9,85,8,3,90,4,62,78,6,3,6,76,16,32,61,2,91,85,7,82,9,80,12,89,6,33,14,34,7,3,10,80,9,88,6,76,13,4,11,3,13,32,17,4,90,4,89,33,18,3,92,84,8,4,18,3,61,3,90,3,6,3,90,5,61,85,6,4,17,2,91,76,10,86,6,82,6,85,6,2,92,4,61,3,13,76,12,3,10,33,11,3,90,77,9,3,9,2,91,3,9,3,10,80,9,4,14,33,6,3,90,3,17,3,6,3,91,77,6,76,9,32,13,77,8,84,8,81,8,3,9,5,7,4,13,4,9,4,10,2,90,3,90,84,6,81,8,32,10,33,9,4,6,81,6,33,10,2,90,3,13,3,17,4,7,4,61,4,61,3,17,5,18,1.0
66,55,79,22,35,89,4,2,82,11,84,8,88,6,68,26,38,58,3,92,80,12,83,9,86,7,5,90,4,58,70,6,4,5,68,24,36,56,2,91,85,7,83,9,80,12,90,5,38,14,38,6,2,10,80,9,89,4,68,14,4,11,2,13,36,24,5,89,3,89,38,26,3,91,84,7,4,26,2,57,3,90,3,5,3,89,5,58,85,5,3,24,2,90,68,11,87,5,82,5,86,5,3,91,5,58,3,12,68,12,3,9,38,11,5,89,69,9,4,7,2,90,3,8,3,9,80,9,4,14,37,5,2,90,2,25,4,5,4,91,69,5,68,9,36,12,69,7,84,7,81,7,4,7,5,6,3,12,4,7,3,9,3,89,3,89,84,5,81,7,36,9,37,7,4,5,81,5,38,9,3,89,3,12,3,24,5,6,3,56,5,58,3,24,5,26,1.0
72,56,79,16,28,88,4,3,83,11,86,7,88,6,74,18,32,62,3,91,81,12,85,9,87,7,5,89,5,62,76,5,4,5,74,18,32,60,3,90,87,6,84,8,80,12,90,5,33,14,34,6,4,9,81,8,89,5,75,12,5,10,3,13,32,18,6,89,4,88,32,20,4,91,85,7,5,20,3,61,4,89,4,5,4,89,6,62,86,5,4,18,3,90,75,9,88,5,82,5,87,5,3,91,5,62,3,12,74,12,4,8,33,10,5,89,75,7,4,7,3,90,4,7,4,8,81,9,5,14,33,5,3,89,3,19,4,5,5,90,75,5,75,8,32,12,75,7,85,7,81,7,4,7,6,6,4,12,5,7,5,8,3,89,4,89,85,5,81,7,33,8,33,7,5,5,81,5,33,8,3,89,3,12,3,18,5,6,4,60,5,62,3,18,6,20,2.0
74,60,79,16,26,89,4,2,82,11,85,8,88,7,75,18,30,64,2,92,80,12,84,9,86,8,3,90,4,65,77,5,3,5,75,17,29,63,2,91,86,7,83,10,81,12,90,5,30,14,31,6,3,10,81,10,89,5,75,13,4,11,3,13,29,17,4,89,3,89,30,19,3,91,84,8,4,19,2,64,3,90,3,5,3,89,5,64,85,5,3,17,2,90,76,10,87,5,82,5,86,5,3,92,5,64,3,12,76,12,3,10,30,11,4,90,76,8,4,8,2,91,3,8,4,10,81,9,4,14,30,5,2,90,2,18,4,5,3,91,76,5,76,10,30,12,76,8,84,8,81,8,3,8,5,6,4,12,4,8,4,10,3,90,3,90,84,5,81,8,30,10,30,8,4,5,81,5,30,9,3,89,4,12,3,17,5,6,3,63,4,64,2,17,5,19,1.0
71,73,79,15,11,89,3,2,84,9,85,6,89,5,73,19,16,78,2,92,81,10,85,7,87,6,3,90,3,79,76,5,3,4,74,18,15,77,2,91,87,5,84,7,81,11,91,4,17,12,17,5,3,8,81,8,90,4,74,12,4,9,3,12,16,18,4,89,3,89,16,19,3,91,86,6,3,20,2,78,3,90,3,4,3,89,4,78,87,4,4,18,2,90,74,9,88,4,83,4,87,4,3,92,4,78,3,12,75,12,3,8,17,9,4,90,75,8,4,7,2,91,3,7,4,8,81,7,4,13,16,4,2,90,3,19,4,4,3,91,75,4,75,8,16,12,75,7,86,6,82,6,3,7,5,5,4,12,4,7,4,8,3,90,3,90,86,4,82,7,16,8,16,7,4,4,82,4,17,8,3,89,4,12,4,18,5,5,3,77,3,78,3,18,4,19,2.0
41,66,79,47,20,85,0,3,87,9,88,5,94,4,44,51,25,70,3,91,82,12,88,6,89,5,4,87,5,71,45,1,4,0,43,49,23,69,3,90,89,4,87,6,82,11,95,0,25,13,25,1,4,6,82,6,94,0,45,13,5,7,4,12,23,49,7,86,6,86,25,51,4,90,88,5,5,51,3,70,4,89,4,0,5,88,8,70,89,0,6,49,3,89,45,7,90,0,83,1,89,0,4,91,6,70,4,11,44,11,4,6,25,7,5,87,45,6,5,5,3,90,4,5,5,6,82,7,5,13,24,0,3,87,3,50,5,0,4,88,44,0,44,6,24,11,44,5,88,5,82,6,4,5,8,1,7,11,7,5,7,6,4,89,4,89,88,0,82,5,24,6,24,5,7,0,82,0,25,6,4,88,5,11,4,49,6,1,6,69,5,70,3,49,8,51,2.0
53,75,81,37,15,86,3,2,85,9,88,7,89,4,55,39,17,77,2,92,83,11,86,8,89,5,4,88,4,78,56,5,4,4,53,38,16,76,3,91,88,5,86,8,83,9,91,4,18,12,18,5,3,8,83,8,90,3,56,11,4,9,3,11,16,38,6,87,5,87,17,40,3,90,86,5,4,40,3,77,4,89,3,4,4,88,7,77,87,4,5,38,3,89,56,9,90,4,84,5,89,4,3,91,6,77,4,11,55,10,4,8,18,9,5,88,56,6,5,5,3,90,3,5,5,8,83,9,4,12,17,4,3,88,3,39,5,4,3,89,55,4,55,8,17,10,55,5,86,5,83,6,4,5,7,5,6,10,6,5,6,8,4,89,4,89,86,4,83,5,17,8,17,5,6,4,83,4,18,6,4,88,5,10,4,38,6,5,5,76,5,77,3,39,7,40,1.0
75,64,79,15,20,88,4,3,82,11,86,8,88,6,76,17,25,70,3,91,81,12,84,10,87,7,5,89,5,70,78,5,4,5,76,16,24,68,3,90,87,6,83,9,80,12,90,5,25,14,26,6,4,10,81,9,89,5,77,13,5,11,3,13,24,16,6,89,4,88,25,18,4,91,84,7,5,18,3,69,4,89,4,5,4,89,6,70,85,5,4,16,3,90,77,10,88,5,82,5,87,5,3,91,5,70,3,12,76,12,4,9,25,11,5,89,77,7,4,7,3,90,4,7,4,9,81,10,5,14,25,5,3,89,3,17,4,5,5,90,77,5,77,9,24,12,77,7,84,7,81,7,4,7,6,6,4,12,5,7,5,9,3,89,4,89,84,5,81,7,25,9,25,7,5,5,81,5,25,8,3,89,3,12,3,16,5,6,4,68,5,70,3,16,6,18,2.0
73,64,82,13,20,88,1,1,84,8,88,6,91,2,76,16,24,69,2,93,83,9,85,7,89,3,3,89,2,70,78,2,3,2,76,16,24,68,1,92,89,3,85,6,82,9,93,1,25,11,26,3,2,8,83,7,92,1,76,10,3,9,2,10,24,16,5,89,4,89,25,17,2,92,85,3,3,18,2,69,3,91,2,2,4,90,5,69,87,1,4,17,2,91,76,8,91,1,85,1,90,1,2,92,3,69,3,10,76,9,3,8,25,9,3,89,76,4,3,4,1,91,2,4,3,8,83,7,3,11,25,1,2,89,2,17,3,2,2,90,77,1,76,7,24,9,76,3,85,3,83,3,3,4,6,3,4,10,4,4,4,8,2,90,3,90,86,1,83,3,24,7,24,3,5,2,84,1,25,5,3,90,3,10,3,17,4,3,4,69,3,69,3,17,6,17,1.0
75,53,79,15,27,89,4,2,82,11,84,8,86,6,76,17,34,60,3,92,80,12,83,9,86,7,4,90,4,61,78,6,4,5,76,16,33,59,2,91,84,7,83,9,80,12,89,6,34,14,35,7,2,10,80,9,88,4,76,13,4,11,2,13,33,16,4,89,3,89,34,18,3,91,83,7,4,18,2,60,3,90,3,6,3,89,5,60,85,6,3,16,2,90,76,10,87,6,82,6,86,5,3,91,5,60,3,12,76,12,3,9,34,11,4,89,77,8,3,7,2,90,2,8,3,9,80,9,4,14,34,5,2,90,2,17,4,5,3,91,77,5,76,9,33,12,76,7,84,7,81,7,3,7,5,7,3,12,3,7,3,9,3,89,3,89,84,5,80,7,33,9,33,7,4,5,81,5,34,9,3,89,3,12,3,16,5,7,3,59,5,60,3,16,5,18,1.0
50,53,69,38,29,85,2,3,84,15,88,6,90,4,51,40,34,59,3,91,73,18,86,7,89,5,4,87,4,60,54,3,4,3,52,40,34,58,3,90,88,5,86,6,72,19,92,3,35,20,36,4,4,8,74,7,91,2,52,19,5,9,3,20,34,40,7,86,6,86,34,41,4,90,86,5,4,42,3,59,4,89,4,3,5,88,7,59,87,3,6,40,3,89,53,8,90,3,75,3,89,3,4,91,5,59,3,19,52,19,4,7,35,9,5,87,53,5,5,5,3,90,4,5,5,7,74,7,5,21,35,3,3,87,3,41,5,3,4,88,53,3,53,7,34,19,53,5,86,5,74,5,4,5,8,4,6,19,7,5,7,7,4,89,4,89,86,3,74,5,35,7,35,5,7,3,74,3,35,6,4,88,4,19,4,40,6,4,6,58,4,59,3,40,7,41,1.0
55,72,78,29,18,87,0,2,84,8,87,6,92,3,58,33,19,74,3,92,81,10,85,7,89,4,4,88,3,75,61,2,4,0,59,33,19,73,2,91,88,4,85,6,80,11,94,1,20,12,21,2,2,8,81,7,93,0,59,11,4,9,2,12,19,33,6,88,5,87,19,34,3,91,85,4,3,35,2,74,4,90,3,1,5,89,6,74,87,1,5,33,2,90,59,8,90,1,83,1,89,0,3,91,4,74,3,11,59,11,3,7,20,9,4,88,60,5,3,4,2,90,2,5,3,7,81,7,4,13,20,0,2,88,2,34,4,0,3,89,60,0,59,7,19,11,59,4,86,4,82,4,3,4,7,2,5,11,5,4,5,7,3,89,4,89,86,0,81,4,19,7,19,4,6,0,82,0,21,6,3,89,3,11,3,33,5,2,5,73,4,74,3,33,6,34,2.0
39,57,74,49,31,83,0,3,87,10,89,5,94,3,42,50,32,58,3,91,79,15,88,6,90,4,4,85,4,61,43,0,4,0,41,51,33,59,3,90,90,4,88,5,78,14,95,0,34,15,35,0,4,6,79,6,94,0,42,15,5,7,4,15,33,51,7,85,8,84,34,50,4,89,88,4,5,53,3,60,4,87,4,0,7,86,7,60,89,0,8,51,3,88,42,6,91,0,80,0,90,0,3,91,6,60,4,14,42,14,4,6,34,6,6,85,42,4,6,4,3,90,4,4,6,6,79,6,5,16,34,0,3,85,3,52,6,0,4,86,42,0,42,6,34,14,42,4,88,4,79,4,4,4,10,1,9,14,9,4,9,6,4,89,6,87,88,0,79,4,34,6,34,4,9,0,79,0,34,4,5,87,6,14,5,51,7,1,8,59,4,60,3,51,9,52,2.0
71,63,77,15,25,88,4,2,83,11,87,7,88,5,73,18,27,65,3,92,79,12,85,8,88,6,4,89,3,67,76,5,4,5,73,18,27,65,2,91,87,6,85,8,79,12,90,5,27,14,29,6,3,9,80,8,89,4,74,13,4,10,3,14,27,18,4,89,4,88,27,19,3,91,85,6,3,20,2,66,4,90,3,5,4,89,5,66,86,5,4,18,2,90,75,8,89,5,81,5,88,5,3,91,4,66,4,13,74,13,4,9,28,9,4,89,75,6,4,6,2,90,3,6,4,9,80,8,3,15,28,5,2,89,2,19,4,5,3,90,75,5,75,9,28,13,75,6,85,6,80,6,4,6,6,6,5,13,5,6,5,9,3,89,4,89,85,5,80,6,28,9,28,6,5,5,80,5,28,7,3,89,4,13,3,18,5,6,4,65,4,66,3,18,5,19,2.0
74,41,79,16,43,89,5,2,83,11,85,9,87,7,75,17,47,46,2,92,81,12,84,10,86,8,3,90,4,47,77,6,3,6,76,17,47,45,2,91,85,8,84,9,80,13,89,6,48,14,49,7,3,10,81,10,88,5,76,12,4,11,3,13,48,17,4,89,3,89,47,19,3,91,84,8,4,19,2,46,3,90,3,6,3,89,5,46,85,6,4,17,2,90,76,10,87,6,82,6,86,6,3,92,5,46,3,13,76,13,3,10,48,11,4,90,76,8,4,8,2,91,3,8,4,10,81,10,4,14,48,6,2,90,3,18,4,6,3,91,76,6,76,10,48,13,76,8,84,8,81,8,3,8,5,7,4,13,4,8,4,10,3,90,3,90,84,6,81,8,48,10,48,8,4,6,81,6,48,9,3,89,4,13,4,17,5,7,3,45,4,46,3,17,5,19,1.0
74,55,79,14,25,88,4,1,82,11,84,8,86,6,76,16,31,62,2,93,80,12,84,9,85,8,4,89,3,63,78,6,4,6,76,16,31,61,2,92,85,6,82,9,80,12,89,5,31,14,33,7,2,10,80,9,88,5,76,12,3,11,2,13,31,16,5,89,4,88,31,18,2,91,83,7,3,18,2,62,4,90,2,6,4,89,6,62,85,6,4,16,2,90,77,9,87,6,82,6,86,5,2,91,5,62,3,13,76,12,3,10,32,11,4,89,77,8,3,7,2,90,2,8,3,9,81,9,3,14,32,5,2,89,2,17,4,5,2,90,77,5,76,9,31,12,76,7,84,8,81,8,3,8,6,7,4,12,4,7,4,9,3,89,4,89,84,5,80,7,31,9,31,7,5,5,81,5,32,9,3,89,3,12,3,16,5,7,4,61,5,62,3,17,6,18,1.0
72,66,82,16,20,89,1,2,85,8,87,5,91,3,75,18,23,70,2,92,83,10,86,6,88,4,3,90,4,71,76,2,3,1,74,18,23,69,2,91,88,4,86,6,83,9,93,1,24,11,25,3,2,7,83,6,92,1,75,10,4,8,2,10,23,18,4,90,3,89,24,20,3,92,86,4,4,20,2,70,3,90,3,2,3,90,5,70,88,1,3,18,2,91,75,7,90,1,85,2,89,1,2,92,4,70,2,9,74,9,2,6,24,8,3,90,75,5,2,4,2,91,2,5,2,6,83,7,4,11,24,1,2,90,2,19,3,1,3,91,75,1,74,6,23,9,74,4,86,4,83,5,2,4,5,3,3,9,3,4,3,6,2,90,3,90,87,1,83,4,23,6,23,4,4,1,84,1,24,6,2,90,2,9,2,18,4,3,3,69,4,70,2,18,5,20,1.0
66,63,78,22,19,88,2,2,82,12,87,8,90,5,69,25,25,68,3,92,79,14,84,9,88,6,4,89,4,70,70,3,4,3,68,23,23,68,2,91,88,6,84,9,79,13,92,3,25,15,26,4,3,10,80,9,91,3,69,14,4,11,2,14,24,24,4,89,4,88,25,26,3,91,84,6,4,26,2,69,4,90,3,3,4,89,6,69,85,3,4,24,2,90,69,10,89,3,81,3,88,3,3,91,5,69,3,13,68,13,4,9,25,11,4,89,69,6,4,6,2,90,3,6,4,9,80,10,4,15,25,3,2,89,2,25,4,3,3,90,69,3,69,9,24,13,69,6,84,6,80,6,4,6,6,4,4,13,5,6,5,9,3,89,4,89,84,3,80,6,25,9,25,6,5,3,80,3,25,7,3,89,3,13,3,24,5,4,4,68,5,69,3,24,6,26,1.0
42,63,80,44,21,86,1,2,83,8,88,7,91,4,46,47,25,67,2,92,82,11,85,8,89,5,4,88,3,69,47,2,4,2,45,47,25,67,3,91,89,5,85,7,81,10,93,2,26,12,27,3,3,9,83,8,92,2,46,11,4,10,3,11,25,47,5,87,5,87,26,48,3,90,85,5,4,49,3,68,4,89,3,2,4,88,6,67,86,2,5,47,3,89,46,9,90,2,84,2,89,2,3,91,5,68,3,11,45,10,4,9,26,10,4,88,46,5,5,5,3,90,3,5,5,8,83,9,4,12,26,2,3,88,3,48,5,2,3,89,46,2,46,8,25,10,46,5,85,5,83,5,4,5,7,3,5,10,6,5,6,8,4,89,4,89,85,2,83,5,26,8,26,5,6,2,83,2,26,6,4,88,4,10,4,47,6,3,5,67,4,68,3,48,7,48,1.0
74,57,79,16,31,89,4,2,82,11,83,8,88,7,75,18,34,60,2,92,80,12,83,9,85,8,3,90,4,61,77,5,3,5,75,18,34,59,2,91,85,7,82,9,80,12,90,5,34,14,35,6,3,10,80,9,89,5,75,13,4,11,3,13,34,18,4,89,3,89,34,19,3,91,84,8,4,19,3,60,3,90,3,5,3,89,5,60,85,5,4,18,2,90,75,10,86,5,82,5,85,5,3,92,5,60,3,13,75,13,3,10,34,11,4,90,76,9,4,9,2,91,3,9,4,10,80,9,4,14,34,5,2,90,3,18,4,5,3,91,76,5,75,10,34,13,76,9,84,8,81,8,3,9,5,6,4,13,4,9,4,10,3,90,3,90,84,5,81,8,34,10,34,9,4,5,81,5,34,10,3,89,4,13,4,18,5,6,4,59,4,60,3,18,5,19,1.0
63,56,80,23,34,88,4,2,82,10,84,8,88,6,66,28,37,59,2,92,81,11,83,9,86,7,4,89,4,59,68,6,3,5,66,26,35,57,2,91,86,7,83,8,80,11,90,5,37,13,37,6,3,10,81,9,89,5,66,13,4,11,3,12,35,26,6,88,4,89,37,28,3,91,84,7,4,28,3,58,3,90,3,5,4,89,6,59,85,5,4,27,3,90,66,11,87,5,83,5,86,5,3,92,5,59,3,12,66,11,3,10,37,11,5,89,67,9,4,8,2,91,3,8,4,10,81,9,4,13,36,5,3,89,3,27,4,5,4,90,67,5,66,9,35,11,67,7,84,7,82,7,3,8,6,6,4,12,5,8,4,10,3,90,3,90,84,5,82,7,35,9,36,7,5,5,82,5,37,9,4,89,4,12,4,27,5,6,4,58,4,59,3,27,6,28,2.0
46,57,77,44,33,88,3,3,83,11,85,7,89,5,47,46,35,60,3,91,80,13,84,9,87,6,5,89,5,60,49,5,4,4,47,45,34,58,3,90,87,6,84,8,79,13,91,4,36,15,36,5,3,9,79,8,90,4,48,14,5,10,3,14,34,45,6,89,4,88,35,47,4,91,85,6,5,47,3,59,4,89,4,4,4,89,6,60,86,4,4,45,3,90,48,10,88,4,81,4,87,4,3,91,5,60,3,13,47,13,3,8,36,10,5,89,48,8,4,6,3,90,4,7,3,8,80,9,5,15,35,4,3,89,3,46,4,4,5,90,48,4,47,8,34,13,48,6,85,7,80,7,4,6,6,5,4,13,5,6,4,8,3,89,4,89,85,4,80,6,34,8,35,6,5,4,80,4,36,8,3,89,3,13,3,45,5,5,4,58,5,60,3,45,6,47,2.0
66,51,80,20,41,89,4,2,83,10,85,9,88,7,69,24,42,53,2,92,82,11,84,10,86,8,4,90,4,53,71,6,3,5,69,23,41,52,2,91,86,8,84,9,81,11,90,5,43,13,43,6,3,10,82,10,89,5,70,12,4,11,3,12,41,24,5,89,4,89,42,25,3,91,84,8,4,25,3,52,3,90,3,5,3,89,5,53,85,5,4,24,2,90,70,11,87,5,83,5,86,5,3,92,5,53,3,12,70,11,3,10,43,11,5,90,70,9,4,8,2,91,3,8,4,10,82,10,4,13,42,5,3,90,3,24,4,5,4,91,70,5,70,10,42,12,70,8,84,8,82,8,3,8,5,6,4,12,4,8,4,10,3,90,3,90,84,5,82,8,42,10,42,8,4,5,82,5,43,9,3,89,4,12,4,24,5,6,4,52,4,53,3,24,5,25,1.0
65,68,80,21,18,88,3,3,82,10,87,8,89,5,69,25,22,71,3,91,81,12,84,9,88,6,4,89,5,73,70,4,4,4,68,24,21,71,3,90,87,6,84,8,80,11,91,4,22,13,23,5,4,10,82,9,90,3,69,12,5,11,3,12,21,24,4,89,4,88,22,26,4,91,84,6,5,26,3,72,4,89,4,4,4,89,6,72,85,4,4,24,3,90,69,10,89,4,83,4,88,4,3,91,5,72,3,11,68,11,4,9,22,11,4,89,69,6,4,6,3,90,4,6,4,9,82,10,5,13,22,4,3,89,3,25,4,4,4,90,69,4,69,9,21,11,69,6,84,6,82,6,4,6,6,5,4,11,5,6,5,9,3,89,4,89,84,4,82,6,22,9,22,6,5,4,82,4,22,7,3,89,3,11,3,24,5,5,4,71,5,72,3,24,6,26,1.0
