@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute destClass {2,1}

@data
64,65,28,25,28,68,66,30,65,29,27,67,27,29,28,30,2
55,62,37,28,31,65,57,39,56,38,30,64,30,38,31,39,2
57,53,31,37,40,56,61,35,60,34,39,55,39,34,40,35,2
62,63,28,29,31,65,65,31,64,30,30,64,30,30,31,31,2
58,57,32,33,36,60,61,35,60,34,35,59,35,34,36,35,2
70,62,20,26,30,66,73,23,72,22,29,65,29,22,30,23,1
60,64,28,18,24,71,64,31,63,30,23,70,24,31,25,32,2
54,67,38,25,27,69,56,40,55,39,26,68,26,39,27,40,2
61,63,29,29,31,65,64,32,63,31,30,64,30,31,31,32,1
63,59,27,33,35,61,66,30,65,29,34,60,34,29,35,30,1
70,73,20,13,16,78,73,21,72,22,17,77,17,22,18,23,1
66,78,24,6,12,84,69,27,68,25,10,83,11,26,12,27,2
76,79,14,5,10,85,79,16,78,15,9,84,10,16,11,17,1
75,75,15,15,17,78,78,17,77,16,16,77,17,17,18,18,2
69,74,15,16,19,77,75,21,74,20,18,76,18,20,19,21,1
72,77,20,11,15,81,74,22,73,21,14,80,14,21,15,22,1
84,88,8,2,5,91,86,10,85,9,4,90,4,9,5,10,1
71,66,19,22,26,70,74,22,73,21,25,69,25,21,26,22,1
63,59,29,33,35,61,65,31,64,30,34,60,34,30,35,31,1
62,63,30,29,31,65,64,32,63,31,30,64,30,31,31,32,2
66,59,24,31,34,62,69,27,68,26,33,61,33,26,34,27,1
59,61,33,31,33,63,61,35,60,34,32,62,32,34,33,35,2
74,90,18,2,4,92,76,20,75,19,3,91,3,19,4,20,1
84,81,6,9,12,84,87,9,86,8,11,83,11,8,12,9,2
61,55,31,37,39,57,63,33,62,32,38,56,38,32,39,33,1
56,65,36,27,29,67,58,38,57,37,28,66,28,37,29,38,2
70,58,22,34,36,60,72,24,71,23,35,59,35,23,36,24,2
68,76,22,12,15,80,71,24,70,23,14,79,15,24,16,25,1
64,65,20,27,29,67,70,26,69,25,28,66,28,25,29,26,1
69,85,23,3,7,89,71,25,70,24,6,88,6,24,7,25,1
69,73,23,19,21,75,71,25,70,24,20,74,20,24,21,25,2
94,88,0,2,5,91,95,1,94,0,4,90,4,0,5,1,2
67,66,25,26,28,68,69,27,68,26,27,67,27,26,28,27,1
79,79,9,11,14,82,83,13,82,12,13,81,13,12,14,13,1
66,66,24,22,26,70,69,27,68,26,25,69,25,26,26,27,2
68,59,24,33,35,61,70,26,69,25,34,60,34,25,35,26,2
66,54,26,38,40,56,68,28,67,27,39,55,39,27,40,28,1
71,60,21,30,33,63,73,23,72,22,32,62,32,22,33,23,2
70,61,18,29,31,64,74,21,73,21,31,63,31,21,32,22,1
79,83,13,5,8,87,81,14,80,14,8,86,8,14,9,15,1
74,62,18,30,31,64,76,19,75,19,31,63,31,19,32,20,1
59,61,33,31,33,63,61,35,60,34,32,62,32,34,33,35,2
79,79,9,7,12,84,83,13,82,12,11,83,11,12,12,13,2
66,84,14,4,7,88,74,21,73,20,6,87,7,21,8,22,1
62,62,28,30,32,64,65,31,64,30,31,63,31,30,32,31,1
59,69,33,23,25,71,61,35,60,34,24,70,24,34,25,35,2
79,78,11,12,15,81,82,14,81,13,14,80,14,13,15,14,2
69,80,23,10,13,83,71,25,70,24,12,82,12,24,13,25,1
66,79,24,5,10,85,69,26,68,26,10,84,10,26,11,27,1
71,58,21,34,36,60,73,23,72,22,35,59,35,22,36,23,1
65,58,27,34,36,60,67,29,66,28,35,59,35,28,36,29,1
68,68,22,24,26,70,71,25,70,24,25,69,25,24,26,25,2
76,93,6,1,1,94,83,12,82,12,1,93,1,12,2,13,2
68,60,24,30,33,63,70,26,69,25,32,62,32,25,33,26,2
62,63,30,25,29,67,64,32,63,31,28,66,28,31,29,32,2
78,70,10,20,23,73,82,14,81,12,21,72,22,13,23,14,2
66,61,26,31,33,63,68,28,67,27,32,62,32,27,33,28,1
74,73,18,17,20,76,76,20,75,19,19,75,19,19,20,20,1
64,60,26,30,33,63,67,29,66,28,32,62,32,28,33,29,1
70,61,22,31,33,63,72,24,71,23,32,62,32,23,33,24,1
62,62,30,30,32,64,64,32,63,31,31,63,31,31,32,32,1
73,67,19,23,26,70,75,21,74,20,25,69,25,20,26,21,2
68,67,24,25,27,69,70,26,69,25,26,68,26,25,27,26,2
64,59,28,33,35,61,66,30,65,29,34,60,34,29,35,30,1
93,90,1,2,4,92,94,2,93,1,3,91,3,1,4,2,2
89,84,3,4,8,88,91,5,90,4,7,87,7,4,8,5,2
57,63,35,29,31,65,59,37,58,36,30,64,30,36,31,37,2
