@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute destClass {1.0,-1.0}

@data
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
40,43,47,50,42,53,50,45,43,46,49,44,41,52,42,45,1.0
31,51,41,59,33,62,43,52,34,53,42,51,32,61,33,52,1.0
37,51,39,53,38,56,42,52,40,54,41,52,38,55,39,53,1.0
50,32,58,42,50,44,61,33,52,35,60,34,51,43,51,34,1.0
36,47,43,54,37,57,46,48,39,50,45,48,37,56,38,49,1.0
50,37,53,40,52,43,56,39,53,40,55,38,51,42,52,39,1.0
37,50,40,53,38,56,43,51,40,53,42,52,39,55,39,52,1.0
30,51,39,60,32,63,42,53,33,54,41,53,32,62,32,53,1.0
32,48,42,58,34,61,45,50,35,51,44,50,34,60,34,50,1.0
27,13,79,63,29,66,81,14,30,15,80,14,29,65,29,14,1.0
35,47,43,55,36,58,46,48,38,50,45,49,37,57,37,49,1.0
34,55,35,56,35,59,38,56,37,58,37,55,34,58,36,57,1.0
33,55,35,57,35,60,38,57,36,58,37,55,33,59,35,57,1.0
19,14,78,71,21,74,80,15,22,16,79,14,20,73,21,15,1.0
32,56,34,58,33,61,37,57,35,59,36,57,33,60,34,58,1.0
34,55,35,56,34,59,38,55,37,58,37,56,35,58,36,57,1.0
44,38,52,48,45,50,55,40,46,41,54,39,44,49,45,40,1.0
49,38,52,41,51,44,55,40,52,41,54,39,50,43,51,40,1.0
33,54,36,57,35,60,39,56,36,57,38,55,34,59,35,56,1.0
48,39,51,42,50,45,54,41,51,42,53,40,49,44,50,41,1.0
43,40,50,49,43,51,53,41,45,43,52,42,44,50,44,42,1.0
51,38,52,39,52,42,55,39,54,41,54,38,51,41,53,40,1.0
23,12,80,67,25,70,82,13,26,14,81,12,24,69,25,13,1.0
33,55,35,57,34,60,38,56,36,58,37,56,34,59,35,57,1.0
36,28,62,54,38,57,65,30,39,31,64,29,37,56,38,30,1.0
31,50,40,59,33,62,43,52,34,53,42,51,32,61,33,52,1.0
33,16,74,57,34,60,77,17,36,19,76,18,35,59,35,18,1.0
30,51,39,60,32,63,42,53,33,54,41,52,31,62,32,53,1.0
46,36,54,44,47,47,57,37,49,39,56,37,47,46,48,38,1.0
40,43,47,50,41,53,50,44,43,46,49,44,41,52,42,45,1.0
49,31,59,43,50,45,62,33,51,34,61,33,50,44,50,33,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
29,11,81,61,31,64,83,12,32,13,82,11,30,63,31,12,1.0
36,28,62,54,37,57,65,29,39,31,64,30,38,56,38,30,1.0
45,37,53,47,46,49,56,39,47,40,55,38,45,48,46,39,1.0
38,32,58,52,40,55,61,34,41,35,60,33,39,54,40,34,1.0
44,44,46,46,45,49,49,45,47,47,48,45,45,48,46,46,-1.0
0,0,92,94,1,95,94,2,1,2,93,1,0,94,0,1,1.0
49,38,52,41,51,44,55,40,52,41,54,39,50,43,51,40,1.0
35,47,43,55,37,58,46,49,38,50,45,48,36,57,37,49,1.0
49,34,56,43,50,45,59,36,51,37,58,36,50,44,50,36,1.0
44,39,51,46,45,49,54,40,47,42,53,41,46,48,46,41,-1.0
39,44,46,53,39,55,49,45,41,47,48,46,40,54,40,46,-1.0
37,51,39,53,39,56,42,53,40,54,41,51,37,55,39,53,1.0
37,44,46,53,39,56,49,46,40,47,48,46,39,55,39,46,1.0
44,44,46,46,44,49,49,44,47,47,48,46,46,48,46,46,-1.0
37,45,45,53,38,56,48,46,40,48,47,46,38,55,39,47,1.0
34,48,42,56,36,59,45,50,37,51,44,49,35,58,36,50,1.0
35,9,83,55,37,58,85,10,38,11,84,10,37,57,37,10,-1.0
26,12,80,64,28,67,82,13,29,14,81,12,27,66,28,13,1.0
44,38,52,48,45,50,55,40,46,41,54,40,45,49,45,40,1.0
46,39,51,46,46,48,54,40,48,42,53,40,46,47,47,41,1.0
39,45,45,53,39,55,48,46,41,48,47,47,40,54,40,47,-1.0
34,25,65,56,35,59,68,26,37,28,67,27,36,58,36,27,1.0
45,37,53,47,45,49,56,38,47,40,55,39,46,48,46,39,1.0
37,33,57,53,39,56,60,35,40,36,59,34,38,55,39,35,1.0
36,29,61,54,37,57,64,30,39,32,63,31,38,56,38,31,1.0
35,51,39,55,37,58,42,53,38,54,41,53,37,57,37,53,1.0
37,45,45,53,39,56,48,47,40,48,47,46,38,55,39,47,1.0
49,37,53,43,49,45,56,38,51,40,55,38,49,44,50,39,1.0
36,8,84,54,38,57,86,9,39,10,85,9,38,56,38,9,-1.0
30,11,81,60,32,63,83,12,33,13,82,12,32,62,32,12,1.0
34,26,64,56,35,59,67,27,37,29,66,27,35,58,36,28,1.0
45,37,53,47,45,49,56,38,47,40,55,39,46,48,46,39,1.0
36,51,39,54,37,57,42,52,39,54,41,53,38,56,38,53,1.0
36,53,37,54,37,57,40,54,39,56,39,53,36,56,38,55,1.0
36,45,45,54,38,57,48,47,39,48,47,46,37,56,38,47,1.0
37,31,59,53,39,56,62,33,40,34,61,32,38,55,39,33,1.0
35,30,60,55,37,58,63,32,38,33,62,31,36,57,37,32,1.0
38,43,47,52,40,55,50,45,41,46,49,44,39,54,40,45,1.0
35,47,43,55,37,58,46,49,38,50,45,48,36,57,37,49,1.0
6,1,89,86,8,88,92,4,8,4,91,3,7,87,7,3,1.0
30,6,86,60,32,63,88,7,33,8,87,7,32,62,32,7,1.0
36,53,37,54,36,57,40,53,39,56,39,54,37,56,38,55,1.0
30,11,81,60,32,63,83,12,33,13,82,11,31,62,32,12,1.0
38,43,47,52,40,55,50,45,41,46,49,45,40,54,40,45,1.0
25,12,80,65,27,68,82,13,28,14,81,13,27,67,27,13,1.0
45,42,48,47,46,49,51,44,47,45,50,43,45,48,46,44,1.0
28,12,80,62,30,65,82,13,31,14,81,12,29,64,30,13,1.0
34,47,43,56,36,59,46,49,37,50,45,48,35,58,36,49,1.0
45,39,51,47,45,49,54,40,47,42,53,40,45,48,46,41,1.0
49,39,51,41,50,44,54,40,52,42,53,40,50,43,51,41,1.0
35,27,63,55,36,58,66,28,38,30,65,28,36,57,37,29,1.0
49,37,53,39,52,43,56,39,53,40,55,37,50,42,52,39,1.0
35,52,38,55,36,58,41,53,38,55,40,54,37,57,37,54,1.0
36,26,64,54,38,57,67,28,39,29,66,28,38,56,38,28,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
36,45,45,54,37,57,48,46,39,48,47,46,37,56,38,47,1.0
33,47,43,57,35,60,46,49,36,50,45,49,35,59,35,49,1.0
35,51,39,55,37,58,42,53,38,54,41,53,37,57,37,53,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
44,41,49,48,45,50,52,43,46,44,51,43,45,49,45,43,1.0
36,50,40,54,38,57,43,52,39,53,42,52,38,56,38,52,1.0
48,39,51,42,50,45,54,41,51,42,53,40,49,44,50,41,1.0
44,40,50,46,45,49,53,41,47,43,52,41,45,48,46,42,-1.0
45,40,50,45,46,48,53,41,48,43,52,41,46,47,47,42,-1.0
30,51,39,60,32,63,42,53,33,54,41,53,32,62,32,53,1.0
0,1,89,92,2,94,92,4,2,4,91,3,1,93,1,3,1.0
48,40,50,42,49,45,53,41,51,43,52,41,49,44,50,42,1.0
36,29,61,54,38,57,64,31,39,32,63,30,37,56,38,31,1.0
28,52,38,62,30,65,41,54,31,55,40,54,30,64,30,54,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
43,44,46,47,44,50,49,45,46,47,48,46,45,49,45,46,-1.0
36,31,59,54,38,57,62,33,39,34,61,32,37,56,38,33,1.0
22,12,80,68,24,71,82,13,25,14,81,12,23,70,24,13,1.0
38,31,59,52,39,55,62,32,41,34,61,32,39,54,40,33,1.0
50,37,53,40,52,43,56,39,53,40,55,38,51,42,52,39,1.0
41,36,54,49,43,52,57,38,44,39,56,37,42,51,43,38,1.0
45,41,49,47,46,49,52,43,47,44,51,42,45,48,46,43,1.0
44,1,89,46,47,49,92,4,47,4,91,2,45,48,46,3,1.0
33,9,83,57,35,60,85,10,36,11,84,10,35,59,35,10,1.0
32,49,41,58,33,61,44,50,35,52,43,51,34,60,34,51,1.0
32,49,41,58,33,61,44,50,35,52,43,51,34,60,34,51,1.0
34,47,43,56,35,59,46,48,37,50,45,49,36,58,36,49,1.0
37,14,76,53,39,56,79,16,40,17,78,16,39,55,39,16,1.0
51,30,60,41,52,43,63,32,53,33,62,32,52,42,52,32,1.0
41,35,55,49,43,52,58,37,44,38,57,36,42,51,43,37,1.0
42,44,46,48,44,51,49,46,45,47,48,46,44,50,44,46,-1.0
42,41,49,50,42,52,52,42,44,44,51,42,42,51,43,43,1.0
42,39,51,50,43,52,54,41,44,42,53,41,43,51,43,41,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
33,18,72,57,34,60,75,19,36,21,74,19,34,59,35,20,1.0
35,46,44,55,37,58,47,48,38,49,46,48,37,57,37,48,1.0
24,13,79,66,26,69,81,14,27,15,80,14,26,68,26,14,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
36,28,62,54,37,57,65,29,39,31,64,29,37,56,38,30,1.0
40,41,49,52,41,54,52,43,42,44,51,43,41,53,41,43,1.0
36,52,38,54,36,57,41,52,39,55,40,54,38,56,38,54,1.0
39,43,47,51,41,54,50,45,42,46,49,44,40,53,41,45,1.0
42,34,56,48,44,51,59,36,45,37,58,35,43,50,44,36,1.0
31,10,82,59,33,62,84,11,34,12,83,11,33,61,33,11,1.0
37,9,83,53,39,56,85,10,40,11,84,9,38,55,39,10,-1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
49,38,52,41,51,44,55,40,52,41,54,39,50,43,51,40,1.0
39,43,47,51,40,54,50,44,42,46,49,45,41,53,41,45,1.0
43,45,45,47,44,50,48,46,46,48,47,46,44,49,45,47,-1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
37,45,45,53,38,56,48,46,40,48,47,46,38,55,39,47,1.0
34,46,44,56,36,59,47,48,37,49,46,48,36,58,36,48,1.0
35,47,43,55,36,58,46,48,38,50,45,48,36,57,37,49,1.0
27,13,79,63,29,66,81,14,30,15,80,13,28,65,29,14,1.0
42,45,45,48,44,51,48,47,45,48,47,46,43,50,44,47,-1.0
51,38,52,39,52,42,55,39,54,41,54,38,51,41,53,40,1.0
38,44,46,52,39,55,49,45,41,47,48,46,40,54,40,46,1.0
45,37,53,47,45,49,56,38,47,40,55,39,46,48,46,39,1.0
43,39,51,49,43,51,54,40,45,42,53,41,44,50,44,41,1.0
43,40,48,49,43,51,52,42,45,44,51,43,44,50,44,43,1.0
45,39,51,47,45,49,54,40,47,42,53,41,46,48,46,41,1.0
37,46,44,53,38,56,47,47,40,49,46,47,38,55,39,48,1.0
43,38,52,49,44,51,55,40,45,41,54,40,44,50,44,40,1.0
51,37,53,39,52,42,56,38,54,40,55,38,52,41,53,39,1.0
45,36,54,47,46,49,57,38,47,39,56,38,46,48,46,38,1.0
47,40,50,45,48,47,53,42,49,43,52,41,47,46,48,42,1.0
27,11,81,63,29,66,83,12,30,13,82,11,28,65,29,12,1.0
37,44,46,53,39,56,49,46,40,47,48,46,39,55,39,46,1.0
44,46,44,46,44,49,47,46,47,49,46,46,44,48,46,48,-1.0
35,25,65,55,36,58,68,26,38,28,67,26,36,57,37,27,1.0
36,44,46,54,37,57,49,45,39,47,48,46,38,56,38,46,1.0
23,13,79,67,25,70,81,14,26,15,80,13,24,69,25,14,1.0
42,42,48,48,43,51,51,43,45,45,50,43,43,50,44,44,1.0
35,11,81,55,37,58,83,12,38,13,82,11,36,57,37,12,-1.0
44,41,49,48,45,50,52,43,46,44,51,43,45,49,45,43,1.0
31,58,32,59,32,62,35,59,34,61,34,58,31,61,33,60,1.0
43,45,45,47,44,50,48,46,46,48,47,46,44,49,45,47,1.0
37,45,45,53,38,56,48,46,40,48,47,47,39,55,39,47,1.0
36,46,44,54,37,57,47,47,39,49,46,48,38,56,38,48,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
29,7,85,61,30,64,87,7,32,9,86,8,31,63,31,8,1.0
28,12,80,62,30,65,82,13,31,14,81,12,29,64,30,13,1.0
35,46,44,55,37,58,47,48,38,49,46,47,36,57,37,48,1.0
40,42,48,50,42,53,51,44,43,45,50,43,41,52,42,44,1.0
16,0,92,76,17,78,94,1,18,2,93,1,17,77,17,1,-1.0
30,12,80,60,32,63,82,13,33,14,81,13,32,62,32,13,1.0
51,39,51,39,51,42,54,39,54,42,53,39,51,41,53,41,1.0
20,12,80,70,22,73,82,13,23,14,81,12,21,72,22,13,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
48,40,50,42,49,45,53,41,51,43,52,41,49,44,50,42,1.0
34,53,37,56,36,59,40,55,37,56,39,54,35,58,36,55,1.0
37,51,39,53,38,56,42,52,40,54,41,52,38,55,39,53,1.0
35,28,62,55,36,58,65,29,38,31,64,30,37,57,37,30,1.0
41,39,51,51,42,53,54,41,43,42,53,41,42,52,42,41,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
44,39,51,46,46,49,54,41,47,42,53,40,45,48,46,41,-1.0
36,51,39,54,38,57,42,53,39,54,41,52,37,56,38,53,1.0
25,10,82,65,27,68,84,11,28,12,83,11,27,67,27,11,1.0
40,42,48,50,41,53,51,43,43,45,50,44,42,52,42,44,1.0
39,40,50,53,40,55,53,42,41,43,52,42,40,54,40,42,-1.0
42,39,51,50,43,52,54,41,44,42,53,41,43,51,43,41,1.0
53,31,59,35,56,39,62,33,57,34,61,33,56,38,56,33,1.0
38,51,39,52,38,55,42,51,41,54,41,52,39,54,40,53,1.0
39,44,46,53,39,55,49,45,41,47,48,46,40,54,40,46,-1.0
35,28,62,55,37,58,65,30,38,31,64,29,36,57,37,30,1.0
39,50,40,51,39,54,43,50,42,53,42,51,40,53,41,52,1.0
35,53,37,55,37,58,40,55,38,56,39,53,35,57,37,55,1.0
8,10,82,84,9,86,84,11,10,12,83,10,8,85,9,11,-1.0
42,44,46,48,44,51,49,46,45,47,48,46,44,50,44,46,-1.0
49,40,50,41,50,44,53,41,52,43,52,40,49,43,51,42,1.0
46,40,50,46,46,48,53,41,48,43,52,42,47,47,47,42,1.0
38,31,59,52,39,55,62,32,41,34,61,33,40,54,40,33,1.0
35,30,60,55,37,58,63,32,38,33,62,31,36,57,37,32,1.0
44,44,46,46,45,49,49,45,47,47,48,45,45,48,46,46,-1.0
39,33,57,51,40,54,60,34,42,36,59,35,41,53,41,35,1.0
44,38,52,48,45,50,55,40,46,41,54,40,45,49,45,40,1.0
50,38,52,40,52,43,55,40,53,41,54,38,50,42,52,40,1.0
34,46,44,56,36,59,47,48,37,49,46,48,36,58,36,48,1.0
48,32,58,44,49,46,61,34,50,35,60,34,49,45,49,34,1.0
42,20,72,48,45,51,74,22,45,22,73,21,44,50,44,21,-1.0
34,53,37,56,35,59,40,54,37,56,39,55,36,58,36,55,1.0
36,34,56,54,37,57,59,35,39,37,58,36,38,56,38,36,1.0
36,29,61,54,37,57,64,30,39,32,63,31,38,56,38,31,1.0
35,27,63,55,37,58,66,29,38,30,65,29,37,57,37,29,1.0
33,54,36,57,35,60,39,56,36,57,38,55,34,59,35,56,1.0
39,48,42,51,40,54,45,49,42,51,44,50,41,53,41,50,1.0
3,1,91,89,5,91,93,3,5,3,92,2,4,90,4,2,1.0
51,31,59,41,51,43,62,32,53,34,61,33,52,42,52,33,1.0
46,39,51,46,46,48,54,40,48,42,53,41,47,47,47,41,1.0
50,38,52,40,52,43,55,40,53,41,54,38,50,42,52,40,1.0
49,38,52,41,51,44,55,40,52,41,54,39,50,43,51,40,1.0
49,28,60,37,52,42,64,30,54,32,63,30,52,41,53,31,1.0
35,45,45,55,37,58,48,47,38,48,47,47,37,57,37,47,1.0
36,7,85,54,38,57,87,8,39,9,86,7,37,56,38,8,1.0
37,45,45,53,39,56,48,47,40,48,47,46,38,55,39,47,1.0
29,11,81,61,31,64,83,12,32,13,82,11,30,63,31,12,1.0
34,28,62,56,35,59,65,29,37,31,64,29,35,58,36,30,1.0
49,33,57,35,53,41,60,34,55,36,59,34,53,40,54,35,1.0
47,39,51,45,47,47,54,40,49,42,53,41,48,46,48,41,1.0
37,52,38,53,38,56,41,53,40,55,40,52,37,55,39,54,1.0
39,44,46,51,40,54,49,45,42,47,48,45,40,53,41,46,1.0
37,34,56,53,39,56,59,36,40,37,58,35,38,55,39,36,1.0
42,45,45,48,44,51,48,47,45,48,47,46,43,50,44,47,-1.0
51,31,59,41,51,43,62,32,53,34,61,33,52,42,52,33,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
49,39,51,41,51,44,54,41,52,42,53,39,49,43,51,41,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
36,44,46,54,38,57,49,46,39,47,48,46,38,56,38,46,1.0
24,12,80,66,26,69,82,13,27,14,81,12,25,68,26,13,1.0
43,44,46,47,44,50,49,45,46,47,48,46,45,49,45,46,-1.0
49,39,51,41,51,44,54,41,52,42,53,39,49,43,51,41,1.0
37,45,45,53,38,56,48,46,40,48,47,47,39,55,39,47,1.0
39,32,58,51,40,54,61,33,42,35,60,34,41,53,41,34,1.0
25,1,89,51,35,61,92,4,35,4,91,2,33,60,34,3,1.0
39,31,57,53,40,55,61,34,41,35,60,33,39,54,40,34,-1.0
52,29,61,40,53,42,64,31,54,32,63,31,53,41,53,31,1.0
45,37,53,47,45,49,56,38,47,40,55,39,46,48,46,39,1.0
32,49,41,58,33,61,44,50,35,52,43,51,34,60,34,51,1.0
28,12,80,62,30,65,82,13,31,14,81,12,29,64,30,13,1.0
37,31,59,53,38,56,62,32,40,34,61,33,39,55,39,33,1.0
26,13,79,64,28,67,81,14,29,15,80,13,27,66,28,14,1.0
49,39,51,41,51,44,54,41,52,42,53,39,49,43,51,41,1.0
26,12,80,64,28,67,82,13,29,14,81,12,27,66,28,13,1.0
36,44,46,54,38,57,49,46,39,47,48,46,38,56,38,46,1.0
26,13,79,64,27,67,81,13,29,15,80,13,27,66,28,14,1.0
35,29,61,55,36,58,64,30,38,32,63,31,37,57,37,31,1.0
31,8,84,59,32,62,86,8,34,10,85,8,32,61,33,9,1.0
33,54,36,57,34,60,39,55,36,57,38,56,35,59,35,56,1.0
27,57,33,63,29,66,36,59,30,60,35,59,29,65,29,59,1.0
37,31,59,53,38,56,62,32,40,34,61,32,38,55,39,33,1.0
51,31,59,41,52,43,62,33,53,34,61,32,51,42,52,33,1.0
27,12,80,63,29,66,82,13,30,14,81,13,29,65,29,13,1.0
51,25,65,39,52,42,68,26,54,28,67,27,53,41,53,27,-1.0
37,52,38,53,38,56,41,53,40,55,40,52,37,55,39,54,1.0
36,51,39,54,38,57,42,53,39,54,41,52,37,56,38,53,1.0
36,30,60,54,37,57,63,31,39,33,62,31,37,56,38,32,1.0
45,36,54,47,46,49,57,38,47,39,56,38,46,48,46,38,1.0
31,57,33,59,31,62,36,57,34,60,35,59,33,61,33,59,1.0
39,49,41,51,40,54,44,50,42,52,43,50,40,53,41,51,1.0
37,51,39,53,37,56,42,51,40,54,41,53,39,55,39,53,1.0
37,52,38,53,37,56,41,52,40,55,40,53,38,55,39,54,1.0
44,45,45,46,44,49,48,45,47,48,47,46,45,48,46,47,-1.0
43,40,50,47,45,50,53,42,46,43,52,42,45,49,45,42,-1.0
46,35,55,46,47,48,58,37,48,38,57,37,47,47,47,37,1.0
47,39,51,45,48,47,54,41,49,42,53,41,48,46,48,41,1.0
51,37,53,39,53,42,56,39,54,40,55,37,51,41,53,39,1.0
37,52,38,53,37,56,41,52,40,55,40,53,38,55,39,54,1.0
38,31,59,52,40,55,62,33,41,34,61,33,40,54,40,33,1.0
29,13,79,61,31,64,81,14,32,15,80,14,31,63,31,14,1.0
47,35,55,45,47,47,58,36,49,38,57,37,48,46,48,37,1.0
35,52,38,55,37,58,41,54,38,55,40,53,36,57,37,54,1.0
38,50,40,52,39,55,43,51,41,53,42,51,39,54,40,52,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
37,30,60,53,38,56,63,31,40,33,62,31,38,55,39,32,1.0
30,7,85,60,31,63,87,7,33,9,86,8,32,62,32,8,1.0
46,38,52,44,47,47,55,39,49,41,54,39,47,46,48,40,-1.0
40,43,47,50,42,53,50,45,43,46,49,44,41,52,42,45,1.0
36,46,44,54,37,57,47,47,39,49,46,48,38,56,38,48,1.0
42,39,51,50,43,52,54,41,44,42,53,41,43,51,43,41,1.0
29,10,82,61,31,64,84,11,32,12,83,11,31,63,31,11,1.0
37,45,45,53,39,56,48,47,40,48,47,46,38,55,39,47,1.0
45,37,53,47,46,49,56,39,47,40,55,38,45,48,46,39,1.0
45,37,53,47,46,49,56,39,47,40,55,38,45,48,46,39,1.0
45,44,46,45,46,48,49,45,48,47,48,44,45,47,47,46,1.0
46,40,50,46,47,48,53,42,48,43,52,42,47,47,47,42,1.0
38,27,61,54,38,56,65,29,40,31,64,30,39,55,39,30,-1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
45,38,52,47,46,49,55,40,47,41,54,39,45,48,46,40,1.0
35,53,37,55,36,58,40,54,38,56,39,54,36,57,37,55,1.0
34,11,81,56,36,59,83,12,37,13,82,11,35,58,36,12,-1.0
38,44,46,52,40,55,49,46,41,47,48,46,40,54,40,46,1.0
37,34,56,53,38,56,59,35,40,37,58,36,39,55,39,36,1.0
1,17,73,89,3,92,76,19,4,20,75,19,3,91,3,19,-1.0
49,32,58,43,50,45,61,34,51,35,60,34,50,44,50,34,1.0
43,44,46,47,44,50,49,45,46,47,48,45,44,49,45,46,-1.0
35,52,38,55,36,58,41,53,38,55,40,54,37,57,37,54,1.0
32,11,81,58,34,61,83,12,35,13,82,12,34,60,34,12,1.0
48,41,49,42,49,45,52,42,51,44,51,41,48,44,50,43,1.0
39,43,47,53,40,55,50,45,41,46,49,45,40,54,40,45,-1.0
37,45,45,53,38,56,48,46,40,48,47,46,38,55,39,47,1.0
27,0,90,63,30,66,93,3,30,3,92,1,28,65,29,2,-1.0
22,14,78,68,24,71,80,15,25,16,79,14,23,70,24,15,1.0
46,40,50,46,47,48,53,42,48,43,52,42,47,47,47,42,1.0
35,45,45,55,37,58,48,47,38,48,47,47,37,57,37,47,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
36,47,43,54,36,57,46,47,39,50,45,48,37,56,38,49,1.0
47,39,51,45,48,47,54,41,49,42,53,40,47,46,48,41,1.0
35,45,45,55,37,58,48,47,38,48,47,46,36,57,37,47,1.0
24,14,78,66,26,69,80,15,27,16,79,14,25,68,26,15,1.0
24,13,79,66,26,69,81,14,27,15,80,14,26,68,26,14,1.0
32,10,78,58,33,61,82,12,35,14,81,13,34,60,34,13,1.0
32,50,42,58,34,61,44,51,35,52,43,50,33,60,34,51,1.0
44,39,51,48,45,50,54,41,46,42,53,41,45,49,45,41,1.0
40,35,55,50,41,53,58,36,43,38,57,36,41,52,42,37,1.0
36,51,39,54,38,57,42,53,39,54,41,52,37,56,38,53,1.0
31,57,33,59,33,62,36,59,34,60,35,57,31,61,33,59,1.0
45,39,51,47,46,49,54,41,47,42,53,41,46,48,46,41,1.0
37,45,45,53,39,56,48,47,40,48,47,46,38,55,39,47,1.0
35,46,44,55,37,58,47,48,38,49,46,48,37,57,37,48,1.0
36,30,60,54,38,57,63,32,39,33,62,31,37,56,38,32,1.0
30,59,31,60,31,63,34,60,33,62,33,59,30,62,32,61,1.0
32,56,34,58,33,61,37,57,35,59,36,57,33,60,34,58,1.0
36,24,66,54,37,57,69,25,39,27,68,26,38,56,38,26,1.0
25,12,80,65,27,68,82,13,28,14,81,12,26,67,27,13,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
38,36,54,52,40,55,57,38,41,39,56,37,39,54,40,38,1.0
33,48,42,57,34,60,45,49,36,51,44,50,35,59,35,50,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
39,36,54,51,40,54,57,37,42,39,56,38,41,53,41,38,1.0
43,44,46,47,45,50,49,46,46,47,48,45,44,49,45,46,-1.0
39,49,41,51,40,54,44,50,42,52,43,50,40,53,41,51,1.0
26,12,80,64,28,67,82,13,29,14,81,13,28,66,28,13,1.0
49,34,56,43,50,45,59,36,51,37,58,35,49,44,50,36,1.0
53,34,56,37,55,40,59,36,56,37,58,35,54,39,55,36,1.0
35,26,64,55,37,58,67,28,38,29,66,28,37,57,37,28,1.0
47,39,51,45,48,47,54,41,49,42,53,41,48,46,48,41,1.0
32,48,42,58,33,61,45,49,35,51,44,50,34,60,34,50,1.0
42,1,89,48,45,51,92,4,45,4,91,1,42,50,44,3,-1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
46,41,49,46,46,48,52,42,48,44,51,42,46,47,47,43,1.0
41,47,43,49,42,52,46,48,44,50,45,48,42,51,43,49,1.0
36,53,37,54,37,57,40,54,39,56,39,53,36,56,38,55,1.0
41,40,50,49,43,52,53,42,44,43,52,42,43,51,43,42,1.0
27,11,81,63,29,66,83,12,30,13,82,11,28,65,29,12,1.0
48,41,49,42,49,45,52,42,51,44,51,41,48,44,50,43,1.0
38,50,40,52,40,55,43,52,41,53,42,50,38,54,40,52,1.0
39,35,55,51,41,54,58,37,42,38,57,36,40,53,41,37,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
17,5,87,75,18,77,89,6,19,7,88,5,17,76,18,6,-1.0
52,33,57,36,55,40,60,35,56,36,59,34,54,39,55,35,1.0
35,33,57,55,36,58,60,34,38,36,59,35,37,57,37,35,1.0
55,30,60,33,58,37,63,32,59,33,62,31,57,36,58,32,1.0
19,13,79,71,21,74,81,14,22,15,80,14,21,73,21,14,1.0
36,30,60,54,37,57,63,31,39,33,62,32,38,56,38,32,1.0
35,46,44,55,36,58,47,47,38,49,46,48,37,57,37,48,1.0
50,34,56,42,51,44,59,36,52,37,58,35,50,43,51,36,1.0
46,37,53,46,46,48,56,38,48,40,55,38,46,47,47,39,1.0
32,17,73,58,33,61,76,18,35,20,75,18,33,60,34,19,1.0
40,40,50,52,41,54,53,42,42,43,52,42,41,53,41,42,1.0
43,44,46,47,45,50,49,46,46,47,48,45,44,49,45,46,-1.0
30,57,33,60,32,63,36,59,33,60,35,58,31,62,32,59,1.0
37,45,45,53,38,56,48,46,40,48,47,47,39,55,39,47,1.0
37,45,45,53,39,56,48,47,40,48,47,46,38,55,39,47,1.0
31,57,33,59,31,62,36,57,34,60,35,59,33,61,33,59,1.0
29,10,82,61,31,64,84,11,32,12,83,11,31,63,31,11,1.0
35,44,46,55,37,58,49,46,38,47,48,46,37,57,37,46,1.0
24,14,78,66,25,69,80,14,27,16,79,14,25,68,26,15,1.0
37,45,45,53,39,56,48,47,40,48,47,46,38,55,39,47,1.0
34,46,44,56,35,59,47,47,37,49,46,48,36,58,36,48,1.0
53,35,53,37,53,40,57,36,56,39,56,36,53,39,55,38,1.0
