@relation 'Sax dominant'

@attribute o1atLee numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMaa numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute destClass {1,3,2}

@data
5,83,17,57,38,30,94,87,7,38,51,66,22,42,27,44,8,1,9,43,27,86,8,67,25,41,51,68,7,67,8,43,8,0,95,0,0,52,0,51,0,28,0,27,0,94,1
4,84,15,59,37,29,94,88,6,39,51,68,21,42,25,44,7,1,8,43,25,87,7,69,23,41,51,70,6,69,7,43,7,0,95,0,0,52,0,51,0,26,0,25,0,94,2
3,87,8,76,46,22,94,90,3,35,59,79,13,35,13,36,5,1,6,35,13,89,4,80,13,35,59,82,5,81,5,35,5,0,95,0,0,60,0,59,0,14,0,13,0,94,2
4,88,12,66,36,36,94,90,4,44,47,73,17,46,20,48,5,1,6,47,20,89,5,74,20,47,47,75,4,74,5,47,5,0,95,0,0,48,0,47,0,21,0,20,0,94,3
4,84,16,56,38,26,94,88,6,35,53,66,21,40,27,42,7,1,8,41,27,87,7,67,27,41,53,68,6,67,7,41,7,0,95,0,0,54,0,53,0,28,0,27,0,94,3
3,87,14,56,42,24,94,90,4,32,56,67,20,37,26,39,5,1,6,38,26,89,5,68,26,38,56,69,4,68,5,38,5,0,95,0,0,57,0,56,0,27,0,26,0,94,3
4,86,19,53,43,25,94,89,5,32,56,63,24,37,30,39,6,1,7,38,30,88,6,64,27,35,56,65,5,64,6,38,6,0,95,0,0,57,0,56,0,31,0,30,0,94,2
3,87,9,79,50,16,94,90,3,30,64,80,12,30,12,31,5,1,6,30,12,89,5,82,12,30,64,83,5,82,5,30,5,0,95,0,0,65,0,64,0,13,0,12,0,94,3
3,87,9,77,47,17,94,90,3,32,62,79,13,32,13,33,5,1,6,32,13,89,5,81,13,32,62,82,5,81,5,32,5,0,95,0,0,63,0,62,0,14,0,13,0,94,2
3,87,10,74,46,16,94,90,3,31,62,77,14,31,15,33,5,1,6,32,15,89,5,79,15,32,62,80,4,79,5,32,5,0,95,0,0,63,0,62,0,16,0,15,0,94,3
3,87,14,56,40,26,94,90,4,33,54,67,19,39,26,41,5,1,6,40,26,89,5,68,25,39,54,69,4,68,5,40,5,0,95,0,0,55,0,54,0,27,0,26,0,94,1
3,87,12,74,42,24,94,90,4,37,56,77,15,37,16,39,5,1,6,38,16,89,4,77,16,38,56,79,4,78,5,38,5,0,95,0,0,57,0,56,0,17,0,16,0,94,2
3,85,15,69,50,22,94,89,5,32,61,73,19,32,20,34,6,1,7,33,20,88,5,73,19,32,61,75,5,74,6,33,6,0,95,0,0,62,0,61,0,21,0,20,0,94,3
5,83,16,60,37,29,94,87,7,38,51,68,20,42,25,44,8,1,9,43,25,86,8,69,23,41,51,70,7,69,8,43,8,0,95,0,0,52,0,51,0,26,0,25,0,94,3
5,83,13,59,28,44,94,87,7,49,39,69,18,54,24,56,8,1,9,55,24,86,7,69,19,50,39,71,7,70,8,55,8,0,95,0,0,40,0,39,0,25,0,24,0,94,1
5,83,17,57,39,27,94,87,7,36,53,66,22,40,27,42,8,1,9,41,27,86,8,67,26,40,53,68,7,67,8,41,8,0,95,0,0,54,0,53,0,28,0,27,0,94,3
4,88,9,67,37,35,94,90,4,43,48,75,15,45,18,47,5,1,6,46,18,89,5,76,18,46,48,77,4,76,5,46,5,0,95,0,0,49,0,48,0,19,0,18,0,94,3
4,86,17,55,38,28,94,89,5,35,52,65,21,41,28,43,6,1,7,42,28,88,6,66,27,41,52,67,5,66,6,42,6,0,95,0,0,53,0,52,0,29,0,28,0,94,1
3,85,14,54,45,21,94,89,4,30,59,65,22,34,27,36,6,1,7,35,27,88,5,66,26,34,59,68,5,67,6,35,6,0,95,0,0,60,0,59,0,28,0,27,0,94,3
4,88,11,65,39,35,94,90,4,41,49,73,16,44,20,46,5,1,6,45,20,89,5,74,20,45,49,75,4,74,5,45,5,0,95,0,0,50,0,49,0,21,0,20,0,94,3
3,87,15,53,42,24,94,90,4,31,56,65,21,37,28,39,5,1,6,38,28,89,5,66,26,36,56,67,4,66,5,38,5,0,95,0,0,57,0,56,0,29,0,28,0,94,3
3,85,14,54,45,21,94,89,4,30,59,65,22,34,27,36,6,1,7,35,27,88,5,66,26,34,59,68,5,67,6,35,6,0,95,0,0,60,0,59,0,28,0,27,0,94,3
4,88,12,66,34,40,94,90,4,47,44,73,17,49,20,51,5,1,6,50,20,89,5,74,20,50,44,75,4,74,5,50,5,0,95,0,0,45,0,44,0,21,0,20,0,94,1
3,89,8,72,42,24,94,91,3,36,56,78,13,37,15,39,4,1,5,38,15,90,4,79,15,38,56,80,3,79,4,38,4,0,95,0,0,57,0,56,0,16,0,15,0,94,3
3,87,9,77,49,17,94,90,4,30,63,80,12,30,13,32,5,1,6,31,13,89,4,80,13,31,63,82,4,81,5,31,5,0,95,0,0,64,0,63,0,14,0,13,0,94,3
3,89,8,76,47,15,94,91,3,30,63,80,12,30,13,32,4,1,5,31,13,90,4,81,13,31,63,82,3,81,4,31,4,0,95,0,0,64,0,63,0,14,0,13,0,94,3
4,88,11,67,38,34,94,90,4,42,49,74,16,44,19,46,5,1,6,45,19,89,5,75,19,45,49,76,4,75,5,45,5,0,95,0,0,50,0,49,0,20,0,19,0,94,2
3,87,9,77,51,15,94,90,3,29,65,79,13,29,13,30,5,1,6,29,13,89,5,81,13,29,65,82,5,81,5,29,5,0,95,0,0,66,0,65,0,14,0,13,0,94,1
4,84,15,55,40,24,94,88,5,32,55,65,20,38,27,40,7,1,8,39,27,87,7,67,26,38,55,68,6,67,7,39,7,0,95,0,0,56,0,55,0,28,0,27,0,94,3
3,83,14,68,43,25,94,88,6,37,56,73,19,37,20,39,7,1,8,37,20,87,6,73,18,36,56,75,6,74,6,38,7,0,95,0,0,57,0,56,0,21,0,20,0,94,3
3,87,12,72,51,21,94,90,4,31,62,76,16,31,17,33,5,1,6,32,17,89,4,76,17,32,62,78,4,77,5,32,5,0,95,0,0,63,0,62,0,18,0,17,0,94,3
3,87,16,52,44,22,94,90,4,29,58,64,22,35,29,37,5,1,6,36,29,89,5,65,26,33,58,66,4,65,5,36,5,0,95,0,0,59,0,58,0,30,0,29,0,94,1
3,85,14,70,41,23,94,89,5,37,56,74,18,37,19,39,6,1,7,38,19,88,5,74,19,38,56,76,5,75,6,38,6,0,95,0,0,57,0,56,0,20,0,19,0,94,1
3,87,9,73,44,18,94,90,3,32,60,77,13,33,15,35,5,1,6,34,15,89,4,78,14,33,60,80,4,79,5,34,5,0,95,0,0,61,0,60,0,16,0,15,0,94,2
3,85,14,68,47,21,94,89,5,33,60,73,19,33,20,35,6,1,7,33,20,88,5,73,18,32,60,75,5,74,5,34,6,0,95,0,0,61,0,60,0,21,0,20,0,94,3
3,89,7,73,44,24,94,91,3,35,57,79,12,36,14,38,4,1,5,37,14,90,4,80,14,37,57,81,3,80,4,37,4,0,95,0,0,58,0,57,0,15,0,14,0,94,3
4,88,12,64,37,37,94,90,4,43,47,72,17,46,21,48,5,1,6,47,21,89,5,73,21,47,47,74,4,73,5,47,5,0,95,0,0,48,0,47,0,22,0,21,0,94,3
4,88,11,65,36,36,94,90,4,44,47,73,17,46,20,48,5,1,6,47,20,89,5,74,20,47,47,75,4,74,5,47,5,0,95,0,0,48,0,47,0,21,0,20,0,94,2
4,84,16,56,40,24,94,88,6,33,55,66,21,38,27,40,7,1,8,39,27,87,7,67,26,38,55,68,6,67,7,39,7,0,95,0,0,56,0,55,0,28,0,27,0,94,2
3,89,8,74,41,23,94,91,3,37,56,79,13,37,14,39,4,1,5,38,14,90,4,80,13,37,56,81,3,80,4,38,4,0,95,0,0,57,0,56,0,15,0,14,0,94,3
5,83,17,57,36,30,94,87,7,39,50,66,22,43,27,45,8,1,9,44,27,86,8,67,25,42,50,68,7,67,8,44,8,0,95,0,0,51,0,50,0,28,0,27,0,94,3
4,88,9,63,39,31,94,90,4,38,51,73,15,42,20,44,5,1,6,43,20,89,5,74,19,42,51,75,4,74,5,43,5,0,95,0,0,52,0,51,0,21,0,20,0,94,2
4,86,14,58,37,29,94,89,5,38,51,68,20,42,25,44,6,1,7,43,25,88,6,69,24,42,51,70,5,69,6,43,6,0,95,0,0,52,0,51,0,26,0,25,0,94,2
3,83,15,69,47,19,94,88,6,32,61,73,19,32,20,34,7,1,8,32,20,87,6,73,18,31,61,75,6,74,6,33,7,0,95,0,0,62,0,61,0,21,0,20,0,94,3
4,84,17,55,41,25,94,88,6,33,55,65,22,38,28,40,7,1,8,39,28,87,7,66,27,38,55,67,6,66,7,39,7,0,95,0,0,56,0,55,0,29,0,28,0,94,3
3,87,17,53,45,23,94,90,4,30,58,64,23,35,29,37,5,1,6,36,29,89,5,65,27,34,58,66,4,65,5,36,5,0,95,0,0,59,0,58,0,30,0,29,0,94,2
3,85,11,63,45,21,94,89,4,30,59,71,16,34,21,36,6,1,7,35,21,88,4,71,21,35,59,74,5,73,6,35,6,0,95,0,0,60,0,59,0,22,0,21,0,94,1
5,83,17,57,38,30,94,87,7,38,51,66,22,42,27,44,8,1,9,43,27,86,8,67,25,41,51,68,7,67,8,43,8,0,95,0,0,52,0,51,0,28,0,27,0,94,2
3,87,13,57,40,24,94,90,4,33,55,68,19,38,25,40,5,1,6,39,25,89,5,69,25,39,55,70,4,69,5,39,5,0,95,0,0,56,0,55,0,26,0,25,0,94,2
3,83,14,66,43,23,94,88,6,36,57,72,20,36,21,38,7,1,8,36,21,87,6,72,19,35,57,74,6,73,6,37,7,0,95,0,0,58,0,57,0,22,0,21,0,94,1
3,89,8,76,46,18,94,91,3,32,61,80,12,32,13,34,4,1,5,33,13,90,4,81,13,33,61,82,3,81,4,33,4,0,95,0,0,62,0,61,0,14,0,13,0,94,2
3,83,15,71,43,25,94,88,6,37,56,74,18,37,19,39,7,1,8,38,19,87,6,74,18,37,56,76,6,75,7,38,7,0,95,0,0,57,0,56,0,20,0,19,0,94,3
4,88,9,67,40,36,94,90,4,44,49,75,17,45,18,46,5,1,6,45,18,89,5,76,18,45,49,77,5,76,5,45,5,0,95,0,0,50,0,49,0,19,0,18,0,94,3
4,86,19,53,42,26,94,89,5,33,55,63,24,38,30,40,6,1,7,39,30,88,6,64,28,37,55,65,5,64,6,39,6,0,95,0,0,56,0,55,0,31,0,30,0,94,3
3,85,13,55,40,24,94,89,4,33,55,66,20,38,26,40,6,1,7,39,26,88,5,67,25,38,55,69,5,68,6,39,6,0,95,0,0,56,0,55,0,27,0,26,0,94,3
3,85,13,71,51,21,94,89,5,31,62,75,17,31,18,33,6,1,7,32,18,88,5,75,18,32,62,77,5,76,6,32,6,0,95,0,0,63,0,62,0,19,0,18,0,94,1
4,84,16,58,37,31,94,88,6,39,50,67,21,43,26,45,7,1,8,44,26,87,7,68,24,42,50,69,6,68,7,44,7,0,95,0,0,51,0,50,0,27,0,26,0,94,3
4,88,8,66,37,33,94,90,4,42,49,75,15,44,18,46,5,1,6,45,18,89,5,76,18,45,49,77,4,76,5,45,5,0,95,0,0,50,0,49,0,19,0,18,0,94,2
3,87,12,74,45,21,94,90,4,34,59,77,15,34,16,36,5,1,6,35,16,89,4,77,16,35,59,79,4,78,5,35,5,0,95,0,0,60,0,59,0,17,0,16,0,94,2
4,86,15,57,38,28,94,89,5,37,52,67,21,41,26,43,6,1,7,42,26,88,6,68,25,41,52,69,5,68,6,42,6,0,95,0,0,53,0,52,0,27,0,26,0,94,3
3,87,12,74,44,20,94,90,4,34,59,77,15,34,16,36,5,1,6,35,16,89,4,77,16,35,59,79,4,78,5,35,5,0,95,0,0,60,0,59,0,17,0,16,0,94,2
4,86,13,57,35,29,94,89,5,37,50,68,18,43,25,45,6,1,7,44,25,88,6,69,24,43,50,70,5,69,6,44,6,0,95,0,0,51,0,50,0,26,0,25,0,94,2
4,86,18,54,41,25,94,89,5,34,55,64,24,38,29,40,6,1,7,39,29,88,6,65,27,37,55,66,5,65,6,39,6,0,95,0,0,56,0,55,0,30,0,29,0,94,3
3,83,13,67,48,20,94,88,6,30,61,73,17,32,20,34,7,1,8,33,20,87,6,73,20,33,61,75,6,74,7,33,7,0,95,0,0,62,0,61,0,21,0,20,0,94,3
3,87,13,73,47,17,94,90,4,31,62,76,16,31,17,33,5,1,6,32,17,89,5,77,16,31,62,78,4,77,5,32,5,0,95,0,0,63,0,62,0,18,0,17,0,94,3
5,83,17,57,35,29,94,87,7,38,50,66,21,43,27,45,8,1,9,44,27,86,8,67,25,42,50,68,7,67,8,44,8,0,95,0,0,51,0,50,0,28,0,27,0,94,3
4,86,11,67,37,33,94,89,5,42,49,74,16,44,19,46,6,1,7,45,19,88,6,75,19,45,49,76,5,75,6,45,6,0,95,0,0,50,0,49,0,20,0,19,0,94,2
4,84,10,66,24,46,94,88,6,52,36,74,13,57,19,59,7,1,8,58,19,87,6,74,17,56,36,76,6,75,7,58,7,0,95,0,0,37,0,36,0,20,0,19,0,94,1
3,87,14,70,40,24,94,90,4,38,55,74,18,38,19,40,5,1,6,39,19,89,5,75,17,37,55,76,4,75,5,39,5,0,95,0,0,56,0,55,0,20,0,19,0,94,2
4,86,13,63,36,34,94,89,5,42,48,71,18,45,22,47,6,1,7,46,22,88,6,72,21,45,48,73,5,72,6,46,6,0,95,0,0,49,0,48,0,23,0,22,0,94,3
3,87,9,77,47,15,94,90,3,30,63,79,12,30,13,32,5,1,6,31,13,89,5,81,13,31,63,82,4,81,5,31,5,0,95,0,0,64,0,63,0,14,0,13,0,94,3
4,84,15,55,40,26,94,88,5,33,54,65,20,39,27,41,7,1,8,40,27,87,7,67,26,39,54,68,6,67,7,40,7,0,95,0,0,55,0,54,0,28,0,27,0,94,2
5,83,17,57,39,27,94,87,7,36,53,66,22,40,27,42,8,1,9,41,27,86,8,67,26,40,53,68,7,67,8,41,8,0,95,0,0,54,0,53,0,28,0,27,0,94,3
3,85,13,57,42,24,94,89,4,33,56,67,20,37,25,39,6,1,7,38,25,88,5,68,25,38,56,70,5,69,6,38,6,0,95,0,0,57,0,56,0,26,0,25,0,94,3
3,87,15,55,45,23,94,90,4,32,58,66,23,35,27,37,5,1,6,36,27,89,5,67,24,33,58,68,4,67,5,36,5,0,95,0,0,59,0,58,0,28,0,27,0,94,1
4,86,18,54,38,26,94,89,5,34,53,64,22,40,29,42,6,1,7,41,29,88,6,65,28,40,53,66,5,65,6,41,6,0,95,0,0,54,0,53,0,30,0,29,0,94,3
5,83,17,55,39,25,94,87,7,34,54,65,22,39,28,41,8,1,9,40,28,86,8,66,26,38,54,67,7,66,8,40,8,0,95,0,0,55,0,54,0,29,0,28,0,94,1
3,87,13,73,47,19,94,90,4,32,61,76,16,32,17,34,5,1,6,33,17,89,5,77,16,32,61,78,4,77,5,33,5,0,95,0,0,62,0,61,0,18,0,17,0,94,3
3,89,8,72,42,30,94,91,3,40,53,78,14,40,15,42,4,1,5,41,15,90,4,79,15,41,53,80,3,79,4,41,4,0,95,0,0,54,0,53,0,16,0,15,0,94,2
4,84,13,57,41,23,94,88,5,32,56,67,19,37,25,39,7,1,8,38,25,87,7,69,25,38,56,70,6,69,7,38,7,0,95,0,0,57,0,56,0,26,0,25,0,94,3
4,86,13,63,38,30,94,89,5,39,51,71,18,42,22,44,6,1,7,43,22,88,6,72,21,42,51,73,5,72,6,43,6,0,95,0,0,52,0,51,0,23,0,22,0,94,3
3,83,16,64,41,25,94,88,6,38,55,70,22,38,23,40,7,1,8,38,23,87,6,70,21,37,55,72,6,71,6,39,7,0,95,0,0,56,0,55,0,24,0,23,0,94,2
3,83,14,66,45,21,94,88,6,32,59,72,18,34,21,36,7,1,8,35,21,87,6,72,20,34,59,74,6,73,7,35,7,0,95,0,0,60,0,59,0,22,0,21,0,94,3
3,85,13,55,41,23,94,89,4,33,56,66,21,37,26,39,6,1,7,38,26,88,5,67,26,38,56,69,5,68,6,38,6,0,95,0,0,57,0,56,0,27,0,26,0,94,3
3,83,15,69,45,25,94,88,6,36,57,73,19,36,20,38,7,1,8,37,20,87,6,73,19,36,57,75,6,74,7,37,7,0,95,0,0,58,0,57,0,21,0,20,0,94,1
4,88,11,65,36,36,94,90,4,44,47,73,17,46,20,48,5,1,6,47,20,89,5,74,20,47,47,75,4,74,5,47,5,0,95,0,0,48,0,47,0,21,0,20,0,94,1
4,84,17,57,38,30,94,88,6,38,51,66,22,42,27,44,7,1,8,43,27,87,7,67,25,41,51,68,6,67,7,43,7,0,95,0,0,52,0,51,0,28,0,27,0,94,1
3,85,13,57,41,23,94,89,4,32,56,67,19,37,25,39,6,1,7,38,25,88,5,68,25,38,56,70,5,69,6,38,6,0,95,0,0,57,0,56,0,26,0,25,0,94,3
3,87,19,51,43,25,94,90,4,31,56,62,24,37,31,39,5,1,6,38,31,89,5,63,29,36,56,64,4,63,5,38,5,0,95,0,0,57,0,56,0,32,0,31,0,94,3
3,87,12,74,52,18,94,90,4,29,64,77,15,29,16,31,5,1,6,30,16,89,4,77,16,30,64,79,4,78,5,30,5,0,95,0,0,65,0,64,0,17,0,16,0,94,2
3,87,13,73,52,20,94,90,4,30,63,76,16,30,17,32,5,1,6,31,17,89,4,76,17,31,63,78,4,77,5,31,5,0,95,0,0,64,0,63,0,18,0,17,0,94,2
3,85,15,53,46,22,94,89,4,29,59,64,22,34,28,36,6,1,7,35,28,88,5,65,26,33,59,67,5,66,6,35,6,0,95,0,0,60,0,59,0,29,0,28,0,94,1
3,87,13,57,39,25,94,90,4,35,54,68,20,39,25,41,5,1,6,40,25,89,5,69,24,39,54,70,4,69,5,40,5,0,95,0,0,55,0,54,0,26,0,25,0,94,1
4,88,9,67,37,33,94,90,4,43,49,75,16,44,18,46,5,1,6,45,18,89,5,76,18,45,49,77,4,76,5,45,5,0,95,0,0,50,0,49,0,19,0,18,0,94,1
3,85,9,65,46,20,94,89,4,31,60,73,16,33,19,35,6,1,7,34,19,88,4,73,19,34,60,76,5,75,6,34,6,0,95,0,0,61,0,60,0,20,0,19,0,94,3
3,83,14,66,44,22,94,88,6,35,58,72,20,35,21,37,7,1,8,35,21,87,6,72,19,34,58,74,6,73,6,36,7,0,95,0,0,59,0,58,0,22,0,21,0,94,1
3,87,12,74,51,21,94,90,4,31,62,77,15,31,16,33,5,1,6,32,16,89,4,77,16,32,62,79,4,78,5,32,5,0,95,0,0,63,0,62,0,17,0,16,0,94,1
4,86,19,53,41,25,94,89,5,33,55,63,24,38,30,40,6,1,7,39,30,88,6,64,28,37,55,65,5,64,6,39,6,0,95,0,0,56,0,55,0,31,0,30,0,94,3
4,84,17,57,37,27,94,88,6,37,52,66,22,41,27,43,7,1,8,42,27,87,7,67,25,40,52,68,6,67,7,42,7,0,95,0,0,53,0,52,0,28,0,27,0,94,3
3,85,14,56,42,24,94,89,4,33,56,66,21,37,26,39,6,1,7,38,26,88,5,67,24,36,56,69,5,68,6,38,6,0,95,0,0,57,0,56,0,27,0,26,0,94,3
5,83,17,57,39,27,94,87,7,36,53,66,22,40,27,42,8,1,9,41,27,86,8,67,25,39,53,68,7,67,8,41,8,0,95,0,0,54,0,53,0,28,0,27,0,94,3
4,88,11,65,38,32,94,90,4,40,50,73,16,43,20,45,5,1,6,44,20,89,5,74,20,44,50,75,4,74,5,44,5,0,95,0,0,51,0,50,0,21,0,20,0,94,3
3,87,11,75,49,15,94,90,4,29,64,78,14,29,15,31,5,1,6,30,15,89,5,79,15,30,64,80,4,79,5,30,5,0,95,0,0,65,0,64,0,16,0,15,0,94,1
4,88,18,54,43,25,94,90,4,33,56,64,24,37,29,39,5,1,6,38,29,89,5,65,27,36,56,66,4,65,5,38,5,0,95,0,0,57,0,56,0,30,0,29,0,94,1
3,85,12,60,44,22,94,89,4,31,58,69,18,35,23,37,6,1,7,36,23,88,5,70,21,34,58,72,5,71,6,36,6,0,95,0,0,59,0,58,0,24,0,23,0,94,3
0,94,0,94,91,3,93,95,0,4,92,94,1,4,1,4,1,2,1,3,0,94,0,94,0,3,91,95,1,94,0,3,0,2,94,1,2,92,1,91,2,1,1,0,1,93,1
3,85,14,70,40,26,94,89,5,39,54,74,18,39,19,41,6,1,7,40,19,88,5,74,18,39,54,76,5,75,6,40,6,0,95,0,0,55,0,54,0,20,0,19,0,94,3
3,87,13,73,45,23,94,90,4,35,58,76,16,35,17,37,5,1,6,36,17,89,4,76,16,35,58,78,4,77,5,36,5,0,95,0,0,59,0,58,0,18,0,17,0,94,3
3,87,14,56,41,25,94,90,4,33,55,67,20,38,26,40,5,1,6,39,26,89,5,68,25,38,55,69,4,68,5,39,5,0,95,0,0,56,0,55,0,27,0,26,0,94,3
3,85,15,69,41,25,94,89,5,38,55,73,19,38,20,40,6,1,7,38,20,88,5,73,19,38,55,75,5,74,5,39,6,0,95,0,0,56,0,55,0,21,0,20,0,94,1
4,88,13,61,37,31,94,90,4,39,50,70,18,43,23,45,5,1,6,44,23,89,5,71,22,43,50,72,4,71,5,44,5,0,95,0,0,51,0,50,0,24,0,23,0,94,1
4,88,11,65,38,36,94,90,4,43,48,73,17,45,20,47,5,1,6,46,20,89,5,74,20,46,48,75,4,74,5,46,5,0,95,0,0,49,0,48,0,21,0,20,0,94,2
3,87,9,77,50,16,94,90,3,30,64,79,13,30,13,31,5,1,6,30,13,89,5,81,13,30,64,82,5,81,5,30,5,0,95,0,0,65,0,64,0,14,0,13,0,94,3
3,85,15,69,42,24,94,89,5,37,56,73,19,37,20,39,6,1,7,38,20,88,5,73,20,38,56,75,5,74,6,38,6,0,95,0,0,57,0,56,0,21,0,20,0,94,2
4,84,19,53,41,27,94,88,6,33,54,63,23,39,30,41,7,1,8,40,30,87,7,64,28,38,54,65,6,64,7,40,7,0,95,0,0,55,0,54,0,31,0,30,0,94,3
4,86,14,62,38,28,94,89,5,38,52,70,19,41,23,43,6,1,7,42,23,88,6,71,22,41,52,72,5,71,6,42,6,0,95,0,0,53,0,52,0,24,0,23,0,94,3
3,87,10,76,43,17,94,90,4,33,60,79,13,33,14,35,5,1,6,34,14,89,5,80,13,33,60,81,4,80,5,34,5,0,95,0,0,61,0,60,0,15,0,14,0,94,2
3,85,14,70,49,21,94,89,5,32,61,74,18,32,19,34,6,1,7,33,19,88,5,74,19,33,61,76,5,75,6,33,6,0,95,0,0,62,0,61,0,20,0,19,0,94,1
4,84,16,60,37,29,94,88,6,38,51,68,20,42,25,44,7,1,8,43,25,87,7,69,23,41,51,70,6,69,7,43,7,0,95,0,0,52,0,51,0,26,0,25,0,94,2
4,86,19,53,43,25,94,89,5,32,56,63,24,37,30,39,6,1,7,38,30,88,6,64,28,36,56,65,5,64,6,38,6,0,95,0,0,57,0,56,0,31,0,30,0,94,2
4,88,16,56,44,24,94,90,4,33,57,66,23,36,27,38,5,1,6,37,27,89,5,67,25,35,57,68,4,67,5,37,5,0,95,0,0,58,0,57,0,28,0,27,0,94,1
3,87,20,52,43,25,94,90,4,32,56,62,25,37,31,39,5,1,6,38,31,89,5,63,28,35,56,64,4,63,5,38,5,0,95,0,0,57,0,56,0,32,0,31,0,94,3
3,85,14,56,40,26,94,89,4,33,54,66,19,39,26,41,6,1,7,40,26,88,6,68,25,39,54,69,5,68,6,40,6,0,95,0,0,55,0,54,0,27,0,26,0,94,3
3,85,13,57,41,23,94,89,4,32,56,67,19,37,25,39,6,1,7,38,25,88,5,68,25,38,56,70,5,69,6,38,6,0,95,0,0,57,0,56,0,26,0,25,0,94,3
4,88,9,63,35,35,94,90,4,41,47,73,14,46,20,48,5,1,6,47,20,89,5,74,19,46,47,75,4,74,5,47,5,0,95,0,0,48,0,47,0,21,0,20,0,94,3
4,84,16,56,37,27,94,88,6,36,52,66,21,41,27,43,7,1,8,42,27,87,7,67,26,41,52,68,6,67,7,42,7,0,95,0,0,53,0,52,0,28,0,27,0,94,3
3,85,13,55,40,24,94,89,4,34,55,66,21,38,26,40,6,1,7,39,26,88,4,66,25,38,55,69,5,68,6,39,6,0,95,0,0,56,0,55,0,27,0,26,0,94,3
3,85,9,65,48,20,94,89,4,29,61,73,15,32,19,34,6,1,7,33,19,88,4,73,19,33,61,76,5,75,6,33,6,0,95,0,0,62,0,61,0,20,0,19,0,94,2
3,87,12,74,44,20,94,90,4,34,59,77,15,34,16,36,5,1,6,35,16,89,4,77,16,35,59,79,4,78,5,35,5,0,95,0,0,60,0,59,0,17,0,16,0,94,1
4,84,17,55,41,25,94,88,6,33,55,65,22,38,28,40,7,1,8,39,28,87,7,66,27,38,55,67,6,66,7,39,7,0,95,0,0,56,0,55,0,29,0,28,0,94,2
4,88,8,66,37,33,94,90,4,41,49,75,14,44,18,46,5,1,6,45,18,89,5,76,17,44,49,77,4,76,5,45,5,0,95,0,0,50,0,49,0,19,0,18,0,94,3
3,87,14,56,41,25,94,90,4,33,55,67,20,38,26,40,5,1,6,39,26,89,5,68,26,39,55,69,4,68,5,39,5,0,95,0,0,56,0,55,0,27,0,26,0,94,3
4,88,8,68,38,34,94,90,4,42,49,76,14,44,17,46,5,1,6,45,17,89,5,77,17,45,49,78,4,77,5,45,5,0,95,0,0,50,0,49,0,18,0,17,0,94,2
3,87,14,56,39,25,94,90,4,34,54,67,20,39,26,41,5,1,6,40,26,89,5,68,25,39,54,69,4,68,5,40,5,0,95,0,0,55,0,54,0,27,0,26,0,94,3
3,87,9,73,48,14,94,90,3,29,64,77,14,29,15,31,5,1,6,30,15,89,4,78,14,29,64,80,4,79,5,30,5,0,95,0,0,65,0,64,0,16,0,15,0,94,3
3,87,10,76,46,14,94,90,3,30,63,78,13,30,14,32,5,1,6,31,14,89,5,80,14,31,63,81,4,80,5,31,5,0,95,0,0,64,0,63,0,15,0,14,0,94,2
3,87,10,74,46,16,94,90,3,31,62,77,14,31,15,33,5,1,6,32,15,89,5,79,14,31,62,80,4,79,5,32,5,0,95,0,0,63,0,62,0,16,0,15,0,94,3
3,83,15,65,41,25,94,88,6,38,55,71,21,38,22,40,7,1,8,39,22,87,6,71,21,38,55,73,6,72,7,39,7,0,95,0,0,56,0,55,0,23,0,22,0,94,2
3,83,12,70,50,18,94,88,6,29,63,75,16,30,18,32,7,1,8,30,18,87,6,75,17,30,63,77,6,76,6,31,7,0,95,0,0,64,0,63,0,19,0,18,0,94,2
4,86,15,61,38,30,94,89,5,39,51,69,20,42,24,44,6,1,7,43,24,88,6,70,22,41,51,71,5,70,6,43,6,0,95,0,0,52,0,51,0,25,0,24,0,94,3
3,87,11,73,48,16,94,90,3,30,63,76,15,30,16,32,5,1,6,31,16,89,5,78,15,30,63,79,4,78,5,31,5,0,95,0,0,64,0,63,0,17,0,16,0,94,3
5,83,17,57,38,28,94,87,7,37,52,66,22,41,27,43,8,1,9,42,27,86,8,67,25,40,52,68,7,67,8,42,8,0,95,0,0,53,0,52,0,28,0,27,0,94,2
