@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atLccc numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMaba numeric
@attribute o2atLaba numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atLccc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMaba numeric
@attribute o3atLaba numeric
@attribute destClass {2.0,3.0,7.0,6.0,4.0,5.0,1.0}

@data
6,23,4,30,22,5,24,6,23,5,24,4,24,0,30,0,30,0,30,0,30,0,30,0,6,22,30,0,19,21,10,22,9,7,20,11,21,9,23,8,19,9,19,9,21,9,20,9,21,7,19,10,21,7,6,23,4,6,23,13,16,15,17,14,15,22,5,24,5,24,15,13,15,13,6,13,6,22,16,13,4,24,6.0
0,30,0,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,30,30,0,10,12,17,22,9,7,11,18,21,16,23,8,12,17,11,18,12,9,12,16,21,7,10,18,21,7,12,18,10,11,17,11,18,13,19,12,17,17,11,19,11,18,17,11,17,11,11,11,12,17,18,11,10,18,6.0
12,19,10,26,18,11,20,10,18,10,18,10,19,0,27,2,28,1,26,2,28,1,27,2,11,18,28,0,17,19,12,20,11,9,18,13,19,11,21,10,17,11,17,11,19,11,18,11,19,9,17,12,19,9,0,30,0,0,30,16,12,18,13,17,11,30,0,30,0,30,12,17,12,16,0,17,0,30,13,16,0,30,5.0
23,6,21,30,5,22,7,23,6,22,7,21,7,0,30,0,30,0,30,0,30,0,30,0,23,5,30,0,10,11,17,20,10,9,11,18,19,16,21,10,12,17,11,18,12,11,12,16,19,9,10,18,19,9,0,30,0,0,30,11,18,13,19,12,17,30,0,30,0,30,17,11,17,11,0,11,0,30,18,11,0,30,6.0
15,16,13,30,15,14,17,13,15,13,15,13,16,0,30,0,30,0,30,0,30,0,30,0,14,15,30,0,19,21,8,30,0,0,20,9,30,7,30,0,21,8,20,9,21,0,21,7,30,0,19,9,30,0,0,30,0,0,30,19,9,21,10,20,8,30,0,30,0,30,8,20,9,20,0,20,0,30,9,19,0,30,4.0
0,29,0,30,29,0,29,1,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,29,30,0,20,22,7,25,6,4,21,8,24,6,26,5,22,7,21,8,22,6,22,6,24,4,20,8,24,4,8,23,6,6,22,18,11,20,12,19,10,22,7,24,6,22,10,18,10,18,6,18,7,22,11,18,6,23,3.0
6,25,4,27,24,5,26,4,24,4,24,4,25,1,28,3,29,2,27,2,27,1,27,1,5,24,28,1,12,14,15,30,0,0,13,16,30,14,30,0,14,15,13,16,14,0,14,14,30,0,12,16,30,0,5,23,5,6,24,22,6,22,6,22,6,23,5,23,6,25,7,23,8,23,7,24,6,23,7,22,5,24,5.0
24,7,22,30,6,23,8,22,6,22,6,22,7,0,30,0,30,0,30,0,30,0,30,0,23,6,30,0,24,25,5,26,4,3,25,6,25,4,27,4,24,4,24,4,26,5,25,4,25,3,24,5,25,3,0,30,0,0,30,11,17,13,18,12,16,30,0,30,0,30,17,12,17,11,0,12,0,30,18,11,0,30,5.0
19,12,17,30,11,18,13,17,11,17,11,17,12,0,30,0,30,0,30,0,30,0,30,0,18,11,30,0,15,18,11,30,0,0,17,13,29,9,30,0,17,10,16,11,19,1,18,9,29,0,15,12,29,0,0,30,0,0,30,17,12,19,13,18,11,30,0,30,0,30,11,17,11,17,0,17,0,30,12,17,0,30,4.0
4,27,2,25,26,3,28,2,26,2,26,2,27,1,26,3,27,2,25,3,27,2,26,3,3,26,27,1,18,19,11,20,10,9,19,12,19,10,21,10,18,10,18,10,20,11,19,10,19,9,18,11,19,9,9,20,7,9,20,14,15,16,16,15,14,19,8,21,8,21,14,14,14,14,9,14,9,19,15,14,7,21,4.0
22,6,22,30,6,22,6,24,7,23,8,22,7,0,30,0,30,0,30,0,30,0,30,0,23,6,30,0,11,11,17,30,0,0,11,17,30,17,30,0,13,18,12,19,11,0,12,17,30,0,11,18,30,0,5,23,5,7,24,21,7,21,7,21,7,23,5,23,6,25,8,23,9,22,7,23,6,23,8,21,5,24,3.0
16,13,14,24,12,15,14,16,13,15,14,14,14,2,25,4,26,3,24,4,26,3,25,4,16,12,26,2,14,14,14,30,0,0,14,14,30,14,30,0,16,15,15,16,14,0,15,14,30,0,14,15,30,0,0,29,0,1,30,23,4,25,5,24,3,29,0,29,0,30,4,25,5,24,1,25,0,29,5,23,0,30,2.0
17,11,17,30,11,17,11,19,12,18,13,17,12,0,30,0,30,0,30,0,30,0,30,0,18,11,30,0,9,11,18,23,8,6,10,19,22,17,24,7,11,18,10,19,11,8,11,17,22,6,9,19,22,6,10,20,8,9,19,14,15,16,16,15,14,19,9,21,9,20,14,14,14,14,9,14,10,19,15,14,8,20,3.0
28,0,28,30,0,28,0,30,1,29,2,28,1,0,30,0,30,0,30,0,30,0,30,0,29,0,30,0,7,7,21,30,0,0,7,21,30,21,30,0,9,22,8,23,7,0,8,21,30,0,7,22,30,0,2,26,2,4,27,22,6,22,6,22,6,26,2,26,3,28,7,24,8,23,4,24,3,26,7,22,2,27,3.0
25,3,25,30,3,25,3,27,4,26,5,25,4,0,30,0,30,0,30,0,30,0,30,0,26,3,30,0,8,10,19,21,10,8,9,20,20,18,22,9,10,19,9,20,10,10,10,18,20,8,8,20,20,8,5,24,3,5,24,9,20,11,21,10,19,23,4,25,4,25,19,9,19,9,5,9,5,23,20,9,3,25,3.0
11,20,9,30,19,10,21,9,19,9,19,9,20,0,30,0,30,0,30,0,30,0,30,0,10,19,30,0,11,13,18,14,17,15,12,19,13,17,15,16,11,17,11,17,13,17,12,17,13,15,11,18,13,15,6,23,4,6,23,9,20,11,21,10,19,22,5,24,5,24,19,9,19,9,6,9,6,22,20,9,4,24,3.0
28,3,26,30,2,27,4,26,2,26,2,26,3,0,30,0,30,0,30,0,30,0,30,0,27,2,30,0,15,17,14,18,13,11,16,15,17,13,19,12,15,13,15,13,17,13,16,13,17,11,15,14,17,11,0,30,0,0,30,8,18,12,20,10,16,30,0,30,0,30,17,10,18,9,0,10,0,30,19,8,0,30,4.0
17,13,15,26,12,16,14,16,12,16,13,15,13,1,27,3,28,2,26,3,27,2,26,2,17,12,27,1,0,0,30,30,0,0,0,30,30,30,30,0,0,30,0,30,0,0,0,30,30,0,0,30,30,0,16,13,14,15,13,10,18,10,18,10,18,12,15,14,15,14,19,11,20,11,16,12,16,12,19,10,14,14,3.0
23,8,21,30,7,22,9,21,7,21,7,21,8,0,30,0,30,0,30,0,30,0,30,0,22,7,30,0,24,26,5,27,4,2,25,6,26,4,28,3,24,4,24,4,26,4,25,4,26,2,24,5,26,2,1,29,0,0,28,19,10,21,11,20,9,28,0,30,0,29,9,19,9,19,0,19,1,29,10,19,0,29,7.0
21,7,21,30,7,21,7,23,8,22,9,21,8,0,30,0,30,0,30,0,30,0,30,0,22,7,30,0,1,1,27,7,21,20,1,27,7,27,8,21,3,28,2,29,1,21,2,27,9,21,1,28,8,22,10,19,8,10,19,11,16,13,17,12,15,18,9,20,9,20,16,13,17,12,10,13,10,18,17,11,8,20,1.0
29,1,27,30,0,28,2,28,0,28,1,27,1,0,30,0,30,0,30,0,30,0,30,0,29,0,30,0,7,9,20,19,12,10,8,21,18,19,20,11,9,20,8,21,9,12,9,19,18,10,7,21,18,10,4,26,2,3,25,7,22,9,23,8,21,25,3,27,3,26,21,7,21,7,3,7,4,25,22,7,2,26,4.0
9,22,7,22,21,8,23,7,21,7,21,7,22,4,23,6,24,5,22,6,24,5,23,6,8,21,24,4,18,20,11,21,10,8,19,12,20,10,22,9,18,10,18,10,20,10,19,10,20,8,18,11,20,8,7,22,5,7,22,14,15,16,16,15,14,21,6,23,6,23,14,14,14,14,7,14,7,21,15,14,5,23,4.0
21,8,17,30,6,19,10,20,8,18,9,17,10,0,30,0,30,0,30,0,30,0,30,0,20,6,30,0,13,16,13,20,10,9,15,15,19,11,21,10,15,12,14,13,17,11,16,11,19,9,13,14,19,9,0,30,0,0,30,9,20,11,21,10,19,30,0,30,0,30,19,9,19,9,0,9,0,30,20,9,0,30,6.0
23,6,21,30,5,22,7,23,6,22,7,21,7,0,30,0,30,0,30,0,30,0,30,0,23,5,30,0,12,13,15,22,8,7,13,16,21,14,23,8,14,15,13,16,14,9,14,14,21,7,12,16,21,7,0,30,0,0,30,14,15,16,16,15,14,30,0,30,0,30,14,14,14,14,0,14,0,30,15,14,0,30,6.0
20,9,18,30,8,19,10,20,9,19,10,18,10,0,30,0,30,0,30,0,30,0,30,0,20,8,30,0,13,15,14,22,9,7,14,15,21,13,23,8,15,14,14,15,15,9,15,13,21,7,13,15,21,7,0,30,0,0,30,8,20,10,21,9,19,30,0,30,0,30,20,9,20,8,0,9,0,30,21,8,0,30,5.0
7,22,3,30,20,5,24,6,22,4,23,3,24,0,30,0,30,0,30,0,30,0,30,0,6,20,30,0,17,19,12,20,11,9,18,13,19,11,21,10,17,11,17,11,19,11,18,11,19,9,17,12,19,9,9,20,7,9,20,13,16,15,17,14,15,19,8,21,8,21,15,13,15,13,9,13,9,19,16,13,7,21,4.0
13,16,11,30,15,12,17,13,16,12,17,11,17,0,30,0,30,0,30,0,30,0,30,0,13,15,30,0,15,16,12,23,7,6,16,13,22,11,24,7,17,12,16,13,17,8,17,11,22,6,15,13,22,6,0,30,0,0,30,16,13,18,14,17,12,30,0,30,0,30,12,16,12,16,0,16,0,30,13,16,0,30,4.0
11,20,9,30,19,10,21,9,19,9,19,9,20,0,30,0,30,0,30,0,30,0,30,0,10,19,30,0,19,21,10,22,9,7,20,11,21,9,23,8,19,9,19,9,21,9,20,9,21,7,19,10,21,7,6,24,4,5,23,17,12,19,13,18,11,23,5,25,5,24,11,17,11,17,5,17,6,23,12,17,4,24,2.0
21,8,19,30,7,20,9,21,8,20,9,19,9,0,30,0,30,0,30,0,30,0,30,0,21,7,30,0,12,13,15,23,7,6,13,16,22,14,24,7,14,15,13,16,14,8,14,14,22,6,12,16,22,6,0,30,0,0,30,12,17,14,18,13,16,30,0,30,0,30,16,12,16,12,0,12,0,30,17,12,0,30,5.0
22,8,18,30,6,20,10,20,7,19,8,18,9,0,30,0,30,0,30,0,30,0,30,0,21,6,30,0,20,21,9,22,8,7,21,10,21,8,23,8,20,8,20,8,22,9,21,8,21,7,20,9,21,7,0,30,0,0,30,14,13,16,14,15,12,30,0,30,0,30,13,16,14,15,0,16,0,30,14,14,0,30,2.0
21,7,21,30,7,21,7,23,8,22,9,21,8,0,30,0,30,0,30,0,30,0,30,0,22,7,30,0,9,11,18,20,11,9,10,19,19,17,21,10,11,18,10,19,11,11,11,17,19,9,9,19,19,9,0,30,0,0,30,8,21,10,22,9,20,30,0,30,0,30,20,8,20,8,0,8,0,30,21,8,0,30,2.0
22,7,20,30,6,21,8,22,7,21,8,20,8,0,30,0,30,0,30,0,30,0,30,0,22,6,30,0,13,14,14,21,9,8,14,15,20,13,22,9,15,14,14,15,15,10,15,13,20,8,13,15,20,8,0,30,0,0,30,9,20,11,21,10,19,30,0,30,0,30,19,9,19,9,0,9,0,30,20,9,0,30,4.0
26,5,24,30,4,25,6,24,4,24,4,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,19,20,10,21,9,8,20,11,20,9,22,9,19,9,19,9,21,10,20,9,20,8,19,10,20,8,0,30,0,0,30,14,13,16,14,15,12,30,0,30,0,30,13,16,14,15,0,16,0,30,14,14,0,30,2.0
11,18,9,30,17,10,19,11,18,10,19,9,19,0,30,0,30,0,30,0,30,0,30,0,11,17,30,0,14,15,13,24,6,5,15,14,23,12,25,6,16,13,15,14,16,7,16,12,23,5,14,14,23,5,0,30,0,0,30,10,18,12,19,11,17,30,0,30,0,30,18,11,18,10,0,11,0,30,19,10,0,30,5.0
27,4,25,30,3,26,5,25,3,25,3,25,4,0,30,0,30,0,30,0,30,0,30,0,26,3,30,0,15,17,14,18,13,11,16,15,17,13,19,12,15,13,15,13,17,13,16,13,17,11,15,14,17,11,0,30,0,0,30,5,24,7,25,6,23,30,0,30,0,30,23,5,23,5,0,5,0,30,24,5,0,30,3.0
23,8,21,30,7,22,9,21,7,21,7,21,8,0,30,0,30,0,30,0,30,0,30,0,22,7,30,0,13,15,16,17,14,12,14,17,16,15,18,13,13,15,13,15,15,14,14,15,16,12,13,16,16,12,7,22,5,7,22,10,18,12,19,11,17,21,6,23,6,23,18,11,18,10,7,11,7,21,19,10,5,23,2.0
9,22,7,30,21,8,23,7,21,7,21,7,22,0,30,0,30,0,30,0,30,0,30,0,8,21,30,0,16,18,13,19,12,10,17,14,18,12,20,11,16,12,16,12,18,12,17,12,18,10,16,13,18,10,7,22,5,7,22,13,16,15,17,14,15,21,6,23,6,23,15,13,15,13,7,13,7,21,16,13,5,23,4.0
30,1,28,30,0,29,2,28,0,28,0,28,1,0,30,0,30,0,30,0,30,0,30,0,29,0,30,0,0,0,30,19,12,10,0,30,18,30,20,11,0,30,0,30,0,12,0,30,18,10,0,30,18,10,13,16,11,13,16,3,26,5,27,4,25,15,12,17,12,17,25,3,25,3,13,3,13,15,26,3,11,17,2.0
30,1,28,30,0,29,2,28,0,28,0,28,1,0,30,0,30,0,30,0,30,0,30,0,29,0,30,0,12,13,17,14,14,13,13,18,13,16,15,14,12,16,12,16,14,15,13,16,15,14,12,17,14,15,0,30,0,0,30,8,19,10,20,9,18,30,0,30,0,30,19,10,20,9,0,10,0,30,20,8,0,30,3.0
10,21,8,30,20,9,22,8,20,8,20,8,21,0,30,0,30,0,30,0,30,0,30,0,9,20,30,0,21,23,8,24,7,5,22,9,23,7,25,6,21,7,21,7,23,7,22,7,23,5,21,8,23,5,0,30,0,0,30,18,10,20,11,19,9,30,0,30,0,30,10,19,10,18,0,19,0,30,11,18,0,30,1.0
3,28,1,30,27,2,29,1,27,1,27,1,28,0,30,0,30,0,30,0,30,0,30,0,2,27,30,0,16,18,13,19,12,10,17,14,18,12,20,11,16,12,16,12,18,12,17,12,18,10,16,13,18,10,11,18,9,11,18,12,17,14,18,13,16,17,10,19,10,19,16,12,16,12,11,12,11,17,17,12,9,19,3.0
16,15,14,30,14,15,16,14,14,14,14,14,15,0,30,0,30,0,30,0,30,0,30,0,15,14,30,0,16,18,11,30,0,0,17,12,30,10,30,0,18,11,17,12,18,0,18,10,30,0,16,12,30,0,0,30,0,0,30,26,0,28,1,27,0,30,0,30,0,30,1,29,2,27,0,29,0,30,2,27,0,30,2.0
2,28,0,30,27,1,29,1,28,0,28,0,29,0,30,0,30,0,30,0,30,0,30,0,1,27,30,0,20,22,9,23,8,6,21,10,22,8,24,7,20,8,20,8,22,8,21,8,22,6,20,9,22,6,9,21,7,8,20,15,14,17,15,16,13,20,8,22,8,21,13,15,13,15,8,15,9,20,14,15,7,21,7.0
24,7,22,30,6,23,8,22,6,22,6,22,7,0,30,0,30,0,30,0,30,0,30,0,23,6,30,0,17,19,12,20,11,9,18,13,19,11,21,10,17,11,17,11,19,11,18,11,19,9,17,12,19,9,0,30,0,0,30,13,16,15,17,14,15,30,0,30,0,30,15,13,15,13,0,13,0,30,16,13,0,30,7.0
0,30,0,2,30,0,30,0,30,0,30,0,30,25,3,27,4,26,2,27,3,26,2,26,0,30,3,25,4,4,24,17,12,10,4,24,16,24,18,11,6,25,5,26,4,12,5,24,18,11,4,25,17,12,24,4,24,26,5,0,28,0,28,0,28,4,24,4,25,6,29,2,30,1,26,2,25,4,29,0,24,5,1.0
19,10,17,30,9,18,11,19,10,18,11,17,11,0,30,0,30,0,30,0,30,0,30,0,19,9,30,0,8,9,19,20,10,9,9,20,19,18,21,10,10,19,9,20,10,11,10,18,19,9,8,20,19,9,6,23,4,6,23,7,22,9,23,8,21,22,5,24,5,24,21,7,21,7,6,7,6,22,22,7,4,24,3.0
0,30,0,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,30,30,0,17,19,11,21,10,8,18,12,20,10,22,9,18,10,18,11,19,10,19,10,20,8,17,11,20,8,11,18,9,11,18,13,16,15,17,14,15,17,10,19,10,19,15,13,15,13,11,13,11,17,16,13,9,19,4.0
24,7,22,30,6,23,8,22,6,22,6,22,7,0,30,0,30,0,30,0,30,0,30,0,23,6,30,0,20,21,9,22,8,7,21,10,21,8,23,8,20,8,20,8,22,9,21,8,21,7,20,9,21,7,0,30,0,0,30,6,22,8,23,7,21,30,0,30,0,30,22,7,22,6,0,7,0,30,23,6,0,30,4.0
23,5,21,30,4,22,6,24,6,22,7,21,7,0,30,0,30,0,30,0,30,0,30,0,23,4,30,0,8,9,19,21,9,8,9,20,20,18,22,9,10,19,9,20,10,10,10,18,20,8,8,20,20,8,3,25,0,3,25,12,17,14,18,13,16,24,1,27,1,27,16,12,16,12,3,12,3,25,17,12,1,27,7.0
8,23,6,30,22,7,24,6,22,6,22,6,23,0,30,0,30,0,30,0,30,0,30,0,7,22,30,0,17,19,12,20,11,9,18,13,19,11,21,10,17,11,17,11,19,11,18,11,19,9,17,12,19,9,7,22,5,7,22,11,18,13,19,12,17,21,6,23,6,23,17,11,17,11,7,11,7,21,18,11,5,23,6.0
4,24,4,14,24,4,24,6,25,5,26,4,25,12,15,14,16,13,14,14,16,13,15,14,5,24,16,12,4,5,23,19,11,10,5,24,18,22,20,11,6,23,5,24,6,12,6,22,18,10,4,24,18,10,21,10,19,19,9,4,25,6,26,5,24,9,20,11,19,9,24,4,24,4,19,4,20,9,25,4,19,10,1.0
0,29,0,30,29,0,29,1,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,29,30,0,14,16,13,22,9,7,15,14,21,12,23,8,16,13,15,14,16,9,16,12,21,7,14,14,21,7,8,21,6,8,21,13,16,15,17,14,15,20,7,22,7,22,15,13,15,13,8,13,8,20,16,13,6,22,7.0
9,22,7,30,21,8,23,7,21,7,21,7,22,0,30,0,30,0,30,0,30,0,30,0,8,21,30,0,12,13,16,30,0,0,12,16,30,15,30,0,14,16,13,17,13,0,13,15,30,0,12,17,30,0,4,24,4,6,25,22,6,22,6,22,6,24,4,24,5,26,7,24,8,23,6,24,5,24,7,22,4,25,3.0
23,5,23,30,5,23,5,25,6,24,7,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,5,7,22,18,13,11,6,23,17,21,19,12,7,22,6,23,7,13,7,21,17,11,5,23,17,11,3,26,1,3,26,4,25,6,26,5,24,25,2,27,2,27,24,4,24,4,3,4,3,25,25,4,1,27,2.0
16,15,14,30,14,15,16,14,14,14,14,14,15,0,30,0,30,0,30,0,30,0,30,0,15,14,30,0,18,19,11,20,10,9,19,12,19,10,21,10,18,10,18,10,20,11,19,10,19,9,18,11,19,9,0,30,0,0,30,9,20,11,21,10,19,30,0,30,0,30,19,9,19,9,0,9,0,30,20,9,0,30,6.0
27,4,25,30,3,26,5,25,3,25,3,25,4,0,30,0,30,0,30,0,30,0,30,0,26,3,30,0,5,9,21,22,9,7,7,23,21,19,23,8,7,20,6,21,9,9,8,19,21,7,5,22,21,7,0,30,0,0,30,9,20,11,21,10,19,30,0,30,0,30,19,9,19,9,0,9,0,30,20,9,0,30,3.0
30,0,30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,9,12,17,18,12,11,11,19,17,15,19,12,11,16,10,17,13,13,12,15,17,11,9,18,17,11,0,30,0,0,30,4,25,6,26,5,24,30,0,30,0,30,24,4,24,4,0,4,0,30,25,4,0,30,5.0
17,12,15,30,11,16,13,17,12,16,13,15,13,0,30,0,30,0,30,0,30,0,30,0,17,11,30,0,12,14,15,20,11,9,13,16,19,14,21,10,14,15,13,16,14,11,14,14,19,9,12,16,19,9,0,30,0,0,30,8,21,10,22,9,20,30,0,30,0,30,20,8,20,8,0,8,0,30,21,8,0,30,5.0
21,8,19,30,7,20,9,21,8,20,9,19,9,0,30,0,30,0,30,0,30,0,30,0,21,7,30,0,11,12,16,20,10,9,12,17,19,15,21,10,13,16,12,17,13,11,13,15,19,9,11,17,19,9,0,30,0,0,30,11,18,13,19,12,17,30,0,30,0,30,17,11,17,11,0,11,0,30,18,11,0,30,6.0
21,8,19,30,7,20,9,21,8,20,9,19,9,0,30,0,30,0,30,0,30,0,30,0,21,7,30,0,11,13,16,22,9,7,12,17,21,15,23,8,13,16,12,17,13,9,13,15,21,7,11,17,21,7,0,30,0,0,30,10,19,12,20,11,18,30,0,30,0,30,18,10,18,10,0,10,0,30,19,10,0,30,4.0
13,18,11,23,17,12,19,11,17,11,17,11,18,5,24,7,25,6,23,6,23,5,23,5,12,17,24,5,0,2,28,30,0,0,1,29,30,27,30,0,1,28,0,28,2,0,1,27,30,0,0,29,30,0,16,12,16,18,13,10,18,10,18,10,18,12,16,12,17,14,19,12,20,11,18,12,17,12,19,10,16,13,1.0
19,12,17,23,11,18,13,17,11,17,11,17,12,4,24,6,25,5,23,6,24,5,23,5,18,11,24,4,18,21,8,28,2,1,20,10,27,6,29,2,20,7,19,8,22,3,21,6,27,1,18,9,27,1,0,30,0,0,30,13,15,15,16,14,14,30,0,30,0,30,15,14,15,13,0,14,0,30,16,13,0,30,5.0
17,12,15,30,11,16,13,17,12,16,13,15,13,0,30,0,30,0,30,0,30,0,30,0,17,11,30,0,13,14,14,19,11,10,14,15,18,13,20,11,15,14,14,15,15,12,15,13,18,10,13,15,18,10,0,30,0,0,30,3,23,7,25,5,21,30,0,30,0,30,22,5,23,4,0,5,0,30,24,3,0,30,3.0
21,8,19,30,7,20,9,21,8,20,9,19,9,0,30,0,30,0,30,0,30,0,30,0,21,7,30,0,12,13,15,22,8,7,13,16,21,14,23,8,14,15,13,16,14,9,14,14,21,7,12,16,21,7,0,30,0,0,30,14,15,16,16,15,14,30,0,30,0,30,14,14,14,14,0,14,0,30,15,14,0,30,6.0
23,5,23,30,5,23,5,25,6,24,7,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,9,11,18,30,0,0,10,19,30,17,30,0,11,18,10,19,11,0,11,17,30,0,9,19,30,0,2,29,0,0,28,24,4,26,5,25,3,28,1,30,0,28,3,25,4,25,0,25,1,28,4,24,0,29,1.0
4,27,2,30,26,3,28,2,26,2,26,2,27,0,30,0,30,0,30,0,30,0,30,0,3,26,30,0,18,20,11,21,10,8,19,12,20,10,22,9,18,10,18,10,20,10,19,10,20,8,18,11,20,8,9,20,7,9,20,13,16,15,17,14,15,19,8,21,8,21,15,13,15,13,9,13,9,19,16,13,7,21,2.0
26,5,24,30,4,25,6,24,4,24,4,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,14,17,12,21,9,8,16,14,20,10,22,9,16,11,15,12,18,10,17,10,20,8,14,13,20,8,0,30,0,0,30,11,18,13,19,12,17,30,0,30,0,30,17,11,17,11,0,11,0,30,18,11,0,30,5.0
19,12,17,30,11,18,13,17,11,17,11,17,12,0,30,0,30,0,30,0,30,0,30,0,18,11,30,0,13,15,14,28,2,1,14,15,27,12,29,2,15,13,14,14,16,3,15,12,27,1,13,15,27,1,0,30,0,0,30,18,11,20,12,19,10,30,0,30,0,30,10,18,10,18,0,18,0,30,11,18,0,30,6.0
19,10,17,30,9,18,11,19,10,18,11,17,11,0,30,0,30,0,30,0,30,0,30,0,19,9,30,0,19,23,7,29,2,0,21,9,28,5,30,1,21,6,20,7,23,2,22,5,28,0,19,8,28,0,0,30,0,0,30,14,15,16,16,15,14,30,0,30,0,30,14,14,14,14,0,14,0,30,15,14,0,30,4.0
19,10,17,30,9,18,11,19,10,18,11,17,11,0,30,0,30,0,30,0,30,0,30,0,19,9,30,0,11,12,16,21,9,8,12,17,20,15,22,9,13,16,12,17,13,10,13,15,20,8,11,17,20,8,5,24,3,5,24,8,21,10,22,9,20,23,4,25,4,25,20,8,20,8,5,8,5,23,21,8,3,25,3.0
14,15,12,30,14,13,16,14,15,13,16,12,16,0,30,0,30,0,30,0,30,0,30,0,14,14,30,0,10,11,17,18,12,11,11,18,17,16,19,12,12,17,11,18,12,13,12,16,17,11,10,18,17,11,1,29,0,0,28,5,24,7,25,6,23,28,0,30,0,29,23,5,23,5,0,5,1,29,24,5,0,29,5.0
30,0,30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,4,7,23,29,2,0,5,24,28,21,30,1,6,22,5,23,7,2,6,21,28,0,4,24,28,0,3,28,1,1,27,24,5,26,6,25,4,27,2,29,1,27,4,24,4,24,1,24,2,27,5,24,1,28,2.0
0,30,0,24,30,0,30,0,30,0,30,0,30,4,25,6,26,5,24,5,24,4,24,4,0,30,25,4,0,0,28,30,0,0,0,28,30,28,30,0,2,29,1,30,0,0,1,28,30,0,0,29,30,0,16,12,16,18,13,9,19,9,19,9,19,12,16,12,17,14,20,11,21,10,18,11,17,12,20,9,16,13,1.0
19,11,16,30,9,17,12,18,10,17,11,16,12,0,30,0,30,0,30,0,30,0,30,0,18,9,30,0,18,20,11,22,9,7,19,12,21,10,23,8,18,10,18,10,20,9,19,10,21,7,18,11,21,7,7,22,5,7,22,15,13,17,14,16,12,21,6,23,6,23,13,16,13,15,7,16,7,21,14,15,5,23,2.0
21,7,21,30,7,21,7,23,8,22,9,21,8,0,30,0,30,0,30,0,30,0,30,0,22,7,30,0,14,15,13,21,9,8,15,14,20,12,22,9,16,13,15,14,16,10,16,12,20,8,14,14,20,8,8,21,6,8,21,13,16,15,17,14,15,20,7,22,7,22,15,13,15,13,8,13,8,20,16,13,6,22,7.0
