@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atLkk numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMjj numeric
@attribute o2atLjj numeric
@attribute o2atLkk numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMgh numeric
@attribute o2atLgh numeric
@attribute o2atMhi numeric
@attribute o2atLhi numeric
@attribute o2atMij numeric
@attribute o2atLij numeric
@attribute o2atMjk numeric
@attribute o2atLjk numeric
@attribute o2atMeg numeric
@attribute o2atLeg numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atMii numeric
@attribute o2atLii numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMgj numeric
@attribute o2atLgj numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMkj numeric
@attribute o2atLkj numeric
@attribute o2atMji numeric
@attribute o2atLji numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMef numeric
@attribute o2atLef numeric
@attribute o2atMfg numeric
@attribute o2atLfg numeric
@attribute o2atMgi numeric
@attribute o2atLgi numeric
@attribute o2atMee numeric
@attribute o2atLee numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMeh numeric
@attribute o2atLeh numeric
@attribute o2atMhk numeric
@attribute o2atLhk numeric
@attribute o2atMik numeric
@attribute o2atLik numeric
@attribute o2atMdg numeric
@attribute o2atLdg numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMff numeric
@attribute o2atLff numeric
@attribute o2atMfe numeric
@attribute o2atLfe numeric
@attribute o2atMgg numeric
@attribute o2atLgg numeric
@attribute o2atMgf numeric
@attribute o2atLgf numeric
@attribute o2atMei numeric
@attribute o2atLei numeric
@attribute o2atMhj numeric
@attribute o2atLhj numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMdh numeric
@attribute o2atLdh numeric
@attribute o2atMdf numeric
@attribute o2atLdf numeric
@attribute o2atMfh numeric
@attribute o2atLfh numeric
@attribute o2atMhh numeric
@attribute o2atLhh numeric
@attribute o2atMih numeric
@attribute o2atLih numeric
@attribute o2atMfi numeric
@attribute o2atLfi numeric
@attribute o2atMhg numeric
@attribute o2atLhg numeric
@attribute o2atMcf numeric
@attribute o2atLcf numeric
@attribute o2atMfj numeric
@attribute o2atLfj numeric
@attribute o2atMfd numeric
@attribute o2atLfd numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o3atLkk numeric
@attribute o3atMjj numeric
@attribute o3atLjj numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMee numeric
@attribute o3atLee numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMef numeric
@attribute o3atLef numeric
@attribute o3atMkj numeric
@attribute o3atLkj numeric
@attribute o3atMji numeric
@attribute o3atLji numeric
@attribute o3atMih numeric
@attribute o3atLih numeric
@attribute o3atMhg numeric
@attribute o3atLhg numeric
@attribute o3atMgf numeric
@attribute o3atLgf numeric
@attribute o3atMfe numeric
@attribute o3atLfe numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMhh numeric
@attribute o3atLhh numeric
@attribute o3atMgg numeric
@attribute o3atLgg numeric
@attribute o3atMff numeric
@attribute o3atLff numeric
@attribute o3atMfg numeric
@attribute o3atLfg numeric
@attribute o3atMgh numeric
@attribute o3atLgh numeric
@attribute o3atMii numeric
@attribute o3atLii numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute o3atMgi numeric
@attribute o3atLgi numeric
@attribute o3atMik numeric
@attribute o3atLik numeric
@attribute o3atMdg numeric
@attribute o3atLdg numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMij numeric
@attribute o3atLij numeric
@attribute o3atMjk numeric
@attribute o3atLjk numeric
@attribute o3atMdf numeric
@attribute o3atLdf numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMeg numeric
@attribute o3atLeg numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMhj numeric
@attribute o3atLhj numeric
@attribute o3atMdh numeric
@attribute o3atLdh numeric
@attribute o3atMhi numeric
@attribute o3atLhi numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMeh numeric
@attribute o3atLeh numeric
@attribute o3atMfi numeric
@attribute o3atLfi numeric
@attribute o3atMge numeric
@attribute o3atLge numeric
@attribute o3atMfh numeric
@attribute o3atLfh numeric
@attribute o3atMcf numeric
@attribute o3atLcf numeric
@attribute o3atMhk numeric
@attribute o3atLhk numeric
@attribute o3atMfd numeric
@attribute o3atLfd numeric
@attribute o3atMgj numeric
@attribute o3atLgj numeric
@attribute o3atMcg numeric
@attribute o3atLcg numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMig numeric
@attribute o3atLig numeric
@attribute o3atMei numeric
@attribute o3atLei numeric
@attribute o3atMec numeric
@attribute o3atLec numeric
@attribute o3atMhf numeric
@attribute o3atLhf numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
31,3,31,0,25,9,20,18,11,31,0,31,27,5,31,0,31,0,26,4,21,10,12,19,0,31,0,31,12,19,0,31,21,10,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,27,0,21,5,26,0,9,24,24,6,6,10,21,13,17,16,14,24,7,24,7,24,6,25,6,19,8,13,20,24,6,14,15,24,7,14,17,10,21,24,6,24,6,5,6,25,19,11,23,7,24,7,19,14,15,16,16,15,20,8,25,7,25,6,16,8,6,25,23,10,20,11,23,7,23,7,20,7,24,7,10,17,16,8,16,11,24,7,24,7,24,6,24,7,23,7,14,11,24,7,16,11,6,21,5,25,8,0,31,0,31,1,31,0,31,0,31,0,31,3,28,26,6,23,9,21,11,18,14,14,17,3,28,0,31,0,31,0,31,20,13,17,16,13,26,14,17,17,13,22,10,0,31,17,10,22,5,0,17,0,31,22,8,25,5,0,28,0,0,31,3,17,0,31,20,8,0,13,20,10,0,31,3,13,14,10,3,17,14,13,0,28,20,5,0,28,17,8,0,17,0,31,18,11,3,10,0,31,14,14,5
31,0,31,0,31,10,20,15,14,31,0,31,31,0,31,0,31,0,31,0,20,10,15,16,0,31,0,31,15,16,0,31,21,11,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,21,0,31,0,6,31,23,8,7,7,24,11,20,15,16,21,10,22,9,23,9,24,8,21,11,10,23,22,9,11,16,22,9,11,20,7,24,23,7,22,8,0,0,31,20,11,21,10,22,10,20,15,14,19,15,16,21,10,22,8,23,8,15,11,0,31,20,10,20,10,21,10,20,10,21,10,22,9,7,20,15,10,15,11,21,10,21,9,21,9,21,10,21,9,11,11,21,9,15,10,0,24,8,22,11,6,31,12,23,14,17,0,31,7,24,13,18,14,16,23,9,20,12,18,14,17,15,16,16,15,17,13,18,7,24,0,31,17,14,16,15,15,16,15,15,16,14,19,13,0,24,16,13,19,8,13,15,0,31,19,11,22,8,13,16,0,0,31,14,15,0,31,17,11,13,14,17,13,7,18,14,14,15,13,15,16,15,14,7,16,17,8,13,17,16,11,7,15,0,31,17,14,14,13,7,18,16,15,5
31,0,31,0,31,2,28,13,17,25,4,31,31,0,31,0,31,0,31,0,28,2,17,13,5,26,5,26,18,14,0,31,29,3,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,29,0,31,0,0,31,19,11,11,0,31,4,27,6,25,18,13,19,12,19,12,20,11,10,19,3,31,19,12,4,25,19,12,4,27,0,31,19,11,19,11,0,0,31,9,22,13,18,19,13,8,24,5,26,6,25,10,13,19,12,20,12,6,19,0,31,11,20,9,21,18,17,12,18,10,13,19,12,0,27,6,13,6,22,13,13,18,12,18,12,13,13,18,12,4,22,13,12,6,21,0,31,0,31,2,0,31,13,29,20,14,0,31,1,30,15,16,20,10,31,0,29,3,27,5,26,6,24,8,21,11,15,16,1,30,0,31,26,5,25,7,23,10,23,7,25,5,28,4,0,30,25,4,28,0,15,7,0,31,28,2,31,0,15,10,0,0,31,20,7,0,31,26,2,15,5,26,4,1,16,20,5,23,4,21,8,23,5,1,10,26,0,15,11,25,2,1,7,0,31,26,5,20,4,1,16,24,6,2
29,2,31,1,28,13,15,20,9,31,0,31,28,2,29,1,30,2,29,3,17,15,10,21,0,31,0,31,10,21,0,31,16,14,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,29,0,31,0,31,0,31,0,0,31,0,31,0,28,1,16,2,29,2,8,24,22,8,8,9,22,12,18,21,10,21,9,22,9,22,9,23,8,21,10,12,21,22,9,13,11,22,9,13,18,9,22,22,8,22,8,5,6,25,21,10,21,9,22,9,21,10,20,17,20,10,21,10,22,9,23,9,21,10,6,25,21,9,21,9,21,9,21,9,22,10,22,9,9,18,21,10,21,10,21,9,21,9,21,9,22,9,21,9,13,10,22,9,20,9,6,22,1,29,3,0,31,0,31,2,31,0,31,0,31,0,31,3,28,30,2,28,4,27,5,19,13,10,21,3,28,0,31,0,31,0,31,26,11,17,20,9,27,10,21,18,12,27,4,0,31,18,4,27,1,0,21,0,31,27,3,29,1,0,28,0,0,31,3,21,0,31,26,3,0,12,26,4,0,31,3,12,10,4,3,21,10,12,0,28,26,1,0,28,18,3,0,21,0,31,19,5,3,4,0,31,10,13,3
31,0,31,0,31,10,20,14,16,23,6,31,31,0,31,0,31,0,31,0,20,10,16,14,7,24,7,24,17,15,0,31,21,11,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,21,0,31,0,5,31,23,8,7,6,25,8,22,10,20,22,9,22,9,23,8,24,8,14,10,8,24,22,8,9,21,22,9,9,22,6,25,23,7,22,8,0,0,31,14,17,21,9,22,9,13,20,9,21,10,21,15,10,23,8,23,8,10,10,0,31,21,15,14,16,21,9,21,9,15,9,23,9,6,22,10,10,10,17,22,9,22,9,22,8,22,9,21,9,9,17,22,9,10,16,0,25,4,26,7,0,31,8,31,14,21,0,31,0,31,9,22,14,16,27,5,24,8,21,11,20,12,18,14,15,17,9,22,0,31,0,31,20,11,19,13,17,16,17,13,19,11,23,10,0,31,19,10,23,4,9,13,0,31,23,7,26,4,9,16,0,0,31,14,13,0,31,20,7,9,11,20,10,0,22,14,11,17,10,15,14,17,11,0,16,20,4,9,17,19,7,0,13,0,31,20,11,14,10,0,22,18,12,4
31,0,31,0,31,0,31,4,25,23,6,31,31,0,31,0,31,0,31,0,31,0,26,5,7,24,7,24,26,5,0,31,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,31,0,31,0,0,31,25,5,5,0,31,4,27,10,22,24,7,25,6,25,6,26,5,15,14,3,31,25,6,4,22,25,6,4,27,0,31,25,5,25,5,0,0,31,14,17,18,13,25,7,13,20,8,26,9,21,15,7,25,6,26,6,10,14,0,31,16,15,14,16,24,12,17,13,15,7,25,6,0,27,10,7,10,17,18,7,24,6,24,6,18,7,24,6,4,17,18,6,9,16,0,31,5,25,8,0,31,0,31,10,31,0,31,0,31,0,31,11,20,26,6,23,9,21,11,19,13,16,16,11,20,0,31,0,31,0,31,20,12,18,15,15,19,15,15,18,12,22,10,0,31,18,10,22,5,0,15,0,31,22,8,25,5,0,20,0,0,31,11,15,0,31,20,8,0,12,20,10,0,31,11,12,15,10,11,16,15,12,0,20,20,5,0,20,18,8,0,15,0,31,19,11,11,10,0,31,16,13,4
31,0,31,0,31,8,21,20,9,31,0,31,31,0,31,0,31,0,31,0,22,9,10,21,0,31,0,31,10,21,0,31,22,9,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,22,0,31,0,6,31,24,7,6,7,24,11,19,15,15,23,8,23,8,24,7,25,7,22,9,11,23,23,7,12,16,23,8,12,19,7,24,24,6,23,7,0,0,31,22,9,22,8,23,8,22,15,14,18,15,16,23,9,24,7,24,7,15,9,0,31,22,8,22,8,22,8,22,8,23,8,24,8,7,19,15,9,15,9,23,8,23,8,23,7,23,8,22,8,12,9,23,8,15,8,0,24,8,22,12,7,31,11,22,12,19,0,31,8,23,11,19,12,18,23,9,19,13,17,15,16,16,14,18,13,19,12,20,8,23,0,31,16,15,15,17,13,18,13,17,15,15,18,14,0,23,15,14,18,8,11,17,0,31,18,12,22,8,11,18,0,0,31,12,17,0,31,16,12,11,15,16,14,8,19,12,15,13,14,13,18,13,15,8,18,16,8,12,19,15,12,8,17,0,31,16,15,12,14,8,20,14,16,5
21,16,24,9,12,31,0,31,0,31,0,31,13,17,21,9,22,10,14,18,0,31,0,31,0,31,0,31,0,31,0,31,0,31,24,6,25,7,31,3,27,6,28,4,0,0,31,27,3,21,6,31,0,31,0,31,0,0,31,0,31,0,13,9,0,17,14,10,0,31,31,0,0,0,31,0,30,5,25,31,0,31,0,31,0,31,0,31,0,0,31,31,0,0,25,31,0,1,31,0,31,31,0,31,0,0,0,31,31,0,31,0,31,0,31,25,5,30,6,26,31,0,31,0,31,0,5,0,0,31,31,0,31,0,31,0,31,0,31,0,31,0,0,30,5,0,5,0,31,0,31,0,31,0,31,0,31,0,0,0,31,0,6,0,0,31,9,21,10,16,17,17,14,18,13,13,18,17,15,18,14,18,13,21,9,20,10,19,11,19,11,18,12,18,12,17,13,16,14,13,18,19,11,19,12,18,12,19,12,19,12,20,11,13,15,20,12,21,10,18,13,12,26,21,11,22,10,18,13,3,4,27,19,13,4,27,20,11,18,12,20,11,17,14,19,12,19,12,18,12,19,12,17,13,20,10,17,12,20,11,17,13,4,18,19,11,19,12,16,13,18,11,1
26,6,28,4,24,10,20,31,0,31,0,31,24,6,26,4,27,5,25,7,21,11,0,31,0,31,0,31,0,31,0,31,20,10,28,2,29,3,31,0,31,2,31,0,0,0,31,31,0,26,2,31,0,31,0,31,0,0,31,0,31,0,24,4,20,6,25,5,0,31,31,0,0,0,31,0,31,12,19,31,0,31,0,31,0,31,0,31,0,0,31,31,0,0,19,31,0,0,31,0,31,31,0,31,0,0,0,31,31,0,31,0,31,0,31,18,11,31,12,19,31,0,31,0,31,0,12,0,0,31,31,0,31,0,31,0,31,0,31,0,31,0,0,31,12,0,12,0,31,0,31,0,31,0,31,0,31,0,0,0,31,0,12,0,0,31,12,18,13,13,22,14,17,15,16,8,23,14,18,15,17,15,16,18,12,17,13,17,13,16,14,15,15,15,15,14,16,13,17,8,23,17,14,16,15,15,15,16,15,17,15,17,13,8,18,17,14,18,13,15,16,7,31,18,13,19,13,15,16,0,0,31,16,16,0,31,18,14,15,15,17,14,14,17,16,15,16,14,15,15,16,15,14,16,18,13,14,15,17,14,14,16,0,23,16,13,16,14,13,16,15,14,3
26,7,31,4,22,13,16,21,8,31,0,31,23,8,26,4,27,5,23,8,17,14,9,22,0,31,0,31,9,22,0,31,17,14,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,26,0,31,0,31,0,31,0,0,31,0,31,0,23,4,17,8,23,5,13,20,27,4,3,13,17,16,14,17,13,26,5,26,4,27,4,28,4,20,5,15,16,26,4,16,13,27,5,16,15,14,17,27,3,26,4,9,10,21,19,10,26,5,26,5,19,12,17,14,18,13,20,5,27,4,27,4,18,6,10,21,25,10,20,11,26,5,25,5,20,5,27,4,14,15,18,5,17,11,26,5,26,4,26,4,26,5,26,4,16,11,26,5,18,11,10,17,6,24,13,0,31,0,31,0,31,0,31,0,31,0,31,0,31,25,7,18,14,15,17,11,20,2,29,0,31,0,31,0,31,0,31,14,19,10,28,1,31,2,29,11,20,17,16,0,31,11,16,17,6,0,29,0,31,17,13,24,6,0,31,0,0,31,0,29,0,31,14,13,0,20,14,16,0,31,0,20,2,16,0,29,2,20,0,31,14,6,0,31,11,13,0,29,0,31,11,17,0,16,0,31,2,20,4
25,13,31,4,17,15,14,21,8,31,0,31,17,13,26,5,26,5,18,14,15,16,9,22,0,31,0,31,9,22,0,31,15,16,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,26,0,31,0,31,0,31,0,0,31,0,31,0,17,5,15,13,18,5,12,20,31,0,0,12,18,14,16,15,15,31,0,31,0,31,0,31,0,29,0,14,18,31,0,14,15,31,0,15,17,13,19,31,0,31,0,9,10,21,29,2,31,0,31,0,28,15,15,16,16,16,29,0,31,0,31,0,15,0,10,21,31,1,29,2,31,0,31,0,29,0,31,0,12,16,15,0,15,2,31,0,31,0,31,0,31,0,31,0,14,2,31,0,16,2,10,18,11,18,20,0,30,1,30,1,29,0,31,1,30,1,30,1,29,19,12,10,21,7,24,2,28,1,29,1,29,1,29,0,30,0,30,6,27,1,29,1,29,1,29,3,28,9,23,1,31,3,24,10,12,1,30,0,31,10,20,19,12,1,30,0,0,31,1,29,0,31,7,21,2,29,6,24,1,30,2,28,2,24,1,29,2,28,1,30,7,12,1,29,3,21,1,30,0,31,2,24,2,24,0,29,1,28,3
19,16,26,10,14,24,3,31,0,31,0,31,14,16,20,11,20,11,15,17,5,26,0,31,0,31,0,31,0,31,0,31,5,26,27,4,27,4,31,0,31,3,31,0,0,0,31,31,0,20,4,31,0,31,0,31,0,0,31,0,31,0,14,11,5,16,15,11,13,19,30,0,0,13,17,16,14,19,11,30,1,30,1,30,0,31,0,29,1,15,16,30,0,16,11,30,1,16,15,14,17,30,0,30,0,10,11,20,29,1,29,1,30,1,29,10,19,14,20,11,30,1,31,1,31,0,19,2,11,20,29,1,29,1,29,1,29,1,30,1,30,1,14,15,20,2,19,2,30,1,30,1,30,0,30,1,29,1,16,2,30,1,20,1,11,17,10,20,18,0,31,0,31,0,31,0,31,0,31,0,31,0,31,21,11,13,19,10,22,8,24,4,27,0,31,0,31,0,31,0,31,9,23,7,26,3,31,4,27,7,23,12,21,0,31,7,21,12,10,0,27,0,31,12,18,20,10,0,31,0,0,31,0,27,0,31,9,18,0,23,9,21,0,31,0,23,4,21,0,27,4,23,0,31,9,10,0,31,7,18,0,27,0,31,8,22,0,21,0,31,4,24,3
31,0,31,0,31,6,24,9,21,18,11,31,31,0,31,0,31,0,31,0,25,7,22,10,12,19,12,19,21,9,0,31,24,6,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,24,0,31,0,0,31,29,2,1,0,31,7,25,15,17,28,3,28,3,29,2,30,2,22,4,5,31,28,2,7,17,28,3,6,24,0,31,29,1,28,2,0,0,31,22,9,27,3,28,3,21,15,13,23,14,16,23,4,29,2,29,2,15,4,0,31,27,7,22,8,27,3,27,3,23,3,29,3,0,25,15,4,15,9,28,3,28,3,28,2,28,3,27,3,7,9,28,3,14,8,0,31,9,21,11,0,31,0,31,4,31,0,31,0,31,0,31,5,26,22,10,20,12,18,14,15,17,11,20,5,26,0,31,0,31,0,31,17,16,14,19,10,25,11,20,14,16,19,13,0,31,14,13,19,9,0,20,0,31,19,11,21,9,0,26,0,0,31,5,20,0,31,17,11,0,16,17,13,0,31,5,16,11,13,5,20,11,16,0,26,17,9,0,26,14,11,0,20,0,31,15,14,5,13,0,31,11,17,4
31,0,31,0,31,2,28,15,14,31,0,31,31,0,31,0,31,0,31,0,29,3,15,16,0,31,0,31,15,16,0,31,28,2,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,28,0,31,0,6,31,21,9,9,7,24,12,19,19,12,21,10,21,10,21,9,22,9,20,11,11,23,21,9,12,12,21,10,12,19,7,24,21,9,21,9,0,0,31,20,11,20,11,21,10,19,11,19,18,19,11,20,11,22,10,22,9,20,11,0,31,20,11,19,11,20,10,20,10,20,10,21,10,7,19,20,11,20,12,21,11,21,10,21,9,21,10,20,10,12,12,21,10,19,11,0,24,3,27,6,0,31,0,31,7,31,0,31,0,31,0,31,8,23,28,4,25,7,23,9,22,10,16,15,8,23,0,31,0,31,0,31,22,9,21,12,13,22,16,15,21,9,24,8,0,31,21,8,24,3,0,15,0,31,24,6,27,3,0,23,0,0,31,8,15,0,31,22,6,0,9,22,8,0,31,8,9,16,8,8,15,16,9,0,23,22,3,0,23,21,6,0,15,0,31,22,9,8,8,0,31,16,10,3
20,17,29,10,13,19,11,22,8,31,0,31,13,17,20,10,21,11,14,18,12,20,9,23,0,31,0,31,8,22,0,31,11,19,30,1,30,1,31,0,31,0,31,0,0,0,31,31,0,20,1,31,0,31,0,31,0,0,31,0,31,0,13,10,11,17,14,11,7,27,31,0,0,7,23,11,20,19,12,31,0,31,0,31,0,31,0,31,0,10,23,31,0,11,12,31,0,11,20,8,24,31,0,31,0,3,3,27,31,0,31,0,31,0,31,11,18,19,19,12,31,0,31,0,31,0,19,0,4,28,31,0,31,0,31,0,31,0,31,0,31,0,7,20,19,0,19,0,31,0,31,0,31,0,31,0,31,0,11,0,31,0,19,0,3,23,11,18,16,5,26,5,25,6,25,5,27,5,26,6,25,6,25,19,12,14,17,8,22,6,24,6,24,6,24,5,25,5,25,4,26,7,24,6,24,6,24,6,24,7,24,13,21,5,26,7,23,14,12,6,25,4,28,14,16,19,12,6,25,2,3,29,6,25,2,28,9,17,6,25,8,23,6,26,7,25,7,23,6,24,7,24,6,25,9,12,5,24,7,17,6,25,3,27,6,22,7,23,5,25,6,24,5
31,5,31,0,25,8,22,13,17,24,5,31,26,6,31,0,31,0,25,5,22,8,17,13,6,25,6,25,18,14,0,31,23,9,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,26,0,23,6,25,0,6,31,20,12,9,7,24,8,22,11,19,14,17,15,15,17,12,21,9,13,18,8,23,17,14,9,20,14,13,9,22,7,24,21,10,18,13,0,0,31,13,18,13,17,14,15,13,19,10,21,11,20,14,18,16,10,18,9,11,18,0,31,13,17,13,17,13,17,13,17,14,15,15,13,7,22,11,18,11,18,14,17,15,17,16,15,14,15,13,17,9,18,14,13,11,17,0,24,0,31,0,0,31,0,31,10,31,0,31,0,31,0,31,11,19,31,0,31,0,31,0,31,0,29,3,12,20,0,31,0,31,0,31,31,0,31,2,28,18,28,2,31,0,31,0,0,31,31,0,31,0,0,2,0,31,31,0,31,0,0,19,0,0,31,11,2,0,31,31,0,0,0,31,0,0,31,11,0,28,0,12,3,28,0,0,19,31,0,0,20,31,0,0,2,0,31,31,0,11,0,0,31,29,0,4
24,7,26,6,23,14,14,31,0,31,0,31,23,7,24,6,25,7,24,8,16,16,0,31,0,31,0,31,0,31,0,31,15,15,27,4,27,4,31,0,31,3,31,0,0,0,31,31,0,24,4,31,0,31,0,31,0,0,31,0,31,0,23,6,15,7,24,7,13,20,27,3,3,13,17,17,13,25,6,26,5,27,4,27,4,28,3,26,5,16,16,27,4,17,6,27,4,17,14,14,17,27,3,27,3,9,10,21,25,5,26,5,27,5,25,5,25,13,25,5,26,5,27,4,28,4,26,6,10,21,25,5,25,5,26,5,25,5,26,5,27,4,14,14,26,5,25,6,26,5,26,4,26,4,26,5,26,4,17,6,26,4,25,5,10,17,14,16,17,0,31,0,31,5,31,0,31,0,31,0,31,6,25,17,15,14,18,13,19,11,21,9,22,6,25,0,31,0,31,0,31,12,20,10,21,8,24,9,22,10,20,13,18,0,31,10,18,13,14,0,22,0,31,13,17,16,14,0,25,0,0,31,6,22,0,31,12,17,0,20,12,18,0,31,6,20,9,18,6,22,9,20,0,25,12,14,0,25,10,17,0,22,0,31,11,19,6,18,0,31,9,21,1
31,0,31,0,31,0,31,7,22,31,0,31,31,0,31,0,31,0,31,0,31,0,23,8,0,31,0,31,23,8,0,31,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,31,0,31,0,7,29,18,13,11,7,23,11,19,16,15,17,14,17,13,18,13,19,12,17,14,10,22,17,13,11,15,18,14,11,20,8,23,19,12,17,13,0,1,30,16,14,17,14,17,14,16,14,16,19,16,14,17,14,18,12,18,12,17,15,1,30,16,14,16,14,17,14,16,14,17,14,18,13,8,20,17,14,16,15,17,14,17,13,17,13,17,14,17,13,11,15,17,14,16,14,1,23,0,31,2,0,31,0,31,5,31,0,31,0,31,0,31,6,25,31,0,29,3,25,7,22,10,16,15,6,25,0,31,0,31,0,31,24,9,21,14,15,24,16,15,21,9,28,6,0,31,21,6,28,0,0,15,0,31,28,2,31,0,0,25,0,0,31,6,15,0,31,24,2,0,9,24,6,0,31,6,9,16,6,6,15,16,9,0,25,24,0,0,25,21,2,0,15,0,31,22,7,6,6,0,31,16,10,6
