@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atLee numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute destClass {2,1}

@data
75,35,57,75,13,17,79,59,36,14,81,18,76,77,19,14,77,14,76,58,36,76,18,17,18,76,14,80,59,19,15,37,15,19,18,36,19,36,58,18,19,19,1.0
74,33,59,71,13,17,79,61,34,14,81,20,74,76,20,14,75,14,74,60,34,75,19,18,20,74,14,80,61,20,15,35,15,20,20,34,21,34,60,19,21,20,1.0
75,34,56,76,14,16,78,59,36,15,80,17,77,77,19,15,78,15,77,58,36,76,18,17,17,76,14,79,59,19,16,37,16,19,17,36,18,36,58,18,18,19,1.0
72,39,55,69,12,21,80,56,40,14,82,24,72,74,22,14,72,13,71,55,39,73,21,20,23,71,13,81,56,22,14,40,14,22,23,39,24,40,55,21,24,22,2.0
73,40,54,61,13,29,79,55,41,15,81,32,64,75,21,15,64,14,63,54,40,74,20,19,31,63,14,80,55,21,15,41,15,21,31,40,32,41,54,20,32,21,1.0
81,40,50,75,13,17,79,52,43,14,81,19,76,83,12,15,77,14,76,52,42,82,12,11,18,76,14,80,53,13,15,43,15,13,18,42,19,43,52,12,19,13,2.0
77,36,54,75,12,17,80,57,39,14,82,19,77,79,17,14,77,13,76,56,38,78,16,15,18,76,13,81,57,17,14,39,14,17,18,38,19,39,56,16,19,17,2.0
76,31,57,76,13,16,79,59,34,14,81,17,77,79,15,14,78,14,77,60,34,78,16,14,17,77,14,80,61,16,14,35,15,17,17,34,17,34,60,16,18,16,2.0
76,35,55,64,13,24,79,58,38,15,81,28,68,78,18,15,68,14,67,57,37,77,17,16,27,67,14,80,58,18,15,38,15,18,27,37,28,38,57,17,28,18,1.0
79,39,49,71,13,19,79,52,43,14,81,22,73,81,14,15,74,14,73,52,42,80,14,13,21,73,14,80,53,15,15,43,15,15,21,42,22,43,52,14,22,15,2.0
75,36,56,71,14,19,78,58,38,16,80,22,74,77,19,16,74,15,73,57,37,76,18,17,21,72,14,79,58,19,16,38,16,19,21,37,22,38,57,18,22,19,1.0
77,34,56,71,13,17,79,58,37,15,81,21,75,79,16,15,75,14,74,58,36,78,16,15,20,73,13,80,59,17,15,37,15,17,20,36,21,37,58,16,21,17,1.0
74,31,59,64,12,26,80,61,34,14,82,29,67,76,19,14,67,13,66,61,33,75,19,18,28,66,13,81,62,20,14,34,14,20,28,33,29,34,61,19,29,20,1.0
77,36,54,75,13,17,79,56,39,15,81,19,77,79,16,15,77,14,76,56,38,78,16,15,18,76,14,80,57,17,15,39,15,17,18,38,19,39,56,16,19,17,1.0
77,39,51,74,13,18,79,54,42,15,81,20,76,79,17,15,76,14,75,53,41,78,16,15,19,75,14,80,54,17,15,42,15,17,19,41,20,42,53,16,20,17,1.0
75,36,54,74,14,18,78,57,39,16,80,20,76,77,19,16,76,15,75,56,38,76,18,17,19,74,14,79,57,19,16,39,16,19,19,38,20,39,56,18,20,19,1.0
87,45,45,77,12,15,80,46,47,13,82,16,78,91,3,13,79,13,78,47,47,90,4,1,16,78,13,81,48,4,13,48,14,5,16,47,16,47,47,4,17,4,2.0
75,33,55,63,13,27,79,59,36,14,81,29,65,77,19,14,66,14,65,58,36,76,18,17,29,65,14,80,59,19,15,37,15,19,29,36,30,36,58,18,30,19,1.0
76,36,54,69,13,19,79,57,39,15,81,23,73,78,18,15,73,14,72,56,37,77,17,16,21,72,14,80,57,18,15,39,15,18,22,38,23,39,56,17,23,18,1.0
74,34,58,75,12,17,80,60,36,14,82,19,77,76,20,14,77,13,76,59,35,75,19,18,18,76,13,81,60,20,14,36,14,20,18,35,19,36,59,19,19,20,2.0
73,36,56,75,12,17,80,57,37,13,82,18,76,76,19,13,77,13,76,57,37,75,19,17,18,76,13,81,58,19,13,38,14,20,18,37,18,37,57,19,19,19,2.0
71,39,55,59,12,27,80,56,40,14,82,32,64,73,23,14,64,13,63,55,39,72,22,21,31,63,13,81,56,23,14,40,14,23,31,39,32,40,55,22,32,23,2.0
80,39,53,76,13,16,79,55,41,15,81,18,78,82,14,15,78,14,77,54,40,81,13,12,17,76,13,80,55,14,15,41,15,14,17,40,18,41,54,13,18,14,2.0
77,36,54,75,13,17,79,57,39,15,81,19,77,79,17,15,77,14,76,56,38,78,16,15,18,75,13,80,57,17,15,39,15,17,18,38,19,39,56,16,19,17,1.0
80,42,48,75,13,17,79,50,45,15,81,19,77,82,13,15,77,14,76,50,44,81,13,12,18,75,13,80,51,14,15,45,15,14,18,44,19,45,50,13,19,14,1.0
77,35,57,75,12,17,80,59,37,14,82,19,77,79,17,14,77,13,76,58,36,78,16,15,18,76,13,81,59,17,14,37,14,17,18,36,19,37,58,16,19,17,2.0
84,40,48,75,12,17,80,52,44,14,82,19,77,87,9,14,77,13,76,51,43,86,8,6,18,76,13,81,52,9,14,44,14,9,18,43,19,44,51,8,19,9,2.0
74,35,59,63,14,27,78,60,36,16,80,30,66,76,20,16,66,15,65,59,35,75,19,18,29,65,15,79,60,20,16,36,16,20,29,35,30,36,59,19,30,20,1.0
74,32,60,70,14,20,78,61,34,16,80,23,73,76,19,16,73,15,72,61,33,75,19,18,22,72,15,79,62,20,16,34,16,20,22,33,23,34,61,19,23,20,1.0
76,36,56,73,14,19,78,58,38,16,80,21,75,78,18,16,75,15,74,57,37,77,17,16,20,74,15,79,58,18,16,38,16,18,20,37,21,38,57,17,21,18,1.0
75,36,54,64,13,26,79,57,39,15,81,29,67,77,19,15,67,14,66,56,38,76,18,17,28,65,13,80,57,19,15,39,15,19,28,38,29,39,56,18,29,19,1.0
74,34,58,73,13,17,79,60,36,15,81,20,76,76,20,15,76,14,75,59,35,75,19,18,19,75,14,80,60,20,15,36,15,20,19,35,20,36,59,19,20,20,1.0
75,35,59,71,14,19,78,60,36,16,80,22,74,77,19,16,74,15,73,59,35,76,18,17,21,72,14,79,60,19,16,36,16,19,21,35,22,36,59,18,22,19,1.0
77,35,55,74,13,18,79,57,38,15,81,20,76,79,16,15,76,14,75,57,37,78,16,15,19,75,14,80,58,17,15,38,15,17,19,37,20,38,57,16,20,17,1.0
76,34,56,75,13,17,79,59,36,14,81,18,76,78,18,14,77,14,76,58,36,77,17,16,18,76,14,80,59,18,15,37,15,18,18,36,19,36,58,17,19,18,1.0
74,34,56,76,12,16,80,58,36,13,82,17,77,77,18,13,78,13,77,58,36,76,18,16,17,77,13,81,59,18,13,37,14,19,17,36,17,36,58,18,18,18,2.0
73,38,54,62,14,28,78,56,40,16,80,31,65,75,21,16,65,15,64,55,39,74,20,19,30,64,15,79,56,21,16,40,16,21,30,39,31,40,55,20,31,21,1.0
78,34,58,76,12,16,80,60,36,14,82,18,78,80,16,14,78,13,77,59,35,79,15,14,17,77,13,81,60,16,14,36,14,16,17,35,18,36,59,15,18,16,2.0
77,38,54,75,12,17,80,56,40,14,82,19,77,79,17,14,77,13,76,55,39,78,16,15,18,76,13,81,56,17,14,40,14,17,18,39,19,40,55,16,19,17,2.0
73,37,55,69,13,19,79,57,39,15,81,23,73,75,21,15,73,14,72,56,38,74,20,19,22,72,14,80,57,21,15,39,15,21,22,38,23,39,56,20,23,21,1.0
77,42,52,75,13,17,79,53,43,15,81,19,77,79,17,15,77,14,76,52,42,78,16,15,18,76,14,80,53,17,15,43,15,17,18,42,19,43,52,16,19,17,2.0
72,37,57,62,13,28,79,58,38,15,81,31,65,74,22,15,65,14,64,57,37,73,21,20,30,64,14,80,58,22,15,38,15,22,30,37,31,38,57,21,31,22,1.0
78,36,54,75,12,17,80,57,39,14,82,19,77,80,16,14,77,13,76,56,38,79,15,14,18,76,13,81,57,16,14,39,14,16,18,38,19,39,56,15,19,16,2.0
73,36,56,66,11,22,81,57,37,12,83,25,69,76,19,12,70,12,69,57,37,75,19,17,25,69,12,82,58,19,12,38,13,20,25,37,25,37,57,19,26,19,2.0
80,42,46,76,12,16,80,48,45,13,82,17,77,83,11,13,78,13,77,49,45,82,12,10,17,77,13,81,50,12,13,46,14,13,17,45,17,45,49,12,18,12,2.0
74,30,60,76,12,16,80,62,33,14,82,18,78,76,19,14,78,13,77,62,32,75,19,18,17,77,13,81,63,20,14,33,14,20,17,32,18,33,62,19,18,20,2.0
74,42,52,54,11,36,81,53,43,13,83,39,57,76,20,13,57,12,56,52,42,75,19,18,38,56,12,82,53,20,13,43,13,20,38,42,39,43,52,19,39,20,2.0
77,33,57,74,13,18,79,59,36,15,81,20,76,79,16,15,76,14,75,59,35,78,16,15,19,75,14,80,60,17,15,36,15,17,19,35,20,36,59,16,20,17,1.0
74,33,59,72,13,18,79,61,35,15,81,21,75,76,20,15,75,14,74,60,34,75,19,18,20,74,14,80,61,20,15,35,15,20,20,34,21,35,60,19,21,20,1.0
73,35,57,60,12,28,80,59,37,14,82,32,64,75,21,14,64,13,63,58,36,74,20,19,31,63,13,81,59,21,14,37,14,21,31,36,32,37,58,20,32,21,1.0
76,36,54,75,13,17,79,57,38,14,81,18,76,78,18,14,77,14,76,56,38,77,17,16,18,76,14,80,57,18,15,39,15,18,18,38,19,38,56,17,19,18,1.0
74,33,57,64,13,24,79,59,36,15,81,28,68,76,19,15,68,14,67,59,35,75,19,18,27,67,14,80,60,20,15,36,15,20,27,35,28,36,59,19,28,20,1.0
80,37,53,75,12,17,80,56,40,14,82,19,77,82,14,14,77,13,76,55,39,81,13,12,18,76,13,81,56,14,14,40,14,14,18,39,19,40,55,13,19,14,2.0
73,37,55,72,13,18,79,57,39,15,81,21,75,75,21,15,75,14,74,56,38,74,20,19,20,74,14,80,57,21,15,39,15,21,20,38,21,39,56,20,21,21,1.0
77,41,53,75,12,17,80,54,42,14,82,19,77,79,17,14,77,13,76,53,41,78,16,15,18,76,13,81,54,17,14,42,14,17,18,41,19,42,53,16,19,17,2.0
74,36,56,75,13,17,79,58,38,15,81,19,77,76,20,15,77,14,76,57,37,75,19,18,18,75,13,80,58,20,15,38,15,20,18,37,19,38,57,19,19,20,1.0
81,41,49,75,12,17,80,51,44,14,82,19,77,83,12,14,77,13,76,51,43,82,12,11,18,76,13,81,52,13,14,44,14,13,18,43,19,44,51,12,19,13,2.0
80,37,53,75,12,17,80,56,40,14,82,19,77,82,14,14,77,13,76,55,39,81,13,12,18,76,13,81,56,14,14,40,14,14,18,39,19,40,55,13,19,14,2.0
88,45,45,75,13,17,79,47,48,14,81,19,76,90,5,15,77,14,76,47,47,89,5,4,18,76,14,80,48,6,15,48,15,6,18,47,19,48,47,5,19,6,2.0
76,38,52,74,13,18,79,55,41,15,81,20,76,78,18,15,76,14,75,54,40,77,17,16,19,75,14,80,55,18,15,41,15,18,19,40,20,41,54,17,20,18,1.0
71,36,58,76,12,16,80,59,37,14,82,18,78,73,23,14,78,13,77,58,36,72,22,21,17,76,12,81,59,23,14,37,14,23,17,36,18,37,58,22,18,23,2.0
82,45,45,71,12,19,80,47,48,13,82,22,73,84,11,14,74,13,73,47,47,83,11,10,21,73,13,81,48,12,14,48,14,12,21,47,22,48,47,11,22,12,2.0
81,39,51,76,11,16,81,53,42,13,83,18,78,83,12,13,78,12,77,53,41,82,12,11,17,77,12,82,54,13,13,42,13,13,17,41,18,42,53,12,18,13,2.0
71,37,57,70,11,18,81,58,38,13,83,22,74,73,23,13,74,12,73,57,37,72,22,21,21,73,12,82,58,23,13,38,13,23,21,37,22,38,57,22,22,23,2.0
76,37,51,71,12,17,80,55,40,13,82,20,74,78,18,13,75,13,74,54,40,77,17,16,20,74,13,81,55,18,14,41,14,18,20,40,21,40,54,17,21,18,1.0
81,38,54,76,12,16,80,56,40,14,82,18,78,83,13,14,78,13,77,55,39,82,12,11,17,76,12,81,56,13,14,40,14,13,17,39,18,40,55,12,18,13,2.0
72,38,56,61,11,25,81,57,39,13,83,30,66,74,22,13,66,12,65,56,38,73,21,20,29,65,12,82,57,22,13,39,13,22,29,38,30,39,56,21,30,22,2.0
73,43,51,50,12,40,80,52,44,14,82,43,53,75,21,14,53,13,52,51,43,74,20,19,42,52,13,81,52,21,14,44,14,21,42,43,43,44,51,20,43,21,2.0
67,41,53,46,11,46,81,54,42,13,83,48,48,69,27,13,48,12,47,53,41,68,26,25,47,47,12,82,54,27,13,42,13,27,47,41,48,42,53,26,48,27,2.0
75,34,56,71,13,19,79,58,37,15,81,22,74,77,18,15,74,14,73,58,36,76,18,17,21,73,14,80,59,19,15,37,15,19,21,36,22,37,58,18,22,19,1.0
75,34,58,76,12,16,80,60,36,14,82,18,78,77,19,14,78,13,77,59,35,76,18,17,17,77,13,81,60,19,14,36,14,19,17,35,18,36,59,18,18,19,2.0
76,36,54,74,13,18,79,56,39,15,81,20,76,78,17,15,76,14,75,56,38,77,17,16,19,75,14,80,57,18,15,39,15,18,19,38,20,39,56,17,20,18,1.0
77,31,61,75,12,17,80,62,33,14,82,19,77,79,16,14,77,13,76,62,32,78,16,15,18,76,13,81,63,17,14,33,14,17,18,32,19,33,62,16,19,17,2.0
73,38,56,73,11,17,81,57,39,13,83,20,76,75,21,13,76,12,75,56,38,74,20,19,19,75,12,82,57,21,13,39,13,21,19,38,20,39,56,20,20,21,2.0
77,37,53,76,13,16,79,56,39,14,81,17,77,79,17,14,78,14,77,55,39,78,16,15,17,77,14,80,56,17,15,40,15,17,17,39,18,39,55,16,18,17,1.0
74,35,57,73,14,17,78,59,37,16,80,20,76,76,20,16,76,15,75,58,36,75,19,18,19,74,14,79,59,20,16,37,16,20,19,36,20,37,58,19,20,20,1.0
77,35,55,76,12,16,80,58,38,14,82,18,78,79,17,14,78,13,77,57,37,78,16,15,17,77,13,81,58,17,14,38,14,17,17,37,18,38,57,16,18,17,2.0
77,40,54,75,12,17,80,55,41,14,82,19,77,79,17,14,77,13,76,54,40,78,16,15,18,76,13,81,55,17,14,41,14,17,18,40,19,41,54,16,19,17,2.0
77,32,58,76,11,16,81,60,35,13,83,18,78,79,16,13,78,12,77,60,34,78,16,15,17,77,12,82,61,17,13,35,13,17,17,34,18,35,60,16,18,17,2.0
79,42,48,73,14,19,78,50,44,16,80,20,75,81,14,16,75,15,74,50,44,80,14,13,20,74,15,79,51,15,16,45,16,15,20,44,21,45,50,14,21,15,1.0
78,34,56,75,12,17,80,58,37,14,82,19,77,80,15,14,77,13,76,58,36,79,15,14,18,76,13,81,59,16,14,37,14,16,18,36,19,37,58,15,19,16,2.0
74,33,59,76,12,16,80,61,35,14,82,18,78,76,20,14,78,13,77,60,34,75,19,18,17,77,13,81,61,20,14,35,14,20,17,34,18,35,60,19,18,20,2.0
77,33,57,76,12,16,80,59,36,14,82,18,78,79,16,14,78,13,77,59,35,78,16,15,17,77,13,81,60,17,14,36,14,17,17,35,18,36,59,16,18,17,2.0
79,38,52,75,12,17,80,54,41,14,82,19,77,81,14,14,77,13,76,54,40,80,14,13,18,76,13,81,55,15,14,41,14,15,18,40,19,41,54,14,19,15,2.0
76,34,56,71,14,19,78,58,37,16,80,22,74,78,17,16,74,15,73,58,36,77,17,16,21,73,15,79,59,18,16,37,16,18,21,36,22,37,58,17,22,18,1.0
75,38,56,65,12,21,80,57,39,14,82,26,70,77,19,14,70,13,69,56,38,76,18,17,25,69,13,81,57,19,14,39,14,19,25,38,26,39,56,18,26,19,2.0
74,33,55,63,13,27,79,59,36,14,81,29,65,76,20,14,66,14,65,58,36,75,19,18,29,65,14,80,59,20,15,37,15,20,29,36,30,36,58,19,30,20,1.0
79,40,48,75,13,17,79,51,44,15,81,19,77,81,14,15,77,14,76,51,43,80,14,13,18,76,14,80,52,15,15,44,15,15,18,43,19,44,51,14,19,15,1.0
77,34,58,75,12,17,80,60,36,14,82,19,77,79,17,14,77,13,76,59,35,78,16,15,18,76,13,81,60,17,14,36,14,17,18,35,19,36,59,16,19,17,2.0
74,34,58,62,12,28,80,60,36,14,82,31,65,76,20,14,65,13,64,59,35,75,19,18,30,64,13,81,60,20,14,36,14,20,30,35,31,36,59,19,31,20,1.0
77,37,55,74,13,18,79,57,39,15,81,20,76,79,17,15,76,14,75,56,38,78,16,15,19,75,14,80,57,17,15,39,15,17,19,38,20,39,56,16,20,17,1.0
80,39,51,76,12,16,80,53,41,13,82,17,77,83,12,13,78,13,77,53,41,82,12,10,17,77,13,81,54,12,13,42,14,13,17,41,17,41,53,12,18,12,2.0
74,36,54,72,13,18,79,57,39,15,81,21,75,76,20,15,75,14,74,56,38,75,19,18,20,73,13,80,57,20,15,39,15,20,20,38,21,39,56,19,21,20,1.0
82,40,48,75,12,17,80,52,44,14,82,19,77,84,12,14,77,13,76,51,43,83,11,10,18,76,13,81,52,12,14,44,14,12,18,43,19,44,51,11,19,12,2.0
76,31,61,75,12,17,80,62,33,14,82,19,77,78,17,14,77,13,76,62,32,77,17,16,18,76,13,81,63,18,14,33,14,18,18,32,19,33,62,17,19,18,2.0
76,36,56,76,11,16,81,58,38,13,83,18,78,78,18,13,78,12,77,57,37,77,17,16,17,77,12,82,58,18,13,38,13,18,17,37,18,38,57,17,18,18,2.0
73,37,55,62,14,28,78,57,39,16,80,31,65,75,21,16,65,15,64,56,38,74,20,19,30,64,15,79,57,21,16,39,16,21,30,38,31,39,56,20,31,21,1.0
77,37,51,72,13,18,79,54,41,15,81,21,75,79,16,15,75,14,74,54,40,78,16,15,20,74,14,80,55,17,15,41,15,17,20,40,21,41,54,16,21,17,1.0
71,35,57,51,13,37,79,59,36,14,81,40,54,73,23,14,55,14,54,58,36,72,22,21,40,54,14,80,59,23,15,37,15,23,40,36,41,36,58,22,41,23,1.0
79,38,50,75,13,17,79,53,41,15,81,18,77,81,14,15,77,14,76,53,41,80,14,13,18,75,13,80,54,15,15,42,15,15,18,41,19,42,53,14,19,15,1.0
74,36,56,62,13,28,79,58,38,15,81,31,65,76,20,15,65,14,64,57,37,75,19,18,30,64,14,80,58,20,15,38,15,20,30,37,31,38,57,19,31,20,1.0
71,36,56,54,11,30,81,57,37,12,83,35,59,74,21,12,60,12,59,56,37,73,20,19,35,59,12,82,58,21,12,38,13,22,35,37,35,37,57,21,36,21,2.0
79,33,57,76,11,16,81,60,36,13,83,18,78,81,15,13,78,12,77,59,35,80,14,13,17,77,12,82,60,15,13,36,13,15,17,35,18,36,59,14,18,15,2.0
75,31,59,64,13,26,79,62,34,15,81,29,67,77,19,15,67,14,66,61,33,76,18,17,28,66,14,80,62,19,15,34,15,19,28,33,29,34,61,18,29,19,1.0
80,36,54,75,12,17,80,56,39,14,82,19,77,83,12,14,77,13,76,56,38,82,12,10,18,76,13,81,57,13,14,39,14,13,18,38,19,39,56,12,19,13,2.0
75,36,54,75,13,17,79,57,39,15,81,19,77,77,19,15,77,14,76,56,38,76,18,17,18,76,14,80,57,19,15,39,15,19,18,38,19,39,56,18,19,19,1.0
74,38,56,62,12,28,80,57,39,14,82,31,65,76,20,14,65,13,64,56,38,75,19,18,30,64,13,81,57,20,14,39,14,20,30,38,31,39,56,19,31,20,2.0
76,34,58,73,12,17,80,60,36,14,82,20,76,78,18,14,76,13,75,59,35,77,17,16,19,75,13,81,60,18,14,36,14,18,19,35,20,36,59,17,20,18,1.0
74,37,57,69,13,19,79,58,38,15,81,23,73,76,20,15,73,14,72,57,37,75,19,18,22,72,14,80,58,20,15,38,15,20,22,37,23,38,57,19,23,20,1.0
92,51,39,76,12,16,80,41,54,13,82,18,77,94,1,14,78,13,77,41,53,93,1,0,17,77,13,81,42,2,14,54,14,2,17,53,18,54,41,1,18,2,2.0
89,50,40,75,13,17,79,42,53,14,81,19,76,92,3,15,77,14,76,42,52,91,3,1,18,76,14,80,43,4,15,53,15,4,18,52,19,53,42,3,19,4,2.0
72,36,58,61,13,27,79,59,37,15,81,31,65,74,22,15,65,14,64,58,36,73,21,20,30,63,13,80,59,22,15,37,15,22,30,36,31,37,58,21,31,22,1.0
76,32,58,75,12,17,80,60,35,14,82,19,77,79,16,14,77,13,76,60,34,78,16,14,18,76,13,81,61,17,14,35,14,17,18,34,19,35,60,16,19,17,2.0
78,39,51,73,14,19,78,53,42,16,80,21,75,80,15,16,75,15,74,53,41,79,15,14,20,74,15,79,54,16,16,42,16,16,20,41,21,42,53,15,21,16,1.0
75,37,55,73,11,15,81,56,38,12,83,18,76,78,17,12,77,12,76,56,38,77,17,15,18,76,12,82,57,17,12,39,13,18,18,38,18,38,56,17,19,17,2.0
71,34,58,57,13,31,79,60,35,14,81,34,60,73,23,14,61,14,60,59,35,72,22,21,34,60,14,80,60,23,15,36,15,23,34,35,35,35,59,22,35,23,1.0
74,33,57,64,13,26,79,60,36,15,81,29,67,76,20,15,67,14,66,59,35,75,19,18,28,66,14,80,60,20,15,36,15,20,28,35,29,36,59,19,29,20,1.0
76,37,53,74,13,18,79,56,40,15,81,20,76,78,18,15,76,14,75,55,39,77,17,16,19,75,14,80,56,18,15,40,15,18,19,39,20,40,55,17,20,18,1.0
80,41,51,76,11,16,81,53,43,13,83,18,78,82,14,13,78,12,77,52,42,81,13,12,17,77,12,82,53,14,13,43,13,14,17,42,18,43,52,13,18,14,2.0
82,44,46,69,11,21,81,48,47,12,83,24,71,84,11,13,72,12,71,48,46,83,11,10,23,71,12,82,49,12,13,47,13,12,23,46,24,47,48,11,24,12,2.0
80,37,53,75,12,17,80,56,40,14,82,19,77,82,14,14,77,13,76,55,39,81,13,12,18,76,13,81,56,14,14,40,14,14,18,39,19,40,55,13,19,14,2.0
81,42,46,72,13,18,79,49,46,14,81,21,74,83,12,15,75,14,74,49,45,82,12,11,20,73,13,80,50,13,15,46,15,13,20,45,21,46,49,12,21,13,2.0
76,38,52,73,14,19,78,55,41,16,80,21,75,78,18,16,75,15,74,54,40,77,17,16,20,74,15,79,55,18,16,41,16,18,20,40,21,41,54,17,21,18,1.0
75,38,52,66,11,20,81,55,41,13,83,25,71,77,19,13,71,12,70,54,40,76,18,17,24,70,12,82,55,19,13,41,13,19,24,40,25,41,54,18,25,19,2.0
73,34,58,57,13,29,79,60,35,14,81,33,61,75,21,14,62,14,61,59,35,74,20,19,33,61,14,80,60,21,15,36,15,21,33,35,34,35,59,20,34,21,1.0
76,32,58,76,12,16,80,61,35,14,82,18,78,78,18,14,78,13,77,60,34,77,17,16,17,77,13,81,61,18,14,35,14,18,17,34,18,35,60,17,18,18,2.0
76,36,54,76,12,16,80,56,38,13,82,17,77,79,16,13,78,13,77,56,38,78,16,14,17,77,13,81,57,16,13,39,14,17,17,38,17,38,56,16,18,16,2.0
78,37,55,75,12,17,80,57,39,14,82,19,77,80,16,14,77,13,76,56,38,79,15,14,18,76,13,81,57,16,14,39,14,16,18,38,19,39,56,15,19,16,2.0
75,36,56,74,13,18,79,58,38,15,81,20,76,77,19,15,76,14,75,57,37,76,18,17,19,75,14,80,58,19,15,38,15,19,19,37,20,38,57,18,20,19,2.0
76,34,56,71,14,19,78,58,37,16,80,22,74,78,17,16,74,15,73,58,36,77,17,16,21,72,14,79,59,18,16,37,16,18,21,36,22,37,58,17,22,18,1.0
77,32,58,76,11,16,81,61,35,13,83,18,78,79,17,13,78,12,77,60,34,78,16,15,17,77,12,82,61,17,13,35,13,17,17,34,18,35,60,16,18,17,2.0
75,34,58,67,13,21,79,60,36,15,81,25,71,77,19,15,71,14,70,59,35,76,18,17,24,69,13,80,60,19,15,36,15,19,24,35,25,36,59,18,25,19,1.0
74,35,59,72,14,18,78,60,36,16,80,21,75,76,20,16,75,15,74,59,35,75,19,18,20,73,14,79,60,20,16,36,16,20,20,35,21,36,59,19,21,20,1.0
74,31,61,63,13,27,79,63,33,15,81,30,66,76,20,15,66,14,65,62,32,75,19,18,29,65,14,80,63,20,15,33,15,20,29,32,30,33,62,19,30,20,1.0
75,35,57,75,12,17,80,59,37,14,82,19,77,77,19,14,77,13,76,58,36,76,18,17,18,76,13,81,59,19,14,37,14,19,18,36,19,37,58,18,19,19,2.0
79,32,56,75,12,17,80,59,36,14,82,19,77,81,14,14,77,13,76,59,35,80,14,13,18,76,13,81,60,15,14,36,14,15,18,35,19,36,59,14,19,15,2.0
74,34,58,67,13,21,79,60,36,15,81,25,71,77,19,15,71,14,70,59,35,76,18,16,24,70,14,80,60,19,15,36,15,19,24,35,25,36,59,18,25,19,1.0
74,32,56,65,13,25,79,60,35,14,81,27,67,76,20,14,68,14,67,59,35,75,19,18,27,67,14,80,60,20,15,36,15,20,27,35,28,35,59,19,28,20,1.0
75,36,56,74,12,16,80,57,37,13,82,18,76,78,17,13,77,13,76,57,37,77,17,15,18,76,13,81,58,17,13,38,14,18,18,37,18,37,57,17,19,17,2.0
78,38,52,75,13,17,79,54,41,15,81,19,77,80,15,15,77,14,76,54,40,79,15,14,18,76,14,80,55,16,15,41,15,16,18,40,19,41,54,15,19,16,1.0
76,35,55,74,12,18,80,58,38,14,82,20,76,78,18,14,76,13,75,57,37,77,17,16,19,75,13,81,58,18,14,38,14,18,19,37,20,38,57,17,20,18,2.0
74,37,57,71,14,19,78,58,38,16,80,22,74,76,20,16,74,15,73,57,37,75,19,18,21,73,15,79,58,20,16,38,16,20,21,37,22,38,57,19,22,20,1.0
75,34,56,64,13,26,79,59,37,15,81,29,67,77,19,15,67,14,66,58,36,76,18,17,28,66,14,80,59,19,15,37,15,19,28,36,29,37,58,18,29,19,1.0
74,34,58,63,12,27,80,60,36,14,82,30,66,76,20,14,66,13,65,59,35,75,19,18,29,65,13,81,60,20,14,36,14,20,29,35,30,36,59,19,30,20,1.0
76,38,54,74,13,18,79,56,40,15,81,20,76,78,18,15,76,14,75,55,39,77,17,16,19,75,14,80,56,18,15,40,15,18,19,39,20,40,55,17,20,18,1.0
76,35,53,75,13,17,79,57,38,14,81,18,76,78,18,14,77,14,76,56,38,77,17,16,18,76,14,80,57,18,15,39,15,18,18,38,19,38,56,17,19,18,1.0
75,35,53,74,13,18,79,56,38,14,81,19,75,79,16,14,76,14,75,56,38,78,16,13,19,75,14,80,57,16,14,39,15,17,19,38,19,38,56,16,20,16,2.0
77,37,53,74,13,18,79,56,40,15,81,20,76,79,17,15,76,14,75,55,39,78,16,15,19,75,14,80,56,17,15,40,15,17,19,39,20,40,55,16,20,17,1.0
74,35,57,63,12,27,80,59,37,14,82,30,66,76,20,14,66,13,65,58,36,75,19,18,29,65,13,81,59,20,14,37,14,20,29,36,30,37,58,19,30,20,1.0
75,34,58,73,13,17,79,60,35,14,81,19,75,77,19,14,76,14,75,59,35,76,18,17,19,75,14,80,60,19,15,36,15,19,19,35,20,35,59,18,20,19,1.0
80,34,56,75,12,17,80,59,37,14,82,19,77,82,14,14,77,13,76,58,36,81,13,12,18,76,13,81,59,14,14,37,14,14,18,36,19,37,58,13,19,14,2.0
76,34,56,77,12,15,80,58,36,13,82,16,78,79,16,13,79,13,78,58,36,78,16,14,16,78,13,81,59,16,13,37,14,17,16,36,16,36,58,16,17,16,2.0
