@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atLccc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute destClass {2.0,1.0}

@data
11,79,9,78,0,73,21,72,19,17,71,73,75,19,73,18,4,83,5,85,0,84,10,74,11,21,71,20,9,18,10,19,11,19,5,21,74,17,4,19,0,20,9,19,10,17,10,21,11,20,9,20,2.0
32,59,32,58,28,72,17,71,17,10,68,56,77,14,75,13,30,60,31,62,28,61,33,56,34,19,69,18,32,13,33,17,34,14,31,19,76,11,30,17,28,18,32,17,33,11,33,17,32,18,32,18,1.0
26,67,24,66,20,71,23,70,21,19,69,64,73,21,71,20,22,68,23,70,20,69,25,64,26,23,69,22,24,20,25,21,26,21,23,23,72,19,22,21,20,22,24,21,25,19,25,23,26,22,24,22,1.0
25,69,24,68,22,62,31,61,29,25,59,67,65,28,63,27,23,69,23,70,22,70,24,67,25,31,59,30,24,27,24,29,25,28,23,31,64,25,23,29,22,30,24,29,24,25,24,31,25,30,24,30,2.0
26,65,27,64,23,62,29,61,30,26,59,62,64,28,63,28,25,66,25,67,23,67,27,62,28,31,59,30,27,28,27,30,28,28,25,31,64,26,25,30,23,30,27,30,27,26,27,29,26,30,27,30,2.0
15,77,13,76,7,72,22,71,20,18,70,73,74,20,72,19,10,79,11,81,7,80,14,73,15,22,70,21,13,19,14,20,15,20,11,22,73,18,10,20,7,21,13,20,14,18,14,22,15,21,13,21,1.0
34,60,32,59,30,66,28,65,26,24,64,58,68,26,66,25,31,60,32,62,30,61,33,58,34,28,64,27,32,25,33,26,34,26,32,28,67,24,31,26,30,27,32,26,33,24,33,28,34,27,32,27,2.0
19,70,18,69,14,72,15,71,15,7,67,66,78,11,76,11,16,72,17,74,14,73,19,66,21,17,68,15,20,11,20,15,22,12,18,18,77,8,17,16,14,17,19,15,21,8,20,15,19,16,19,16,1.0
23,70,23,69,21,64,27,63,26,20,60,68,68,24,66,23,22,70,22,71,21,71,23,68,24,28,60,27,23,23,23,26,24,24,22,28,67,20,22,26,21,27,23,26,23,20,23,27,23,27,23,27,2.0
4,90,2,89,0,88,5,87,3,0,85,88,91,2,89,1,1,90,2,92,0,91,3,88,4,5,86,4,2,1,3,3,4,2,2,5,90,0,1,3,0,4,2,3,3,0,3,5,4,4,2,4,1.0
34,59,32,58,28,64,30,63,28,26,62,57,66,28,64,27,30,60,31,62,29,61,33,57,34,30,62,29,32,27,33,28,34,28,31,30,65,26,30,28,29,29,32,28,33,26,33,30,34,29,32,29,1.0
25,67,24,66,20,67,25,66,24,20,64,64,70,23,68,22,22,68,23,70,20,69,25,64,26,26,64,25,24,22,25,24,26,23,23,26,69,20,22,24,20,25,24,24,25,20,25,25,25,25,24,25,1.0
35,59,33,58,31,59,35,58,33,31,57,57,61,33,59,32,32,59,33,61,31,60,34,57,35,35,57,34,33,32,34,33,35,33,33,35,60,31,32,33,31,34,33,33,34,31,34,35,35,34,33,34,2.0
2,93,0,92,0,73,21,72,20,18,71,92,74,19,73,19,0,92,1,94,0,93,1,92,2,21,71,20,0,19,1,20,2,19,1,21,74,18,0,20,0,20,0,20,1,18,1,21,2,20,0,20,1.0
19,74,18,73,16,68,25,67,25,23,66,72,69,24,68,24,17,74,18,76,16,75,19,72,20,26,66,25,18,24,19,25,20,24,18,26,69,23,17,25,16,25,18,25,19,23,19,25,19,25,18,25,2.0
33,60,32,59,30,74,18,73,18,14,71,58,76,16,75,16,31,60,32,62,30,61,33,58,34,19,71,18,32,16,33,18,34,16,32,19,76,14,31,18,30,18,32,18,33,14,33,18,33,18,32,18,2.0
31,62,29,61,26,55,39,54,37,35,53,59,57,37,55,36,27,63,28,65,26,64,30,60,31,39,53,38,29,36,30,37,31,37,28,39,56,35,27,37,26,38,29,37,30,35,30,39,31,38,29,38,2.0
35,58,33,57,29,70,24,69,22,20,68,56,72,22,70,21,31,59,32,61,30,60,34,56,35,24,68,23,33,21,34,22,35,22,32,24,71,20,31,22,30,23,33,22,34,20,34,24,35,23,33,23,1.0
27,67,25,66,23,58,35,57,33,29,56,65,61,32,59,31,24,67,25,69,23,68,26,65,27,35,56,34,25,31,26,33,27,32,25,35,60,30,24,33,23,34,25,33,26,30,26,35,27,34,25,34,2.0
32,62,30,61,28,64,30,63,28,26,62,60,66,28,64,27,29,62,30,64,28,63,31,60,32,30,62,29,30,27,31,28,32,28,30,30,65,26,29,28,28,29,30,28,31,26,31,30,32,29,30,29,1.0
9,79,9,78,4,68,22,67,22,20,65,75,70,21,69,21,6,82,6,83,5,83,9,76,11,24,65,22,11,22,10,22,12,22,7,25,70,20,7,24,5,24,10,23,11,20,10,22,9,23,9,23,2.0
13,76,12,75,1,84,10,83,8,6,82,70,86,8,84,7,6,81,6,82,2,82,12,71,13,10,82,9,12,7,12,8,13,8,6,10,85,6,6,8,2,9,12,8,12,6,12,10,13,9,12,9,2.0
31,61,30,60,26,72,20,71,19,15,69,58,75,18,73,17,28,62,29,64,26,63,31,58,32,21,69,20,30,17,31,19,32,18,29,21,74,15,28,19,26,20,30,19,31,15,31,20,31,20,30,20,1.0
13,80,11,79,11,70,21,69,20,17,67,78,73,19,71,19,11,80,12,82,11,81,12,79,13,22,67,21,12,19,12,20,14,20,12,23,72,17,11,21,11,22,12,21,13,17,13,22,13,22,11,21,1.0
22,70,22,69,18,56,37,55,37,35,54,67,57,36,56,36,20,71,20,72,18,72,22,67,23,38,54,37,22,36,22,37,23,36,20,38,57,35,20,37,18,37,22,37,22,35,22,37,22,37,22,37,2.0
21,69,19,68,13,67,25,66,22,20,64,64,70,23,68,21,16,72,17,74,13,73,20,65,22,26,64,24,20,22,21,23,22,23,17,26,69,20,16,24,13,25,19,23,21,20,20,25,21,24,19,25,1.0
37,54,38,53,34,53,36,52,37,31,49,51,57,33,56,33,36,55,36,56,34,56,38,51,39,38,51,37,38,33,38,37,39,33,36,38,57,32,36,37,34,37,38,37,38,32,38,36,37,37,38,37,2.0
18,74,17,73,13,94,0,93,0,0,93,71,94,0,93,0,15,75,16,77,13,76,18,71,19,1,93,0,17,0,18,0,19,0,16,1,94,0,15,0,13,0,17,0,18,0,18,0,18,0,17,0,2.0
24,69,23,68,21,68,24,67,23,20,65,67,71,22,69,21,22,69,23,71,21,70,24,67,25,25,66,24,23,21,24,23,25,22,23,25,70,20,22,23,21,24,23,23,24,20,24,24,24,24,23,24,1.0
17,75,15,74,13,76,14,75,11,6,71,72,81,10,79,8,14,76,15,77,13,77,16,72,18,15,72,13,17,9,17,11,18,10,15,15,80,6,15,13,13,14,16,12,17,6,16,14,17,13,15,14,2.0
34,60,32,59,30,67,27,66,25,23,65,58,69,25,67,24,31,60,32,62,30,61,33,58,34,27,65,26,32,24,33,25,34,25,32,27,68,23,31,25,30,26,32,25,33,23,33,27,34,26,32,26,1.0
28,65,26,64,22,65,29,64,27,25,63,63,67,27,65,26,24,66,25,68,23,67,27,63,28,29,63,28,26,26,27,27,28,27,25,29,66,25,24,27,23,28,26,27,27,25,27,29,28,28,26,28,2.0
8,84,6,83,0,68,25,67,23,19,65,81,71,22,69,21,3,86,4,88,1,87,7,81,8,25,65,24,6,21,7,23,8,22,4,25,70,19,3,23,1,24,6,23,7,19,7,25,8,24,6,24,2.0
26,64,26,63,20,62,27,61,28,20,58,60,66,24,65,24,23,66,24,68,20,67,27,60,28,29,58,28,26,24,27,28,28,24,24,29,66,21,23,28,20,28,26,28,27,21,27,27,26,28,26,28,1.0
29,63,28,62,24,74,19,73,18,16,72,60,76,18,74,17,26,64,27,66,24,65,29,60,30,20,72,19,28,17,29,18,30,18,27,20,75,16,26,18,24,19,28,18,29,16,29,19,29,19,28,19,1.0
21,73,19,72,17,68,26,67,24,22,66,71,70,24,68,23,18,73,19,75,17,74,20,71,21,26,66,25,19,23,20,24,21,24,19,26,69,22,18,24,17,25,19,24,20,22,20,26,21,25,19,25,2.0
27,67,25,66,23,68,26,67,24,22,66,65,70,24,68,23,24,67,25,69,23,68,26,65,27,26,66,25,25,23,26,24,27,24,25,26,69,22,24,24,23,25,25,24,26,22,26,26,27,25,25,25,2.0
12,78,10,77,0,71,23,70,21,19,69,72,73,21,71,20,5,82,6,84,0,83,11,72,12,23,69,22,10,20,11,21,12,21,6,23,72,19,5,21,0,22,10,21,11,19,11,23,12,22,10,22,1.0
25,69,23,68,21,57,37,56,35,33,55,67,59,35,57,34,22,69,23,71,21,70,24,67,25,37,55,36,23,34,24,35,25,35,23,37,58,33,22,35,21,36,23,35,24,33,24,37,25,36,23,36,2.0
35,59,33,58,31,65,29,64,27,25,63,57,67,27,65,26,32,59,33,61,31,60,34,57,35,29,63,28,33,26,34,27,35,27,33,29,66,25,32,27,31,28,33,27,34,25,34,29,35,28,33,28,1.0
6,87,4,86,0,91,3,90,1,0,89,84,93,1,91,0,2,88,3,90,0,89,5,84,6,3,90,2,4,0,5,1,6,1,3,3,92,0,2,1,0,2,4,1,5,0,5,3,6,2,4,2,2.0
5,84,3,83,0,63,26,62,22,18,59,79,68,23,66,20,1,87,2,89,0,88,4,82,7,28,59,25,5,22,6,24,7,23,2,28,67,19,1,26,0,27,3,24,6,19,4,26,5,25,3,27,1.0
15,76,13,75,6,83,11,82,10,8,81,72,84,9,83,9,9,79,10,81,7,80,14,73,15,11,81,10,13,9,14,10,15,9,10,11,84,8,9,10,7,10,13,10,14,8,14,11,15,10,13,10,2.0
19,75,17,74,15,66,28,65,26,24,64,73,68,26,66,25,16,75,17,77,15,76,18,73,19,28,64,27,17,25,18,26,19,26,17,28,67,24,16,26,15,27,17,26,18,24,18,28,19,27,17,27,2.0
9,82,8,81,2,85,8,84,8,6,83,78,86,7,85,7,5,84,6,86,2,85,9,78,10,9,83,8,8,7,9,8,10,7,6,9,86,6,5,8,2,8,8,8,9,6,9,8,9,8,8,8,2.0
33,61,31,60,29,67,27,66,25,23,65,59,69,25,67,24,30,61,31,63,29,62,32,59,33,27,65,26,31,24,32,25,33,25,31,27,68,23,30,25,29,26,31,25,32,23,32,27,33,26,31,26,1.0
25,66,26,65,24,78,12,77,13,10,76,64,81,11,79,11,25,66,25,68,24,67,26,64,27,14,77,13,26,11,26,13,28,12,26,15,80,11,25,13,24,14,26,13,27,11,27,12,25,14,26,13,1.0
13,80,11,79,7,74,18,73,16,11,70,77,78,14,76,13,9,81,10,83,7,82,12,77,13,18,71,17,11,13,12,16,13,14,10,18,77,11,9,16,7,17,11,16,12,11,12,18,13,17,11,17,1.0
26,67,25,66,23,59,34,58,34,32,57,65,60,33,59,33,24,67,25,69,23,68,26,65,27,35,57,34,25,33,26,34,27,33,25,35,60,32,24,34,23,34,25,34,26,32,26,34,26,34,25,34,2.0
37,54,38,53,35,60,31,59,32,28,57,51,62,30,61,30,36,55,36,56,35,56,38,52,39,33,57,32,38,30,38,32,39,30,36,33,62,28,36,32,35,32,38,32,38,28,38,31,37,32,38,32,2.0
20,74,18,73,16,70,23,69,21,17,67,72,73,20,71,19,17,74,18,76,16,75,19,72,20,23,67,22,18,19,19,21,20,20,18,23,72,17,17,21,16,22,18,21,19,17,19,23,20,22,18,22,1.0
29,62,27,61,25,73,16,72,15,10,69,59,77,12,76,12,26,63,27,65,25,64,28,59,30,17,70,15,29,13,29,15,31,13,28,18,77,11,27,17,25,17,28,16,30,11,29,16,29,16,27,16,2.0
35,56,34,55,29,68,23,67,22,17,65,52,72,20,70,19,31,58,32,60,29,59,35,53,36,24,66,23,34,19,35,22,36,20,32,24,71,18,31,22,29,23,34,22,35,18,35,23,35,23,34,23,1.0
4,84,2,83,0,71,17,70,15,13,67,80,75,15,73,14,1,86,2,88,0,87,3,80,6,19,67,16,6,16,5,15,8,17,4,21,74,13,3,19,0,20,4,17,7,13,5,17,4,18,2,18,1.0
28,62,25,61,22,59,32,58,29,28,56,58,62,30,60,29,24,64,25,66,22,65,27,58,29,33,56,31,28,30,28,29,30,31,26,34,61,28,25,32,22,33,27,31,29,28,28,32,28,32,25,32,2.0
32,61,30,60,27,64,29,63,27,23,61,59,67,26,65,25,28,62,29,64,28,63,31,60,32,29,61,28,30,25,31,27,32,26,29,29,66,23,28,27,28,28,30,27,31,23,31,29,32,28,30,28,1.0
29,65,27,64,25,65,28,64,26,22,62,63,68,25,66,24,26,65,27,67,25,66,28,63,29,28,62,27,27,24,28,26,29,25,27,28,67,22,26,26,25,27,27,26,28,22,28,28,29,27,27,27,2.0
32,61,31,60,29,69,22,68,21,15,65,59,73,19,71,18,30,61,31,63,29,62,32,59,33,23,65,22,31,18,32,21,33,19,31,23,72,15,30,21,29,22,31,21,32,15,32,22,32,22,31,22,1.0
32,61,31,60,29,61,32,60,31,29,59,59,63,31,61,30,30,61,31,63,29,62,32,59,33,33,59,32,31,30,32,31,33,31,31,33,62,29,30,31,29,32,31,31,32,29,32,32,32,32,31,32,1.0
26,67,25,66,23,66,27,65,26,24,64,65,68,26,66,25,24,67,25,69,23,68,26,65,27,28,64,27,25,25,26,26,27,26,25,28,67,24,24,26,23,27,25,26,26,24,26,27,26,27,25,27,1.0
30,61,29,60,23,72,20,71,20,16,69,57,74,18,73,18,26,63,27,65,23,64,30,57,31,21,69,20,29,18,30,20,31,18,27,21,74,16,26,20,23,20,29,20,30,16,30,20,30,20,29,20,2.0
38,56,36,55,34,68,24,67,22,16,64,54,72,20,70,19,35,56,36,58,34,57,37,54,38,24,64,23,36,19,37,22,38,20,36,24,71,16,35,22,34,23,36,22,37,16,37,24,38,23,36,23,1.0
27,66,25,65,22,63,31,62,29,27,61,64,65,29,63,28,23,67,24,69,23,68,26,65,27,31,61,30,25,28,26,29,27,29,24,31,64,27,23,29,23,30,25,29,26,27,26,31,27,30,25,30,2.0
31,62,30,61,28,59,34,58,34,32,57,60,60,33,59,33,29,62,30,64,28,63,31,60,32,35,57,34,30,33,31,34,32,33,30,35,60,32,29,34,28,34,30,34,31,32,31,34,31,34,30,34,2.0
29,63,28,62,25,53,40,52,39,37,51,60,55,39,53,38,26,64,27,66,25,65,29,61,30,41,51,40,28,38,29,39,30,39,27,41,54,37,26,39,25,40,28,39,29,37,29,40,29,40,28,40,2.0
7,83,7,82,1,69,23,68,23,21,67,79,71,22,69,22,4,85,4,87,1,86,7,79,8,24,67,23,7,22,7,23,9,23,5,25,70,21,4,23,1,24,7,23,8,21,8,23,7,24,7,23,1.0
26,68,24,67,22,72,22,71,20,18,70,66,74,20,72,19,23,68,24,70,22,69,25,66,26,22,70,21,24,19,25,20,26,20,24,22,73,18,23,20,22,21,24,20,25,18,25,22,26,21,24,21,1.0
15,75,15,74,10,79,12,78,12,9,76,71,82,10,80,10,12,77,12,79,10,78,15,72,16,13,77,12,15,10,15,12,17,11,13,14,81,9,12,12,10,13,15,12,16,9,16,12,15,13,15,12,1.0
14,78,12,77,7,71,23,70,21,19,69,74,73,21,71,20,9,80,10,82,7,81,13,75,14,23,69,22,12,20,13,21,14,21,10,23,72,19,9,21,7,22,12,21,13,19,13,23,14,22,12,22,2.0
20,71,19,70,13,70,22,69,22,19,67,67,72,20,71,20,16,73,17,75,13,74,20,67,21,23,68,22,19,20,20,22,21,20,17,23,72,19,16,22,13,22,19,22,20,19,20,22,20,22,19,22,1.0
32,61,31,60,29,65,26,64,26,20,61,59,68,23,67,23,30,61,31,63,29,62,32,59,33,27,61,26,31,23,32,26,33,23,31,27,68,20,30,26,29,26,31,26,32,20,32,26,32,26,31,26,1.0
31,62,29,61,25,60,33,59,31,28,58,59,63,30,61,29,27,63,28,65,25,64,30,59,31,33,59,32,29,29,30,31,31,30,28,33,62,29,27,31,25,32,29,31,30,29,30,33,31,32,29,32,2.0
12,80,11,79,5,74,18,73,17,13,70,77,77,14,76,14,8,82,8,83,6,83,11,77,12,18,72,17,11,14,11,17,12,14,8,18,77,13,8,17,6,17,11,17,11,13,11,18,12,17,11,17,2.0
41,53,39,52,37,65,29,64,27,25,63,51,67,27,65,26,38,53,39,55,37,54,40,51,41,29,63,28,39,26,40,27,41,27,39,29,66,25,38,27,37,28,39,27,40,25,40,29,41,28,39,28,1.0
9,82,7,81,0,75,18,74,16,13,72,78,78,15,76,14,3,85,4,87,1,86,8,79,9,18,73,17,7,14,8,16,9,15,4,18,77,13,3,16,1,17,7,16,8,13,8,18,9,17,7,17,2.0
24,66,23,65,18,60,31,59,31,26,57,61,63,28,62,28,19,69,20,71,18,70,24,64,25,32,58,31,23,28,24,31,25,28,20,32,63,27,19,31,18,31,23,31,24,27,24,31,24,31,23,31,1.0
38,56,36,55,34,65,29,64,27,25,63,54,67,27,65,26,35,56,36,58,34,57,37,54,38,29,63,28,36,26,37,27,38,27,36,29,66,25,35,27,34,28,36,27,37,25,37,29,38,28,36,28,1.0
16,75,14,74,8,75,19,74,18,16,73,71,76,17,75,17,10,78,11,80,9,79,15,73,16,19,73,18,14,17,15,18,16,17,11,19,76,16,10,18,9,18,14,18,15,16,15,19,16,18,14,18,1.0
28,64,26,63,22,71,23,70,21,19,69,61,73,21,71,20,23,66,24,68,23,67,27,63,28,23,69,22,26,20,27,21,28,21,24,23,72,19,23,21,23,22,26,21,27,19,27,23,28,22,26,22,1.0
40,53,38,52,35,67,27,66,25,23,65,50,69,25,67,24,36,54,37,56,35,55,39,51,40,27,65,26,38,24,39,25,40,25,37,27,68,23,36,25,35,26,38,25,39,23,39,27,40,26,38,26,2.0
20,73,19,72,17,73,19,72,19,15,70,71,75,17,74,17,18,73,19,75,17,74,20,71,21,20,70,19,19,17,20,19,21,17,19,20,75,15,18,19,17,19,19,19,20,15,20,19,20,19,19,19,2.0
30,64,28,63,26,60,34,59,32,30,58,62,62,32,60,31,27,64,28,66,26,65,29,62,30,34,58,33,28,31,29,32,30,32,28,34,61,30,27,32,26,33,28,32,29,30,29,34,30,33,28,33,2.0
8,83,8,82,2,94,0,93,0,0,93,79,94,0,93,0,5,85,5,86,2,86,8,79,9,1,93,0,8,0,8,0,9,0,5,1,94,0,5,0,2,0,8,0,8,0,8,0,8,0,8,0,2.0
4,90,2,89,0,93,2,92,0,0,92,88,94,1,92,0,1,90,2,92,0,91,3,88,4,2,92,1,2,0,3,0,4,1,2,2,93,0,1,0,0,1,2,0,3,0,3,2,4,1,2,1,2.0
14,71,10,70,0,67,19,66,15,7,60,62,76,11,74,9,3,79,5,81,1,80,12,67,15,20,65,17,13,10,14,16,15,11,5,20,75,9,4,18,1,19,11,16,14,9,12,19,14,17,11,19,1.0
30,62,28,61,25,47,43,46,42,35,42,59,51,39,50,39,27,63,28,65,25,64,30,59,31,44,42,43,29,39,30,42,31,39,28,44,51,35,27,43,25,43,29,43,30,35,30,43,30,43,28,43,2.0
4,90,2,89,0,83,11,82,9,7,81,88,85,9,83,8,1,90,2,92,0,91,3,88,4,11,81,10,2,8,3,9,4,9,2,11,84,7,1,9,0,10,2,9,3,7,3,11,4,10,2,10,1.0
25,68,23,67,19,73,21,72,19,17,71,65,75,19,73,18,21,69,22,71,19,70,24,65,25,21,71,20,23,18,24,19,25,19,22,21,74,17,21,19,19,20,23,19,24,17,24,21,25,20,23,20,1.0
33,60,31,59,28,60,34,59,32,30,58,57,62,32,60,31,29,61,30,63,28,62,32,58,33,34,58,33,31,31,32,32,33,32,30,34,61,30,29,32,28,33,31,32,32,30,32,34,33,33,31,33,2.0
26,65,27,64,25,64,26,63,27,23,62,63,67,25,65,25,26,65,26,67,25,66,27,63,28,28,62,27,27,25,27,27,29,26,27,29,66,24,26,27,25,28,27,27,28,24,28,26,26,28,27,27,1.0
23,70,23,69,21,63,30,62,30,28,61,68,64,29,63,29,22,70,22,71,21,71,23,68,24,31,61,30,23,29,23,30,24,29,22,31,64,28,22,30,21,30,23,30,23,28,23,30,23,30,23,30,2.0
30,63,28,62,24,67,27,66,25,23,65,61,69,25,67,24,26,64,27,66,25,65,29,61,30,27,65,26,28,24,29,25,30,25,27,27,68,23,26,25,25,26,28,25,29,23,29,27,30,26,28,26,2.0
26,68,24,67,22,60,34,59,32,30,58,66,62,32,60,31,23,68,24,70,22,69,25,66,26,34,58,33,24,31,25,32,26,32,24,34,61,30,23,32,22,33,24,32,25,30,25,34,26,33,24,33,2.0
34,58,33,57,29,65,28,64,27,25,63,55,67,27,65,26,31,59,32,61,29,60,34,55,35,29,63,28,33,26,34,27,35,27,32,29,66,25,31,27,29,28,33,27,34,25,34,28,34,28,33,28,1.0
37,57,35,56,33,61,32,60,30,26,58,55,64,29,62,28,34,57,35,59,33,58,36,55,37,32,58,31,35,28,36,30,37,29,35,32,63,26,34,30,33,31,35,30,36,26,36,32,37,31,35,31,1.0
25,68,24,67,22,64,29,63,28,26,62,66,66,28,64,27,23,68,24,70,22,69,25,66,26,30,62,29,24,27,25,28,26,28,24,30,65,26,23,28,22,29,24,28,25,26,25,29,25,29,24,29,1.0
38,56,36,55,34,65,29,64,27,25,63,54,67,27,65,26,35,56,36,58,34,57,37,54,38,29,63,28,36,26,37,27,38,27,36,29,66,25,35,27,34,28,36,27,37,25,37,29,38,28,36,28,1.0
34,59,32,58,28,64,30,63,28,26,62,57,66,28,64,27,30,60,31,62,29,61,33,57,34,30,62,29,32,27,33,28,34,28,31,30,65,26,30,28,29,29,32,28,33,26,33,30,34,29,32,29,1.0
25,69,23,68,21,58,33,57,31,25,55,67,63,28,61,27,22,69,23,71,21,70,24,67,25,33,57,32,23,27,24,31,25,28,23,33,62,27,22,31,21,32,23,31,24,27,24,33,25,32,23,32,2.0
33,60,32,59,30,62,31,61,30,28,60,58,64,30,62,29,31,60,32,62,30,61,33,58,34,32,60,31,32,29,33,30,34,30,32,32,63,28,31,30,30,31,32,30,33,28,33,31,33,31,32,31,1.0
10,80,8,79,0,71,23,70,21,19,69,76,73,21,71,20,3,84,4,86,2,85,9,78,10,23,69,22,8,20,9,21,10,21,4,23,72,19,3,21,2,22,8,21,9,19,9,23,10,22,8,22,1.0
29,65,27,64,25,64,29,63,27,24,61,63,67,26,65,25,26,65,27,67,25,66,28,63,29,29,62,28,27,25,28,27,29,26,27,29,66,24,26,27,25,28,27,27,28,24,28,29,29,28,27,28,2.0
27,63,26,62,18,64,27,63,26,20,61,59,68,24,66,23,22,66,23,68,19,67,27,59,28,28,61,27,26,23,27,26,28,24,23,28,67,21,22,26,19,27,26,26,27,21,27,27,27,27,26,27,1.0
24,70,22,69,20,61,31,60,29,24,57,68,65,27,63,26,21,70,22,72,20,71,23,68,24,31,58,30,22,26,23,29,24,27,22,31,64,24,21,29,20,30,22,29,23,24,23,31,24,30,22,30,2.0
13,80,11,79,7,74,19,73,17,14,71,77,77,16,75,15,9,81,10,83,7,82,12,77,13,19,72,18,11,15,12,17,13,16,10,19,76,14,9,17,7,18,11,17,12,14,12,19,13,18,11,18,2.0
19,74,19,73,17,55,36,54,36,30,51,72,58,33,57,33,18,74,18,75,17,75,19,72,20,37,51,36,19,33,19,36,20,33,18,37,58,30,18,36,17,36,19,36,19,30,19,36,19,36,19,36,2.0
34,60,32,59,30,71,23,70,21,19,69,58,73,21,71,20,31,60,32,62,30,61,33,58,34,23,69,22,32,20,33,21,34,21,32,23,72,19,31,21,30,22,32,21,33,19,33,23,34,22,32,22,1.0
29,62,30,61,28,66,24,65,25,21,63,60,69,23,67,23,29,62,29,64,28,63,30,60,31,26,63,25,30,23,30,25,32,24,30,27,68,21,29,25,28,26,30,25,31,21,31,24,29,26,30,25,1.0
15,77,13,76,7,69,25,68,23,21,67,73,71,23,69,22,10,79,11,81,7,80,14,73,15,25,67,24,13,22,14,23,15,23,11,25,70,21,10,23,7,24,13,23,14,21,14,25,15,24,13,24,1.0
29,64,27,63,23,68,26,67,24,22,66,61,70,24,68,23,25,65,26,67,23,66,28,61,29,26,66,25,27,23,28,24,29,24,26,26,69,22,25,24,23,25,27,24,28,22,28,26,29,25,27,25,2.0
24,70,22,69,20,57,36,56,34,30,54,68,60,33,58,32,21,70,22,72,20,71,23,68,24,36,54,35,22,32,23,34,24,33,22,36,59,30,21,34,20,35,22,34,23,30,23,36,24,35,22,35,2.0
16,75,17,74,13,67,24,66,25,21,64,72,69,23,68,23,15,76,15,77,13,77,17,72,18,26,64,25,17,23,17,25,18,23,15,26,69,21,15,25,13,25,17,25,17,21,17,24,16,25,17,25,2.0
32,60,32,59,28,57,35,56,35,31,54,57,59,33,58,33,30,61,30,62,28,62,32,57,33,36,54,35,32,33,32,35,33,33,30,36,59,31,30,35,28,35,32,35,32,31,32,35,32,35,32,35,2.0
28,65,26,64,22,57,35,56,33,27,53,63,61,31,59,30,24,66,25,68,23,67,27,63,28,35,53,34,26,30,27,33,28,31,25,35,60,27,24,33,23,34,26,33,27,27,27,35,28,34,26,34,1.0
31,63,29,62,27,60,34,59,32,30,58,61,62,32,60,31,28,63,29,65,27,64,30,61,31,34,58,33,29,31,30,32,31,32,29,34,61,30,28,32,27,33,29,32,30,30,30,34,31,33,29,33,2.0
36,56,36,55,32,56,36,55,36,32,53,53,58,34,57,34,34,57,34,58,32,58,36,53,37,37,53,36,36,34,36,36,37,34,34,37,58,32,34,36,32,36,36,36,36,32,36,36,36,36,36,36,2.0
20,70,18,69,11,72,20,71,19,17,69,66,74,18,73,18,15,73,16,75,12,74,20,66,21,21,70,20,19,18,20,19,21,18,16,21,74,17,15,20,12,20,19,20,20,17,20,20,20,20,18,20,2.0
10,83,6,82,4,73,21,72,17,17,71,80,75,19,73,17,5,84,7,86,4,85,8,80,10,21,71,19,8,18,9,17,10,19,7,21,74,17,6,19,4,20,7,18,9,17,8,21,10,19,6,20,1.0
26,68,24,67,22,73,21,72,19,17,71,66,75,19,73,18,23,68,24,70,22,69,25,66,26,21,71,20,24,18,25,19,26,19,24,21,74,17,23,19,22,20,24,19,25,17,25,21,26,20,24,20,1.0
31,62,30,61,28,59,33,58,32,28,57,60,62,31,60,30,29,62,30,64,28,63,31,60,32,34,57,33,30,30,31,32,32,31,30,34,61,29,29,32,28,33,30,32,31,29,31,33,31,33,30,33,1.0
34,60,32,59,30,70,24,69,22,20,68,58,72,22,70,21,31,60,32,62,30,61,33,58,34,24,68,23,32,21,33,22,34,22,32,24,71,20,31,22,30,23,32,22,33,20,33,24,34,23,32,23,1.0
35,58,34,57,32,67,26,66,25,23,65,56,69,25,67,24,33,58,34,60,32,59,35,56,36,27,65,26,34,24,35,25,36,25,34,27,68,23,33,25,32,26,34,25,35,23,35,26,35,26,34,26,1.0
