@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atLccc numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMcba numeric
@attribute o2atLcba numeric
@attribute o2atMacc numeric
@attribute o2atLacc numeric
@attribute o2atMaac numeric
@attribute o2atLaac numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atLccc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMaaa numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMacc numeric
@attribute o3atLacc numeric
@attribute o3atMaac numeric
@attribute o3atLaac numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute destClass {1,2}

@data
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,23,2,25,5,25,3,24,1,30,0,30,0,30,3,27,0,27,0,25,0,25,0,27,20,8,4,20,8,18,30,22,6,22,6,0,0,30,0,30,0,30,0,6,0,8,0,30,0,8,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,18,6,21,9,20,8,20,5,30,0,30,0,30,7,22,0,22,0,21,0,20,0,22,14,16,12,13,14,12,30,16,14,14,13,0,0,30,0,30,0,30,0,14,0,16,0,30,0,16,1.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,1,30,25,3,25,5,26,3,25,3,29,0,29,0,30,4,27,1,27,0,25,1,26,0,27,20,8,4,20,8,18,30,22,6,22,6,0,0,30,0,30,0,30,0,6,0,8,0,30,0,8,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,15,10,17,13,17,11,16,9,30,0,30,0,30,11,19,0,19,0,17,0,17,0,19,13,16,14,13,16,12,30,14,15,14,15,0,0,30,0,30,0,30,0,15,0,16,0,30,0,16,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,15,9,19,11,17,11,17,7,30,0,30,0,30,9,19,0,19,0,19,0,17,0,19,14,16,12,13,14,12,30,16,14,14,13,0,0,30,0,30,0,30,0,14,0,16,0,30,0,16,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,13,14,15,15,14,15,14,13,30,0,30,0,30,14,15,0,15,0,15,0,14,0,15,12,18,14,11,16,10,30,14,16,12,15,0,0,30,0,30,0,30,0,16,0,18,0,30,0,18,1.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,0,30,19,6,21,9,21,7,20,5,29,0,29,0,30,7,22,1,23,0,21,1,21,0,23,9,19,15,9,19,7,30,11,17,11,17,0,0,30,0,30,0,30,0,17,0,19,0,30,0,19,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,19,6,21,9,21,7,20,5,30,0,30,0,30,7,23,0,23,0,21,0,21,0,23,20,8,4,20,8,18,30,22,6,22,6,0,0,30,0,30,0,30,0,6,0,8,0,30,0,8,2.0
25,27,2,26,3,27,0,27,2,26,0,0,30,0,30,0,30,1,26,3,27,0,0,29,0,1,30,25,3,25,5,26,3,25,3,29,0,29,0,30,4,27,1,27,0,25,1,26,0,27,21,8,6,21,8,20,30,22,7,22,7,0,0,30,0,30,0,30,0,7,0,8,0,30,0,8,2.0
23,27,3,25,5,27,0,25,2,25,0,0,30,0,30,0,30,1,24,3,25,0,0,30,0,0,30,13,14,15,15,14,15,14,13,30,0,30,0,30,14,15,0,15,0,15,0,14,0,15,15,15,11,14,13,13,30,17,13,15,12,0,0,30,0,30,0,30,0,13,0,15,0,30,0,15,1.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,0,30,22,3,24,6,24,4,23,2,29,0,29,0,30,4,25,1,26,0,24,1,24,0,26,12,14,12,12,16,10,25,14,13,14,14,1,1,26,1,27,3,26,3,14,2,16,2,27,2,15,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,16,10,18,12,17,11,17,9,30,0,30,0,30,11,19,0,19,0,18,0,17,0,19,15,13,9,15,13,13,30,17,11,17,11,0,0,30,0,30,0,30,0,11,0,13,0,30,0,13,1.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,1,30,25,3,25,5,26,3,25,3,29,0,29,0,30,4,27,1,27,0,25,1,26,0,27,20,8,4,20,8,18,30,22,6,22,6,0,0,30,0,30,0,30,0,6,0,8,0,30,0,8,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,16,11,18,12,17,12,17,10,30,0,30,0,30,11,18,0,18,0,18,0,17,0,18,18,12,8,17,10,16,30,20,10,18,9,0,0,30,0,30,0,30,0,10,0,12,0,30,0,12,1.0
21,23,6,22,7,23,0,23,6,22,0,0,30,0,30,0,30,5,22,7,23,0,3,25,3,5,26,6,21,8,22,7,22,7,20,25,3,25,4,27,21,8,5,8,3,8,5,7,4,8,12,19,17,11,17,11,20,13,18,11,17,6,8,21,7,22,8,21,8,18,7,19,7,22,8,19,1.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,1,30,25,3,25,5,26,3,25,3,29,0,29,0,30,4,27,1,27,0,25,1,26,0,27,17,11,7,17,11,15,30,19,9,19,9,0,0,30,0,30,0,30,0,9,0,11,0,30,0,11,2.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,0,30,28,0,28,2,29,0,28,0,29,0,29,0,30,1,29,1,30,0,28,1,29,0,30,25,4,2,25,4,24,30,26,3,26,3,0,0,30,0,30,0,30,0,3,0,4,0,30,0,4,2.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,1,30,19,6,21,9,21,7,20,5,29,0,29,0,30,7,23,1,23,0,21,1,21,0,23,21,7,3,21,7,19,30,23,5,23,5,0,0,30,0,30,0,30,0,5,0,7,0,30,0,7,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,20,5,22,8,22,6,21,4,30,0,30,0,30,6,24,0,24,0,22,0,22,0,24,12,16,12,12,16,10,30,14,14,14,14,0,0,30,0,30,0,30,0,14,0,16,0,30,0,16,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,17,11,19,11,18,12,18,10,30,0,30,0,30,10,18,0,18,0,19,0,18,0,18,11,19,15,10,17,9,30,13,17,11,16,0,0,30,0,30,0,30,0,17,0,19,0,30,0,19,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,25,3,25,5,26,3,25,3,30,0,30,0,30,4,27,0,27,0,25,0,26,0,27,10,19,17,10,19,9,30,11,18,11,18,0,0,30,0,30,0,30,0,18,0,19,0,30,0,19,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,16,11,18,12,17,12,17,10,30,0,30,0,30,11,18,0,18,0,18,0,17,0,18,15,15,11,14,13,13,30,17,13,15,12,0,0,30,0,30,0,30,0,13,0,15,0,30,0,15,1.0
25,27,2,26,3,27,0,27,2,26,0,0,30,0,30,0,30,1,26,3,27,0,3,25,3,5,26,6,21,8,22,7,22,7,20,25,3,25,4,27,21,8,5,8,3,8,5,7,4,8,5,26,24,4,24,4,30,6,25,4,24,0,0,30,0,30,0,30,0,25,0,26,0,30,0,26,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,17,10,19,11,18,11,18,9,30,0,30,0,30,10,19,0,19,0,19,0,18,0,19,18,12,8,17,10,16,30,20,10,18,9,0,0,30,0,30,0,30,0,10,0,12,0,30,0,12,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,16,10,18,12,17,11,17,9,30,0,30,0,30,11,19,0,19,0,18,0,17,0,19,10,17,17,10,19,9,25,11,17,11,18,1,1,26,1,27,3,26,3,18,2,19,2,27,2,18,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,16,11,18,12,17,12,17,10,30,0,30,0,30,11,18,0,18,0,18,0,17,0,18,15,15,11,14,13,13,30,17,13,15,12,0,0,30,0,30,0,30,0,13,0,15,0,30,0,15,1.0
25,27,2,26,3,27,0,27,2,26,0,0,30,0,30,0,30,1,26,3,27,0,0,29,0,1,30,20,6,22,8,21,7,21,5,29,0,29,0,30,7,23,1,23,0,22,1,21,0,23,20,8,4,20,8,18,25,22,6,22,6,1,3,26,2,27,3,26,3,6,2,8,2,27,3,8,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,22,3,24,6,24,4,23,2,30,0,30,0,30,4,26,0,26,0,24,0,24,0,26,25,4,2,25,4,24,30,26,3,26,3,0,0,30,0,30,0,30,0,3,0,4,0,30,0,4,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,13,14,15,15,14,15,14,13,30,0,30,0,30,14,15,0,15,0,15,0,14,0,15,15,15,11,14,13,13,30,17,13,15,12,0,0,30,0,30,0,30,0,13,0,15,0,30,0,15,1.0
19,23,7,21,9,23,0,21,6,21,0,0,30,0,30,0,30,5,20,7,21,0,0,30,0,0,30,16,11,18,12,17,12,17,10,30,0,30,0,30,11,18,0,18,0,18,0,17,0,18,18,12,8,17,10,16,23,20,10,18,9,3,5,24,4,25,5,24,5,10,4,12,4,25,5,12,2.0
14,14,13,14,14,16,3,16,13,15,4,2,25,4,26,3,24,12,15,14,16,4,3,25,3,5,26,0,30,0,30,0,30,0,30,25,3,25,4,27,30,0,5,0,3,0,5,0,4,0,19,12,10,18,10,18,30,20,11,18,10,0,0,30,0,30,0,30,0,11,0,12,0,30,0,12,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,9,18,11,19,10,19,10,17,30,0,30,0,30,18,11,0,11,0,11,0,10,0,11,7,23,19,6,21,5,30,9,21,7,20,0,0,30,0,30,0,30,0,21,0,23,0,30,0,23,1.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,0,30,28,0,28,2,29,0,28,0,29,0,29,0,30,1,29,1,30,0,28,1,29,0,30,16,12,8,16,12,14,30,18,10,18,10,0,0,30,0,30,0,30,0,10,0,12,0,30,0,12,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,15,9,18,12,17,11,17,8,30,0,30,0,30,10,19,0,19,0,18,0,17,0,19,23,7,3,22,5,21,30,25,5,23,4,0,0,30,0,30,0,30,0,5,0,7,0,30,0,7,2.0
24,26,3,25,4,26,0,26,3,25,0,0,30,0,30,0,30,2,25,4,26,0,0,29,0,1,30,10,17,12,18,11,18,11,16,29,0,29,0,30,17,12,1,12,0,12,1,11,0,12,8,22,18,7,20,6,30,10,20,8,19,0,0,30,0,30,0,30,0,20,0,22,0,30,0,22,1.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,1,30,25,3,25,5,26,3,25,3,29,0,29,0,30,4,27,1,27,0,25,1,26,0,27,21,8,6,21,8,20,30,22,7,22,7,0,0,30,0,30,0,30,0,7,0,8,0,30,0,8,2.0
25,27,2,26,3,27,0,27,2,26,0,0,30,0,30,0,30,1,26,3,27,0,3,25,3,5,26,6,21,8,22,7,22,7,20,25,3,25,4,27,21,8,5,8,3,8,5,7,4,8,5,25,21,4,23,3,30,7,23,5,22,0,0,30,0,30,0,30,0,23,0,25,0,30,0,25,1.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,1,30,13,14,15,15,14,15,14,13,29,0,29,0,30,14,15,1,15,0,15,1,14,0,15,19,11,7,18,9,17,30,21,9,19,8,0,0,30,0,30,0,30,0,9,0,11,0,30,0,11,2.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,0,30,28,0,28,2,29,0,28,0,29,0,29,0,30,1,29,1,30,0,28,1,29,0,30,25,4,2,25,4,24,30,26,3,26,3,0,0,30,0,30,0,30,0,3,0,4,0,30,0,4,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,26,2,26,4,27,2,26,2,30,0,30,0,30,3,28,0,28,0,26,0,27,0,28,17,9,7,17,11,15,25,19,8,19,9,1,1,26,1,27,3,26,3,9,2,11,2,27,2,10,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,28,0,28,2,29,0,28,0,30,0,30,0,30,1,30,0,30,0,28,0,29,0,30,13,16,14,13,16,12,30,14,15,14,15,0,0,30,0,30,0,30,0,15,0,16,0,30,0,16,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,16,11,18,12,17,12,17,10,30,0,30,0,30,11,18,0,18,0,18,0,17,0,18,11,19,15,10,17,9,30,13,17,11,16,0,0,30,0,30,0,30,0,17,0,19,0,30,0,19,1.0
25,27,2,26,3,27,0,27,2,26,0,0,30,0,30,0,30,1,26,3,27,0,0,29,0,0,30,15,12,17,13,16,13,16,11,29,0,29,0,30,12,16,1,17,0,17,1,16,0,17,15,15,11,14,13,13,30,17,13,15,12,0,0,30,0,30,0,30,0,13,0,15,0,30,0,15,1.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,1,30,16,9,18,12,18,10,17,8,29,0,29,0,30,10,20,1,20,0,18,1,18,0,20,10,19,17,10,19,9,30,11,18,11,18,0,0,30,0,30,0,30,0,18,0,19,0,30,0,19,1.0
25,27,2,26,3,27,0,27,2,26,0,0,30,0,30,0,30,1,26,3,27,0,0,29,0,1,30,25,3,25,5,26,3,25,3,29,0,29,0,30,4,27,1,27,0,25,1,26,0,27,21,6,6,21,8,20,20,22,6,22,7,2,4,22,3,24,6,22,6,7,4,8,4,24,5,7,2.0
24,26,3,25,4,26,0,26,3,25,0,0,30,0,30,0,30,2,25,4,26,0,3,25,3,5,26,6,21,8,22,7,22,7,20,25,3,25,4,27,21,8,5,8,3,8,5,7,4,8,11,19,15,10,17,9,30,13,17,11,16,0,0,30,0,30,0,30,0,17,0,19,0,30,0,19,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,15,12,17,13,16,13,16,11,30,0,30,0,30,12,17,0,17,0,17,0,16,0,17,11,19,15,10,17,9,30,13,17,11,16,0,0,30,0,30,0,30,0,17,0,19,0,30,0,19,1.0
25,27,2,26,3,27,0,27,2,26,0,0,30,0,30,0,30,1,26,3,27,0,0,29,0,1,30,16,11,18,12,17,12,17,10,29,0,29,0,30,11,18,1,18,0,18,1,17,0,18,15,15,11,14,13,13,30,17,13,15,12,0,0,30,0,30,0,30,0,13,0,15,0,30,0,15,2.0
25,27,2,26,3,27,0,27,2,26,0,0,30,0,30,0,30,1,26,3,27,0,0,29,0,1,30,12,15,14,16,13,16,13,14,29,0,29,0,30,15,14,1,14,0,14,1,13,0,14,7,23,19,6,21,5,30,9,21,7,20,0,0,30,0,30,0,30,0,21,0,23,0,30,0,23,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,17,9,19,11,19,10,18,8,30,0,30,0,30,9,20,0,20,0,19,0,19,0,20,13,14,14,13,16,12,25,14,14,14,15,1,1,26,1,27,3,26,3,15,2,16,2,27,2,15,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,18,6,21,9,20,8,20,5,30,0,30,0,30,7,22,0,22,0,21,0,20,0,22,21,9,5,20,7,19,30,23,7,21,6,0,0,30,0,30,0,30,0,7,0,9,0,30,0,9,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,16,12,18,12,17,13,17,11,30,0,30,0,30,11,17,0,17,0,18,0,17,0,17,11,19,15,10,17,9,30,13,17,11,16,0,0,30,0,30,0,30,0,17,0,19,0,30,0,19,1.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,1,30,25,3,25,5,26,3,25,3,29,0,29,0,30,4,27,1,27,0,25,1,26,0,27,16,12,8,16,12,14,30,18,10,18,10,0,0,30,0,30,0,30,0,10,0,12,0,30,0,12,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,17,11,19,11,18,12,18,10,30,0,30,0,30,10,18,0,18,0,19,0,18,0,18,15,13,11,14,13,13,25,17,12,15,12,1,1,26,1,27,3,26,3,13,2,15,2,27,2,14,1.0
25,27,2,26,3,27,0,27,2,26,0,0,30,0,30,0,30,1,26,3,27,0,0,29,0,1,30,25,3,25,5,26,3,25,3,29,0,29,0,30,4,27,1,27,0,25,1,26,0,27,21,8,6,21,8,20,21,22,7,22,7,5,7,22,6,23,7,22,7,7,6,8,6,23,7,8,2.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,1,30,19,6,21,9,21,7,20,5,29,0,29,0,30,7,23,1,23,0,21,1,21,0,23,17,12,10,17,12,16,30,18,11,18,11,0,0,30,0,30,0,30,0,11,0,12,0,30,0,12,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,16,8,19,11,18,10,18,7,30,0,30,0,30,9,20,0,20,0,19,0,18,0,20,16,14,10,15,12,14,30,18,12,16,11,0,0,30,0,30,0,30,0,12,0,14,0,30,0,14,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,14,13,16,14,15,14,15,12,30,0,30,0,30,13,16,0,16,0,16,0,15,0,16,16,14,10,15,12,14,30,18,12,16,11,0,0,30,0,30,0,30,0,12,0,14,0,30,0,14,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,15,12,17,13,16,13,16,11,30,0,30,0,30,12,17,0,17,0,17,0,16,0,17,15,15,11,14,13,13,30,17,13,15,12,0,0,30,0,30,0,30,0,13,0,15,0,30,0,15,1.0
23,27,3,25,5,27,0,25,2,25,0,0,30,0,30,0,30,1,24,3,25,0,0,30,0,0,30,10,17,12,18,11,18,11,16,30,0,30,0,30,17,12,0,12,0,12,0,11,0,12,11,19,15,10,17,9,30,13,17,11,16,0,0,30,0,30,0,30,0,17,0,19,0,30,0,19,1.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,1,30,12,14,14,16,13,15,13,13,29,0,29,0,30,15,15,1,15,0,14,1,13,0,15,9,19,15,9,19,7,30,11,17,11,17,0,0,30,0,30,0,30,0,17,0,19,0,30,0,19,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,16,11,18,12,17,12,17,10,30,0,30,0,30,11,18,0,18,0,18,0,17,0,18,18,10,8,17,10,16,25,20,9,18,9,1,1,26,1,27,3,26,3,10,2,12,2,27,2,11,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,16,11,18,12,17,12,17,10,30,0,30,0,30,11,18,0,18,0,18,0,17,0,18,11,17,15,10,17,9,25,13,16,11,16,1,1,26,1,27,3,26,3,17,2,19,2,27,2,18,1.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,1,30,25,3,25,5,26,3,25,3,29,0,29,0,30,4,27,1,27,0,25,1,26,0,27,9,19,15,9,19,7,30,11,17,11,17,0,0,30,0,30,0,30,0,17,0,19,0,30,0,19,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,22,3,24,6,24,4,23,2,30,0,30,0,30,4,26,0,26,0,24,0,24,0,26,17,11,7,17,11,15,30,19,9,19,9,0,0,30,0,30,0,30,0,9,0,11,0,30,0,11,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,17,11,19,11,18,12,18,10,30,0,30,0,30,10,18,0,18,0,19,0,18,0,18,14,16,12,13,14,12,30,16,14,14,13,0,0,30,0,30,0,30,0,14,0,16,0,30,0,16,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,18,6,21,9,20,8,20,5,30,0,30,0,30,7,22,0,22,0,21,0,20,0,22,11,18,12,10,16,8,30,14,15,12,14,0,0,30,0,30,0,30,0,15,0,18,0,30,0,18,1.0
23,27,3,25,5,27,0,25,2,25,0,0,30,0,30,0,30,1,24,3,25,0,0,30,0,0,30,13,14,15,15,14,15,14,13,30,0,30,0,30,14,15,0,15,0,15,0,14,0,15,18,12,8,17,10,16,30,20,10,18,9,0,0,30,0,30,0,30,0,10,0,12,0,30,0,12,1.0
21,23,6,22,7,23,0,23,6,22,0,0,30,0,30,0,30,5,22,7,23,0,3,25,3,5,26,5,22,7,23,6,23,6,21,25,3,25,4,27,22,7,5,7,3,7,5,6,4,7,13,18,16,12,16,12,30,14,17,12,16,0,0,30,0,30,0,30,0,17,0,18,0,30,0,18,2.0
23,27,3,25,5,27,0,25,2,25,0,0,30,0,30,0,30,1,24,3,25,0,0,30,0,0,30,14,13,16,14,15,14,15,12,30,0,30,0,30,13,16,0,16,0,16,0,15,0,16,14,16,12,13,14,12,30,16,14,14,13,0,0,30,0,30,0,30,0,14,0,16,0,30,0,16,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,28,0,28,2,29,0,28,0,30,0,30,0,30,1,30,0,30,0,28,0,29,0,30,24,5,3,24,5,23,30,25,4,25,4,0,0,30,0,30,0,30,0,4,0,5,0,30,0,5,2.0
25,27,2,26,3,27,0,27,2,26,0,0,30,0,30,0,30,1,26,3,27,0,3,25,3,5,26,9,18,11,19,10,19,10,17,25,3,25,4,27,18,11,5,11,3,11,5,10,4,11,7,23,19,6,21,5,30,9,21,7,20,0,0,30,0,30,0,30,0,21,0,23,0,30,0,23,1.0
24,26,3,25,4,26,0,26,3,25,0,0,30,0,30,0,30,2,25,4,26,0,0,29,0,1,30,12,15,14,16,13,16,13,14,29,0,29,0,30,15,14,1,14,0,14,1,13,0,14,11,19,15,10,17,9,30,13,17,11,16,0,0,30,0,30,0,30,0,17,0,19,0,30,0,19,1.0
25,27,2,26,3,27,0,27,2,26,0,0,30,0,30,0,30,1,26,3,27,0,0,29,0,1,30,9,18,11,19,10,19,10,17,29,0,29,0,30,18,11,1,11,0,11,1,10,0,11,11,19,15,10,17,9,30,13,17,11,16,0,0,30,0,30,0,30,0,17,0,19,0,30,0,19,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,16,11,18,12,17,12,17,10,30,0,30,0,30,11,18,0,18,0,18,0,17,0,18,15,15,11,14,13,13,30,17,13,15,12,0,0,30,0,30,0,30,0,13,0,15,0,30,0,15,1.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,0,30,20,7,22,8,21,8,21,6,29,0,29,0,30,7,21,1,22,0,22,1,21,0,22,27,4,2,26,2,26,24,28,3,26,2,2,4,25,3,26,4,25,4,3,3,4,3,26,4,4,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,16,10,18,12,17,11,17,9,30,0,30,0,30,11,19,0,19,0,18,0,17,0,19,13,15,11,13,15,11,30,15,13,15,13,0,0,30,0,30,0,30,0,13,0,15,0,30,0,15,1.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,0,30,22,3,24,6,24,4,23,2,29,0,29,0,30,4,25,1,26,0,24,1,24,0,26,25,4,2,25,4,24,30,26,3,26,3,0,0,30,0,30,0,30,0,3,0,4,0,30,0,4,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,14,11,16,14,16,12,15,10,30,0,30,0,30,12,18,0,18,0,16,0,16,0,18,13,16,14,13,16,12,30,14,15,14,15,0,0,30,0,30,0,30,0,15,0,16,0,30,0,16,1.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,20,6,22,8,22,7,21,5,30,0,30,0,30,6,23,0,23,0,22,0,22,0,23,19,9,5,19,9,17,30,21,7,21,7,0,0,30,0,30,0,30,0,7,0,9,0,30,0,9,2.0
30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,0,30,28,0,28,2,29,0,28,0,29,0,29,0,30,1,29,1,30,0,28,1,29,0,30,24,5,3,24,5,23,30,25,4,25,4,0,0,30,0,30,0,30,0,4,0,5,0,30,0,5,2.0
28,30,1,29,2,30,0,28,0,29,0,0,30,0,30,0,30,0,28,0,28,0,0,30,0,0,30,16,11,18,12,17,12,17,10,30,0,30,0,30,11,18,0,18,0,18,0,17,0,18,18,10,8,17,10,16,25,20,9,18,9,1,1,26,1,27,3,26,3,10,2,12,2,27,2,11,1.0
