@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atLee numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute destClass {2,1}

@data
93,42,32,91,50,58,1,2,93,35,60,52,44,94,2,35,44,51,43,34,60,2,92,3,61,2,60,1,93,1,52,2,2,43,3,44,34,43,35,2,2,1,51,1,34,1,3,2,2
79,30,47,93,62,45,1,2,94,49,47,64,32,81,15,49,32,63,31,48,46,1,93,2,47,1,46,13,80,14,64,15,1,31,2,32,48,31,49,15,1,14,63,14,48,14,2,15,1
78,32,42,93,60,50,1,2,94,44,52,62,34,81,15,44,34,61,33,43,51,1,93,2,52,1,51,12,80,14,62,15,1,33,2,34,43,33,44,15,1,14,61,14,43,14,2,15,1
89,43,35,78,47,57,14,16,80,36,59,49,45,92,3,36,46,49,45,36,58,15,79,16,59,15,58,1,91,3,50,3,15,45,16,46,36,45,37,4,15,3,49,3,36,3,16,4,2
94,47,38,81,43,50,9,12,84,40,54,45,48,95,0,41,50,45,48,40,53,11,83,12,54,11,53,0,94,0,46,0,11,49,12,50,41,49,42,1,11,0,45,0,41,0,12,1,2
83,29,41,93,61,51,1,2,94,42,53,62,31,86,8,42,32,63,31,42,52,1,93,2,53,1,52,7,85,9,64,9,1,31,2,32,42,31,43,10,1,9,63,9,42,9,2,10,1
94,42,30,76,50,62,16,18,78,32,64,52,44,95,1,32,44,51,43,31,63,17,77,18,64,17,63,0,94,0,52,1,17,43,18,44,31,43,32,1,17,0,51,0,31,0,18,1,2
79,37,44,94,53,48,0,1,95,45,50,56,39,81,15,46,40,55,39,45,49,0,94,1,50,0,49,13,80,14,56,15,0,39,1,40,45,39,46,15,0,14,55,14,45,14,1,15,2
79,27,43,93,65,49,1,2,94,45,51,67,29,81,15,45,29,66,28,44,50,1,93,2,51,1,50,13,80,14,67,15,1,28,2,29,44,28,45,15,1,14,66,14,44,14,2,15,1
92,2,21,94,92,69,0,1,95,23,72,92,2,93,2,23,3,92,2,23,71,0,94,1,72,0,71,2,92,2,93,2,0,2,1,3,23,2,24,3,0,2,92,2,23,2,1,3,2
94,40,36,89,52,54,1,3,92,39,56,54,42,95,1,39,42,53,41,38,56,3,91,4,57,3,56,0,94,0,54,1,3,41,4,42,38,41,39,1,3,0,53,0,38,0,4,1,2
94,30,20,89,58,68,1,2,92,22,70,62,32,95,1,24,32,61,31,21,70,2,91,2,72,2,71,0,94,0,62,1,3,33,4,34,23,32,24,1,3,0,61,0,23,0,4,1,1
85,26,27,85,62,53,1,5,90,33,60,65,28,88,7,34,30,64,27,32,56,1,89,6,61,4,60,5,87,6,66,7,5,29,6,30,33,28,35,8,5,7,65,6,34,7,6,8,1
83,33,41,93,57,51,1,2,94,42,53,60,35,85,11,43,36,59,35,42,52,1,93,2,53,1,52,9,84,10,60,11,1,35,2,36,42,35,43,11,1,10,59,10,42,10,2,11,1
79,32,45,93,60,47,1,2,94,47,49,62,34,81,15,47,34,61,33,46,48,1,93,2,49,1,48,13,80,14,62,15,1,33,2,34,46,33,47,15,1,14,61,14,46,14,2,15,1
89,23,27,92,67,59,0,1,94,30,63,69,24,92,3,31,25,69,25,31,63,1,93,1,64,1,63,1,91,3,70,3,1,25,2,26,31,25,32,4,1,3,69,3,31,3,2,4,1
88,40,39,90,50,53,2,4,92,40,55,53,42,91,5,41,43,52,42,40,53,2,91,4,55,3,54,2,90,4,53,5,3,42,4,43,40,42,41,5,3,4,52,4,40,4,4,5,1
94,39,32,87,53,60,3,6,90,34,62,55,41,95,1,34,41,54,40,33,61,5,89,6,62,5,61,0,94,0,55,1,5,40,6,41,33,40,34,1,5,0,54,0,33,0,6,1,2
94,37,17,87,55,69,1,3,91,21,72,57,38,95,1,22,38,56,38,21,72,3,90,4,74,4,73,0,94,0,57,1,4,38,5,39,21,38,22,1,4,0,56,0,21,0,5,1,1
94,39,37,86,53,55,6,8,88,39,57,55,41,95,1,39,41,54,40,38,56,7,87,8,57,7,56,0,94,0,55,1,7,40,8,41,38,40,39,1,7,0,54,0,38,0,8,1,2
89,36,21,92,56,67,0,1,94,25,70,57,38,91,4,25,38,57,37,24,70,1,93,2,71,1,70,3,90,4,58,5,1,37,2,38,24,37,25,5,1,4,57,4,24,4,2,5,2
94,22,6,90,70,84,2,3,92,9,86,72,24,95,1,9,24,71,23,8,85,2,91,4,87,3,86,0,94,0,72,1,3,23,4,24,8,23,9,1,3,0,71,0,8,0,4,1,2
94,50,26,88,42,64,2,4,91,29,66,44,52,95,1,29,52,43,51,28,65,3,90,5,67,4,66,0,94,0,44,1,4,51,5,52,28,51,29,1,4,0,43,0,28,0,5,1,2
91,44,40,83,48,50,9,11,85,42,53,50,45,92,4,43,46,49,45,42,52,10,84,11,53,10,52,3,91,3,50,4,10,45,11,46,42,45,43,4,10,3,49,3,42,3,11,4,2
81,30,40,91,62,50,1,2,93,43,52,64,32,83,13,43,32,63,30,41,52,2,92,3,53,2,52,11,82,12,64,13,2,31,3,32,42,31,43,13,2,12,63,12,42,12,3,13,1
86,38,48,90,54,44,2,4,92,50,46,55,40,88,7,50,40,55,39,49,45,3,91,4,46,3,45,6,87,7,56,8,3,39,4,40,49,39,50,8,3,7,55,7,49,7,4,8,2
73,27,48,93,65,44,1,2,94,49,46,65,28,76,18,49,29,66,28,49,45,1,93,2,46,1,45,17,75,19,67,19,1,28,2,29,49,28,50,20,1,19,66,19,49,19,2,20,1
93,25,18,86,63,68,2,4,90,20,71,67,26,94,2,23,27,66,26,20,70,3,89,4,73,3,72,1,93,1,67,2,5,28,6,29,22,26,23,2,5,1,66,1,22,1,6,2,1
78,29,43,93,63,49,1,2,94,45,51,65,31,80,16,45,31,64,30,44,50,1,93,2,51,1,50,14,79,15,65,16,1,30,2,31,44,30,45,16,1,15,64,15,44,15,2,16,1
85,23,24,85,67,62,3,5,89,29,65,70,26,87,9,29,26,69,25,28,65,5,88,7,67,6,66,7,86,8,70,9,6,25,7,26,28,25,29,9,6,8,69,8,28,8,7,9,2
80,28,40,93,58,46,1,2,94,43,51,63,31,82,14,45,33,62,31,43,50,1,93,2,51,1,50,12,81,13,63,14,1,32,2,33,44,32,45,14,1,13,62,13,44,13,2,14,1
93,31,25,92,61,67,0,2,94,27,69,63,33,94,2,27,33,62,32,26,68,1,93,2,69,1,68,1,93,1,63,2,1,32,2,33,26,32,27,2,1,1,62,1,26,1,2,2,2
94,40,14,85,48,70,1,3,90,18,73,52,42,95,1,20,44,51,42,18,73,3,89,6,76,4,75,0,94,0,52,1,5,43,6,44,19,42,20,1,5,0,51,0,19,0,6,1,2
82,37,36,91,55,56,1,3,93,38,58,57,39,85,11,38,39,56,38,37,57,2,92,3,58,2,57,8,84,10,57,11,2,38,3,39,37,38,38,11,2,10,56,10,37,10,3,11,2
83,27,31,86,57,61,6,8,88,32,63,62,32,86,9,33,33,62,32,32,62,7,87,8,63,7,62,7,85,9,63,10,7,32,8,33,32,32,33,10,7,9,62,9,32,9,8,10,1
81,28,40,91,62,50,1,2,93,43,52,65,31,83,13,43,31,63,29,41,51,1,92,3,53,1,52,11,82,11,65,13,1,30,3,31,41,29,43,13,2,12,64,11,42,11,3,13,1
94,44,36,91,44,56,1,3,93,37,58,47,47,95,0,38,48,47,47,37,57,2,92,3,58,2,57,0,94,0,48,1,2,47,3,48,37,47,38,1,2,0,47,0,37,0,3,1,2
82,32,36,93,60,56,1,2,94,38,58,62,34,85,11,38,34,61,33,37,57,1,93,2,58,1,57,8,84,10,62,11,1,33,2,34,37,33,38,11,1,10,61,10,37,10,2,11,1
76,34,39,93,58,53,1,2,94,41,55,60,36,78,18,41,36,59,35,40,54,1,93,2,55,1,54,16,77,17,60,18,1,35,2,36,40,35,41,18,1,17,59,17,40,17,2,18,1
94,24,20,88,66,68,2,3,91,23,70,68,26,95,0,23,26,68,26,23,71,4,90,4,72,4,71,0,94,0,69,0,4,26,4,27,23,26,24,0,4,0,68,0,23,0,5,1,2
94,37,29,86,55,61,2,5,90,32,63,57,39,95,1,32,39,56,38,31,62,4,89,6,64,5,63,0,94,0,57,1,5,38,6,39,31,38,32,1,5,0,56,0,31,0,6,1,2
80,28,42,93,64,50,1,2,94,44,52,66,30,82,14,44,30,65,29,43,51,1,93,2,52,1,51,12,81,13,66,14,1,29,2,30,43,29,44,14,1,13,65,13,43,13,2,14,1
80,26,37,89,66,53,3,5,91,40,56,68,28,82,14,40,28,67,27,39,55,4,90,5,56,4,55,12,81,13,68,14,4,27,5,28,39,27,40,14,4,13,67,13,39,13,5,14,1
79,27,39,94,59,51,0,1,95,42,54,64,32,81,15,42,32,63,31,41,53,0,94,1,54,0,53,13,80,14,64,15,0,31,1,32,41,31,42,15,0,14,63,14,41,14,1,15,1
93,32,20,90,56,68,2,3,92,23,71,60,35,94,2,24,35,59,35,23,70,2,91,3,72,3,71,1,93,1,60,2,3,35,4,36,23,35,24,2,3,1,59,1,23,1,4,2,1
81,25,28,90,65,60,2,4,92,32,64,68,28,83,13,32,28,67,27,31,63,3,91,4,64,3,63,11,82,12,68,13,3,27,4,28,31,27,32,13,3,12,67,12,31,12,4,13,1
87,34,32,83,52,58,7,9,86,35,60,56,39,89,6,35,39,56,37,33,60,9,85,10,61,9,60,5,88,6,57,7,9,38,10,39,34,38,35,7,9,6,56,6,34,6,10,7,2
78,33,41,93,59,51,1,2,94,43,53,61,35,83,13,43,35,60,34,42,52,1,93,2,53,1,52,8,82,12,61,13,1,34,2,35,42,34,43,13,1,12,60,12,42,12,2,13,1
83,33,30,83,55,58,9,11,85,33,62,58,36,87,8,33,37,58,36,33,61,10,84,11,62,10,61,5,86,8,59,8,10,36,11,37,33,36,34,9,10,8,58,8,33,8,11,9,2
82,29,34,84,63,56,4,8,88,37,59,65,31,85,11,37,31,64,30,36,58,7,87,8,59,7,58,8,84,10,65,11,7,30,8,31,36,30,37,11,7,10,64,10,36,10,8,11,1
94,34,34,90,56,54,2,3,92,37,57,59,36,95,1,38,36,58,35,36,56,2,91,3,58,2,57,0,94,0,59,1,3,36,4,37,37,35,38,1,3,0,58,0,37,0,4,1,2
81,26,39,90,66,51,2,3,92,42,53,68,28,83,13,42,28,67,27,41,52,2,91,4,54,3,53,11,82,12,68,13,3,27,4,28,41,27,42,13,3,12,67,12,41,12,4,13,1
89,35,40,93,57,52,1,2,94,42,54,59,37,91,5,42,37,58,36,41,53,1,93,2,54,1,53,3,90,4,59,5,1,36,2,37,41,36,42,5,1,4,58,4,41,4,2,5,1
94,30,30,90,62,60,2,3,92,33,62,64,32,95,1,33,32,63,31,32,61,2,91,4,63,3,62,0,94,0,64,1,3,31,4,32,32,31,33,1,3,0,63,0,32,0,4,1,1
78,27,40,93,65,52,1,2,94,42,54,67,29,80,16,42,29,66,28,41,53,1,93,2,54,1,53,14,79,15,67,16,1,28,2,29,41,28,42,16,1,15,66,15,41,15,2,16,1
83,34,42,89,54,50,3,5,91,44,52,58,38,86,10,44,38,57,37,43,51,4,90,5,52,4,51,7,85,9,58,10,4,37,5,38,43,37,44,10,4,9,57,9,43,9,5,10,1
84,34,31,84,56,59,8,10,86,33,62,59,36,86,10,34,37,58,36,33,61,9,85,10,62,9,61,8,85,9,59,10,9,36,10,37,33,36,34,10,9,9,58,9,33,9,10,10,1
81,33,43,90,59,49,2,4,92,45,51,61,35,84,12,45,35,60,34,44,50,3,91,4,51,3,50,9,83,11,61,12,3,34,4,35,44,34,45,12,3,11,60,11,44,11,4,12,1
78,33,37,93,59,55,1,2,94,39,57,61,35,80,16,39,35,60,34,38,56,1,93,2,57,1,56,14,79,15,61,16,1,34,2,35,38,34,39,16,1,15,60,15,38,15,2,16,1
83,36,37,87,54,51,3,6,90,39,55,57,37,86,10,41,39,56,38,40,53,4,89,6,55,5,54,7,85,9,57,10,5,38,6,39,40,38,41,10,5,9,56,9,40,9,6,10,1
78,31,40,93,61,52,1,2,94,42,54,63,33,80,16,42,33,62,32,41,53,1,93,2,54,1,53,14,79,15,63,16,1,32,2,33,41,32,42,16,1,15,62,15,41,15,2,16,1
78,31,38,85,61,54,7,9,87,40,56,63,33,81,15,40,33,62,32,39,55,8,86,9,56,8,55,12,80,14,63,15,8,32,9,33,39,32,40,15,8,14,62,14,39,14,9,15,1
85,30,41,93,62,51,1,2,94,42,53,64,31,87,9,43,32,63,31,42,52,1,93,2,53,1,52,7,86,8,64,9,1,31,2,32,42,31,43,9,1,8,63,8,42,8,2,9,1
93,42,26,79,48,64,13,14,81,29,66,51,45,94,2,29,45,50,44,28,66,14,80,15,67,14,66,1,93,1,51,2,14,44,15,45,28,44,29,2,14,1,50,1,28,1,15,2,2
90,44,36,92,44,52,0,2,94,38,56,47,46,92,3,39,48,47,46,38,55,1,93,2,56,1,55,2,91,3,48,3,1,47,2,48,39,47,40,4,1,3,47,3,39,3,2,4,2
79,30,37,93,62,55,1,2,94,39,57,64,32,81,15,39,32,63,31,38,56,1,93,2,57,1,56,13,80,14,64,15,1,31,2,32,38,31,39,15,1,14,63,14,38,14,2,15,1
86,26,36,94,66,56,0,1,95,38,58,66,28,88,6,38,28,67,27,37,57,0,94,1,58,0,57,6,87,7,68,8,0,27,1,28,37,27,38,8,0,7,67,7,37,7,1,8,1
85,28,29,91,60,57,1,2,93,33,61,63,31,87,8,33,31,63,31,33,61,2,92,2,62,2,61,7,86,8,64,8,2,31,2,32,33,31,34,8,2,8,63,8,33,8,3,9,1
87,40,43,94,50,47,0,0,95,46,49,52,43,89,6,46,43,52,41,44,49,0,94,1,50,0,49,5,88,6,53,7,0,42,1,43,45,42,46,7,0,6,52,6,45,6,1,7,2
93,41,30,84,47,62,8,10,86,32,64,51,45,94,2,32,45,50,44,31,63,9,85,10,64,9,63,1,93,1,51,2,9,44,10,45,31,44,32,2,9,1,50,1,31,1,10,2,2
81,27,41,93,61,45,1,2,94,45,50,65,30,83,13,46,31,64,30,45,49,1,93,2,50,1,49,11,82,12,65,13,1,30,2,31,45,30,46,13,1,12,64,12,45,12,2,13,1
87,21,29,87,71,63,3,6,90,31,65,72,23,89,6,31,23,72,22,30,64,5,89,6,65,5,64,5,88,6,73,7,5,22,6,23,30,22,31,7,5,6,72,6,30,6,6,7,2
85,34,40,93,56,52,1,2,94,41,54,58,36,88,7,41,37,58,36,41,53,1,93,2,54,1,53,5,87,7,59,7,1,36,2,37,41,36,42,8,1,7,58,7,41,7,2,8,1
77,25,41,93,67,51,1,2,94,43,53,68,27,79,16,43,27,68,26,42,52,1,93,2,53,1,52,15,78,16,69,17,1,26,2,27,42,26,43,17,1,16,68,16,42,16,2,17,1
79,28,43,93,64,49,1,2,94,45,51,66,30,81,15,45,30,65,29,44,50,1,93,2,51,1,50,13,80,14,66,15,1,29,2,30,44,29,45,15,1,14,65,14,44,14,2,15,1
80,29,48,93,63,44,1,2,94,50,46,65,31,82,14,50,31,64,30,49,45,1,93,2,46,1,45,12,81,13,65,14,1,30,2,31,49,30,50,14,1,13,64,13,49,13,2,14,1
85,38,31,84,52,61,8,10,86,33,63,55,41,89,7,33,41,54,40,32,62,9,85,10,63,9,62,3,88,6,55,7,9,40,10,41,32,40,33,7,9,6,54,6,32,6,10,7,1
80,30,42,93,62,50,1,2,94,44,52,64,32,82,14,44,32,63,31,43,51,1,93,2,52,1,51,12,81,13,64,14,1,31,2,32,43,31,44,14,1,13,63,13,43,13,2,14,1
92,38,34,83,52,58,9,11,85,36,60,54,41,94,1,36,41,54,40,35,59,10,84,11,60,10,59,0,93,1,55,2,10,40,11,41,35,40,36,2,10,1,54,1,35,1,11,2,2
94,41,37,85,51,55,7,9,87,39,57,53,43,95,1,39,43,52,42,38,56,8,86,9,57,8,56,0,94,0,53,1,8,42,9,43,38,42,39,1,8,0,52,0,38,0,9,1,2
82,31,28,82,55,58,6,9,86,32,62,60,35,85,11,33,36,59,35,32,61,8,85,10,63,9,62,8,84,10,60,11,9,35,10,36,32,35,33,11,9,10,59,10,32,10,10,11,1
77,30,42,92,60,50,0,2,94,44,52,62,33,79,16,44,33,62,32,43,51,1,93,2,52,1,51,15,78,16,63,17,1,32,2,33,43,32,44,17,1,16,62,16,43,16,2,17,1
80,26,43,93,66,49,1,2,94,45,51,68,28,82,14,45,28,67,27,44,50,1,93,2,51,1,50,12,81,13,68,14,1,27,2,28,44,27,45,14,1,13,67,13,44,13,2,14,1
94,33,14,85,55,70,1,3,90,18,73,59,35,95,1,20,35,58,35,18,73,3,89,4,76,5,75,0,94,0,59,1,5,36,6,37,19,36,20,1,5,0,58,0,19,0,6,1,2
77,28,35,87,60,51,3,6,90,39,56,64,31,80,16,40,32,63,31,39,55,5,89,6,56,5,55,13,79,15,64,16,5,31,6,32,39,31,40,16,5,15,63,15,39,15,6,16,1
94,40,24,74,52,68,18,20,76,25,70,53,41,95,0,25,42,53,41,25,69,19,75,20,70,19,69,0,94,0,54,0,19,41,20,42,25,41,26,1,19,0,53,0,25,0,20,1,2
87,36,26,81,54,66,11,13,83,28,68,56,39,89,6,28,39,56,38,27,67,12,82,13,68,12,67,5,88,6,57,7,12,38,13,39,27,38,28,7,12,6,56,6,27,6,13,7,2
84,28,37,94,56,53,0,1,95,39,56,62,33,86,10,40,34,61,33,39,55,0,94,1,56,0,55,8,85,9,62,10,0,33,1,34,39,33,40,10,0,9,61,9,39,9,1,10,1
94,38,23,92,52,65,0,2,94,26,69,55,40,95,1,27,41,54,39,25,67,0,93,2,69,0,68,0,94,0,55,1,1,40,2,41,26,39,27,1,1,0,54,0,26,0,2,1,2
82,32,41,90,60,51,2,3,92,43,52,62,34,84,12,43,34,61,33,42,52,3,91,4,53,3,52,10,83,11,62,12,3,33,4,34,42,33,43,12,3,11,61,11,42,11,4,12,1
89,35,40,89,53,52,3,5,91,40,54,56,37,91,4,41,39,56,38,41,53,4,90,5,54,4,53,3,90,4,57,4,4,38,5,39,41,38,42,5,4,4,56,4,41,4,5,5,1
94,38,10,89,52,80,1,3,92,12,82,55,40,95,1,13,40,54,39,11,81,2,91,3,83,3,82,0,94,0,55,1,3,40,4,41,12,40,13,1,3,0,54,0,12,0,4,1,2
77,29,42,93,63,50,1,2,94,44,52,65,31,79,17,44,31,64,30,43,51,1,93,2,52,1,51,15,78,16,65,17,1,30,2,31,43,30,44,17,1,16,64,16,43,16,2,17,1
80,19,36,89,73,50,1,4,92,41,55,74,21,82,13,41,21,74,20,40,54,3,91,4,55,3,54,12,81,13,75,14,3,20,4,21,40,20,41,14,3,13,74,13,40,13,4,14,1
86,36,33,85,52,53,5,8,88,38,58,55,40,89,6,38,40,55,38,36,57,7,87,8,58,7,57,4,88,6,56,7,7,39,8,40,37,39,38,7,7,6,55,6,37,6,8,7,2
86,33,42,93,59,50,1,2,94,44,52,61,35,88,8,44,35,60,34,43,51,1,93,2,52,1,51,6,87,7,61,8,1,34,2,35,43,34,44,8,1,7,60,7,43,7,2,8,1
91,38,39,90,52,53,2,4,92,41,55,54,41,93,2,41,41,54,40,40,54,3,91,4,55,3,54,1,92,2,55,3,3,40,4,41,40,40,41,3,3,2,54,2,40,2,4,3,2
77,25,38,92,65,52,0,2,94,40,55,67,27,80,15,40,28,67,27,40,54,1,93,2,55,1,54,13,79,15,68,15,1,27,2,28,40,27,41,16,1,15,67,15,40,15,2,16,2
79,28,35,84,62,57,10,11,85,36,59,65,30,81,15,37,31,64,30,36,58,10,84,11,59,10,58,13,80,14,65,15,10,30,11,31,36,30,37,15,10,14,64,14,36,14,11,15,1
89,39,30,81,53,58,11,13,83,33,62,55,40,91,5,34,41,54,40,33,61,12,82,13,62,12,61,3,90,4,55,5,12,40,13,41,33,40,34,5,12,4,54,4,33,4,13,5,2
94,38,20,89,50,72,1,4,92,22,74,53,42,95,0,22,42,53,41,21,73,3,91,4,74,3,73,0,94,0,54,1,3,41,4,42,21,41,22,1,3,0,53,0,21,0,4,1,2
80,29,42,93,63,50,1,2,94,44,52,65,31,82,14,44,31,64,30,43,51,1,93,2,52,1,51,12,81,13,65,14,1,30,2,31,43,30,44,14,1,13,64,13,43,13,2,14,1
90,41,36,87,51,54,3,6,90,38,57,53,42,92,4,39,43,52,42,38,56,5,89,6,57,5,56,2,91,3,53,4,5,42,6,43,38,42,39,4,5,3,52,3,38,3,6,4,1
90,41,26,78,51,64,14,16,80,29,67,52,43,92,3,29,43,52,42,28,66,15,79,16,67,15,66,2,91,3,53,4,15,42,16,43,28,42,29,4,15,3,52,3,28,3,16,4,2
84,30,36,93,58,56,1,2,94,36,58,62,32,87,9,38,34,61,33,37,57,1,93,2,58,1,57,6,86,8,62,9,1,33,2,34,37,33,38,9,1,8,61,8,37,8,2,9,1
94,38,34,90,54,58,2,4,92,36,60,56,40,95,1,36,40,55,39,35,59,3,91,4,60,3,59,0,94,0,56,1,3,39,4,40,35,39,36,1,3,0,55,0,35,0,4,1,2
81,31,34,84,57,54,8,10,86,37,58,60,34,84,11,38,35,60,32,35,57,9,85,10,58,9,57,9,83,11,61,12,9,34,10,35,37,34,38,12,9,11,60,11,37,11,10,12,1
93,40,23,88,52,67,2,5,91,26,70,54,42,94,2,26,42,53,41,25,69,4,90,5,70,4,69,1,93,1,54,2,4,41,5,42,25,41,26,2,4,1,53,1,25,1,5,2,2
87,31,31,88,55,53,2,5,91,37,59,58,36,89,5,37,36,59,33,34,58,4,90,5,59,4,58,5,88,6,60,7,4,35,5,36,36,35,37,7,4,6,59,6,36,6,5,7,2
93,22,9,91,70,81,1,3,93,12,84,72,24,94,2,12,24,71,23,11,83,2,92,3,84,2,83,1,93,1,72,2,2,23,3,24,11,23,12,2,2,1,71,1,11,1,3,2,2
94,38,38,91,54,54,1,3,93,40,56,55,40,95,0,40,40,55,39,39,55,2,92,3,56,2,55,0,94,0,56,1,2,39,3,40,39,39,40,1,2,0,55,0,39,0,3,1,2
94,26,22,91,64,70,1,3,93,24,72,67,29,95,1,24,29,66,28,23,71,2,92,3,72,2,71,0,94,0,67,1,2,28,3,29,23,28,24,1,2,0,66,0,23,0,3,1,1
86,33,36,91,59,56,1,3,93,37,58,61,34,87,9,38,35,60,34,37,57,2,92,3,58,2,57,8,86,8,61,9,2,34,3,35,37,34,38,9,2,8,60,8,37,8,3,9,1
89,37,44,93,55,48,1,2,94,46,50,57,39,91,5,46,39,56,38,45,49,1,93,2,50,1,49,3,90,4,57,5,1,38,2,39,45,38,46,5,1,4,56,4,45,4,2,5,1
81,23,32,85,61,60,7,9,87,33,62,65,28,84,10,33,29,66,28,33,61,8,86,9,62,8,61,9,83,11,67,11,8,28,9,29,33,28,34,12,8,11,66,11,33,11,9,12,1
81,32,35,87,54,57,5,7,89,35,59,59,35,84,12,37,37,58,36,36,58,6,88,7,59,6,58,9,83,11,59,12,6,36,7,37,36,36,37,12,6,11,58,11,36,11,7,12,1
94,42,31,81,48,61,11,12,83,32,62,50,44,95,0,32,44,50,44,32,62,12,82,12,63,12,62,0,94,0,51,0,12,44,12,45,32,44,33,0,12,0,50,0,32,0,13,1,2
91,43,41,87,49,51,5,7,89,43,53,51,45,92,4,43,45,50,44,42,52,6,88,7,53,6,52,3,91,3,51,4,6,44,7,45,42,44,43,4,6,3,50,3,42,3,7,4,2
76,31,46,93,61,46,1,2,94,48,48,63,33,78,18,48,33,62,32,47,47,1,93,2,48,1,47,16,77,17,63,18,1,32,2,33,47,32,48,18,1,17,62,17,47,17,2,18,1
87,32,41,93,58,51,1,2,94,42,53,60,34,89,6,42,35,60,34,42,52,1,93,2,53,1,52,5,88,6,61,6,1,34,2,35,42,34,43,7,1,6,60,6,42,6,2,7,1
83,35,39,87,57,53,5,7,89,41,55,59,37,85,11,41,37,58,36,40,54,6,88,7,55,6,54,9,84,10,59,11,6,36,7,37,40,36,41,11,6,10,58,10,40,10,7,11,2
85,42,34,84,50,58,8,9,86,35,59,52,43,88,8,36,44,51,43,35,59,9,85,10,60,9,59,5,87,7,52,8,9,43,10,44,35,43,36,8,9,7,51,7,35,7,10,8,1
94,46,25,87,44,67,5,7,89,27,69,46,49,95,0,27,49,46,48,26,68,6,88,7,69,6,68,0,94,0,47,1,6,48,7,49,26,48,27,1,6,0,46,0,26,0,7,1,2
80,32,39,89,60,53,3,5,91,41,55,62,34,82,14,41,34,61,33,40,54,4,90,5,55,4,54,12,81,13,62,14,4,33,5,34,40,33,41,14,4,13,61,13,40,13,5,14,1
94,50,26,78,40,64,14,16,80,29,67,42,53,95,0,29,53,42,52,28,66,15,79,16,67,15,66,0,94,0,43,1,15,52,16,53,28,52,29,1,15,0,42,0,28,0,16,1,2
85,34,33,84,56,57,8,10,86,36,60,58,37,88,7,36,37,58,36,35,59,9,85,10,60,9,59,5,87,7,59,8,9,36,10,37,35,36,36,8,9,7,58,7,35,7,10,8,1
90,41,37,83,51,55,9,11,85,39,57,53,43,92,4,39,43,52,42,38,56,10,84,11,57,10,56,2,91,3,53,4,10,42,11,43,38,42,39,4,10,3,52,3,38,3,11,4,2
87,34,41,93,58,51,1,2,94,43,53,60,36,89,7,43,36,59,35,42,52,1,93,2,53,1,52,5,88,6,60,7,1,35,2,36,42,35,43,7,1,6,59,6,42,6,2,7,1
82,40,43,89,52,49,3,5,91,45,51,54,42,85,11,45,42,53,41,44,50,4,90,5,51,4,50,8,84,10,54,11,4,41,5,42,44,41,45,11,4,10,53,10,44,10,5,11,1
85,35,32,93,55,56,1,2,94,36,60,57,38,87,8,36,38,57,36,34,59,1,93,2,60,1,59,7,86,8,58,9,1,37,2,38,35,37,36,9,1,8,57,8,35,8,2,9,2
87,39,31,77,53,61,13,16,80,33,63,55,41,90,6,33,41,54,40,32,62,15,79,16,63,15,62,3,89,5,55,6,15,40,16,41,32,40,33,6,15,5,54,5,32,5,16,6,2
80,26,28,88,66,60,2,5,91,32,64,68,28,82,14,32,28,67,27,31,63,4,90,5,64,4,63,12,81,13,68,14,4,27,5,28,31,27,32,14,4,13,67,13,31,13,5,14,1
94,44,32,84,46,60,8,10,86,34,62,49,47,95,1,34,47,48,46,33,61,9,85,10,62,9,61,0,94,0,49,1,9,46,10,47,33,46,34,1,9,0,48,0,33,0,10,1,2
94,40,39,85,52,53,7,9,87,41,55,54,42,95,1,41,42,53,41,40,54,8,86,9,55,8,54,0,94,0,54,1,8,41,9,42,40,41,41,1,8,0,53,0,40,0,9,1,2
94,46,32,85,46,60,7,9,87,34,62,48,48,95,1,34,48,47,47,33,61,8,86,9,62,8,61,0,94,0,48,1,8,47,9,48,33,47,34,1,8,0,47,0,33,0,9,1,2
