@relation 'Sax dominant'

@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atLee numeric
@attribute o1atMaa numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute destClass {1,2}

@data
77,85,7,3,83,13,79,16,4,91,8,87,86,9,5,88,80,10,4,9,78,14,85,8,5,89,8,10,6,86,5,16,3,15,3,87,3,90,6,14,79,8,7,8,8,16,1.0
78,86,7,3,83,12,79,15,4,91,7,88,86,8,5,89,81,10,4,9,79,13,85,8,4,89,7,10,5,87,5,15,3,14,3,88,3,90,5,13,80,8,6,8,7,15,1.0
77,77,6,2,84,13,78,16,4,92,13,83,87,7,4,83,80,9,3,8,79,14,86,8,7,90,13,9,11,81,4,16,3,15,2,82,2,91,12,14,79,8,12,8,13,16,1.0
77,88,7,3,85,13,79,16,4,91,6,89,87,8,5,90,80,9,4,8,79,14,86,8,4,89,6,9,4,88,5,16,4,15,3,89,3,90,5,14,79,8,5,8,6,16,1.0
79,88,6,3,86,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,81,12,87,7,4,89,6,8,4,88,5,14,4,13,3,89,3,90,5,12,81,7,5,7,6,14,2.0
79,84,7,3,85,11,81,14,4,91,8,87,87,8,5,88,82,9,4,8,81,13,86,8,4,89,8,9,7,86,5,14,4,13,4,87,3,90,7,13,81,8,7,8,8,14,1.0
58,88,3,3,89,26,63,31,4,91,5,89,91,4,4,90,64,5,4,4,63,31,90,4,4,89,6,5,5,88,5,32,4,31,4,89,3,90,5,31,63,4,5,4,6,31,2.0
80,88,5,3,85,10,81,13,4,91,6,89,88,6,5,90,83,8,4,7,81,12,87,6,4,89,6,8,5,88,5,13,4,12,4,89,3,90,5,12,82,7,5,7,6,13,2.0
78,88,7,2,85,12,80,15,3,92,6,89,87,8,4,90,81,9,3,8,80,13,86,8,4,90,6,9,4,89,4,15,3,14,3,89,3,91,5,14,80,8,5,8,6,15,1.0
79,88,5,3,85,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
79,75,7,2,85,11,81,13,3,92,17,77,87,8,4,78,82,8,3,8,81,12,86,8,15,90,18,9,16,77,4,14,3,13,3,77,3,91,17,13,81,8,17,8,17,14,1.0
80,82,4,3,86,10,81,13,4,91,9,86,89,5,5,87,83,7,4,6,81,11,88,5,4,89,9,7,7,85,5,13,3,12,3,86,3,90,7,11,82,5,8,5,9,13,1.0
71,75,4,2,86,15,75,20,3,92,15,80,89,6,4,81,76,7,3,6,75,18,88,6,9,90,15,7,13,79,4,20,3,19,2,80,2,91,14,18,75,6,14,6,15,20,2.0
79,86,5,3,87,13,80,15,4,91,7,88,89,6,5,89,81,7,4,6,80,14,88,6,4,89,7,7,6,87,5,15,4,14,4,88,3,90,6,14,80,6,6,6,7,15,1.0
76,74,8,3,84,14,78,16,4,91,18,76,86,9,5,77,79,9,4,9,78,15,85,9,16,89,19,10,17,75,5,17,4,16,3,76,3,90,18,15,78,9,18,9,18,17,1.0
79,88,6,3,84,11,80,14,4,91,6,89,87,7,5,90,82,9,4,8,80,12,86,7,4,89,6,9,4,88,5,14,3,13,3,89,3,90,4,12,81,7,5,7,6,14,2.0
78,88,6,2,84,12,80,15,3,92,6,89,87,8,4,90,81,9,3,8,79,13,86,7,4,90,6,9,4,89,4,15,3,14,3,89,3,91,4,14,80,7,5,8,6,15,1.0
78,86,3,2,87,12,80,15,3,92,7,88,90,5,4,89,81,6,3,5,79,13,89,4,4,90,7,6,5,87,4,15,2,14,2,88,2,91,5,13,80,4,6,4,7,15,1.0
78,88,6,3,86,12,80,15,4,91,6,89,88,7,5,90,81,8,4,7,80,13,87,7,4,89,6,8,4,88,5,15,4,14,3,89,3,90,5,13,80,7,5,7,6,15,2.0
80,88,4,2,86,10,82,13,3,92,6,89,89,6,4,90,83,7,3,6,81,12,88,5,4,90,6,7,5,88,4,13,3,12,3,89,2,91,5,12,82,6,5,6,6,13,2.0
77,88,5,3,87,13,79,16,4,91,6,89,89,6,5,90,80,7,4,6,79,14,88,6,4,89,6,7,4,88,5,16,4,15,3,89,3,90,5,14,79,6,5,6,6,16,1.0
79,88,6,3,84,11,80,14,4,91,6,89,87,7,5,90,82,9,4,8,80,12,86,7,4,89,6,9,4,88,5,14,3,13,3,89,3,90,4,12,81,7,5,7,6,14,2.0
81,88,4,3,86,9,82,12,4,91,6,89,89,5,5,90,84,7,4,6,82,10,88,5,4,89,6,7,4,88,5,12,3,11,3,89,3,90,4,10,83,5,5,5,6,12,2.0
77,85,4,3,88,11,80,15,4,91,8,87,90,5,5,88,81,6,4,5,80,13,89,5,5,89,8,6,6,87,5,15,4,14,4,87,4,90,7,14,80,5,7,5,8,15,2.0
69,88,4,4,88,17,73,21,4,90,5,88,90,5,5,90,74,6,5,5,73,20,89,5,4,88,6,6,4,88,6,22,5,21,4,89,4,89,5,20,73,5,5,5,6,21,2.0
77,59,7,2,83,13,78,16,3,92,33,62,86,8,4,63,80,10,3,9,78,15,85,8,29,90,33,10,32,61,4,16,3,15,3,62,2,91,32,15,79,9,32,9,33,16,1.0
78,82,7,2,83,12,79,15,3,92,10,85,86,8,4,86,81,10,3,9,79,13,85,8,6,90,10,10,8,85,4,15,3,14,3,85,3,91,8,14,80,8,9,9,10,15,1.0
78,88,6,3,84,12,79,15,4,91,6,89,87,7,5,90,81,9,4,8,80,13,86,8,4,89,6,9,4,88,5,15,4,14,3,89,3,90,5,13,80,8,5,8,6,15,2.0
77,82,6,2,84,13,78,15,3,92,9,85,87,7,4,86,80,8,3,8,79,14,86,8,6,90,10,9,8,84,4,16,3,15,2,85,2,91,9,14,79,8,9,8,9,16,1.0
79,86,5,3,87,11,81,14,4,91,7,88,89,6,5,89,82,7,4,6,81,13,88,6,4,89,7,7,6,87,5,14,4,13,4,88,3,90,6,13,81,6,6,6,7,14,1.0
64,88,3,3,89,20,69,25,4,91,5,89,91,4,4,90,70,5,4,4,69,24,90,4,4,89,6,5,4,88,5,26,4,25,3,89,3,90,5,24,69,4,5,4,6,25,2.0
75,74,6,3,86,13,78,16,4,91,18,76,88,7,5,77,79,7,4,7,78,15,87,7,16,89,19,8,17,75,5,17,4,16,3,76,3,90,18,15,78,7,18,7,18,17,1.0
79,88,6,3,86,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,81,12,87,7,4,89,6,8,4,88,5,14,4,13,3,89,3,90,5,12,81,7,5,7,6,14,2.0
78,75,7,2,85,12,80,15,3,92,17,78,87,8,4,79,81,9,3,8,80,13,86,8,13,90,17,9,15,78,4,15,3,14,3,78,3,91,16,14,80,8,16,8,17,15,1.0
78,71,7,2,85,12,80,14,3,92,21,73,87,8,4,74,81,8,3,8,80,13,86,8,19,90,22,9,20,73,4,15,3,14,3,73,3,91,21,14,80,8,21,8,21,15,1.0
75,89,6,2,84,13,77,16,3,92,4,90,87,7,3,91,79,9,3,8,78,15,86,8,3,90,5,9,3,89,4,17,3,16,2,90,2,91,4,15,78,8,4,8,5,16,1.0
76,88,7,2,85,14,78,17,3,92,6,89,87,8,4,90,79,9,3,8,78,15,86,8,4,90,6,9,4,88,4,17,3,16,2,89,2,91,5,15,78,8,5,8,6,17,1.0
77,83,6,2,84,13,79,15,3,92,9,85,87,8,4,86,80,8,3,8,78,15,86,7,7,90,10,9,9,84,4,16,3,15,3,85,2,91,9,15,79,8,9,8,9,16,1.0
79,86,6,2,84,11,81,13,3,92,6,88,87,8,4,89,82,8,3,8,80,12,86,7,4,90,7,9,5,88,4,14,3,13,3,88,3,91,5,13,81,7,6,8,6,14,2.0
72,84,4,3,86,14,75,18,4,91,8,86,89,5,5,87,77,6,4,6,75,17,88,5,6,89,9,7,7,85,5,19,3,18,3,86,3,90,7,17,76,5,8,5,8,19,2.0
78,88,5,3,85,12,80,15,4,91,6,89,88,7,5,90,81,8,4,7,79,13,87,6,4,89,6,8,4,88,5,15,3,14,3,89,3,90,4,13,80,6,5,6,6,15,2.0
80,88,4,3,86,10,81,13,4,91,6,89,89,5,5,90,83,7,4,6,81,11,88,5,4,89,6,7,4,88,5,13,3,12,3,89,3,90,4,11,82,5,5,5,6,13,2.0
79,87,6,3,84,11,80,14,4,91,7,88,87,7,5,89,82,9,4,8,80,12,86,7,5,89,7,9,5,88,5,14,4,13,4,88,4,90,5,13,81,7,6,8,7,14,2.0
75,86,4,3,88,13,78,17,4,91,7,88,90,5,5,89,79,6,4,5,78,16,89,5,4,89,7,6,6,87,5,17,4,16,4,88,3,90,6,16,78,5,6,5,7,17,2.0
78,78,8,3,84,12,80,14,4,91,14,80,86,9,5,81,81,9,4,9,80,13,85,9,12,89,15,10,13,79,5,15,4,14,3,80,3,90,14,13,80,9,14,9,14,15,1.0
79,88,4,2,86,11,81,14,3,92,6,89,89,6,4,90,82,7,3,6,80,12,88,5,4,90,6,7,4,89,4,14,3,13,3,89,3,91,4,13,81,5,5,6,6,14,2.0
76,89,3,2,87,12,79,16,3,92,5,90,90,5,4,91,80,6,3,5,78,14,89,4,3,90,5,6,3,89,4,16,2,15,2,90,2,91,3,14,79,4,4,4,5,16,1.0
57,77,2,4,90,33,60,36,5,90,15,80,92,4,6,81,60,4,5,3,59,34,91,3,11,88,15,4,13,79,6,36,5,35,4,80,4,89,14,34,59,3,14,3,15,36,2.0
78,88,5,3,85,12,80,15,4,91,6,89,88,7,5,90,81,8,4,7,79,13,87,6,4,89,6,8,4,88,5,15,3,14,3,89,3,90,4,13,80,6,5,6,6,15,2.0
77,81,7,3,85,13,79,16,4,91,12,83,87,8,5,84,80,9,4,8,79,15,86,8,9,89,12,9,11,82,5,16,4,15,4,83,3,90,11,15,79,8,11,8,12,16,1.0
75,84,7,2,83,13,77,16,3,92,8,86,86,8,3,87,79,10,3,9,77,15,85,8,6,90,9,10,7,85,4,17,2,16,2,86,2,91,7,15,78,8,8,8,9,16,1.0
79,88,6,3,84,11,81,14,4,91,6,89,87,8,5,90,82,9,4,8,80,12,86,7,4,89,6,9,4,88,5,14,3,13,3,89,3,90,4,12,81,7,5,7,6,14,2.0
77,88,7,2,85,13,79,16,3,92,6,89,87,8,4,90,80,9,3,8,79,15,86,8,4,90,6,9,5,88,4,16,3,15,3,89,2,91,5,15,79,8,5,8,6,16,1.0
78,80,7,3,85,12,80,15,4,91,13,82,87,8,5,83,81,9,4,8,80,13,86,8,10,89,13,9,11,81,5,15,4,14,3,82,3,90,12,13,80,8,12,8,13,15,1.0
78,88,6,3,86,12,80,15,4,91,6,89,88,7,5,90,81,8,4,7,80,13,87,7,4,89,6,8,4,88,5,15,4,14,3,89,3,90,5,13,80,7,5,7,6,15,1.0
79,88,6,3,86,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,81,12,87,7,4,89,6,8,4,88,5,14,4,13,3,89,3,90,5,12,81,7,5,7,6,14,2.0
76,77,7,2,83,12,78,14,3,92,14,79,86,8,3,80,80,9,3,9,78,15,85,8,13,90,16,10,15,78,4,16,3,15,3,79,2,91,15,15,79,9,15,9,15,15,1.0
73,88,4,3,86,11,77,17,4,91,6,89,89,5,5,90,79,7,4,6,77,15,88,5,4,89,6,7,4,88,5,17,3,16,3,89,3,90,4,15,78,5,5,5,6,17,2.0
77,88,6,2,84,11,79,14,3,92,5,89,87,7,3,90,81,9,3,8,79,14,86,7,4,90,6,9,5,88,4,15,3,14,3,89,2,91,5,14,80,8,5,8,6,14,2.0
77,88,8,3,82,13,78,16,4,91,6,89,85,9,5,90,80,11,4,10,78,14,84,9,4,89,6,11,4,88,5,16,3,15,3,89,3,90,4,14,79,9,5,9,6,16,1.0
77,89,6,2,84,13,78,16,3,92,5,90,87,7,4,91,80,9,3,8,79,14,86,8,3,90,5,9,3,89,4,16,3,15,2,90,2,91,4,14,79,8,4,8,5,16,1.0
78,74,6,2,84,12,79,14,3,92,18,76,87,7,4,77,81,8,3,8,79,13,86,7,16,90,19,9,17,76,4,15,3,14,3,76,3,91,17,14,80,7,18,8,18,15,1.0
76,69,5,3,87,14,78,17,5,91,23,73,89,6,5,73,79,7,4,6,78,15,88,6,19,89,23,7,21,71,5,17,4,16,3,72,3,90,22,15,78,6,22,6,23,17,1.0
75,82,5,3,87,13,78,16,3,91,9,84,89,6,5,86,79,6,4,6,78,16,88,6,6,89,10,7,9,84,5,17,4,16,4,85,3,90,9,16,78,6,9,6,9,17,1.0
80,80,5,3,87,10,82,13,4,91,12,83,89,6,5,84,83,7,4,6,82,12,88,6,8,89,12,7,11,82,5,13,4,12,4,83,3,90,11,12,82,6,11,6,12,13,2.0
78,80,7,3,85,12,80,15,5,91,12,84,87,8,5,84,81,9,4,8,80,13,86,8,8,89,12,9,10,82,5,15,4,14,3,83,3,90,11,13,80,8,11,8,12,15,2.0
73,85,4,3,86,11,77,15,4,91,6,87,89,5,4,88,79,6,4,6,77,15,88,5,5,89,8,7,6,86,5,17,3,16,3,87,3,90,6,15,78,5,7,5,7,16,2.0
79,86,6,3,84,11,80,13,4,91,6,88,87,7,5,89,82,8,4,8,80,12,86,7,4,89,7,9,5,87,5,14,3,13,3,88,3,90,5,12,81,7,6,7,6,14,2.0
78,88,7,3,85,12,80,15,4,91,6,89,87,8,5,90,81,9,4,8,80,13,86,8,4,89,6,9,4,88,5,15,4,14,3,89,3,90,5,13,80,8,5,8,6,15,2.0
73,88,5,3,87,11,78,16,3,91,5,88,89,6,4,90,79,7,4,6,78,15,88,6,4,89,6,7,4,89,5,17,4,16,4,89,4,90,5,16,78,6,5,6,6,16,1.0
80,85,6,3,84,10,81,13,4,91,8,87,87,7,5,88,83,9,4,8,81,11,86,7,5,89,8,9,6,86,5,13,3,12,3,87,3,90,6,11,82,7,7,7,8,13,2.0
80,86,6,3,86,10,82,13,4,91,7,88,88,7,5,89,83,8,4,7,82,11,87,7,4,89,7,8,5,87,5,13,4,12,3,88,3,90,6,11,82,7,6,7,7,13,2.0
77,88,3,3,87,11,79,15,4,91,6,89,90,4,5,90,81,6,4,5,79,13,89,4,4,89,6,6,4,88,5,15,3,14,3,89,3,90,4,13,80,4,5,4,6,15,1.0
79,88,6,3,86,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,81,12,87,7,4,89,6,8,4,88,5,14,4,13,3,89,3,90,5,12,81,7,5,7,6,14,2.0
73,60,6,3,86,15,76,19,5,91,33,63,88,7,5,63,77,8,4,7,76,17,87,7,30,89,33,8,31,61,5,19,4,18,3,62,3,90,32,17,76,7,32,7,33,19,2.0
79,84,3,2,87,11,81,14,3,92,8,87,90,5,4,88,82,6,3,5,80,12,89,4,4,90,8,6,6,86,4,14,2,13,2,87,2,91,6,12,81,4,7,4,8,14,1.0
77,88,6,2,84,13,79,16,3,92,6,89,87,8,4,90,80,9,3,8,78,14,86,7,4,90,6,9,4,89,4,16,3,15,3,89,3,91,4,15,79,7,5,8,6,16,1.0
56,70,4,3,88,26,62,33,4,91,22,73,90,5,5,74,63,6,4,5,62,31,89,5,18,89,22,6,20,73,5,33,4,32,4,73,4,90,21,32,62,5,21,5,22,33,2.0
74,79,6,3,86,14,77,17,4,91,13,81,88,7,5,82,78,8,4,7,77,16,87,7,11,89,14,8,12,80,5,18,4,17,3,81,3,90,13,16,77,7,13,7,14,18,2.0
78,88,3,3,87,10,80,14,4,91,6,89,90,4,5,90,82,6,4,5,80,12,89,4,4,89,6,6,4,88,5,14,3,13,3,89,3,90,4,12,81,4,5,4,6,14,1.0
77,85,5,3,87,13,79,16,4,91,8,87,89,6,5,88,80,7,4,6,79,14,88,6,5,89,8,7,6,86,5,16,4,15,3,87,3,90,7,14,79,6,7,6,8,16,1.0
78,88,5,3,87,12,80,15,4,91,6,89,89,6,5,90,81,7,4,6,80,13,88,6,4,89,6,7,4,88,5,15,4,14,3,89,3,90,5,13,80,6,5,6,6,15,2.0
80,88,3,2,87,10,82,13,3,92,6,89,90,5,4,90,83,6,3,5,81,12,89,4,4,90,6,6,5,88,4,13,3,12,3,89,2,91,5,12,82,5,5,5,6,13,2.0
80,88,6,2,84,10,81,13,3,92,6,89,87,7,4,90,83,9,3,8,81,12,86,7,4,90,6,9,5,88,4,13,3,12,3,89,2,91,5,12,82,8,5,8,6,13,2.0
41,70,3,3,89,47,44,49,4,91,19,74,91,4,4,75,45,4,4,4,44,49,90,4,16,89,21,5,19,73,5,51,4,50,3,74,3,90,20,49,44,4,20,4,20,50,2.0
76,85,7,3,85,12,79,15,4,91,7,87,87,8,4,88,80,9,4,8,79,14,86,8,5,89,8,9,6,86,5,16,4,15,3,87,3,90,7,14,79,8,7,8,8,15,1.0
64,74,6,3,86,22,68,25,4,91,17,76,88,7,4,77,69,7,4,7,68,25,87,7,16,89,19,8,17,75,5,27,4,26,3,76,3,90,18,25,68,7,18,7,18,26,1.0
73,58,7,2,83,15,75,19,4,92,35,61,86,8,4,61,77,10,3,9,76,17,85,9,32,90,35,10,33,59,4,19,3,18,2,60,2,91,34,17,76,9,34,9,35,19,1.0
66,61,6,2,84,22,68,26,4,92,32,64,87,7,4,64,70,9,3,8,69,24,86,8,29,90,32,9,30,62,4,26,3,25,2,63,2,91,31,24,69,8,31,8,32,26,1.0
82,85,5,3,87,10,83,12,4,91,8,87,89,6,5,88,84,7,4,6,83,11,88,6,5,89,8,7,7,86,5,12,4,11,4,87,3,90,7,11,83,6,7,6,8,12,1.0
74,61,6,3,84,16,76,19,4,91,30,65,87,8,5,66,77,9,4,8,75,17,86,7,25,89,30,9,28,64,5,19,3,18,3,65,3,90,28,17,76,7,29,7,30,19,1.0
79,88,5,3,85,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
77,75,6,2,84,13,79,15,3,92,17,77,87,8,4,78,80,8,3,8,78,15,86,7,15,90,18,9,17,76,4,16,3,15,3,77,2,91,17,15,79,8,17,8,17,16,1.0
59,73,4,3,88,31,62,34,5,91,20,76,90,6,5,76,62,6,4,5,61,33,89,5,17,89,20,6,19,74,5,34,4,33,4,75,3,90,19,33,61,5,19,5,20,34,2.0
77,74,7,2,85,13,79,15,3,92,18,76,87,8,4,77,80,8,3,8,79,14,86,8,16,90,19,9,17,75,4,16,3,15,2,76,2,91,18,14,79,8,18,8,18,16,1.0
78,88,6,3,84,12,80,15,4,91,6,89,87,8,5,90,81,9,4,8,79,13,86,7,4,89,6,9,4,88,5,15,3,14,3,89,3,90,4,13,80,7,5,7,6,15,2.0
79,85,3,3,89,9,82,13,4,91,8,87,91,4,5,88,83,5,4,4,82,11,90,4,5,89,8,5,6,86,5,13,4,12,3,87,3,90,7,11,82,4,7,4,8,13,2.0
76,88,4,2,86,12,79,16,3,92,6,89,89,6,4,90,80,7,3,6,78,14,88,5,4,90,6,7,4,89,4,16,3,15,3,89,3,91,4,15,79,5,5,6,6,16,2.0
70,76,6,3,86,16,74,19,4,91,14,79,88,7,4,80,75,7,4,7,74,19,87,7,12,89,16,8,14,78,5,21,4,20,3,79,3,90,15,19,74,7,15,7,15,20,1.0
54,70,4,3,88,34,57,36,3,91,20,72,90,5,4,74,58,5,4,5,57,36,89,5,18,89,22,6,20,73,5,38,4,37,4,73,4,90,21,37,57,5,21,5,21,37,2.0
53,83,3,3,89,33,57,37,4,91,8,86,91,4,4,87,58,5,4,4,57,36,90,4,5,89,9,5,7,85,5,38,4,37,3,86,3,90,8,36,57,4,8,4,9,37,2.0
78,73,7,2,85,12,80,14,3,92,19,75,87,8,4,76,81,8,3,8,80,13,86,8,17,90,20,9,18,75,4,15,3,14,3,75,3,91,19,14,80,8,19,8,19,15,1.0
77,77,7,3,85,13,79,15,4,91,15,79,87,8,5,80,80,8,4,8,79,14,86,8,13,89,16,9,14,78,5,16,4,15,3,79,3,90,15,14,79,8,15,8,15,16,1.0
78,82,7,3,83,12,79,15,4,91,11,84,86,8,5,85,81,10,4,9,79,13,85,8,8,89,11,10,9,83,5,15,3,14,3,84,3,90,9,13,80,8,10,8,11,15,1.0
78,87,7,2,83,12,79,15,3,92,6,89,86,8,4,90,81,10,3,9,79,14,85,8,3,90,6,10,5,88,4,15,3,14,3,89,2,91,5,14,80,9,5,9,6,15,1.0
74,89,6,3,86,14,77,18,3,91,5,89,88,7,5,91,78,8,4,7,77,17,87,7,3,89,5,8,4,89,5,18,4,17,4,90,3,90,4,17,77,7,4,7,5,18,1.0
76,85,7,3,83,14,78,17,4,91,8,87,86,9,5,88,79,10,4,9,77,15,85,8,5,89,8,10,6,86,5,17,3,16,3,87,3,90,6,15,78,8,7,8,8,17,1.0
78,81,6,3,86,12,80,14,4,91,10,84,88,7,5,85,81,7,4,7,80,13,87,7,7,89,11,8,9,83,5,15,4,14,3,84,3,90,10,13,80,7,10,7,10,15,2.0
64,74,5,3,87,20,69,26,5,91,20,76,89,6,5,76,70,7,4,6,69,24,88,6,18,89,20,7,18,74,5,26,4,25,3,75,3,90,19,24,69,6,19,6,20,26,2.0
75,78,6,3,84,13,78,15,4,91,13,80,87,8,4,81,79,8,4,8,77,15,86,7,12,89,15,9,13,79,5,17,3,16,3,80,3,90,13,15,78,7,14,7,14,16,1.0
76,76,7,2,85,14,78,16,3,92,15,79,87,8,4,80,79,8,3,8,78,15,86,8,12,90,16,9,14,78,4,17,3,16,2,79,2,91,15,15,78,8,15,8,15,17,1.0
81,88,4,3,86,9,82,12,4,91,6,89,89,5,5,90,84,7,4,6,82,10,88,5,4,89,6,7,4,88,5,12,3,11,3,89,3,90,4,10,83,5,5,5,6,12,2.0
78,86,7,2,85,12,80,15,3,92,7,88,87,8,4,89,81,9,3,8,80,13,86,8,4,90,7,9,5,88,4,15,3,14,3,88,3,91,6,14,80,8,6,8,7,15,1.0
79,88,5,3,85,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
80,88,5,2,85,10,81,13,3,92,6,89,88,6,4,90,83,8,3,7,81,11,87,6,4,90,6,8,4,89,4,13,3,12,3,89,3,91,4,12,82,6,5,7,6,13,2.0
79,88,6,2,84,11,80,14,3,92,6,89,87,7,4,90,82,9,3,8,80,12,86,7,4,90,6,9,4,89,4,14,3,13,3,89,3,91,4,13,81,7,5,8,6,14,2.0
77,81,8,3,84,13,79,15,4,91,11,83,86,9,5,84,80,9,4,9,79,14,85,9,9,89,12,10,10,82,5,16,4,15,3,83,3,90,11,14,79,9,11,9,11,16,1.0
76,87,5,3,87,10,80,14,4,91,6,88,89,6,4,89,81,7,4,6,80,13,88,6,5,89,7,7,5,88,5,15,4,14,4,88,4,90,6,14,80,6,6,6,7,14,1.0
74,79,7,3,83,16,76,19,4,91,14,81,86,9,5,82,77,10,4,9,75,17,85,8,11,89,14,10,12,80,5,19,3,18,3,81,3,90,12,17,76,8,13,8,14,19,1.0
75,83,3,2,87,11,78,14,3,92,8,85,90,4,3,86,80,5,3,5,78,14,89,4,7,90,10,6,8,84,4,16,2,15,2,85,2,91,8,14,79,4,9,4,9,15,1.0
77,75,8,3,82,13,78,15,4,91,16,78,85,9,5,79,80,10,4,10,78,14,84,9,13,89,17,11,15,77,5,16,3,15,3,78,3,90,15,14,79,9,16,9,16,16,1.0
78,74,7,3,85,12,80,14,4,91,18,76,87,8,5,77,81,8,4,8,80,13,86,8,16,89,19,9,17,75,5,15,4,14,3,76,3,90,18,13,80,8,18,8,18,15,1.0
80,88,6,3,84,10,81,13,4,91,6,89,87,7,5,90,83,9,4,8,81,11,86,7,4,89,6,9,4,88,5,13,3,12,3,89,3,90,4,11,82,7,5,7,6,13,2.0
78,71,7,2,85,12,80,14,3,92,21,73,87,8,4,74,81,8,3,8,80,13,86,8,19,90,22,9,20,73,4,15,3,14,3,73,3,91,21,14,80,8,21,8,21,15,1.0
80,88,4,3,86,10,81,13,4,91,6,89,89,5,5,90,83,7,4,6,81,11,88,5,4,89,6,7,4,88,5,13,3,12,3,89,3,90,4,11,82,5,5,5,6,13,2.0
78,89,7,2,83,12,79,15,3,92,5,90,86,8,4,91,81,10,3,9,79,14,85,8,3,90,5,10,4,89,4,15,3,14,3,90,2,91,4,14,80,9,4,9,5,15,1.0
77,84,4,4,88,11,80,15,5,90,9,86,90,5,6,87,81,6,5,5,80,13,89,5,6,88,9,6,7,85,6,15,5,14,4,86,4,89,8,13,80,5,8,5,9,15,2.0
78,85,8,3,84,12,80,15,4,91,8,87,86,9,5,88,81,10,4,9,80,13,85,9,5,89,8,10,6,86,5,15,4,14,3,87,3,90,7,13,80,9,7,9,8,15,1.0
78,88,7,2,83,12,79,15,3,92,6,89,86,8,4,90,81,10,3,9,79,13,85,8,4,90,6,10,4,89,4,15,3,14,3,89,3,91,4,14,80,8,5,9,6,15,1.0
78,80,7,2,85,12,80,15,3,92,13,82,87,8,4,83,81,9,3,8,80,13,86,8,10,90,13,9,11,82,4,15,3,14,3,82,3,91,12,14,80,8,12,8,13,15,1.0
79,88,6,3,84,11,80,14,4,91,6,89,87,7,5,90,82,9,4,8,80,13,86,7,4,89,6,9,5,88,5,14,4,13,4,89,3,90,5,13,81,8,5,8,6,14,2.0
76,89,4,2,86,12,78,16,3,92,5,90,89,5,4,91,80,7,3,6,79,14,88,6,3,90,5,7,3,89,4,16,3,15,2,90,2,91,4,14,79,6,4,6,5,16,1.0
78,88,5,3,85,10,80,13,4,91,5,89,88,6,4,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,13,2.0
79,88,4,3,86,9,81,12,4,91,5,89,89,5,4,90,83,7,4,6,81,11,88,5,4,89,6,7,4,88,5,13,3,12,3,89,3,90,4,11,82,5,5,5,6,12,1.0
76,85,5,3,87,12,79,15,4,91,7,87,89,6,4,88,80,7,4,6,79,14,88,6,5,89,8,7,6,86,5,16,4,15,3,87,3,90,7,14,79,6,7,6,8,15,1.0
79,84,5,2,85,11,81,13,3,92,8,86,88,7,4,87,82,7,3,7,80,12,87,6,6,90,9,8,7,86,4,14,3,13,3,86,3,91,7,13,81,6,8,7,8,14,2.0
77,88,4,3,88,11,80,15,4,91,6,89,90,5,5,90,81,6,4,5,80,13,89,5,4,89,6,6,4,88,5,15,4,14,3,89,3,90,5,13,80,5,5,5,6,15,2.0
78,72,7,2,85,12,80,14,3,92,20,74,87,8,4,75,81,8,3,8,80,14,86,8,18,90,21,9,20,73,4,15,3,14,3,74,2,91,20,14,80,8,20,8,20,15,1.0
80,88,5,3,85,10,81,13,4,91,6,89,88,6,5,90,83,8,4,7,81,11,87,6,4,89,6,8,4,88,5,13,3,12,3,89,3,90,4,11,82,6,5,6,6,13,2.0
