@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMdde numeric
@attribute o2atLdde numeric
@attribute o2atLeee numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atMdee numeric
@attribute o2atLdee numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMcee numeric
@attribute o2atLcee numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMbce numeric
@attribute o2atLbce numeric
@attribute o2atMeed numeric
@attribute o2atLeed numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMbde numeric
@attribute o2atLbde numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMbbd numeric
@attribute o2atLbbd numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMcde numeric
@attribute o2atLcde numeric
@attribute o2atMaac numeric
@attribute o2atLaac numeric
@attribute o2atMacd numeric
@attribute o2atLacd numeric
@attribute o2atMabd numeric
@attribute o2atLabd numeric
@attribute o2atMedd numeric
@attribute o2atLedd numeric
@attribute o2atMddd numeric
@attribute o2atLddd numeric
@attribute o2atMbdd numeric
@attribute o2atLbdd numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o2atMdcc numeric
@attribute o2atLdcc numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMaba numeric
@attribute o2atLaba numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMcce numeric
@attribute o2atLcce numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atLeee numeric
@attribute o3atMedd numeric
@attribute o3atLedd numeric
@attribute o3atMeed numeric
@attribute o3atLeed numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMddd numeric
@attribute o3atLddd numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMcee numeric
@attribute o3atLcee numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute o3atMbce numeric
@attribute o3atLbce numeric
@attribute o3atMbcd numeric
@attribute o3atLbcd numeric
@attribute o3atMdde numeric
@attribute o3atLdde numeric
@attribute o3atMdee numeric
@attribute o3atLdee numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMcde numeric
@attribute o3atLcde numeric
@attribute o3atMabd numeric
@attribute o3atLabd numeric
@attribute o3atMbde numeric
@attribute o3atLbde numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMbbd numeric
@attribute o3atLbbd numeric
@attribute o3atMede numeric
@attribute o3atLede numeric
@attribute o3atMdcb numeric
@attribute o3atLdcb numeric
@attribute o3atMedc numeric
@attribute o3atLedc numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMaba numeric
@attribute o3atLaba numeric
@attribute o3atMded numeric
@attribute o3atLded numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
8,21,6,27,5,24,7,25,6,23,20,7,22,8,21,7,22,28,1,29,1,27,1,30,0,28,2,23,5,23,5,27,2,8,20,23,6,30,0,0,30,0,30,0,30,0,28,0,24,5,30,0,8,9,19,23,7,23,6,9,20,23,7,24,5,5,23,6,25,5,10,19,25,6,22,18,9,20,24,7,23,5,23,7,23,6,22,6,24,6,22,6,23,7,10,8,24,6,9,8,10,7,10,7,23,5,23,5,23,6,23,5,23,5,22,7,10,18,8,20,22,5,24,6,0,30,0,0,30,11,18,0,30,0,30,9,30,0,30,0,30,0,30,0,30,0,30,6,23,8,24,7,10,19,11,18,22,17,10,19,0,30,11,6,0,30,0,6,0,19,22,6,22,6,11,17,11,6,0,19,0,6,0,30,0,30,0,19,23,6,0,19,11,8,9,19,0,30,22,7,5
6,23,4,30,0,30,0,30,0,30,22,5,24,6,23,5,24,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,6,22,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,3,5,24,15,15,24,6,4,25,16,13,25,5,4,24,6,26,5,5,24,25,5,13,23,4,25,17,6,24,4,17,7,23,11,14,13,17,6,15,12,15,7,5,15,25,6,4,15,5,7,5,7,24,4,24,5,17,6,23,5,23,5,13,14,5,23,3,25,15,5,24,6,0,30,0,0,30,14,17,9,21,9,20,12,19,10,20,8,30,0,30,0,30,9,19,13,16,15,17,14,13,18,12,16,15,16,12,16,10,19,12,13,0,20,9,13,9,16,15,13,15,13,13,16,12,13,0,16,9,13,8,20,0,30,9,16,16,13,10,18,14,15,12,17,0,30,15,14,5
0,30,0,24,19,10,21,11,20,9,30,0,30,0,30,0,30,26,3,26,3,25,4,30,2,25,4,9,19,9,19,24,4,0,30,9,20,30,0,0,30,0,30,0,30,0,26,2,10,19,30,0,13,14,14,19,11,20,10,14,15,19,11,21,9,8,20,10,22,9,15,14,21,9,18,13,14,15,20,10,20,8,20,11,19,10,18,10,20,10,18,10,19,11,15,12,21,10,14,12,15,11,15,11,20,8,20,9,20,10,19,9,19,9,18,11,15,13,13,15,18,9,20,10,0,30,0,0,30,14,16,6,23,6,23,12,21,7,22,5,30,0,30,0,30,7,22,10,19,12,20,11,13,17,13,15,18,15,13,16,7,21,13,10,0,23,7,10,7,16,18,10,18,10,14,15,13,10,0,16,7,10,5,23,0,30,6,16,19,10,7,17,14,12,12,16,0,30,18,11,5
6,23,4,30,0,30,0,30,0,30,22,5,24,6,23,5,24,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,6,22,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,0,0,30,30,0,30,0,0,30,30,0,30,0,0,30,0,30,0,0,30,30,0,30,30,0,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,0,30,0,0,0,0,0,0,0,30,0,30,0,30,0,30,0,30,0,30,0,0,30,0,30,30,0,30,0,1,27,0,2,28,7,21,5,23,6,25,7,23,5,23,5,27,1,28,1,29,7,24,20,8,20,8,20,7,21,8,22,8,21,8,23,6,23,9,21,2,25,7,22,7,23,9,21,10,21,8,21,9,22,2,23,7,22,5,24,2,27,6,23,9,20,5,21,7,20,7,22,0,28,8,21,3
0,30,0,30,3,24,5,25,4,23,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,24,5,25,4,30,0,0,30,23,5,30,0,0,30,0,30,0,30,0,30,0,25,3,30,0,7,9,20,26,5,27,3,8,21,26,4,28,2,1,27,3,29,2,9,20,28,2,25,19,8,21,27,3,27,1,27,4,26,3,25,3,27,3,25,3,26,4,9,5,28,3,8,5,9,4,9,4,27,1,27,2,27,3,26,2,26,2,25,4,9,19,7,21,25,2,27,3,0,30,0,0,30,10,21,6,25,5,23,8,23,7,24,5,30,0,30,0,30,5,23,17,12,19,13,18,9,22,8,20,11,20,8,20,6,23,8,17,0,23,5,17,5,20,11,17,11,17,9,20,8,17,0,20,5,17,5,24,0,30,5,20,12,17,7,22,10,19,8,21,0,30,11,18,7
16,13,14,30,7,22,9,23,8,21,12,15,14,16,13,15,14,30,0,30,0,30,0,30,0,30,0,21,7,21,7,30,0,16,12,21,8,30,0,0,30,0,30,0,30,0,30,0,22,7,30,0,6,7,21,15,14,25,5,7,22,16,13,26,4,3,25,5,27,4,8,21,26,4,13,20,7,22,17,5,25,3,17,6,24,11,14,13,17,5,15,12,15,6,8,15,26,5,7,15,8,6,8,6,25,3,25,4,17,5,24,4,24,4,13,14,8,20,6,22,15,4,25,5,0,30,0,0,30,12,19,0,30,0,30,10,30,0,30,0,30,0,30,0,30,0,30,10,19,12,20,11,11,20,10,18,18,18,10,18,0,30,10,10,0,30,0,10,0,18,18,10,18,10,11,18,10,10,0,18,0,10,0,30,0,30,0,18,19,10,0,20,12,12,10,19,0,30,18,11,6
9,20,7,30,1,28,3,29,2,27,19,8,21,9,20,8,21,30,0,30,0,30,0,30,0,30,0,27,1,27,1,30,0,9,19,27,2,30,0,0,30,0,30,0,30,0,30,0,28,1,30,0,4,5,23,11,17,22,7,5,24,12,17,23,6,6,22,8,24,6,6,23,24,7,10,22,5,24,12,8,22,6,12,8,22,16,11,18,12,7,12,17,11,8,6,18,23,7,5,18,6,8,6,8,22,6,22,6,12,7,22,6,22,6,10,18,6,22,4,24,12,6,23,8,0,30,0,0,30,19,11,5,24,5,24,17,22,6,23,4,30,0,30,0,30,6,23,7,22,9,23,8,18,12,18,10,21,10,18,11,6,22,18,7,0,24,6,7,6,11,21,7,21,7,19,10,18,7,0,11,6,7,4,24,0,30,5,11,22,7,6,12,19,9,17,11,0,30,21,8,2
0,30,0,19,14,15,16,16,15,14,30,0,30,0,30,0,30,19,9,21,10,19,9,30,9,20,11,14,14,14,14,19,10,0,30,14,15,30,0,0,30,0,30,0,30,0,20,9,15,14,30,0,0,0,30,7,21,30,0,0,30,7,21,30,0,0,30,0,30,0,0,30,30,0,7,30,0,30,7,0,30,0,7,0,30,21,8,23,7,0,9,22,7,0,0,21,30,0,0,21,0,0,0,0,30,0,30,0,7,0,30,0,30,0,7,22,0,30,0,30,9,0,30,0,13,16,11,13,16,17,11,15,13,16,15,17,13,15,13,15,15,12,17,12,17,17,14,10,18,10,18,10,17,11,18,12,18,11,18,13,16,13,19,11,13,15,17,12,17,13,19,11,20,11,18,11,19,12,13,13,17,12,15,14,13,15,16,13,19,10,15,11,17,10,17,12,11,17,18,11,3
0,30,0,25,15,14,17,15,16,13,30,0,30,0,30,0,30,25,3,27,4,25,3,30,3,26,5,13,15,13,15,25,4,0,30,13,16,30,0,0,30,0,30,0,30,0,26,3,14,15,30,0,6,6,22,22,7,30,0,6,22,23,6,30,0,0,30,0,30,0,8,23,30,0,21,22,7,24,23,0,30,0,23,0,30,5,22,7,23,0,23,6,22,0,6,7,30,0,6,7,6,0,6,0,30,0,30,0,23,0,30,0,30,0,21,7,7,22,6,23,23,0,30,0,3,25,3,4,26,5,23,4,24,5,25,5,24,4,24,4,25,3,25,4,27,5,25,23,5,23,5,23,5,23,5,24,5,23,5,24,5,24,7,24,5,26,6,25,5,25,6,23,7,23,5,23,6,24,5,25,6,24,4,25,4,25,5,25,6,23,4,23,5,23,5,24,3,26,5,23,5
11,18,9,30,5,23,5,23,5,23,17,10,19,11,18,10,19,30,0,30,0,30,0,30,0,30,0,24,7,25,6,30,0,11,17,23,6,30,0,0,30,0,30,0,30,0,30,0,24,5,30,0,5,6,22,11,17,18,12,6,23,11,17,19,11,10,18,12,20,11,7,22,19,11,10,21,6,23,12,12,18,10,12,13,17,16,11,18,12,12,12,17,11,13,7,18,19,12,6,18,7,13,7,13,18,10,18,11,12,12,17,11,17,11,10,18,7,21,5,23,12,11,18,12,0,30,0,0,30,24,6,10,19,10,19,22,17,11,18,9,30,0,30,0,30,11,18,2,27,4,28,3,23,7,23,5,26,5,23,6,11,17,23,2,0,19,11,2,11,6,26,2,26,2,24,5,23,2,0,6,11,2,9,19,0,30,10,6,27,2,11,7,24,4,22,6,0,30,26,3,3
4,27,2,17,21,8,23,9,22,7,26,3,28,2,26,2,26,19,10,19,10,18,11,30,9,18,11,7,21,7,21,17,11,3,26,7,22,30,0,0,30,0,30,0,30,0,19,9,8,21,30,0,16,17,13,18,12,21,10,17,14,19,12,22,9,7,20,11,23,8,16,12,21,8,17,12,16,12,19,9,21,7,19,11,19,11,17,11,19,9,17,11,18,11,18,13,21,9,17,13,18,11,18,11,21,7,21,9,19,10,19,9,19,9,17,12,17,12,16,13,17,9,20,9,0,30,0,0,30,15,16,7,22,7,22,13,20,8,21,6,30,0,30,0,30,8,21,10,19,12,20,11,14,17,13,15,18,15,13,15,8,20,13,10,0,22,8,10,8,15,18,10,18,10,14,15,13,10,0,15,8,10,6,22,0,30,7,15,19,10,8,17,15,12,13,16,0,30,18,11,4
0,30,0,28,5,24,7,25,6,23,30,0,30,0,30,0,30,28,0,30,1,28,0,30,0,29,2,23,5,23,5,28,1,0,30,23,6,30,0,0,30,0,30,0,30,0,29,0,24,5,30,0,12,13,15,22,8,23,7,13,16,22,8,24,6,5,23,7,25,6,14,15,24,6,21,14,13,16,23,7,23,5,23,8,22,7,21,7,23,7,21,7,22,8,14,9,24,7,13,9,14,8,14,8,23,5,23,6,23,7,22,6,22,6,21,8,14,14,12,16,21,6,23,7,0,30,0,0,30,10,19,0,30,0,30,8,30,0,30,0,30,0,30,0,30,0,30,5,24,7,25,6,9,20,10,19,23,18,9,20,0,30,10,5,0,30,0,5,0,20,23,5,23,5,10,18,10,5,0,20,0,5,0,30,0,30,0,20,24,5,0,20,10,7,8,20,0,30,23,6,3
5,24,3,30,0,30,0,30,0,30,23,4,25,5,24,4,25,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,5,23,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,7,8,20,18,12,18,11,8,21,18,12,19,10,10,18,11,20,10,9,20,20,11,17,19,8,21,19,12,18,10,18,12,18,11,17,11,19,11,17,11,18,12,9,13,19,11,8,13,9,12,9,12,18,10,18,10,18,11,18,10,18,10,17,12,9,19,7,21,17,10,19,11,0,30,0,0,30,14,15,0,30,0,30,12,30,0,30,0,30,0,30,0,30,0,30,0,29,2,30,1,13,16,14,15,28,14,13,16,0,30,14,0,0,30,0,0,0,16,28,0,28,0,14,14,14,0,0,16,0,0,0,30,0,30,0,16,29,0,0,16,14,2,12,16,0,30,28,1,5
5,24,3,30,6,21,8,22,7,20,23,4,25,5,24,4,25,30,0,30,0,30,0,30,0,30,0,21,8,22,7,30,0,5,23,20,8,30,0,0,30,0,30,0,30,0,30,0,22,6,30,0,6,8,21,13,16,20,9,7,22,13,15,21,8,8,20,9,22,8,8,21,22,9,12,20,7,22,14,10,20,8,13,10,20,14,13,16,14,9,14,15,13,10,8,16,21,9,7,16,8,10,8,10,20,8,20,8,13,9,20,8,20,8,12,16,8,20,6,22,14,8,21,9,0,30,0,0,30,22,9,11,18,11,18,20,16,12,17,10,30,0,30,0,30,12,17,5,24,7,25,6,21,10,20,8,23,8,20,8,12,16,20,5,0,18,12,5,12,8,23,5,23,5,21,8,20,5,0,8,12,5,10,18,0,30,11,8,24,5,12,10,22,7,20,9,0,30,23,6,3
0,30,0,30,3,26,5,27,4,25,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,25,3,25,3,30,0,0,30,25,4,30,0,0,30,0,30,0,30,0,30,0,26,3,30,0,3,5,24,22,9,23,7,4,25,22,8,24,6,5,23,7,25,6,5,24,24,6,21,23,4,25,23,7,23,5,23,8,22,7,21,7,23,7,21,7,22,8,5,9,24,7,4,9,5,8,5,8,23,5,23,6,23,7,22,6,22,6,21,8,5,23,3,25,21,6,23,7,0,30,0,0,30,19,12,5,24,5,24,17,22,6,23,4,30,0,30,0,30,6,23,8,21,10,22,9,18,13,17,11,20,11,17,11,6,22,17,8,0,24,6,8,6,11,20,8,20,8,18,11,17,8,0,11,6,8,4,24,0,30,5,11,21,8,6,13,19,10,17,12,0,30,20,9,3
8,21,6,30,0,30,0,30,0,30,20,7,22,8,21,7,22,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,8,20,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,6,7,21,12,16,22,8,7,22,13,16,23,7,6,22,8,24,7,8,21,23,7,11,20,7,22,14,8,22,6,14,9,21,14,12,16,14,8,13,15,12,9,8,17,23,8,7,17,8,9,8,9,22,6,22,7,14,8,21,7,21,7,11,17,8,20,6,22,13,7,22,8,0,30,0,0,30,15,16,8,22,8,21,13,20,9,21,7,30,0,30,0,30,8,20,10,19,12,20,11,14,17,13,15,18,15,13,15,9,20,13,10,0,21,8,10,8,15,18,10,18,10,14,15,13,10,0,15,8,10,7,21,0,30,8,15,19,10,9,17,15,12,13,16,0,30,18,11,6
0,30,0,25,26,3,28,4,27,2,30,0,30,0,30,0,30,27,2,27,2,26,3,30,1,26,3,2,26,2,26,25,3,0,30,2,27,30,0,0,30,0,30,0,30,0,27,1,3,26,30,0,12,13,15,22,8,24,7,13,16,22,8,25,6,4,23,7,26,5,14,15,24,5,21,14,13,16,23,6,24,4,23,8,22,7,21,7,23,6,21,7,22,8,14,9,24,6,13,9,14,8,14,8,24,4,24,6,23,7,22,6,22,6,21,8,14,14,12,16,21,6,23,6,0,30,0,0,30,13,18,8,22,8,21,11,20,9,21,7,30,0,30,0,30,8,20,14,15,16,16,15,12,19,11,17,14,17,11,17,9,20,11,14,0,21,8,14,8,17,14,14,14,14,12,17,11,14,0,17,8,14,7,21,0,30,8,17,15,14,9,19,13,16,11,18,0,30,14,15,3
0,30,0,30,0,30,0,30,0,30,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,30,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,10,11,17,17,13,17,12,11,18,17,13,18,11,11,17,12,19,11,12,17,19,12,16,16,11,18,18,13,17,11,17,13,17,12,16,12,18,12,16,12,17,13,12,14,18,12,11,14,12,13,12,13,17,11,17,11,17,12,17,11,17,11,16,13,12,16,10,18,16,11,18,12,0,30,0,0,30,13,16,0,30,0,30,10,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,11,18,12,15,30,14,11,17,0,30,12,0,0,30,0,0,0,17,30,0,30,0,13,15,12,0,0,17,0,0,0,30,0,30,0,17,30,0,0,18,13,0,10,17,0,30,30,0,3
14,16,12,30,0,30,0,30,0,30,15,13,17,13,15,13,16,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,14,15,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,0,0,30,15,14,30,0,0,30,16,13,30,0,0,30,0,30,0,0,30,30,0,14,30,0,30,16,0,30,0,16,0,30,12,15,14,16,0,16,13,15,0,0,14,30,0,0,14,0,0,0,0,30,0,30,0,16,0,30,0,30,0,14,14,0,30,0,30,16,0,30,0,0,30,0,0,30,7,21,4,24,5,26,7,24,4,24,4,30,0,30,0,30,6,25,19,9,19,9,19,7,21,9,22,9,21,8,23,5,24,9,20,0,26,6,21,6,23,10,21,11,20,8,21,9,21,0,23,6,21,4,25,0,30,5,23,10,19,4,21,7,19,7,22,0,30,9,20,2
8,21,6,23,7,22,9,23,8,21,20,7,22,8,21,7,22,24,5,25,5,23,5,30,4,24,6,21,7,21,7,23,6,8,20,21,8,30,0,0,30,0,30,0,30,0,24,4,22,7,30,0,11,12,16,17,12,24,6,12,17,18,11,25,5,4,24,6,26,5,13,16,25,5,15,15,12,17,19,6,24,4,19,7,23,9,16,11,19,6,17,10,17,7,13,13,25,6,12,13,13,7,13,7,24,4,24,5,19,6,23,5,23,5,15,12,13,15,11,17,17,5,24,6,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,13,15,15,16,14,0,30,0,30,14,30,0,30,0,30,0,13,0,30,0,14,0,30,15,14,15,13,0,30,0,14,0,30,0,14,0,30,0,30,0,30,16,13,0,30,0,15,0,30,0,30,14,14,2
9,20,7,30,5,20,8,22,6,19,19,8,21,9,20,8,21,30,0,30,0,30,0,30,0,30,0,20,8,22,6,30,0,9,19,20,8,30,0,0,30,0,30,0,30,0,30,0,22,6,30,0,0,0,30,3,28,30,0,0,30,4,27,30,0,0,30,0,30,0,0,30,30,0,2,30,0,30,4,0,30,0,4,0,30,26,2,26,4,0,2,26,3,0,0,28,30,0,0,28,0,0,0,0,30,0,30,0,4,0,30,0,30,0,2,27,0,30,0,30,2,0,30,0,7,22,5,7,22,17,11,13,16,13,16,17,14,14,15,12,21,6,23,6,23,14,15,9,19,9,19,9,17,11,19,12,19,11,18,13,14,14,19,10,7,16,14,11,14,13,20,11,21,10,18,11,19,11,7,13,14,11,12,16,7,21,13,13,20,9,14,11,17,9,17,12,5,23,19,10,2
6,23,4,30,4,25,6,26,5,24,22,5,24,6,23,5,24,30,0,30,0,30,0,30,0,30,0,24,4,24,4,30,0,6,22,24,5,30,0,0,30,0,30,0,30,0,30,0,25,4,30,0,8,9,19,17,12,24,6,9,20,18,11,25,5,4,24,6,26,5,10,19,25,5,15,18,9,20,19,6,24,4,19,7,23,9,16,11,19,6,17,10,17,7,10,13,25,6,9,13,10,7,10,7,24,4,24,5,19,6,23,5,23,5,15,12,10,18,8,20,17,5,24,6,0,30,0,0,30,14,17,0,30,0,30,12,30,0,30,0,30,0,30,0,30,0,30,10,19,12,20,11,13,18,12,16,18,16,12,16,0,30,12,10,0,30,0,10,0,16,18,10,18,10,13,16,12,10,0,16,0,10,0,30,0,30,0,16,19,10,0,18,14,12,12,17,0,30,18,11,6
0,30,0,30,3,24,5,25,4,23,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,24,5,25,4,30,0,0,30,23,5,30,0,0,30,0,30,0,30,0,30,0,25,3,30,0,11,13,16,18,11,22,7,12,17,18,10,23,6,6,22,7,24,6,13,16,24,7,17,15,12,17,19,8,22,6,18,8,22,9,18,11,19,7,19,10,18,8,13,11,23,7,12,11,13,8,13,8,22,6,22,6,18,7,22,6,22,6,17,11,13,15,11,17,19,6,23,7,0,30,0,0,30,13,18,0,30,0,30,11,30,0,30,0,30,0,30,0,30,0,30,10,19,12,20,11,12,19,11,17,18,17,11,17,0,30,11,10,0,30,0,10,0,17,18,10,18,10,12,17,11,10,0,17,0,10,0,30,0,30,0,17,19,10,0,19,13,12,11,18,0,30,18,11,4
0,30,0,30,2,27,4,28,3,26,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,26,2,26,2,30,0,0,30,26,3,30,0,0,30,0,30,0,30,0,30,0,27,2,30,0,8,9,19,22,8,22,7,9,20,22,8,23,6,6,22,7,24,6,10,19,24,7,21,18,9,20,23,8,22,6,22,8,22,7,21,7,23,7,21,7,22,8,10,9,23,7,9,9,10,8,10,8,22,6,22,6,22,7,22,6,22,6,21,8,10,18,8,20,21,6,23,7,0,30,0,0,30,14,15,0,30,0,30,12,30,0,30,0,30,0,30,0,30,0,30,5,24,7,25,6,13,16,14,15,23,14,13,16,0,30,14,5,0,30,0,5,0,16,23,5,23,5,14,14,14,5,0,16,0,5,0,30,0,30,0,16,24,5,0,16,14,7,12,16,0,30,23,6,4
0,30,0,22,23,6,25,7,24,5,30,0,30,0,30,0,30,24,5,24,5,23,6,30,4,23,6,5,23,5,23,22,6,0,30,5,24,30,0,0,30,0,30,0,30,0,24,4,6,23,30,0,13,15,14,20,11,21,9,14,15,20,10,22,8,7,21,9,23,8,15,14,22,8,19,13,14,15,21,9,21,7,21,10,20,9,19,9,21,9,19,9,20,10,15,11,22,9,14,11,15,10,15,10,21,7,21,8,21,9,20,8,20,8,19,10,15,13,13,15,19,8,21,9,0,30,0,0,30,14,17,9,20,9,20,12,18,10,19,8,30,0,30,0,30,10,19,13,16,15,17,14,13,18,12,16,15,16,12,16,10,18,12,13,0,20,10,13,10,16,15,13,15,13,13,16,12,13,0,16,10,13,8,20,0,30,9,16,16,13,10,18,14,15,12,17,0,30,15,14,2
0,30,0,25,19,9,19,9,19,9,30,0,30,0,30,0,30,27,2,27,2,26,3,30,1,26,3,10,21,11,20,25,3,0,30,9,20,30,0,0,30,0,30,0,30,0,27,1,10,19,30,0,11,12,16,18,11,20,10,12,17,18,11,21,9,8,20,10,22,9,13,16,21,9,17,15,12,17,19,10,20,8,19,11,19,10,18,11,19,10,18,10,18,11,13,12,21,10,12,12,13,11,13,11,20,8,20,9,19,10,19,9,19,9,17,11,13,15,11,17,18,9,20,10,0,30,0,0,30,18,13,11,18,11,18,16,16,12,17,10,30,0,30,0,30,12,17,10,19,12,20,11,17,14,16,12,18,12,16,12,12,16,16,10,0,18,12,10,12,12,18,10,18,10,17,12,16,10,0,12,12,10,10,18,0,30,11,12,19,10,12,14,18,12,16,13,0,30,18,11,7
8,21,6,30,0,30,0,30,0,30,20,7,22,8,21,7,22,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,8,20,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,7,9,20,16,15,17,13,8,21,16,14,18,12,11,17,13,19,12,9,20,18,12,15,19,8,21,17,13,17,11,17,14,16,13,15,13,17,13,15,13,16,14,9,15,18,13,8,15,9,14,9,14,17,11,17,12,17,13,16,12,16,12,15,14,9,19,7,21,15,12,17,13,0,30,0,0,30,17,12,0,30,0,30,15,30,0,30,0,30,0,30,0,30,0,30,0,29,2,30,1,16,13,17,12,28,11,16,13,0,30,17,0,0,30,0,0,0,13,28,0,28,0,17,11,17,0,0,13,0,0,0,30,0,30,0,13,29,0,0,13,17,2,15,13,0,30,28,1,4
