@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atLee numeric
@attribute o1atMaa numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute destClass {1,2}

@data
34,70,49,56,71,39,20,21,36,59,53,42,73,22,23,72,36,58,52,42,73,22,23,72,53,22,37,43,23,59,37,22,52,22,23,58,23,22,23,43,23,42,36,22,36,42,2.0
39,76,53,50,69,35,19,15,42,53,56,39,73,22,17,78,42,53,56,38,72,22,17,78,57,23,42,39,17,53,42,23,56,22,17,53,17,23,17,39,17,38,42,22,42,38,1.0
36,78,55,53,75,33,16,15,39,56,59,37,77,18,16,79,39,56,58,36,77,18,16,79,59,18,39,37,16,56,39,18,58,18,16,56,16,18,16,37,16,36,39,18,39,36,2.0
32,75,55,58,72,33,17,18,34,61,59,36,75,20,19,76,34,60,58,36,75,20,19,76,59,20,35,37,19,61,35,20,58,20,19,60,19,20,19,37,19,36,34,20,34,36,2.0
32,69,46,57,67,43,19,22,35,60,49,46,72,24,24,71,35,60,49,46,71,23,24,71,49,24,35,46,24,60,35,24,49,23,24,60,24,24,24,46,24,46,35,23,35,46,2.0
38,77,55,49,69,33,21,16,42,53,59,37,72,24,17,78,42,53,58,36,71,23,17,78,59,24,42,37,17,53,42,24,58,23,17,53,17,24,17,37,17,36,42,23,42,36,1.0
39,67,52,52,69,36,21,24,41,54,55,40,72,23,26,69,41,54,55,39,71,23,26,69,56,24,41,40,26,54,41,24,55,23,26,54,26,24,26,40,26,39,41,23,41,39,1.0
37,74,51,54,74,35,16,15,39,56,56,40,77,19,18,77,39,56,55,39,76,18,18,77,56,19,39,40,18,56,39,19,55,18,18,56,18,19,18,40,18,39,39,18,39,39,1.0
37,72,49,52,72,36,14,19,40,55,54,41,77,19,21,74,40,55,54,41,76,18,21,74,54,19,40,41,21,55,40,19,54,18,21,55,21,19,21,41,21,41,40,18,40,41,2.0
38,66,52,53,68,37,22,25,40,55,55,40,71,25,27,68,40,55,55,40,70,24,27,68,55,25,40,40,27,55,40,25,55,24,27,55,27,25,27,40,27,40,40,24,40,40,2.0
35,68,50,56,70,38,18,23,37,58,53,42,74,21,25,70,37,58,53,41,73,21,25,70,54,22,37,42,25,58,37,22,53,21,25,58,25,22,25,42,25,41,37,21,37,41,1.0
37,71,48,52,64,41,24,20,40,55,51,44,68,28,22,73,40,55,51,44,67,27,22,73,51,28,40,44,22,55,40,28,51,27,22,55,22,28,22,44,22,44,40,27,40,44,2.0
34,77,47,55,74,40,14,14,37,58,51,44,78,18,16,79,37,58,51,44,77,17,16,79,51,18,37,44,16,58,37,18,51,17,16,58,16,18,16,44,16,44,37,17,37,44,1.0
38,67,52,53,68,37,22,24,40,55,55,40,71,25,26,69,40,55,55,40,70,24,26,69,55,25,40,40,26,55,40,25,55,24,26,55,26,25,26,40,26,40,40,24,40,40,1.0
31,74,48,56,75,37,15,17,35,60,53,42,78,18,19,76,35,60,53,42,77,17,19,76,53,18,35,42,19,60,35,18,53,17,19,60,19,18,19,42,19,42,35,17,35,42,1.0
31,74,49,56,78,36,10,17,35,60,54,41,82,14,19,76,35,60,54,41,81,13,19,76,54,14,35,41,19,60,35,14,54,13,19,60,19,14,19,41,19,41,35,13,35,41,1.0
37,68,49,54,66,40,23,23,39,56,52,43,69,26,25,70,39,56,52,43,69,26,25,70,52,26,39,43,25,56,39,26,52,26,25,56,25,26,25,43,25,43,39,26,39,43,1.0
35,72,49,54,75,38,15,17,38,57,53,42,78,18,20,75,38,57,53,42,77,17,20,75,53,18,38,42,20,57,38,18,53,17,20,57,20,18,20,42,20,42,38,17,38,42,2.0
38,68,53,53,68,38,22,23,40,55,55,40,71,25,25,70,40,55,55,40,70,24,25,70,55,25,40,40,25,55,40,25,55,24,25,55,25,25,25,40,25,40,40,24,40,40,1.0
36,67,51,55,74,37,16,24,38,57,54,41,77,18,26,69,38,57,54,40,76,18,26,69,55,19,38,41,26,57,38,19,54,18,26,57,26,19,26,41,26,40,38,18,38,40,2.0
39,66,51,52,65,40,25,25,41,54,53,42,68,28,27,68,41,54,53,42,67,27,27,68,53,28,41,42,27,54,41,28,53,27,27,54,27,28,27,42,27,42,41,27,41,42,2.0
35,71,53,56,72,35,18,20,37,58,56,39,75,20,22,73,37,58,56,38,74,20,22,73,57,21,37,39,22,58,37,21,56,20,22,58,22,21,22,39,22,38,37,20,37,38,1.0
26,73,43,63,78,43,12,18,29,66,47,48,81,14,20,75,29,66,47,47,80,14,20,75,48,15,29,48,20,66,29,15,47,14,20,66,20,15,20,48,20,47,29,14,29,47,1.0
39,80,58,50,74,30,16,13,42,53,61,34,77,18,14,81,42,53,61,33,76,18,14,81,62,19,42,34,14,53,42,19,61,18,14,53,14,19,14,34,14,33,42,18,42,33,2.0
30,71,55,61,72,34,18,20,32,63,58,37,75,21,22,73,32,63,58,37,74,20,22,73,58,21,32,37,22,63,32,21,58,20,22,63,22,21,22,37,22,37,32,20,32,37,2.0
35,74,51,54,74,37,16,13,38,57,55,41,77,19,17,78,38,57,54,40,76,18,17,78,55,19,38,41,17,57,38,19,54,18,17,57,17,19,17,41,17,40,38,18,38,40,1.0
39,72,52,52,70,39,20,19,41,54,54,41,73,23,21,74,41,54,54,41,72,22,21,74,54,23,41,41,21,54,41,23,54,22,21,54,21,23,21,41,21,41,41,22,41,41,2.0
38,67,54,53,68,37,22,24,40,55,56,39,71,25,26,69,40,55,56,39,70,24,26,69,56,25,40,39,26,55,40,25,56,24,26,55,26,25,26,39,26,39,40,24,40,39,1.0
37,67,50,54,70,41,20,24,39,56,52,43,73,23,26,69,39,56,52,43,72,22,26,69,52,23,39,43,26,56,39,23,52,22,26,56,26,23,26,43,26,43,39,22,39,43,1.0
35,75,46,54,69,41,17,16,38,57,50,45,74,22,18,77,38,57,50,45,73,21,18,77,50,22,38,45,18,57,38,22,50,21,18,57,18,22,18,45,18,45,38,21,38,45,2.0
27,72,44,62,78,43,12,19,30,65,48,47,81,15,21,74,30,65,48,47,80,14,21,74,48,15,30,47,21,65,30,15,48,14,21,65,21,15,21,47,21,47,30,14,30,47,2.0
33,74,50,56,73,37,15,15,36,59,54,41,77,19,18,77,36,59,54,41,76,18,18,77,54,19,36,41,18,59,36,19,54,18,18,59,18,19,18,41,18,41,36,18,36,41,1.0
38,67,49,53,68,42,22,24,40,55,51,44,71,25,26,69,40,55,51,44,70,24,26,69,51,25,40,44,26,55,40,25,51,24,26,55,26,25,26,44,26,44,40,24,40,44,1.0
40,64,54,51,71,35,19,25,42,53,57,38,74,22,28,67,42,53,57,38,73,21,28,67,57,22,42,38,28,53,42,22,57,21,28,53,28,22,28,38,28,38,42,21,42,38,1.0
35,71,48,54,63,41,25,20,38,57,51,44,67,29,22,73,38,57,51,44,66,28,22,73,51,29,38,44,22,57,38,29,51,28,22,57,22,29,22,44,22,44,38,28,38,44,2.0
36,73,54,53,71,35,17,16,39,56,57,38,75,21,19,76,39,56,57,38,74,20,19,76,57,21,39,38,19,56,39,21,57,20,19,56,19,21,19,38,19,38,39,20,39,38,2.0
36,69,49,55,68,40,22,22,38,57,52,43,71,25,24,71,38,57,52,43,70,24,24,71,52,25,38,43,24,57,38,25,52,24,24,57,24,25,24,43,24,43,38,24,38,43,1.0
38,75,54,51,69,34,19,16,41,54,57,38,73,22,18,77,41,54,57,37,72,22,18,77,58,23,41,38,18,54,41,23,57,22,18,54,18,23,18,38,18,37,41,22,41,37,1.0
41,76,54,50,69,37,21,15,43,52,56,39,72,24,17,78,43,52,56,39,71,23,17,78,56,24,43,39,17,52,43,24,56,23,17,52,17,24,17,39,17,39,43,23,43,39,1.0
37,78,57,52,73,31,17,15,40,55,60,35,76,19,16,79,40,55,60,34,75,19,16,79,61,20,40,35,16,55,40,20,60,19,16,55,16,20,16,35,16,34,40,19,40,34,2.0
36,69,55,53,73,34,18,20,39,56,58,37,75,20,23,72,39,56,58,37,75,20,23,72,58,20,39,37,23,56,39,20,58,20,23,56,23,20,23,37,23,37,39,20,39,37,1.0
37,77,56,50,71,32,20,16,41,54,60,36,73,22,17,78,41,54,59,35,73,22,17,78,60,22,41,36,17,54,41,22,59,22,17,54,17,22,17,36,17,35,41,22,41,35,1.0
39,73,53,52,73,35,15,18,41,54,56,39,77,18,20,75,41,54,56,38,76,18,20,75,57,19,41,39,20,54,41,19,56,18,20,54,20,19,20,39,20,38,41,18,41,38,2.0
37,65,50,53,67,39,20,24,40,56,53,42,71,24,27,68,39,55,53,42,71,24,27,68,53,24,40,42,27,56,40,24,53,24,27,55,27,24,27,42,27,42,39,24,39,42,1.0
38,74,54,51,75,35,16,17,41,54,57,38,77,18,19,76,41,54,57,38,77,18,19,76,57,18,41,38,19,54,41,18,57,18,19,54,19,18,19,38,19,38,41,18,41,38,1.0
25,72,42,64,78,44,12,19,28,67,46,49,81,14,21,74,28,67,46,48,80,14,21,74,47,15,28,49,21,67,28,15,46,14,21,67,21,15,21,49,21,48,28,14,28,48,2.0
40,75,56,49,68,32,20,16,43,52,59,36,72,23,18,77,43,52,59,35,71,23,18,77,60,24,43,36,18,52,43,24,59,23,18,52,18,24,18,36,18,35,43,23,43,35,1.0
32,75,51,58,71,37,18,18,35,61,55,41,74,21,19,76,34,60,54,40,74,21,19,76,55,21,35,41,19,61,35,21,54,21,19,60,19,21,19,41,19,40,34,21,34,40,1.0
35,75,52,55,73,37,18,15,38,58,55,40,75,20,18,78,37,57,55,40,75,20,17,77,55,20,38,40,18,58,38,20,55,20,17,57,18,20,18,40,17,40,37,20,37,40,2.0
34,70,47,55,70,42,16,21,37,58,50,45,75,21,23,72,37,58,50,45,74,20,23,72,50,21,37,45,23,58,37,21,50,20,23,58,23,21,23,45,23,45,37,20,37,45,2.0
34,75,56,54,73,32,17,16,37,58,60,35,76,20,18,77,37,57,59,35,75,19,18,77,60,20,38,36,18,58,38,20,59,19,18,57,18,20,18,36,18,35,37,19,37,35,1.0
36,70,47,53,64,41,22,21,39,56,50,45,69,26,23,72,39,56,50,44,68,26,23,72,51,27,39,45,23,56,39,27,50,26,23,56,23,27,23,45,23,44,39,26,39,44,2.0
32,71,53,56,70,37,19,20,36,60,56,40,73,22,22,73,35,59,55,39,73,22,22,73,56,22,36,40,22,60,36,22,55,22,22,59,22,22,22,40,22,39,35,22,35,39,2.0
36,70,50,53,66,39,20,21,39,56,53,42,71,25,23,72,39,56,53,42,70,24,23,72,53,25,39,42,23,56,39,25,53,24,23,56,23,25,23,42,23,42,39,24,39,42,2.0
33,70,54,56,72,34,16,21,36,59,57,38,76,19,23,72,36,59,57,37,75,19,23,72,58,20,36,38,23,59,36,20,57,19,23,59,23,20,23,38,23,37,36,19,36,37,1.0
34,69,56,57,71,32,19,22,36,59,59,36,74,21,24,71,36,59,59,35,73,21,24,71,60,22,36,36,24,59,36,22,59,21,24,59,24,22,24,36,24,35,36,21,36,35,1.0
42,65,54,49,69,37,21,26,44,51,56,39,72,24,28,67,44,51,56,39,71,23,28,67,56,24,44,39,28,51,44,24,56,23,28,51,28,24,28,39,28,39,44,23,44,39,2.0
39,68,55,52,72,33,18,17,41,54,58,37,75,20,22,73,41,54,58,36,74,20,22,73,59,21,41,37,22,54,41,21,58,20,22,54,22,21,22,37,22,36,41,20,41,36,2.0
36,65,46,55,72,41,18,26,38,57,50,45,75,21,28,67,38,57,50,45,74,20,28,67,50,21,38,45,28,57,38,21,50,20,28,57,28,21,28,45,28,45,38,20,38,45,1.0
39,62,54,52,74,35,16,21,41,54,57,38,77,19,27,68,41,54,57,38,76,18,27,68,57,19,41,38,27,54,41,19,57,18,27,54,27,19,27,38,27,38,41,18,41,38,1.0
38,68,53,51,66,36,22,21,40,53,55,38,70,25,23,71,41,54,55,39,69,24,24,71,56,25,40,38,23,54,41,25,56,25,24,54,24,26,23,39,24,39,41,25,41,39,2.0
32,72,54,58,70,34,21,19,35,61,58,38,72,23,21,74,34,60,57,37,72,23,21,74,58,23,35,38,21,61,35,23,57,23,21,60,21,23,21,38,21,37,34,23,34,37,2.0
36,71,53,55,70,35,20,20,38,57,56,39,73,22,22,73,38,57,56,38,72,22,22,73,57,23,38,39,22,57,38,23,56,22,22,57,22,23,22,39,22,38,38,22,38,38,2.0
38,67,54,53,67,37,23,24,40,55,56,39,70,26,26,69,40,55,56,39,69,25,26,69,56,26,40,39,26,55,40,26,56,25,26,55,26,26,26,39,26,39,40,25,40,39,1.0
40,64,50,50,69,41,20,25,43,53,52,43,72,23,28,67,42,52,52,43,72,23,28,67,52,23,43,43,28,53,43,23,52,23,28,52,28,23,28,43,28,43,42,23,42,43,1.0
33,77,55,55,71,35,20,16,37,59,58,38,73,22,17,78,36,58,57,37,73,22,17,78,58,22,37,38,17,59,37,22,57,22,17,58,17,22,17,38,17,37,36,22,36,37,2.0
35,69,49,54,64,39,24,22,38,57,53,43,68,28,24,71,38,57,52,42,67,27,24,71,53,28,38,43,24,57,38,28,52,27,24,57,24,28,24,43,24,42,38,27,38,42,2.0
37,74,57,54,68,34,22,17,39,56,59,36,71,25,19,76,39,56,59,36,70,24,19,76,59,25,39,36,19,56,39,25,59,24,19,56,19,25,19,36,19,36,39,24,39,36,1.0
33,71,51,58,73,37,17,20,35,60,54,41,76,19,22,73,35,60,54,40,75,19,22,73,55,20,35,41,22,60,35,20,54,19,22,60,22,20,22,41,22,40,35,19,35,40,1.0
35,70,48,54,67,41,23,21,38,57,51,44,70,26,23,72,38,57,51,44,69,25,23,72,51,26,38,44,23,57,38,26,51,25,23,57,23,26,23,44,23,44,38,25,38,44,2.0
32,75,57,58,70,33,21,18,35,61,60,36,72,23,19,76,34,60,59,35,72,23,19,76,60,23,35,36,19,61,35,23,59,23,19,60,19,23,19,36,19,35,34,23,34,35,2.0
40,66,50,50,68,41,21,24,43,52,52,43,71,24,26,69,42,52,52,43,71,24,26,68,52,24,43,43,27,53,43,24,52,24,26,52,27,24,27,43,26,43,42,24,42,43,1.0
35,69,49,54,64,39,26,22,38,57,53,43,67,29,24,71,38,57,52,42,66,28,24,71,53,29,38,43,24,57,38,29,52,28,24,57,24,29,24,43,24,42,38,28,38,42,2.0
38,67,50,52,70,41,19,23,41,54,52,43,73,22,25,70,40,54,52,43,73,22,25,69,52,22,41,43,26,55,41,22,52,22,25,54,26,22,26,43,25,43,40,22,40,43,2.0
36,67,51,53,70,38,19,22,39,56,54,41,73,22,25,70,39,56,54,41,73,22,25,70,54,22,39,41,25,56,39,22,54,22,25,56,25,22,25,41,25,41,39,22,39,41,2.0
30,77,55,59,72,33,19,16,33,62,59,37,74,21,17,78,33,62,58,36,74,21,17,78,59,21,33,37,17,62,33,21,58,21,17,62,17,21,17,37,17,36,33,21,33,36,1.0
39,66,52,52,67,39,23,25,41,54,54,41,70,26,27,68,41,54,54,41,69,25,27,68,54,26,41,41,27,54,41,26,54,25,27,54,27,26,27,41,27,41,41,25,41,41,2.0
36,76,49,53,72,38,16,15,39,56,53,42,76,20,17,78,39,56,53,42,75,19,17,78,53,20,39,42,17,56,39,20,53,19,17,56,17,20,17,42,17,42,39,19,39,42,1.0
35,70,52,56,68,36,18,21,37,58,55,40,73,22,23,72,37,58,55,39,72,22,23,72,56,23,37,40,23,58,37,23,55,22,23,58,23,23,23,40,23,39,37,22,37,39,2.0
32,74,54,58,72,34,18,17,34,61,58,37,75,21,19,76,34,60,57,37,74,20,19,76,58,21,35,38,19,61,35,21,57,20,19,60,19,21,19,38,19,37,34,20,34,37,1.0
33,75,55,57,69,33,22,16,36,60,59,37,71,24,18,77,35,59,58,36,71,24,18,77,59,24,36,37,18,60,36,24,58,24,18,59,18,24,18,37,18,36,35,24,35,36,2.0
37,68,53,52,71,36,18,21,40,55,56,39,74,21,24,71,40,55,56,39,74,21,24,71,56,21,40,39,24,55,40,21,56,21,24,55,24,21,24,39,24,39,40,21,40,39,2.0
36,69,52,55,73,36,15,20,38,57,55,40,77,18,23,72,38,57,55,39,76,18,23,72,56,19,38,40,23,57,38,19,55,18,23,57,23,19,23,40,23,39,38,18,38,39,2.0
38,66,54,53,67,37,23,25,40,55,56,39,70,26,27,68,40,55,56,39,69,25,27,68,56,26,40,39,27,55,40,26,56,25,27,55,27,26,27,39,27,39,40,25,40,39,2.0
37,76,55,50,70,33,20,17,41,54,59,37,73,23,18,77,41,54,58,36,72,22,18,77,59,23,41,37,18,54,41,23,58,22,18,54,18,23,18,37,18,36,41,22,41,36,2.0
36,71,47,53,65,42,21,20,39,56,50,45,70,26,22,73,39,56,50,45,69,25,22,73,50,26,39,45,22,56,39,26,50,25,22,56,22,26,22,45,22,45,39,25,39,45,2.0
33,76,51,56,75,35,15,17,36,59,56,40,78,18,18,77,35,59,55,38,77,17,18,77,56,18,36,40,18,59,36,18,55,17,18,59,18,18,18,40,18,39,36,17,36,39,1.0
30,73,49,59,70,38,16,18,33,62,53,42,75,21,20,75,33,62,53,42,74,20,20,75,53,21,33,42,20,62,33,21,53,20,20,62,20,21,20,42,20,42,33,20,33,42,2.0
37,78,54,50,70,34,18,15,41,54,57,38,74,21,16,79,41,54,57,37,73,21,16,79,58,22,41,38,16,54,41,22,57,21,16,54,16,22,16,38,16,37,41,21,41,37,1.0
39,79,54,48,70,34,18,14,43,52,57,38,74,21,15,80,43,52,57,37,73,21,15,80,58,22,43,38,15,52,43,22,57,21,15,52,15,22,15,38,15,37,43,21,43,37,1.0
31,72,54,61,71,34,18,19,33,63,58,38,74,21,21,74,32,62,57,37,74,21,21,74,58,21,33,38,21,63,33,21,57,21,21,62,21,21,21,38,21,37,32,21,32,37,1.0
39,64,49,51,69,41,22,27,41,54,52,43,71,24,29,66,41,53,51,43,71,24,29,66,52,24,42,44,29,54,42,24,51,24,29,53,29,24,29,44,29,43,41,24,41,43,1.0
36,67,49,55,67,40,23,24,38,57,52,43,70,26,26,69,38,57,52,43,69,25,26,69,52,26,38,43,26,57,38,26,52,25,26,57,26,26,26,43,26,43,38,25,38,43,1.0
40,67,52,51,67,39,23,24,42,53,54,41,70,26,26,69,42,53,54,41,69,25,26,69,54,26,42,41,26,53,42,26,54,25,26,53,26,26,26,41,26,41,42,25,42,41,2.0
38,68,54,53,69,37,21,23,40,55,56,39,72,24,25,70,40,55,56,39,71,23,25,70,56,24,40,39,25,55,40,24,56,23,25,55,25,24,25,39,25,39,40,23,40,39,1.0
30,73,53,58,69,37,19,20,34,62,56,40,73,23,21,74,33,61,55,39,72,22,21,74,56,23,34,40,21,62,34,23,55,22,21,61,21,23,21,40,21,39,33,22,33,39,1.0
34,76,53,56,72,35,17,16,36,59,57,38,75,20,18,78,36,58,56,38,75,20,17,77,57,20,37,39,18,59,37,20,56,20,17,58,18,20,18,39,17,38,36,20,36,38,2.0
39,66,53,52,68,38,22,25,41,54,55,40,71,25,27,68,41,54,55,40,70,24,27,68,55,25,41,40,27,54,41,25,55,24,27,54,27,25,27,40,27,40,41,24,41,40,2.0
38,66,50,53,69,41,21,25,40,55,52,43,72,24,27,68,40,55,52,43,71,23,27,68,52,24,40,43,27,55,40,24,52,23,27,55,27,24,27,43,27,43,40,23,40,43,2.0
38,66,52,53,69,37,21,25,40,55,55,40,72,24,27,68,40,55,55,40,71,23,27,68,55,24,40,40,27,55,40,24,55,23,27,55,27,24,27,40,27,40,40,23,40,40,1.0
35,70,48,54,68,41,22,21,38,57,51,44,71,25,23,72,38,57,51,44,70,24,23,72,51,25,38,44,23,57,38,25,51,24,23,57,23,25,23,44,23,44,38,24,38,44,2.0
39,67,52,52,67,39,23,24,41,54,54,41,70,26,26,69,41,54,54,41,69,25,26,69,54,26,41,41,26,54,41,26,54,25,26,54,26,26,26,41,26,41,41,25,41,41,1.0
35,70,50,56,72,38,16,21,37,58,54,42,76,20,23,72,37,58,53,41,75,19,23,72,54,20,37,42,23,58,37,20,53,19,23,58,23,20,23,42,23,41,37,19,37,41,2.0
35,67,51,54,75,36,15,22,38,57,55,40,78,18,25,70,38,57,55,40,77,17,25,70,55,18,38,40,25,57,38,18,55,17,25,57,25,18,25,40,25,40,38,17,38,40,1.0
32,76,54,56,75,34,16,17,36,60,58,38,77,18,18,77,35,59,57,37,77,18,18,77,58,18,36,38,18,60,36,18,57,18,18,59,18,18,18,38,18,37,35,18,35,37,1.0
32,73,54,58,71,34,20,18,35,61,58,38,73,22,20,75,34,60,57,37,73,22,20,75,58,22,35,38,20,61,35,22,57,22,20,60,20,22,20,38,20,37,34,22,34,37,2.0
25,72,47,62,75,38,15,19,29,66,52,43,78,18,21,74,29,66,52,43,77,17,21,74,52,18,29,43,21,66,29,18,52,17,21,66,21,18,21,43,21,43,29,17,29,43,2.0
34,71,52,55,70,39,18,20,37,58,54,41,74,22,22,73,37,58,54,41,73,21,22,73,54,22,37,41,22,58,37,22,54,21,22,58,22,22,22,41,22,41,37,21,37,41,2.0
35,69,54,56,71,34,19,22,37,58,57,38,74,21,24,71,37,58,57,37,73,21,24,71,58,22,37,38,24,58,37,22,57,21,24,58,24,22,24,38,24,37,37,21,37,37,1.0
37,69,55,52,74,34,17,20,40,55,58,37,76,19,23,72,40,55,58,37,76,19,23,72,58,19,40,37,23,55,40,19,58,19,23,55,23,19,23,37,23,37,40,19,40,37,1.0
40,65,52,51,66,39,24,26,42,53,54,41,69,27,28,67,42,53,54,41,68,26,28,67,54,27,42,41,28,53,42,27,54,26,28,53,28,27,28,41,28,41,42,26,42,41,2.0
32,77,52,54,75,36,16,16,37,59,56,40,77,18,17,78,36,58,55,39,77,18,17,78,56,18,37,40,17,59,37,18,55,18,17,58,17,18,17,40,17,39,36,18,36,39,1.0
40,70,55,50,72,34,19,20,43,53,58,37,74,21,23,73,42,52,58,37,74,21,22,72,58,21,43,37,23,53,43,21,58,21,22,52,23,21,23,37,22,37,42,21,42,37,1.0
37,78,56,50,70,32,18,15,41,54,59,36,74,21,16,79,41,54,59,35,73,21,16,79,60,22,41,36,16,54,41,22,59,21,16,54,16,22,16,36,16,35,41,21,41,35,2.0
37,76,60,52,72,31,18,15,40,55,62,33,75,21,17,78,40,55,62,33,74,20,17,78,62,21,40,33,17,55,40,21,62,20,17,55,17,21,17,33,17,33,40,20,40,33,1.0
38,68,50,51,69,39,18,21,41,54,53,42,73,22,24,71,41,54,53,42,73,22,24,71,53,22,41,42,24,54,41,22,53,22,24,54,24,22,24,42,24,42,41,22,41,42,2.0
34,69,47,55,69,42,17,22,37,58,50,45,74,22,24,71,37,58,50,45,73,21,24,71,50,22,37,45,24,58,37,22,50,21,24,58,24,22,24,45,24,45,37,21,37,45,2.0
40,65,52,51,69,39,21,26,42,53,54,41,72,24,28,67,42,53,54,41,71,23,28,67,54,24,42,41,28,53,42,24,54,23,28,53,28,24,28,41,28,41,42,23,42,41,1.0
36,68,55,53,68,36,22,23,39,56,57,38,71,25,25,70,39,56,57,38,70,24,25,70,57,25,39,38,25,56,39,25,57,24,25,56,25,25,25,38,25,38,39,24,39,38,1.0
37,79,55,50,70,33,18,14,41,54,58,37,74,21,15,80,41,54,58,36,73,21,15,80,59,22,41,37,15,54,41,22,58,21,15,54,15,22,15,37,15,36,41,21,41,36,1.0
42,66,55,49,67,36,23,25,44,51,57,38,70,26,27,68,44,51,57,38,69,25,27,68,57,26,44,38,27,51,44,26,57,25,27,51,27,26,27,38,27,38,44,25,44,38,2.0
38,75,57,51,68,31,20,16,41,54,59,35,72,22,18,77,41,54,60,34,71,23,18,77,61,24,41,35,18,54,41,24,60,23,18,54,18,24,18,35,18,34,41,23,41,34,1.0
37,67,52,52,69,37,20,22,40,55,55,40,72,23,25,70,40,55,55,40,72,23,25,70,55,23,40,40,25,55,40,23,55,23,25,55,25,23,25,40,25,40,40,23,40,40,2.0
36,70,53,53,72,38,16,21,39,56,55,40,76,20,23,72,39,56,55,40,75,19,23,72,55,20,39,40,23,56,39,20,55,19,23,56,23,20,23,40,23,40,39,19,39,40,2.0
31,75,53,59,71,33,20,16,34,62,58,38,73,22,18,77,33,61,57,37,73,22,18,77,58,22,34,38,18,62,34,22,57,22,18,61,18,22,18,38,18,37,33,22,33,37,2.0
34,77,55,53,71,33,19,16,38,57,59,37,74,22,17,78,38,57,58,36,73,21,17,78,59,22,38,37,17,57,38,22,58,21,17,57,17,22,17,37,17,36,38,21,38,36,2.0
36,70,55,55,71,33,19,21,38,57,58,37,74,21,23,72,38,57,58,36,73,21,23,72,59,22,38,37,23,57,38,22,58,21,23,57,23,22,23,37,23,36,38,21,38,36,2.0
32,71,48,57,72,43,16,20,35,60,50,45,76,20,22,73,35,60,50,45,75,19,22,73,50,20,35,45,22,60,35,20,50,19,22,60,22,20,22,45,22,45,35,19,35,45,1.0
32,73,54,60,71,34,16,18,34,62,58,38,75,20,20,75,33,61,57,37,75,20,20,75,58,20,34,38,20,62,34,20,57,20,20,61,20,20,20,38,20,37,33,20,33,37,2.0
37,78,55,50,71,33,19,15,41,54,59,37,74,22,16,79,41,54,58,36,73,21,16,79,59,22,41,37,16,54,41,22,58,21,16,54,16,22,16,37,16,36,41,21,41,36,2.0
40,70,55,49,72,34,18,19,43,52,58,37,75,21,22,73,43,52,58,37,74,20,22,73,58,21,43,37,22,52,43,21,58,20,22,52,22,21,22,37,22,37,43,20,43,37,1.0
37,66,52,54,68,37,22,25,39,56,55,40,71,25,27,68,39,56,55,40,70,24,27,68,55,25,39,40,27,56,39,25,55,24,27,56,27,25,27,40,27,40,39,24,39,40,1.0
37,66,50,54,68,39,22,25,39,56,53,42,71,25,27,68,39,56,53,42,70,24,27,68,53,25,39,42,27,56,39,25,53,24,27,56,27,25,27,42,27,42,39,24,39,42,1.0
31,74,50,58,69,39,19,19,34,61,53,42,73,23,20,75,34,61,53,42,72,22,20,75,53,23,34,42,20,61,34,23,53,22,20,61,20,23,20,42,20,42,34,22,34,42,1.0
39,78,54,48,69,34,19,15,43,52,57,38,73,22,16,79,43,52,57,37,72,22,16,79,58,23,43,38,16,52,43,23,57,22,16,52,16,23,16,38,16,37,43,22,43,37,1.0
42,76,55,47,72,33,18,15,45,50,59,37,75,21,17,78,45,50,58,36,74,20,17,78,59,21,45,37,17,50,45,21,58,20,17,50,17,21,17,37,17,36,45,20,45,36,1.0
37,75,55,54,71,33,19,16,39,56,58,37,74,21,18,77,39,56,58,36,73,21,18,77,59,22,39,37,18,56,39,22,58,21,18,56,18,22,18,37,18,36,39,21,39,36,2.0
35,71,53,53,71,36,20,20,39,57,56,39,73,22,22,73,38,56,56,39,73,22,22,73,56,22,39,39,22,57,39,22,56,22,22,56,22,22,22,39,22,39,38,22,38,39,1.0
31,77,54,59,74,32,17,16,34,62,59,37,76,19,17,78,33,61,58,36,76,19,17,78,59,19,34,37,17,62,34,19,58,19,17,61,17,19,17,37,17,36,33,19,33,36,1.0
