@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atLeee numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMbad numeric
@attribute o1atLbad numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMceb numeric
@attribute o1atLceb numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMbec numeric
@attribute o1atLbec numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMdea numeric
@attribute o1atLdea numeric
@attribute o1atMeab numeric
@attribute o1atLeab numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute destClass {1.0,-1.0}

@data
0,0,38,53,4,56,0,0,2,0,41,51,37,0,94,0,42,50,39,49,39,0,41,0,93,0,0,4,91,1,1,35,57,34,49,34,48,93,53,34,51,34,89,4,86,31,53,35,49,37,50,37,0,40,49,37,48,41,50,41,57,1,49,41,52,1,53,4,50,3,0,94,52,37,52,33,49,36,50,4,51,34,87,1,51,1,57,4,54,32,53,1,0,1,0,36,0,4,90,0,0,37,0,42,0,4,0,34,0,38,49,3,51,37,52,0,0,93,0,37,51,2,0,39,1,4,0,38,0,37,0,3,1,1,54,0,52,4,0,94,0,93,51,2,53,0,57,1,88,0,0,1,0,3,0,41,51,36,53,2,49,3,91,0,53,1,50,36,0,4,54,4,51,4,50,2,0,37,56,0,0,3,0,3,0,37,1,1,0,37,1.0
28,30,58,33,6,34,6,31,7,29,61,30,57,28,62,29,59,29,57,29,57,29,59,28,61,5,31,8,87,6,31,57,33,56,31,56,28,57,31,56,31,56,86,6,84,55,32,56,30,56,30,56,29,59,29,57,28,57,29,57,35,6,29,57,32,6,33,6,30,6,28,59,31,56,33,56,31,56,31,6,32,56,84,7,32,6,35,6,34,55,33,6,32,7,31,58,31,7,86,6,30,59,29,62,32,7,31,57,31,58,31,7,30,57,31,6,28,59,30,56,31,6,29,59,33,7,30,60,30,58,30,7,33,6,34,6,32,6,28,61,28,57,30,7,32,6,33,7,85,6,32,6,30,7,29,57,30,57,33,7,29,7,87,5,31,7,29,57,31,6,35,6,32,6,29,7,29,58,34,6,31,7,30,6,30,56,31,7,29,58,1.0
14,17,15,21,13,78,12,17,13,15,73,76,69,15,76,17,72,19,70,18,70,16,72,15,75,11,17,14,81,12,18,14,77,14,19,13,16,71,20,14,20,13,80,12,78,13,77,14,18,13,18,15,18,71,18,14,16,71,18,70,79,12,17,70,20,12,78,13,18,12,15,73,20,15,77,13,19,13,19,13,77,13,78,13,20,12,79,13,78,13,21,12,18,13,17,14,18,13,80,12,16,15,16,74,19,13,17,14,18,15,19,13,19,69,20,12,15,73,17,15,19,12,16,71,19,13,16,16,17,14,17,13,19,12,78,12,21,13,14,75,16,71,76,13,77,12,77,13,79,12,18,12,16,13,17,70,76,14,77,13,18,13,81,11,20,13,19,14,18,13,79,12,20,13,19,13,16,15,78,12,17,13,17,12,17,13,18,13,18,14,1.0
0,0,41,53,3,53,0,0,0,0,41,49,37,0,94,0,42,49,39,48,39,0,41,0,93,0,0,3,92,0,1,39,54,37,48,38,48,93,53,38,49,36,90,3,87,36,51,37,48,40,50,40,0,40,48,39,48,41,49,41,54,0,48,41,52,0,51,3,50,2,0,94,51,39,49,36,48,38,50,3,49,36,89,0,50,0,54,3,51,36,53,0,0,0,0,38,0,3,91,0,0,40,0,42,0,3,0,38,0,40,50,2,49,37,51,0,0,93,0,40,50,0,0,39,1,3,0,41,0,40,0,2,1,0,51,0,51,3,0,94,0,93,49,0,51,0,54,0,89,0,0,0,0,2,0,41,49,37,51,0,48,2,92,0,53,0,49,38,0,3,51,3,50,3,49,0,0,39,53,0,0,2,0,2,0,40,1,0,0,39,1.0
0,1,54,39,7,40,6,0,7,0,54,36,50,0,94,1,55,36,52,35,52,0,54,0,93,6,0,9,86,6,1,51,38,50,37,51,35,93,37,51,37,49,85,6,83,49,37,50,36,53,36,54,1,52,35,52,35,54,36,55,41,6,35,54,39,7,39,6,37,8,1,94,37,52,38,49,36,51,38,9,37,49,83,6,38,7,40,6,38,49,40,7,0,7,0,51,1,9,85,6,0,53,0,55,1,7,0,51,1,52,37,7,36,50,38,6,0,93,0,54,37,7,0,52,1,7,0,54,0,53,0,8,1,7,39,6,39,7,0,94,0,93,36,6,38,6,38,6,84,6,0,7,0,8,0,55,36,50,38,6,35,7,86,6,37,7,36,51,0,9,40,6,38,6,36,7,0,52,39,6,0,7,0,8,0,53,1,7,1,51,1.0
31,35,55,38,0,38,0,34,0,32,56,34,52,33,59,33,56,33,54,34,52,32,54,31,58,0,34,1,94,0,35,53,38,51,37,52,33,54,37,53,35,52,94,0,93,51,36,51,35,52,35,53,33,54,34,52,33,54,33,54,39,0,34,52,37,0,37,0,35,0,33,56,35,53,38,52,36,52,36,0,36,52,93,0,37,0,39,0,38,51,38,0,35,0,34,54,36,0,93,0,33,55,33,57,36,0,35,53,35,53,37,0,34,52,35,0,31,56,33,53,36,0,32,54,36,0,33,56,33,54,33,0,36,0,38,0,36,0,31,58,33,54,34,0,36,0,38,0,93,0,35,0,33,0,33,54,34,52,38,0,34,0,94,0,37,0,33,54,34,0,39,0,37,0,33,0,32,53,38,0,35,0,35,0,35,52,35,0,33,54,1.0
2,5,49,45,1,45,0,5,0,3,49,42,47,3,89,5,50,42,48,42,48,5,49,3,88,0,3,1,94,0,6,47,46,45,44,46,42,85,45,46,43,46,94,1,93,44,43,46,43,48,43,48,5,49,42,47,42,49,42,49,46,0,42,49,44,0,43,1,43,0,5,87,43,47,45,45,43,47,43,1,43,46,93,0,44,0,46,1,45,45,45,0,5,0,5,47,5,1,93,0,3,48,3,50,5,1,5,46,5,48,44,0,42,47,43,0,5,86,5,48,43,0,5,48,6,1,3,49,5,48,5,0,6,0,45,0,43,1,3,89,5,86,42,0,43,0,46,0,93,0,5,0,3,0,5,49,42,46,45,0,42,0,94,0,45,0,42,47,5,1,45,1,43,1,42,0,5,47,45,0,5,0,5,0,5,48,6,0,5,48,1.0
0,0,42,51,3,52,0,0,1,0,43,48,39,0,94,0,44,48,41,46,41,0,43,0,93,0,0,3,92,0,1,40,53,39,47,39,46,93,51,39,49,37,90,3,87,37,50,39,47,41,48,41,0,42,46,41,46,43,48,43,53,0,46,43,50,0,50,3,48,2,0,94,50,41,49,37,47,39,48,3,49,37,89,1,49,1,53,3,51,37,51,0,0,1,0,39,0,3,91,0,0,41,0,44,0,3,0,39,0,42,48,2,48,39,50,0,0,93,0,41,48,1,0,41,1,3,0,42,0,41,0,2,1,0,51,0,50,3,0,94,0,93,48,1,50,0,53,1,89,0,0,0,0,2,0,43,48,39,50,1,46,2,92,0,51,1,48,39,0,3,51,3,48,3,48,1,0,41,52,0,0,2,0,2,0,41,1,1,0,40,1.0
32,34,48,38,0,44,0,36,0,34,56,40,52,32,58,33,54,34,52,36,53,35,55,33,57,0,35,1,94,0,36,47,44,46,37,47,33,53,37,46,36,48,94,0,93,45,42,46,35,48,35,46,33,54,36,48,33,53,34,52,45,0,35,53,37,0,43,0,35,0,32,55,36,46,44,47,37,48,36,0,42,48,93,0,37,0,45,0,44,45,38,0,36,0,36,49,35,0,93,0,34,49,33,57,36,0,36,47,35,48,37,0,36,52,36,0,33,55,35,46,37,0,35,54,37,0,34,50,35,49,35,0,37,0,44,0,37,0,32,57,33,53,40,0,42,0,44,0,93,0,36,0,34,0,34,52,40,48,44,0,36,0,94,0,37,0,34,48,36,0,45,0,38,0,34,0,35,48,44,0,36,0,34,0,34,48,36,0,33,49,1.0
30,32,55,37,0,38,0,34,0,32,57,34,53,30,60,32,55,34,53,32,55,32,57,32,59,0,33,1,94,0,34,53,38,53,36,53,32,55,36,53,36,51,94,0,93,51,36,53,34,53,34,53,32,55,32,55,32,55,34,53,39,0,32,55,36,0,37,0,34,0,30,57,36,53,38,51,34,53,35,0,36,51,93,0,36,0,39,0,38,51,37,0,34,0,34,53,33,0,93,0,32,55,32,58,35,0,34,53,34,55,36,0,34,53,36,0,32,57,34,53,34,0,32,55,35,0,32,56,34,55,34,0,35,0,38,0,37,0,30,59,32,55,34,0,36,0,38,0,93,0,34,0,32,0,34,53,34,53,38,0,32,0,94,0,36,0,34,53,35,0,39,0,35,0,34,0,32,55,38,0,34,0,32,0,32,53,34,0,32,53,1.0
18,22,15,27,13,78,12,22,13,20,67,76,63,20,72,21,67,24,65,25,64,21,66,19,71,11,21,14,81,12,22,14,78,13,25,14,22,67,26,14,25,14,80,13,78,13,77,13,24,14,24,14,21,65,25,14,22,66,23,65,79,12,24,65,26,12,78,13,24,12,20,69,25,14,76,14,25,14,25,13,76,14,78,12,26,12,79,13,77,13,27,12,22,12,21,15,23,13,80,11,20,15,20,68,23,13,21,14,22,14,25,13,25,63,25,12,20,69,21,14,26,12,21,65,23,13,20,16,21,15,21,13,23,12,77,12,26,13,18,71,21,67,76,13,77,12,78,12,79,11,22,12,20,13,21,65,76,14,76,13,25,13,81,11,26,12,24,15,22,13,78,13,27,13,24,13,21,14,78,11,21,13,22,12,22,14,22,12,21,15,1.0
0,1,47,47,1,47,0,0,1,0,47,43,43,0,94,1,48,42,45,43,45,0,47,0,93,0,0,2,93,0,1,44,46,42,46,44,42,93,45,44,44,43,92,0,90,42,45,42,44,46,44,47,1,45,43,44,42,47,42,48,48,0,43,47,46,0,46,0,44,1,1,94,44,44,47,43,45,45,45,2,45,43,91,1,46,1,48,0,47,42,47,0,0,1,0,45,1,2,92,0,0,46,0,48,1,1,0,44,1,44,46,1,43,43,44,1,0,93,0,47,45,1,0,45,1,1,0,47,0,46,0,1,1,0,47,1,45,1,0,94,0,93,43,1,45,1,46,1,91,1,0,0,0,1,0,48,43,43,47,1,43,1,93,0,45,1,42,45,0,2,48,0,46,0,42,1,0,44,47,1,0,1,0,1,0,46,1,1,1,45,-1.0
26,29,54,35,0,38,0,30,0,28,59,34,55,27,64,27,58,30,56,32,57,29,59,28,63,0,29,1,94,0,30,53,38,51,34,53,30,59,34,52,32,53,94,0,93,51,36,51,32,54,32,52,27,57,32,53,30,58,30,56,39,0,31,58,34,0,37,0,32,0,27,61,32,52,38,52,33,54,33,0,36,53,93,0,34,0,39,0,38,51,35,0,30,0,30,54,30,0,93,0,28,55,27,60,30,0,30,53,29,53,34,0,31,55,32,0,29,61,30,52,33,0,29,57,31,0,28,56,30,55,30,0,31,0,38,0,33,0,26,63,29,59,34,0,36,0,38,0,93,0,30,0,28,0,29,56,34,52,38,0,32,0,94,0,34,0,30,53,31,0,39,0,34,0,30,0,29,53,38,0,30,0,29,0,29,54,30,0,27,54,1.0
31,33,48,39,0,45,0,35,0,33,55,41,51,31,59,33,53,36,51,36,53,34,55,33,58,0,34,1,94,0,35,46,45,46,38,46,34,54,38,46,38,46,94,0,93,44,43,46,36,47,36,46,33,53,36,48,34,53,36,51,46,0,35,54,38,0,44,0,36,0,31,56,38,46,45,45,37,47,37,0,43,46,93,0,38,0,46,0,45,44,39,0,35,0,35,47,34,0,93,0,33,48,33,56,36,0,35,46,35,48,38,0,37,51,38,0,34,56,35,46,37,0,34,53,36,0,33,49,35,48,35,0,36,0,45,0,39,0,31,58,33,54,41,0,43,0,45,0,93,0,35,0,33,0,35,51,41,47,45,0,36,0,94,0,38,0,36,47,36,0,46,0,38,0,36,0,34,48,45,0,35,0,33,0,33,47,35,0,33,47,1.0
0,0,39,55,2,55,0,0,1,0,39,51,35,0,94,0,40,51,37,50,37,0,39,0,93,0,0,2,93,0,1,37,56,35,53,36,50,93,55,36,53,34,92,2,90,34,53,35,52,38,52,38,0,38,50,37,50,39,51,39,56,0,50,39,54,0,53,2,52,1,0,94,53,37,54,34,52,36,52,2,53,34,91,1,54,1,56,2,55,34,55,0,0,1,0,36,0,2,92,0,0,38,0,40,0,2,0,36,0,38,53,1,51,35,53,0,0,93,0,38,52,1,0,37,1,2,0,39,0,38,0,1,1,0,55,0,53,2,0,94,0,93,51,1,53,0,56,1,91,0,0,0,0,1,0,39,51,35,54,1,50,1,93,0,55,1,51,36,0,2,55,2,52,2,51,1,0,37,55,0,0,1,0,1,0,38,1,1,0,37,1.0
25,28,48,32,7,45,6,29,7,27,61,41,57,27,65,28,61,29,59,30,58,27,60,26,64,6,28,9,86,6,28,46,43,45,30,46,28,60,30,46,30,46,85,6,83,44,42,45,29,47,29,47,28,59,30,47,28,60,29,59,46,6,29,58,32,7,44,6,30,7,27,62,30,47,43,45,30,47,31,7,42,46,83,6,31,7,45,6,43,44,33,7,29,7,28,47,30,8,85,6,27,48,27,62,30,7,28,46,28,47,30,7,30,57,31,6,26,62,28,47,31,7,28,59,30,7,27,49,27,48,28,8,30,7,44,6,32,7,25,64,28,60,41,6,43,6,43,6,84,6,29,7,27,8,28,59,41,46,43,6,30,7,86,6,30,7,29,47,29,7,45,6,32,6,29,7,28,47,44,6,28,7,29,7,29,47,28,7,28,47,1.0
0,1,52,40,7,42,6,0,7,0,54,38,50,0,94,1,55,36,52,37,52,0,54,0,93,5,0,8,87,6,1,49,41,48,38,49,35,93,38,49,38,49,86,6,84,47,40,48,37,51,37,52,1,52,37,50,35,54,36,55,43,6,37,54,39,6,41,6,37,7,1,94,38,50,40,49,38,51,38,8,39,49,84,6,39,6,43,6,41,47,40,6,0,6,0,51,1,8,86,5,0,51,0,55,1,7,0,49,1,50,38,7,38,50,38,6,0,93,0,52,39,7,0,52,1,7,0,52,0,51,0,7,1,6,41,6,39,7,0,94,0,93,38,7,40,6,41,6,85,5,0,6,0,7,0,55,38,50,40,7,37,7,87,5,38,6,36,51,0,8,42,6,40,6,36,7,0,50,42,5,0,7,0,7,0,51,1,6,1,51,1.0
0,0,38,56,4,56,0,0,1,0,38,52,34,0,94,0,39,52,36,51,36,0,38,0,93,0,0,4,91,1,1,36,57,34,51,35,51,93,56,35,52,33,89,4,86,33,54,34,51,37,53,37,0,37,51,36,51,38,52,38,57,1,51,38,55,1,54,4,53,3,0,94,54,36,52,33,51,35,53,4,52,33,87,1,53,1,57,4,54,33,56,1,0,1,0,35,0,4,90,0,0,37,0,39,0,4,0,35,0,37,52,3,52,34,54,0,0,93,0,37,53,1,0,36,1,4,0,38,0,37,0,3,1,1,54,0,54,4,0,94,0,93,52,1,54,0,57,1,88,0,0,1,0,3,0,38,52,34,53,1,51,3,91,0,56,1,52,35,0,4,54,4,53,4,52,1,0,36,56,0,0,3,0,3,0,37,1,1,0,36,1.0
0,1,44,47,0,50,0,0,0,0,47,46,43,0,94,1,48,42,45,44,45,0,47,0,93,0,0,1,94,0,1,41,50,39,46,41,42,93,46,41,44,41,94,0,93,39,48,39,44,43,44,44,1,45,44,41,42,47,42,48,51,0,43,47,46,0,49,0,44,0,1,94,44,41,50,40,45,42,45,1,48,41,93,0,46,0,51,0,50,39,47,0,0,0,0,42,1,1,93,0,0,43,0,48,1,0,0,41,1,41,46,0,43,43,44,0,0,93,0,44,45,0,0,45,1,0,0,44,0,43,0,0,1,0,50,0,45,0,0,94,0,93,46,0,48,0,50,0,93,0,0,0,0,0,0,48,46,40,50,0,44,0,94,0,46,0,42,42,0,1,51,0,46,0,42,0,0,41,50,0,0,0,0,0,0,43,1,0,1,42,-1.0
0,0,45,48,1,49,0,0,0,0,46,46,44,0,94,0,47,46,45,45,45,0,46,0,93,0,0,1,94,0,1,43,50,42,47,42,45,93,48,42,47,42,94,1,93,40,47,43,46,44,46,44,0,46,45,44,45,46,46,46,50,0,45,46,47,0,47,1,46,0,0,94,47,44,49,41,46,43,46,1,47,42,93,0,47,0,50,1,49,41,48,0,0,0,0,43,0,1,93,0,0,44,0,47,0,1,0,42,0,45,47,0,46,44,47,0,0,93,0,44,46,0,0,45,1,1,0,45,0,44,0,0,1,0,49,0,47,1,0,94,0,93,46,0,47,0,50,0,93,0,0,0,0,0,0,46,46,43,49,0,45,0,94,0,48,0,46,43,0,1,49,1,46,1,46,0,0,44,49,0,0,0,0,0,0,44,1,0,0,44,1.0
0,0,45,47,1,49,0,0,0,0,47,45,45,0,94,0,48,44,46,45,46,0,47,0,93,0,0,1,94,0,1,43,50,41,46,42,44,93,47,42,45,43,94,1,93,40,47,42,45,44,45,44,0,47,45,43,44,47,44,47,50,0,45,47,46,0,47,1,45,0,0,94,45,43,49,42,46,44,45,1,47,43,93,0,46,0,50,1,49,40,47,0,0,0,0,44,0,1,93,0,0,44,0,48,0,1,0,42,0,44,46,0,45,45,45,0,0,93,0,44,46,0,0,46,1,1,0,45,0,44,0,0,1,0,49,0,45,1,0,94,0,93,45,0,47,0,50,0,93,0,0,0,0,0,0,47,45,43,49,0,45,0,94,0,47,0,44,44,0,1,49,1,46,1,44,0,0,43,49,0,0,0,0,0,0,44,1,0,0,45,1.0
27,30,47,35,7,45,6,31,7,29,59,41,55,28,63,29,58,31,56,32,57,30,59,29,62,6,30,9,86,7,30,46,44,45,32,46,30,58,33,45,32,46,85,7,83,44,43,45,31,47,32,46,29,57,32,47,30,58,31,56,46,7,31,57,34,7,44,7,32,7,28,60,33,46,43,45,32,47,33,7,42,46,83,7,33,7,46,7,44,44,35,7,31,7,30,47,31,8,85,6,29,48,28,60,31,8,30,46,30,47,32,8,32,55,33,6,29,60,31,46,33,7,30,57,32,8,29,49,30,48,31,8,32,7,44,6,34,7,27,62,30,58,41,7,43,6,44,7,84,6,31,7,29,8,30,56,41,46,43,7,32,8,86,6,33,7,31,46,32,7,45,7,34,7,31,7,30,47,45,6,30,8,30,7,30,47,30,7,29,47,1.0
0,0,42,45,1,52,0,0,0,0,49,48,47,0,94,0,50,42,48,43,48,0,49,0,93,0,0,1,94,0,1,40,53,38,44,39,42,93,45,39,43,40,94,1,93,37,50,39,43,41,43,41,0,49,43,40,42,49,42,49,53,0,43,49,44,0,50,1,43,0,0,94,43,40,52,39,44,41,43,1,50,40,93,0,44,0,53,1,52,37,45,0,0,0,0,41,0,1,93,0,0,41,0,50,0,1,0,39,0,41,44,0,43,47,43,0,0,93,0,41,44,0,0,48,1,1,0,42,0,41,0,0,1,0,52,0,43,1,0,94,0,93,48,0,50,0,53,0,93,0,0,0,0,0,0,49,48,40,52,0,43,0,94,0,45,0,42,41,0,1,52,1,44,1,42,0,0,40,52,0,0,0,0,0,0,41,1,0,0,42,1.0
32,35,53,40,0,39,0,36,0,34,54,35,50,33,58,33,53,35,51,35,52,34,54,34,57,0,35,1,94,0,36,52,39,50,39,52,35,53,39,51,37,50,94,0,93,50,37,50,37,52,37,51,33,52,35,52,35,53,35,51,40,0,35,52,39,0,38,0,37,0,33,55,37,51,39,50,37,52,38,0,37,50,93,0,39,0,40,0,39,50,40,0,36,0,36,52,36,0,93,0,34,54,33,55,36,0,36,52,35,52,39,0,35,50,37,0,34,55,36,51,37,0,34,52,37,0,34,55,36,54,36,0,37,0,39,0,38,0,32,57,35,53,35,0,37,0,39,0,93,0,36,0,34,0,35,51,35,50,39,0,35,0,94,0,39,0,35,51,37,0,40,0,38,0,35,0,34,52,39,0,36,0,35,0,35,52,36,0,33,52,1.0
32,34,53,39,0,39,0,36,0,34,55,35,51,32,58,33,53,35,51,34,53,34,55,34,57,0,35,1,94,0,36,52,39,51,38,52,34,53,38,51,37,50,94,0,93,50,37,51,36,52,36,51,33,53,34,53,34,53,35,51,40,0,34,53,38,0,38,0,36,0,32,55,37,51,39,50,36,52,37,0,37,50,93,0,38,0,40,0,39,50,39,0,36,0,36,52,35,0,93,0,34,54,33,56,36,0,36,52,35,53,38,0,35,51,37,0,34,55,36,51,36,0,34,53,37,0,34,55,36,54,36,0,37,0,39,0,38,0,32,57,34,53,35,0,37,0,39,0,93,0,36,0,34,0,35,51,35,51,39,0,34,0,94,0,38,0,35,51,37,0,40,0,37,0,35,0,34,53,39,0,36,0,34,0,34,52,36,0,33,52,1.0
30,32,55,36,7,38,7,33,8,31,57,34,53,31,60,32,56,33,54,33,54,32,56,31,59,6,33,9,86,6,33,53,36,52,35,52,32,55,34,53,35,52,85,6,83,51,35,52,34,53,33,53,32,55,33,53,32,55,33,54,39,6,33,54,36,7,37,6,34,7,31,57,34,53,37,52,35,53,35,7,36,52,83,7,36,7,38,6,37,51,37,7,34,8,33,54,34,8,85,7,32,55,32,58,35,7,33,53,33,54,35,7,34,53,35,7,31,57,33,53,35,7,32,55,35,7,32,56,33,54,33,8,35,7,38,7,36,7,30,59,32,55,34,7,36,7,36,7,84,7,34,7,32,8,33,54,34,53,37,7,33,7,86,6,34,8,33,54,34,7,39,6,36,6,33,8,32,54,37,7,33,7,33,7,33,53,33,8,32,54,1.0
0,0,46,48,1,48,0,0,0,0,46,45,44,0,94,0,47,45,45,45,45,0,46,0,93,0,0,1,94,0,1,44,49,42,47,43,45,93,48,43,46,43,94,1,93,41,46,43,46,45,46,45,0,46,45,44,45,46,45,46,49,0,45,46,47,0,46,1,46,0,0,94,46,44,48,42,46,44,46,1,46,43,93,0,47,0,49,1,48,42,48,0,0,0,0,44,0,1,93,0,0,45,0,47,0,1,0,43,0,45,47,0,45,44,46,0,0,93,0,45,46,0,0,45,1,1,0,46,0,45,0,0,1,0,48,0,46,1,0,94,0,93,45,0,46,0,49,0,93,0,0,0,0,0,0,46,45,43,48,0,45,0,94,0,48,0,45,44,0,1,48,1,46,1,45,0,0,44,48,0,0,0,0,0,0,45,1,0,0,45,1.0
0,1,50,43,0,44,0,0,0,0,51,40,47,0,94,1,52,39,49,39,49,0,51,0,93,0,0,1,94,0,1,47,44,46,42,47,38,93,42,47,41,46,94,0,93,45,42,46,40,49,40,50,1,49,39,48,38,51,39,52,45,0,39,51,42,0,43,0,40,0,1,94,41,48,44,46,41,48,41,1,42,46,93,0,42,0,45,0,44,45,43,0,0,0,0,48,1,1,93,0,0,49,0,52,1,0,0,47,1,48,42,0,40,47,41,0,0,93,0,50,41,0,0,49,1,0,0,50,0,49,0,0,1,0,44,0,42,0,0,94,0,93,40,0,42,0,44,0,93,0,0,0,0,0,0,52,40,47,44,0,39,0,94,0,42,0,39,48,0,1,45,0,42,0,39,0,0,48,44,0,0,0,0,0,0,49,1,0,1,48,1.0
0,0,42,51,3,52,0,0,1,0,43,48,39,0,94,0,44,47,41,47,41,0,43,0,93,0,0,3,92,0,1,40,53,38,47,39,46,93,51,39,48,38,90,3,87,37,50,38,47,41,48,41,0,42,47,40,46,43,47,43,53,0,47,43,50,0,50,3,48,2,0,94,49,40,48,38,47,40,48,3,48,38,89,0,49,0,53,3,50,37,51,0,0,0,0,40,0,3,91,0,0,41,0,44,0,3,0,39,0,41,48,2,48,39,49,0,0,93,0,41,49,1,0,41,1,3,0,42,0,41,0,2,1,0,50,0,49,3,0,94,0,93,48,1,50,0,53,0,89,0,0,0,0,2,0,43,48,39,50,1,47,2,92,0,51,0,47,40,0,3,50,3,49,3,47,1,0,40,52,0,0,2,0,2,0,41,1,0,0,41,1.0
