@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute destClass {1.0,-1.0}

@data
0,0,88,40,0,95,94,0,53,42,53,5,1,2,90,1,0,42,50,42,0,94,92,2,50,94,89,5,1,5,52,4,1,43,91,2,52,1,53,2,90,2,93,1,0,4,0,1,1.0
0,0,47,47,0,95,95,1,46,48,47,45,1,1,49,0,0,48,45,48,0,94,94,43,45,94,50,45,1,46,46,45,0,49,50,1,46,0,47,1,49,44,94,0,0,45,0,0,1.0
34,0,37,55,34,59,95,0,36,55,37,54,37,1,39,0,36,57,36,56,35,58,94,53,35,56,39,54,36,56,37,55,35,58,40,0,37,0,38,0,39,54,94,0,36,55,36,0,1.0
7,10,39,55,9,87,84,10,37,58,37,54,9,12,41,11,7,57,36,56,7,86,82,51,35,85,40,53,9,54,37,52,9,58,42,11,37,11,38,12,41,52,83,11,8,53,8,11,-1.0
0,0,45,51,1,95,95,0,40,54,41,48,1,1,47,0,0,53,41,53,0,94,94,45,39,94,47,46,1,48,41,47,1,54,48,0,41,0,42,1,47,47,94,0,0,47,0,0,1.0
0,7,39,53,1,95,87,7,37,56,38,54,1,9,41,8,0,55,39,55,0,94,85,51,37,94,40,51,1,54,39,53,1,56,42,7,39,8,40,9,40,53,86,7,0,53,0,8,1.0
0,17,73,18,0,95,76,17,72,20,72,19,1,20,75,18,0,20,73,20,0,94,73,17,72,94,73,17,0,20,73,19,0,21,76,17,74,19,75,19,73,18,75,17,0,19,0,19,-1.0
0,2,58,43,0,95,86,10,50,44,51,34,1,10,60,9,0,44,50,44,0,94,78,32,49,94,61,34,1,35,50,34,0,45,61,10,50,9,51,10,59,34,85,8,0,34,0,9,1.0
0,5,45,45,1,95,89,5,45,48,46,48,1,7,47,6,0,47,45,47,0,94,87,45,45,94,46,45,1,48,47,47,1,48,48,5,47,6,48,7,47,45,88,6,0,47,0,6,-1.0
34,0,37,54,35,59,95,0,36,55,38,54,37,1,39,0,36,56,37,55,35,58,94,53,36,56,39,53,36,56,38,55,35,57,40,0,38,0,39,0,39,54,94,0,36,55,36,0,1.0
10,11,80,57,12,84,83,12,34,60,35,14,12,13,81,11,11,59,34,59,11,83,81,12,33,82,81,12,12,14,34,13,12,60,82,12,35,12,36,13,80,12,82,11,11,13,11,12,1.0
0,0,49,41,0,95,94,2,49,43,52,43,1,2,51,0,0,43,49,43,0,94,92,41,49,94,52,41,1,44,50,43,0,44,52,2,51,1,52,2,50,41,93,0,0,43,0,1,1.0
13,0,44,51,14,81,95,1,40,53,42,48,15,1,46,0,13,53,39,52,13,80,94,46,39,79,47,47,15,49,41,47,14,54,47,1,41,0,42,1,46,46,94,0,14,48,14,0,-1.0
33,0,44,53,35,60,95,0,38,55,39,48,36,1,46,0,35,55,38,55,35,59,94,46,37,57,46,47,35,49,39,48,35,56,47,0,39,0,40,0,46,47,94,0,35,48,35,0,1.0
12,0,31,63,15,80,94,2,29,65,30,59,16,2,35,0,14,65,28,64,14,79,92,55,27,76,36,59,16,60,28,58,15,66,36,2,29,0,30,2,34,58,93,0,14,59,15,1,-1.0
19,13,78,68,21,74,81,14,24,70,24,15,22,15,79,13,21,70,23,69,20,73,79,14,22,71,79,15,21,16,23,15,21,71,80,14,24,14,25,14,78,14,80,13,21,15,21,14,1.0
0,0,48,46,0,95,95,1,47,47,48,44,1,1,50,0,0,47,47,47,0,94,94,42,46,94,51,44,1,45,47,44,0,48,51,1,47,0,48,1,50,44,94,0,0,44,0,0,1.0
26,0,44,52,28,67,95,0,39,54,40,49,29,1,46,0,28,54,39,54,28,66,94,46,38,64,46,47,29,49,40,48,29,55,47,0,40,0,41,1,46,47,94,0,28,48,28,0,1.0
0,0,89,40,0,95,93,1,52,43,52,4,1,3,91,2,0,43,51,43,0,94,90,1,48,94,90,4,1,4,51,3,1,44,92,3,51,2,52,3,89,3,92,0,0,3,0,2,1.0
32,0,42,54,34,61,95,0,36,56,38,50,35,1,44,0,34,56,37,56,34,60,94,48,36,58,44,48,34,51,38,50,34,57,45,0,38,0,39,0,44,49,94,0,34,50,34,0,1.0
0,2,48,45,0,95,93,3,47,46,49,44,1,3,50,2,0,46,47,46,0,94,92,42,47,94,51,43,1,45,48,44,0,47,51,3,48,2,49,3,50,43,92,2,0,44,0,2,1.0
34,0,43,53,35,59,95,0,38,54,39,49,37,1,45,0,36,55,38,55,36,58,94,47,37,56,45,48,36,50,39,49,36,56,46,0,39,0,40,0,45,48,94,0,36,49,36,0,1.0
21,12,78,65,23,72,82,13,27,67,27,15,24,14,79,13,22,67,26,66,22,71,80,14,25,69,79,15,23,16,27,14,23,68,80,13,27,13,28,13,79,14,81,13,23,15,23,13,1.0
21,12,78,66,23,72,82,13,25,68,26,15,24,14,79,13,23,68,26,67,22,71,80,14,24,69,79,14,23,16,26,15,23,69,80,13,26,13,27,13,78,15,81,12,23,15,23,13,1.0
31,6,33,58,32,62,88,7,32,59,34,58,34,8,35,7,32,60,33,58,31,61,86,57,32,59,35,57,33,60,34,58,32,61,36,7,34,7,35,7,34,58,87,6,33,59,33,7,1.0
30,0,39,55,31,63,95,0,35,56,37,52,33,1,41,0,32,57,36,57,32,62,94,51,35,60,41,51,32,54,37,53,31,58,42,0,37,0,38,0,41,52,94,0,32,53,32,0,1.0
0,3,46,47,0,95,92,4,46,48,47,46,1,4,48,3,0,48,45,48,0,94,91,44,45,94,49,46,1,47,46,46,0,49,49,4,46,3,47,4,48,45,91,3,0,46,0,3,1.0
0,7,42,48,1,95,87,7,42,51,43,51,1,9,44,7,0,50,42,50,0,94,85,48,42,94,43,48,1,51,43,50,1,51,45,7,44,8,45,9,43,48,86,7,0,50,0,8,1.0
35,0,39,54,35,58,95,0,38,54,38,53,38,1,41,0,37,56,37,55,36,57,94,51,36,55,41,53,37,54,38,53,37,57,42,0,38,0,39,0,41,52,94,0,37,53,37,0,1.0
31,0,33,59,31,62,95,0,33,59,33,59,34,1,35,0,31,61,31,59,31,61,94,57,31,59,35,59,33,60,33,57,33,62,36,0,33,0,34,0,35,57,94,0,33,59,33,0,1.0
0,2,47,46,0,95,93,3,47,47,48,45,1,3,49,2,0,47,46,47,0,94,92,43,46,94,50,45,1,46,47,45,0,48,50,3,47,2,48,3,49,44,92,2,0,45,0,2,1.0
35,0,44,53,35,58,95,0,39,53,39,48,38,1,46,0,37,55,38,55,37,57,94,46,37,55,46,48,37,49,39,48,37,56,47,0,39,0,40,0,46,47,94,0,37,48,37,0,1.0
33,0,44,55,33,60,95,0,37,55,37,48,36,1,46,0,35,57,37,57,35,59,94,46,35,57,46,48,35,49,37,48,35,58,47,0,37,0,38,0,46,48,94,0,35,48,35,0,1.0
0,6,38,54,1,95,88,7,37,57,38,55,1,8,40,7,0,56,37,56,0,94,86,52,36,94,40,53,1,55,38,54,1,57,41,7,38,7,39,8,40,53,87,7,0,54,0,7,1.0
27,0,31,60,28,66,95,0,31,61,32,61,30,1,33,0,29,62,30,62,29,65,94,59,30,63,33,60,29,62,32,61,29,63,34,0,32,0,33,0,33,59,94,0,29,61,29,0,1.0
30,0,33,58,32,63,95,0,32,60,34,59,33,1,35,0,31,60,33,58,30,62,94,57,32,60,35,57,32,60,34,58,32,61,36,0,34,0,35,0,35,58,94,0,32,59,32,0,1.0
0,7,36,54,1,95,87,7,36,57,37,57,1,9,38,8,0,56,36,56,0,94,85,54,36,94,37,54,1,57,38,56,1,57,39,7,38,8,39,9,38,54,86,8,0,56,0,8,1.0
11,10,79,63,13,83,84,11,28,66,29,15,13,12,80,11,11,65,28,64,11,82,82,13,27,81,80,13,13,15,29,13,13,66,81,11,29,11,30,12,80,13,83,11,12,14,12,11,1.0
0,0,89,39,0,95,94,0,54,41,54,4,1,2,91,1,0,41,51,41,0,94,92,1,51,94,90,4,1,4,53,3,1,42,92,2,53,1,54,2,91,1,93,1,0,3,0,1,1.0
0,6,40,52,1,95,88,6,39,55,40,53,1,8,42,7,0,54,39,54,0,94,86,50,38,94,41,51,1,53,40,52,1,55,43,7,40,7,41,8,42,51,87,7,0,52,0,7,1.0
30,0,40,56,32,63,95,0,34,58,36,52,33,1,42,0,32,58,36,57,31,62,94,50,34,60,42,50,32,53,36,52,32,59,43,0,36,0,37,0,42,52,94,0,32,52,32,0,1.0
0,0,47,47,0,95,94,2,46,48,47,45,1,2,49,1,0,48,46,48,0,94,92,43,45,94,50,45,1,46,46,45,0,49,50,2,46,1,47,2,48,45,93,0,0,45,0,1,1.0
0,6,40,51,1,95,88,7,39,54,41,53,1,8,42,7,0,53,40,53,0,94,86,50,39,94,42,50,1,53,41,52,1,54,43,7,41,7,42,8,41,51,87,6,0,52,0,7,1.0
0,0,46,46,0,95,94,2,45,48,47,46,1,2,48,0,0,48,45,48,0,94,92,44,44,94,49,45,1,47,45,46,0,49,49,2,46,1,47,2,47,45,93,0,0,46,0,1,-1.0
0,0,41,51,1,95,95,0,40,54,41,52,1,1,43,0,0,53,40,53,0,94,94,49,39,94,43,50,1,52,41,51,1,54,44,0,41,0,42,1,43,50,94,0,0,51,0,0,1.0
10,12,79,64,12,84,82,13,27,67,28,15,12,14,80,13,11,66,28,65,10,83,80,13,26,82,80,13,12,15,28,14,12,67,81,13,28,13,29,14,79,14,81,12,11,14,11,13,1.0
0,3,51,43,0,95,91,5,50,44,51,41,1,5,53,4,0,44,49,44,0,94,89,39,49,94,54,41,1,42,50,41,0,45,54,5,50,4,51,5,53,40,90,4,0,41,0,4,1.0
0,0,55,37,0,95,93,3,54,39,56,37,1,3,57,1,0,39,54,39,0,94,90,35,53,94,58,36,1,38,54,37,0,40,58,3,55,2,56,3,55,36,92,0,0,37,0,2,1.0
0,7,38,53,1,95,87,7,38,56,39,55,1,9,40,7,0,55,37,55,0,94,85,52,37,94,39,53,1,55,38,54,1,56,41,8,39,8,40,9,39,52,86,7,0,54,0,8,1.0
0,0,49,45,0,95,95,1,48,46,49,43,1,1,51,0,0,46,48,46,0,94,94,41,47,94,52,43,1,44,48,43,0,47,52,1,48,0,49,1,51,43,94,0,0,43,0,0,1.0
31,0,40,57,32,62,95,0,34,58,35,52,34,1,42,0,33,59,35,58,32,61,94,50,33,59,42,51,33,53,35,52,33,60,43,0,35,0,36,0,42,52,94,0,33,52,33,0,1.0
0,1,44,47,0,95,93,3,44,49,46,48,1,3,46,1,0,49,43,49,0,94,91,46,43,94,47,47,1,49,44,48,0,50,47,3,45,2,46,3,45,46,92,1,0,48,0,2,-1.0
10,11,80,62,12,84,83,12,29,65,30,14,12,13,81,11,11,64,29,64,11,83,81,12,28,82,81,12,12,14,29,13,12,65,82,12,30,12,31,13,80,12,82,11,11,13,11,12,1.0
0,0,47,46,0,95,95,1,46,47,48,45,1,1,49,0,0,47,46,47,0,94,94,43,46,94,50,44,1,46,47,45,0,48,50,1,47,0,48,1,49,44,94,0,0,45,0,0,1.0
0,0,42,49,1,95,95,0,41,52,43,51,1,1,44,0,0,51,42,51,0,94,94,48,41,94,44,48,1,51,43,50,1,52,45,0,43,0,44,1,44,49,94,0,0,50,0,0,1.0
34,0,37,54,34,59,95,0,37,54,38,54,37,1,39,0,36,56,36,56,36,58,94,53,36,56,39,54,36,56,38,55,35,57,40,0,38,0,39,0,39,53,94,0,36,55,36,0,1.0
0,0,48,48,1,95,95,0,43,51,44,45,1,1,50,0,0,50,44,50,0,94,94,42,42,94,50,43,1,45,44,44,1,51,51,0,44,0,45,1,50,44,94,0,0,44,0,0,1.0
10,11,80,63,12,84,83,12,28,66,29,14,12,13,81,11,11,65,28,65,11,83,81,12,27,82,81,12,12,14,28,13,12,66,82,12,29,12,30,13,80,12,82,11,11,13,11,12,1.0
0,5,49,42,0,95,89,7,49,44,51,43,1,7,51,6,0,44,48,44,0,94,87,41,48,94,52,42,1,44,50,43,0,45,52,7,50,6,51,7,51,41,88,6,0,43,0,6,1.0
36,0,40,52,36,57,95,0,40,52,40,52,39,1,42,0,38,54,38,54,38,56,94,50,38,54,42,52,38,53,40,52,38,55,43,0,40,0,41,0,42,50,94,0,38,52,38,0,1.0
0,6,39,51,1,95,88,7,39,54,41,54,1,8,41,7,0,53,39,53,0,94,86,51,39,94,41,51,1,54,41,53,1,54,42,7,41,7,42,8,41,51,87,7,0,53,0,7,1.0
0,0,46,48,0,95,95,1,44,49,46,46,1,1,48,0,0,49,45,49,0,94,94,44,44,94,49,45,1,47,45,46,0,50,49,1,45,0,46,1,48,46,94,0,0,46,0,0,1.0
17,5,70,75,17,77,89,5,18,75,18,21,19,7,73,5,17,76,17,75,17,76,87,18,17,75,72,21,18,22,17,20,18,77,74,6,18,5,19,6,72,20,88,5,17,21,18,6,-1.0
0,0,56,35,0,95,93,3,56,37,58,36,1,3,58,0,0,37,55,37,0,94,90,34,55,94,59,35,1,37,55,36,0,38,59,3,57,2,58,3,56,34,92,0,0,36,0,2,1.0
0,6,38,54,1,95,88,7,37,57,38,55,1,8,40,7,0,56,37,56,0,94,86,52,36,94,40,53,1,55,38,54,1,57,41,7,38,7,39,8,39,53,87,6,0,54,0,7,1.0
0,0,59,32,0,95,93,3,59,34,61,33,1,3,61,0,0,34,58,34,0,94,90,31,58,94,62,32,1,34,58,33,0,35,62,3,60,2,61,3,59,31,92,0,0,33,0,2,1.0
18,12,78,71,19,75,82,13,21,72,21,15,21,14,79,13,19,73,20,71,18,74,80,14,19,72,79,15,20,16,21,14,20,74,80,13,21,13,22,13,79,14,81,13,20,15,20,13,1.0
0,7,39,53,1,95,87,7,38,56,38,54,1,9,41,7,0,55,38,55,0,94,85,51,37,94,40,52,1,54,38,53,1,56,42,7,39,8,40,9,40,52,86,7,0,53,0,8,1.0
33,0,42,55,34,60,95,0,36,56,37,50,36,1,44,0,34,57,36,56,34,59,94,48,35,57,44,49,35,51,37,49,35,58,45,0,37,0,38,0,44,49,94,0,35,50,35,0,1.0
0,0,51,42,0,95,94,2,51,43,52,41,1,2,53,0,0,43,50,43,0,94,92,39,50,94,54,41,1,42,50,41,0,44,54,2,51,1,52,2,52,40,93,0,0,41,0,1,1.0
0,0,49,46,0,95,95,1,46,47,48,43,1,1,51,0,0,47,46,47,0,94,94,41,46,94,52,42,1,44,47,43,0,48,52,1,47,0,48,1,51,42,94,0,0,43,0,0,1.0
29,7,33,57,31,64,87,7,33,59,34,59,32,9,35,7,31,59,33,59,31,63,85,57,33,61,34,57,31,60,34,59,31,60,36,7,35,8,36,8,34,57,86,7,31,59,31,8,1.0
18,0,43,51,19,76,95,1,41,52,43,49,20,1,45,0,19,52,42,52,19,75,94,47,41,74,46,48,20,50,42,49,19,53,46,1,42,0,43,1,45,49,94,0,19,49,19,0,1.0
0,0,45,46,1,95,95,0,44,49,46,48,1,1,47,0,0,48,45,48,0,94,94,45,44,94,47,45,1,48,46,47,1,49,48,0,46,0,47,1,47,46,94,0,0,47,0,0,-1.0
30,0,33,60,30,63,95,0,32,60,32,59,33,1,35,0,31,62,31,60,30,62,94,57,30,60,35,59,32,60,32,58,32,63,36,0,32,0,33,0,35,58,94,0,32,59,32,0,1.0
34,0,45,53,36,59,95,0,38,55,39,47,37,1,47,0,36,55,39,54,35,58,94,45,37,56,47,46,36,48,39,47,36,56,48,0,39,0,40,0,47,47,94,0,36,47,36,0,1.0
35,0,44,53,36,58,95,0,39,54,39,48,38,1,46,0,36,55,38,54,36,57,94,46,37,55,46,48,37,49,39,47,37,56,47,0,39,0,40,0,46,47,94,0,37,48,37,0,1.0
29,0,33,57,31,64,95,0,33,59,35,59,32,1,35,0,31,59,33,59,31,63,94,57,33,61,35,57,31,60,35,59,31,60,36,0,35,0,36,0,35,57,94,0,31,59,31,0,1.0
10,10,80,61,12,84,84,11,30,64,31,14,12,12,81,11,10,63,30,62,10,83,82,12,29,82,81,12,12,14,31,12,12,64,82,11,31,11,32,12,81,12,83,11,11,13,11,11,1.0
30,0,43,52,33,63,95,0,38,55,40,50,33,1,45,0,32,54,39,54,32,62,94,47,38,60,45,47,33,50,40,49,33,55,46,0,40,0,41,1,45,48,94,0,32,49,32,0,1.0
20,13,78,66,22,73,81,14,25,68,26,15,23,15,79,13,22,68,25,68,22,72,79,14,24,70,79,14,22,16,25,15,22,69,80,14,26,14,27,14,78,14,80,13,22,15,22,14,1.0
34,0,44,53,36,59,95,0,38,55,39,48,37,1,46,0,35,55,38,54,35,58,94,46,37,56,46,47,36,49,39,47,36,56,47,0,39,0,40,0,46,47,94,0,36,48,36,0,1.0
32,0,42,55,34,61,95,0,35,57,37,50,35,1,44,0,34,57,37,56,33,60,94,48,35,58,44,48,34,51,37,50,34,58,45,0,37,0,38,0,44,50,94,0,34,50,34,0,1.0
0,2,53,37,0,95,91,5,53,39,56,39,1,5,55,2,0,39,53,39,0,94,88,37,53,94,56,37,1,40,53,39,0,40,56,5,55,4,56,5,53,37,90,2,0,39,0,4,1.0
31,0,39,56,32,62,95,0,35,57,36,52,34,1,41,0,32,58,35,57,32,61,94,51,34,59,41,52,33,54,36,52,32,59,42,0,36,0,37,0,41,52,94,0,33,53,33,0,1.0
0,0,49,45,0,95,94,2,48,46,49,43,1,2,51,1,0,46,48,46,0,94,92,41,47,94,52,43,1,44,48,43,0,47,52,2,48,1,49,2,50,43,93,0,0,43,0,1,1.0
28,6,37,58,30,65,88,6,32,60,33,54,31,8,40,7,30,60,32,60,30,64,86,51,32,62,39,52,30,55,34,54,30,61,41,6,34,7,35,7,40,52,87,7,30,54,30,7,1.0
0,0,46,49,0,95,95,1,43,50,45,46,1,1,48,0,0,50,44,50,0,94,94,44,43,94,49,45,1,47,44,46,0,51,49,1,44,0,45,1,48,46,94,0,0,46,0,0,1.0
31,0,41,56,33,62,95,0,35,58,36,51,34,1,43,0,33,58,36,57,32,61,94,49,34,59,43,50,33,52,36,51,33,59,44,0,36,0,37,0,43,51,94,0,33,51,33,0,1.0
0,1,54,38,0,95,93,3,54,40,55,38,1,3,56,1,0,40,52,40,0,94,91,36,52,94,57,38,1,39,53,38,0,41,57,3,54,2,55,3,55,36,92,1,0,38,0,2,1.0
0,1,42,50,1,94,93,3,41,52,43,50,2,3,44,1,0,52,41,51,0,93,91,48,40,92,45,49,2,51,41,49,1,53,45,3,42,1,43,3,43,49,92,1,0,50,1,2,-1.0
0,0,50,43,0,95,94,2,49,45,50,42,1,2,52,0,0,45,48,45,0,94,92,40,47,94,53,42,1,43,48,42,0,46,53,2,49,1,50,2,51,41,93,0,0,42,0,1,1.0
34,0,43,54,35,59,95,0,37,55,38,49,37,1,45,0,36,56,38,55,35,58,94,47,36,56,45,48,36,50,38,49,36,57,46,0,38,0,39,0,45,49,94,0,36,49,36,0,1.0
0,0,45,46,1,95,94,1,44,49,46,48,1,2,47,1,0,48,45,48,0,94,92,45,44,94,47,45,1,48,46,47,1,49,48,1,46,1,47,2,47,46,93,1,0,47,0,1,-1.0
22,10,80,65,24,71,84,11,27,67,27,13,25,12,81,11,23,67,26,66,23,70,82,12,25,68,81,13,24,14,27,12,24,68,82,11,27,11,28,11,81,12,83,11,24,13,24,11,1.0
32,0,42,55,34,61,95,0,36,57,37,50,35,1,44,0,33,57,36,56,33,60,94,48,35,58,44,49,34,51,37,49,34,58,45,0,37,0,38,0,44,49,94,0,34,50,34,0,1.0
36,0,36,54,36,57,95,0,36,54,38,54,39,1,38,0,36,56,36,54,36,56,94,54,36,54,38,54,38,57,38,54,36,57,39,0,38,0,39,0,38,54,94,0,38,56,38,0,1.0
0,0,50,41,0,95,93,3,50,43,52,42,1,3,52,0,0,43,49,43,0,94,90,40,49,94,53,41,1,43,49,42,0,44,53,3,51,2,52,3,50,40,92,0,0,42,0,2,1.0
31,0,42,56,32,62,95,0,35,57,36,49,34,1,44,0,33,58,36,58,33,61,94,48,34,59,44,49,33,51,36,50,32,59,45,0,36,0,37,0,44,50,94,0,33,50,33,0,1.0
0,5,45,46,1,95,89,6,45,49,46,48,1,7,47,5,0,48,44,48,0,94,87,45,44,94,47,46,1,48,45,47,1,49,48,6,46,6,47,7,46,45,88,5,0,47,0,6,-1.0
31,0,41,57,31,62,95,0,35,57,35,51,34,1,43,0,33,59,34,59,33,61,94,49,33,59,43,51,33,52,35,51,33,60,44,0,35,0,36,0,43,50,94,0,33,51,33,0,1.0
10,10,80,63,12,84,84,11,28,66,29,14,12,12,81,11,10,65,28,64,10,83,82,12,27,82,81,12,12,14,29,12,12,66,82,11,29,11,30,12,81,12,83,11,11,13,11,11,1.0
33,6,36,55,34,60,88,6,36,56,36,56,36,8,38,7,34,57,35,56,34,59,86,54,35,57,37,55,35,57,37,55,35,58,39,6,37,7,38,7,38,54,87,7,35,56,35,7,1.0
0,0,50,45,1,95,95,0,46,48,47,43,1,1,52,0,0,47,46,47,0,94,94,40,45,94,52,41,1,43,47,42,1,48,53,0,47,0,48,1,52,41,94,0,0,42,0,0,-1.0
34,0,38,53,36,59,95,0,37,55,39,54,37,1,40,0,36,55,38,54,35,58,94,52,37,56,40,52,36,55,39,54,36,56,41,0,39,0,40,0,40,53,94,0,36,54,36,0,1.0
0,0,52,38,0,95,94,2,52,40,55,40,1,2,54,0,0,40,52,40,0,94,92,38,52,94,55,38,1,41,53,40,0,41,55,2,54,1,55,2,53,38,93,0,0,40,0,1,1.0
0,0,44,47,1,93,95,1,44,48,46,48,3,1,46,0,2,49,43,49,2,92,94,46,43,90,47,47,3,49,45,48,2,50,47,1,45,0,46,1,46,46,94,0,2,48,2,0,-1.0
0,7,39,52,1,95,87,7,39,55,39,54,1,9,41,7,0,54,38,54,0,94,85,51,38,94,40,52,1,54,39,53,1,55,42,7,40,8,41,9,40,51,86,7,0,53,0,8,1.0
31,0,40,56,32,62,95,0,35,57,36,52,34,1,42,0,33,58,35,58,33,61,94,50,34,59,42,51,33,53,36,52,33,59,43,0,36,0,37,0,42,51,94,0,33,52,33,0,1.0
20,13,78,66,22,73,81,14,25,68,26,15,23,15,79,13,22,68,25,68,22,72,79,14,24,70,79,14,22,16,25,15,22,69,80,14,26,14,27,14,78,14,80,13,22,15,22,14,1.0
31,0,33,58,32,62,95,0,32,59,34,58,34,1,35,0,32,60,33,58,31,61,94,57,32,59,35,57,33,60,34,58,32,61,36,0,34,0,35,0,35,58,94,0,33,59,33,0,1.0
32,6,37,56,34,61,88,7,35,58,36,55,35,8,39,7,34,58,36,56,32,60,86,53,34,58,39,54,34,56,36,55,34,59,40,7,36,7,37,7,38,55,87,6,34,55,34,7,1.0
33,0,37,54,35,60,95,0,36,56,38,55,36,1,39,0,35,56,37,55,34,59,94,53,36,57,39,53,35,56,38,55,35,57,40,0,38,0,39,0,39,54,94,0,35,55,35,0,1.0
9,11,80,61,11,85,83,12,30,64,31,14,11,13,81,11,10,63,30,63,10,84,81,12,29,83,81,12,11,14,30,13,11,64,82,12,31,12,32,13,80,12,82,11,10,13,10,12,1.0
0,0,46,51,1,95,95,0,40,54,41,47,1,1,48,0,0,53,40,53,0,94,94,44,39,94,48,45,1,47,41,46,1,54,49,0,41,0,42,1,48,45,94,0,0,46,0,0,1.0
0,0,51,41,0,95,95,1,50,43,52,41,1,1,53,0,0,43,50,43,0,94,94,39,49,94,54,40,1,42,51,41,0,44,54,1,51,0,52,1,53,40,94,0,0,41,0,0,1.0
10,10,81,60,13,83,84,11,32,63,32,13,13,12,82,10,11,62,31,61,11,82,82,11,30,80,82,12,13,13,31,11,13,63,83,11,32,10,33,12,81,11,83,10,11,12,12,11,1.0
0,6,38,54,1,95,88,7,37,57,38,55,1,8,40,7,0,56,37,56,0,94,86,52,36,94,40,53,1,55,38,54,1,57,41,7,38,7,39,8,39,53,87,6,0,54,0,7,1.0
0,0,53,39,0,95,93,3,52,41,54,39,1,3,55,2,0,41,52,41,0,94,90,37,51,94,56,38,1,40,53,39,0,42,56,3,53,2,54,3,54,38,92,1,0,39,0,2,1.0
0,0,45,46,1,95,95,0,44,49,46,48,1,1,47,0,0,48,45,48,0,94,94,45,44,94,47,45,1,48,46,47,1,49,48,0,46,0,47,1,47,46,94,0,0,47,0,0,-1.0
0,0,50,42,0,95,93,3,50,44,51,42,1,3,52,0,0,44,48,44,0,94,90,40,48,94,53,42,1,43,48,42,0,45,53,3,50,2,51,3,50,40,92,0,0,42,0,2,1.0
31,0,35,57,32,62,95,0,34,58,35,57,34,1,37,0,33,59,34,58,32,61,94,55,33,59,37,56,33,58,35,57,33,60,38,0,35,0,36,0,37,56,94,0,33,57,33,0,1.0
0,7,40,51,1,95,87,7,40,54,40,53,1,9,42,7,0,53,39,53,0,94,85,50,39,94,41,51,1,53,40,52,1,54,43,7,41,8,42,9,41,50,86,7,0,52,0,8,1.0
30,0,34,57,32,63,95,0,33,59,35,58,33,1,36,0,32,59,34,58,31,62,94,56,33,60,36,56,32,59,35,58,32,60,37,0,35,0,36,0,36,57,94,0,32,58,32,0,1.0
36,0,38,53,36,57,95,0,37,53,39,52,39,1,40,0,38,55,38,54,37,56,94,52,37,54,40,52,38,55,39,54,36,56,41,0,39,0,40,0,40,53,94,0,38,54,38,0,1.0
34,0,38,53,36,59,95,0,37,55,39,54,37,1,40,0,36,55,38,54,35,58,94,52,37,56,40,52,36,55,39,54,36,56,41,0,39,0,40,0,40,53,94,0,36,54,36,0,1.0
0,7,41,50,1,95,87,8,41,53,42,52,1,9,43,7,0,52,40,52,0,94,85,49,40,94,43,50,1,52,41,51,1,53,44,8,42,8,43,9,42,49,86,7,0,51,0,8,1.0
20,11,79,67,22,73,83,12,24,69,25,14,23,13,80,12,22,69,25,68,21,72,81,13,23,70,80,13,22,15,25,14,22,70,81,12,25,12,26,12,79,14,82,11,22,14,22,12,1.0
34,0,38,55,34,59,95,0,37,55,37,54,37,1,40,0,36,57,36,56,35,58,94,52,35,56,40,54,36,55,37,54,36,58,41,0,37,0,38,0,40,53,94,0,36,54,36,0,1.0
0,0,51,46,0,95,95,1,46,47,48,41,1,1,53,0,0,47,46,47,0,94,94,39,46,94,54,40,1,42,47,41,0,48,54,1,47,0,48,1,53,40,94,0,0,41,0,0,1.0
30,6,44,58,31,63,88,6,33,59,34,48,33,8,46,7,31,60,33,59,31,62,86,46,32,60,45,47,32,49,34,47,32,61,47,7,34,7,35,7,46,47,87,7,32,48,32,7,1.0
27,0,30,63,27,66,95,0,29,63,29,62,30,1,32,0,28,65,28,63,27,65,94,60,27,63,32,62,29,63,29,61,29,66,33,0,29,0,30,0,32,61,94,0,29,62,29,0,1.0
25,0,40,52,26,69,95,1,40,53,42,52,27,1,42,0,26,53,40,53,26,68,94,50,40,67,43,51,27,53,41,52,26,54,43,1,41,0,42,1,42,51,94,0,26,52,26,0,-1.0
