@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atLccc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute destClass {1,-1}

@data
28,31,59,31,59,48,31,52,30,62,33,51,43,49,42,49,32,51,30,61,38,57,33,49,40,50,41,50,31,51,39,51,32,49,30,51,32,57,28,61,32,50,43,48,31,51,33,50,1
33,34,54,35,54,45,36,49,34,57,37,47,46,46,45,45,36,47,34,56,41,52,38,46,43,46,44,46,35,47,42,46,37,46,35,48,35,52,33,56,36,46,46,45,35,47,37,46,1
41,46,47,41,46,2,43,7,43,49,46,7,88,4,87,2,43,4,41,48,83,44,46,4,85,2,86,7,46,4,83,4,45,4,43,6,43,44,41,49,45,2,88,2,41,6,43,7,-1
44,45,47,45,46,37,45,42,45,48,46,42,53,39,52,39,46,41,45,47,48,45,47,40,50,40,50,40,45,42,48,41,46,39,45,41,46,45,44,48,46,40,52,37,45,41,46,40,1
46,48,42,48,41,35,48,40,48,44,50,40,55,37,54,37,50,39,48,43,50,39,51,38,52,37,52,37,48,40,50,39,50,37,48,39,50,39,46,44,50,37,54,35,48,39,50,37,1
20,23,67,23,67,9,23,12,22,70,25,11,83,10,82,10,24,11,22,69,80,65,25,10,81,10,82,10,23,11,80,11,24,10,22,11,24,65,20,69,24,10,83,9,23,11,25,10,1
34,37,53,37,53,42,37,46,36,56,39,45,49,43,48,43,38,45,36,55,44,51,39,43,46,44,47,44,37,45,45,45,38,43,36,45,38,51,34,55,38,44,49,42,37,45,39,44,1
41,41,46,43,46,42,44,47,41,49,44,44,48,42,47,44,45,46,43,48,43,44,46,44,45,44,46,42,41,46,43,44,45,44,43,46,43,44,41,48,43,44,48,42,43,44,46,42,-1
22,25,65,24,65,10,25,13,24,68,27,12,82,11,81,10,25,11,23,67,79,63,27,11,80,10,81,11,25,11,79,11,26,11,24,12,25,63,22,67,26,10,82,10,24,12,26,11,1
32,34,55,35,55,29,35,34,33,58,36,32,61,30,60,31,36,33,34,57,56,53,37,31,58,32,59,31,34,33,56,32,36,31,34,33,35,53,32,57,35,32,61,29,35,32,37,31,1
45,46,46,46,45,37,46,42,46,47,47,42,53,39,52,39,47,41,46,46,48,44,48,40,50,40,50,40,46,42,48,41,47,39,46,41,47,44,45,47,47,40,52,37,46,41,47,40,1
40,41,47,41,47,43,43,48,41,50,44,46,47,44,46,44,43,46,41,49,42,45,45,45,44,44,45,44,41,46,42,45,44,45,42,47,42,45,40,49,43,44,47,43,41,46,44,44,-1
29,32,58,32,58,9,32,12,31,61,34,11,83,10,82,10,33,11,31,60,80,56,34,10,81,10,82,10,32,11,80,11,33,10,31,11,33,56,29,60,33,10,83,9,32,11,34,10,1
28,31,59,31,59,48,31,52,30,62,33,51,43,49,42,49,32,51,30,61,38,57,33,49,40,50,41,50,31,51,39,51,32,49,30,51,32,57,28,61,32,50,43,48,31,51,33,50,1
32,34,55,35,55,27,35,32,33,58,36,30,63,28,62,29,36,31,34,57,58,53,37,29,60,30,61,29,34,31,58,30,36,29,34,31,35,53,32,57,35,30,63,27,35,30,37,29,1
30,32,57,32,57,10,33,15,31,60,34,13,80,11,79,11,33,13,31,59,75,55,35,12,77,12,78,12,32,13,75,12,34,12,32,14,32,55,30,59,33,12,80,10,32,13,34,12,1
25,28,62,27,62,10,28,13,27,65,30,12,82,11,81,10,28,11,26,64,79,60,30,11,80,10,81,11,28,11,79,11,29,11,27,12,28,60,25,64,29,10,82,10,27,12,29,11,1
31,33,56,34,56,23,34,28,32,59,35,26,67,24,66,25,35,27,33,58,62,54,36,25,64,26,65,25,33,27,62,26,35,25,33,27,34,54,31,58,34,26,67,23,34,26,36,25,1
40,42,47,41,47,42,43,47,42,50,45,46,48,44,47,43,43,45,41,49,43,45,45,44,45,43,46,44,42,45,43,45,44,44,42,46,43,45,40,49,44,43,48,42,41,46,44,44,-1
33,34,54,35,54,49,36,54,34,57,37,52,41,50,40,51,37,53,35,56,36,52,38,51,38,51,39,50,34,53,36,52,37,51,35,53,36,52,33,56,36,51,41,49,35,52,38,50,1
27,30,60,29,60,6,30,9,29,63,32,8,86,7,85,6,30,7,28,62,83,58,32,7,84,6,85,7,30,7,83,7,31,7,29,8,30,58,27,62,31,6,86,6,29,8,31,7,1
31,33,56,33,56,50,34,55,33,59,36,54,40,52,39,52,35,54,33,58,35,54,36,52,37,52,38,52,33,54,35,54,35,52,33,54,35,54,31,58,35,52,40,50,33,54,36,52,1
46,47,42,47,41,37,48,42,47,44,49,41,53,38,52,38,49,40,47,43,48,39,51,40,50,38,50,38,47,41,48,39,50,39,48,41,48,39,46,44,49,38,52,37,47,40,49,38,1
26,27,61,26,61,58,29,63,27,64,30,61,32,59,31,58,28,60,26,63,27,59,31,60,29,58,30,59,27,60,27,59,30,60,28,62,27,59,26,63,29,58,32,58,26,61,29,59,1
44,44,47,44,46,35,45,40,44,48,45,39,55,36,54,36,45,38,44,47,50,45,47,38,52,37,52,37,44,39,50,37,46,37,45,39,44,45,44,48,45,37,54,35,44,38,45,37,1
32,34,55,34,55,46,35,50,34,58,37,49,45,47,44,46,35,48,33,57,40,53,37,47,42,47,43,47,34,48,41,48,36,47,34,49,35,53,32,57,36,47,45,46,34,49,36,47,1
28,29,59,28,59,56,31,61,29,62,32,59,34,57,33,56,30,58,28,61,29,57,33,58,31,56,32,57,29,58,29,57,32,58,30,60,29,57,28,61,31,56,34,56,28,59,31,57,1
44,44,47,45,46,38,45,43,44,48,45,42,52,39,51,40,46,42,45,47,47,45,47,41,49,41,49,40,44,43,47,41,46,40,45,42,45,45,44,48,45,41,51,38,45,41,46,40,1
27,30,60,30,60,5,30,8,29,63,32,7,87,6,86,6,31,7,29,62,84,58,32,6,85,6,86,6,30,7,84,7,31,6,29,7,31,58,27,62,31,6,87,5,30,7,32,6,1
44,45,43,46,43,36,47,41,45,46,48,39,54,37,53,37,47,39,45,45,49,41,49,38,51,38,52,37,45,39,49,38,48,38,46,40,46,41,44,45,47,38,54,36,46,39,48,37,-1
42,43,49,43,48,35,43,40,43,50,44,40,55,37,54,37,44,39,43,49,50,47,45,38,52,38,52,38,43,40,50,39,44,37,43,39,44,47,42,50,44,38,54,35,43,39,44,38,1
22,25,65,24,65,13,25,16,24,68,27,15,79,14,78,13,25,14,23,67,76,63,27,14,77,13,78,14,25,14,76,14,26,14,24,15,25,63,22,67,26,13,79,13,24,15,26,14,1
45,46,46,46,45,37,46,42,46,47,47,42,53,39,52,39,47,41,46,46,48,44,48,40,50,40,50,40,46,42,48,41,47,39,46,41,47,44,45,47,47,40,52,37,46,41,47,40,1
21,24,66,24,66,12,24,15,23,69,26,14,80,13,79,13,25,14,23,68,77,64,26,13,78,13,79,13,24,14,77,14,25,13,23,14,25,64,21,68,25,13,80,12,24,14,26,13,1
33,36,54,35,54,26,36,31,35,57,38,30,64,28,63,27,36,29,34,56,59,52,38,28,61,28,62,29,36,29,59,29,37,28,35,30,36,52,33,56,37,28,64,26,35,30,37,29,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
34,36,53,37,53,28,37,33,35,56,38,31,62,29,61,30,38,32,36,55,57,51,39,30,59,31,60,30,36,32,57,31,38,30,36,32,37,51,34,55,37,31,62,28,37,31,39,30,1
41,42,47,42,46,42,43,47,42,49,44,46,48,43,47,43,44,45,42,48,43,44,46,45,45,43,45,43,42,46,43,44,45,44,43,46,43,44,41,49,44,43,47,42,42,45,44,43,-1
42,43,49,43,48,35,43,40,43,50,44,40,55,37,54,37,44,39,43,49,50,47,45,38,52,38,52,38,43,40,50,39,44,37,43,39,44,47,42,50,44,38,54,35,43,39,44,38,1
41,46,47,41,46,1,43,5,43,49,46,5,90,2,89,1,43,2,41,48,85,44,46,2,87,1,88,5,46,2,86,2,45,2,43,4,43,44,41,49,45,1,90,1,42,4,43,5,-1
23,26,64,26,64,9,26,12,25,67,28,11,83,10,82,10,27,11,25,66,80,62,28,10,81,10,82,10,26,11,80,11,27,10,25,11,27,62,23,66,27,10,83,9,26,11,28,10,1
26,28,61,28,61,11,29,14,27,64,30,12,81,11,80,11,29,12,27,63,78,59,31,12,79,11,80,11,28,12,78,11,30,12,28,13,28,59,26,63,29,11,81,11,28,12,30,11,1
43,43,48,44,47,35,44,40,43,49,44,39,55,36,54,37,45,39,44,48,50,46,46,38,52,38,52,37,43,40,50,38,45,37,44,39,44,46,43,49,44,38,54,35,44,38,45,37,1
46,47,42,47,41,37,48,42,47,44,49,41,53,38,52,38,49,40,47,43,48,39,51,40,50,38,50,38,47,41,48,39,50,39,48,41,48,39,46,44,49,38,52,37,47,40,49,38,1
46,47,42,46,41,38,48,43,47,44,49,42,52,39,51,38,48,40,46,43,47,39,51,41,49,38,49,39,47,41,47,39,50,40,48,42,47,39,46,44,49,38,51,38,46,41,48,39,1
41,43,46,44,46,39,44,44,43,49,46,43,51,41,50,41,45,43,43,48,46,44,46,41,48,42,49,41,43,43,46,43,45,41,43,43,45,44,41,48,45,42,51,39,44,43,46,41,-1
23,26,64,26,64,10,26,13,25,67,28,12,82,11,81,11,27,12,25,66,79,62,28,11,80,11,81,11,26,12,79,12,27,11,25,12,27,62,23,66,27,11,82,10,26,12,28,11,1
0,1,94,0,93,0,0,3,0,94,1,3,92,1,91,1,0,2,0,93,89,93,1,1,90,2,91,3,1,2,89,2,0,1,0,2,0,93,0,94,0,2,92,0,0,2,0,3,1
44,45,47,45,46,36,45,41,45,48,46,41,54,38,53,38,46,40,45,47,49,45,47,39,51,39,51,39,45,41,49,40,46,38,45,40,46,45,44,48,46,39,53,36,45,40,46,39,1
22,25,65,25,65,11,25,14,24,68,27,13,81,12,80,12,26,13,24,67,78,63,27,12,79,12,80,12,25,13,78,13,26,12,24,13,26,63,22,67,26,12,81,11,25,13,27,12,1
33,36,54,35,54,22,36,27,35,57,38,26,68,24,67,23,36,25,34,56,63,52,38,24,65,24,66,25,36,25,63,25,37,24,35,26,36,52,33,56,37,24,68,22,35,26,37,25,1
47,49,41,48,40,35,49,40,49,43,51,40,55,37,54,36,50,38,48,42,50,38,52,38,52,36,52,37,49,39,50,38,51,37,49,39,50,38,47,43,51,36,54,35,48,39,50,37,1
45,46,46,46,45,38,46,43,46,47,47,43,52,40,51,40,47,42,46,46,47,44,48,41,49,41,49,41,46,43,47,42,47,40,46,42,47,44,45,47,47,41,51,38,46,42,47,41,1
27,29,60,30,60,6,30,9,28,63,31,7,86,6,85,7,31,8,29,62,83,58,32,7,84,7,85,6,29,8,83,7,31,7,29,8,30,58,27,62,30,7,86,6,30,7,32,6,1
25,28,62,27,62,12,28,15,27,65,30,14,80,13,79,12,28,13,26,64,77,60,30,13,78,12,79,13,28,13,77,13,29,13,27,14,28,60,25,64,29,12,80,12,27,14,29,13,1
36,37,51,37,51,47,39,52,37,54,40,50,43,48,42,48,39,50,37,53,38,49,41,49,40,48,41,48,37,50,38,49,40,49,38,51,38,49,36,53,39,48,43,47,37,50,40,48,1
49,49,39,50,38,35,51,40,49,41,51,38,55,35,54,36,52,38,50,40,50,36,54,38,52,36,52,35,49,39,50,36,53,37,51,39,50,36,49,41,51,36,54,35,50,37,52,35,1
23,26,64,26,64,10,26,13,25,67,28,12,82,11,81,11,27,12,25,66,79,62,28,11,80,11,81,11,26,12,79,12,27,11,25,12,27,62,23,66,27,11,82,10,26,12,28,11,1
42,43,49,42,48,36,43,41,43,50,44,41,54,38,53,37,43,39,42,49,49,47,45,39,51,38,51,39,43,40,49,39,44,38,43,40,43,47,42,50,44,38,53,36,42,40,43,39,1
34,36,53,35,53,48,37,53,36,56,39,52,42,50,41,49,37,51,35,55,37,51,39,50,39,49,40,50,36,51,37,51,38,50,36,52,37,51,34,55,38,49,42,48,35,52,38,50,1
36,38,51,36,51,47,39,52,38,54,41,51,43,49,42,47,38,49,36,53,38,49,41,49,40,47,41,49,38,49,38,49,40,49,38,51,38,49,36,53,40,47,43,47,36,51,39,49,1
21,24,66,23,66,13,24,16,23,69,26,15,79,14,78,13,24,14,22,68,76,64,26,14,77,13,78,14,24,14,76,14,25,14,23,15,24,64,21,68,25,13,79,13,23,15,25,14,1
44,44,47,44,46,35,45,40,44,48,45,39,55,36,54,36,45,38,44,47,50,45,47,38,52,37,52,37,44,39,50,37,46,37,45,39,44,45,44,48,45,37,54,35,44,38,45,37,1
26,29,61,28,61,10,29,13,28,64,31,12,82,11,81,10,29,11,27,63,79,59,31,11,80,10,81,11,29,11,79,11,30,11,28,12,29,59,26,63,30,10,82,10,28,12,30,11,1
33,34,54,36,54,44,36,49,34,57,37,47,46,45,45,46,37,48,35,56,41,52,38,46,43,47,44,45,34,48,41,47,37,46,35,48,36,52,33,56,36,47,46,44,36,47,38,45,1
33,36,54,35,54,31,36,36,35,57,38,35,59,33,58,32,36,34,34,56,54,52,38,33,56,33,57,34,36,34,54,34,37,33,35,35,36,52,33,56,37,33,59,31,35,35,37,34,1
27,30,60,30,60,9,30,12,29,63,32,11,83,10,82,10,31,11,29,62,80,58,32,10,81,10,82,10,30,11,80,11,31,10,29,11,31,58,27,62,31,10,83,9,30,11,32,10,1
47,49,41,47,40,36,49,41,49,43,51,41,54,38,53,36,49,38,47,42,49,38,52,39,51,36,51,38,49,39,49,38,51,38,49,40,49,38,47,43,51,36,53,36,47,40,49,38,1
37,38,54,38,53,36,38,43,38,55,39,43,52,39,51,39,39,42,38,54,46,52,40,40,48,41,48,41,38,43,46,42,39,39,38,42,39,52,37,55,39,41,51,37,38,42,39,41,-1
40,41,51,41,50,37,41,42,41,52,42,42,53,39,52,39,42,41,41,51,48,49,43,40,50,40,50,40,41,42,48,41,42,39,41,41,42,49,40,52,42,40,52,37,41,41,42,40,1
44,44,47,45,46,36,45,41,44,48,45,40,54,37,53,38,46,40,45,47,49,45,47,39,51,39,51,38,44,41,49,39,46,38,45,40,45,45,44,48,45,39,53,36,45,39,46,38,1
40,42,47,41,47,42,43,47,42,50,45,46,48,44,47,43,43,45,41,49,43,45,45,44,45,43,46,44,42,45,43,45,44,44,42,46,43,45,40,49,44,43,48,42,41,46,44,44,-1
28,30,59,30,59,50,31,54,30,62,33,53,41,51,40,50,31,52,29,61,36,57,33,51,38,51,39,51,30,52,37,52,32,51,30,53,31,57,28,61,32,51,41,50,30,53,32,51,1
40,41,51,41,50,37,41,42,41,52,42,42,53,39,52,39,42,41,41,51,48,49,43,40,50,40,50,40,41,42,48,41,42,39,41,41,42,49,40,52,42,40,52,37,41,41,42,40,1
27,30,60,30,60,10,30,13,29,63,32,12,82,11,81,11,31,12,29,62,79,58,32,11,80,11,81,11,30,12,79,12,31,11,29,12,31,58,27,62,31,11,82,10,30,12,32,11,1
37,37,50,39,50,46,40,51,37,53,40,48,44,46,43,48,41,50,39,52,39,48,42,48,41,48,42,46,37,50,39,48,41,48,39,50,39,48,37,52,39,48,44,46,39,48,42,46,1
46,46,42,47,41,38,48,43,46,44,48,41,52,38,51,39,49,41,47,43,47,39,51,41,49,39,49,38,46,42,47,39,50,40,48,42,47,39,46,44,48,39,51,38,47,40,49,38,1
35,36,52,37,52,47,38,52,36,55,39,50,43,48,42,49,39,51,37,54,38,50,40,49,40,49,41,48,36,51,38,50,39,49,37,51,38,50,35,54,38,49,43,47,37,50,40,48,1
33,34,54,34,54,50,36,55,34,57,37,53,40,51,39,51,36,53,34,56,35,52,38,52,37,51,38,51,34,53,35,52,37,52,35,54,35,52,33,56,36,51,40,50,34,53,37,51,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
34,36,53,36,53,32,37,37,35,56,38,35,58,33,57,33,37,35,35,55,53,51,39,34,55,34,56,34,36,35,53,34,38,34,36,36,36,51,34,55,37,34,58,32,36,35,38,34,1
50,50,41,50,40,29,51,34,50,42,51,33,61,30,60,30,51,32,50,41,56,39,53,32,58,31,58,31,50,33,56,31,52,31,51,33,50,39,50,42,51,31,60,29,50,32,51,31,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
35,38,52,37,52,33,38,38,37,55,40,37,57,35,56,34,38,36,36,54,52,50,40,35,54,35,55,36,38,36,52,36,39,35,37,37,38,50,35,54,39,35,57,33,37,37,39,36,1
39,44,49,40,48,0,41,6,41,51,44,6,89,2,88,1,42,4,40,50,82,46,44,2,85,2,86,6,44,4,83,4,43,2,41,5,42,46,39,51,43,2,89,0,40,5,42,6,-1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
48,50,40,48,39,35,50,40,50,42,52,40,55,37,54,35,50,37,48,41,50,37,53,38,52,35,52,37,50,38,50,37,52,37,50,39,50,37,48,42,52,35,54,35,48,39,50,37,1
41,42,50,41,49,37,42,42,42,51,43,42,53,39,52,38,42,40,41,50,48,48,44,40,50,39,50,40,42,41,48,40,43,39,42,41,42,48,41,51,43,39,52,37,41,41,42,40,1
17,20,70,20,70,11,20,14,19,73,22,13,81,12,80,12,21,13,19,72,78,68,22,12,79,12,80,12,20,13,78,13,21,12,19,13,21,68,17,72,21,12,81,11,20,13,22,12,1
41,42,46,44,46,37,44,42,42,49,45,40,53,38,52,39,45,41,43,48,48,44,46,39,50,40,51,38,42,41,48,40,45,39,43,41,44,44,41,48,44,40,53,37,44,40,46,38,-1
46,48,42,47,41,36,48,41,48,44,50,41,54,38,53,37,49,39,47,43,49,39,51,39,51,37,51,38,48,40,49,39,50,38,48,40,49,39,46,44,50,37,53,36,47,40,49,38,1
35,36,52,37,52,47,38,52,36,55,39,50,43,48,42,49,39,51,37,54,38,50,40,49,40,49,41,48,36,51,38,50,39,49,37,51,38,50,35,54,38,49,43,47,37,50,40,48,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
34,35,53,37,53,43,37,48,35,56,38,46,47,44,46,45,38,47,36,55,42,51,39,45,44,46,45,44,35,47,42,46,38,45,36,47,37,51,34,55,37,46,47,43,37,46,39,44,1
34,36,53,37,53,30,37,35,35,56,38,33,60,31,59,32,38,34,36,55,55,51,39,32,57,33,58,32,36,34,55,33,38,32,36,34,37,51,34,55,37,33,60,30,37,33,39,32,1
36,38,51,38,51,41,39,45,38,54,41,44,50,42,49,41,39,43,37,53,45,49,41,42,47,42,48,42,38,43,46,43,40,42,38,44,39,49,36,53,40,42,50,41,38,44,40,42,1
27,29,60,30,60,6,30,9,28,63,31,7,86,6,85,7,31,8,29,62,83,58,32,7,84,7,85,6,29,8,83,7,31,7,29,8,30,58,27,62,30,7,86,6,30,7,32,6,1
38,41,49,40,49,8,41,11,40,52,43,10,84,9,83,8,41,9,39,51,81,47,43,9,82,8,83,9,41,9,81,9,42,9,40,10,41,47,38,51,42,8,84,8,40,10,42,9,-1
35,37,52,37,52,42,38,47,37,55,40,46,48,44,47,43,38,45,36,54,43,50,40,44,45,44,46,44,37,45,43,45,39,44,37,46,38,50,35,54,39,44,48,42,37,46,39,44,1
47,49,41,48,40,30,49,36,49,43,51,36,58,32,58,32,50,35,48,42,52,38,52,33,55,33,55,33,49,35,52,34,51,33,49,36,50,38,47,43,51,33,58,30,48,35,50,33,1
32,34,55,34,55,19,35,24,33,58,36,22,71,20,70,20,35,22,33,57,66,53,37,21,68,21,69,21,34,22,66,21,36,21,34,23,34,53,32,57,35,21,71,19,34,22,36,21,1
33,35,54,36,54,44,36,48,35,57,38,47,47,45,46,45,37,47,35,56,42,52,38,45,44,46,45,45,35,47,43,47,37,45,35,47,37,52,33,56,37,46,47,44,36,47,38,45,1
44,44,47,45,46,38,45,43,44,48,45,42,52,39,51,40,46,42,45,47,47,45,47,41,49,41,49,40,44,43,47,41,46,40,45,42,45,45,44,48,45,41,51,38,45,41,46,40,1
35,37,52,38,52,29,38,34,36,55,39,32,61,30,60,31,39,33,37,54,56,50,40,31,58,32,59,31,37,33,56,32,39,31,37,33,38,50,35,54,38,32,61,29,38,32,40,31,1
33,35,54,34,54,49,36,54,35,57,38,53,41,51,40,50,36,52,34,56,36,52,38,51,38,50,39,51,35,52,36,52,37,51,35,53,36,52,33,56,37,50,41,49,34,53,37,51,1
29,30,58,30,58,54,32,59,30,61,33,57,36,55,35,55,32,57,30,60,31,56,34,56,33,55,34,55,30,57,31,56,33,56,31,58,31,56,29,60,32,55,36,54,30,57,33,55,1
19,22,68,22,68,12,22,15,21,71,24,14,80,13,79,13,23,14,21,70,77,66,24,13,78,13,79,13,22,14,77,14,23,13,21,14,23,66,19,70,23,13,80,12,22,14,24,13,1
30,33,57,32,57,20,33,25,32,60,35,24,70,22,69,21,33,23,31,59,65,55,35,22,67,22,68,23,33,23,65,23,34,22,32,24,33,55,30,59,34,22,70,20,32,24,34,23,1
31,33,56,34,56,18,34,23,32,59,35,21,72,19,71,20,35,22,33,58,67,54,36,20,69,21,70,20,33,22,67,21,35,20,33,22,34,54,31,58,34,21,72,18,34,21,36,20,1
29,32,58,32,58,47,32,51,31,61,34,50,44,48,43,48,33,50,31,60,39,56,34,48,41,49,42,49,32,50,40,50,33,48,31,50,33,56,29,60,33,49,44,47,32,50,34,49,1
30,32,57,33,57,23,33,28,31,60,34,26,67,24,66,25,34,27,32,59,62,55,35,25,64,26,65,25,32,27,62,26,34,25,32,27,33,55,30,59,33,26,67,23,33,26,35,25,1
29,30,58,30,58,54,32,59,30,61,33,57,36,55,35,55,32,57,30,60,31,56,34,56,33,55,34,55,30,57,31,56,33,56,31,58,31,56,29,60,32,55,36,54,30,57,33,55,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
20,23,67,22,67,12,23,15,22,70,25,14,80,13,79,12,23,13,21,69,77,65,25,13,78,12,79,13,23,13,77,13,24,13,22,14,23,65,20,69,24,12,80,12,22,14,24,13,1
34,36,53,36,53,26,37,31,35,56,38,29,64,27,63,27,37,29,35,55,59,51,39,28,61,28,62,28,36,29,59,28,38,28,36,30,36,51,34,55,37,28,64,26,36,29,38,28,1
35,36,52,35,52,49,38,54,36,55,39,52,41,50,40,49,37,51,35,54,36,50,40,51,38,49,39,50,36,51,36,50,39,51,37,53,36,50,35,54,38,49,41,49,35,52,38,50,1
41,42,50,42,49,36,42,41,42,51,43,41,54,38,53,38,43,40,42,50,49,48,44,39,51,39,51,39,42,41,49,40,43,38,42,40,43,48,41,51,43,39,53,36,42,40,43,39,1
23,26,64,25,64,10,26,13,25,67,28,12,82,11,81,10,26,11,24,66,79,62,28,11,80,10,81,11,26,11,79,11,27,11,25,12,26,62,23,66,27,10,82,10,25,12,27,11,1
19,22,68,21,68,12,22,15,21,71,24,14,80,13,79,12,22,13,20,70,77,66,24,13,78,12,79,13,22,13,77,13,23,13,21,14,22,66,19,70,23,12,80,12,21,14,23,13,1
30,32,57,32,57,16,33,21,31,60,34,19,74,17,73,17,33,19,31,59,69,55,35,18,71,18,72,18,32,19,69,18,34,18,32,20,32,55,30,59,33,18,74,16,32,19,34,18,1
19,22,68,21,68,10,22,13,21,71,24,12,82,11,81,10,22,11,20,70,79,66,24,11,80,10,81,11,22,11,79,11,23,11,21,12,22,66,19,70,23,10,82,10,21,12,23,11,1
44,48,44,47,43,6,46,11,46,46,49,11,84,7,83,7,48,10,46,45,78,41,49,7,80,9,81,10,48,10,80,10,48,7,46,10,48,41,44,46,48,9,84,7,47,10,48,10,1
0,1,94,0,93,0,0,2,0,94,1,2,93,0,92,0,0,1,0,93,90,93,1,0,91,1,92,2,1,1,91,1,0,0,0,1,0,93,0,94,0,1,93,0,0,1,0,2,1
48,49,40,48,39,36,50,41,49,42,51,40,54,37,53,36,50,38,48,41,49,37,53,39,51,36,51,37,49,39,49,37,52,38,50,40,49,37,48,42,51,36,53,36,48,39,50,37,1
34,34,53,35,53,50,37,55,34,56,37,52,40,50,39,51,37,53,35,55,35,51,39,52,37,51,38,50,34,53,35,51,38,52,36,54,35,51,34,55,36,51,40,50,35,52,38,50,1
50,50,41,51,40,28,51,33,50,42,51,32,62,29,61,30,52,32,51,41,57,39,53,31,59,31,59,30,50,33,57,31,52,30,51,32,51,39,50,42,51,31,61,28,51,31,52,30,1
23,26,64,25,64,11,26,14,25,67,28,13,81,12,80,11,26,12,24,66,78,62,28,12,79,11,80,12,26,12,78,12,27,12,25,13,26,62,23,66,27,11,81,11,25,13,27,12,1
36,37,51,36,51,48,39,53,37,54,40,51,42,49,41,48,38,50,36,53,37,49,41,50,39,48,40,49,37,50,37,49,40,50,38,52,37,49,36,53,39,48,42,48,36,51,39,49,1
44,44,47,45,46,38,45,43,44,48,45,42,52,39,51,40,46,42,45,47,47,45,47,41,49,41,49,40,44,43,47,41,46,40,45,42,45,45,44,48,45,41,51,38,45,41,46,40,1
35,38,52,37,52,34,38,39,37,55,40,38,56,36,55,35,38,37,36,54,51,50,40,36,53,36,54,37,38,37,51,37,39,36,37,38,38,50,35,54,39,36,56,34,37,38,39,37,1
0,8,81,6,80,0,1,4,1,87,8,4,91,1,90,1,7,3,1,86,86,76,8,1,88,2,89,4,8,3,87,3,7,1,1,3,7,81,2,87,7,2,91,0,6,3,7,4,1
22,25,65,25,65,11,25,14,24,68,27,13,81,12,80,12,26,13,24,67,78,63,27,12,79,12,80,12,25,13,78,13,26,12,24,13,26,63,22,67,26,12,81,11,25,13,27,12,1
35,35,52,36,52,49,38,54,35,55,38,51,41,49,40,50,38,52,36,54,36,50,40,51,38,50,39,49,35,52,36,50,39,51,37,53,36,50,35,54,37,50,41,49,36,51,39,49,1
21,24,66,24,66,12,24,15,23,69,26,14,80,13,79,13,25,14,23,68,77,64,26,13,78,13,79,13,24,14,77,14,25,13,23,14,25,64,21,68,25,13,80,12,24,14,26,13,1
21,24,66,23,66,11,24,14,23,69,26,13,81,12,80,11,24,12,22,68,78,64,26,12,79,11,80,12,24,12,78,12,25,12,23,13,24,64,21,68,25,11,81,11,23,13,25,12,1
