@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaaa numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbad numeric
@attribute o1atLbad numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMcad numeric
@attribute o1atLcad numeric
@attribute o1atMead numeric
@attribute o1atLead numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMdac numeric
@attribute o1atLdac numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMcae numeric
@attribute o1atLcae numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMceb numeric
@attribute o1atLceb numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMeab numeric
@attribute o1atLeab numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMdea numeric
@attribute o1atLdea numeric
@attribute o1atMeac numeric
@attribute o1atLeac numeric
@attribute o1atMdad numeric
@attribute o1atLdad numeric
@attribute o1atMada numeric
@attribute o1atLada numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMebd numeric
@attribute o1atLebd numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMbda numeric
@attribute o1atLbda numeric
@attribute o1atMbec numeric
@attribute o1atLbec numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMbeb numeric
@attribute o1atLbeb numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMdae numeric
@attribute o1atLdae numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute destClass {2.0,1.0}

@data
0,90,2,91,3,27,67,22,25,23,23,64,24,67,63,62,68,23,28,24,22,89,26,65,24,63,0,91,1,93,88,21,66,25,25,62,69,4,0,65,23,0,64,2,65,0,66,1,68,2,68,27,26,63,24,90,3,0,89,2,92,2,90,1,67,2,27,4,26,25,1,23,2,24,3,24,0,25,1,27,88,3,91,0,69,2,0,65,1,26,3,26,68,3,66,4,22,25,26,2,26,25,25,26,24,23,27,21,0,24,68,21,1,62,1,65,22,66,3,4,1,90,26,22,1,1,1,25,2,2,1,67,2,23,0,67,67,1,25,2,28,4,0,92,28,3,25,4,65,2,2,66,2,25,26,1,24,2,0,24,1,4,28,2,26,23,3,2,1,4,0,67,24,24,24,3,68,3,27,3,1,4,0,25,63,3,68,2,26,4,67,3,2,25,3,4,2,2,3,4,1,3,2,2,2,21,0,26,26,3,1,2,27,2,0,2,0,26,26,3,0,2,26,2,22,3,27,0,2,3,0,2,1.0
2,87,0,88,3,29,64,25,11,26,9,78,10,77,60,76,65,26,14,26,8,85,12,77,10,77,1,89,0,90,93,24,63,28,11,76,66,1,0,62,26,2,78,3,79,1,80,1,82,2,80,13,28,60,27,94,0,0,93,0,94,0,93,0,64,0,13,1,12,27,4,26,2,26,5,27,2,28,2,30,93,0,94,0,66,0,2,79,3,28,4,29,65,0,63,1,8,27,12,0,12,28,11,28,10,26,13,24,3,27,65,24,2,76,1,78,8,78,3,1,1,85,12,25,4,0,3,28,4,0,2,77,3,26,0,81,64,0,11,0,14,1,0,90,14,0,11,1,62,0,0,80,3,28,12,0,10,0,3,27,2,1,14,0,12,26,5,0,3,1,2,79,10,27,10,0,65,0,13,0,3,1,2,28,60,0,65,0,12,1,64,0,0,28,5,1,2,0,4,1,4,0,3,0,4,24,0,29,12,0,4,0,13,0,2,0,2,28,12,0,3,0,12,0,8,0,13,0,4,0,3,0,2.0
2,90,2,91,3,39,54,37,39,38,38,53,39,54,53,51,55,37,40,37,37,89,40,53,38,52,1,91,1,92,85,36,54,38,40,51,56,5,0,54,37,2,52,3,53,1,53,1,55,3,55,40,39,53,38,87,5,2,86,4,89,3,88,3,55,5,41,6,40,38,2,37,2,38,3,37,1,38,1,39,86,5,89,3,56,3,2,53,2,39,3,39,55,5,55,5,37,38,39,5,40,38,39,39,38,38,40,36,2,38,55,36,2,51,2,53,37,54,3,6,2,89,39,37,2,3,2,38,2,4,2,54,2,37,0,54,55,3,39,5,41,5,0,92,40,5,39,6,54,5,2,54,3,38,39,3,38,5,2,38,1,6,41,3,40,37,3,3,2,5,2,54,38,38,38,5,56,5,40,5,2,6,2,38,53,5,55,4,40,5,54,5,2,38,3,5,2,5,3,6,2,5,2,5,2,36,0,38,39,5,2,5,40,4,1,5,2,38,40,5,2,5,40,5,37,5,40,3,2,5,2,5,2.0
12,80,14,81,14,36,58,33,31,34,30,61,31,63,56,59,59,34,33,34,29,80,33,61,31,60,12,80,13,82,82,32,58,36,32,59,60,10,12,57,34,12,60,14,61,12,61,13,63,14,63,33,36,56,35,84,9,6,83,8,86,8,84,7,58,8,33,10,33,35,12,33,13,34,14,34,12,34,13,36,82,9,85,6,60,8,12,61,13,36,14,36,59,9,58,10,29,35,31,8,32,36,31,36,30,34,32,32,12,34,59,32,13,59,13,61,29,62,14,10,13,80,31,33,12,7,13,36,13,8,13,63,13,34,12,62,58,7,31,8,33,10,12,81,33,9,31,10,57,8,14,62,14,35,31,7,30,8,12,34,13,10,33,8,32,34,14,8,13,10,12,62,31,35,31,9,59,9,32,9,13,10,12,35,56,9,59,8,32,10,58,9,14,35,14,10,13,8,14,10,12,9,13,8,13,32,12,35,31,9,12,8,32,8,12,8,12,35,33,9,12,8,32,8,29,9,32,6,13,9,12,8,1.0
5,86,6,87,7,37,57,34,39,35,38,53,39,54,55,51,56,35,40,35,37,85,39,53,39,52,4,87,5,89,80,33,56,35,40,51,58,9,3,56,35,5,52,7,53,4,53,5,55,7,55,40,37,55,36,83,7,4,82,8,86,6,84,6,57,8,41,10,39,36,5,34,6,35,7,35,4,35,5,37,80,8,85,4,59,7,5,53,6,37,7,37,56,9,57,9,37,36,39,8,40,35,39,37,38,35,40,33,5,35,57,33,6,51,6,53,37,54,7,10,6,85,39,34,5,6,6,35,6,8,6,54,6,35,3,54,57,6,39,8,41,9,3,88,40,9,39,10,56,8,6,54,7,36,39,6,38,8,5,35,5,10,41,7,40,35,7,7,6,9,5,54,39,36,39,9,58,7,40,7,6,10,5,36,55,9,57,8,40,9,57,8,6,36,7,9,6,8,7,10,5,8,6,8,6,33,3,36,39,8,5,8,40,8,4,8,5,36,39,9,5,8,40,8,37,9,40,4,6,7,5,8,1.0
2,88,3,89,3,38,55,36,29,37,26,62,26,63,53,57,56,36,31,36,24,86,29,60,29,60,1,90,1,91,89,35,55,37,29,58,57,3,0,54,37,3,60,3,61,1,63,1,65,3,64,30,37,53,37,91,2,0,90,2,92,1,91,1,55,2,30,3,29,37,3,36,2,37,4,37,1,37,1,39,89,2,92,0,57,1,3,63,3,38,3,38,56,2,55,3,24,37,29,2,30,37,27,37,26,37,30,35,3,37,56,35,2,58,2,62,24,63,3,3,2,87,29,36,3,1,3,37,3,2,2,64,2,37,0,64,55,1,29,2,31,3,0,91,31,2,27,3,54,2,3,64,3,38,29,1,26,2,3,37,1,3,31,1,29,37,4,1,3,3,2,63,29,37,29,2,56,2,30,2,3,3,3,37,53,2,56,2,30,3,55,2,3,38,4,3,2,2,3,3,3,2,2,2,3,35,0,38,29,2,3,2,30,2,1,2,2,37,29,2,3,2,29,2,24,2,30,0,3,2,3,2,2.0
0,93,0,94,0,46,47,38,39,43,36,52,36,52,37,45,44,37,41,39,35,93,36,48,36,48,0,93,0,94,81,34,40,39,37,47,47,4,0,42,40,0,48,0,49,0,52,0,53,0,53,38,42,38,41,85,3,1,84,5,88,2,87,3,48,5,39,7,37,43,0,39,0,45,1,39,0,45,0,46,82,4,88,1,49,3,0,52,0,45,1,43,45,6,43,6,36,45,41,6,39,41,37,45,37,45,41,35,0,43,46,34,0,47,0,52,35,52,0,7,0,93,40,39,0,3,0,41,0,5,0,52,0,41,0,53,48,3,39,6,42,4,0,94,41,6,37,7,42,5,0,53,0,43,41,3,37,6,0,45,0,7,42,3,38,41,1,3,0,6,0,52,37,42,37,6,49,3,41,3,0,7,0,42,38,6,46,5,39,6,47,4,0,45,1,4,0,6,1,7,0,4,0,5,0,35,0,45,40,4,0,6,41,5,0,6,0,45,37,6,0,6,38,5,36,6,41,1,0,3,0,6,1.0
0,92,2,93,2,35,59,32,43,33,42,49,43,51,57,47,61,33,45,33,41,92,45,49,43,48,0,92,1,94,76,31,59,35,44,47,61,16,0,58,33,0,48,2,49,0,49,1,51,2,51,45,35,57,34,78,16,12,77,14,80,14,78,13,59,14,45,16,45,34,0,32,1,33,2,33,0,33,1,35,76,15,79,12,61,14,0,49,1,35,2,35,61,15,59,16,41,34,43,14,44,35,43,35,42,33,44,31,0,33,60,31,1,47,1,49,41,50,2,16,1,92,43,32,0,13,1,35,1,14,1,51,1,33,0,50,59,13,43,14,45,16,0,93,45,15,43,16,58,14,2,50,2,34,43,13,42,14,0,33,1,16,45,14,44,33,2,14,1,16,0,50,43,34,43,15,60,16,44,16,1,16,0,34,57,15,60,14,44,16,59,15,2,34,2,16,1,14,2,16,0,15,1,14,1,31,0,34,43,15,0,14,44,14,0,14,0,34,45,15,0,14,44,14,41,15,44,12,1,16,0,14,1.0
0,88,2,89,3,21,73,16,5,18,3,83,4,86,68,83,74,17,7,17,2,86,7,85,4,83,0,90,1,92,93,13,71,21,6,83,75,1,0,70,18,1,85,4,86,0,87,1,89,3,88,7,21,68,20,94,0,0,93,0,94,0,93,0,73,0,7,1,7,20,2,16,2,18,4,17,0,19,1,21,93,0,94,0,75,0,0,85,1,21,4,21,74,0,71,1,2,20,5,0,6,21,4,21,3,18,6,14,2,19,74,14,3,84,2,85,2,85,3,1,1,88,5,16,2,0,3,21,3,0,1,87,3,18,0,88,73,0,5,0,7,1,0,91,7,0,4,1,70,0,2,86,4,20,5,0,3,0,0,19,1,1,7,0,6,18,4,0,3,1,0,87,4,20,4,0,74,0,6,0,1,1,1,20,68,0,74,0,6,1,73,0,2,20,4,1,2,0,4,1,2,0,3,0,3,14,0,20,5,0,2,0,6,0,0,0,0,20,7,0,0,0,6,0,2,0,6,0,3,0,2,0,2.0
12,79,11,80,12,44,50,42,34,43,30,59,29,58,48,52,50,41,34,42,26,77,32,55,34,55,10,81,10,82,88,41,49,41,33,52,51,3,8,49,43,12,55,12,55,10,59,10,60,12,60,33,42,48,42,90,3,1,89,3,91,2,90,2,50,3,34,3,32,43,12,42,12,43,12,42,10,43,10,44,88,3,91,1,51,2,12,59,12,43,12,42,50,3,50,3,27,43,34,3,34,41,30,43,30,43,34,41,12,43,50,41,12,52,12,59,27,59,13,4,12,77,34,42,12,2,12,41,12,3,12,58,12,43,8,59,50,2,34,3,35,3,8,82,34,3,31,3,49,3,11,59,12,43,34,2,30,3,12,43,10,4,35,2,33,43,13,2,12,3,12,59,34,42,34,3,51,3,35,3,12,3,12,42,48,3,50,3,35,3,50,3,11,43,13,3,12,3,13,3,12,3,12,3,12,41,8,43,34,3,12,3,34,3,10,3,12,43,32,3,12,3,33,3,27,3,35,1,12,3,12,3,2.0
0,93,0,94,1,25,69,23,30,24,29,62,30,63,67,60,69,23,31,23,28,93,31,62,30,61,0,93,0,94,79,22,68,24,31,60,70,12,0,68,24,0,61,1,62,0,62,0,64,1,64,31,25,67,24,81,12,10,80,12,82,11,81,11,69,12,32,13,31,24,0,23,0,24,1,23,0,24,0,25,79,12,82,10,70,11,0,62,0,25,1,25,69,12,69,12,28,24,30,12,31,24,30,25,29,24,31,22,0,24,69,22,0,60,0,62,28,63,1,13,0,93,30,23,0,11,0,24,0,12,0,63,0,24,0,63,69,11,30,12,32,12,0,94,31,12,30,13,68,12,0,63,1,24,30,11,29,12,0,24,0,13,32,11,31,24,1,11,0,12,0,63,30,24,30,12,70,12,31,12,0,13,0,24,67,12,69,12,31,12,69,12,0,24,1,12,0,12,1,13,0,12,0,12,0,22,0,24,30,12,0,12,31,12,0,12,0,24,31,12,0,12,31,12,28,12,31,10,0,12,0,12,2.0
0,92,2,93,2,36,58,33,42,34,41,50,40,52,56,48,60,32,44,34,40,92,40,50,42,49,0,92,1,94,76,32,58,32,41,48,60,12,0,57,34,0,49,2,50,0,50,1,52,2,52,42,34,56,33,79,12,4,78,10,84,7,82,6,58,10,42,12,40,35,0,33,1,34,2,34,0,34,1,36,78,11,83,6,60,7,0,50,1,36,2,34,60,11,58,12,40,35,42,10,43,32,42,36,41,34,43,32,0,34,59,32,1,48,1,50,40,51,2,12,1,92,42,33,0,6,1,32,1,10,1,52,1,34,0,51,58,6,42,10,44,12,0,93,44,11,42,12,57,10,2,51,2,35,42,6,41,10,0,34,1,12,44,7,41,34,2,7,1,12,0,51,42,33,42,11,59,12,43,12,1,12,0,33,56,11,59,10,43,12,58,11,2,35,2,12,1,10,2,12,0,11,1,10,1,32,0,35,42,11,0,10,43,10,0,10,0,35,40,11,0,10,41,10,40,11,43,6,1,12,0,10,1.0
7,85,7,86,8,43,51,41,36,42,33,56,34,57,49,51,51,41,37,41,30,84,37,54,36,53,6,86,6,87,93,40,50,42,37,51,52,0,5,50,42,7,53,8,54,6,56,6,58,8,58,37,43,49,42,94,0,0,93,0,94,0,93,0,51,0,38,1,37,42,7,41,7,42,8,41,6,42,6,43,93,0,94,0,52,0,7,56,7,43,8,43,51,0,51,0,31,42,36,0,37,42,34,43,33,42,37,40,7,42,51,40,7,51,7,56,31,57,8,1,7,84,36,41,7,0,7,42,7,0,7,57,7,42,5,57,51,0,36,0,38,0,5,87,37,0,34,1,50,0,7,57,8,42,36,0,33,0,7,42,6,1,38,0,37,42,8,0,7,0,7,57,36,42,36,0,52,0,37,0,7,1,7,42,49,0,51,0,37,0,51,0,7,42,8,0,7,0,8,1,7,0,7,0,7,40,5,42,36,0,7,0,37,0,6,0,7,42,37,0,7,0,37,0,31,0,37,0,7,0,7,0,2.0
11,81,11,82,11,39,55,35,28,37,26,65,26,65,51,61,56,36,29,36,24,80,28,63,28,63,10,82,10,83,93,33,54,38,28,61,57,1,9,53,37,11,63,11,64,10,65,10,66,11,66,29,38,51,38,94,0,0,93,0,94,0,93,0,55,0,29,1,28,38,11,35,11,37,12,36,10,37,10,39,93,0,94,0,57,0,11,65,11,38,12,39,56,0,54,1,24,38,28,0,28,38,26,38,26,37,28,33,11,37,56,33,11,61,11,65,24,65,11,1,11,80,28,35,11,0,11,38,11,0,11,65,11,37,9,66,55,0,28,0,29,1,9,83,29,0,26,1,53,0,11,66,11,38,28,0,26,0,11,37,10,1,29,0,28,37,12,0,11,1,11,65,28,38,28,0,56,0,28,0,11,1,11,38,51,0,56,0,28,1,55,0,11,38,12,1,11,0,12,1,11,0,11,0,11,33,9,38,28,0,11,0,28,0,10,0,11,38,28,0,11,0,28,0,24,0,28,0,11,0,11,0,2.0
1,90,2,91,3,35,59,32,40,33,39,52,39,53,57,50,61,32,42,33,38,89,40,52,40,51,0,91,1,93,77,31,59,33,40,50,61,11,0,58,33,1,51,3,52,0,52,1,54,3,54,41,34,57,33,81,11,3,80,9,85,7,83,6,59,9,41,11,40,34,1,32,2,33,3,33,0,33,1,35,77,10,84,3,61,7,1,52,2,35,3,34,61,10,59,11,38,34,40,9,41,33,40,35,39,33,41,31,1,33,60,31,2,50,2,52,38,53,3,11,2,90,40,32,1,6,2,33,2,9,2,53,2,33,0,53,59,6,40,9,42,11,0,92,42,10,40,11,58,9,2,53,3,34,40,6,39,9,1,33,1,11,42,7,40,33,3,7,2,11,1,53,40,33,40,10,60,11,41,11,2,11,1,33,57,10,60,9,41,11,59,10,2,34,3,11,2,9,3,11,1,10,2,9,2,31,0,34,40,10,1,9,41,9,0,9,1,34,40,10,1,9,40,9,38,10,41,3,2,11,1,9,1.0
9,83,7,84,9,28,65,21,28,25,24,63,26,62,58,55,66,23,31,23,21,82,31,59,27,59,8,84,7,85,84,19,62,28,29,55,67,7,7,62,24,9,59,10,60,8,63,8,65,9,64,31,28,59,26,86,6,4,85,5,88,5,86,5,66,5,31,8,31,26,9,22,8,26,10,23,8,26,8,28,84,6,87,4,68,6,9,63,9,28,10,28,66,7,63,8,21,27,29,6,29,28,26,28,25,26,30,19,9,25,66,19,9,55,8,63,21,63,9,8,8,82,28,22,9,5,9,28,9,5,9,62,9,24,7,64,66,5,28,6,31,7,7,85,31,7,26,8,62,5,7,64,10,26,29,5,25,6,9,26,8,8,31,6,30,24,10,6,9,8,9,63,27,27,27,7,67,6,30,6,9,8,9,27,59,7,66,5,29,8,65,6,7,27,10,7,8,6,10,8,9,6,9,5,9,19,7,27,28,6,9,6,30,5,8,6,9,27,31,7,9,6,30,5,21,7,30,4,9,6,9,6,1.0
0,89,2,90,3,36,58,29,23,33,19,66,21,68,50,61,59,31,26,31,16,88,26,64,22,63,0,90,1,92,93,27,55,36,24,61,60,1,0,54,32,2,64,4,65,1,68,2,70,3,69,26,36,51,34,94,0,0,93,0,94,0,93,0,58,0,26,1,26,34,2,30,2,34,4,31,1,34,2,36,93,0,94,0,60,0,1,67,2,36,4,36,59,0,55,1,17,35,24,0,24,36,21,36,20,34,25,27,2,33,59,27,3,61,2,66,17,67,3,1,1,88,24,30,2,0,3,36,3,0,2,68,3,32,0,69,58,0,23,0,26,1,0,91,26,0,21,1,54,0,2,68,4,34,24,0,20,0,1,34,2,1,26,0,25,32,4,0,3,1,0,68,22,35,22,0,59,0,25,0,2,1,2,35,51,0,59,0,24,1,58,0,2,35,4,1,2,0,4,1,2,0,3,0,3,27,0,35,24,0,2,0,25,0,1,0,0,35,26,0,1,0,25,0,17,0,25,0,3,0,2,0,2.0
1,84,2,85,4,35,56,29,27,30,23,57,24,59,50,53,58,29,31,30,21,80,27,57,25,55,0,88,1,90,82,27,54,31,26,53,59,9,0,53,30,1,58,3,59,0,63,1,65,3,63,28,32,50,31,84,8,4,83,6,86,6,85,5,56,6,28,9,27,32,3,31,3,32,6,32,0,35,1,37,82,7,86,5,59,6,1,60,2,34,4,34,58,7,54,9,21,32,28,6,28,31,25,32,24,30,29,27,2,33,57,27,2,55,2,60,21,59,4,9,2,84,28,29,4,6,3,33,5,7,2,61,3,31,0,64,57,5,27,6,31,9,0,89,31,7,25,9,53,6,2,61,3,34,29,5,24,6,1,33,1,9,31,6,27,30,6,6,3,9,1,62,25,31,25,7,57,8,29,8,2,9,1,33,50,7,58,6,28,9,56,7,2,34,6,9,3,7,4,9,3,8,3,7,4,28,0,36,28,7,3,7,30,6,0,8,1,34,27,7,1,7,27,6,21,7,30,5,4,8,2,7,2.0
0,71,2,72,6,38,55,29,19,31,9,54,11,56,45,50,57,31,24,32,3,62,19,54,16,53,0,81,1,82,92,27,51,33,18,50,57,2,0,50,30,8,59,10,60,1,70,2,72,6,65,22,34,45,33,93,2,0,92,0,94,1,92,0,55,0,22,2,19,34,12,32,5,33,13,33,2,37,2,39,92,1,93,0,57,1,4,63,5,36,12,37,57,1,51,2,5,35,22,0,20,33,12,35,11,32,23,27,10,34,56,27,9,53,4,59,5,58,6,2,1,70,22,30,12,0,10,34,12,0,5,62,11,31,1,71,55,0,19,0,24,2,0,82,24,1,12,2,50,0,3,64,10,35,22,0,11,0,5,35,2,2,24,1,21,30,13,1,10,2,1,64,16,34,16,1,56,2,23,2,5,2,8,36,45,1,56,0,20,2,55,1,3,36,13,2,5,0,12,2,12,1,11,0,12,27,1,38,22,1,12,0,23,0,2,0,1,37,19,1,5,0,21,0,5,1,23,0,12,2,10,0,2.0
3,88,5,89,5,41,52,38,41,40,39,51,40,53,49,47,51,38,41,38,38,87,40,50,40,49,2,89,3,91,90,36,50,38,42,48,53,0,1,51,39,3,49,5,50,2,51,3,53,5,53,41,41,49,40,92,0,0,91,0,93,0,92,0,53,1,43,2,40,40,3,38,4,40,5,38,2,40,3,41,91,0,93,0,54,0,3,51,4,41,5,41,52,1,52,0,38,40,41,1,42,38,40,41,39,40,42,36,3,40,52,36,4,48,4,51,38,52,5,2,4,87,41,38,3,0,4,38,4,0,4,53,4,39,1,52,53,0,41,1,43,0,1,90,41,1,40,2,51,1,5,52,5,40,41,0,39,1,3,40,3,2,43,0,42,39,5,0,4,0,3,52,40,40,40,1,54,0,42,0,4,2,3,40,49,1,52,0,42,0,52,0,5,40,5,0,4,1,5,2,3,0,4,1,4,36,1,40,41,0,3,1,42,0,2,1,3,40,40,1,3,1,42,1,38,1,42,0,4,0,3,1,2.0
1,91,0,92,2,47,47,44,20,45,19,72,20,72,45,70,48,45,22,45,18,90,22,72,20,71,0,92,0,93,93,43,47,47,21,70,49,1,0,46,45,1,71,2,72,0,72,0,74,2,74,22,47,45,46,94,0,0,93,0,94,0,93,0,47,0,22,1,22,46,1,44,1,45,2,45,0,45,0,47,93,0,94,0,49,0,1,72,1,47,2,47,48,0,47,1,18,46,20,0,21,47,20,47,19,45,21,43,1,45,48,43,1,70,1,72,18,73,2,1,1,91,20,44,1,0,1,47,1,0,1,72,1,45,0,73,47,0,20,0,22,1,0,93,22,0,20,1,46,0,0,73,2,46,20,0,19,0,1,45,0,1,22,0,21,45,2,0,1,1,1,73,20,46,20,0,48,0,21,0,1,1,1,46,45,0,48,0,21,1,47,0,0,46,2,1,1,0,2,1,1,0,1,0,1,43,0,46,20,0,1,0,21,0,0,0,1,46,22,0,1,0,21,0,18,0,21,0,1,0,1,0,2.0
0,88,0,89,3,27,66,22,10,24,6,77,7,79,60,73,67,23,13,23,3,86,10,77,9,75,0,90,0,91,92,20,64,25,10,73,68,2,0,63,24,2,77,2,78,1,81,0,83,2,82,12,26,60,25,93,1,0,92,0,94,1,92,0,66,0,12,2,10,25,3,23,2,25,4,24,1,26,1,28,92,1,93,0,68,1,1,79,1,26,3,27,67,1,64,2,3,25,11,0,11,25,8,26,7,24,12,20,2,25,67,20,1,73,1,78,3,79,3,2,0,87,11,22,3,0,2,25,3,0,0,79,2,24,0,82,66,0,10,0,13,2,0,91,13,1,8,2,63,0,0,80,2,26,11,0,7,0,1,25,1,2,13,1,11,24,4,1,2,2,0,81,9,25,9,1,67,1,12,1,1,2,2,26,60,1,67,0,11,2,66,1,0,26,4,2,2,0,3,2,3,1,2,0,3,20,0,27,11,1,3,0,12,0,1,0,0,26,10,1,1,0,11,0,3,1,12,0,3,1,2,0,1.0
