@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute destClass {1,3,2}

@data
1,8,0,93,75,11,0,0,94,0,12,0,94,5,78,12,0,93,78,11,0,12,82,8,82,7,74,93,0,12,0,93,0,94,0,12,82,5,0,11,0,12,0,12,1.0
20,7,18,64,75,11,5,18,65,18,12,5,75,4,77,11,19,60,77,10,9,12,82,7,82,6,73,54,19,12,9,74,9,75,19,12,82,5,19,10,9,12,5,12,2.0
22,11,20,61,69,15,5,18,62,18,17,6,73,9,71,16,20,57,71,12,10,17,77,11,77,9,65,51,20,16,10,72,10,73,21,17,77,9,21,13,10,17,6,17,3.0
5,8,4,85,76,11,0,4,86,4,12,0,90,6,78,12,4,85,78,11,0,12,82,8,82,7,74,81,4,12,0,89,0,90,4,12,82,6,4,11,0,12,0,12,1.0
4,6,3,87,78,9,0,3,88,3,10,0,91,4,80,10,3,87,80,9,0,10,84,6,84,5,76,84,3,10,0,90,0,91,3,10,84,4,3,9,0,10,0,10,3.0
23,8,21,60,69,13,5,19,61,19,15,6,72,5,72,14,21,55,72,10,11,15,79,8,79,6,65,50,21,14,11,71,11,72,22,15,79,5,22,11,11,15,6,15,1.0
9,6,8,79,76,10,1,8,80,8,11,1,86,4,78,11,8,78,78,10,2,11,83,6,83,5,73,73,8,11,2,85,2,86,8,11,83,4,8,10,2,11,1,11,3.0
24,10,20,58,58,19,5,17,59,17,21,6,71,5,62,18,22,53,62,13,11,21,73,10,73,8,52,47,22,20,11,70,11,71,23,21,73,6,23,14,11,21,6,21,2.0
26,10,23,55,60,19,5,20,55,20,20,7,68,5,64,17,25,49,64,14,13,20,74,10,74,9,55,44,25,19,13,68,12,68,26,20,74,6,26,14,13,20,7,20,3.0
24,9,21,59,65,16,6,18,60,18,18,7,71,6,67,16,22,54,67,11,12,18,76,9,76,7,59,49,22,17,12,70,12,71,23,18,76,7,23,12,12,18,7,18,3.0
8,6,7,82,78,9,2,7,83,7,10,2,87,4,80,10,7,81,80,9,3,10,84,6,84,5,76,78,7,10,3,86,3,87,7,10,84,4,7,9,3,10,2,10,2.0
1,6,0,93,78,9,0,0,94,0,10,0,94,3,80,10,0,93,80,9,0,10,84,6,84,5,77,93,0,10,0,93,0,94,0,10,84,4,0,9,0,10,0,10,3.0
19,5,18,65,77,9,4,17,65,17,10,4,75,2,79,9,18,60,79,7,9,10,84,5,84,4,75,55,18,9,9,75,9,75,19,10,84,3,19,8,9,10,4,10,1.0
23,8,21,61,76,11,6,21,62,21,12,7,72,6,78,11,22,56,78,10,12,12,82,8,82,7,74,52,22,12,12,71,12,72,22,12,82,6,22,10,12,12,7,12,3.0
25,8,23,55,65,15,5,19,55,19,17,7,69,5,68,15,23,51,68,9,11,17,77,8,77,6,59,43,23,15,11,69,11,69,25,17,77,5,25,11,11,17,7,17,1.0
21,6,21,60,74,11,2,18,60,18,12,4,73,3,76,12,20,56,76,9,8,12,82,6,82,5,71,49,20,11,8,73,7,73,21,12,82,4,21,9,8,12,4,12,3.0
3,6,2,89,78,9,0,2,90,2,10,0,92,3,80,10,2,89,80,9,0,10,84,6,84,5,77,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
15,8,13,70,68,15,3,11,71,11,16,4,80,5,70,15,14,69,70,12,5,16,78,8,78,7,63,62,14,16,5,79,5,80,14,16,78,6,14,12,5,16,4,16,3.0
23,4,21,61,77,9,7,21,62,21,10,7,72,2,78,9,22,56,78,8,12,10,84,4,84,3,73,51,22,10,12,71,12,72,22,10,84,3,22,8,12,10,7,10,1.0
2,6,1,91,78,9,0,1,92,1,10,0,93,4,80,10,1,91,80,9,0,10,84,6,84,5,76,90,1,10,0,92,0,93,1,10,84,4,1,9,0,10,0,10,2.0
5,6,4,86,78,9,0,4,87,4,10,0,90,3,80,10,4,85,80,9,1,10,84,6,84,5,77,83,4,10,1,89,1,90,4,10,84,4,4,9,1,10,0,10,3.0
24,5,23,60,75,10,9,22,61,22,11,9,71,2,77,11,23,56,77,9,13,11,83,5,83,4,72,50,23,11,13,70,13,71,23,11,83,3,23,9,13,11,9,11,3.0
20,8,18,65,68,14,4,17,66,17,16,5,75,5,70,15,18,60,70,12,10,16,78,8,78,6,63,57,18,15,10,74,10,75,19,16,78,6,19,13,10,16,5,16,3.0
22,11,20,61,69,15,4,18,62,18,17,5,73,9,71,16,20,56,71,12,10,17,77,11,77,9,65,51,20,16,10,72,10,73,21,17,77,9,21,13,10,17,5,17,2.0
22,4,21,61,79,8,5,19,61,19,9,5,72,2,80,8,21,55,80,6,11,9,85,4,85,3,76,50,21,8,11,72,10,72,22,9,85,3,22,6,11,9,5,9,1.0
5,6,4,86,78,9,0,4,87,4,10,0,90,4,80,10,4,85,80,9,1,10,84,6,84,5,76,83,4,10,1,89,1,90,4,10,84,4,4,9,1,10,0,10,2.0
6,6,5,84,76,10,0,5,85,5,11,0,89,4,78,11,5,83,78,10,1,11,83,6,83,5,73,80,5,11,1,88,1,89,5,11,83,4,5,10,1,11,0,11,1.0
18,8,16,67,76,11,4,16,68,16,12,5,77,6,78,11,17,64,78,10,8,12,82,8,82,7,74,59,17,12,8,76,8,77,17,12,82,6,17,10,8,12,5,12,2.0
25,8,24,56,64,17,3,19,56,19,18,4,69,5,66,17,24,48,66,12,12,18,76,8,76,7,57,44,24,17,12,69,11,69,25,18,76,6,25,12,12,18,4,18,2.0
26,13,23,56,63,19,6,21,57,21,21,7,69,10,65,19,24,50,65,15,13,21,73,13,73,11,58,45,24,20,13,68,13,69,25,21,73,11,25,16,13,21,7,21,1.0
3,4,2,89,81,7,0,2,90,2,8,0,92,2,82,8,2,89,82,7,0,8,86,4,86,3,79,87,2,8,0,91,0,92,2,8,86,3,2,7,0,8,0,8,2.0
1,5,0,93,81,7,0,0,94,0,8,0,94,3,83,8,0,93,83,7,0,8,86,5,86,4,80,93,0,8,0,93,0,94,0,8,86,3,0,7,0,8,0,8,1.0
25,6,25,57,74,11,5,22,57,22,12,6,69,3,76,12,24,50,76,9,13,12,82,6,82,5,71,46,24,11,13,69,12,69,25,12,82,4,25,9,13,12,6,12,3.0
18,11,16,68,72,14,5,16,69,16,15,5,77,8,75,14,17,64,75,13,9,15,79,11,79,10,71,60,17,15,9,76,9,77,17,15,79,8,17,13,9,15,5,15,3.0
1,4,0,93,81,7,0,0,94,0,8,0,94,3,82,8,0,93,82,7,0,8,86,4,86,3,78,93,0,8,0,93,0,94,0,8,86,3,0,7,0,8,0,8,1.0
22,4,20,62,79,8,8,20,63,20,9,8,73,2,80,8,21,59,80,7,11,9,85,4,85,3,76,52,21,9,11,72,11,73,21,9,85,3,21,7,11,9,8,9,3.0
3,6,2,89,78,9,0,2,90,2,10,0,92,3,80,10,2,89,80,9,0,10,84,6,84,5,77,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
27,10,26,55,66,16,7,19,55,20,18,7,67,8,68,17,25,47,68,11,15,18,76,10,76,9,60,43,25,16,15,67,13,67,27,18,76,8,27,11,15,18,7,18,3.0
23,5,22,60,78,9,6,20,60,20,10,6,71,3,79,9,22,54,79,7,12,10,84,5,84,4,75,49,22,9,12,71,11,71,23,10,84,4,23,7,12,10,6,10,3.0
23,10,20,60,58,19,5,17,61,17,21,6,72,5,62,19,21,55,62,14,11,21,73,10,73,8,52,50,21,20,11,71,11,72,22,21,73,6,22,15,11,21,6,21,1.0
20,5,18,65,77,10,5,18,66,18,11,5,75,3,77,10,19,60,77,9,10,11,83,5,83,4,73,56,19,11,10,74,10,75,19,11,83,5,19,9,10,11,5,11,3.0
23,5,22,58,78,9,3,20,58,20,10,5,71,3,79,9,22,53,79,7,10,10,84,5,84,4,75,47,22,9,10,71,9,71,23,10,84,4,23,7,10,10,5,10,3.0
20,8,18,62,67,14,3,15,62,15,16,4,74,5,70,14,18,58,70,9,8,16,78,8,78,6,62,51,18,14,8,74,8,74,20,16,78,5,20,11,8,16,4,16,1.0
24,6,22,57,66,14,4,16,57,17,16,5,70,3,68,14,22,51,68,9,11,16,78,6,78,5,59,45,22,14,11,70,9,70,24,16,78,4,24,9,11,16,5,16,3.0
22,8,19,61,63,17,5,18,62,18,18,6,73,4,66,16,21,57,66,14,10,18,76,8,76,7,57,51,21,18,10,72,10,73,21,18,76,5,21,14,10,18,6,18,1.0
26,10,24,55,60,19,5,18,55,18,20,6,68,5,64,18,25,48,64,12,13,20,74,10,74,9,55,43,25,19,13,68,12,68,26,20,74,6,26,12,13,20,6,20,3.0
25,7,24,56,62,15,4,16,56,18,18,5,69,3,65,17,22,49,65,11,12,18,76,7,76,6,55,44,22,15,12,69,9,69,25,18,76,4,25,11,12,18,5,18,3.0
2,6,0,91,78,9,0,1,92,1,10,0,93,3,80,9,1,91,80,9,0,10,84,6,84,5,77,90,1,10,0,92,0,93,1,10,84,4,1,9,0,10,0,10,3.0
4,6,3,88,78,9,0,3,89,3,10,0,91,3,80,10,3,87,80,9,1,10,84,6,84,5,77,86,3,10,1,90,1,91,3,10,84,4,3,9,1,10,0,10,3.0
18,7,16,66,68,13,3,13,67,13,15,4,77,4,71,14,16,63,71,9,7,15,79,7,79,5,63,57,16,14,7,76,7,77,17,15,79,4,17,10,7,15,4,15,3.0
7,6,6,83,76,10,0,5,84,5,11,0,88,4,78,11,6,81,78,9,2,11,83,6,83,5,73,79,6,11,2,87,2,88,6,11,83,4,6,9,2,11,0,11,3.0
15,8,13,70,75,11,2,14,71,14,12,3,80,5,78,11,14,68,78,11,5,12,82,8,82,7,74,62,14,12,5,79,5,80,14,12,82,5,14,11,5,12,3,12,1.0
22,11,20,61,67,16,5,17,62,17,18,7,73,9,69,17,20,58,69,12,10,18,76,11,76,9,62,52,20,17,10,72,10,73,21,18,76,9,21,13,10,18,7,18,1.0
18,11,16,67,69,15,2,16,68,16,17,3,77,9,71,16,16,62,71,14,8,17,77,11,77,9,65,59,16,16,8,76,8,77,17,17,77,9,17,15,8,17,3,17,2.0
3,5,2,89,80,8,0,2,90,2,9,0,92,3,81,9,2,89,81,8,0,9,85,5,85,4,78,87,2,9,0,91,0,92,2,9,85,4,2,8,0,9,0,9,2.0
6,7,5,83,72,12,0,5,84,5,13,1,89,4,75,13,5,84,75,12,0,13,81,7,81,6,69,79,5,13,0,88,0,89,5,13,81,4,5,12,0,13,1,13,3.0
26,8,23,56,67,14,6,21,57,21,16,7,69,5,70,14,24,50,70,10,13,16,78,8,78,6,62,45,24,15,13,68,13,69,25,16,78,5,25,11,13,16,7,16,3.0
22,11,20,61,59,20,5,18,61,18,21,6,72,6,63,19,21,56,63,16,11,21,73,11,73,10,54,51,21,20,11,72,11,72,22,21,73,7,22,17,11,21,6,21,3.0
25,8,24,56,65,16,3,17,56,18,18,4,69,5,66,17,23,48,66,11,12,18,76,8,76,7,58,44,23,16,12,69,10,69,25,18,76,7,25,11,12,18,4,18,2.0
3,6,2,89,78,9,0,2,90,2,10,0,92,3,80,10,2,89,80,9,0,10,84,6,84,5,77,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
3,6,2,89,78,9,0,2,90,2,10,0,92,3,80,10,2,89,80,9,0,10,84,6,84,5,77,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,2.0
1,5,0,93,80,8,0,0,94,0,9,0,94,3,81,9,0,93,81,8,0,9,85,5,85,4,78,93,0,9,0,93,0,94,0,9,85,4,0,8,0,9,0,9,3.0
25,11,21,57,57,20,6,19,58,19,22,7,70,6,61,19,23,52,61,15,12,22,72,11,72,9,51,46,23,21,12,69,12,70,24,22,72,7,24,16,12,22,7,22,1.0
2,6,1,91,80,8,0,1,92,1,9,0,93,4,82,9,1,91,82,8,0,9,85,6,85,5,79,90,1,9,0,92,0,93,1,9,85,4,1,8,0,9,0,9,2.0
21,8,19,63,76,11,5,19,64,19,12,6,74,6,78,11,20,59,78,10,10,12,82,8,82,7,74,54,20,12,10,73,10,74,20,12,82,6,20,10,10,12,6,12,3.0
21,11,19,64,66,17,4,18,65,18,19,5,74,9,67,18,19,58,67,15,11,19,75,11,75,9,60,56,19,18,11,73,11,74,20,19,75,10,20,16,11,19,5,19,3.0
1,8,0,93,71,13,0,0,94,0,14,0,94,5,74,14,0,93,74,13,0,14,80,8,80,7,68,93,0,14,0,93,0,94,0,14,80,5,0,13,0,14,0,14,1.0
24,11,22,58,67,16,5,19,59,19,18,6,71,9,69,17,22,53,69,12,11,18,76,11,76,9,62,47,22,17,11,70,11,71,23,18,76,9,23,13,11,18,6,18,3.0
4,6,3,88,78,9,0,3,89,3,10,0,91,4,80,10,3,87,80,9,1,10,84,6,84,5,76,86,3,10,1,90,1,91,3,10,84,4,3,9,1,10,0,10,3.0
19,8,17,63,67,14,3,14,63,14,16,4,75,5,70,14,17,60,70,9,7,16,78,8,78,6,62,52,17,14,7,75,7,75,19,16,78,5,19,11,7,16,4,16,1.0
22,6,22,60,74,11,5,19,60,19,12,6,72,3,76,12,21,56,76,9,10,12,82,6,82,5,71,49,21,11,10,72,9,72,22,12,82,4,22,9,10,12,6,12,3.0
6,6,5,85,76,10,0,5,86,5,11,0,89,4,78,11,5,83,78,10,2,11,83,6,83,5,73,82,5,11,2,88,2,89,5,11,83,4,5,10,2,11,0,11,3.0
27,10,25,54,56,21,6,19,54,19,22,7,67,5,60,20,26,47,60,14,14,22,72,10,72,9,49,42,26,21,14,67,13,67,27,22,72,6,27,14,14,22,7,22,3.0
21,6,21,61,74,11,3,17,61,17,12,4,73,3,76,12,20,56,76,8,9,12,82,6,82,5,71,50,20,11,9,73,8,73,21,12,82,4,21,8,9,12,4,12,3.0
7,6,6,83,74,11,1,5,84,5,12,1,88,4,76,12,6,82,76,10,2,12,82,6,82,5,70,79,6,12,2,87,2,88,6,12,82,4,6,10,2,12,1,12,1.0
5,6,4,85,77,10,0,4,86,4,11,0,90,4,78,11,4,85,78,10,0,11,83,6,83,5,74,81,4,11,0,89,0,90,4,11,83,5,4,10,0,11,0,11,3.0
8,4,7,82,81,7,1,7,83,7,8,1,87,2,82,8,7,80,82,7,3,8,86,4,86,3,79,78,7,8,3,86,3,87,7,8,86,3,7,7,3,8,1,8,3.0
2,6,1,91,79,9,0,1,92,1,10,0,93,4,80,10,1,91,80,9,0,10,84,6,84,5,77,90,1,10,0,92,0,93,1,10,84,5,1,9,0,10,0,10,3.0
4,6,3,88,74,11,0,2,89,2,12,0,91,4,76,12,3,87,76,10,1,12,82,6,82,5,70,86,3,12,1,90,1,91,3,12,82,4,3,10,1,12,0,12,2.0
5,6,4,85,78,9,0,4,86,4,10,0,90,3,80,10,4,85,80,9,0,10,84,6,84,5,77,81,4,10,0,89,0,90,4,10,84,4,4,9,0,10,0,10,1.0
24,10,21,58,61,18,5,18,59,18,20,6,71,6,64,18,22,53,64,13,11,20,74,10,74,8,55,47,22,19,11,70,11,71,23,20,74,7,23,14,11,20,6,20,3.0
19,9,17,67,74,12,6,17,68,17,13,6,76,6,77,12,18,63,77,11,10,13,81,9,81,8,73,59,18,13,10,75,10,76,18,13,81,6,18,11,10,13,6,13,3.0
14,7,13,68,79,9,0,13,69,13,10,1,81,5,81,10,13,68,81,9,1,10,84,7,84,6,78,57,13,10,1,80,1,81,13,10,84,5,13,9,1,10,1,10,3.0
26,9,25,55,59,17,4,17,55,18,20,5,68,4,63,19,23,47,63,12,13,20,74,9,74,7,53,43,23,17,13,68,10,68,26,20,74,5,26,12,13,20,5,20,1.0
6,8,5,83,76,11,0,5,84,5,12,0,89,6,78,12,5,83,78,11,0,12,82,8,82,7,74,78,5,12,0,88,0,89,5,12,82,6,5,11,0,12,0,12,1.0
7,5,6,83,78,9,1,6,84,6,10,1,88,3,79,10,6,82,79,9,2,10,84,5,84,4,75,79,6,10,2,87,2,88,6,10,84,4,6,9,2,10,1,10,2.0
17,9,15,66,74,12,2,16,67,16,13,4,78,6,77,12,16,65,77,12,5,13,81,9,81,8,73,57,16,13,5,77,5,78,16,13,81,6,16,12,5,13,4,13,3.0
3,6,2,89,78,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,76,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
9,7,8,81,76,11,1,8,82,8,12,1,86,5,77,12,8,78,77,11,4,12,82,7,82,6,73,77,8,12,4,85,4,86,8,12,82,6,8,11,4,12,1,12,3.0
6,7,5,84,72,12,0,5,85,5,13,0,89,4,75,13,5,83,75,12,1,13,81,7,81,6,69,80,5,13,1,88,1,89,5,13,81,4,5,12,1,13,0,13,2.0
25,10,21,57,61,18,6,19,58,19,20,7,70,6,64,17,23,52,64,13,12,20,74,10,74,8,55,46,23,19,12,69,12,70,24,20,74,7,24,14,12,20,7,20,2.0
3,6,2,89,78,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,76,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
26,12,24,56,66,17,6,22,57,22,19,7,69,9,68,18,24,50,68,14,13,19,75,12,75,10,62,45,24,18,13,68,13,69,25,19,75,10,25,15,13,19,7,19,3.0
10,7,9,78,72,12,2,8,79,8,13,2,85,4,75,13,9,77,75,11,3,13,81,7,81,6,69,72,9,13,3,84,3,85,9,13,81,4,9,11,3,13,2,13,2.0
24,8,22,59,67,14,6,19,60,19,16,7,71,5,70,15,22,54,70,10,12,16,78,8,78,6,62,49,22,15,12,70,12,71,23,16,78,5,23,11,12,16,7,16,2.0
18,5,17,66,77,10,4,16,66,16,11,4,76,3,77,10,17,62,77,8,8,11,83,5,83,4,73,56,17,10,8,76,8,76,18,11,83,5,18,9,8,11,4,11,3.0
25,11,22,57,63,18,5,20,58,20,20,6,70,7,65,18,23,51,65,14,12,20,74,11,74,9,58,46,23,19,12,69,12,70,24,20,74,9,24,15,12,20,6,20,3.0
26,9,25,55,59,18,4,17,55,17,20,5,68,4,63,19,24,47,63,11,13,20,74,9,74,7,53,43,24,18,13,68,11,68,26,20,74,5,26,11,13,20,5,20,2.0
23,4,22,60,79,8,5,20,60,20,9,5,71,2,80,8,22,53,80,6,12,9,85,4,85,3,76,49,22,8,12,71,11,71,23,9,85,3,23,6,12,9,5,9,1.0
24,11,22,58,69,15,5,20,59,20,17,6,71,9,71,16,22,53,71,12,11,17,77,11,77,9,65,47,22,16,11,70,11,71,23,17,77,9,23,13,11,17,6,17,2.0
23,10,20,60,58,19,5,17,61,17,21,6,72,5,62,19,21,55,62,14,11,21,73,10,73,8,52,50,21,20,11,71,11,72,22,21,73,6,22,15,11,21,6,21,2.0
17,9,15,69,74,12,5,15,70,15,13,5,78,6,77,12,16,66,77,11,8,13,81,9,81,8,73,61,16,13,8,77,8,78,16,13,81,6,16,11,8,13,5,13,1.0
1,6,0,93,79,9,0,0,94,0,10,0,94,4,80,10,0,93,80,9,0,10,84,6,84,5,77,93,0,10,0,93,0,94,0,10,84,5,0,9,0,10,0,10,2.0
17,7,15,68,76,10,3,15,69,15,11,4,78,4,79,10,16,65,79,9,7,11,83,7,83,6,75,60,16,11,7,77,7,78,16,11,83,4,16,9,7,11,4,11,3.0
3,6,2,89,78,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,76,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
26,10,25,55,68,16,4,20,55,20,17,5,68,8,70,16,25,47,70,11,13,17,77,10,77,9,63,43,25,16,13,68,12,68,26,17,77,8,26,11,13,17,5,17,3.0
24,10,21,58,60,19,6,18,58,18,20,7,70,5,64,17,23,53,64,13,12,20,74,10,74,9,55,47,23,19,12,70,12,70,24,20,74,6,24,14,12,20,7,20,3.0
19,7,17,65,77,10,5,18,66,18,11,5,76,5,79,10,18,62,79,10,8,11,83,7,83,6,75,55,18,11,8,75,8,76,18,11,83,5,18,10,8,11,5,11,1.0
17,8,15,67,68,14,3,12,68,12,16,4,78,5,70,15,15,65,70,10,6,16,78,8,78,6,63,58,15,15,6,77,6,78,16,16,78,6,16,11,6,16,4,16,3.0
1,6,0,93,78,9,0,0,94,0,10,0,94,4,80,10,0,93,80,9,0,10,84,6,84,5,76,93,0,10,0,93,0,94,0,10,84,4,0,9,0,10,0,10,2.0
1,4,0,93,81,7,0,0,94,0,8,0,94,2,82,8,0,93,82,7,0,8,86,4,86,3,79,93,0,8,0,93,0,94,0,8,86,3,0,7,0,8,0,8,2.0
20,7,18,64,70,12,4,16,65,16,14,6,75,4,73,13,18,61,73,9,9,14,80,7,80,5,66,56,18,13,9,74,9,75,19,14,80,4,19,10,9,14,6,14,3.0
4,4,3,88,81,7,0,3,89,3,8,0,91,2,82,8,3,87,82,7,1,8,86,4,86,3,79,86,3,8,1,90,1,91,3,8,86,3,3,7,1,8,0,8,2.0
24,8,21,59,65,15,6,18,60,18,17,7,71,5,68,15,22,54,68,10,12,17,77,8,77,6,59,49,22,16,12,70,12,71,23,17,77,5,23,11,12,17,7,17,2.0
26,10,24,55,60,19,5,18,55,18,20,6,68,5,64,18,25,48,64,12,13,20,74,10,74,9,55,43,25,19,13,68,12,68,26,20,74,6,26,12,13,20,6,20,3.0
20,4,19,64,77,9,4,16,64,16,10,4,74,2,78,9,19,58,78,6,10,10,84,4,84,3,73,54,19,9,10,74,9,74,20,10,84,3,20,6,10,10,4,10,3.0
7,4,6,82,79,8,0,5,83,5,9,0,88,2,80,9,6,81,80,7,1,9,85,4,85,3,76,77,6,9,1,87,1,88,6,9,85,3,6,7,1,9,0,9,3.0
23,11,21,60,69,15,5,19,61,19,17,6,72,9,71,16,21,55,71,12,11,17,77,11,77,9,65,50,21,16,11,71,11,72,22,17,77,9,22,13,11,17,6,17,3.0
5,6,4,86,74,11,0,3,87,3,12,0,90,4,76,12,4,85,76,10,1,12,82,6,82,5,70,83,4,12,1,89,1,90,4,12,82,4,4,10,1,12,0,12,2.0
1,6,0,93,74,11,0,0,94,0,12,0,94,4,76,12,0,93,76,11,0,12,82,6,82,5,70,93,0,12,0,93,0,94,0,12,82,4,0,11,0,12,0,12,1.0
7,5,6,82,77,9,0,5,83,5,10,0,88,2,79,10,6,81,79,8,1,10,84,5,84,4,75,77,6,10,1,87,1,88,6,10,84,3,6,8,1,10,0,10,2.0
14,8,13,72,68,15,2,11,73,11,16,3,81,5,70,16,13,70,70,13,5,16,78,8,78,7,63,65,13,16,5,80,5,81,13,16,78,6,13,13,5,16,3,16,3.0
5,6,4,85,78,9,0,4,86,4,10,0,90,3,80,10,4,85,80,9,0,10,84,6,84,5,77,81,4,10,0,89,0,90,4,10,84,4,4,9,0,10,0,10,3.0
24,11,22,57,63,18,5,19,57,19,20,6,70,7,65,18,22,52,65,13,11,20,74,11,74,9,58,45,22,18,11,70,11,70,24,20,74,9,24,15,11,20,6,20,2.0
24,11,22,58,67,16,5,19,59,19,18,6,71,9,69,17,22,53,69,12,11,18,76,11,76,9,62,47,22,17,11,70,11,71,23,18,76,9,23,13,11,18,6,18,3.0
24,6,23,60,74,11,9,22,61,22,12,9,71,3,76,12,23,56,76,10,13,12,82,6,82,5,71,50,23,12,13,70,13,71,23,12,82,4,23,10,13,12,9,12,3.0
24,8,23,57,63,15,4,15,57,17,18,5,70,4,66,17,21,51,66,11,11,18,76,8,76,7,57,45,21,15,11,70,8,70,24,18,76,5,24,11,11,18,5,18,1.0
25,10,24,56,66,17,4,18,56,18,18,5,69,8,68,17,24,49,68,11,12,18,76,10,76,9,60,44,24,17,12,69,11,69,25,18,76,8,25,11,12,18,5,18,3.0
25,11,22,57,67,16,6,20,58,20,18,7,70,9,69,16,23,52,69,12,12,18,76,11,76,9,62,46,23,17,12,69,12,70,24,18,76,9,24,13,12,18,7,18,1.0
7,3,6,82,81,7,0,5,83,5,8,0,88,2,81,8,6,81,81,6,1,8,86,3,86,2,77,77,6,8,1,87,1,88,6,8,86,3,6,6,1,8,0,8,3.0
5,6,4,86,77,10,0,4,87,4,11,0,90,4,78,11,4,85,78,10,1,11,83,6,83,5,74,83,4,11,1,89,1,90,4,11,83,5,4,10,1,11,0,11,2.0
24,10,21,58,61,18,5,18,59,18,20,6,71,6,64,18,22,53,64,13,11,20,74,10,74,8,55,47,22,19,11,70,11,71,23,20,74,7,23,14,11,20,6,20,3.0
9,8,8,79,68,15,0,7,80,7,16,2,86,5,70,16,8,79,70,14,2,16,78,8,78,7,63,75,8,16,2,85,2,86,8,16,78,6,8,14,2,16,2,16,3.0
18,10,16,68,73,13,5,16,69,16,14,5,77,7,76,13,17,64,76,12,9,14,80,10,80,9,72,60,17,14,9,76,9,77,17,14,80,7,17,12,9,14,5,14,2.0
23,4,21,61,79,8,7,21,62,21,9,7,72,2,80,8,22,56,80,7,12,9,85,4,85,3,76,51,22,9,12,71,12,72,22,9,85,3,22,7,12,9,7,9,3.0
25,8,24,57,65,16,5,21,57,21,17,6,69,4,68,16,24,50,68,13,13,17,77,8,77,7,60,46,24,16,13,69,12,69,25,17,77,5,25,13,13,17,6,17,3.0
18,6,16,66,78,9,3,16,67,16,10,4,77,4,80,9,17,63,80,8,7,10,84,6,84,5,76,57,17,10,7,76,7,77,17,10,84,4,17,8,7,10,4,10,1.0
7,7,6,83,72,12,0,6,84,6,13,0,88,4,75,13,6,81,75,12,2,13,81,7,81,6,69,79,6,13,2,87,2,88,6,13,81,4,6,12,2,13,0,13,1.0
28,9,25,53,64,16,7,23,54,23,18,9,67,5,67,16,26,48,67,12,14,18,76,9,76,7,59,42,26,17,14,66,14,67,27,18,76,6,27,13,14,18,9,18,1.0
26,10,22,58,60,19,9,20,59,20,20,9,69,5,64,17,25,52,64,14,15,20,74,10,74,9,55,48,25,20,15,68,15,69,25,20,74,6,25,14,15,20,9,20,3.0
26,9,25,55,59,18,4,18,55,18,20,5,68,4,63,19,24,47,63,12,13,20,74,9,74,7,53,43,24,18,13,68,11,68,26,20,74,5,26,12,13,20,5,20,3.0
14,4,13,70,81,7,1,13,71,13,8,2,81,2,82,8,13,69,82,7,3,8,86,4,86,3,79,61,13,8,3,80,3,81,13,8,86,3,13,7,3,8,2,8,2.0
18,5,17,65,78,9,3,16,66,16,10,3,77,3,79,10,17,62,79,8,6,10,84,5,84,4,75,54,17,10,6,76,6,77,17,10,84,4,17,8,6,10,3,10,2.0
24,7,23,57,62,15,4,15,57,17,18,5,70,3,65,17,21,51,65,11,11,18,76,7,76,6,55,45,21,15,11,70,8,70,24,18,76,4,24,11,11,18,5,18,1.0
