@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMac numeric
@attribute o1atLih numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o2atMee numeric
@attribute o2atLee numeric
@attribute o2atLkk numeric
@attribute o2atMaa numeric
@attribute o2atMff numeric
@attribute o2atLff numeric
@attribute o2atMgg numeric
@attribute o2atLgg numeric
@attribute o2atMhh numeric
@attribute o2atLhh numeric
@attribute o2atMii numeric
@attribute o2atLii numeric
@attribute o2atMjj numeric
@attribute o2atLjj numeric
@attribute o2atMef numeric
@attribute o2atLef numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMfg numeric
@attribute o2atLfg numeric
@attribute o2atMgh numeric
@attribute o2atLgh numeric
@attribute o2atMhi numeric
@attribute o2atLhi numeric
@attribute o2atMij numeric
@attribute o2atLij numeric
@attribute o2atMbe numeric
@attribute o2atLbe numeric
@attribute o2atMfk numeric
@attribute o2atLfk numeric
@attribute o2atMkb numeric
@attribute o2atLkb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMji numeric
@attribute o2atLji numeric
@attribute o2atMih numeric
@attribute o2atLih numeric
@attribute o2atMhg numeric
@attribute o2atLhg numeric
@attribute o2atMgf numeric
@attribute o2atLgf numeric
@attribute o2atMjk numeric
@attribute o2atLjk numeric
@attribute o2atMeh numeric
@attribute o2atLeh numeric
@attribute o2atMia numeric
@attribute o2atLia numeric
@attribute o2atMkj numeric
@attribute o2atLkj numeric
@attribute o2atMfh numeric
@attribute o2atLfh numeric
@attribute o2atMha numeric
@attribute o2atLha numeric
@attribute o2atMeg numeric
@attribute o2atLeg numeric
@attribute o2atMjh numeric
@attribute o2atLjh numeric
@attribute o2atMfa numeric
@attribute o2atLfa numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMka numeric
@attribute o2atLka numeric
@attribute o2atMdf numeric
@attribute o2atLdf numeric
@attribute o2atMgd numeric
@attribute o2atLgd numeric
@attribute o2atMda numeric
@attribute o2atLda numeric
@attribute o2atMik numeric
@attribute o2atLik numeric
@attribute o2atMfi numeric
@attribute o2atLfi numeric
@attribute o2atMgk numeric
@attribute o2atLgk numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o2atMcf numeric
@attribute o2atLcf numeric
@attribute o2atMhb numeric
@attribute o2atLhb numeric
@attribute o2atMki numeric
@attribute o2atLki numeric
@attribute o2atMib numeric
@attribute o2atLib numeric
@attribute o2atMei numeric
@attribute o2atLei numeric
@attribute o2atMig numeric
@attribute o2atLig numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMhf numeric
@attribute o2atLhf numeric
@attribute o2atMfj numeric
@attribute o2atLfj numeric
@attribute o2atMjc numeric
@attribute o2atLjc numeric
@attribute o2atMca numeric
@attribute o2atLca numeric
@attribute o2atMad numeric
@attribute o2atLad numeric
@attribute o2atMja numeric
@attribute o2atLja numeric
@attribute o2atMgi numeric
@attribute o2atLgi numeric
@attribute o2atMic numeric
@attribute o2atLic numeric
@attribute o2atMfe numeric
@attribute o2atLfe numeric
@attribute o2atMhk numeric
@attribute o2atLhk numeric
@attribute o2atMke numeric
@attribute o2atLke numeric
@attribute o2atMea numeric
@attribute o2atLea numeric
@attribute o2atMga numeric
@attribute o2atLga numeric
@attribute o2atMkc numeric
@attribute o2atLkc numeric
@attribute o2atMkf numeric
@attribute o2atLkf numeric
@attribute o2atMhe numeric
@attribute o2atLhe numeric
@attribute o2atMjf numeric
@attribute o2atLjf numeric
@attribute o2atMhj numeric
@attribute o2atLhj numeric
@attribute o2atMgj numeric
@attribute o2atLgj numeric
@attribute o2atMjb numeric
@attribute o2atLjb numeric
@attribute o2atMhd numeric
@attribute o2atLhd numeric
@attribute o2atMjd numeric
@attribute o2atLjd numeric
@attribute o2atMid numeric
@attribute o2atLid numeric
@attribute o2atMkh numeric
@attribute o2atLkh numeric
@attribute o2atMjg numeric
@attribute o2atLjg numeric
@attribute o2atMie numeric
@attribute o2atLie numeric
@attribute o2atMje numeric
@attribute o2atLje numeric
@attribute o2atMkd numeric
@attribute o2atLkd numeric
@attribute o2atMif numeric
@attribute o2atLif numeric
@attribute o2atMkg numeric
@attribute o2atLkg numeric
@attribute o2atMej numeric
@attribute o2atLej numeric
@attribute o2atMhc numeric
@attribute o2atLhc numeric
@attribute o2atMge numeric
@attribute o2atLge numeric
@attribute o2atMgc numeric
@attribute o2atLgc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMae numeric
@attribute o2atLae numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMbf numeric
@attribute o2atLbf numeric
@attribute o2atMgb numeric
@attribute o2atLgb numeric
@attribute o2atMdg numeric
@attribute o2atLdg numeric
@attribute o3atMff numeric
@attribute o3atLff numeric
@attribute o3atMgg numeric
@attribute o3atLgg numeric
@attribute o3atMfg numeric
@attribute o3atLfg numeric
@attribute o3atMfk numeric
@attribute o3atLfk numeric
@attribute o3atMgf numeric
@attribute o3atLgf numeric
@attribute o3atMee numeric
@attribute o3atLee numeric
@attribute o3atMef numeric
@attribute o3atLef numeric
@attribute o3atMek numeric
@attribute o3atLek numeric
@attribute o3atMfe numeric
@attribute o3atLfe numeric
@attribute o3atMge numeric
@attribute o3atLge numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMhh numeric
@attribute o3atLhh numeric
@attribute o3atMii numeric
@attribute o3atLii numeric
@attribute o3atMgh numeric
@attribute o3atLgh numeric
@attribute o3atMhi numeric
@attribute o3atLhi numeric
@attribute o3atMhk numeric
@attribute o3atLhk numeric
@attribute o3atMih numeric
@attribute o3atLih numeric
@attribute o3atMhg numeric
@attribute o3atLhg numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMig numeric
@attribute o3atLig numeric
@attribute o3atMeg numeric
@attribute o3atLeg numeric
@attribute o3atMjh numeric
@attribute o3atLjh numeric
@attribute o3atMdk numeric
@attribute o3atLdk numeric
@attribute o3atMhf numeric
@attribute o3atLhf numeric
@attribute o3atMgk numeric
@attribute o3atLgk numeric
@attribute o3atLik numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMck numeric
@attribute o3atLck numeric
@attribute o3atMji numeric
@attribute o3atLji numeric
@attribute o3atMcc numeric
@attribute o3atMfd numeric
@attribute o3atLfd numeric
@attribute o3atMjf numeric
@attribute o3atLjf numeric
@attribute o3atMeh numeric
@attribute o3atLeh numeric
@attribute destClass {1.0,2.0}

@data
31,13,31,0,14,30,31,0,1,15,31,0,16,15,1,0,31,0,0,30,16,14,0,31,1,0,16,0,0,30,0,30,31,0,31,0,1,0,31,0,0,31,31,0,31,0,16,0,0,30,0,30,0,0,0,0,0,15,0,0,31,0,8,25,5,1,14,20,17,14,19,11,22,8,24,7,10,22,2,29,15,16,18,12,21,9,23,8,4,26,16,6,4,6,2,29,23,7,20,9,17,11,14,14,25,6,10,13,2,10,25,6,15,13,2,12,10,16,21,8,2,21,5,26,4,27,2,6,5,22,4,14,2,27,23,6,16,10,19,6,2,27,4,22,3,12,23,6,4,10,10,10,18,9,4,26,14,11,16,8,4,8,2,27,2,27,2,8,19,9,4,9,8,20,21,6,9,6,2,26,2,15,4,6,15,6,8,11,15,8,21,8,19,8,4,8,4,11,5,8,5,9,21,6,18,8,9,9,9,8,5,6,15,9,18,6,10,8,3,11,8,14,3,14,4,26,2,26,4,26,4,25,4,22,3,15,5,16,30,13,30,0,30,0,31,0,30,0,16,31,16,14,17,1,17,14,17,0,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,16,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,14,30,0,16,1,1.0
29,25,31,0,4,30,30,1,1,26,30,1,5,26,1,0,31,0,0,30,5,25,0,31,1,1,5,1,0,30,0,30,31,0,31,0,1,0,31,0,0,31,30,0,30,0,5,0,0,30,0,30,0,0,0,1,0,26,0,0,31,0,7,26,4,2,12,21,16,15,17,11,23,10,25,6,8,23,3,28,13,16,17,12,19,11,24,7,4,27,14,5,4,5,2,28,24,7,19,10,16,12,13,16,26,5,8,13,3,12,26,5,13,12,2,13,8,17,19,7,2,22,4,26,3,27,3,5,4,23,3,16,2,27,24,5,14,11,18,5,3,27,4,23,3,12,24,5,4,11,9,12,18,11,4,26,13,12,14,7,4,7,2,27,3,27,3,7,18,11,4,11,7,21,19,5,8,5,2,27,2,17,4,5,14,5,7,12,14,7,19,7,18,7,4,7,3,12,4,7,4,11,19,5,18,7,8,11,8,7,4,5,14,11,18,5,9,7,3,12,7,16,3,16,3,26,3,27,3,26,3,26,4,23,3,16,4,17,30,9,30,0,30,0,31,0,30,0,20,31,20,10,21,1,21,10,21,0,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,20,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,10,30,0,20,1,1.0
31,23,31,0,6,30,31,0,1,24,31,0,7,24,1,0,31,0,0,30,7,23,0,31,1,0,7,0,0,30,0,30,31,0,31,0,1,0,31,0,0,31,31,0,31,0,7,0,0,30,0,30,0,0,0,0,0,24,0,0,31,0,5,26,5,2,12,23,16,15,20,11,22,9,24,7,6,25,2,28,13,16,18,12,21,10,23,8,3,27,14,6,3,6,2,28,23,8,21,9,17,12,13,17,25,6,7,13,3,10,25,6,14,12,3,13,6,17,21,8,3,24,4,26,3,27,3,6,4,25,4,17,2,27,23,6,14,10,18,6,3,28,4,25,3,13,23,6,3,10,7,10,18,10,4,27,14,13,14,8,4,8,2,28,3,27,3,8,18,10,4,10,6,23,21,6,6,6,2,27,3,17,4,6,14,6,6,13,14,8,21,8,18,8,3,8,4,13,4,8,4,10,21,6,18,8,6,10,6,8,4,6,14,10,18,6,7,8,4,13,6,17,4,17,3,27,3,27,3,26,3,26,3,25,3,17,4,17,30,8,30,0,30,0,31,0,30,0,21,31,21,9,22,1,22,9,22,0,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,21,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,9,30,0,21,1,1.0
18,30,29,9,0,30,19,10,0,31,20,11,0,30,1,1,30,1,0,30,0,30,0,31,0,11,0,11,0,30,0,30,29,0,29,0,0,1,29,1,0,31,20,1,20,1,0,1,0,30,0,30,0,0,0,11,0,30,0,1,30,0,8,25,4,2,16,20,18,12,20,9,21,7,25,6,10,22,2,28,17,14,19,10,21,8,23,7,3,26,18,5,3,5,2,28,23,6,20,8,19,10,16,12,26,5,10,11,3,9,26,5,17,11,3,11,10,14,22,7,3,21,5,25,3,26,3,5,5,22,4,12,3,26,23,5,17,9,20,5,3,28,5,22,3,11,23,5,3,9,10,9,19,8,5,26,16,10,18,8,5,8,3,28,3,26,3,8,19,8,4,9,8,20,22,5,9,5,3,26,3,13,5,5,17,5,8,10,17,7,22,7,20,7,3,8,4,10,5,7,4,8,22,5,20,7,8,8,9,7,5,5,16,8,20,5,10,8,4,11,8,12,4,13,4,26,3,26,4,25,4,25,3,22,3,13,5,14,30,5,30,0,30,0,31,0,30,0,20,31,22,8,23,1,23,8,23,0,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,22,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,8,30,0,22,1,2.0
22,26,31,5,3,30,24,6,0,27,24,7,4,27,1,0,31,0,0,30,3,26,0,31,1,7,4,7,0,30,0,30,31,0,31,0,1,0,31,0,0,31,24,0,24,0,4,0,0,30,0,30,0,0,0,7,0,27,0,0,31,0,6,25,3,3,14,22,16,13,19,11,22,8,26,5,7,24,3,27,15,14,17,12,21,9,24,7,4,26,16,4,4,4,3,27,24,6,20,9,17,11,14,14,27,4,7,13,3,10,27,4,15,12,3,13,7,15,21,6,3,23,5,26,4,26,4,4,5,24,4,14,3,27,24,4,16,9,18,4,3,27,4,24,3,12,24,4,3,9,8,10,17,9,4,26,15,12,16,7,4,6,3,27,4,27,4,7,18,9,3,9,6,22,21,4,7,4,3,26,3,15,4,4,16,4,6,12,16,6,21,7,18,7,4,6,4,12,5,6,4,9,21,4,18,6,6,9,7,6,5,4,15,9,18,4,8,7,3,12,6,14,3,14,4,26,4,26,4,26,4,25,4,24,3,14,5,15,30,15,30,0,30,0,31,0,30,0,10,31,12,18,13,1,13,18,13,0,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,12,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,18,30,0,12,1,2.0
2,30,11,26,0,30,3,27,0,31,3,27,0,30,1,0,13,0,0,30,0,30,0,31,0,28,0,27,0,30,0,30,31,16,13,17,1,18,13,18,0,31,3,18,3,0,0,18,0,30,0,30,0,0,0,27,0,30,0,18,13,0,6,25,0,2,9,22,19,19,22,8,27,5,31,2,7,23,3,28,10,20,20,10,24,6,28,3,4,26,10,0,4,0,2,28,28,3,24,6,20,9,10,20,31,0,7,10,3,7,31,0,10,10,3,10,7,20,24,3,3,24,5,25,3,26,3,0,5,23,4,20,3,26,28,0,10,7,21,0,3,27,5,23,4,10,28,0,4,7,7,7,21,6,5,25,10,9,10,3,5,3,3,27,3,26,3,3,21,7,5,7,7,23,24,0,8,0,3,26,3,21,5,0,11,0,7,9,11,3,24,3,21,3,4,3,4,9,5,3,5,6,24,0,21,3,8,6,8,3,5,0,11,6,21,0,7,3,4,10,7,20,4,21,4,25,3,26,4,25,4,25,4,23,4,21,5,20,30,1,30,0,30,0,31,0,30,0,27,27,28,3,29,1,28,2,28,0,3,28,3,28,30,0,30,0,30,0,30,0,31,0,30,0,30,0,2,31,30,0,28,1,30,0,3,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,3,2,30,0,28,1,2.0
31,16,31,0,9,30,31,0,1,19,31,0,12,19,1,0,31,0,0,30,12,18,0,31,1,0,12,0,0,30,0,30,31,0,31,0,1,0,31,0,0,31,31,0,31,0,12,0,0,30,0,30,0,0,0,0,0,19,0,0,31,0,6,25,5,2,11,22,16,16,19,11,22,8,24,7,8,24,2,28,12,18,17,12,21,9,23,8,4,26,13,6,4,6,3,28,23,7,20,9,17,12,12,17,25,6,8,13,3,10,25,6,12,13,3,13,8,18,21,8,3,23,5,26,4,26,3,6,5,24,4,17,3,27,23,6,13,10,18,6,2,27,4,24,3,13,23,6,4,10,8,10,18,9,4,26,12,12,13,8,4,8,3,27,3,27,3,8,18,9,4,9,6,22,21,6,7,6,3,26,3,18,4,6,13,6,6,12,13,8,21,8,18,8,4,8,4,12,5,8,5,9,21,6,18,8,7,9,7,8,5,6,13,9,18,6,8,8,3,12,6,17,3,17,4,26,3,26,4,26,4,25,4,24,3,18,5,18,30,10,30,0,30,0,31,0,30,0,19,31,19,11,20,1,20,11,20,0,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,19,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,11,30,0,19,1,1.0
11,26,29,14,0,30,14,16,0,29,14,17,2,28,1,0,30,0,0,30,2,28,0,31,1,17,2,17,0,30,0,30,31,0,30,1,1,1,30,1,0,31,14,1,14,0,2,1,0,30,0,30,0,0,0,17,0,28,0,1,30,0,4,26,1,2,12,25,17,15,21,10,25,6,28,2,5,26,2,28,13,17,19,11,22,8,26,3,3,27,14,2,3,1,2,28,26,3,22,7,18,11,13,16,29,1,5,12,2,8,29,1,14,12,2,12,5,17,22,3,2,26,4,27,3,27,3,2,4,26,3,16,2,28,27,1,14,8,19,2,2,28,3,26,2,11,27,1,2,7,5,8,18,7,3,27,13,11,14,4,2,3,2,28,3,28,2,4,19,8,2,7,4,25,23,2,5,1,2,27,2,17,3,1,14,1,4,11,13,3,22,4,19,4,2,3,3,11,3,3,3,7,23,1,18,3,4,7,4,3,4,1,13,7,19,1,5,4,2,11,4,16,2,16,3,27,3,27,3,27,3,26,3,26,2,16,4,17,30,9,30,0,30,0,31,0,30,0,20,31,20,10,21,1,21,10,21,0,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,20,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,10,30,0,20,1,1.0
29,5,31,0,22,30,30,0,0,7,30,1,24,7,1,0,31,0,0,30,23,6,0,31,1,1,24,1,0,30,0,30,31,0,31,0,1,0,31,0,0,31,30,0,30,0,24,0,0,30,0,30,0,0,0,1,0,7,0,0,31,0,10,26,3,2,15,18,19,13,21,9,22,7,24,6,11,20,2,28,17,14,20,11,22,8,23,7,3,27,17,5,3,5,2,28,22,6,21,7,19,9,15,13,26,4,12,11,3,8,26,4,17,11,3,10,12,15,21,6,3,19,4,27,3,27,3,5,4,20,4,14,2,28,24,4,17,9,21,5,2,28,3,20,3,10,23,4,3,8,12,9,19,7,3,27,15,9,17,8,3,7,2,28,3,28,3,7,20,9,3,8,10,19,23,4,11,5,3,27,3,14,3,5,16,4,10,10,15,6,22,7,20,8,3,7,4,10,4,7,4,8,22,4,19,6,10,8,10,7,4,5,15,7,20,4,12,8,3,10,10,14,3,14,3,27,3,27,3,27,4,26,3,20,3,14,4,15,26,31,29,1,27,3,28,1,28,3,0,31,0,31,0,1,0,31,0,3,0,31,0,31,29,0,30,0,29,0,29,0,30,0,30,0,29,1,0,31,30,1,0,3,30,0,0,1,28,1,30,0,0,0,31,0,31,0,1,30,0,0,0,31,28,0,0,1,1.0
29,24,31,0,5,30,30,1,1,25,30,1,6,25,1,0,31,0,0,30,6,24,0,31,1,1,6,1,0,30,0,30,31,0,31,0,1,0,31,0,0,31,30,0,30,0,6,0,0,30,0,30,0,0,0,1,0,25,0,0,31,0,6,26,5,2,11,22,16,16,18,11,21,9,22,6,8,24,2,28,12,18,17,12,19,10,22,7,3,27,13,7,3,6,2,28,21,7,19,10,17,12,12,17,24,6,8,13,2,11,24,5,12,13,2,13,8,18,19,7,2,23,4,26,3,27,3,7,4,24,3,17,2,27,23,6,12,11,18,6,3,28,4,24,2,12,23,6,2,10,8,11,17,10,4,27,12,12,12,8,3,7,2,28,3,27,2,8,17,10,3,10,6,22,20,6,7,6,2,27,2,18,4,6,13,6,6,12,12,7,19,7,17,7,2,7,3,12,3,7,3,10,20,6,17,7,6,10,6,7,4,6,12,10,18,6,8,8,3,12,6,17,3,17,3,27,3,27,3,26,3,26,3,24,2,17,4,18,28,12,30,0,29,0,30,0,29,0,15,31,15,14,17,1,16,14,17,1,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,16,2,30,0,0,1,29,0,31,0,0,0,31,0,31,0,1,30,0,0,0,14,29,0,16,1,1.0
31,15,31,0,12,30,31,0,1,17,31,0,14,17,1,0,31,0,0,30,14,16,0,31,1,0,14,0,0,30,0,30,31,0,31,0,1,0,31,0,0,31,31,0,31,0,14,0,0,30,0,30,0,0,0,0,0,17,0,0,31,0,8,26,4,2,13,20,18,15,19,10,22,9,25,7,9,22,2,28,14,16,19,11,21,10,23,8,3,27,15,5,3,5,2,28,23,8,20,9,18,11,14,15,26,5,9,12,3,10,26,5,14,11,3,11,9,17,20,8,2,21,4,26,3,27,3,5,4,22,4,15,2,27,23,5,15,10,20,5,3,28,4,22,3,11,23,5,3,10,10,11,19,10,4,27,14,11,15,8,4,8,2,28,3,27,3,8,20,10,4,10,8,20,21,5,9,5,2,27,3,16,4,5,14,5,9,11,14,8,21,8,20,8,3,8,4,11,4,8,4,10,20,5,19,8,9,10,9,8,4,5,14,10,19,5,10,8,4,11,9,15,4,15,3,27,3,27,3,26,3,26,3,22,3,15,4,17,29,13,30,0,29,0,30,0,30,1,16,31,16,14,17,1,17,14,17,1,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,16,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,14,30,0,16,1,1.0
17,27,31,10,2,30,19,11,0,28,19,12,3,28,1,0,31,0,0,30,2,27,0,31,1,12,3,12,0,30,0,30,31,0,31,0,1,0,31,0,0,31,19,0,19,0,3,0,0,30,0,30,0,0,0,12,0,28,0,0,31,0,10,25,1,2,16,18,19,11,21,8,23,6,28,4,12,20,3,28,17,13,20,9,22,7,24,5,4,26,18,2,4,1,2,28,24,5,22,7,20,9,17,12,29,1,12,10,2,8,29,1,17,10,2,10,12,13,22,5,2,19,5,26,4,27,3,2,5,20,4,12,2,27,25,1,17,8,21,1,3,27,4,20,3,9,25,1,3,7,12,8,20,7,4,26,17,9,17,6,3,5,2,27,3,27,2,6,20,7,3,7,10,18,23,1,11,1,2,26,2,13,4,1,18,1,10,9,17,5,22,5,20,5,3,5,4,9,4,5,4,7,23,1,20,5,10,7,10,5,5,1,17,7,21,1,12,6,3,9,10,12,3,12,4,26,3,26,4,26,4,25,4,20,3,12,5,13,25,31,30,3,26,5,27,1,26,4,0,31,0,31,0,1,0,31,0,4,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,0,5,30,0,0,1,26,0,31,0,0,0,31,0,31,0,1,30,0,0,0,31,26,0,0,1,2.0
29,6,31,0,23,30,30,1,1,7,30,1,24,7,1,0,31,0,1,30,24,7,0,31,1,1,24,1,0,30,0,30,31,0,31,0,1,0,31,0,1,31,30,0,30,0,24,0,0,30,0,30,0,0,0,1,0,7,0,0,31,0,6,26,4,1,11,22,16,17,19,11,21,8,23,6,8,24,2,29,12,19,18,12,20,10,22,7,3,27,13,6,3,6,1,29,22,7,20,8,16,12,11,17,25,5,8,13,2,10,25,5,13,13,2,13,8,19,20,7,2,23,4,26,2,27,2,6,4,24,3,17,2,27,23,5,13,10,18,6,2,28,4,24,3,13,23,5,3,10,8,10,17,9,4,26,11,12,13,8,3,8,2,28,2,27,2,8,18,10,3,10,6,22,21,6,7,5,2,27,2,18,4,6,12,5,6,12,11,7,20,8,18,8,3,8,3,12,3,7,3,9,21,5,17,7,6,9,6,7,4,5,11,9,18,5,8,8,3,13,6,17,3,18,3,26,2,27,3,26,3,26,3,24,3,18,4,19,28,13,30,0,29,1,30,0,29,1,14,31,15,15,16,1,16,15,16,1,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,15,2,30,0,0,1,29,0,31,0,0,0,31,0,31,0,1,30,0,0,0,15,29,0,15,1,1.0
25,28,29,2,1,30,26,3,0,29,26,4,2,29,1,0,30,0,0,30,1,28,0,31,0,4,2,4,0,30,0,30,31,0,30,0,1,1,30,0,0,31,27,1,27,0,2,1,0,30,0,30,0,0,0,4,0,29,0,1,30,0,10,25,3,2,14,18,18,14,20,9,22,7,24,5,11,20,2,28,16,15,19,11,21,8,23,6,3,26,16,5,3,5,2,28,22,6,21,8,19,10,14,14,26,4,12,11,3,9,26,3,16,11,3,11,12,16,21,6,3,19,5,26,3,26,3,5,5,20,4,14,3,27,24,4,16,9,20,5,2,28,4,20,3,11,24,4,3,9,12,9,19,8,4,26,14,10,16,7,3,7,3,28,3,27,3,7,19,9,3,9,10,18,22,4,11,4,3,26,3,15,4,5,15,4,10,10,14,6,21,6,19,7,3,7,4,10,4,6,4,8,22,4,19,6,10,8,10,6,5,4,14,8,20,4,12,7,3,11,10,14,3,15,4,26,3,26,4,26,4,25,3,20,3,15,5,16,30,21,30,0,30,1,31,1,30,0,8,31,9,22,9,1,9,22,9,0,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,9,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,22,30,0,9,1,2.0
27,22,31,2,5,30,28,3,1,24,28,3,7,24,1,0,31,0,0,30,7,23,0,31,1,3,7,3,0,30,0,30,31,0,31,0,1,0,31,0,0,31,28,0,28,0,7,0,0,30,0,30,0,0,0,3,0,24,0,0,31,0,4,26,0,2,14,24,17,13,20,10,23,7,29,4,6,26,2,28,15,15,18,11,22,8,24,6,3,27,16,1,3,1,2,28,24,5,21,8,18,11,15,15,30,0,6,12,3,9,30,0,15,12,3,12,6,15,21,5,3,25,4,27,3,27,3,1,4,26,4,15,2,28,25,1,16,9,19,1,2,28,3,26,3,12,25,0,3,9,6,9,18,8,3,27,15,12,16,6,3,6,2,28,3,28,3,6,19,8,3,9,5,24,22,1,5,1,2,27,3,15,3,1,16,1,5,12,15,6,22,6,19,6,3,6,4,12,4,6,4,9,22,0,18,5,5,9,5,6,4,1,15,9,19,0,6,6,3,12,5,15,3,15,3,27,3,27,3,27,3,26,3,26,3,15,4,15,17,29,30,9,19,11,20,0,19,11,0,31,0,30,1,1,1,30,1,11,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,0,12,30,0,0,1,19,0,31,0,0,0,31,0,31,0,1,30,0,0,0,30,19,0,0,1,2.0
