@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atLkk numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute destClass {-1,1}

@data
84,15,19,74,13,83,26,70,87,7,92,2,20,74,13,80,30,64,20,71,87,4,65,8,23,64,91,3,20,73,14,80,85,7,2,22,73,16,79,9,53,60,89,6,89,5,10,85,18,75,65,28,10,29,90,3,17,76,10,84,90,3,87,5,30,28,31,8,14,74,14,64,66,3,30,8,10,80,29,64,23,71,67,8,10,81,18,74,23,64,91,4,10,65,24,4,18,71,86,3,20,71,23,71,65,27,66,4,11,5,20,64,86,3,20,64,30,28,14,76,14,74,67,5,67,4,31,4,90,3,20,4,14,76,11,4,30,4,18,74,23,4,24,8,23,28,18,64,18,28,21,8,11,9,21,4,10,75,31,5,23,28,10,72,18,8,18,71,23,8,18,64,14,71,20,28,20,8,30,3,14,71,23,3,15,4,20,28,24,5,18,4,20,3,14,64,14,28,10,77,10,76,19,4,18,28,-1.0
79,30,20,73,14,83,38,66,80,9,92,3,21,71,15,79,41,51,22,69,84,3,58,9,24,50,91,1,21,72,15,79,83,8,1,22,70,19,78,9,52,46,85,7,88,3,10,85,19,74,56,34,10,37,86,6,20,74,10,84,89,3,83,4,42,36,42,11,15,72,15,51,58,3,43,10,10,79,41,49,25,68,56,10,10,80,20,72,25,51,89,3,10,52,26,4,20,69,83,6,21,69,23,68,55,34,58,6,11,7,22,51,83,3,21,51,41,35,15,74,15,72,58,5,59,3,44,4,88,3,22,6,15,74,11,4,43,6,20,72,25,6,25,11,24,35,20,51,20,36,22,11,10,12,23,4,10,73,43,6,25,36,10,70,20,11,20,69,25,10,20,51,15,69,22,36,22,11,43,3,15,69,25,3,16,4,21,36,26,6,20,6,22,3,15,51,15,36,10,75,10,74,21,4,20,36,1.0
61,40,32,65,16,84,46,49,65,30,91,4,33,61,17,77,47,47,33,50,66,5,53,29,44,47,90,4,33,61,17,77,64,28,3,43,60,27,76,8,52,46,78,25,81,13,9,86,28,66,54,41,10,42,81,12,28,66,9,85,89,10,65,14,48,41,48,30,17,61,17,47,53,4,47,29,9,77,47,46,44,50,54,30,9,78,28,61,44,47,82,4,9,48,45,5,28,50,65,13,33,50,43,50,52,41,53,13,10,14,33,47,65,4,33,47,47,41,17,66,17,61,54,14,54,5,48,5,81,4,33,13,17,66,10,5,47,13,28,61,44,13,45,30,44,41,28,47,28,41,34,30,10,30,34,5,9,62,48,14,45,41,9,51,28,29,28,50,44,29,28,47,17,50,34,41,33,29,47,4,17,50,44,4,18,5,33,41,45,14,28,13,33,4,17,47,17,41,9,67,9,66,29,5,29,41,-1.0
60,41,26,66,21,81,35,60,68,25,93,1,27,65,23,71,36,58,28,62,69,2,47,25,31,58,92,2,27,65,22,71,67,25,1,28,64,24,69,11,43,57,87,18,88,5,12,83,25,68,47,46,12,47,89,4,25,67,12,82,91,3,68,5,36,46,37,26,23,66,23,58,48,2,35,26,12,71,35,58,31,62,48,26,12,72,25,66,31,58,90,2,12,59,32,3,26,62,68,4,28,62,31,62,47,45,48,4,13,6,28,58,68,2,28,58,35,46,23,68,22,66,48,6,49,3,37,3,89,2,28,5,22,68,13,3,36,5,25,65,31,5,32,26,31,46,26,58,26,46,29,26,13,27,29,3,12,67,37,6,31,46,12,64,26,26,26,63,31,26,26,58,23,63,28,46,28,26,36,2,23,63,31,2,24,3,28,46,32,6,26,5,28,2,23,58,23,46,12,69,12,68,27,3,26,46,1.0
74,31,23,71,17,82,44,53,78,16,91,3,25,68,18,76,47,45,25,58,79,4,59,15,35,46,90,3,25,69,18,76,78,15,3,31,67,21,75,10,55,42,87,12,88,5,11,84,21,72,59,34,12,36,88,5,22,72,11,83,89,3,78,5,48,35,48,17,18,69,18,46,59,4,48,15,11,76,47,45,35,58,59,16,11,77,22,69,36,46,90,4,11,47,37,5,22,58,78,5,25,58,35,58,58,34,59,5,12,6,25,46,78,4,25,46,47,34,18,72,18,69,59,5,60,4,49,5,89,4,25,5,18,72,12,5,48,5,22,69,36,5,37,17,35,35,22,46,22,35,26,17,12,17,26,5,11,70,48,6,37,35,11,59,22,16,22,58,36,16,22,46,18,58,26,35,25,16,48,4,18,58,36,4,19,5,25,35,37,6,22,5,25,4,18,46,18,35,11,73,11,72,23,5,23,35,1.0
53,45,35,64,19,83,43,50,54,42,95,0,37,57,20,73,44,49,37,52,54,1,48,41,42,49,94,0,36,57,20,73,53,41,0,40,55,26,71,9,47,49,80,41,85,10,10,85,28,65,49,46,11,47,85,9,28,65,10,84,94,4,54,10,45,46,45,42,21,57,21,50,48,0,44,41,10,73,44,49,41,52,49,42,10,74,28,57,42,50,86,1,10,51,43,1,28,52,53,9,36,52,41,51,48,46,48,9,11,10,37,50,53,0,37,50,44,46,21,66,21,57,49,10,49,1,45,1,85,0,37,9,21,66,11,1,44,9,28,57,42,9,43,42,42,46,28,50,28,46,38,42,11,42,38,1,10,58,45,10,43,46,10,53,28,41,28,52,42,41,28,50,21,52,38,46,37,41,44,0,21,52,42,0,22,1,37,46,43,10,28,9,37,0,21,50,21,46,10,67,10,66,29,1,29,46,-1.0
72,25,26,67,17,84,41,54,73,18,91,4,28,64,18,76,45,48,29,56,75,4,64,20,37,47,90,4,28,64,18,76,73,19,3,34,62,23,75,8,61,43,80,18,82,11,9,86,24,69,63,28,9,30,82,11,24,69,9,85,89,10,74,11,45,29,45,20,18,65,18,48,65,4,46,20,9,76,46,47,37,56,64,19,9,77,24,65,37,48,83,4,9,49,38,5,24,57,74,11,28,56,36,56,64,29,65,12,10,13,29,48,74,4,29,47,46,29,18,69,18,65,65,11,66,4,47,5,82,4,29,12,18,69,10,5,46,12,24,65,37,12,37,20,37,29,25,48,25,29,29,20,9,21,30,5,9,66,46,12,37,29,9,58,25,20,25,57,37,20,25,48,18,57,29,29,29,20,46,4,18,57,37,4,19,5,29,29,38,12,25,12,29,4,18,48,18,29,9,70,9,69,26,5,25,29,1.0
63,45,30,64,18,84,40,53,68,26,92,3,31,62,19,75,42,50,31,56,69,3,47,26,37,51,91,3,32,62,19,75,68,25,2,35,60,28,74,8,45,48,86,21,88,6,9,86,29,65,47,46,10,48,88,6,29,65,9,85,90,4,68,6,43,46,43,26,19,62,19,51,47,3,43,26,9,75,42,48,37,55,47,26,9,76,29,62,37,50,89,3,9,52,39,3,29,56,68,6,32,56,35,56,46,46,47,6,10,7,31,51,68,3,32,51,43,46,19,65,19,62,47,6,48,3,44,3,88,3,32,6,19,65,10,4,43,6,29,62,38,6,38,26,38,47,29,51,29,47,32,27,10,27,33,4,9,63,43,6,38,46,9,57,29,26,29,56,38,26,29,51,19,56,32,47,32,26,43,3,19,56,38,3,20,4,32,47,38,6,29,6,32,3,19,51,19,47,9,66,9,65,30,4,30,47,1.0
73,27,22,72,18,81,40,61,75,17,91,3,23,71,19,75,46,47,23,65,77,3,63,17,29,48,90,4,22,71,19,75,75,17,3,25,70,20,74,11,61,42,84,15,85,7,12,83,21,73,63,30,12,31,86,7,21,73,12,82,89,6,75,7,46,30,46,18,19,71,19,48,64,4,45,18,12,75,45,48,28,65,63,18,12,76,21,71,29,48,87,3,12,49,30,4,21,65,76,7,23,65,29,64,63,29,64,7,12,9,23,48,76,4,23,48,45,30,19,73,19,71,63,8,65,4,47,4,86,4,23,8,19,73,13,5,46,8,21,71,29,8,29,18,29,30,21,48,21,30,23,18,12,19,24,4,12,72,46,8,29,30,12,66,21,18,21,65,29,18,21,48,19,65,23,30,23,18,46,4,19,65,29,4,20,4,23,30,29,8,21,8,23,4,19,48,19,30,12,74,12,73,22,4,21,30,-1.0
72,44,24,69,20,82,34,61,75,18,92,3,26,68,21,73,38,57,26,62,77,3,47,18,32,57,91,3,26,67,21,73,75,17,2,31,66,23,72,10,46,54,82,14,84,9,11,84,24,70,48,47,12,47,84,9,23,70,11,83,90,8,76,10,38,47,38,19,21,68,21,57,48,3,37,18,11,73,37,57,32,62,48,19,11,74,24,68,33,57,85,3,12,58,33,4,24,62,76,9,26,62,32,62,47,46,48,10,12,11,27,57,76,3,26,57,37,46,21,70,21,68,48,11,49,4,38,4,84,3,26,10,21,70,12,4,37,10,24,68,32,10,33,19,32,46,25,57,24,46,27,19,12,19,27,4,11,69,38,11,33,47,11,63,24,18,24,62,32,18,24,57,21,62,27,47,26,18,37,3,21,62,32,3,22,4,26,46,33,11,24,10,26,3,22,57,21,46,11,71,11,70,25,4,25,47,-1.0
69,41,25,68,19,79,29,62,75,17,93,2,26,67,20,73,32,61,26,64,77,3,46,17,29,63,92,2,27,66,20,73,75,17,1,28,65,22,71,13,41,61,89,11,90,3,14,81,24,69,46,48,15,48,90,3,23,69,14,80,91,3,76,4,32,48,32,19,21,67,21,63,47,2,30,17,14,73,30,62,28,63,47,19,14,74,24,67,31,62,91,2,15,64,31,3,24,64,76,3,27,64,29,64,46,46,47,3,15,5,28,63,76,2,27,63,30,46,21,70,21,67,48,5,48,3,32,3,90,2,27,4,20,70,15,3,31,3,24,66,30,4,31,19,29,47,25,63,24,47,28,19,15,19,28,3,14,68,32,5,31,48,14,65,24,18,24,64,29,18,24,63,21,64,28,48,27,18,31,2,21,64,30,2,22,3,27,47,31,5,24,4,27,2,22,63,21,47,14,71,14,70,25,3,25,48,1.0
59,39,30,65,17,86,45,49,65,28,92,2,31,62,19,74,46,46,33,54,66,3,51,29,40,45,91,2,31,61,19,74,64,28,2,35,60,23,71,4,49,43,84,23,86,7,6,89,26,67,51,40,7,43,86,6,25,67,6,88,90,4,65,7,47,42,48,29,20,62,20,46,52,3,48,29,6,74,48,45,40,53,52,28,6,75,26,62,40,47,88,3,7,47,41,4,25,53,64,6,31,53,39,53,51,42,51,7,7,8,33,47,65,2,32,45,48,42,20,68,19,62,52,7,53,3,49,3,87,2,32,7,19,68,7,4,48,7,25,61,40,7,40,30,40,42,27,47,26,42,33,30,7,30,33,4,6,63,48,7,40,43,7,55,26,29,27,54,40,29,26,45,21,54,33,43,32,29,48,3,19,54,40,3,21,4,32,42,40,8,26,7,32,3,21,47,20,42,6,69,6,68,27,4,27,43,1.0
70,31,23,68,15,83,43,50,73,19,92,3,24,68,16,78,45,46,24,54,75,3,57,19,38,47,91,2,24,67,16,78,73,19,2,34,67,22,77,9,53,43,86,16,88,5,10,85,23,70,57,34,11,37,87,5,22,70,10,84,90,4,74,6,47,36,47,21,16,69,16,47,58,2,46,20,10,78,45,46,38,54,58,20,10,79,23,69,39,46,89,3,10,48,40,4,24,55,73,5,25,54,38,54,57,34,57,5,11,7,25,46,74,2,25,47,46,35,16,70,16,69,58,6,59,3,48,4,88,2,25,6,16,70,11,4,46,6,23,69,39,6,40,21,39,36,24,47,24,36,26,21,11,21,26,4,10,70,47,7,40,36,10,56,24,20,23,55,39,20,24,47,16,55,26,36,25,20,47,3,16,55,39,3,17,4,25,36,40,7,24,6,25,3,16,47,16,36,10,71,10,70,25,4,25,36,1.0
73,28,24,70,14,83,38,59,78,15,92,2,24,67,16,77,42,48,26,63,79,3,58,15,29,49,91,2,24,68,16,78,77,14,2,25,66,20,76,9,50,44,86,11,88,5,9,85,21,72,57,34,10,37,88,4,22,72,10,84,90,2,78,5,44,36,45,16,16,68,16,50,58,3,44,15,10,78,43,47,28,62,58,16,10,79,21,68,30,50,90,3,10,51,31,4,22,64,78,5,25,64,27,62,56,35,58,5,11,6,26,50,78,3,25,50,43,35,16,72,16,68,58,6,59,4,45,4,89,3,26,5,16,72,11,4,44,5,22,68,30,5,31,16,29,35,22,50,22,36,27,16,11,17,27,4,10,69,45,6,30,36,10,65,22,16,22,64,30,15,22,50,16,64,26,36,26,16,44,3,16,64,30,3,17,4,25,36,31,6,22,5,26,3,16,50,16,36,10,73,10,72,23,4,22,36,1.0
69,38,31,63,21,84,45,52,71,24,89,6,32,62,22,72,46,48,32,53,72,7,52,23,41,48,88,5,32,62,22,72,71,23,3,40,61,29,71,6,48,47,77,21,79,15,8,87,30,64,53,42,9,43,78,15,30,64,8,86,85,13,71,16,47,42,47,24,22,62,22,48,52,6,46,23,8,72,45,48,41,53,53,24,8,73,30,62,41,48,80,6,8,49,42,7,30,53,71,15,32,53,41,53,52,41,52,15,9,16,32,48,71,6,32,48,46,42,22,64,22,62,53,16,53,7,47,7,79,6,32,15,22,64,9,7,46,15,30,62,41,15,42,24,41,42,30,48,30,42,33,24,9,24,33,7,8,63,47,16,42,42,8,54,30,23,30,53,41,23,30,48,22,53,33,42,32,23,46,6,22,53,41,6,23,7,32,42,42,16,30,15,32,6,22,48,22,42,8,65,8,64,31,7,31,42,1.0
81,38,23,72,16,82,31,68,82,9,92,3,24,70,17,77,34,59,24,69,85,3,52,10,25,58,91,2,23,70,17,77,83,9,2,24,69,20,76,10,48,55,85,7,88,4,11,84,21,73,51,41,11,43,87,5,21,73,11,83,90,3,84,5,35,42,35,10,17,70,17,59,52,3,35,10,11,77,34,58,25,69,51,10,11,78,21,70,25,59,89,3,11,60,26,4,21,69,83,6,23,69,24,68,51,41,52,6,12,7,24,59,84,3,24,59,35,42,17,73,17,70,52,6,53,4,36,4,88,2,24,6,17,73,12,4,35,6,21,70,25,6,25,10,25,42,21,59,21,42,24,10,11,11,25,4,11,71,36,6,25,42,11,70,21,10,21,69,25,10,21,59,17,69,24,42,24,10,35,3,17,69,25,3,18,4,24,42,26,6,21,6,24,3,17,59,17,42,11,74,11,73,22,4,21,42,1.0
73,25,35,63,17,89,40,53,76,19,88,6,36,58,18,76,42,51,36,55,76,8,66,18,39,52,87,7,36,58,18,76,75,18,5,37,57,29,75,3,63,50,81,17,82,12,4,91,30,64,66,28,5,29,83,11,30,64,4,90,85,9,76,12,43,28,43,20,18,58,18,52,66,7,42,19,4,76,41,51,38,55,67,20,4,77,30,58,39,52,84,8,4,53,40,8,30,55,75,11,36,55,38,55,65,27,66,11,5,12,36,52,75,7,36,52,41,28,18,64,18,58,67,12,67,8,43,8,83,7,36,11,18,64,5,8,42,11,30,58,39,11,40,20,39,28,30,52,30,28,37,20,5,20,37,8,4,59,43,12,40,28,4,56,30,19,30,55,39,19,30,52,18,55,37,28,36,19,42,7,18,55,39,7,19,8,36,28,40,12,30,11,36,7,18,52,18,28,4,65,4,64,31,8,31,28,-1.0
73,33,24,67,16,83,45,57,76,16,92,3,25,66,17,77,47,47,26,60,78,3,56,17,33,46,91,2,25,67,17,77,76,16,2,29,66,23,76,9,53,45,87,13,89,4,10,85,23,69,56,37,11,38,88,4,24,69,10,84,90,3,77,4,47,38,47,18,17,68,17,47,57,3,47,17,10,77,47,46,33,60,56,17,10,78,24,68,34,47,90,3,11,48,34,4,24,61,76,4,25,60,32,60,56,37,56,5,11,6,27,47,77,2,26,46,47,37,17,69,17,68,57,5,58,3,48,4,89,2,26,5,17,69,11,4,47,5,24,68,33,5,34,18,33,37,26,47,25,37,27,18,11,18,27,4,10,69,47,6,34,38,10,62,25,17,25,61,33,17,25,47,17,61,27,38,26,17,47,3,17,61,33,3,18,4,26,37,34,6,25,5,26,3,18,47,17,37,10,70,10,69,26,4,26,38,1.0
67,39,30,66,25,84,41,54,68,24,92,3,32,61,25,68,42,52,33,56,70,3,51,25,38,52,91,3,33,61,26,68,69,23,2,36,58,26,67,8,47,51,75,23,79,14,9,86,27,66,50,43,9,44,79,15,27,67,9,85,90,11,69,14,42,43,42,25,26,61,26,52,51,3,42,25,9,68,42,51,38,55,50,25,9,69,27,61,38,52,80,3,9,53,39,4,27,56,69,15,33,56,37,56,49,43,51,15,10,16,33,52,69,3,33,52,42,43,26,67,26,61,51,15,52,4,43,4,79,3,33,15,26,67,10,4,42,15,27,61,38,15,38,25,38,43,27,52,27,43,33,25,9,26,34,4,9,62,43,15,38,43,9,57,27,25,27,56,38,25,27,52,26,56,33,43,33,25,42,3,26,56,38,3,27,4,33,43,39,15,27,15,33,3,26,52,26,43,9,68,9,67,28,4,27,43,1.0
66,34,23,70,16,82,29,67,73,19,92,2,24,69,18,76,34,59,24,68,75,3,53,19,26,59,91,3,24,70,18,76,73,19,2,25,69,22,74,10,48,53,89,12,89,3,11,84,22,71,53,39,11,41,90,3,23,71,11,83,90,3,73,4,34,40,35,20,18,70,18,59,54,3,34,20,11,76,34,58,26,68,54,19,11,77,23,70,26,59,91,2,11,60,27,3,23,68,74,3,24,68,25,68,53,39,54,3,11,5,24,59,74,3,24,59,34,40,18,71,18,70,54,4,55,3,36,3,90,3,24,4,18,71,12,4,35,4,23,70,26,4,26,20,26,40,23,59,23,40,24,20,11,21,25,3,11,71,35,4,26,40,11,69,23,20,23,68,26,20,23,59,18,68,24,40,24,20,35,3,18,68,26,3,19,3,24,40,26,4,23,4,24,3,18,59,18,40,11,72,11,71,24,3,23,40,1.0
72,28,25,71,18,83,40,55,74,16,91,3,25,68,19,75,43,51,26,58,77,3,62,18,35,50,90,3,25,68,19,75,76,17,3,33,67,21,74,9,58,48,86,14,87,4,10,85,22,72,60,32,10,33,87,6,22,72,10,84,89,4,75,4,43,32,43,18,19,68,19,51,62,4,43,18,10,75,42,50,36,57,60,18,10,76,22,68,36,51,89,3,10,52,37,4,22,58,76,6,25,58,35,57,61,31,62,6,10,7,26,51,76,4,25,51,43,31,19,72,19,68,61,6,63,4,44,4,88,4,26,6,19,72,11,5,43,6,22,68,36,6,36,18,36,31,22,51,22,32,26,18,10,19,27,4,10,69,43,6,36,32,10,59,22,18,22,58,36,18,22,51,19,58,26,32,26,18,43,4,19,58,36,4,20,4,26,32,36,6,22,6,26,4,19,51,19,32,10,73,10,72,23,4,22,32,1.0
78,39,28,68,16,83,40,57,80,14,89,6,29,65,17,77,41,53,29,58,81,7,51,14,36,53,88,5,29,65,17,77,80,13,5,35,64,24,76,9,47,52,86,12,87,7,10,85,25,69,51,43,10,44,86,7,25,69,10,84,87,6,80,8,41,43,42,14,17,65,17,53,51,6,41,14,10,77,41,53,36,58,52,14,10,78,25,65,36,53,88,6,10,54,37,7,25,58,80,7,29,58,36,58,50,43,51,7,11,8,29,53,80,6,29,53,41,43,17,69,17,65,52,8,52,7,42,7,87,6,29,7,17,69,11,7,41,7,25,65,36,7,37,14,36,43,25,53,25,43,30,14,11,15,30,7,10,66,42,8,36,43,10,59,25,14,25,58,36,14,25,53,17,58,29,43,29,14,41,6,17,58,36,6,18,7,29,43,37,8,25,7,29,6,17,53,17,43,10,70,10,69,26,7,25,43,-1.0
73,24,20,74,16,80,38,57,77,12,92,3,24,69,17,77,42,49,24,60,80,3,63,15,33,49,91,2,22,70,17,77,78,14,2,31,66,18,76,10,58,44,87,9,89,3,12,83,18,75,61,28,12,31,88,4,19,75,12,82,90,3,79,3,43,29,43,14,17,70,17,50,64,3,44,15,12,77,43,49,33,60,62,14,12,78,19,70,33,50,90,3,12,51,35,4,19,60,78,4,23,60,33,58,63,29,63,5,13,6,24,50,79,2,23,50,44,29,17,75,17,70,64,4,65,3,45,3,89,2,24,5,17,75,13,4,44,5,19,70,34,5,33,15,34,29,19,50,19,30,24,15,12,16,25,4,12,71,44,4,33,30,12,61,19,15,19,60,34,15,19,50,17,60,24,30,24,15,44,3,17,60,34,3,18,4,24,30,34,5,19,5,24,3,17,50,17,30,12,76,12,75,20,4,19,30,-1.0
78,31,25,69,19,83,34,61,82,11,91,3,27,66,20,73,36,57,28,65,83,4,54,11,29,56,90,3,25,66,20,73,82,11,3,27,63,21,71,9,45,54,89,8,89,4,10,85,23,70,53,39,11,41,89,4,23,70,10,84,89,3,82,4,37,41,38,13,22,66,21,57,54,4,37,11,10,73,35,56,30,63,54,12,10,74,24,66,31,57,91,4,11,58,31,5,23,64,82,4,27,64,29,61,53,38,54,4,11,5,29,58,82,4,27,57,36,39,21,71,21,66,54,5,55,5,38,5,90,4,28,4,21,71,11,5,37,4,23,66,30,4,31,13,29,39,24,58,23,40,29,13,11,13,29,5,11,67,38,5,31,41,11,65,23,12,24,65,30,11,23,57,22,65,29,41,28,12,37,4,21,64,30,4,22,5,27,40,31,5,23,4,28,4,22,58,21,40,10,72,10,71,24,5,24,41,1.0
55,37,33,63,14,85,41,55,57,35,95,0,35,60,16,78,43,52,35,56,58,0,54,37,39,51,94,0,34,60,15,77,57,37,0,39,59,23,74,9,51,49,76,35,81,13,10,86,27,66,52,40,10,41,81,13,27,65,9,85,94,8,57,13,43,41,43,38,18,61,17,51,54,0,43,37,9,77,42,51,40,56,54,37,10,78,28,61,40,52,82,0,10,52,40,1,27,55,57,13,34,55,39,55,54,39,54,13,10,14,35,52,57,0,34,51,43,40,18,68,17,60,54,13,55,0,44,1,81,0,34,13,17,67,10,1,43,13,27,60,39,13,40,38,39,40,28,52,27,40,35,38,10,38,35,1,10,61,43,14,40,41,10,56,27,37,28,56,39,37,27,51,18,56,35,41,34,37,43,0,17,55,39,0,18,1,34,40,40,14,27,13,34,0,18,52,17,40,10,68,9,67,28,1,28,41,-1.0
65,35,36,62,14,84,46,48,67,26,90,5,38,56,15,79,48,46,38,49,69,6,58,26,45,46,89,4,38,56,15,79,68,25,4,44,54,24,78,6,57,44,79,23,83,10,8,87,28,66,58,36,8,37,82,11,28,66,8,86,88,7,68,11,48,36,48,26,15,56,15,46,58,5,48,26,8,79,48,45,45,49,58,26,8,80,28,56,45,46,84,5,8,47,46,6,28,49,68,11,38,49,44,49,57,36,58,11,9,12,38,46,68,5,38,46,48,36,15,66,15,56,59,11,59,6,49,6,83,5,38,11,15,66,9,6,48,11,28,56,45,11,45,26,45,36,28,46,28,36,38,26,8,27,39,6,8,57,49,11,45,36,8,50,28,26,28,49,45,26,28,46,15,49,38,36,38,26,48,5,15,49,45,5,16,6,38,36,46,11,28,11,38,5,15,46,15,36,8,67,8,66,29,6,28,36,-1.0
