@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atLee numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute destClass {2,3,4,1}

@data
75,17,63,62,16,15,25,68,78,17,70,25,16,77,19,25,25,18,16,70,70,15,68,22,22,68,77,15,19,71,25,25,71,18,19,18,24,15,22,22,16,76,16,74,16,24,18,17,1
72,20,56,60,16,18,25,67,75,18,63,27,18,77,19,30,28,21,16,67,65,18,63,26,24,65,74,18,18,68,27,29,66,20,19,21,27,18,25,27,16,76,20,74,16,29,18,20,1
76,18,54,65,16,14,22,69,79,15,64,28,16,77,18,30,24,16,17,71,65,16,64,26,20,69,78,15,18,72,23,29,66,16,19,17,23,16,23,28,16,76,17,74,18,29,18,16,2
76,18,62,65,13,14,24,69,79,15,68,26,14,79,17,26,24,17,16,71,69,16,68,24,22,70,78,15,17,72,24,26,70,17,17,17,23,16,23,25,15,78,17,75,16,25,16,16,2
73,19,61,59,18,17,27,65,76,18,67,25,19,75,21,27,29,20,18,66,68,19,67,23,25,64,75,18,21,67,28,27,69,19,21,20,28,19,28,24,18,74,21,72,20,26,20,19,3
72,19,55,61,18,18,23,66,75,18,63,26,18,75,19,30,27,19,20,68,65,20,64,27,24,67,74,19,19,69,25,28,66,19,21,21,26,20,26,29,19,74,19,72,20,29,20,20,4
73,19,61,65,17,17,24,69,76,17,66,26,18,76,20,27,25,20,18,70,68,19,67,25,23,68,75,18,20,71,25,27,69,20,20,20,24,19,24,25,17,75,19,73,19,26,19,19,1
72,19,59,61,17,18,26,67,75,19,66,27,18,76,20,28,27,21,17,68,67,18,65,24,23,66,74,18,20,69,27,28,68,21,20,21,26,18,24,25,17,75,19,73,17,27,19,20,1
75,17,55,61,16,15,25,69,78,15,64,28,17,78,18,29,26,18,16,69,66,16,64,24,21,68,77,15,18,70,25,29,67,17,18,18,25,16,24,27,16,77,17,76,16,28,17,17,3
75,18,60,58,16,15,26,64,78,15,66,23,17,77,18,27,30,17,16,65,68,17,68,24,27,63,77,17,17,66,29,25,69,17,19,18,29,17,29,24,16,76,22,74,18,26,18,17,3
77,18,60,59,15,13,23,66,80,14,67,23,15,78,17,27,27,15,17,68,68,15,67,26,26,67,79,14,16,69,26,25,69,15,18,16,26,15,26,26,16,77,17,75,17,26,17,15,4
78,17,57,59,11,12,24,68,81,13,66,25,13,82,14,28,27,15,12,68,67,14,66,24,23,67,80,13,14,69,26,28,68,14,14,15,26,14,26,26,12,81,17,79,13,27,13,14,3
72,20,52,60,19,18,25,65,75,19,62,28,20,74,21,32,29,20,21,66,63,20,62,30,27,65,74,19,21,67,28,31,64,20,22,21,28,20,28,31,20,73,22,71,21,31,21,20,2
78,13,65,61,12,12,24,68,81,13,72,19,14,81,15,22,27,15,13,68,73,13,71,19,24,66,80,12,15,69,26,22,74,14,15,15,26,13,25,20,12,80,19,78,13,21,14,14,1
70,23,59,53,21,20,31,61,73,20,63,28,22,72,23,30,33,22,22,62,65,22,65,28,31,60,72,22,23,63,32,29,66,22,24,23,32,22,32,28,21,71,23,69,23,29,23,22,2
72,18,56,59,18,18,25,66,75,18,64,26,19,75,20,29,28,20,19,67,66,19,64,26,25,65,74,18,20,68,27,28,67,20,21,21,27,19,26,27,18,74,19,72,19,28,20,20,2
75,18,58,56,16,15,25,64,78,16,66,24,16,77,18,28,29,17,17,66,67,16,66,24,25,64,77,16,18,67,28,27,68,17,19,18,28,16,27,26,16,76,18,74,17,27,18,17,3
72,19,61,60,15,18,25,66,75,18,66,25,15,78,17,27,27,20,17,68,68,19,67,24,24,67,74,19,17,69,25,26,69,19,18,21,26,20,25,26,16,77,18,75,17,26,17,20,3
75,18,62,52,14,15,28,64,78,18,70,24,15,79,17,26,30,18,14,65,69,15,67,23,27,63,77,15,17,66,30,26,70,18,17,18,29,15,27,23,14,78,16,76,14,25,16,17,1
71,20,64,59,17,19,28,67,74,19,67,25,20,76,20,26,29,22,17,66,69,20,68,23,26,64,73,20,20,67,29,26,70,22,20,22,28,20,27,23,17,75,21,73,18,25,19,21,1
72,20,60,55,15,18,32,63,75,20,67,28,17,78,18,28,32,21,17,63,67,18,65,25,29,63,74,18,18,64,32,28,68,21,18,21,31,20,29,27,17,77,23,75,17,27,17,20,1
75,20,56,54,15,15,29,63,78,16,64,28,16,78,17,30,31,17,17,64,65,17,64,26,27,63,77,16,17,65,29,29,66,16,18,18,30,17,30,29,16,77,20,75,17,29,17,17,4
72,20,62,60,18,18,27,65,75,19,67,26,18,75,21,27,28,21,19,67,68,19,66,24,25,65,74,18,20,68,28,26,69,21,21,21,27,19,26,25,18,74,20,72,19,26,20,20,2
74,20,52,62,17,16,25,66,77,18,63,30,17,76,20,32,27,19,19,68,63,18,61,29,24,67,76,16,18,69,27,30,64,19,20,19,26,18,26,31,18,75,20,73,19,31,19,18,4
74,19,59,65,15,16,24,70,77,17,66,28,16,78,18,28,24,19,16,71,67,17,65,26,22,69,76,16,18,72,24,28,68,19,18,19,23,17,22,26,15,77,17,75,16,27,17,18,1
70,25,61,56,18,20,28,64,73,22,65,27,20,75,21,30,31,23,19,64,65,20,63,27,28,63,72,20,20,65,30,29,66,22,21,23,30,21,28,28,19,74,22,72,19,29,20,22,1
71,22,54,59,19,19,26,64,74,19,61,29,19,74,21,32,29,21,21,66,63,20,62,30,27,65,73,20,21,67,28,31,64,21,22,22,28,21,27,31,20,73,21,71,21,31,21,21,2
75,18,60,59,15,15,26,67,78,16,67,26,16,78,18,27,27,18,16,68,68,16,67,23,23,67,77,16,18,69,27,27,69,18,18,18,26,17,25,25,16,77,17,75,17,26,17,17,1
76,18,58,58,14,14,27,66,79,14,65,27,15,79,17,28,28,17,15,67,67,15,65,24,24,65,78,14,17,68,27,28,68,16,17,17,27,15,26,26,14,78,18,76,15,27,16,16,2
77,17,63,58,14,13,25,67,80,14,69,23,15,79,17,25,27,16,16,68,70,15,69,23,25,66,79,14,17,69,26,25,71,15,17,16,26,15,26,24,14,78,16,76,16,24,16,15,2
77,19,59,63,14,13,23,68,80,14,66,26,14,79,17,28,25,16,15,70,67,15,67,24,21,69,79,15,16,71,25,27,68,16,17,16,24,15,24,26,15,78,17,76,16,27,16,15,3
77,14,54,59,15,13,22,67,80,13,65,23,15,79,15,28,27,14,16,68,67,15,65,26,25,67,79,13,15,69,25,26,68,14,17,16,26,15,26,27,15,78,17,77,16,27,16,15,4
72,19,55,60,19,18,26,65,75,19,64,28,19,74,22,30,28,21,20,67,65,19,63,27,25,66,74,18,21,68,28,29,66,21,22,21,27,19,26,28,20,73,20,71,20,29,21,20,2
74,18,64,58,15,16,27,67,77,16,68,24,17,78,18,25,28,19,17,67,70,17,68,22,25,66,76,16,18,68,27,25,71,18,18,19,27,18,26,24,16,77,18,75,17,24,17,18,4
75,19,63,64,15,15,24,70,78,16,68,25,17,78,18,26,25,18,16,70,69,17,69,24,23,68,77,17,18,71,25,26,70,18,18,18,24,17,24,24,15,77,18,75,17,25,17,17,2
69,25,59,54,21,21,30,63,72,23,64,29,22,73,23,31,32,24,21,63,64,22,63,27,28,62,71,22,23,64,31,31,65,23,23,24,31,22,30,29,21,72,22,71,21,30,22,23,3
76,18,62,62,14,14,24,69,79,15,68,24,16,79,16,26,26,16,16,69,69,16,68,25,25,67,78,15,16,70,24,25,70,15,17,17,25,16,25,25,14,78,18,76,16,25,16,16,4
74,17,65,59,16,16,25,67,77,16,69,21,18,77,19,24,28,19,18,67,71,17,69,21,25,65,76,16,19,68,26,24,72,17,19,19,27,18,26,23,16,76,19,74,18,23,18,18,4
73,18,60,63,17,17,26,68,76,17,66,27,17,77,19,27,26,20,18,69,68,18,67,24,23,69,75,18,19,70,26,27,69,20,19,20,25,19,24,26,18,76,19,75,18,26,18,19,3
74,18,56,61,15,16,24,67,77,17,65,27,15,78,18,29,26,19,16,69,66,17,64,26,23,67,76,16,18,70,24,29,67,17,18,19,25,17,24,27,15,77,17,75,16,28,17,18,1
74,18,62,58,15,16,27,65,77,16,67,25,15,78,18,26,28,19,15,67,69,16,67,23,25,65,76,16,18,68,28,26,70,19,18,19,27,16,25,23,15,77,18,75,15,25,17,18,1
74,20,58,50,16,16,29,61,77,16,64,26,16,77,18,29,32,18,17,63,66,17,65,26,29,62,76,17,18,64,30,28,67,17,19,19,31,18,30,27,17,76,18,74,18,28,18,18,2
80,12,62,60,10,10,22,69,83,11,71,21,10,83,13,23,24,13,10,71,72,10,70,19,20,69,82,10,13,72,24,23,73,13,13,13,23,10,21,20,10,82,12,80,10,22,12,12,1
73,23,61,52,17,17,29,63,76,18,65,26,19,76,19,29,32,19,18,63,66,19,66,27,30,61,75,19,19,64,30,28,67,18,20,20,31,19,31,27,17,75,20,73,19,28,19,19,2
75,19,59,55,15,15,28,63,78,17,67,26,15,78,18,28,30,18,16,65,67,16,66,25,27,64,77,16,17,66,30,27,68,18,18,18,29,16,28,26,16,77,19,75,16,27,17,17,3
72,21,59,61,19,18,28,64,75,19,65,28,19,74,22,29,29,21,21,66,66,20,65,28,28,65,74,19,21,67,29,28,67,21,22,21,28,20,28,28,20,73,23,71,21,28,21,20,4
79,19,59,56,12,11,25,65,82,14,68,25,12,81,15,28,28,14,13,67,67,11,65,24,24,65,81,11,14,68,28,27,68,14,15,14,27,12,25,26,12,80,16,78,13,27,14,13,3
73,20,58,64,18,17,24,68,76,18,65,28,18,75,21,29,25,20,19,70,66,18,64,27,23,68,75,17,20,71,25,28,67,20,21,20,24,18,23,27,18,74,18,72,19,28,20,19,3
76,18,62,62,13,14,23,69,79,15,68,24,14,80,16,26,25,17,14,70,69,15,68,24,23,69,78,15,15,71,24,25,70,16,16,17,24,15,23,24,14,79,16,77,14,25,15,16,2
71,20,62,64,20,19,25,66,74,19,66,25,20,73,22,27,27,21,22,68,68,21,66,26,26,67,73,19,22,69,25,26,69,20,23,22,26,21,26,26,21,72,22,70,22,26,22,21,3
75,17,55,56,15,15,29,65,78,15,64,27,18,78,18,29,31,18,17,64,66,16,64,25,27,64,77,15,18,65,29,29,67,16,18,18,30,17,29,28,17,77,22,75,17,28,17,17,3
74,22,60,57,16,16,30,62,77,17,65,28,16,77,18,29,31,18,18,64,66,17,64,26,28,64,76,16,18,65,30,28,67,18,19,19,30,18,29,28,18,76,23,74,18,28,18,18,2
74,17,59,61,16,16,24,67,77,16,66,25,16,77,19,27,26,19,16,69,68,17,67,23,22,67,76,17,19,70,26,27,69,19,19,19,25,17,24,24,16,76,17,74,17,26,18,18,2
76,17,59,64,15,14,24,68,79,14,66,25,16,78,16,27,26,15,17,69,68,16,68,26,25,68,78,16,16,70,24,25,69,15,18,17,25,16,25,26,16,77,20,75,17,26,17,16,4
75,18,54,57,16,15,26,64,78,15,63,26,17,77,17,30,30,16,18,65,65,17,63,28,28,63,77,15,17,66,28,28,66,16,19,18,29,17,29,29,16,76,21,74,18,29,18,17,4
77,17,59,64,14,13,22,69,80,14,67,25,14,79,16,27,24,15,16,71,68,15,67,25,22,70,79,14,16,72,23,26,69,15,17,16,23,15,23,26,15,78,16,76,16,26,16,15,4
72,22,58,53,18,18,30,61,75,18,63,28,18,75,19,30,32,19,18,63,65,20,64,25,27,61,74,19,19,64,30,28,66,19,21,21,31,20,31,27,18,74,21,72,20,29,20,20,4
72,20,62,60,19,18,27,65,75,19,67,26,19,74,22,27,28,21,21,67,68,20,67,25,26,65,74,19,21,68,28,26,69,21,22,21,27,20,27,26,19,73,20,71,21,26,21,20,3
72,19,65,56,17,18,28,64,75,18,68,23,18,76,19,25,30,20,19,65,70,19,68,23,28,64,74,18,18,66,29,23,71,20,20,21,29,20,28,24,18,75,20,73,19,24,19,20,2
80,14,52,56,10,10,26,64,83,11,65,25,11,83,13,29,30,13,11,65,66,11,65,24,25,64,82,11,11,66,30,27,67,13,13,13,29,12,28,27,11,82,20,80,12,28,12,12,1
79,15,61,58,10,11,24,68,82,11,68,23,11,83,12,25,26,13,11,69,70,12,68,23,24,67,81,11,12,70,24,24,71,12,13,14,25,12,24,23,10,82,14,80,11,24,12,13,3
75,19,61,60,14,15,23,68,78,15,66,24,15,79,17,27,26,18,15,69,68,17,68,25,24,68,77,17,17,70,25,27,69,17,17,18,25,17,25,25,15,78,16,76,16,26,16,17,2
75,16,64,60,14,15,26,66,78,15,69,22,15,79,17,24,28,18,15,67,71,16,69,22,26,66,77,15,17,68,27,24,72,17,17,18,27,16,26,22,15,78,20,76,15,23,16,17,2
76,16,58,62,12,14,22,70,79,15,67,25,13,81,15,27,24,17,13,71,68,15,66,25,22,69,78,14,14,72,24,26,69,17,15,17,23,15,22,25,12,80,14,78,13,26,14,16,2
73,19,63,67,18,17,23,69,76,18,68,25,18,75,21,26,24,20,20,71,69,19,68,25,23,70,75,18,20,72,24,25,70,20,21,20,23,19,23,25,19,74,19,72,20,25,20,19,4
72,24,56,66,18,18,25,69,75,19,62,32,19,75,21,32,25,21,19,70,63,20,62,29,22,68,74,19,21,71,25,32,64,21,21,21,24,20,24,30,18,74,20,72,20,31,20,20,1
78,14,58,60,12,12,21,69,81,14,69,22,13,81,14,26,25,14,13,70,69,13,67,23,22,68,80,12,14,71,24,25,70,14,15,15,24,13,23,24,12,80,14,78,13,25,14,14,3
71,24,60,60,20,19,28,64,74,20,64,29,20,73,23,30,29,22,21,66,65,21,65,26,25,65,73,21,22,67,29,29,66,22,23,22,28,21,28,28,21,72,22,70,22,29,22,21,3
77,15,55,58,13,13,25,67,80,13,65,25,15,80,16,28,28,16,14,67,67,15,66,25,25,65,79,14,16,68,28,28,68,16,16,16,27,15,27,26,13,79,18,77,15,27,15,15,1
77,19,59,65,14,13,23,69,80,14,66,27,14,79,16,28,24,15,16,71,67,15,66,27,23,70,79,14,16,72,23,27,68,15,17,16,23,15,23,27,15,78,17,76,16,27,16,15,4
73,20,68,63,17,17,25,68,76,18,70,23,18,76,20,24,26,20,18,69,71,18,70,22,24,68,75,18,20,70,26,24,72,20,20,20,25,18,24,22,18,75,19,73,18,23,19,19,3
73,23,61,66,17,17,24,68,76,18,65,28,17,76,19,29,25,19,18,70,66,18,65,27,23,69,75,18,19,71,24,28,67,19,20,20,24,18,23,27,18,75,20,73,18,28,19,19,3
77,17,69,65,13,13,21,71,80,14,72,20,14,80,15,22,23,15,14,72,73,14,72,20,21,71,79,14,15,73,21,21,74,14,16,16,22,14,21,20,14,79,15,77,14,21,15,15,4
78,15,57,56,11,12,25,66,81,13,67,24,12,82,14,27,28,15,12,67,68,13,67,23,24,66,80,13,14,68,27,27,69,14,14,15,27,14,26,25,12,81,16,79,13,26,13,14,1
77,15,61,68,14,13,19,72,80,13,68,23,14,79,16,25,21,15,15,74,70,14,69,22,18,72,79,14,16,75,20,24,71,15,17,16,20,14,19,23,14,78,14,76,15,24,16,15,2
74,17,59,55,15,16,29,64,77,17,67,24,18,78,18,27,32,19,17,63,68,18,66,25,30,63,76,16,18,64,30,27,69,17,18,19,31,18,31,26,17,77,23,75,17,26,17,18,4
73,20,64,59,18,17,25,64,76,18,68,22,18,75,20,26,29,19,20,66,69,19,69,24,27,65,75,19,18,67,27,23,70,18,21,20,28,19,28,25,19,74,21,72,20,25,20,19,4
75,17,63,59,15,15,26,66,78,15,68,23,16,78,17,25,28,17,17,67,70,16,68,23,26,66,77,15,17,68,26,24,71,16,18,18,27,17,26,24,16,77,19,75,17,24,17,17,2
76,16,60,65,15,14,22,69,79,15,68,23,16,78,17,26,25,16,17,70,69,16,67,25,24,69,78,14,16,71,24,24,70,16,18,17,24,16,24,25,16,77,19,75,17,25,17,16,4
75,19,61,65,15,15,25,69,78,16,67,27,16,78,18,27,25,18,16,70,68,16,66,25,23,68,77,15,18,71,25,27,69,18,18,18,24,16,23,25,15,77,19,75,16,26,17,17,2
79,15,63,67,12,11,20,72,82,13,71,22,13,81,15,24,22,14,14,73,71,13,69,23,21,71,81,11,14,74,22,23,72,14,15,14,21,13,21,23,12,80,15,78,14,23,14,13,2
74,17,59,61,16,16,25,68,77,16,66,26,17,77,18,27,26,18,17,69,68,17,66,25,24,67,76,16,18,70,25,26,69,18,19,19,25,17,24,25,16,76,17,74,17,26,18,18,1
71,21,53,65,21,19,25,67,74,20,62,31,21,72,24,32,26,22,22,69,63,21,62,30,24,67,73,20,23,70,26,31,64,22,24,22,25,21,25,30,21,71,21,69,23,31,23,21,2
76,17,63,61,16,14,27,66,79,14,68,24,17,77,19,25,28,17,17,67,70,16,70,23,26,65,78,16,19,68,27,25,71,16,19,17,27,16,27,23,16,76,21,74,18,24,18,16,3
75,15,67,63,15,15,23,69,78,15,71,20,16,78,17,22,25,17,17,70,73,17,71,20,23,68,77,15,17,71,23,21,74,16,18,18,24,17,24,21,15,77,17,75,17,21,17,17,4
73,20,58,58,18,17,26,64,76,18,65,26,18,75,19,29,29,18,20,66,66,18,65,27,27,65,75,18,19,67,27,27,67,18,21,20,28,19,27,28,19,74,20,72,20,28,20,19,4
75,17,59,58,15,15,23,65,78,16,67,22,15,78,17,27,28,17,17,67,68,17,67,25,26,66,77,16,16,68,26,25,69,16,18,18,27,17,27,26,16,77,18,75,17,26,17,17,4
78,16,62,57,12,12,24,66,81,13,69,22,12,81,14,25,27,14,14,68,70,14,68,24,26,66,80,12,14,69,26,24,71,14,15,15,26,14,26,24,12,80,15,78,14,24,14,14,3
72,20,64,67,19,18,23,68,75,18,67,24,19,74,20,26,25,19,21,70,69,20,68,25,24,69,74,19,20,71,23,24,70,19,22,21,24,20,24,25,20,73,21,71,21,25,21,20,4
77,15,59,55,14,13,25,64,80,15,69,22,14,79,16,26,29,15,16,66,69,15,67,24,27,65,79,13,14,67,28,23,70,15,17,16,28,15,28,25,15,78,17,76,16,25,16,15,4
74,19,55,59,17,16,27,65,77,17,64,29,17,76,20,30,28,19,19,67,65,18,65,26,24,67,76,18,19,68,28,29,66,19,20,19,27,18,27,29,19,75,19,73,19,29,19,18,4
75,17,61,55,14,15,27,65,78,15,67,24,15,79,17,26,29,18,14,66,69,17,69,22,25,64,77,17,17,67,28,26,70,17,17,18,28,17,28,23,14,78,17,76,16,25,16,17,1
72,18,64,65,18,18,25,68,75,18,68,25,18,75,21,25,25,21,19,70,70,19,68,23,23,68,74,18,21,71,25,25,71,21,21,21,24,19,23,23,18,74,19,72,19,24,20,20,3
75,17,63,60,15,15,26,67,78,16,69,25,15,78,18,25,26,18,17,69,70,17,68,24,25,67,77,15,18,70,26,25,71,18,18,18,25,17,25,24,15,77,16,75,17,24,17,17,1
71,20,58,66,20,19,24,68,74,19,64,28,20,73,22,29,25,21,21,70,66,21,65,27,23,68,73,20,22,71,24,28,67,21,23,22,24,21,24,27,20,72,20,70,22,28,22,21,3
77,15,55,66,12,13,21,72,80,14,66,26,14,81,15,28,23,16,13,72,67,13,65,24,19,71,79,13,15,73,22,28,68,15,15,16,22,14,20,26,13,80,16,78,13,27,14,15,3
77,16,58,58,14,13,27,67,80,14,67,26,16,79,17,27,28,16,15,67,68,14,67,24,25,65,79,14,17,68,27,27,69,15,17,16,27,14,26,25,14,78,18,76,15,26,16,15,3
78,16,52,61,12,12,22,68,81,14,65,27,12,81,15,30,25,15,12,70,65,13,64,26,21,68,80,13,15,71,25,30,66,15,15,15,24,13,23,27,12,80,15,78,13,29,14,14,1
77,16,58,61,13,13,22,70,80,13,66,24,15,80,15,27,25,15,15,70,68,15,66,23,21,68,79,13,15,71,23,26,69,14,16,16,24,15,24,26,13,79,15,77,15,26,15,15,4
75,17,61,66,16,15,23,70,78,15,67,25,17,77,18,26,24,17,18,71,69,17,68,24,22,70,77,16,18,72,23,25,70,17,19,18,23,17,23,25,17,76,18,74,18,25,18,17,4
72,21,59,58,20,18,26,64,75,19,65,26,20,73,23,29,29,21,20,66,66,20,66,26,26,64,74,20,22,67,28,28,67,20,23,21,28,20,28,26,20,72,20,70,22,28,22,20,1
73,18,58,54,17,17,31,61,76,17,65,26,18,76,19,28,33,19,18,62,67,18,66,25,30,61,75,18,19,63,32,27,68,19,20,20,32,18,31,26,18,75,24,73,18,27,19,19,3
73,19,53,61,17,17,26,68,76,17,62,29,20,76,20,31,28,20,18,67,64,18,62,28,25,65,75,17,20,68,27,31,65,19,20,20,27,18,26,29,17,75,21,73,18,30,19,19,1
70,21,65,54,17,20,32,63,73,21,68,26,19,76,20,26,32,23,19,63,69,20,67,22,28,63,72,20,20,64,32,26,70,23,20,23,31,22,29,25,19,75,22,73,19,25,19,22,1
76,19,57,56,15,14,27,64,79,15,65,27,15,78,17,29,29,16,17,66,66,16,65,27,27,65,78,15,16,67,28,27,67,16,18,17,28,16,28,28,16,77,18,75,17,28,17,16,4
73,20,54,63,18,17,25,67,76,18,63,30,18,75,21,31,26,20,19,69,64,18,62,28,23,67,75,17,20,70,26,30,65,20,21,20,25,18,24,29,18,74,19,72,19,30,20,19,2
79,16,54,61,13,11,23,69,82,12,65,28,13,80,16,29,24,14,14,71,66,13,65,23,18,69,81,12,16,72,24,29,67,14,16,14,23,13,23,27,13,79,13,77,15,28,15,13,2
75,18,62,53,14,15,28,64,78,16,68,25,14,79,17,26,29,18,15,66,69,15,67,22,25,65,77,15,17,67,28,26,70,17,17,18,28,16,26,24,15,78,15,76,15,25,16,17,1
78,15,65,71,13,12,18,74,81,12,70,22,13,80,15,23,19,14,15,76,72,14,71,22,18,74,80,13,15,77,18,22,73,14,16,15,18,14,18,22,13,79,13,77,15,22,15,14,4
77,15,59,57,13,13,26,66,80,14,68,24,14,80,16,26,28,16,15,67,69,15,67,24,26,66,79,13,15,68,27,25,70,15,16,16,27,15,27,25,14,79,17,77,15,25,15,15,4
78,18,58,62,14,14,24,68,80,15,67,26,15,79,16,28,26,15,15,69,67,14,66,24,22,68,79,14,15,70,25,26,68,15,17,16,25,14,24,26,15,78,18,76,15,27,16,15,4
77,14,58,63,15,13,25,68,80,13,67,25,16,78,18,26,26,16,16,69,69,15,68,21,21,67,79,14,18,70,25,26,70,15,18,16,25,15,25,24,15,77,19,75,17,25,17,15,4
71,21,65,57,19,19,29,64,74,19,67,25,20,74,22,26,30,22,21,65,69,21,67,25,29,63,73,19,22,66,29,26,70,21,22,22,29,21,29,25,19,73,21,71,21,25,21,21,4
73,22,64,58,17,17,27,65,76,18,67,25,18,76,19,27,29,19,19,66,68,19,67,26,28,65,75,18,19,67,27,26,69,18,20,20,28,19,28,26,18,75,20,73,19,26,19,19,4
77,19,55,59,14,13,24,66,80,15,65,28,14,78,18,30,26,16,16,69,65,13,63,27,23,66,79,13,17,70,26,29,66,16,18,16,25,14,23,28,14,77,15,74,16,29,17,15,2
76,18,56,58,13,14,21,68,79,14,64,24,14,80,16,29,26,17,13,69,66,16,65,26,23,67,78,15,16,70,25,29,67,16,16,17,25,16,25,26,13,79,14,77,15,28,15,16,2
74,19,63,59,15,16,26,66,77,17,68,24,16,78,18,26,28,19,17,67,69,18,67,25,27,66,76,16,18,68,26,26,70,17,18,19,27,18,27,25,16,77,19,75,17,25,17,18,2
78,17,61,59,11,12,26,67,81,14,69,25,12,82,14,26,27,15,11,68,69,12,67,22,23,66,80,12,14,69,27,26,70,15,14,15,26,12,24,23,11,81,17,79,11,25,13,14,1
76,15,59,60,12,14,24,70,79,14,67,25,14,81,15,26,25,17,14,70,69,16,67,23,22,68,78,14,15,71,24,26,70,16,15,17,24,16,24,25,12,80,14,78,14,25,14,16,1
76,17,59,64,14,14,22,69,79,15,67,25,14,79,17,27,24,17,16,71,68,16,67,25,22,70,78,15,15,72,24,25,69,17,17,17,23,16,23,26,15,78,16,76,16,26,16,16,4
74,19,55,54,16,16,29,63,77,18,65,29,16,77,19,30,30,19,17,65,65,17,63,24,24,63,76,16,19,66,30,30,66,19,19,19,29,17,28,28,16,76,18,74,17,29,18,18,1
76,16,62,63,14,14,24,68,79,15,69,24,14,79,17,25,25,17,14,70,70,14,68,22,22,68,78,14,17,71,25,25,71,17,17,17,24,14,22,22,14,78,17,76,14,24,16,16,1
72,19,55,61,18,18,24,67,75,18,63,27,19,75,20,30,27,20,20,68,65,20,63,27,24,66,74,18,19,69,25,28,66,19,21,21,26,20,26,29,18,74,19,72,20,29,20,20,4
78,14,62,64,14,12,22,70,81,13,70,23,14,79,16,24,23,14,16,72,71,14,70,20,19,70,80,13,16,73,22,23,72,14,17,15,22,14,22,23,14,78,14,76,16,23,16,14,4
77,15,65,62,12,13,22,69,80,13,70,21,12,81,15,23,24,16,13,71,72,14,70,21,22,70,79,13,14,72,24,22,73,16,15,16,23,14,22,21,13,80,14,78,13,22,14,15,2
75,17,51,52,15,15,26,63,78,16,63,26,16,78,17,31,31,17,16,64,64,16,63,26,26,62,77,16,17,65,29,30,65,16,18,18,30,16,29,29,15,77,18,75,16,30,17,17,2
70,20,68,58,19,20,31,64,73,20,69,24,21,74,22,24,31,23,21,64,71,21,69,22,29,63,72,20,22,65,31,24,72,23,22,23,30,22,29,23,20,73,24,71,21,23,21,22,1
77,15,61,57,11,13,26,66,80,14,69,23,12,82,14,25,28,16,12,67,70,14,69,21,24,66,79,14,14,68,27,25,71,15,14,16,27,15,26,23,12,81,17,79,13,24,13,15,1
76,17,61,64,13,14,22,69,79,14,67,24,13,80,15,26,24,16,14,71,69,15,67,23,21,70,78,14,15,72,23,25,70,16,16,17,23,15,22,24,14,79,16,77,14,25,15,16,3
78,15,59,61,12,12,21,68,81,12,67,22,12,81,13,26,25,13,14,70,69,13,68,23,22,70,80,13,13,71,23,24,70,13,15,15,24,14,23,25,14,80,15,78,14,25,14,14,4
78,17,61,63,11,12,23,71,81,14,69,26,12,82,14,26,23,15,12,72,69,14,68,22,19,70,80,13,14,73,23,26,70,15,14,15,22,14,22,24,11,81,13,79,13,25,13,14,3
75,19,63,57,14,15,26,65,78,16,68,23,15,79,17,26,29,18,16,66,69,17,67,25,28,65,77,15,17,67,28,26,70,17,17,18,28,17,28,25,15,78,19,76,16,25,16,17,2
76,19,61,59,15,14,25,65,79,15,67,24,15,78,17,27,28,16,17,67,68,15,67,24,25,66,78,15,16,68,27,25,69,16,18,17,27,16,26,26,16,77,19,75,17,26,17,16,2
70,22,62,58,18,20,29,65,73,20,65,27,20,75,21,28,30,23,19,65,67,21,66,25,27,64,72,21,21,66,29,28,68,22,21,23,29,22,28,26,19,74,22,72,20,27,20,22,1
71,19,57,55,17,19,26,64,74,19,64,25,18,76,20,29,30,22,19,65,66,20,64,26,27,64,73,19,19,66,29,28,67,21,20,22,29,21,28,28,18,75,19,73,19,28,19,21,3
