@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute destClass {1,2}

@data
28,30,65,28,64,58,35,29,57,33,29,66,55,64,61,32,59,31,28,64,30,32,29,35,30,35,28,33,1
26,32,61,30,60,66,28,24,65,26,29,64,64,58,68,26,66,25,28,62,32,26,29,28,32,28,30,26,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
22,24,68,24,67,67,24,20,66,24,23,70,64,66,70,22,68,22,23,68,26,23,24,26,25,25,24,24,2
28,30,65,28,64,54,38,30,53,36,29,66,50,64,58,34,56,33,28,64,30,34,29,38,30,38,28,36,1
29,33,61,31,60,58,36,32,57,34,31,63,56,59,60,34,58,33,30,61,33,34,31,36,33,36,31,34,1
22,24,68,24,67,66,24,18,65,24,23,70,62,66,70,21,68,21,23,68,26,22,24,26,25,25,24,24,2
29,31,61,31,60,58,33,29,57,33,30,63,55,59,61,31,59,31,30,61,33,32,31,35,32,34,31,33,2
31,32,62,31,61,57,36,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
31,32,62,31,61,54,38,33,53,37,32,63,51,61,57,36,55,35,31,61,33,36,32,39,33,39,31,37,2
31,33,62,31,61,52,41,35,51,39,32,63,49,61,55,38,53,37,31,61,33,38,32,41,33,41,31,39,2
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
32,35,58,34,57,59,32,25,58,31,34,60,55,56,63,29,61,28,33,58,36,29,34,33,36,33,34,31,2
29,36,55,35,54,64,29,26,63,28,33,59,62,51,66,28,64,27,32,57,37,28,33,30,37,30,35,28,1
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
28,32,59,32,58,75,17,15,74,17,30,62,73,56,77,16,75,16,30,60,34,17,31,19,33,18,32,17,2
28,30,65,28,64,58,34,26,57,32,29,66,54,64,62,30,60,29,28,64,30,30,29,34,30,34,28,32,1
31,33,62,31,61,56,37,31,55,35,32,63,53,61,59,34,57,33,31,61,33,34,32,37,33,37,31,35,2
28,30,65,28,64,55,37,29,54,35,29,66,51,64,59,33,57,32,28,64,30,33,29,37,30,37,28,35,2
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
29,31,61,31,60,55,36,32,54,36,30,63,52,59,58,34,56,34,30,61,33,35,31,38,32,37,31,36,1
23,27,67,25,66,61,32,26,60,30,25,69,58,65,64,29,62,28,24,67,27,29,25,32,27,32,25,30,2
29,31,61,31,60,60,31,27,59,31,30,63,57,59,63,29,61,29,30,61,33,30,31,33,32,32,31,31,1
28,30,65,28,64,56,37,31,55,35,29,66,53,64,59,34,57,33,28,64,30,34,29,37,30,37,28,35,1
28,30,65,28,64,61,32,26,60,30,29,66,58,64,64,29,62,28,28,64,30,29,29,32,30,32,28,30,1
28,30,65,28,64,54,38,30,53,36,29,66,50,64,58,34,56,33,28,64,30,34,29,38,30,38,28,36,1
28,30,65,28,64,57,36,30,56,34,29,66,54,64,60,33,58,32,28,64,30,33,29,36,30,36,28,34,1
36,42,51,40,50,68,26,22,67,24,39,54,66,48,70,24,68,23,38,52,42,24,39,26,42,26,40,24,2
19,25,65,25,64,67,24,20,66,24,22,69,64,61,70,22,68,22,22,67,27,23,23,26,26,25,25,24,2
26,30,64,28,63,67,27,23,66,25,28,66,65,62,69,25,67,24,27,64,30,25,28,27,30,27,28,25,2
25,27,65,27,64,64,27,23,63,27,26,67,61,63,67,25,65,25,26,65,29,26,27,29,28,28,27,27,2
28,30,65,28,64,51,42,36,50,40,29,66,48,64,54,39,52,38,28,64,30,39,29,42,30,42,28,40,1
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
30,34,60,32,59,69,26,24,68,24,32,62,68,58,70,25,68,24,31,60,34,25,32,26,34,26,32,24,1
28,30,65,28,64,56,36,28,55,34,29,66,52,64,60,32,58,31,28,64,30,32,29,36,30,36,28,34,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
22,26,68,24,67,62,31,25,61,29,24,70,59,66,65,28,63,27,23,68,26,28,24,31,26,31,24,29,1
27,32,60,31,59,57,35,30,56,34,30,63,54,57,60,33,58,32,29,61,33,33,30,36,33,36,31,34,2
31,33,62,31,61,55,37,29,54,35,32,63,51,61,59,33,57,32,31,61,33,33,32,37,33,37,31,35,2
31,33,62,31,61,59,33,25,58,31,32,63,55,61,63,29,61,28,31,61,33,29,32,33,33,33,31,31,2
27,29,66,27,65,57,36,30,56,34,28,67,54,65,60,33,58,32,27,65,29,33,28,36,29,36,27,34,1
31,33,62,31,61,54,40,36,53,38,32,63,52,61,56,38,54,37,31,61,33,38,32,40,33,40,31,38,2
33,38,54,37,53,60,32,27,59,31,36,57,57,51,63,30,61,29,35,55,39,30,36,33,39,33,37,31,1
22,26,68,24,67,60,33,27,59,31,24,70,57,66,63,30,61,29,23,68,26,30,24,33,26,33,24,31,1
28,30,65,28,64,63,30,24,62,28,29,66,60,64,66,27,64,26,28,64,30,27,29,30,30,30,28,28,1
28,30,65,28,64,62,31,25,61,29,29,66,59,64,65,28,63,27,28,64,30,28,29,31,30,31,28,29,1
28,30,65,28,64,59,33,25,58,31,29,66,55,64,63,29,61,28,28,64,30,29,29,33,30,33,28,31,1
31,33,62,31,61,55,38,32,54,36,32,63,52,61,58,35,56,34,31,61,33,35,32,38,33,38,31,36,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
28,30,65,28,64,58,34,26,57,32,29,66,54,64,62,30,60,29,28,64,30,30,29,34,30,34,28,32,1
31,32,62,31,61,54,39,36,53,38,32,63,52,61,56,38,54,37,31,61,33,38,32,40,33,40,31,38,2
31,33,62,31,61,54,40,36,53,38,32,63,52,61,56,38,54,37,31,61,33,38,32,40,33,40,31,38,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
26,32,58,32,57,72,20,18,71,20,29,62,70,54,74,19,72,19,29,60,34,20,30,22,33,21,32,20,2
32,34,58,34,57,62,29,25,61,29,33,60,59,56,65,27,63,27,33,58,36,28,34,31,35,30,34,29,1
26,34,58,32,57,71,23,19,70,21,30,62,69,54,73,21,71,20,29,60,34,21,30,23,34,23,32,21,1
28,30,65,28,64,54,39,33,53,37,29,66,51,64,57,36,55,35,28,64,30,36,29,39,30,39,28,37,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
28,30,65,28,64,58,34,26,57,32,29,66,54,64,62,30,60,29,28,64,30,30,29,34,30,34,28,32,2
29,31,61,31,60,55,36,32,54,36,30,63,52,59,58,34,56,34,30,61,33,35,31,38,32,37,31,36,1
28,30,65,28,64,48,45,39,47,43,29,66,45,64,51,42,49,41,28,64,30,42,29,45,30,45,28,43,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
24,28,63,28,62,60,31,27,59,31,26,66,57,60,63,29,61,29,26,64,30,30,27,33,29,32,28,31,1
29,31,61,31,60,53,38,34,52,38,30,63,50,59,56,36,54,36,30,61,33,37,31,40,32,39,31,38,1
28,30,65,28,64,61,31,23,60,29,29,66,57,64,65,27,63,26,28,64,30,27,29,31,30,31,28,29,1
22,24,68,24,67,72,20,18,71,20,23,70,70,66,74,19,72,19,23,68,26,20,24,22,25,21,24,20,2
31,32,62,31,61,51,41,36,50,40,32,63,48,61,54,39,52,38,31,61,33,39,32,42,33,42,31,40,2
32,34,58,34,57,61,29,23,60,29,33,60,57,56,65,26,63,26,33,58,36,27,34,31,35,30,34,29,1
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
26,30,64,28,63,62,32,28,61,30,28,66,60,62,64,30,62,29,27,64,30,30,28,32,30,32,28,30,2
28,30,65,28,64,58,34,26,57,32,29,66,54,64,62,30,60,29,28,64,30,30,29,34,30,34,28,32,1
32,33,58,34,57,54,37,36,53,38,33,60,52,56,56,37,54,37,33,58,36,38,34,40,35,39,34,38,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
28,30,65,28,64,59,33,25,58,31,29,66,55,64,63,29,61,28,28,64,30,29,29,33,30,33,28,31,1
26,30,64,28,63,53,40,34,52,38,28,66,50,62,56,37,54,36,27,64,30,37,28,40,30,40,28,38,2
29,33,61,31,60,72,22,18,71,20,31,63,70,59,74,20,72,19,30,61,33,20,31,22,33,22,31,20,2
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
29,31,61,31,60,52,39,35,51,39,30,63,49,59,55,37,53,37,30,61,33,38,31,41,32,40,31,39,1
28,30,65,28,64,61,32,26,60,30,29,66,58,64,64,29,62,28,28,64,30,29,29,32,30,32,28,30,1
23,27,67,25,66,67,26,20,66,24,25,69,64,65,70,23,68,22,24,67,27,23,25,26,27,26,25,24,2
22,26,68,24,67,75,19,15,74,17,24,70,73,66,77,17,75,16,23,68,26,17,24,19,26,19,24,17,2
29,31,61,31,60,63,28,24,62,28,30,63,60,59,66,26,64,26,30,61,33,27,31,30,32,29,31,28,1
29,31,61,31,60,63,28,24,62,28,30,63,60,59,66,26,64,26,30,61,33,27,31,30,32,29,31,28,1
28,30,65,28,64,54,39,33,53,37,29,66,51,64,57,36,55,35,28,64,30,36,29,39,30,39,28,37,2
22,24,68,24,67,72,19,15,71,19,23,70,69,66,75,17,73,17,23,68,26,18,24,21,25,20,24,19,2
28,30,65,28,64,56,37,31,55,35,29,66,53,64,59,34,57,33,28,64,30,34,29,37,30,37,28,35,1
31,33,62,31,61,52,41,35,51,39,32,63,49,61,55,38,53,37,31,61,33,38,32,41,33,41,31,39,2
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
28,30,65,28,64,59,34,28,58,32,29,66,56,64,62,31,60,30,28,64,30,31,29,34,30,34,28,32,1
31,32,62,31,61,57,36,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
30,34,60,32,59,58,35,29,57,33,32,62,55,58,61,32,59,31,31,60,34,32,32,35,34,35,32,33,1
31,32,62,31,61,53,40,37,52,39,32,63,51,61,55,39,53,38,31,61,33,39,32,41,33,41,31,39,2
26,34,58,32,57,72,22,18,71,20,30,62,70,54,74,20,72,19,29,60,34,20,30,22,34,22,32,20,2
28,30,65,28,64,52,41,35,51,39,29,66,49,64,55,38,53,37,28,64,30,38,29,41,30,41,28,39,2
28,30,65,28,64,52,40,32,51,38,29,66,48,64,56,36,54,35,28,64,30,36,29,40,30,40,28,38,2
27,32,60,31,59,61,31,26,60,30,30,63,58,57,64,29,62,28,29,61,33,29,30,32,33,32,31,30,2
28,30,65,28,64,52,40,32,51,38,29,66,48,64,56,36,54,35,28,64,30,36,29,40,30,40,28,38,2
25,29,65,27,64,70,23,17,69,21,27,67,67,63,73,20,71,19,26,65,29,20,27,23,29,23,27,21,2
29,31,61,31,60,51,39,33,50,39,30,63,47,59,55,36,53,36,30,61,33,37,31,41,32,40,31,39,1
31,33,62,31,61,53,41,37,52,39,32,63,51,61,55,39,53,38,31,61,33,39,32,41,33,41,31,39,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
28,30,65,28,64,59,34,28,58,32,29,66,56,64,62,31,60,30,28,64,30,31,29,34,30,34,28,32,1
34,42,50,40,49,61,33,29,60,31,38,54,59,46,63,31,61,30,37,52,42,31,38,33,42,33,40,31,1
31,32,62,31,61,52,39,32,51,38,32,63,48,61,56,36,54,35,31,61,33,36,32,40,33,40,31,38,2
31,33,62,31,61,53,41,37,52,39,32,63,51,61,55,39,53,38,31,61,33,39,32,41,33,41,31,39,2
28,30,65,28,64,51,42,36,50,40,29,66,48,64,54,39,52,38,28,64,30,39,29,42,30,42,28,40,1
28,30,65,28,64,69,24,18,68,22,29,66,66,64,72,21,70,20,28,64,30,21,29,24,30,24,28,22,2
29,31,61,31,60,60,31,27,59,31,30,63,57,59,63,29,61,29,30,61,33,30,31,33,32,32,31,31,1
24,30,63,28,62,64,29,23,63,27,27,66,61,60,67,26,65,25,26,64,30,26,27,29,30,29,28,27,2
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
26,29,64,28,63,64,28,23,63,27,28,66,61,62,67,26,65,25,27,64,30,26,28,29,30,29,28,27,2
28,30,65,28,64,51,41,33,50,39,29,66,47,64,55,37,53,36,28,64,30,37,29,41,30,41,28,39,1
31,35,56,35,55,57,34,30,56,34,33,59,54,53,60,32,58,32,33,57,37,33,34,36,36,35,35,34,2
23,27,67,25,66,63,30,24,62,28,25,69,60,65,66,27,64,26,24,67,27,27,25,30,27,30,25,28,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
31,33,62,31,61,56,37,31,55,35,32,63,53,61,59,34,57,33,31,61,33,34,32,37,33,37,31,35,1
28,30,65,28,64,51,42,36,50,40,29,66,48,64,54,39,52,38,28,64,30,39,29,42,30,42,28,40,1
31,33,62,31,61,59,35,31,58,33,32,63,57,61,61,33,59,32,31,61,33,33,32,35,33,35,31,33,2
32,34,61,32,60,59,33,25,58,31,33,62,55,60,63,29,61,28,32,60,34,29,33,33,34,33,32,31,2
29,31,61,31,60,46,45,41,45,45,30,63,43,59,49,43,47,43,30,61,33,44,31,47,32,46,31,45,1
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
28,30,65,28,64,60,32,24,59,30,29,66,56,64,64,28,62,27,28,64,30,28,29,32,30,32,28,30,1
31,32,62,31,61,55,37,32,54,36,32,63,52,61,58,35,56,34,31,61,33,35,32,38,33,38,31,36,2
28,30,65,28,64,61,31,23,60,29,29,66,57,64,65,27,63,26,28,64,30,27,29,31,30,31,28,29,1
28,30,65,28,64,54,38,30,53,36,29,66,50,64,58,34,56,33,28,64,30,34,29,38,30,38,28,36,1
31,33,62,31,61,52,41,35,51,39,32,63,49,61,55,38,53,37,31,61,33,38,32,41,33,41,31,39,2
30,34,60,32,59,64,29,23,63,27,32,62,61,58,67,26,65,25,31,60,34,26,32,29,34,29,32,27,1
27,29,66,27,65,58,34,26,57,32,28,67,54,65,62,30,60,29,27,65,29,30,28,34,29,34,27,32,1
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
28,30,65,28,64,58,35,29,57,33,29,66,55,64,61,32,59,31,28,64,30,32,29,35,30,35,28,33,1
32,34,58,34,57,57,35,33,56,35,33,60,55,56,59,34,57,34,33,58,36,35,34,37,35,36,34,35,2
35,41,52,39,51,68,26,22,67,24,38,55,66,49,70,24,68,23,37,53,41,24,38,26,41,26,39,24,2
30,36,57,34,56,69,26,24,68,24,33,60,68,54,70,25,68,24,32,58,36,25,33,26,36,26,34,24,1
31,35,56,35,55,61,31,29,60,31,33,59,59,53,63,30,61,30,33,57,37,31,34,33,36,32,35,31,2
28,30,65,28,64,55,37,29,54,35,29,66,51,64,59,33,57,32,28,64,30,33,29,37,30,37,28,35,1
28,30,65,28,64,54,38,30,53,36,29,66,50,64,58,34,56,33,28,64,30,34,29,38,30,38,28,36,1
31,33,62,31,61,56,37,31,55,35,32,63,53,61,59,34,57,33,31,61,33,34,32,37,33,37,31,35,2
28,30,65,28,64,56,37,31,55,35,29,66,53,64,59,34,57,33,28,64,30,34,29,37,30,37,28,35,1
28,30,65,28,64,57,35,27,56,33,29,66,53,64,61,31,59,30,28,64,30,31,29,35,30,35,28,33,1
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
31,32,62,31,61,48,43,36,47,42,32,63,44,61,52,40,50,39,31,61,33,40,32,44,33,44,31,42,2
28,30,65,28,64,59,33,25,58,31,29,66,55,64,63,29,61,28,28,64,30,29,29,33,30,33,28,31,2
26,30,64,28,63,57,37,33,56,35,28,66,55,62,59,35,57,34,27,64,30,35,28,37,30,37,28,35,2
23,27,67,25,66,63,30,24,62,28,25,69,60,65,66,27,64,26,24,67,27,27,25,30,27,30,25,28,1
32,33,58,34,57,48,41,36,47,42,33,60,44,56,52,39,50,39,33,58,36,40,34,44,35,43,34,42,1
28,30,65,28,64,58,34,26,57,32,29,66,54,64,62,30,60,29,28,64,30,30,29,34,30,34,28,32,1
31,33,62,31,61,56,37,31,55,35,32,63,53,61,59,34,57,33,31,61,33,34,32,37,33,37,31,35,2
28,30,65,28,64,63,30,24,62,28,29,66,60,64,66,27,64,26,28,64,30,27,29,30,30,30,28,28,1
32,38,55,36,54,67,27,23,66,25,35,58,65,52,69,25,67,24,34,56,38,25,35,27,38,27,36,25,1
31,33,62,31,61,53,40,34,52,38,32,63,50,61,56,37,54,36,31,61,33,37,32,40,33,40,31,38,2
31,32,62,31,61,58,35,32,57,34,32,63,56,61,60,34,58,33,31,61,33,34,32,36,33,36,31,34,2
31,33,62,31,61,60,32,24,59,30,32,63,56,61,64,28,62,27,31,61,33,28,32,32,33,32,31,30,2
28,30,65,28,64,50,42,34,49,40,29,66,46,64,54,38,52,37,28,64,30,38,29,42,30,42,28,40,2
28,30,65,28,64,55,38,32,54,36,29,66,52,64,58,35,56,34,28,64,30,35,29,38,30,38,28,36,1
28,30,65,28,64,46,48,44,45,46,29,66,44,64,48,46,46,45,28,64,30,46,29,48,30,48,28,46,1
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
30,34,60,32,59,60,34,30,59,32,32,62,58,58,62,32,60,31,31,60,34,32,32,34,34,34,32,32,1
28,30,65,28,64,62,31,25,61,29,29,66,59,64,65,28,63,27,28,64,30,28,29,31,30,31,28,29,1
29,31,61,31,60,53,38,34,52,38,30,63,50,59,56,36,54,36,30,61,33,37,31,40,32,39,31,38,1
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
27,33,60,31,59,59,33,25,58,31,30,63,55,57,63,29,61,28,29,61,33,29,30,33,33,33,31,31,2
28,30,65,28,64,61,32,26,60,30,29,66,58,64,64,29,62,28,28,64,30,29,29,32,30,32,28,30,2
28,30,65,28,64,63,30,24,62,28,29,66,60,64,66,27,64,26,28,64,30,27,29,30,30,30,28,28,1
22,28,65,26,64,63,30,24,62,28,25,68,60,62,66,27,64,26,24,66,28,27,25,30,28,30,26,28,2
19,21,71,21,70,78,14,12,77,14,20,73,76,69,80,13,78,13,20,71,23,14,21,16,22,15,21,14,2
28,30,65,28,64,59,34,28,58,32,29,66,56,64,62,31,60,30,28,64,30,31,29,34,30,34,28,32,1
31,32,62,31,61,49,43,38,48,42,32,63,46,61,52,41,50,40,31,61,33,41,32,44,33,44,31,42,2
28,30,65,28,64,66,26,18,65,24,29,66,62,64,70,22,68,21,28,64,30,22,29,26,30,26,28,24,2
25,29,65,27,64,59,34,28,58,32,27,67,56,63,62,31,60,30,26,65,29,31,27,34,29,34,27,32,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
30,34,60,32,59,60,33,27,59,31,32,62,57,58,63,30,61,29,31,60,34,30,32,33,34,33,32,31,1
31,33,62,31,61,67,26,20,66,24,32,63,64,61,70,23,68,22,31,61,33,23,32,26,33,26,31,24,2
31,32,62,31,61,58,35,32,57,34,32,63,56,61,60,34,58,33,31,61,33,34,32,36,33,36,31,34,2
29,31,61,31,60,52,39,35,51,39,30,63,49,59,55,37,53,37,30,61,33,38,31,41,32,40,31,39,2
28,30,65,28,64,46,48,44,45,46,29,66,44,64,48,46,46,45,28,64,30,46,29,48,30,48,28,46,1
28,30,65,28,64,56,37,31,55,35,29,66,53,64,59,34,57,33,28,64,30,34,29,37,30,37,28,35,1
26,29,64,28,63,61,31,26,60,30,28,66,58,62,64,29,62,28,27,64,30,29,28,32,30,32,28,30,1
31,33,62,31,61,52,41,35,51,39,32,63,49,61,55,38,53,37,31,61,33,38,32,41,33,41,31,39,1
28,34,56,34,55,57,35,33,56,35,31,60,55,52,59,34,57,34,31,58,36,35,32,37,35,36,34,35,2
29,33,61,31,60,66,27,21,65,25,31,63,63,59,69,24,67,23,30,61,33,24,31,27,33,27,31,25,1
28,30,65,28,64,57,36,30,56,34,29,66,54,64,60,33,58,32,28,64,30,33,29,36,30,36,28,34,1
26,30,64,28,63,60,33,27,59,31,28,66,57,62,63,30,61,29,27,64,30,30,28,33,30,33,28,31,2
26,30,64,28,63,56,37,31,55,35,28,66,53,62,59,34,57,33,27,64,30,34,28,37,30,37,28,35,1
29,31,61,31,60,54,37,33,53,37,30,63,51,59,57,35,55,35,30,61,33,36,31,39,32,38,31,37,1
28,30,65,28,64,61,31,23,60,29,29,66,57,64,65,27,63,26,28,64,30,27,29,31,30,31,28,29,1
28,30,65,28,64,56,37,31,55,35,29,66,53,64,59,34,57,33,28,64,30,34,29,37,30,37,28,35,1
31,33,62,31,61,52,41,35,51,39,32,63,49,61,55,38,53,37,31,61,33,38,32,41,33,41,31,39,2
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
31,37,56,35,55,57,37,33,56,35,34,59,55,53,59,35,57,34,33,57,37,35,34,37,37,37,35,35,2
31,33,62,31,61,56,37,31,55,35,32,63,53,61,59,34,57,33,31,61,33,34,32,37,33,37,31,35,2
28,30,65,28,64,58,34,26,57,32,29,66,54,64,62,30,60,29,28,64,30,30,29,34,30,34,28,32,1
28,30,65,28,64,63,30,24,62,28,29,66,60,64,66,27,64,26,28,64,30,27,29,30,30,30,28,28,1
28,30,65,28,64,61,32,26,60,30,29,66,58,64,64,29,62,28,28,64,30,29,29,32,30,32,28,30,1
23,27,67,25,66,62,31,25,61,29,25,69,59,65,65,28,63,27,24,67,27,28,25,31,27,31,25,29,1
31,33,62,31,61,56,36,28,55,34,32,63,52,61,60,32,58,31,31,61,33,32,32,36,33,36,31,34,1
29,31,61,31,60,63,28,24,62,28,30,63,60,59,66,26,64,26,30,61,33,27,31,30,32,29,31,28,1
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
31,33,62,31,61,45,48,42,44,46,32,63,42,61,48,45,46,44,31,61,33,45,32,48,33,48,31,46,2
28,30,65,28,64,53,39,31,52,37,29,66,49,64,57,35,55,34,28,64,30,35,29,39,30,39,28,37,2
28,30,65,28,64,58,35,29,57,33,29,66,55,64,61,32,59,31,28,64,30,32,29,35,30,35,28,33,1
28,30,65,28,64,51,40,30,50,38,29,66,46,64,56,35,54,34,28,64,30,35,29,40,30,40,28,38,1
23,27,67,25,66,66,27,21,65,25,25,69,63,65,69,24,67,23,24,67,27,24,25,27,27,27,25,25,1
26,30,64,28,63,69,25,21,68,23,28,66,67,62,71,23,69,22,27,64,30,23,28,25,30,25,28,23,2
23,27,67,25,66,61,32,26,60,30,25,69,58,65,64,29,62,28,24,67,27,29,25,32,27,32,25,30,1
28,30,65,28,64,57,37,33,56,35,29,66,55,64,59,35,57,34,28,64,30,35,29,37,30,37,28,35,2
30,34,60,32,59,59,34,28,58,32,32,62,56,58,62,31,60,30,31,60,34,31,32,34,34,34,32,32,1
25,29,65,27,64,60,33,27,59,31,27,67,57,63,63,30,61,29,26,65,29,30,27,33,29,33,27,31,1
26,30,64,28,63,63,30,24,62,28,28,66,60,62,66,27,64,26,27,64,30,27,28,30,30,30,28,28,1
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
33,36,57,35,56,68,25,22,67,24,35,59,66,55,70,24,68,23,34,57,37,24,35,26,37,26,35,24,2
28,30,65,28,64,56,36,28,55,34,29,66,52,64,60,32,58,31,28,64,30,32,29,36,30,36,28,34,1
31,32,62,31,61,61,31,26,60,30,32,63,58,61,64,29,62,28,31,61,33,29,32,32,33,32,31,30,2
28,30,65,28,64,57,36,30,56,34,29,66,54,64,60,33,58,32,28,64,30,33,29,36,30,36,28,34,1
28,30,65,28,64,57,35,27,56,33,29,66,53,64,61,31,59,30,28,64,30,31,29,35,30,35,28,33,2
31,32,62,31,61,57,36,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
29,31,61,31,60,63,28,24,62,28,30,63,60,59,66,26,64,26,30,61,33,27,31,30,32,29,31,28,1
36,40,51,40,50,64,27,23,63,27,38,54,61,48,67,25,65,25,38,52,42,26,39,29,41,28,40,27,2
28,30,65,28,64,56,37,31,55,35,29,66,53,64,59,34,57,33,28,64,30,34,29,37,30,37,28,35,1
24,28,63,28,62,61,30,26,60,30,26,66,58,60,64,28,62,28,26,64,30,29,27,32,29,31,28,30,2
18,22,72,20,71,75,19,15,74,17,20,74,73,70,77,17,75,16,19,72,22,17,20,19,22,19,20,17,2
28,30,65,28,64,63,30,24,62,28,29,66,60,64,66,27,64,26,28,64,30,27,29,30,30,30,28,28,1
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
28,30,65,28,64,53,40,34,52,38,29,66,50,64,56,37,54,36,28,64,30,37,29,40,30,40,28,38,1
28,30,65,28,64,56,37,31,55,35,29,66,53,64,59,34,57,33,28,64,30,34,29,37,30,37,28,35,1
28,30,65,28,64,58,33,23,57,31,29,66,53,64,63,28,61,27,28,64,30,28,29,33,30,33,28,31,2
29,33,61,31,60,71,23,19,70,21,31,63,69,59,73,21,71,20,30,61,33,21,31,23,33,23,31,21,1
26,29,64,28,63,54,39,36,53,38,28,66,52,62,56,38,54,37,27,64,30,38,28,40,30,40,28,38,2
