@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMaaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdea numeric
@attribute o1atLdea numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMcea numeric
@attribute o1atLcea numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMceb numeric
@attribute o1atLceb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute destClass {1.0,2.0}

@data
4,88,3,6,1,75,86,80,6,78,12,76,11,75,13,2,91,3,89,6,87,78,9,2,8,84,7,5,83,6,77,15,76,12,81,10,86,6,85,6,2,8,3,87,3,87,3,88,4,9,80,8,78,7,4,12,2,14,2,89,78,10,2,14,2,90,2,12,4,87,6,15,4,13,2,88,2,13,4,86,6,9,2,88,2,90,3,88,4,9,2,8,3,14,2,14,3,7,77,7,4,8,3,8,2,87,75,7,3,8,82,7,79,7,3,7,5,6,78,7,3,13,2,14,6,8,4,15,4,15,3,14,79,6,77,7,2,89,6,12,6,13,86,5,1.0
5,85,4,4,2,67,82,74,4,73,17,73,16,67,19,3,90,4,87,7,84,71,5,3,5,88,5,3,87,5,70,20,70,18,86,14,89,4,88,4,4,5,4,84,5,83,3,87,5,6,74,5,73,5,5,17,2,20,3,87,73,14,3,20,3,89,4,17,5,85,7,21,5,19,2,86,3,19,6,82,8,6,2,85,2,89,3,85,6,5,2,5,5,19,3,19,3,5,73,5,7,5,3,5,2,84,67,5,5,5,86,5,74,5,4,5,7,4,73,5,5,18,3,19,8,5,5,21,5,21,3,19,73,4,70,5,3,86,7,17,7,19,89,3,2.0
5,88,4,5,2,75,86,80,5,77,12,78,11,75,13,3,90,4,89,6,87,78,8,3,7,85,6,4,84,6,76,15,77,12,82,10,87,5,86,5,3,6,3,86,3,86,3,87,4,8,79,6,79,6,5,12,2,14,3,89,78,10,3,14,3,89,3,12,4,87,6,15,5,13,2,88,3,13,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,13,3,13,3,7,78,6,4,6,3,7,2,87,75,7,3,7,83,6,80,6,4,7,5,5,78,7,4,12,3,13,6,6,4,15,5,15,3,13,79,5,77,6,3,88,6,12,6,13,87,4,2.0
4,89,3,7,1,75,87,80,7,77,12,76,12,75,14,2,91,3,90,5,88,78,10,2,9,83,8,6,82,7,76,15,76,13,80,11,85,7,84,7,2,8,3,87,3,87,2,88,3,10,79,8,78,8,4,12,2,14,2,90,77,11,2,14,2,90,2,12,3,88,5,15,4,14,2,89,2,14,4,87,5,10,2,88,1,90,2,88,4,10,2,9,3,14,2,14,3,9,77,8,3,8,2,9,2,88,76,9,3,9,81,8,79,8,3,8,4,7,78,8,3,13,2,14,5,8,3,15,4,15,2,14,79,7,77,8,2,89,5,12,5,14,85,6,1.0
5,73,4,7,2,75,71,80,7,77,12,76,12,75,13,3,90,4,75,18,72,78,9,3,9,83,8,6,82,7,76,14,76,13,80,11,85,7,84,7,3,8,16,73,17,72,15,87,17,10,79,8,78,8,5,12,2,14,3,75,77,11,2,14,3,89,2,12,16,73,18,14,5,13,2,75,2,13,17,71,19,9,2,74,2,89,15,73,18,9,3,9,17,13,2,13,3,8,77,8,18,8,3,8,2,73,76,8,18,8,81,8,79,8,3,8,19,7,78,8,16,13,3,13,19,8,16,15,5,14,15,13,79,7,77,8,3,74,18,12,18,13,85,6,1.0
5,73,4,8,2,75,71,80,8,79,12,78,12,76,13,3,90,4,75,18,72,78,9,3,9,84,9,7,83,8,77,14,77,13,82,11,85,8,84,8,4,9,16,73,17,72,15,87,17,10,80,9,79,9,5,12,3,14,3,75,79,11,3,14,3,89,4,12,16,73,18,14,5,13,2,75,3,13,17,71,19,9,2,74,2,89,15,73,18,9,3,9,18,13,3,13,3,9,78,9,19,9,3,9,2,73,76,9,18,9,82,9,80,9,4,9,19,8,79,9,17,13,3,13,19,9,16,15,5,14,15,13,79,8,77,9,3,74,18,12,18,13,85,7,1.0
4,79,3,5,1,75,75,80,5,78,12,77,11,75,13,2,91,3,82,12,78,78,8,2,7,85,6,3,84,5,77,14,76,12,82,10,87,5,86,4,1,7,8,79,10,77,7,88,9,8,80,7,78,5,4,12,1,14,2,82,78,10,1,14,3,90,1,12,9,81,13,15,4,13,1,81,1,13,11,76,13,8,1,80,1,90,7,80,11,8,1,7,10,13,1,13,2,6,77,6,10,6,2,6,1,78,75,6,10,6,82,6,79,6,2,6,12,4,78,6,8,12,3,13,13,7,9,15,4,15,7,13,79,4,77,5,3,81,13,12,12,13,87,3,1.0
5,87,4,5,2,71,84,78,5,77,13,76,13,73,16,2,90,3,88,6,85,75,7,3,6,87,6,4,86,5,74,17,74,15,85,12,88,5,87,5,4,6,3,86,4,85,2,87,3,7,78,6,77,6,5,13,3,16,3,89,77,12,3,16,2,89,4,13,3,86,6,17,5,16,3,88,4,16,5,85,6,7,3,87,2,89,2,86,5,7,3,6,4,16,3,16,4,6,76,6,5,6,3,6,3,86,73,6,4,6,85,6,78,6,4,6,5,5,77,6,3,15,2,16,6,6,3,17,5,17,2,16,77,5,74,6,2,88,6,13,6,16,88,4,1.0
5,79,4,6,2,74,77,79,6,77,13,76,12,74,14,3,90,4,81,12,78,77,8,3,8,84,7,5,83,7,76,15,75,13,81,11,86,6,85,6,3,8,10,79,11,78,9,87,11,9,79,8,77,7,5,13,2,15,3,81,77,11,2,15,3,89,2,13,10,79,12,15,5,14,2,81,2,14,11,77,13,8,2,80,2,89,9,79,12,8,2,8,11,14,2,14,3,7,77,7,12,7,3,7,2,79,74,7,11,7,82,7,78,7,3,7,13,6,77,7,10,13,3,14,13,8,10,16,5,15,9,14,78,6,76,7,3,80,12,13,12,14,86,5,1.0
4,75,3,7,1,75,73,80,7,79,12,78,12,76,13,2,91,3,78,15,74,78,8,2,8,85,8,6,84,7,77,14,77,13,83,11,86,7,85,7,3,8,12,77,14,75,10,88,13,9,80,8,79,8,4,12,2,14,2,78,79,11,2,14,2,90,3,12,12,76,15,14,4,13,2,78,3,13,14,73,16,8,2,78,2,90,11,77,15,8,2,8,15,14,3,14,3,8,78,8,16,8,3,8,2,75,76,8,15,8,83,8,80,8,3,8,16,7,79,8,13,13,2,14,16,8,12,15,4,14,11,14,79,7,77,8,2,78,15,12,15,13,86,6,1.0
5,88,4,6,2,76,86,81,6,78,11,78,11,76,13,3,90,4,89,6,87,79,9,3,8,84,7,5,83,7,77,14,77,12,81,10,86,6,85,6,3,7,4,86,4,86,3,87,4,9,80,7,79,7,5,11,3,13,3,89,78,10,3,13,3,89,3,11,4,87,6,14,5,13,3,88,3,13,5,86,6,9,3,87,2,89,3,87,5,9,3,8,4,13,3,13,4,8,79,7,4,7,3,8,3,87,77,8,4,8,82,7,80,7,4,7,5,6,79,7,4,12,3,13,6,7,4,14,5,14,3,13,80,6,78,7,3,88,6,11,6,13,86,5,2.0
5,88,4,3,2,74,86,81,3,78,10,78,9,75,12,3,90,4,89,6,87,78,6,3,5,87,3,1,86,3,76,14,76,11,84,8,89,2,88,2,2,4,3,86,3,86,3,87,4,6,80,4,79,3,5,10,2,13,3,89,78,8,2,13,3,89,2,10,4,87,6,14,5,12,2,88,2,12,4,86,6,6,2,87,2,89,3,87,4,6,2,5,3,12,2,12,3,4,78,3,3,3,3,4,2,87,75,4,3,4,84,3,80,3,3,4,5,2,78,4,3,11,3,12,6,4,4,14,5,14,3,12,80,2,77,3,3,88,6,10,6,12,89,1,1.0
4,75,3,6,1,74,72,79,6,77,13,75,12,74,14,2,91,3,78,15,74,77,8,2,8,84,7,5,83,6,76,15,75,13,81,11,86,6,85,6,2,8,12,77,14,75,11,88,13,9,79,8,77,7,4,13,2,15,2,78,77,11,2,15,2,90,2,13,12,76,15,15,4,14,2,78,2,14,14,73,16,8,2,78,2,90,11,77,15,8,2,8,14,15,2,15,3,7,76,7,15,8,3,8,2,75,74,7,14,8,82,7,78,7,3,7,16,6,77,7,12,14,2,15,16,8,12,16,4,15,11,15,78,6,76,7,2,78,15,13,15,14,86,5,1.0
4,88,3,5,1,74,86,81,5,78,10,78,9,75,12,2,91,3,89,6,87,78,8,2,7,85,5,3,84,5,76,14,76,11,82,8,87,4,86,4,2,6,3,87,3,87,3,88,4,8,80,6,79,5,4,10,2,13,2,89,78,8,2,13,2,90,2,10,4,87,6,14,4,12,2,88,2,12,4,86,6,8,2,88,2,90,3,88,4,8,2,7,3,13,2,13,3,6,78,5,3,6,3,7,2,87,75,6,3,7,82,5,80,5,3,6,5,5,78,6,3,12,2,13,6,6,4,14,4,14,3,13,80,4,77,5,2,89,6,10,6,12,87,3,2.0
4,87,3,4,1,76,84,81,4,78,11,78,10,76,12,2,91,3,89,6,86,79,7,2,6,86,4,2,85,4,77,14,77,11,83,9,88,3,87,3,1,5,2,86,3,85,2,88,3,7,80,5,79,4,4,11,1,13,2,89,78,9,1,13,2,90,1,11,3,87,6,14,4,12,1,88,1,12,4,85,6,7,1,87,1,90,2,87,4,7,1,6,3,12,1,12,2,5,78,4,3,4,2,5,1,86,76,5,3,5,83,4,80,4,2,5,5,3,78,5,2,11,2,12,6,5,3,14,4,14,2,12,80,3,78,4,2,88,6,11,6,12,88,2,1.0
4,78,4,5,2,73,75,80,5,79,10,79,10,76,13,3,90,4,81,11,77,76,6,3,6,87,6,4,86,5,75,13,76,14,85,9,88,5,87,5,4,6,10,79,13,77,7,87,10,7,80,6,80,6,5,10,4,13,3,81,79,10,3,14,3,89,4,10,9,79,11,13,5,14,3,81,4,14,12,75,12,6,3,80,2,89,7,79,13,6,4,6,13,13,3,14,4,6,79,6,13,6,3,6,4,78,76,6,13,6,85,6,80,6,4,6,13,5,79,6,10,14,3,14,13,6,9,14,4,13,7,13,80,5,76,6,3,80,12,10,12,13,88,4,1.0
4,89,3,6,1,73,87,78,6,76,14,76,13,73,15,2,91,3,90,5,88,76,9,2,8,84,7,5,83,7,75,17,75,14,81,12,86,6,85,6,2,8,2,87,2,87,2,88,3,9,78,8,77,7,4,14,1,16,2,90,77,12,2,16,2,90,2,14,3,88,5,17,4,15,1,89,2,15,3,87,5,9,1,88,1,90,2,88,3,9,1,8,2,15,2,15,2,8,76,8,3,8,2,8,1,88,73,8,2,8,82,8,78,7,3,8,4,6,76,8,3,14,2,15,5,8,3,17,4,17,2,15,77,6,75,7,2,89,5,14,5,15,86,5,1.0
4,80,3,6,1,72,77,78,6,76,13,75,13,72,15,2,91,3,82,13,79,75,9,2,8,84,7,5,83,7,74,17,73,15,81,11,86,6,85,6,2,7,9,80,10,79,8,88,10,9,77,7,76,7,4,13,2,16,2,82,75,12,2,16,3,90,2,13,10,81,13,17,4,15,2,81,2,15,11,77,13,9,2,81,2,90,8,81,11,9,2,8,10,16,2,16,3,7,76,7,11,7,3,8,2,79,73,7,11,8,82,7,77,8,3,7,12,6,77,7,9,15,3,16,13,7,10,17,4,17,8,16,77,6,74,7,3,82,13,13,13,15,86,5,2.0
5,86,4,6,2,75,83,80,6,78,12,76,11,75,13,3,90,4,88,7,85,78,9,3,8,84,7,5,83,6,77,15,76,12,81,10,86,6,85,6,3,8,3,85,4,84,3,87,4,9,80,8,78,7,5,12,2,14,3,88,78,10,2,14,3,89,2,12,4,86,7,15,5,13,2,87,2,13,5,84,7,9,2,86,2,89,3,86,5,9,2,8,4,13,2,13,3,7,77,7,5,7,3,7,2,85,75,7,4,7,82,7,79,7,3,7,6,6,78,7,3,12,3,13,7,8,4,15,5,15,3,13,79,6,77,7,3,87,7,12,7,13,86,5,1.0
4,88,3,3,1,70,86,79,3,77,11,76,11,71,15,2,91,3,89,6,87,75,6,2,5,87,4,2,86,4,74,16,73,14,84,8,89,3,88,3,2,5,4,86,4,86,3,88,4,6,79,5,77,4,4,11,2,15,2,89,77,8,2,15,3,90,2,11,4,88,6,16,4,15,2,88,2,15,5,86,6,6,2,87,1,90,3,87,5,6,2,5,4,15,2,15,3,5,77,5,4,5,2,5,2,87,71,5,4,5,85,4,78,4,3,4,5,3,77,4,4,14,3,15,6,5,4,16,4,16,3,15,78,3,74,4,3,88,6,11,6,15,89,2,2.0
5,84,4,5,2,75,81,80,5,79,12,79,12,76,13,3,90,4,86,9,83,78,7,3,6,87,6,4,86,6,77,15,77,13,85,11,88,5,87,5,4,6,5,83,6,82,4,87,6,7,80,6,79,6,5,12,3,14,3,86,79,11,3,14,3,89,4,12,6,84,9,15,5,13,2,85,3,13,7,81,9,7,2,84,2,89,4,84,7,7,3,6,7,13,3,13,3,6,79,6,8,6,3,6,2,83,76,6,7,6,85,6,80,6,4,6,8,5,79,6,6,13,3,13,9,6,6,15,5,15,4,13,79,5,77,6,3,85,9,12,9,13,88,4,1.0
5,88,4,7,2,75,86,80,7,77,12,76,11,75,13,3,90,4,89,6,87,78,10,3,9,83,7,5,82,6,76,15,76,12,80,10,85,6,84,6,2,8,3,86,3,86,3,87,4,10,79,8,78,7,5,12,2,14,3,89,77,10,2,14,3,89,2,12,4,87,6,15,5,13,2,88,2,13,4,86,6,10,2,87,2,89,3,87,4,10,2,9,3,13,2,13,3,8,76,7,3,7,3,8,2,87,75,8,3,8,80,7,79,7,3,8,5,6,77,8,3,12,3,13,6,8,4,15,5,15,3,13,79,6,77,7,3,88,6,12,6,13,85,5,1.0
4,88,3,6,1,76,86,81,6,79,11,77,10,76,12,2,91,3,89,6,87,79,9,2,8,84,7,5,83,6,78,14,77,11,81,9,86,6,85,6,2,8,3,87,3,87,3,88,4,9,81,8,79,7,4,11,2,13,2,89,79,9,2,13,2,90,2,11,4,87,6,14,4,12,2,88,2,12,4,86,6,9,2,88,2,90,3,88,4,9,2,8,3,13,2,13,3,7,78,7,4,8,3,8,2,87,76,7,3,8,82,7,80,7,3,7,5,6,79,7,3,12,2,13,6,8,4,14,4,14,3,13,80,6,78,7,2,89,6,11,6,12,86,5,2.0
3,75,3,3,1,69,73,77,3,75,12,75,12,69,15,2,91,3,77,15,74,73,5,2,5,87,4,1,86,3,72,15,72,15,84,9,89,3,88,2,1,5,14,75,15,74,13,88,15,6,77,5,76,3,4,13,1,16,2,77,75,9,1,17,2,90,1,13,14,75,15,15,3,16,1,77,1,16,15,73,16,5,1,76,1,90,13,75,16,5,1,5,15,15,1,16,2,4,75,4,15,4,2,4,1,75,69,4,15,4,84,4,76,4,2,4,17,2,75,4,14,15,2,16,17,5,14,16,3,16,13,15,77,2,73,3,2,76,16,12,15,15,89,1,1.0
3,83,3,3,1,73,81,81,3,78,9,79,8,75,11,2,91,3,86,6,82,77,5,2,5,87,3,1,86,3,75,12,76,11,84,7,89,2,88,2,1,4,4,84,6,82,3,88,5,6,80,4,80,3,4,9,1,12,2,86,78,7,1,13,3,90,1,9,4,85,6,12,4,12,1,86,1,12,6,82,7,5,1,85,1,90,4,84,7,5,1,5,6,11,1,12,2,4,79,3,6,3,2,4,1,83,75,4,6,4,84,3,80,3,2,4,8,2,78,4,4,11,3,12,8,4,4,13,3,12,4,11,81,2,77,3,3,85,7,9,7,11,89,1,1.0
4,75,4,7,2,74,72,80,7,79,11,79,11,76,12,3,90,4,78,13,74,77,8,3,8,85,8,6,84,7,76,12,77,13,83,10,86,7,85,7,4,8,12,76,14,74,11,87,13,9,80,8,80,8,5,11,3,13,3,78,79,10,3,14,3,89,4,11,12,76,14,13,5,13,2,78,3,13,14,73,15,8,2,77,2,89,11,76,15,8,3,8,15,12,3,13,3,8,79,8,16,8,3,8,2,75,76,8,15,8,83,8,80,8,4,8,16,7,79,8,13,13,3,13,16,8,12,14,4,13,11,12,80,7,77,8,3,77,15,11,14,12,86,6,1.0
5,88,4,5,2,77,86,82,5,79,10,79,9,77,11,3,90,4,89,6,87,80,8,3,7,85,6,4,84,5,78,13,79,10,82,8,87,5,86,5,3,6,3,86,3,86,3,87,4,8,81,6,81,6,5,10,2,12,3,89,80,8,3,12,3,89,3,10,4,87,6,13,5,11,2,88,3,11,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,11,3,11,3,7,79,6,4,6,3,7,2,87,77,7,3,7,83,6,82,6,4,7,5,5,80,7,4,10,3,11,6,6,4,13,5,13,3,11,81,5,79,6,3,88,6,10,6,11,87,4,2.0
4,88,3,5,1,76,86,81,5,79,11,78,10,76,12,2,91,3,89,6,87,79,8,2,7,85,6,4,84,6,78,14,77,11,82,9,87,5,86,5,2,7,3,87,3,87,3,88,4,8,81,7,79,6,4,11,2,13,2,89,79,9,2,13,2,90,2,11,4,87,6,14,4,12,2,88,2,12,4,86,6,8,2,88,2,90,3,88,4,8,2,7,3,13,2,13,3,6,79,6,4,7,3,7,2,87,76,6,3,7,83,6,80,6,3,6,5,5,79,6,3,12,2,13,6,7,4,14,4,14,3,13,80,5,78,6,2,89,6,11,6,12,87,4,2.0
4,75,3,7,1,75,73,80,7,77,12,76,12,75,13,2,91,3,77,16,74,78,9,2,9,83,8,6,82,7,76,14,76,13,80,11,85,7,84,7,2,8,14,76,15,75,13,88,15,10,79,8,78,8,4,12,2,14,2,77,77,11,2,14,2,90,2,12,14,75,16,14,4,13,2,77,2,13,15,73,17,9,2,77,2,90,13,76,16,9,2,9,15,14,2,14,3,8,77,8,16,8,3,9,2,75,76,8,16,9,81,8,79,8,3,8,17,7,78,8,14,13,2,14,17,8,14,15,4,14,13,14,79,7,77,8,2,77,16,12,16,13,85,6,1.0
6,82,5,4,3,59,79,68,4,67,23,65,22,61,26,4,89,5,84,11,81,63,6,4,5,88,5,3,87,4,63,28,62,25,86,20,89,4,88,4,5,5,7,81,8,80,6,86,8,6,68,6,66,5,6,23,4,27,4,84,67,21,4,26,4,88,5,22,8,82,11,28,6,26,3,83,4,25,9,79,11,6,3,82,3,88,6,82,9,6,4,5,9,26,4,25,4,5,65,5,10,5,4,5,3,81,61,5,9,5,86,5,67,5,5,5,10,4,67,5,8,25,4,26,11,6,8,28,6,28,6,26,66,4,62,5,4,83,11,23,11,26,89,3,2.0
5,86,4,7,2,75,83,80,7,77,12,76,11,75,13,3,90,4,88,7,85,78,10,3,9,83,7,5,82,6,76,15,76,12,80,10,85,6,84,6,2,8,3,85,4,84,3,87,4,10,79,8,78,7,5,12,2,14,3,88,77,10,2,14,3,89,2,12,4,86,7,15,5,13,2,87,2,13,5,84,7,10,2,86,2,89,3,86,5,10,2,9,4,13,2,13,3,8,76,7,4,7,3,8,2,85,75,8,4,8,80,7,79,7,3,8,6,6,77,8,3,12,3,13,7,8,4,15,5,15,3,13,79,6,77,7,3,87,7,12,7,13,85,5,1.0
5,76,4,8,2,74,74,79,8,78,13,77,12,74,14,3,90,4,78,15,75,77,9,3,9,84,9,7,83,8,76,15,76,13,82,11,85,8,84,8,4,9,13,76,14,75,12,87,14,10,79,9,78,9,5,13,2,15,3,78,78,11,3,15,3,89,4,13,13,76,15,15,5,14,2,78,3,14,14,74,16,9,2,77,2,89,12,76,15,9,2,9,14,14,3,14,3,9,77,9,16,9,3,9,2,76,74,9,14,9,82,9,79,9,4,9,16,8,78,9,14,13,3,14,16,9,13,16,5,15,12,14,78,8,76,9,3,77,15,13,15,14,85,7,1.0
5,88,4,6,2,75,86,80,6,78,12,76,11,75,13,3,90,4,89,6,87,78,9,3,8,84,7,5,83,6,77,15,76,12,81,10,86,6,85,6,3,8,3,86,3,86,3,87,4,9,80,8,78,7,5,12,2,14,3,89,78,10,2,14,3,89,2,12,4,87,6,15,5,13,2,88,2,13,4,86,6,9,2,87,2,89,3,87,4,9,2,8,3,13,2,13,3,7,77,7,4,7,3,7,2,87,75,7,3,7,82,7,79,7,3,7,5,6,78,7,3,12,3,13,6,8,4,15,5,15,3,13,79,6,77,7,3,88,6,12,6,13,86,5,1.0
4,74,3,7,1,75,72,80,7,77,12,76,12,75,14,2,91,3,76,17,73,78,9,2,9,83,8,6,82,7,76,14,76,13,80,11,85,7,84,7,2,8,16,74,17,73,14,88,16,10,79,8,78,8,4,12,2,14,2,76,77,11,2,14,2,90,2,12,15,74,17,14,4,14,2,76,2,14,17,72,18,9,2,75,1,90,14,74,18,9,2,9,17,14,2,14,3,9,77,8,17,8,2,9,2,74,76,9,17,9,81,8,79,8,3,8,18,7,78,8,16,13,2,14,18,8,15,15,4,14,14,14,79,7,77,8,2,75,17,12,17,14,85,6,1.0
5,88,4,5,2,75,86,80,5,78,12,77,11,75,13,3,90,4,89,6,87,78,8,3,7,85,6,4,84,6,77,15,76,12,82,10,87,5,86,5,3,7,3,86,3,86,3,87,4,8,80,7,78,6,5,12,2,14,3,89,78,10,2,14,3,89,2,12,4,87,6,15,5,13,2,88,2,13,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,13,2,13,3,6,78,6,4,6,3,6,2,87,75,6,3,6,83,6,79,6,3,6,5,5,78,6,3,12,3,13,6,7,4,15,5,15,3,13,79,5,77,6,3,88,6,12,6,13,87,4,2.0
4,88,3,6,1,76,86,81,6,78,11,78,11,76,12,2,91,3,89,6,87,79,9,2,8,84,7,5,83,7,77,14,77,12,81,10,86,6,85,6,2,7,3,87,3,87,3,88,4,9,80,7,79,7,4,11,2,13,2,89,78,10,2,13,2,90,2,11,4,87,6,14,4,12,2,88,2,12,4,86,6,9,2,88,2,90,3,88,4,9,2,8,3,13,2,13,3,7,79,7,4,7,3,8,2,87,77,7,4,8,82,7,80,7,3,7,5,6,79,7,3,12,2,13,6,7,4,14,4,14,3,13,80,6,78,7,2,89,6,11,6,12,86,5,2.0
5,88,4,6,2,75,86,80,6,78,12,76,11,75,13,3,90,4,89,6,87,78,9,3,8,84,7,5,83,6,77,15,76,12,81,10,86,6,85,6,3,8,3,86,3,86,3,87,4,9,80,8,78,7,5,12,2,14,3,89,78,10,2,14,3,89,2,12,4,87,6,15,5,13,2,88,2,13,4,86,6,9,2,87,2,89,3,87,4,9,2,8,3,13,2,13,3,7,77,7,4,7,3,7,2,87,75,7,3,7,82,7,79,7,3,7,5,6,78,7,3,12,3,13,6,8,4,15,5,15,3,13,79,6,77,7,3,88,6,12,6,13,86,5,1.0
4,74,3,7,1,75,72,80,7,79,12,78,12,76,13,2,91,3,76,17,73,78,8,2,8,85,8,6,84,7,77,14,77,13,83,11,86,7,85,7,3,8,15,75,16,74,14,88,16,9,80,8,79,8,4,12,2,14,2,76,79,11,2,14,2,90,3,12,15,74,17,14,4,13,2,76,3,13,16,72,18,8,2,76,2,90,14,75,17,8,2,8,17,14,3,14,3,8,78,8,18,8,3,8,2,74,76,8,17,8,83,8,80,8,3,8,18,7,79,8,16,13,2,14,18,8,15,15,4,14,14,14,79,7,77,8,2,76,17,12,17,13,86,6,1.0
4,77,4,5,2,63,75,71,5,70,18,71,19,64,21,3,90,4,79,13,76,67,6,3,6,87,6,4,86,6,66,21,67,22,85,16,88,5,87,5,4,6,12,77,13,76,11,87,13,7,71,6,71,6,5,19,3,22,3,79,70,16,3,23,3,89,4,19,12,77,13,21,4,22,2,79,3,22,13,75,14,6,2,78,2,89,11,77,14,6,3,6,14,21,3,22,3,6,71,6,15,6,3,6,2,77,64,6,14,6,85,6,71,6,4,6,15,5,70,6,13,22,3,22,15,6,12,22,4,22,11,21,71,5,67,6,3,78,14,18,13,21,88,4,1.0
5,87,4,4,2,74,85,81,4,78,10,78,9,74,12,3,90,4,88,7,86,78,7,3,6,86,4,2,85,4,76,14,76,11,83,7,88,3,87,3,2,5,4,85,4,85,4,87,5,7,80,5,79,4,5,10,2,13,3,88,78,7,2,13,4,89,2,10,5,87,7,14,5,12,2,87,2,12,5,85,7,7,2,86,2,89,4,86,5,7,2,6,4,12,2,12,3,5,78,4,4,4,3,5,2,86,74,5,4,5,83,4,80,4,3,5,6,3,78,5,4,11,4,12,7,5,5,14,5,14,4,12,80,3,77,4,4,87,7,10,7,12,88,2,2.0
