@relation 'Sax dominant'

@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMaaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atLeee numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMece numeric
@attribute o1atLece numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMbda numeric
@attribute o1atLbda numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbec numeric
@attribute o1atLbec numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMcea numeric
@attribute o1atLcea numeric
@attribute o1atMbad numeric
@attribute o1atLbad numeric
@attribute o1atMebd numeric
@attribute o1atLebd numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMdac numeric
@attribute o1atLdac numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMcad numeric
@attribute o1atLcad numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMada numeric
@attribute o1atLada numeric
@attribute o1atMcae numeric
@attribute o1atLcae numeric
@attribute destClass {2,3,4,1}

@data
19,57,17,53,49,18,65,27,28,25,25,64,19,20,21,24,55,27,55,17,73,18,62,21,57,24,18,30,72,18,71,19,57,28,20,23,62,21,62,22,21,21,57,26,18,64,25,54,63,20,64,20,26,21,20,58,17,61,22,20,28,19,17,72,19,23,28,21,25,27,28,20,25,28,26,25,68,20,19,21,27,20,20,29,29,19,18,63,69,20,19,22,17,63,59,21,63,20,17,28,27,26,17,27,19,61,19,61,27,20,26,21,19,26,19,28,26,21,18,66,18,28,20,27,20,21,21,22,66,19,58,20,17,64,64,19,17,68,27,22,21,20,19,22,18,29,17,70,20,20,19,28,72,19,18,27,70,19,19,26,17,71,26,20,17,66,65,19,17,73,19,22,20,21,28,19,17,28,27,19,27,20,18,61,17,68,27,20,57,20,19,21,18,28,27,20,19,54,62,20,19,25,62,19,26,19,19,28,18,61,68,19,18,26,17,29,20,21,3
19,59,17,52,52,18,66,27,28,25,28,63,17,20,19,25,58,25,57,17,73,16,62,23,55,28,19,31,74,18,73,17,56,28,21,23,60,22,61,22,22,20,56,28,18,65,25,57,62,18,64,19,26,20,19,60,18,63,22,18,27,17,18,72,19,21,27,20,25,28,28,19,26,28,25,28,69,20,20,19,26,18,21,30,28,18,19,65,71,17,19,21,18,64,57,20,63,17,17,29,25,28,18,28,19,62,19,63,26,18,25,22,19,28,20,28,26,23,18,67,18,30,19,29,20,19,21,21,64,18,56,18,17,66,63,18,18,68,27,22,21,18,19,20,19,30,18,70,20,18,19,29,74,16,19,29,72,18,19,29,17,71,26,18,17,67,64,16,17,73,19,23,20,20,27,16,18,29,26,18,27,19,19,62,18,68,25,19,56,19,19,20,20,28,27,17,19,57,61,19,19,28,60,19,25,19,20,28,18,63,69,19,18,28,17,30,20,20,2
12,58,11,56,50,12,68,23,21,20,18,70,11,14,13,18,57,21,58,11,79,10,68,14,62,16,12,24,80,11,79,11,62,20,14,16,67,14,68,15,15,13,61,18,11,67,19,57,69,11,70,12,21,13,12,59,13,65,16,12,25,11,12,78,13,15,24,13,20,20,25,12,20,20,22,18,75,14,14,13,23,11,13,22,26,11,12,67,77,11,13,14,12,66,64,13,69,11,13,22,22,18,14,20,13,66,13,65,24,12,22,15,14,20,14,21,23,14,11,69,12,23,13,19,14,13,14,14,71,11,63,11,12,68,70,12,12,74,24,15,15,12,13,14,12,22,12,76,15,12,12,21,80,10,13,22,78,12,13,19,11,77,21,12,11,69,71,10,11,79,13,16,15,13,25,10,12,21,24,12,24,12,12,66,12,74,22,12,61,12,12,13,13,21,24,11,12,57,68,12,12,18,67,12,22,12,13,20,12,65,75,12,12,20,11,23,14,13,3
16,61,13,59,55,15,68,23,21,24,22,71,16,17,18,23,60,23,61,15,77,14,67,14,63,21,15,23,76,14,76,14,63,20,16,17,67,17,67,15,17,16,62,21,16,69,24,60,69,16,69,14,25,15,16,62,17,67,18,16,25,16,14,76,15,18,24,16,23,21,24,15,24,20,24,21,72,14,16,18,24,17,16,22,26,15,16,67,74,14,17,18,14,68,65,15,69,14,15,23,23,22,17,22,17,66,18,65,25,16,24,17,18,22,17,21,24,14,15,69,15,23,16,23,17,16,17,17,71,14,65,17,15,68,69,14,16,72,23,16,17,16,15,18,16,23,14,74,18,17,16,21,76,14,16,23,74,14,16,23,15,75,25,17,13,69,71,14,13,77,16,17,18,16,25,14,14,22,25,14,23,15,16,66,16,72,23,17,62,16,16,16,16,21,24,14,17,60,67,14,17,21,67,16,24,16,17,20,17,65,72,14,17,22,13,23,17,15,3
10,58,9,44,48,10,68,21,25,18,20,65,11,12,13,16,57,21,57,10,81,10,62,14,51,18,11,29,80,10,79,10,52,21,13,16,61,12,62,12,14,13,52,18,11,68,15,55,63,11,65,10,19,11,13,59,12,66,14,12,25,11,10,80,11,15,22,13,19,23,24,13,17,24,20,21,75,11,12,13,21,12,13,25,26,12,10,67,77,10,12,15,10,67,54,10,64,10,10,27,21,22,12,27,14,65,12,65,24,11,23,14,14,24,14,28,22,14,11,69,10,27,13,22,12,12,14,13,67,10,53,12,10,68,64,10,12,76,22,16,13,12,11,14,11,29,10,78,15,12,10,24,80,10,11,26,78,10,11,21,10,79,19,12,9,69,66,10,9,81,11,15,15,14,25,10,10,28,24,10,22,12,12,65,11,76,21,13,52,11,10,12,12,28,23,10,12,55,62,10,12,21,61,11,23,11,12,24,11,65,75,10,11,24,9,28,12,11,3
15,63,15,59,57,15,69,22,21,23,21,69,14,16,16,21,62,21,62,15,77,12,70,16,64,20,16,25,78,14,77,14,65,19,17,19,67,17,68,16,18,17,62,20,15,69,20,60,69,15,71,14,23,14,16,64,15,67,18,14,24,14,15,76,16,17,22,16,21,20,25,16,23,21,21,20,73,16,16,16,21,15,17,22,25,14,15,68,75,14,16,17,15,68,65,14,70,14,15,23,21,22,15,22,17,67,17,67,24,15,23,17,18,21,18,23,24,16,15,70,16,23,16,23,17,16,17,17,71,14,64,15,15,69,70,14,15,74,22,18,17,14,16,16,16,24,15,75,18,15,15,21,78,12,16,22,76,14,16,22,15,76,23,15,15,70,70,12,15,77,16,18,18,16,24,12,15,23,24,14,22,16,15,67,15,74,21,16,62,16,15,16,16,23,24,14,15,60,68,16,16,20,67,16,23,16,16,21,15,67,73,16,16,21,15,24,16,14,3
19,54,15,54,44,17,64,25,23,28,26,66,16,19,18,27,52,24,52,15,75,14,64,19,58,25,16,28,76,14,75,16,57,22,17,19,64,19,63,18,19,16,59,23,16,63,26,50,66,18,65,15,28,16,17,55,15,60,20,16,29,16,15,74,17,19,27,16,28,24,29,15,27,24,26,26,71,16,17,18,26,18,17,25,30,15,17,62,73,16,17,18,15,62,59,16,64,16,15,27,26,25,15,26,18,60,19,60,29,18,29,19,19,27,18,25,28,20,16,65,17,27,17,26,19,18,19,18,67,15,58,18,15,63,67,15,15,70,27,18,19,16,17,18,16,27,15,72,19,18,19,24,76,14,17,27,74,14,19,26,15,73,28,18,15,65,67,14,15,75,19,19,19,16,29,14,15,26,29,15,27,17,16,60,15,70,26,17,59,17,19,17,16,25,28,16,18,50,63,17,18,26,64,16,29,16,18,24,17,60,71,16,17,27,15,27,19,16,4
16,51,15,54,42,16,61,30,25,30,23,66,16,18,18,27,49,30,51,16,75,14,66,19,59,22,17,28,76,15,75,16,59,24,19,20,64,18,64,19,20,18,59,24,19,62,29,49,66,17,67,17,31,17,19,52,19,59,20,16,31,16,15,74,17,19,31,18,27,24,33,18,31,26,30,22,71,17,17,18,30,17,19,26,33,16,16,59,73,16,19,19,15,61,60,17,66,16,17,26,31,26,19,26,22,60,20,57,31,17,30,18,21,23,22,27,32,19,17,63,17,26,19,26,19,18,20,19,68,16,59,17,17,60,67,15,18,70,31,20,19,16,17,18,19,28,15,72,21,17,16,25,76,14,17,25,74,15,18,25,17,73,30,17,15,62,67,14,15,75,18,19,22,18,32,14,15,27,32,15,31,18,17,60,16,70,31,18,59,18,16,18,17,27,32,16,18,49,64,18,19,22,64,17,30,17,18,26,17,57,71,17,18,23,15,27,18,17,2
15,61,14,49,54,15,68,21,22,22,22,67,14,17,16,20,60,20,59,15,76,13,65,15,57,22,15,27,77,14,76,14,57,21,16,17,64,16,64,16,18,16,56,20,15,67,19,58,66,15,67,15,23,15,16,61,16,65,19,15,26,14,15,75,16,18,23,15,22,22,25,15,21,23,21,22,72,15,17,16,22,15,16,23,26,14,15,67,74,14,17,17,15,66,59,15,66,14,15,25,22,22,16,24,17,64,16,65,25,15,24,16,18,23,17,24,23,15,15,68,15,26,16,23,17,16,18,16,68,14,58,15,15,67,67,14,16,71,23,16,18,15,16,17,15,26,15,73,19,15,15,23,77,13,16,25,75,14,16,23,15,74,23,15,14,68,68,13,14,76,16,17,19,15,26,13,15,25,25,14,23,15,16,64,16,71,22,15,56,15,15,16,16,24,24,14,16,58,64,15,16,22,64,15,24,15,16,23,16,65,72,15,16,23,14,26,17,15,2
21,62,18,50,58,20,67,22,26,26,28,64,20,22,22,25,60,22,61,19,72,18,61,21,55,28,19,30,72,18,71,19,54,25,20,21,61,21,60,19,22,20,56,26,19,67,23,61,63,21,63,18,26,19,20,63,20,64,23,20,26,20,18,71,20,23,24,20,25,26,25,19,24,26,23,28,67,19,20,22,23,22,20,27,27,19,20,65,69,19,21,22,18,66,57,19,62,19,19,29,23,28,20,28,19,64,21,63,26,21,26,21,21,28,19,27,24,21,19,68,20,29,20,29,22,21,22,21,65,18,56,22,19,66,64,18,19,67,23,20,22,20,20,22,19,29,18,69,21,22,21,26,72,18,20,29,70,18,22,29,19,70,26,22,18,68,65,18,18,72,22,21,21,20,26,18,18,28,26,18,23,20,19,64,19,67,23,21,56,20,21,20,19,27,24,19,21,61,60,19,21,28,61,20,26,20,21,26,21,63,67,19,21,28,18,29,22,19,4
17,64,14,61,59,16,69,23,22,22,21,69,16,18,18,22,63,21,62,14,76,14,68,17,64,21,16,25,76,15,75,15,65,21,18,20,66,19,68,19,19,18,63,22,15,68,22,61,68,17,70,17,23,17,16,65,16,66,19,16,24,16,15,75,16,19,24,18,23,23,25,17,23,21,23,22,71,17,17,18,23,17,18,24,25,16,17,68,73,15,16,19,16,67,66,17,69,15,14,24,21,22,16,23,18,65,19,67,24,17,23,19,19,22,19,22,24,17,15,70,16,23,16,23,18,17,18,19,71,16,65,17,14,69,69,16,16,71,23,19,18,16,16,18,16,24,16,73,19,17,17,23,76,14,17,23,74,16,17,22,14,74,23,17,14,70,70,14,14,76,17,19,19,18,24,14,16,23,24,16,23,17,16,65,15,71,21,18,63,18,17,18,17,22,24,15,17,61,68,17,17,22,66,17,23,17,18,21,16,67,71,16,16,22,14,24,18,17,3
18,64,16,54,59,17,69,24,26,21,24,67,17,19,19,21,62,23,63,17,74,16,64,18,58,23,18,27,74,17,73,16,59,25,20,19,63,18,64,19,21,19,59,25,19,69,23,62,65,17,67,19,23,20,20,65,17,66,21,18,24,17,16,73,18,21,25,20,21,25,25,19,23,25,23,23,69,17,18,19,24,17,20,27,25,18,17,67,71,16,19,21,16,68,61,20,66,16,17,25,23,25,17,25,19,66,18,65,23,17,21,18,18,24,19,26,23,18,18,70,17,26,20,25,19,18,21,21,68,18,60,17,17,68,66,17,17,69,24,19,20,18,18,20,19,27,16,71,19,18,18,26,74,16,17,25,72,17,18,25,17,72,23,18,16,70,68,16,16,74,18,19,19,20,24,16,16,26,23,17,24,18,18,66,17,69,23,19,59,19,18,20,18,26,24,16,19,62,64,18,19,23,63,18,21,18,19,25,18,65,69,17,18,24,16,26,19,20,2
15,65,14,52,59,15,71,20,24,20,23,67,12,16,14,20,64,19,64,14,78,10,66,12,58,22,14,27,80,11,79,11,59,22,15,18,64,16,65,16,16,14,55,23,14,71,20,63,66,12,68,13,21,13,15,66,14,69,17,12,22,12,14,77,15,15,21,13,20,24,22,13,20,23,20,23,75,12,15,14,20,12,15,25,23,11,15,70,77,11,15,14,14,70,60,13,67,11,14,26,19,24,14,25,15,69,16,69,22,13,20,17,16,24,15,25,21,13,14,72,15,25,15,25,16,13,16,14,69,11,59,12,14,71,67,11,14,75,21,17,16,12,15,14,14,26,14,76,16,13,15,24,80,10,15,25,78,11,15,24,14,77,21,13,14,72,68,10,14,78,15,17,16,13,22,10,14,25,22,11,21,12,14,69,14,75,19,13,55,13,15,13,14,25,21,11,15,63,65,12,15,23,64,13,20,13,15,23,15,69,75,12,15,24,14,26,16,13,3
17,56,14,42,48,16,66,24,27,24,27,63,16,18,18,22,55,22,55,14,76,14,59,16,50,25,15,31,76,14,75,14,50,25,16,19,59,18,59,18,18,16,49,25,15,65,22,56,61,16,62,15,24,16,16,57,17,63,19,16,27,16,15,75,16,19,26,16,24,28,27,15,23,26,25,27,71,15,17,18,25,18,16,29,28,15,16,65,73,14,16,18,15,64,53,16,61,14,15,30,23,26,17,29,16,63,16,63,27,16,27,19,17,29,16,28,26,16,15,67,16,30,16,27,18,16,18,18,64,15,52,18,15,66,62,14,15,71,25,18,18,16,16,18,15,30,15,73,17,18,17,28,76,14,17,30,74,14,18,27,14,74,24,18,14,67,64,14,14,76,18,19,17,16,27,14,15,29,27,14,25,15,16,63,15,71,23,17,49,17,17,17,16,28,26,14,17,56,59,15,17,27,59,16,27,16,17,26,16,63,71,14,16,29,14,30,18,16,4
16,58,14,50,50,15,66,23,24,24,25,66,14,17,16,22,56,22,57,15,76,13,63,16,57,22,16,28,77,14,76,14,56,23,18,20,63,18,63,18,19,16,54,22,16,66,22,54,65,15,65,15,25,16,17,59,15,63,19,15,27,14,14,75,16,18,24,17,22,23,27,16,24,24,23,23,72,16,16,16,24,15,17,25,28,15,15,64,74,14,17,18,14,65,58,16,64,14,15,27,24,25,15,26,17,63,18,62,26,15,25,19,18,26,18,26,25,16,16,67,15,28,17,26,17,16,18,17,66,14,58,15,15,65,65,15,15,71,26,19,18,15,16,17,16,28,14,73,19,15,16,24,77,13,15,27,75,15,16,26,15,74,25,15,14,67,66,13,14,76,16,20,19,17,27,13,14,27,26,15,26,16,16,63,15,71,24,16,54,15,16,16,16,26,26,14,17,54,63,15,17,23,63,15,25,15,17,24,16,62,72,15,16,26,14,28,17,16,3
11,58,10,55,49,11,68,25,21,21,19,69,11,13,13,20,56,23,56,11,80,10,66,14,59,18,12,25,80,11,79,10,60,21,14,16,65,15,66,15,15,13,59,20,12,67,21,55,67,11,69,12,23,14,12,58,13,64,15,12,26,11,10,79,12,15,25,13,22,22,26,12,22,22,23,20,75,12,12,13,24,11,14,23,26,12,11,66,77,10,13,15,10,66,62,13,68,10,12,23,23,20,13,22,15,65,15,64,25,11,23,15,15,21,16,22,24,14,11,68,11,24,12,21,13,12,14,14,70,12,61,11,12,66,68,11,12,75,25,15,14,12,12,14,13,24,10,77,16,11,11,23,80,10,11,23,78,11,11,21,12,78,23,11,10,68,70,10,10,80,11,16,16,14,26,10,10,23,25,11,25,12,11,65,11,75,23,13,59,13,11,14,12,22,25,10,12,55,66,12,12,20,65,12,23,12,13,22,12,64,75,11,12,21,10,24,13,14,1
17,57,16,52,49,17,65,23,22,26,23,68,16,19,18,23,55,21,56,17,74,14,65,16,60,22,17,26,76,14,75,16,57,20,18,18,66,18,63,16,20,16,58,20,17,65,23,54,68,18,66,14,26,15,17,58,17,62,21,16,28,16,16,73,18,19,25,16,25,21,27,15,24,20,25,23,71,16,18,18,25,18,17,23,29,15,17,63,73,16,19,18,16,64,60,15,65,16,17,25,23,22,17,23,17,62,19,61,28,18,28,18,20,24,18,23,26,16,17,66,18,26,18,24,20,18,19,17,68,14,60,18,17,64,68,14,17,69,25,17,20,16,18,18,17,25,16,71,20,18,18,22,76,14,18,25,74,14,19,24,17,72,26,18,16,66,68,14,16,74,20,18,20,16,28,14,16,24,28,14,25,17,17,62,17,69,23,17,58,16,18,16,17,23,26,16,18,54,63,16,19,23,66,16,28,16,18,20,18,61,71,16,19,24,16,26,19,15,4
15,58,15,51,51,15,66,26,26,23,24,65,16,17,18,22,56,25,57,16,75,16,62,18,56,23,17,29,74,17,73,16,57,25,20,21,61,19,62,20,20,19,55,24,18,66,23,56,63,16,65,18,25,20,19,59,17,63,20,18,27,16,15,74,17,21,26,20,22,24,27,19,24,27,23,23,69,18,17,18,25,16,20,27,28,18,15,64,71,16,18,21,15,65,59,19,64,16,16,26,26,26,17,26,19,63,17,62,25,16,23,19,17,24,19,28,24,18,17,67,15,28,19,26,17,18,20,20,66,17,58,16,16,65,64,17,16,70,27,21,19,18,17,20,18,29,15,72,19,16,15,26,74,16,15,26,72,17,15,26,16,73,25,16,15,67,66,16,15,75,15,21,19,21,27,16,15,28,25,17,27,18,17,63,16,70,26,18,55,17,15,19,17,28,26,16,17,56,62,17,17,23,61,17,23,17,17,27,16,62,69,17,16,24,15,28,17,20,1
11,57,9,61,48,10,69,21,17,22,17,74,10,12,12,20,56,21,56,9,81,9,70,10,65,15,10,20,81,9,80,9,65,16,12,12,70,11,70,11,13,11,65,16,10,68,21,57,72,10,73,10,23,11,12,58,12,66,14,11,24,10,9,80,11,14,23,12,20,16,24,10,22,17,21,15,76,9,11,12,22,11,12,18,25,10,10,67,78,9,11,13,10,67,68,11,72,9,10,18,22,17,12,17,11,66,11,66,23,10,22,11,11,17,11,18,22,10,10,70,10,19,12,18,12,11,13,13,75,10,67,11,10,68,73,9,9,77,22,11,13,11,11,13,10,19,9,78,12,11,11,17,81,9,10,18,79,9,11,18,9,79,23,11,10,70,75,9,9,81,11,12,12,12,24,9,10,18,23,9,22,10,10,66,9,77,22,11,65,11,11,12,10,18,23,9,11,57,70,10,11,15,70,10,22,10,11,17,10,66,76,9,10,17,10,19,12,11,3
19,57,16,49,51,18,64,27,26,28,27,65,19,20,21,26,56,26,55,16,74,17,61,17,55,25,17,29,73,17,72,17,55,26,19,20,61,20,61,19,20,19,54,26,16,63,27,54,63,19,64,18,29,20,17,58,19,61,21,19,29,19,17,73,18,22,28,20,26,26,29,18,28,26,27,25,68,17,19,21,27,20,18,27,30,18,19,63,70,17,18,21,17,62,58,20,63,17,16,28,27,26,19,26,20,60,22,61,29,19,28,20,22,27,21,26,28,17,16,65,18,28,18,28,20,19,19,21,66,18,57,20,16,64,64,17,18,69,28,19,20,19,18,21,17,27,17,71,22,20,19,26,73,17,19,28,71,17,19,28,16,72,29,20,16,65,66,17,16,74,19,20,22,20,29,17,17,26,29,17,28,18,17,60,17,69,27,20,54,20,19,20,18,26,28,17,18,54,61,18,18,25,61,19,28,19,19,26,18,61,68,17,18,27,16,28,20,20,2
17,62,13,44,56,15,68,23,24,23,25,66,16,17,18,21,62,20,60,13,77,14,62,14,53,24,14,28,76,14,75,14,53,22,15,16,62,16,62,15,17,16,53,24,14,67,22,58,64,16,65,15,23,16,14,63,15,66,18,16,25,16,15,76,15,19,25,16,23,26,25,15,22,22,24,25,71,14,17,18,24,18,15,27,26,15,17,68,73,14,15,18,15,66,56,16,64,14,13,27,20,24,15,26,18,64,18,66,25,16,25,16,19,27,18,24,24,14,14,69,15,27,14,25,17,16,17,18,67,15,55,18,13,69,65,14,15,72,23,15,17,16,15,18,14,27,15,74,19,18,17,26,76,14,17,27,74,14,17,25,13,75,23,18,13,69,67,14,13,77,17,16,19,16,25,14,15,26,25,14,23,15,16,64,15,72,20,17,53,17,17,17,16,24,24,14,16,58,62,15,16,25,62,16,25,16,16,22,15,66,71,14,15,27,13,27,17,16,4
12,59,11,56,50,12,68,22,21,22,21,69,12,14,14,22,57,20,58,12,79,11,67,14,60,21,13,25,79,13,78,11,62,18,16,17,65,16,67,15,16,15,59,19,14,68,20,56,67,12,70,14,24,15,16,60,13,65,16,13,25,12,11,78,13,16,22,16,22,19,26,15,24,21,20,21,74,13,13,14,21,12,16,21,26,13,12,66,76,11,14,16,11,67,63,15,69,11,12,23,22,23,13,23,15,65,15,64,24,12,22,16,15,21,16,25,24,14,13,69,12,24,16,23,14,13,16,16,70,13,62,12,12,67,68,13,13,74,25,17,15,13,13,15,14,25,11,76,16,12,12,20,79,11,12,23,77,13,12,23,12,77,24,12,11,69,70,11,11,79,12,17,16,16,25,11,11,24,24,13,25,13,13,65,12,74,22,14,59,14,12,15,13,25,25,11,14,56,67,13,14,21,65,14,22,14,14,21,13,64,74,13,13,21,11,24,14,15,1
16,54,12,48,45,14,64,27,22,27,24,67,13,16,15,23,54,23,52,12,78,11,66,15,57,21,13,27,79,12,78,13,57,20,14,16,65,16,65,14,16,14,56,22,12,63,25,50,67,15,67,12,27,13,12,55,15,62,17,13,29,13,14,77,14,16,28,13,25,24,29,12,26,20,27,22,74,14,16,15,27,15,14,25,30,12,16,64,76,13,14,15,14,62,58,13,66,13,12,26,23,22,15,24,17,60,18,62,29,15,29,16,19,26,18,22,28,15,12,65,14,26,12,24,16,15,15,15,68,12,57,15,12,65,68,13,14,73,27,14,16,13,14,15,13,25,14,75,19,15,16,24,79,11,16,26,77,12,16,24,12,76,27,15,12,65,68,11,12,78,16,16,19,13,29,11,14,24,29,13,27,14,14,60,14,73,23,14,56,14,16,14,15,22,28,13,14,50,65,14,14,22,65,14,29,14,15,20,14,62,74,14,14,26,12,26,16,13,4
16,55,14,57,45,15,65,27,26,26,24,67,16,17,18,24,54,27,54,15,76,15,65,17,61,22,16,27,75,16,74,16,61,25,18,21,64,20,64,21,19,18,58,25,17,65,27,53,66,17,67,18,27,18,18,56,16,63,19,17,28,16,15,75,16,20,29,19,24,25,29,18,27,25,27,22,70,17,17,18,28,17,18,27,29,17,16,64,72,16,17,20,15,64,63,18,66,16,15,25,27,25,16,25,18,62,17,62,27,17,26,20,17,24,18,26,27,17,16,66,15,26,18,25,17,18,19,20,68,17,62,17,15,65,67,16,16,71,27,21,18,17,16,19,17,27,15,73,18,17,16,26,75,15,16,25,73,16,16,25,15,74,27,17,14,66,68,15,14,76,16,21,18,19,28,15,15,26,27,16,27,18,17,62,16,71,27,18,58,18,16,19,17,26,28,16,17,53,64,18,17,22,64,17,26,17,17,25,16,62,70,17,16,24,14,26,17,18,2
