@relation 'Sax dominant'

@attribute o1atLee numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMaa numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o2atMbb numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atLdd numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMdb numeric
@attribute o2atLdb numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMbb numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMbe numeric
@attribute o3atLbe numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMec numeric
@attribute o3atLec numeric
@attribute o3atLed numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMdb numeric
@attribute o3atLdb numeric
@attribute destClass {1.0,3.0,2.0}

@data
3,24,8,13,17,5,30,26,4,9,12,1,5,9,13,26,4,17,13,9,21,18,4,17,10,7,21,18,5,9,5,0,31,0,0,22,0,21,0,13,0,13,0,30,8,24,13,1,12,18,27,3,13,4,13,4,27,4,13,18,22,14,9,28,2,12,18,24,5,13,2,13,18,25,5,12,6,26,1,25,1,1,30,0,13,5,3.0
3,24,8,15,18,4,30,26,4,8,11,1,5,8,12,26,4,18,11,7,22,19,4,18,9,6,22,19,5,8,5,0,31,0,0,23,0,22,0,12,0,12,0,30,7,26,14,1,11,19,28,2,12,3,12,3,28,3,12,19,22,14,9,26,2,12,18,24,5,13,3,13,18,24,5,12,6,26,2,25,2,1,29,1,13,5,3.0
3,26,5,22,18,1,30,27,3,6,6,1,4,7,7,27,4,24,7,7,24,24,3,23,6,6,23,24,4,7,4,0,31,0,0,24,0,24,0,7,0,7,0,30,7,31,13,0,12,18,31,0,12,0,13,0,31,0,13,19,22,20,4,28,4,7,24,23,6,8,2,7,23,24,6,7,7,25,1,24,1,1,30,0,7,6,3.0
4,21,14,9,19,5,30,24,6,8,17,1,7,8,18,24,7,13,18,8,22,13,6,12,15,6,22,13,7,8,7,0,31,0,0,23,0,22,0,18,0,18,0,30,11,23,8,2,15,14,26,3,17,5,17,5,26,4,16,14,23,11,9,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,3.0
3,24,7,18,17,5,30,26,4,9,9,1,5,8,10,26,4,20,9,8,21,21,4,20,9,9,21,21,4,9,5,0,31,0,0,22,0,21,0,10,0,10,0,30,6,29,14,0,11,19,30,1,11,1,12,1,30,1,12,20,19,15,9,26,7,12,19,21,9,13,3,11,18,21,8,12,10,22,2,21,2,2,29,2,12,9,3.0
0,31,0,27,29,1,29,31,0,2,2,2,0,1,2,31,0,29,2,1,29,29,0,29,2,2,29,29,0,1,0,1,30,1,2,30,1,29,2,2,1,2,1,29,0,31,31,0,0,31,31,0,0,0,0,0,31,0,0,31,30,31,0,30,0,0,31,30,1,0,1,0,31,30,0,0,1,31,1,30,0,0,31,0,0,0,1.0
3,26,6,21,14,8,30,27,3,12,7,1,4,12,8,27,3,22,8,12,18,23,3,22,7,12,18,23,4,12,4,0,31,0,0,19,0,18,0,8,0,8,0,30,7,31,17,0,10,20,31,0,10,0,11,0,31,0,11,21,19,19,5,26,7,8,23,21,9,9,3,7,22,21,8,8,10,22,2,21,2,2,29,2,8,9,2.0
4,23,13,10,19,5,30,25,5,8,16,1,6,8,17,25,6,14,17,8,22,14,5,13,14,6,22,14,6,8,6,0,31,0,0,23,0,22,0,17,0,17,0,30,11,19,8,4,14,14,23,5,17,8,17,8,23,6,15,14,23,12,10,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,2.0
3,24,12,9,19,3,30,26,4,7,16,1,5,7,17,26,5,14,17,7,23,14,4,13,13,4,23,14,5,7,5,0,31,0,0,24,0,23,0,17,0,17,0,30,9,22,10,1,13,16,26,3,15,5,15,5,26,5,15,16,22,12,11,30,0,14,16,26,4,15,1,15,16,26,4,14,5,27,0,26,0,0,31,0,15,4,2.0
3,26,6,19,20,1,30,27,3,5,8,1,4,6,9,27,4,22,9,6,25,22,3,21,8,5,24,22,4,6,4,0,31,0,0,25,0,25,0,9,0,9,0,30,5,31,11,0,12,18,31,0,12,0,13,0,31,0,13,19,23,14,10,28,3,13,18,24,5,14,2,13,17,25,5,13,6,26,1,25,1,1,30,0,13,5,3.0
3,24,7,18,15,7,30,26,4,11,9,1,5,10,10,26,4,20,9,10,19,21,4,20,9,11,19,21,4,11,5,0,31,0,0,20,0,19,0,10,0,10,0,30,6,27,14,0,11,19,29,2,11,2,12,2,29,2,12,20,19,15,9,26,7,12,19,21,9,13,3,11,18,21,8,12,10,22,2,21,2,2,29,2,12,9,2.0
3,24,12,9,17,5,30,26,4,9,16,1,5,9,17,26,5,14,16,8,21,14,4,13,13,6,21,14,5,9,5,0,31,0,0,22,0,21,0,17,0,17,0,30,9,22,10,1,13,16,26,3,15,5,15,5,26,5,15,16,22,12,11,30,0,14,16,26,4,15,1,15,16,26,4,14,5,27,0,26,0,0,31,0,15,4,1.0
5,20,14,9,19,5,30,23,7,8,17,1,8,8,18,23,8,13,17,7,22,13,7,12,15,6,22,13,8,8,8,0,31,0,0,23,0,22,0,18,0,18,0,30,11,23,8,2,15,14,26,3,17,5,17,5,26,4,16,14,23,11,9,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,2.0
4,23,15,8,20,4,30,25,5,7,18,1,6,7,19,25,6,12,18,6,23,12,5,11,15,4,23,12,6,7,6,0,31,0,0,24,0,23,0,19,0,19,0,30,10,21,11,2,13,16,25,4,15,6,15,6,25,5,14,16,23,12,10,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,3.0
3,24,6,19,13,7,30,26,4,12,8,1,5,11,9,26,4,21,8,11,18,22,4,21,8,12,18,22,4,12,5,0,31,0,0,19,0,18,0,9,0,9,0,30,7,26,13,1,12,18,28,3,12,3,13,3,28,3,13,19,19,15,9,26,7,12,19,21,9,13,3,11,18,21,8,12,10,22,2,21,2,2,29,2,12,9,2.0
4,21,15,8,19,5,30,24,6,8,18,1,7,8,19,24,7,12,18,7,22,12,6,11,15,5,22,12,7,8,7,0,31,0,0,23,0,22,0,19,0,19,0,30,10,21,9,2,13,15,25,3,16,6,16,6,25,6,16,15,23,12,11,30,1,13,16,26,3,15,1,15,16,26,4,14,5,27,0,26,0,0,31,0,15,4,3.0
3,24,9,12,17,5,30,26,4,9,13,1,5,9,14,26,4,16,14,9,21,17,4,16,11,7,21,17,5,9,5,0,31,0,0,22,0,21,0,14,0,14,0,30,8,21,13,2,11,18,25,4,13,6,13,6,25,6,13,18,22,14,9,28,2,12,18,24,5,13,2,13,18,25,5,12,6,26,1,25,1,1,30,0,13,5,2.0
4,23,14,9,20,4,30,25,5,7,17,1,6,7,18,25,6,13,18,7,23,13,5,12,14,4,23,13,6,7,6,0,31,0,0,24,0,23,0,18,0,18,0,30,11,20,10,3,14,15,24,5,16,7,16,7,24,5,14,15,23,12,10,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,3.0
4,21,14,9,19,5,30,24,6,8,17,1,7,8,18,24,7,13,17,7,22,13,6,12,15,6,22,13,7,8,7,0,31,0,0,23,0,22,0,18,0,18,0,30,11,21,8,2,14,14,25,3,17,6,17,6,25,5,16,14,23,12,10,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,3.0
3,24,13,8,18,4,30,26,4,8,17,1,5,8,18,26,5,13,16,6,22,13,4,12,14,5,22,13,5,8,5,0,31,0,0,23,0,22,0,18,0,18,0,30,10,21,11,2,13,16,25,4,15,6,15,6,25,5,14,16,24,14,9,28,0,12,18,26,3,13,2,13,18,26,3,12,4,28,1,27,1,0,30,0,13,3,2.0
3,26,5,22,14,7,30,27,3,11,6,1,4,12,7,27,3,23,7,12,19,24,3,23,6,11,18,24,4,12,4,0,31,0,0,19,0,19,0,7,0,7,0,30,7,31,17,0,10,20,31,0,10,0,11,0,31,0,11,21,19,20,4,28,7,7,24,21,9,8,2,7,23,21,9,7,10,22,1,21,1,1,30,1,7,9,3.0
3,24,13,8,19,3,30,26,4,7,17,1,5,7,18,26,5,13,17,6,23,13,4,12,14,4,23,13,5,7,5,0,31,0,0,24,0,23,0,18,0,18,0,30,9,22,10,1,13,16,26,3,15,5,15,5,26,5,15,16,24,12,11,30,0,14,16,27,3,15,1,15,16,27,3,14,4,28,0,27,0,0,31,0,15,3,3.0
4,25,8,13,19,4,30,26,4,7,12,1,5,8,13,26,5,18,12,7,23,18,4,17,12,7,22,18,5,8,5,0,31,0,0,23,0,23,0,13,0,13,0,30,10,29,7,0,17,14,30,1,17,1,17,1,30,1,17,14,22,10,16,30,2,17,13,25,4,19,1,18,12,25,5,18,6,26,0,25,0,0,31,0,18,5,3.0
3,26,7,16,21,1,30,27,3,5,10,1,4,5,11,27,4,20,11,5,25,20,3,19,10,5,25,20,4,5,4,0,31,0,0,26,0,25,0,11,0,11,0,30,13,29,6,0,19,12,30,1,19,1,19,1,30,1,19,12,23,11,15,30,1,16,14,26,3,18,1,17,13,26,4,17,5,27,0,26,0,0,31,0,17,4,3.0
4,23,13,10,20,4,30,25,5,7,16,1,6,7,17,25,6,14,17,7,23,14,5,13,14,5,23,14,6,7,6,0,31,0,0,24,0,23,0,17,0,17,0,30,10,19,11,4,13,16,23,6,15,8,15,8,23,6,13,16,23,13,9,30,1,13,18,26,4,14,1,13,17,26,4,13,5,27,0,26,0,0,31,0,13,4,1.0
3,24,10,13,17,5,30,26,4,9,13,1,5,9,14,26,4,16,14,9,21,17,4,16,10,6,21,17,5,9,5,0,31,0,0,22,0,21,0,14,0,14,0,30,8,20,13,3,11,18,24,5,13,7,13,7,24,6,12,18,22,14,8,28,0,12,19,25,4,13,2,12,18,25,4,12,5,27,1,26,1,0,30,0,12,4,3.0
3,24,7,16,18,4,30,26,4,8,10,1,5,8,11,26,4,19,11,8,22,20,4,19,8,6,22,20,5,8,5,0,31,0,0,23,0,22,0,11,0,11,0,30,7,24,15,1,10,19,27,3,11,4,12,4,27,4,12,20,22,15,7,28,0,11,20,25,4,12,2,11,19,25,4,11,5,27,1,26,1,0,30,0,11,4,2.0
3,26,8,15,19,4,30,27,3,7,11,1,4,8,12,27,4,19,12,8,23,19,3,18,11,7,22,19,4,8,4,0,31,0,0,23,0,23,0,12,0,12,0,30,10,29,7,0,17,14,30,1,17,1,17,1,30,1,17,14,22,11,15,30,2,16,14,25,4,18,1,17,13,25,5,17,6,26,0,25,0,0,31,0,17,5,3.0
5,20,14,9,19,5,30,23,7,8,17,1,8,8,18,23,8,13,17,7,22,13,7,12,15,6,22,13,8,8,8,0,31,0,0,23,0,22,0,18,0,18,0,30,11,21,8,2,14,14,25,3,17,6,17,6,25,5,16,14,23,13,8,30,1,12,18,26,4,13,1,13,18,26,4,12,5,27,0,26,0,0,31,0,13,4,1.0
4,23,11,12,18,6,30,25,5,9,14,1,6,9,15,25,6,16,15,9,21,16,5,15,13,8,21,16,6,9,6,0,31,0,0,22,0,21,0,15,0,15,0,30,11,22,8,1,14,14,26,2,17,5,17,5,26,4,16,14,23,11,11,30,1,14,16,26,3,16,1,15,15,26,4,15,5,27,0,26,0,0,31,0,15,4,3.0
4,21,12,11,19,5,30,24,6,8,15,1,7,8,16,24,7,15,16,8,22,15,6,14,14,7,22,15,7,8,7,0,31,0,0,23,0,22,0,16,0,16,0,30,10,20,9,3,13,15,24,4,16,7,16,7,24,7,16,15,23,12,10,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,3.0
3,24,12,9,18,4,30,26,4,8,16,1,5,8,17,26,5,14,16,7,22,14,4,13,13,5,22,14,5,8,5,0,31,0,0,23,0,22,0,17,0,17,0,30,7,20,14,3,10,19,24,5,12,7,12,7,24,7,12,19,22,12,10,30,0,13,17,26,3,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,3.0
3,26,7,16,21,3,30,27,3,6,10,1,4,6,11,27,4,20,11,6,24,20,3,19,10,6,24,20,4,6,4,0,31,0,0,25,0,24,0,11,0,11,0,30,12,31,7,0,18,13,31,0,18,0,18,0,31,0,18,13,22,14,12,30,2,13,17,25,4,15,1,14,16,25,5,14,6,26,0,25,0,0,31,0,14,5,3.0
4,25,9,12,20,4,30,26,4,7,13,1,5,7,14,26,5,17,14,7,23,17,4,16,13,7,23,17,5,7,5,0,31,0,0,24,0,23,0,14,0,14,0,30,17,29,6,0,21,10,30,1,21,1,21,1,30,1,21,10,23,11,13,30,1,15,15,26,3,17,1,16,14,26,4,16,5,27,0,26,0,0,31,0,16,4,3.0
3,24,12,9,19,3,30,26,4,7,16,1,5,7,17,26,5,14,17,7,23,14,4,13,13,4,23,14,5,7,5,0,31,0,0,24,0,23,0,17,0,17,0,30,9,22,10,1,13,16,26,3,15,5,15,5,26,5,15,16,24,12,11,28,0,14,16,26,3,15,2,15,16,26,3,14,4,28,1,27,1,0,30,0,15,3,3.0
4,21,14,9,20,4,30,24,6,7,17,1,7,7,18,24,7,13,17,6,23,13,6,12,15,5,23,13,7,7,7,0,31,0,0,24,0,23,0,18,0,18,0,30,11,20,8,3,14,14,24,4,17,7,17,7,24,6,16,14,23,12,12,30,1,15,16,26,4,16,1,15,15,26,4,15,5,27,0,26,0,0,31,0,15,4,3.0
3,24,13,8,19,5,30,26,4,8,17,1,5,8,18,26,5,13,17,7,22,13,4,12,14,5,22,13,5,8,5,0,31,0,0,23,0,22,0,18,0,18,0,30,10,22,9,1,14,15,26,3,16,5,16,5,26,5,16,15,24,12,11,30,0,14,16,27,3,15,1,15,16,27,3,14,4,28,0,27,0,0,31,0,15,3,3.0
3,24,7,16,18,4,30,26,4,8,10,1,5,8,11,26,4,19,11,8,22,20,4,19,8,6,22,20,5,8,5,0,31,0,0,23,0,22,0,11,0,11,0,30,7,27,15,0,11,19,29,2,11,2,12,2,29,2,12,20,21,14,8,28,1,11,19,24,4,13,2,12,18,24,5,12,6,26,1,25,1,0,30,0,12,5,1.0
4,21,13,10,18,6,30,24,6,9,16,1,7,9,17,24,7,14,17,9,21,14,6,13,14,7,21,14,7,9,7,0,31,0,0,22,0,21,0,17,0,17,0,30,11,21,8,2,14,14,25,3,17,6,17,6,25,5,16,14,23,11,11,30,1,15,16,26,4,16,1,15,15,26,4,15,5,27,0,26,0,0,31,0,15,4,2.0
3,24,7,18,15,7,30,26,4,11,9,1,5,10,10,26,4,20,9,10,19,21,4,20,9,11,19,21,4,11,5,0,31,0,0,20,0,19,0,10,0,10,0,30,7,27,13,0,12,18,29,2,12,2,13,2,29,2,13,19,19,15,9,26,7,12,19,21,9,13,3,11,18,21,8,12,10,22,2,21,2,2,29,2,12,9,2.0
3,24,7,18,14,8,30,26,4,12,9,1,5,11,10,26,4,20,9,11,18,21,4,20,9,12,18,21,4,12,5,0,31,0,0,19,0,18,0,10,0,10,0,30,7,29,13,0,12,18,30,1,12,1,13,1,30,1,13,19,19,15,9,26,7,12,19,21,9,13,3,11,18,21,8,12,10,22,2,21,2,2,29,2,12,9,3.0
3,26,6,19,14,8,30,27,3,12,8,1,4,12,9,27,3,21,9,12,18,22,3,21,8,12,18,22,4,12,4,0,31,0,0,19,0,18,0,9,0,9,0,30,8,31,12,0,13,17,31,0,13,0,14,0,31,0,14,18,18,19,5,26,8,8,23,20,10,9,3,7,22,20,9,8,11,21,2,20,2,2,29,2,8,10,3.0
3,26,6,21,17,1,30,27,3,7,7,1,4,7,8,27,4,23,8,7,23,23,3,22,7,7,23,23,4,7,4,0,31,0,0,24,0,23,0,8,0,8,0,30,7,31,9,0,14,16,31,0,14,0,15,0,31,0,15,17,21,17,5,28,5,9,22,23,7,10,2,9,21,23,7,9,8,24,1,23,1,1,30,1,9,7,3.0
3,24,7,20,14,8,30,26,4,12,8,1,5,11,9,26,4,21,8,11,18,22,4,21,8,12,18,22,4,12,5,0,31,0,0,19,0,18,0,9,0,9,0,30,5,29,15,0,10,20,30,1,10,1,11,1,30,1,11,21,18,17,7,26,8,10,21,20,10,11,3,9,20,20,9,10,11,21,2,20,2,2,29,2,10,10,3.0
3,24,7,18,15,9,30,26,4,12,9,1,5,11,10,26,4,20,9,11,18,21,4,20,9,12,18,21,4,12,5,0,31,0,0,19,0,18,0,10,0,10,0,30,7,27,13,0,12,18,29,2,12,2,13,2,29,2,13,19,19,16,9,26,7,11,19,21,9,12,3,11,19,21,8,11,10,22,2,21,2,2,29,2,12,9,1.0
3,24,8,15,17,5,30,26,4,9,11,1,5,9,12,26,4,18,11,8,21,19,4,18,9,7,21,19,5,9,5,0,31,0,0,22,0,21,0,12,0,12,0,30,7,28,14,1,12,19,29,2,12,2,12,2,29,2,12,19,22,14,9,28,2,12,18,24,5,13,2,13,18,25,5,12,6,26,1,25,1,1,30,0,13,5,2.0
4,25,7,16,19,4,30,26,4,7,10,1,5,8,11,26,5,20,11,8,23,20,4,19,10,7,22,20,5,8,5,0,31,0,0,23,0,23,0,11,0,11,0,30,13,31,6,0,19,12,31,0,19,0,19,0,31,0,19,12,23,14,12,30,1,13,17,26,3,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,3.0
3,26,5,22,14,8,30,27,3,12,6,1,4,12,7,27,3,23,7,12,18,24,3,23,6,12,18,24,4,12,4,0,31,0,0,19,0,18,0,7,0,7,0,30,8,31,16,0,11,19,31,0,11,0,12,0,31,0,12,20,19,20,4,26,7,7,24,21,9,8,3,7,23,21,9,7,10,22,2,21,2,2,29,2,7,9,1.0
4,21,13,10,18,6,30,24,6,9,16,1,7,9,17,24,7,14,17,9,21,14,6,13,14,7,21,14,7,9,7,0,31,0,0,22,0,21,0,17,0,17,0,30,11,21,8,2,15,14,25,4,17,6,17,6,25,5,16,14,23,10,10,30,1,14,16,26,3,16,1,15,15,26,4,15,5,27,0,26,0,0,31,0,15,4,1.0
3,26,6,21,16,2,30,27,3,8,7,1,4,8,8,27,4,23,8,8,22,23,3,22,7,8,22,23,4,8,4,0,31,0,0,23,0,22,0,8,0,8,0,30,11,31,9,0,16,14,31,0,16,0,17,0,31,0,17,15,19,17,5,28,7,9,22,21,9,10,2,9,21,21,9,9,10,22,1,21,1,1,30,1,9,9,3.0
4,25,11,12,19,5,30,26,4,8,14,1,5,8,15,26,5,16,15,8,22,16,4,15,13,7,22,16,5,8,5,0,31,0,0,23,0,22,0,15,0,15,0,30,17,28,6,1,21,10,29,2,21,2,21,2,29,2,21,10,24,11,15,30,0,16,14,27,2,18,1,17,13,27,3,17,4,28,0,27,0,0,31,0,17,3,3.0
3,24,10,11,15,7,30,26,4,11,14,1,5,11,15,26,5,16,13,9,19,16,4,15,12,9,19,16,5,11,5,0,31,0,0,20,0,19,0,15,0,15,0,30,9,20,10,3,13,16,24,5,15,7,15,7,24,7,15,16,22,9,14,30,0,16,13,26,3,18,1,17,13,26,3,17,5,27,0,26,0,0,31,0,18,4,1.0
3,24,6,19,15,7,30,26,4,11,8,1,5,11,9,26,4,21,9,11,19,22,4,21,8,11,19,22,5,11,5,0,31,0,0,20,0,19,0,9,0,9,0,30,9,29,11,0,14,16,30,1,14,1,15,1,30,1,15,17,18,16,8,26,8,11,20,20,10,12,3,10,19,20,9,11,11,21,2,20,2,2,29,2,11,10,3.0
3,24,7,18,17,5,30,26,4,9,9,1,5,9,10,26,4,20,9,8,21,21,4,20,8,8,21,21,5,9,5,0,31,0,0,22,0,21,0,10,0,10,0,30,7,29,14,0,12,19,30,1,12,1,12,1,30,1,12,19,20,14,9,26,6,12,18,22,8,13,3,13,18,22,8,12,9,23,2,22,2,2,29,2,13,8,2.0
3,26,7,18,13,9,30,27,3,13,9,1,4,12,10,27,3,20,9,12,17,21,3,20,8,12,17,21,3,13,4,0,31,0,0,18,0,17,0,10,0,10,0,30,7,31,13,0,12,18,31,0,12,0,13,0,31,0,13,19,18,19,5,26,8,8,23,20,10,9,3,7,22,20,9,8,11,21,2,20,2,2,29,2,8,10,3.0
3,26,6,19,17,2,30,27,3,7,8,1,4,8,9,27,4,22,8,7,23,22,3,21,8,7,22,22,4,8,4,0,31,0,0,23,0,23,0,9,0,9,0,30,5,31,13,0,11,19,31,0,11,0,12,0,31,0,12,20,24,20,6,28,4,9,23,24,6,9,2,8,22,25,5,9,6,26,2,25,1,1,30,0,8,5,1.0
4,25,11,12,18,6,30,26,4,9,14,1,5,9,15,26,5,16,15,9,21,16,4,15,13,8,21,16,5,9,5,0,31,0,0,22,0,21,0,15,0,15,0,30,13,26,6,1,17,12,28,1,19,3,19,3,28,2,18,12,23,11,11,30,1,15,16,26,4,16,1,15,15,26,4,15,5,27,0,26,0,0,31,0,15,4,2.0
3,26,6,21,21,0,30,27,3,4,7,1,4,5,8,27,4,23,8,5,26,23,3,22,7,4,25,23,4,5,4,0,31,0,0,26,0,26,0,8,0,8,0,30,4,31,12,0,11,19,31,0,11,0,12,0,31,0,12,20,22,16,8,28,4,11,20,23,6,12,2,11,19,24,6,11,7,25,1,24,1,1,30,0,11,6,3.0
3,24,7,18,16,6,30,26,4,10,9,1,5,9,10,26,4,20,9,9,20,21,4,20,9,10,20,21,4,10,5,0,31,0,0,21,0,20,0,10,0,10,0,30,6,27,16,0,10,20,29,2,10,2,11,2,29,2,11,21,19,14,6,26,7,11,20,21,9,12,3,10,19,21,8,11,10,22,2,21,2,2,29,2,11,9,3.0
3,26,5,22,15,4,30,27,3,9,6,1,4,10,7,27,4,24,6,9,21,24,3,23,6,9,20,24,4,10,4,0,31,0,0,21,0,21,0,7,0,7,0,30,8,31,14,0,12,18,31,0,12,0,13,0,31,0,13,19,21,22,4,28,5,7,25,23,8,7,2,6,24,23,7,7,8,24,2,23,1,1,30,1,6,7,3.0
3,26,6,19,14,8,30,27,3,12,8,1,4,12,9,27,3,21,9,12,18,22,3,21,8,12,18,22,4,12,4,0,31,0,0,19,0,18,0,9,0,9,0,30,10,31,10,0,15,15,31,0,15,0,16,0,31,0,16,16,19,19,5,26,7,8,23,21,9,9,3,8,22,21,9,8,10,22,2,21,2,2,29,2,8,9,3.0
3,24,7,16,17,5,30,26,4,9,10,1,5,9,11,26,4,19,11,9,21,20,4,19,8,7,21,20,5,9,5,0,31,0,0,22,0,21,0,11,0,11,0,30,8,25,13,2,12,18,27,3,13,4,13,4,27,4,13,18,21,13,9,28,3,13,18,23,6,14,2,13,17,24,6,13,7,25,1,24,1,1,30,0,13,6,3.0
3,24,7,18,19,5,30,26,4,8,9,1,5,8,10,26,4,20,10,8,22,21,4,20,9,8,22,21,5,8,5,0,31,0,0,23,0,22,0,10,0,10,0,30,7,27,16,0,11,20,29,2,11,2,11,2,29,2,11,20,19,16,9,26,7,11,19,21,9,12,3,11,19,21,8,11,10,22,2,21,2,2,29,2,12,9,2.0
3,26,5,22,14,7,30,27,3,11,6,1,4,12,7,27,3,23,7,12,19,24,3,23,6,11,18,24,4,12,4,0,31,0,0,19,0,19,0,7,0,7,0,30,8,31,16,0,11,19,31,0,11,0,12,0,31,0,12,20,19,20,4,28,7,7,24,21,9,8,2,7,23,21,9,7,10,22,1,21,1,1,30,1,7,9,3.0
4,21,14,9,19,5,30,24,6,8,17,1,7,8,18,24,7,13,17,7,22,13,6,12,15,6,22,13,7,8,7,0,31,0,0,23,0,22,0,18,0,18,0,30,10,20,9,3,13,15,24,4,16,7,16,7,24,7,16,15,23,11,13,30,1,16,15,26,4,17,1,16,14,26,4,16,5,27,0,26,0,0,31,0,16,4,3.0
4,25,11,12,20,4,30,26,4,7,14,1,5,7,15,26,5,16,15,7,23,16,4,15,13,6,23,16,5,7,5,0,31,0,0,24,0,23,0,15,0,15,0,30,16,26,5,1,19,10,28,1,21,3,21,3,28,3,21,10,23,11,15,30,1,17,14,26,4,18,1,17,13,26,4,17,5,27,0,26,0,0,31,0,17,4,3.0
4,21,14,9,19,5,30,24,6,8,17,1,7,8,18,24,7,13,17,7,22,13,6,12,15,6,22,13,7,8,7,0,31,0,0,23,0,22,0,18,0,18,0,30,11,21,8,2,14,14,25,3,17,6,17,6,25,5,16,14,23,12,9,30,1,12,17,26,3,14,1,14,17,26,4,13,5,27,0,26,0,0,31,0,14,4,3.0
3,26,7,18,21,0,30,27,3,4,9,1,4,5,10,27,4,21,9,4,26,21,3,20,9,4,25,21,4,5,4,0,31,0,0,26,0,26,0,10,0,10,0,30,9,31,11,0,14,16,31,0,14,0,15,0,31,0,15,17,22,14,10,28,4,12,18,23,5,14,2,13,17,24,6,13,7,25,1,24,1,1,30,0,13,6,3.0
3,26,7,16,22,0,30,27,3,4,10,1,4,4,11,27,4,20,11,4,26,20,3,19,10,4,26,20,4,4,4,0,31,0,0,27,0,26,0,11,0,11,0,30,7,31,9,0,14,16,31,0,14,0,15,0,31,0,15,17,25,17,9,30,1,11,20,27,3,12,1,11,19,27,3,11,4,28,0,27,0,0,31,0,11,3,3.0
5,20,14,9,18,6,30,23,7,9,17,1,8,9,18,23,8,13,17,8,21,13,7,12,15,7,21,13,8,9,8,0,31,0,0,22,0,21,0,18,0,18,0,30,11,23,8,2,15,14,26,3,17,5,17,5,26,4,16,14,23,11,11,30,1,15,16,26,4,16,1,15,15,26,4,15,5,27,0,26,0,0,31,0,15,4,1.0
5,20,14,9,18,6,30,23,7,9,17,1,8,9,18,23,8,13,17,8,21,13,7,12,15,7,21,13,8,9,8,0,31,0,0,22,0,21,0,18,0,18,0,30,11,25,8,2,15,14,27,2,17,4,17,4,27,3,16,14,23,9,11,30,1,15,15,26,3,17,1,16,14,26,4,16,5,27,0,26,0,0,31,0,16,4,1.0
4,25,14,9,20,4,30,26,4,7,17,1,5,7,18,26,5,13,17,6,23,13,4,12,15,5,23,13,5,7,5,0,31,0,0,24,0,23,0,18,0,18,0,30,11,20,10,3,14,15,24,5,16,7,16,7,24,6,15,15,23,12,10,30,1,14,17,26,4,15,1,14,16,26,4,14,5,27,0,26,0,0,31,0,14,4,1.0
