@relation 'Sax dominant'

@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMfed numeric
@attribute o1atLfed numeric
@attribute o1atMeee numeric
@attribute o1atLeee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMggg numeric
@attribute o1atLggg numeric
@attribute o1atMhgf numeric
@attribute o1atLhgf numeric
@attribute o1atMfgg numeric
@attribute o1atLfgg numeric
@attribute o1atMggf numeric
@attribute o1atLggf numeric
@attribute o1atMfee numeric
@attribute o1atLfee numeric
@attribute o1atMdeg numeric
@attribute o1atLdeg numeric
@attribute o1atMegh numeric
@attribute o1atLegh numeric
@attribute o1atMeef numeric
@attribute o1atLeef numeric
@attribute o1atMhij numeric
@attribute o1atLhij numeric
@attribute o1atMjih numeric
@attribute o1atLjih numeric
@attribute o1atLkkk numeric
@attribute o1atMjkk numeric
@attribute o1atLjkk numeric
@attribute o1atMkkj numeric
@attribute o1atLkkj numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMeff numeric
@attribute o1atLeff numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMffg numeric
@attribute o1atLffg numeric
@attribute o1atMfff numeric
@attribute o1atLfff numeric
@attribute o1atMgfe numeric
@attribute o1atLgfe numeric
@attribute o1atMijj numeric
@attribute o1atLijj numeric
@attribute o1atMjji numeric
@attribute o1atLjji numeric
@attribute o1atMghi numeric
@attribute o1atLghi numeric
@attribute o1atMihg numeric
@attribute o1atLihg numeric
@attribute o1atMjjk numeric
@attribute o1atLjjk numeric
@attribute o1atMkjj numeric
@attribute o1atLkjj numeric
@attribute o1atMjjj numeric
@attribute o1atLjjj numeric
@attribute o1atMceg numeric
@attribute o1atLceg numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMegj numeric
@attribute o1atLegj numeric
@attribute o1atMiih numeric
@attribute o1atLiih numeric
@attribute o1atMhgg numeric
@attribute o1atLhgg numeric
@attribute o1atMggh numeric
@attribute o1atLggh numeric
@attribute o1atMjii numeric
@attribute o1atLjii numeric
@attribute o1atMhhg numeric
@attribute o1atLhhg numeric
@attribute o1atMgff numeric
@attribute o1atLgff numeric
@attribute o1atMghh numeric
@attribute o1atLghh numeric
@attribute o1atMihh numeric
@attribute o1atLihh numeric
@attribute o1atMgjk numeric
@attribute o1atLgjk numeric
@attribute o1atMhhh numeric
@attribute o1atLhhh numeric
@attribute o1atMaaa numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdef numeric
@attribute o1atLdef numeric
@attribute o1atMgii numeric
@attribute o1atLgii numeric
@attribute o1atMiii numeric
@attribute o1atLiii numeric
@attribute o1atMfgi numeric
@attribute o1atLfgi numeric
@attribute o1atMiij numeric
@attribute o1atLiij numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMffe numeric
@attribute o1atLffe numeric
@attribute o1atMefg numeric
@attribute o1atLefg numeric
@attribute o1atMijk numeric
@attribute o1atLijk numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMceh numeric
@attribute o1atLceh numeric
@attribute o1atMhkk numeric
@attribute o1atLhkk numeric
@attribute o1atMehk numeric
@attribute o1atLehk numeric
@attribute o1atMdgi numeric
@attribute o1atLdgi numeric
@attribute o1atMgik numeric
@attribute o1atLgik numeric
@attribute o1atMikk numeric
@attribute o1atLikk numeric
@attribute o1atMcdg numeric
@attribute o1atLcdg numeric
@attribute o1atMhgh numeric
@attribute o1atLhgh numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbdg numeric
@attribute o1atLbdg numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMghg numeric
@attribute o1atLghg numeric
@attribute o1atMgij numeric
@attribute o1atLgij numeric
@attribute o1atMcdf numeric
@attribute o1atLcdf numeric
@attribute o1atMdfg numeric
@attribute o1atLdfg numeric
@attribute o1atMfef numeric
@attribute o1atLfef numeric
@attribute o1atMefe numeric
@attribute o1atLefe numeric
@attribute o1atMegi numeric
@attribute o1atLegi numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcei numeric
@attribute o1atLcei numeric
@attribute o1atMeik numeric
@attribute o1atLeik numeric
@attribute o1atMehj numeric
@attribute o1atLehj numeric
@attribute o1atMhjk numeric
@attribute o1atLhjk numeric
@attribute o1atMghj numeric
@attribute o1atLghj numeric
@attribute o1atMdgj numeric
@attribute o1atLdgj numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbdh numeric
@attribute o1atLbdh numeric
@attribute o1atMdhj numeric
@attribute o1atLdhj numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdhk numeric
@attribute o1atLdhk numeric
@attribute o1atMdeh numeric
@attribute o1atLdeh numeric
@attribute o1atMfgf numeric
@attribute o1atLfgf numeric
@attribute o1atMdfh numeric
@attribute o1atLdfh numeric
@attribute o1atMfhk numeric
@attribute o1atLfhk numeric
@attribute o1atMgfg numeric
@attribute o1atLgfg numeric
@attribute o1atMihi numeric
@attribute o1atLihi numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMfik numeric
@attribute o1atLfik numeric
@attribute o1atMdfi numeric
@attribute o1atLdfi numeric
@attribute o1atMfgh numeric
@attribute o1atLfgh numeric
@attribute o1atMhjj numeric
@attribute o1atLhjj numeric
@attribute o1atMefh numeric
@attribute o1atLefh numeric
@attribute o1atMfhj numeric
@attribute o1atLfhj numeric
@attribute o1atMhhi numeric
@attribute o1atLhhi numeric
@attribute o1atMbdf numeric
@attribute o1atLbdf numeric
@attribute o1atMhii numeric
@attribute o1atLhii numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMgge numeric
@attribute o1atLgge numeric
@attribute o1atMgee numeric
@attribute o1atLgee numeric
@attribute o1atMcef numeric
@attribute o1atLcef numeric
@attribute o1atMfhi numeric
@attribute o1atLfhi numeric
@attribute o1atMfhh numeric
@attribute o1atLfhh numeric
@attribute o1atMbcf numeric
@attribute o1atLbcf numeric
@attribute o1atMcfi numeric
@attribute o1atLcfi numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMfij numeric
@attribute o1atLfij numeric
@attribute o1atMfjk numeric
@attribute o1atLfjk numeric
@attribute o1atMcfj numeric
@attribute o1atLcfj numeric
@attribute o1atMcfh numeric
@attribute o1atLcfh numeric
@attribute o1atMgfd numeric
@attribute o1atLgfd numeric
@attribute o1atMfdd numeric
@attribute o1atLfdd numeric
@attribute o1atMbcg numeric
@attribute o1atLbcg numeric
@attribute o1atMcgj numeric
@attribute o1atLcgj numeric
@attribute o1atMcdh numeric
@attribute o1atLcdh numeric
@attribute o1atMddf numeric
@attribute o1atLddf numeric
@attribute o1atMdfj numeric
@attribute o1atLdfj numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMkji numeric
@attribute o1atLkji numeric
@attribute o1atMeeg numeric
@attribute o1atLeeg numeric
@attribute o1atMjkj numeric
@attribute o1atLjkj numeric
@attribute o1atMkjk numeric
@attribute o1atLkjk numeric
@attribute o1atMhih numeric
@attribute o1atLhih numeric
@attribute o1atMffh numeric
@attribute o1atLffh numeric
@attribute o1atMjig numeric
@attribute o1atLjig numeric
@attribute o1atMigf numeric
@attribute o1atLigf numeric
@attribute o1atMefi numeric
@attribute o1atLefi numeric
@attribute o1atMfdc numeric
@attribute o1atLfdc numeric
@attribute o1atMhge numeric
@attribute o1atLhge numeric
@attribute o1atMggi numeric
@attribute o1atLggi numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMhik numeric
@attribute o1atLhik numeric
@attribute o1atMiig numeric
@attribute o1atLiig numeric
@attribute o1atMfeg numeric
@attribute o1atLfeg numeric
@attribute o1atMegg numeric
@attribute o1atLegg numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMfec numeric
@attribute o1atLfec numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMacf numeric
@attribute o1atLacf numeric
@attribute o1atMiji numeric
@attribute o1atLiji numeric
@attribute o1atMehi numeric
@attribute o1atLehi numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMged numeric
@attribute o1atLged numeric
@attribute o1atMjij numeric
@attribute o1atLjij numeric
@attribute o1atMihf numeric
@attribute o1atLihf numeric
@attribute o1atMhfe numeric
@attribute o1atLhfe numeric
@attribute o1atMdgh numeric
@attribute o1atLdgh numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
22,82,9,68,10,83,9,83,37,44,42,53,37,55,24,68,23,67,36,54,70,23,68,22,67,23,68,24,45,44,36,25,49,21,44,44,74,15,76,16,11,81,11,81,12,26,66,9,84,9,84,24,66,8,86,48,41,35,57,35,55,33,64,25,56,26,57,10,82,67,24,66,37,49,25,76,14,78,15,71,17,72,18,80,11,80,13,79,14,25,26,10,57,49,16,76,17,71,22,71,20,77,16,72,21,67,25,71,20,75,18,72,12,74,20,4,5,88,5,88,36,44,71,17,76,16,68,17,76,14,6,87,6,84,49,40,48,25,77,11,24,56,37,53,26,22,76,12,50,13,37,18,72,12,78,11,25,26,72,20,6,87,10,26,9,68,70,21,71,15,25,45,36,25,48,38,43,45,49,18,25,64,26,18,50,12,49,16,75,12,71,15,37,16,6,68,10,22,37,16,33,56,37,13,37,21,66,24,37,21,69,12,68,23,75,16,10,68,6,86,69,12,37,18,68,20,74,15,49,21,68,15,74,17,10,45,74,17,8,84,49,24,45,25,25,45,68,17,68,20,10,45,26,18,22,68,68,15,69,12,26,16,26,21,37,25,35,44,10,26,26,16,25,22,35,44,37,16,6,57,5,84,78,13,44,25,79,12,81,11,74,18,68,20,72,16,68,18,49,18,26,44,49,22,71,17,10,56,75,12,72,17,48,24,48,24,6,84,26,44,10,57,6,45,76,15,49,18,4,88,37,25,77,14,68,18,49,22,37,21,5.0
27,85,7,61,7,86,6,86,47,28,64,42,46,44,30,61,30,60,47,44,67,25,67,25,66,25,66,26,65,27,48,27,65,25,64,27,70,20,70,21,15,77,16,77,16,33,58,6,87,6,87,32,58,5,94,64,27,45,46,46,46,43,55,33,47,33,46,7,85,66,25,65,26,66,27,72,20,73,20,68,23,69,24,76,16,76,17,75,19,33,27,7,47,66,21,70,23,68,24,67,24,72,21,68,24,66,26,67,24,69,23,69,17,68,23,0,0,94,0,94,47,28,68,23,71,22,67,23,72,20,0,94,0,87,65,27,65,26,73,17,30,47,48,42,33,25,70,16,66,17,48,24,69,17,73,16,33,27,68,23,0,94,7,27,6,61,67,25,69,21,33,28,48,26,65,26,64,28,66,24,33,55,33,24,66,17,66,21,70,17,68,21,48,21,0,61,7,25,48,21,43,46,48,17,48,25,65,26,48,25,67,17,67,25,70,22,7,61,0,94,67,17,48,24,66,24,70,20,65,25,67,21,69,22,7,28,69,22,5,87,66,26,65,27,33,28,67,23,66,24,7,28,33,24,27,61,67,21,67,17,33,21,33,25,47,27,45,28,7,27,33,21,33,25,46,28,48,21,0,47,0,87,73,17,65,26,75,17,77,15,68,23,66,24,69,21,67,24,65,24,33,28,66,25,68,23,7,47,70,17,69,23,66,25,65,26,0,87,33,28,7,46,0,28,71,21,66,23,0,94,47,27,73,19,67,24,66,25,48,25,5.0
18,87,5,73,5,88,5,88,48,33,57,39,48,42,19,71,20,73,48,42,73,23,67,19,66,24,67,25,59,33,49,27,60,19,58,32,75,14,76,15,10,82,10,82,11,20,69,4,89,4,89,22,70,3,94,59,31,45,44,46,45,43,67,23,46,21,45,5,87,65,25,63,29,61,27,77,14,79,14,74,17,75,18,81,10,81,12,80,13,23,27,5,46,61,15,76,17,74,19,73,18,78,15,74,18,65,26,73,18,75,17,75,11,74,17,0,0,94,0,94,48,33,74,17,77,16,67,17,77,14,0,94,0,89,60,31,60,26,78,11,20,46,49,40,23,19,76,11,61,12,49,18,75,12,79,11,23,27,74,17,0,94,5,27,4,73,73,19,74,15,23,33,49,26,60,29,57,33,61,18,22,68,23,18,61,12,61,15,76,11,74,15,49,15,0,73,5,19,49,15,43,45,49,12,49,19,63,26,49,19,67,12,67,23,76,16,5,71,0,94,67,12,49,18,66,18,75,14,60,19,67,15,75,16,5,33,75,16,3,89,61,25,59,27,23,33,67,17,66,18,5,33,23,18,18,72,67,15,67,11,23,15,23,19,48,27,45,33,5,27,23,15,23,19,46,33,49,15,0,46,0,89,79,12,59,26,80,11,82,10,74,17,65,18,75,15,67,18,60,18,21,33,61,19,74,17,5,46,76,11,75,17,61,25,60,25,0,89,21,33,5,45,0,33,77,15,61,17,0,94,48,27,78,13,67,18,61,19,49,19,2.0
19,83,8,71,9,84,8,84,38,40,50,52,38,54,21,71,20,70,37,53,67,28,62,23,60,29,62,30,52,40,37,31,52,22,51,39,78,12,79,13,9,83,9,83,10,23,69,8,85,8,84,21,69,7,86,52,38,36,56,36,54,34,67,22,55,23,56,9,83,59,30,58,36,54,32,79,12,81,12,70,13,71,15,82,9,82,11,81,11,22,32,9,56,53,13,78,14,69,23,68,21,80,12,71,21,60,31,69,20,78,15,71,10,77,19,4,5,88,5,88,37,39,70,13,79,13,61,13,79,12,6,87,6,85,53,38,52,31,80,10,21,55,38,52,22,23,79,10,53,11,38,14,71,10,81,10,22,32,70,19,5,87,9,32,8,71,67,22,70,12,22,40,37,31,53,36,50,40,53,14,22,67,23,15,54,11,53,13,79,10,70,12,38,13,6,71,9,23,38,13,34,55,38,11,37,22,58,31,37,22,61,10,61,28,79,13,9,71,6,86,62,10,38,14,60,21,78,12,52,22,61,12,78,13,9,40,78,13,7,85,54,30,52,32,22,40,61,13,60,20,9,40,23,14,19,71,61,12,62,10,23,13,22,22,38,32,36,40,9,32,23,13,22,23,36,39,38,13,6,56,5,85,81,11,51,31,81,10,83,9,77,14,59,21,71,13,62,15,53,14,23,40,54,23,69,13,9,55,79,10,71,14,53,30,52,30,6,85,23,40,9,56,6,40,79,13,53,14,4,88,38,32,80,11,62,15,54,23,37,22,3.0
22,77,12,70,13,79,12,79,38,34,56,51,38,53,23,68,23,69,38,52,70,22,70,22,68,22,70,23,58,34,38,23,59,21,57,33,73,16,74,17,11,81,12,81,12,23,67,11,81,11,81,24,68,9,94,58,32,36,54,37,54,34,66,25,55,24,55,13,77,68,22,68,30,60,24,76,15,77,16,71,19,72,20,80,12,80,13,79,15,25,24,13,56,59,17,74,19,71,22,71,20,76,17,71,21,69,24,71,20,73,19,72,13,72,20,0,0,94,0,94,38,33,71,19,75,18,69,19,76,15,0,94,0,81,60,32,58,23,77,12,24,55,39,51,26,22,74,12,60,13,39,20,72,13,77,12,25,24,72,20,0,94,13,24,11,70,70,21,72,16,25,34,38,23,59,30,56,34,59,20,24,66,26,20,60,13,60,17,74,13,72,16,39,17,0,70,13,22,39,17,34,54,39,13,39,21,68,23,39,21,70,13,69,22,73,18,13,68,0,94,70,13,39,20,69,20,73,16,59,21,70,16,72,19,13,34,72,19,9,81,60,23,58,24,25,34,69,19,69,20,13,34,26,20,22,69,70,16,70,13,26,17,26,21,38,24,36,34,13,24,26,17,25,22,37,33,39,17,0,56,0,81,77,13,57,23,79,13,81,11,72,20,69,20,72,17,70,20,59,20,24,34,60,22,71,19,13,55,73,13,72,19,59,22,58,23,0,81,24,34,13,55,0,34,75,16,59,20,0,94,38,24,77,15,70,20,60,22,39,21,4.0
26,85,7,64,7,86,7,86,40,37,52,50,40,51,28,64,28,64,41,52,72,26,64,20,63,27,64,28,54,37,42,30,56,20,54,37,75,14,76,15,10,82,10,82,11,29,62,6,87,6,87,29,62,5,94,55,35,39,51,40,53,38,60,30,54,30,52,7,85,62,28,60,33,56,30,77,14,79,14,73,17,74,18,81,10,81,12,80,13,30,30,7,54,57,15,76,17,73,20,72,19,78,15,74,19,62,29,72,19,75,18,74,11,74,18,0,0,94,0,94,41,38,73,17,77,16,64,17,77,14,0,94,0,87,55,35,56,29,78,11,28,54,41,50,30,20,76,11,57,12,42,18,74,12,79,11,30,30,73,18,0,94,7,30,6,64,72,20,73,15,30,38,42,29,56,33,52,37,57,18,30,60,30,18,57,12,57,15,76,11,73,15,42,15,0,64,7,20,42,15,38,53,42,12,42,20,60,29,42,20,64,12,64,26,76,16,7,64,0,94,64,12,42,18,63,19,75,14,56,20,64,15,75,16,7,38,75,16,5,87,56,28,54,30,30,38,64,17,63,19,7,38,30,18,26,64,64,15,64,11,30,15,30,20,40,30,39,37,7,30,30,15,30,20,40,38,42,15,0,54,0,87,79,12,55,29,80,11,82,10,74,17,62,19,74,15,64,18,56,18,30,37,56,20,73,17,7,54,76,11,74,17,57,28,56,28,0,87,30,37,7,52,0,38,77,15,57,17,0,94,40,30,78,13,64,18,56,20,42,20,4.0
24,85,7,64,7,86,7,86,49,28,64,41,48,44,27,65,26,64,46,42,67,25,67,25,65,25,67,26,65,27,46,26,65,24,64,27,70,20,71,21,14,78,15,78,15,30,62,6,87,6,87,27,61,5,94,64,27,46,47,45,43,43,59,28,44,30,47,7,85,65,25,65,26,66,27,72,19,73,20,68,22,69,23,77,15,77,16,76,19,28,27,7,45,65,21,71,22,68,25,68,23,72,21,68,24,66,26,68,23,70,22,69,16,69,23,0,0,94,0,94,46,27,68,22,71,21,66,22,72,19,0,94,0,87,65,27,64,26,73,15,27,45,48,41,29,25,71,15,66,16,47,23,69,16,73,15,28,27,69,23,0,94,7,27,6,64,67,24,69,20,28,28,46,26,65,26,64,28,65,23,29,59,29,23,66,16,66,21,71,16,69,20,47,21,0,64,7,25,47,21,43,45,47,16,47,24,65,26,47,24,67,16,66,25,70,21,7,65,0,94,67,16,47,23,66,23,70,20,65,24,67,20,69,22,7,28,69,22,5,87,66,26,65,27,28,28,66,22,66,23,7,28,29,23,24,64,67,20,67,16,29,21,29,24,49,27,46,28,7,27,29,21,28,25,45,27,47,21,0,45,0,87,73,16,64,26,76,16,78,14,69,23,66,23,69,21,67,23,65,23,30,28,66,25,68,22,7,44,70,16,69,22,65,25,64,26,0,87,30,28,7,47,0,28,71,20,65,23,0,94,49,27,73,19,67,23,66,25,47,24,5.0
16,79,13,76,13,80,12,80,24,29,61,68,24,69,17,76,17,75,23,69,75,19,73,17,72,19,73,20,63,29,24,21,64,17,62,28,80,10,80,9,8,86,9,84,8,18,75,12,81,12,81,17,75,11,88,63,27,23,70,23,69,22,74,18,70,18,70,13,79,72,19,71,25,65,21,84,10,83,9,76,13,77,14,85,9,84,8,84,9,18,21,13,70,65,11,80,13,76,17,75,16,83,9,77,16,72,21,75,16,79,14,77,10,78,15,2,3,90,3,90,23,29,76,13,83,12,73,13,84,10,4,89,4,81,65,27,64,20,85,10,17,70,24,68,18,17,80,9,65,10,24,14,77,10,85,9,18,21,76,15,4,89,13,21,12,76,75,17,77,11,18,29,24,20,64,25,61,29,65,14,18,74,18,14,65,10,65,11,80,10,76,11,24,11,4,76,13,17,24,11,22,70,24,10,24,17,71,20,24,17,73,10,73,19,80,12,13,76,4,88,73,10,24,14,72,16,80,10,64,17,73,11,79,12,13,29,79,12,11,81,65,20,63,21,18,29,73,13,72,16,13,29,18,14,16,76,73,11,73,10,18,11,18,17,24,21,23,29,13,21,18,11,18,17,23,29,24,11,4,70,3,81,83,8,63,20,84,9,85,8,78,13,72,16,77,9,73,14,64,14,18,29,65,17,76,13,13,70,80,10,77,13,65,19,64,20,4,81,18,29,13,70,4,29,83,10,65,13,2,90,24,21,84,9,73,14,65,17,24,17,1.0
12,84,8,80,8,85,8,85,49,21,71,41,49,43,13,80,13,80,48,43,76,17,75,16,74,17,75,18,72,21,49,19,73,16,71,20,81,13,80,12,11,83,12,81,11,14,79,7,86,7,86,13,79,6,94,71,20,47,45,47,44,45,78,14,45,14,45,8,84,74,17,73,19,73,19,81,12,80,12,77,14,78,12,82,12,81,11,81,12,14,19,8,45,73,14,80,12,77,16,77,15,80,12,78,15,74,19,77,15,80,12,78,13,80,14,0,0,94,0,94,48,21,77,13,80,12,75,14,81,12,0,94,0,86,73,20,72,18,82,12,13,45,49,41,14,16,82,12,73,13,49,14,78,13,82,12,14,19,78,14,0,94,8,19,7,80,76,16,78,13,14,21,49,18,72,19,71,21,73,14,14,78,14,14,73,13,73,14,82,13,78,14,49,14,0,80,8,16,49,14,45,45,49,13,49,16,73,18,49,16,75,13,75,17,80,12,8,80,0,94,75,13,49,14,75,15,81,13,72,16,75,14,80,13,8,21,80,13,6,86,73,18,72,19,14,21,75,14,75,15,8,21,14,14,12,80,75,13,75,13,14,14,14,16,49,19,47,21,8,19,14,14,14,16,47,21,49,14,0,45,0,86,80,11,72,18,81,12,82,11,80,13,74,15,78,12,75,12,72,14,14,21,73,16,77,14,8,45,81,13,78,12,73,17,72,18,0,86,14,21,8,45,0,21,80,12,73,14,0,94,49,19,81,12,75,12,73,16,49,16,3.0
21,78,13,68,14,79,12,79,35,51,39,55,35,57,23,69,23,67,33,57,66,35,55,25,54,36,55,37,41,51,34,38,42,25,40,49,71,17,72,19,9,83,10,83,10,24,67,13,80,12,79,24,66,12,82,41,48,33,58,32,58,31,65,24,58,25,59,13,78,53,37,51,47,43,39,74,17,75,18,67,21,68,22,82,10,82,11,81,17,25,38,13,59,43,18,72,21,67,25,67,25,74,19,68,24,53,39,67,24,71,22,69,11,70,23,8,9,84,9,84,33,50,67,21,73,20,54,21,74,17,10,83,9,80,43,49,42,37,75,10,23,58,34,55,25,26,72,10,43,11,34,22,68,11,75,10,25,38,68,23,9,83,14,39,13,68,66,25,68,18,24,50,34,38,42,47,39,50,42,21,25,65,25,22,43,11,43,18,72,10,68,18,35,19,10,69,14,26,35,18,31,59,35,11,34,26,51,38,34,26,55,11,55,35,71,20,14,69,10,82,55,11,34,22,54,25,71,17,42,25,55,18,70,20,13,51,70,20,12,80,43,37,41,39,24,50,54,21,54,24,13,51,25,22,21,68,55,18,55,11,25,19,25,26,35,39,33,51,13,39,25,19,25,26,32,50,34,19,10,59,9,80,75,11,41,37,81,11,83,9,70,21,53,25,68,19,55,22,42,21,25,51,43,25,67,21,13,59,71,10,68,21,43,37,42,36,10,80,25,51,14,59,10,51,73,18,42,21,8,84,35,39,75,17,55,22,43,25,34,26,4.0
21,78,13,68,14,79,12,79,33,44,46,57,33,59,23,69,23,67,31,59,64,31,59,28,59,32,59,32,48,44,31,34,49,27,47,42,69,20,70,21,10,82,11,82,11,24,67,13,80,12,80,24,66,12,82,48,41,31,60,30,60,29,65,24,60,25,61,13,78,58,33,57,40,50,33,72,19,73,20,65,23,65,24,81,11,81,12,80,19,24,34,13,61,49,20,70,23,64,28,65,27,72,21,65,27,58,33,65,26,69,24,66,12,68,26,8,9,84,9,84,31,43,65,23,71,22,60,23,72,19,10,83,10,80,50,42,48,33,73,11,23,60,32,57,25,28,70,11,50,12,32,24,66,12,73,11,24,34,66,27,10,83,13,35,13,69,64,27,66,20,24,43,31,34,49,40,46,43,49,23,25,65,25,24,50,12,50,20,70,12,66,20,32,21,10,69,14,29,33,21,29,61,33,12,32,28,57,33,32,28,61,12,59,31,69,22,14,69,10,82,61,12,32,24,60,27,69,20,49,27,61,20,68,23,13,44,68,23,12,80,50,32,48,33,24,43,60,23,60,26,13,44,25,24,21,68,61,20,61,12,25,21,25,28,33,33,31,44,13,35,25,21,25,28,30,43,32,21,10,61,9,80,73,12,47,33,80,12,82,10,68,24,59,27,65,21,59,24,49,23,25,44,50,28,65,23,13,61,69,12,65,23,49,33,48,32,10,80,25,44,14,61,10,44,71,20,49,23,8,84,33,33,73,19,59,24,50,28,32,28,3.0
14,78,13,77,14,79,12,79,25,49,43,64,25,66,15,78,15,76,23,66,60,36,53,30,52,37,53,38,44,49,23,40,44,28,43,47,69,19,71,20,10,82,10,82,11,16,77,13,80,12,79,15,76,12,81,43,47,22,69,21,68,20,76,15,68,16,69,13,78,51,39,49,47,45,40,72,18,74,19,63,22,64,23,81,10,81,12,80,18,15,40,13,69,44,19,71,22,62,30,62,28,73,20,64,28,51,40,63,27,70,23,64,11,69,26,9,10,83,10,83,23,48,63,22,72,21,53,22,72,18,11,82,10,80,45,48,43,39,73,10,15,68,24,65,16,29,71,11,45,11,24,23,64,11,74,10,15,40,64,26,10,82,13,41,13,77,60,29,63,19,15,48,23,40,44,47,43,48,44,22,16,76,16,23,45,11,44,19,70,11,63,19,24,20,11,78,14,30,24,20,21,69,25,12,24,29,49,39,24,29,54,11,53,36,70,21,14,78,11,81,54,11,24,23,53,28,69,19,44,28,53,19,69,22,13,49,69,22,12,80,45,38,44,40,15,48,53,22,53,27,13,49,16,23,14,77,53,19,54,11,16,20,16,29,25,40,22,49,13,41,16,20,16,29,21,48,24,20,11,69,10,80,74,12,43,39,80,11,82,10,69,23,52,28,64,20,53,23,44,22,16,49,45,30,62,22,13,69,70,11,64,22,44,39,43,37,11,80,16,49,14,69,11,49,72,19,44,22,9,83,25,40,73,18,53,23,45,30,24,29,3.0
25,80,12,65,12,81,12,81,40,34,54,50,40,52,27,65,27,65,39,52,71,22,69,21,68,22,69,23,56,34,39,25,59,20,56,35,76,14,77,15,10,82,11,82,11,29,63,11,82,11,82,28,63,10,94,58,33,38,54,38,53,36,61,29,54,29,54,12,80,68,23,67,30,58,24,78,13,79,14,72,16,73,17,81,11,81,12,80,13,29,25,12,54,59,15,77,16,72,21,72,19,78,15,73,20,68,24,72,19,76,17,73,12,75,19,0,0,94,0,94,39,36,72,16,77,15,69,16,78,13,0,94,0,82,58,32,58,24,79,11,27,54,40,50,29,21,77,11,60,12,40,17,73,12,79,11,29,25,73,19,0,94,12,25,11,65,71,20,73,14,29,36,39,24,58,30,54,35,59,17,29,61,29,17,60,12,60,15,77,12,73,14,40,15,0,65,12,21,40,15,36,54,40,12,40,21,67,23,40,20,70,12,69,22,76,15,12,65,0,94,70,12,40,17,69,19,76,14,59,20,70,14,75,16,12,36,75,16,10,82,58,23,56,24,29,36,69,16,69,19,12,36,29,17,25,65,70,14,70,12,29,15,29,20,40,24,38,34,12,25,29,15,29,21,38,36,40,15,0,54,0,82,79,12,56,24,80,12,82,10,75,17,69,19,73,15,69,17,59,17,29,34,58,21,72,16,12,54,76,12,73,16,58,23,58,23,0,82,29,34,12,54,0,36,77,14,59,17,0,94,40,24,79,13,69,17,58,21,40,20,4.0
