@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute destClass {1.0,2.0}

@data
21,21,69,23,68,64,63,66,23,68,22,26,65,27,63,70,16,21,71,25,67,22,69,23,65,29,63,27,64,76,14,14,75,16,67,18,65,26,74,20,78,14,76,15,66,24,29,23,29,16,27,18,27,26,68,16,25,16,29,26,23,65,23,18,25,23,25,65,23,67,23,26,27,24,68,16,29,16,25,26,29,18,23,24,27,22,22,65,23,24,23,64,26,24,23,26,68,15,66,16,2.0
22,25,68,24,67,37,58,39,52,39,52,31,60,31,61,41,8,24,70,30,66,23,68,26,62,32,60,32,59,83,9,7,82,9,39,9,38,53,81,51,85,8,83,8,38,53,32,53,34,9,32,11,31,55,40,9,26,9,32,54,24,60,24,11,26,53,26,60,24,62,24,55,32,53,39,9,33,10,26,54,33,10,24,53,32,52,23,60,24,53,24,59,31,53,26,55,39,8,38,9,1.0
22,26,68,24,67,45,61,47,45,47,44,31,61,32,63,49,9,24,70,31,66,23,68,26,63,32,62,31,61,83,9,7,82,9,47,11,46,46,81,43,85,8,83,8,46,45,33,45,33,9,32,11,32,47,48,10,26,9,33,47,24,61,24,11,26,45,26,62,24,63,24,47,31,45,47,9,33,10,26,47,33,11,24,45,31,44,23,61,24,45,24,61,31,45,26,47,47,8,46,9,2.0
19,23,71,21,70,50,61,51,40,52,39,31,61,32,63,54,13,21,73,31,69,20,71,23,63,33,62,31,61,79,12,11,78,13,52,15,51,42,77,38,81,12,79,12,51,40,33,40,33,13,32,15,32,42,53,14,23,13,33,42,21,61,21,15,23,40,23,62,21,63,21,42,31,40,52,13,33,14,23,42,33,15,21,40,31,39,20,61,21,40,21,61,31,40,23,42,52,12,51,13,2.0
27,29,66,27,65,42,61,46,45,46,44,31,61,32,63,48,12,28,67,31,65,27,65,29,63,32,62,31,61,80,12,10,79,12,45,14,44,47,78,42,82,11,80,11,44,46,33,45,33,12,32,14,32,48,47,13,29,12,33,48,27,61,28,14,29,45,29,62,28,63,28,48,31,46,46,12,33,13,29,48,33,14,27,46,31,44,27,61,27,46,27,61,31,46,29,48,46,11,44,12,1.0
15,17,75,17,74,59,39,61,31,61,30,47,43,48,43,63,16,16,77,45,73,16,75,18,44,50,41,49,41,76,16,14,75,16,61,17,60,32,74,29,78,15,76,15,60,31,50,31,51,16,48,18,48,33,62,17,19,16,50,33,17,43,17,18,19,31,19,42,17,45,17,33,49,31,61,16,51,17,19,33,51,18,17,31,49,30,16,43,17,31,17,41,47,31,18,33,61,15,60,16,1.0
22,26,68,24,67,46,56,50,40,50,40,33,58,33,60,52,9,24,70,32,66,23,68,26,60,33,58,33,57,82,10,8,81,10,49,10,48,41,80,38,84,9,82,9,48,41,34,41,36,10,34,12,33,44,51,10,26,10,34,43,24,58,24,12,26,41,26,58,24,60,24,44,34,42,50,10,35,11,26,43,35,11,24,42,34,40,23,58,24,42,24,57,33,42,26,44,50,9,48,10,2.0
22,26,68,24,67,48,51,50,41,50,41,35,55,35,57,52,15,24,70,33,66,23,68,26,57,36,54,37,53,76,16,14,75,16,50,16,49,41,74,40,78,15,76,15,49,42,37,42,39,16,36,18,35,44,51,16,26,16,37,43,24,55,24,18,26,42,26,54,24,57,24,44,37,42,50,16,38,17,26,43,38,17,24,42,37,41,23,55,24,42,24,53,35,42,26,44,50,15,49,16,2.0
27,28,66,27,65,41,58,43,48,43,48,31,60,31,61,45,12,28,67,30,65,27,65,29,62,32,60,32,59,79,13,11,78,13,43,13,42,49,77,47,81,12,79,12,42,49,32,49,34,13,32,15,31,51,44,13,29,13,32,50,27,60,28,15,29,49,29,60,28,62,28,51,32,49,43,13,33,14,29,50,33,14,27,49,32,48,27,60,27,49,27,59,31,49,29,51,43,12,42,13,1.0
22,25,68,24,67,44,59,48,42,48,42,30,61,30,62,50,12,24,70,29,66,23,68,26,63,31,61,31,60,79,13,11,78,13,47,13,46,44,77,40,81,12,79,12,46,44,31,43,33,13,31,15,30,46,49,13,26,13,31,45,24,61,24,15,26,43,26,61,24,63,24,46,31,44,48,13,32,14,26,45,32,14,24,44,31,42,23,61,24,44,24,60,30,44,26,46,48,12,46,13,2.0
22,25,68,24,67,41,59,44,45,45,45,30,61,30,62,47,11,24,70,29,66,23,68,26,63,31,61,31,60,78,12,9,77,13,44,13,43,47,75,43,81,11,79,11,43,47,31,46,33,12,31,15,30,49,46,13,26,12,31,48,24,61,24,15,26,46,26,61,24,63,24,49,31,47,45,13,32,14,26,48,32,14,24,47,31,45,23,61,24,47,24,60,30,47,26,49,45,11,43,13,1.0
15,19,75,17,74,59,40,60,27,63,27,46,44,46,46,65,19,17,77,44,73,16,75,19,46,48,43,48,42,71,17,16,70,20,62,21,60,29,68,25,74,17,72,18,61,29,49,28,50,19,47,22,47,31,63,19,19,19,49,30,17,44,17,22,19,28,19,43,17,46,17,31,48,29,63,20,50,20,19,30,49,22,17,29,48,27,16,44,17,29,17,42,46,29,19,31,63,18,61,20,2.0
22,25,68,24,67,40,58,42,49,42,49,31,60,31,61,44,13,24,70,30,66,23,68,26,62,32,60,32,59,76,15,11,75,15,42,15,41,50,73,48,79,13,77,13,41,50,32,50,34,14,32,17,31,52,43,15,26,14,32,51,24,60,24,17,26,50,26,60,24,62,24,52,32,50,42,15,33,16,26,51,33,16,24,50,32,49,23,60,24,50,24,59,31,50,26,52,42,13,41,15,1.0
22,26,68,24,67,50,61,52,40,52,39,31,61,32,63,54,10,24,70,31,66,23,68,26,63,33,62,31,61,82,10,8,81,10,52,12,51,42,80,38,84,9,82,9,51,40,33,40,33,10,32,12,32,42,53,11,26,10,33,42,24,61,24,12,26,40,26,62,24,63,24,42,31,40,52,10,33,11,26,42,33,12,24,40,31,39,23,61,24,40,24,61,31,40,26,42,52,9,51,10,2.0
15,17,75,17,74,57,49,61,30,61,29,37,53,38,53,63,16,16,77,35,73,16,75,18,54,40,51,39,51,74,17,13,73,17,60,19,59,32,71,27,77,15,75,15,59,31,41,30,41,16,38,19,38,33,62,18,19,16,41,33,17,53,17,19,19,30,19,52,17,55,17,33,39,31,61,17,41,18,19,33,41,19,17,31,39,29,16,53,17,31,17,51,37,31,18,33,61,15,59,17,2.0
27,28,66,27,65,40,58,42,49,42,49,31,60,31,61,44,4,28,67,30,65,27,65,29,62,32,60,32,59,87,5,3,86,5,42,5,41,50,85,48,89,4,87,4,41,50,32,50,34,5,32,7,31,52,43,5,29,5,32,51,27,60,28,7,29,50,29,60,28,62,28,52,32,50,42,5,33,6,29,51,33,6,27,50,32,49,27,60,27,50,27,59,31,50,29,52,42,4,41,5,1.0
15,17,75,17,74,50,43,56,36,54,36,43,47,43,47,56,13,16,77,41,73,16,75,17,48,44,45,44,45,79,15,11,78,13,53,15,53,37,77,34,81,13,79,12,52,37,47,36,47,13,44,15,44,38,56,15,19,13,46,38,17,47,17,15,19,37,17,46,16,49,17,40,45,38,54,13,47,15,18,39,46,15,17,38,45,36,16,47,17,38,17,45,43,38,18,39,54,12,52,13,2.0
21,24,69,23,68,53,59,56,33,57,33,30,61,30,62,59,18,23,71,29,67,22,69,25,63,31,61,31,60,71,19,16,70,20,56,20,55,35,68,31,74,18,72,18,55,35,31,34,33,19,31,22,30,37,58,20,25,19,31,36,23,61,23,22,25,34,25,61,23,63,23,37,31,35,57,20,32,21,25,36,32,21,23,35,31,33,22,61,23,35,23,60,30,35,25,37,57,18,55,20,1.0
22,26,68,24,67,48,61,50,42,50,41,31,61,32,63,52,13,24,70,31,66,23,68,26,63,32,62,31,61,79,13,11,78,13,50,15,49,43,77,40,81,12,79,12,49,42,33,42,33,13,32,15,32,44,51,14,26,13,33,44,24,61,24,15,26,42,26,62,24,63,24,44,31,42,50,13,33,14,26,44,33,15,24,42,31,41,23,61,24,42,24,61,31,42,26,44,50,12,49,13,2.0
21,25,69,23,68,49,61,53,38,53,37,31,61,32,63,55,16,23,71,31,67,22,69,25,63,33,62,31,61,76,16,14,75,16,52,18,51,41,74,35,78,15,76,15,51,39,33,38,33,16,32,18,32,41,54,17,25,16,33,41,23,61,23,18,25,38,25,62,23,63,23,41,31,39,53,16,33,17,25,41,33,18,23,39,31,37,22,61,23,39,23,61,31,39,25,41,53,15,51,16,1.0
27,29,66,27,65,41,55,43,48,43,48,34,57,34,59,45,2,28,67,33,65,27,65,29,59,34,57,35,56,91,2,2,90,2,43,2,42,48,90,47,92,2,90,2,42,49,35,49,37,3,35,4,34,51,44,2,29,3,35,50,27,57,28,4,29,49,29,57,28,59,28,51,35,49,43,2,36,3,29,50,36,3,27,49,35,48,27,57,27,49,27,56,34,49,29,51,43,2,42,2,1.0
22,26,68,24,67,43,61,47,44,47,43,31,61,32,63,49,13,24,70,31,66,23,68,26,63,32,62,31,61,79,13,11,78,13,46,15,45,46,77,41,81,12,79,12,45,45,33,44,33,13,32,15,32,47,48,14,26,13,33,47,24,61,24,15,26,44,26,62,24,63,24,47,31,45,47,13,33,14,26,47,33,15,24,45,31,43,23,61,24,45,24,61,31,45,26,47,47,12,45,13,2.0
17,23,70,21,69,43,57,47,43,47,43,35,57,35,59,49,13,20,73,35,67,19,71,23,59,35,58,35,57,79,13,11,78,13,46,15,45,45,77,41,81,12,79,12,45,45,37,44,37,13,36,15,36,47,48,14,23,13,36,46,21,57,20,15,23,44,23,58,20,59,20,47,35,45,47,13,37,14,23,46,36,15,21,45,35,43,19,57,21,45,21,57,35,45,23,47,47,12,45,13,2.0
27,28,66,27,65,37,59,39,52,39,52,30,61,30,62,41,7,28,67,29,65,27,65,29,63,31,61,31,60,82,9,5,81,9,39,9,38,53,79,51,85,7,83,7,38,53,31,53,33,8,31,11,30,55,40,9,29,8,31,54,27,61,28,11,29,53,29,61,28,63,28,55,31,53,39,9,32,10,29,54,32,10,27,53,31,52,27,61,27,53,27,60,30,53,29,55,39,7,38,9,1.0
22,25,68,24,67,37,59,39,52,39,52,30,61,30,62,41,14,24,70,29,66,23,68,26,63,31,61,31,60,75,16,12,74,16,39,16,38,53,72,51,78,14,76,14,38,53,31,53,33,15,31,18,30,55,40,16,26,15,31,54,24,61,24,18,26,53,26,61,24,63,24,55,31,53,39,16,32,17,26,54,32,17,24,53,31,52,23,61,24,53,24,60,30,53,26,55,39,14,38,16,1.0
27,28,66,27,65,37,59,39,52,39,52,30,61,30,62,41,11,28,67,29,65,27,65,29,63,31,61,31,60,78,13,9,77,13,39,13,38,53,75,51,81,11,79,11,38,53,31,53,33,12,31,15,30,55,40,13,29,12,31,54,27,61,28,15,29,53,29,61,28,63,28,55,31,53,39,13,32,14,29,54,32,14,27,53,31,52,27,61,27,53,27,60,30,53,29,55,39,11,38,13,1.0
22,26,68,24,67,45,56,49,40,49,41,33,58,32,60,51,15,24,70,32,66,23,68,26,60,32,58,34,57,76,16,14,75,16,48,16,47,41,74,39,78,15,76,15,47,43,34,42,36,16,34,18,33,45,50,16,26,16,33,43,24,58,24,18,26,42,26,58,24,60,24,45,34,43,49,16,35,17,26,43,34,17,24,43,34,41,23,58,24,43,24,57,33,43,26,45,49,15,47,16,2.0
21,24,69,23,68,41,58,43,48,43,48,31,60,31,61,45,14,23,71,30,67,22,69,25,62,32,60,32,59,75,16,12,74,16,43,16,42,49,72,47,78,14,76,14,42,49,32,49,34,15,32,18,31,51,44,16,25,15,32,50,23,60,23,18,25,49,25,60,23,62,23,51,32,49,43,16,33,17,25,50,33,17,23,49,32,48,22,60,23,49,23,59,31,49,25,51,43,14,42,16,1.0
22,25,68,24,67,38,59,42,48,42,48,30,61,30,62,44,10,24,70,29,66,23,68,26,63,31,61,31,60,79,12,8,78,12,41,12,40,50,76,46,82,10,80,10,40,50,31,49,33,11,31,14,30,52,43,12,26,11,31,51,24,61,24,14,26,49,26,61,24,63,24,52,31,50,42,12,32,13,26,51,32,13,24,50,31,48,23,61,24,50,24,60,30,50,26,52,42,10,40,12,1.0
27,29,66,27,65,37,61,39,53,39,52,31,61,32,63,41,10,28,67,31,65,27,65,29,63,32,62,31,61,82,10,8,81,10,39,12,38,54,80,51,84,9,82,9,38,53,33,53,33,10,32,12,32,55,40,11,29,10,33,55,27,61,28,12,29,53,29,62,28,63,28,55,31,53,39,10,33,11,29,55,33,12,27,53,31,52,27,61,27,53,27,61,31,53,29,55,39,9,38,10,2.0
15,19,75,17,74,54,45,58,35,56,35,44,47,44,49,58,17,17,77,43,73,16,75,19,49,45,47,45,46,75,19,15,74,17,56,19,56,36,73,34,77,17,75,16,55,36,47,36,47,17,45,19,45,38,58,19,19,17,46,37,17,47,17,19,19,36,19,47,17,49,17,38,45,36,56,17,47,19,19,37,46,19,17,36,45,35,16,47,17,36,17,46,44,36,19,38,56,16,55,17,1.0
22,25,68,24,67,45,64,49,42,49,41,28,64,29,65,51,13,24,70,28,66,23,68,26,66,30,65,28,64,79,13,11,78,13,48,15,47,45,77,39,81,12,79,12,47,43,30,42,30,13,29,15,29,45,50,14,26,13,30,45,24,64,24,15,26,42,26,65,24,66,24,45,28,43,49,13,30,14,26,45,30,15,24,43,28,41,23,64,24,43,24,64,28,43,26,45,49,12,47,13,1.0
27,28,66,27,65,40,58,42,49,42,49,31,60,31,61,44,10,28,67,30,65,27,65,29,62,32,60,32,59,79,12,8,78,12,42,12,41,50,76,48,82,10,80,10,41,50,32,50,34,11,32,14,31,52,43,12,29,11,32,51,27,60,28,14,29,50,29,60,28,62,28,52,32,50,42,12,33,13,29,51,33,13,27,50,32,49,27,60,27,50,27,59,31,50,29,52,42,10,41,12,1.0
22,26,68,24,67,43,56,47,43,47,43,33,58,33,60,49,11,24,70,32,66,23,68,26,60,33,58,34,57,78,13,9,77,13,46,13,45,44,75,41,81,11,79,11,45,45,34,44,36,12,34,15,33,47,48,13,26,12,34,46,24,58,24,15,26,44,26,58,24,60,24,47,34,45,47,13,35,14,26,46,35,14,24,45,34,43,23,58,24,45,24,57,33,45,26,47,47,11,45,13,1.0
22,26,68,24,67,48,45,50,41,50,41,44,47,44,49,52,15,24,70,43,66,23,68,26,49,44,47,45,46,76,16,14,75,16,50,16,49,41,74,40,78,15,76,15,49,42,45,42,47,16,45,18,44,44,51,16,26,16,45,43,24,47,24,18,26,42,26,47,24,49,24,44,45,42,50,16,46,17,26,43,46,17,24,42,45,41,23,47,24,42,24,46,44,42,26,44,50,15,49,16,2.0
16,20,71,19,70,54,49,58,32,58,32,37,52,37,53,60,16,18,74,35,68,18,72,20,54,39,51,39,51,76,16,14,75,16,57,18,56,34,74,30,78,15,76,15,56,34,41,32,41,16,38,18,38,34,59,17,22,16,40,34,20,53,19,18,22,33,20,52,18,55,19,36,39,34,58,16,41,17,21,35,40,18,20,34,39,32,18,53,20,34,20,51,37,34,21,35,58,15,56,16,2.0
14,18,73,18,72,55,46,57,35,57,34,40,50,41,50,59,20,16,76,38,70,16,74,19,51,44,48,42,48,72,20,18,71,20,57,22,56,37,70,33,74,19,72,19,56,35,44,35,44,20,41,22,41,37,58,21,20,20,44,37,18,50,17,22,20,35,20,49,17,52,17,37,42,35,57,20,44,21,20,37,44,22,18,35,42,34,16,50,18,35,18,48,40,35,19,37,57,19,56,20,1.0
17,19,70,21,69,57,49,59,32,59,32,37,53,37,51,61,19,18,73,35,67,19,71,21,53,39,50,39,51,71,20,16,70,20,59,21,59,33,68,31,74,19,72,18,58,33,40,33,41,19,38,22,38,35,61,21,23,19,40,34,21,53,20,22,23,33,23,52,20,55,20,35,39,33,59,20,41,22,23,34,40,22,21,33,39,32,19,53,21,33,21,51,37,33,21,35,59,18,58,20,2.0
22,25,68,24,67,41,64,45,46,45,45,28,64,29,65,47,13,24,70,28,66,23,68,26,66,30,65,28,64,79,13,11,78,13,44,15,43,49,77,43,81,12,79,12,43,47,30,46,30,13,29,15,29,49,46,14,26,13,30,49,24,64,24,15,26,46,26,65,24,66,24,49,28,47,45,13,30,14,26,49,30,15,24,47,28,45,23,64,24,47,24,64,28,47,26,49,45,12,43,13,1.0
24,26,69,24,68,36,59,38,53,38,53,30,61,30,63,40,8,25,70,29,68,24,68,26,63,31,61,31,60,83,9,7,82,9,38,9,37,54,81,52,85,8,83,8,37,54,31,54,33,9,31,11,30,56,39,9,26,9,31,55,24,61,25,11,26,54,26,61,25,63,25,56,31,54,38,9,32,10,26,55,32,10,24,54,31,53,24,61,24,54,24,60,30,54,26,56,38,8,37,9,1.0
20,24,67,24,66,46,56,50,40,50,40,33,58,33,58,52,17,22,70,32,64,22,68,25,59,33,57,34,57,75,17,15,74,17,49,19,48,41,73,38,77,16,75,16,48,42,36,41,36,17,34,19,34,43,51,18,26,17,35,42,24,58,23,19,26,41,25,58,23,60,23,44,34,42,50,17,36,18,26,43,35,19,24,42,34,40,22,58,24,42,24,57,33,42,25,44,50,16,48,17,2.0
22,26,68,24,67,41,56,45,44,45,45,33,58,32,60,47,7,24,70,32,66,23,68,26,60,32,58,34,57,82,9,5,81,9,44,9,43,45,79,43,85,7,83,7,43,47,34,46,36,8,34,11,33,49,46,9,26,8,33,47,24,58,24,11,26,46,26,58,24,60,24,49,34,47,45,9,35,10,26,47,34,10,24,47,34,45,23,58,24,47,24,57,33,47,26,49,45,7,43,9,1.0
22,26,68,24,67,39,56,43,47,43,47,33,58,33,60,45,9,24,70,32,66,23,68,26,60,33,58,34,57,82,10,8,81,10,42,10,41,48,80,45,84,9,82,9,41,49,34,48,36,10,34,12,33,51,44,10,26,10,34,50,24,58,24,12,26,48,26,58,24,60,24,51,34,49,43,10,35,11,26,50,35,11,24,49,34,47,23,58,24,49,24,57,33,49,26,51,43,9,41,10,1.0
21,24,69,23,68,51,59,55,35,55,35,30,61,30,62,57,22,23,71,29,67,22,69,25,63,31,61,31,60,67,24,20,66,24,54,24,53,37,64,33,70,22,68,22,53,37,31,36,33,23,31,26,30,39,56,24,25,23,31,38,23,61,23,26,25,36,25,61,23,63,23,39,31,37,55,24,32,25,25,38,32,25,23,37,31,35,22,61,23,37,23,60,30,37,25,39,55,22,53,24,1.0
22,26,68,24,67,37,61,39,53,39,52,31,61,32,63,41,7,24,70,31,66,23,68,26,63,32,62,31,61,85,7,5,84,7,39,9,38,54,83,51,87,6,85,6,38,53,33,53,33,7,32,9,32,55,40,8,26,7,33,55,24,61,24,9,26,53,26,62,24,63,24,55,31,53,39,7,33,8,26,55,33,9,24,53,31,52,23,61,24,53,24,61,31,53,26,55,39,6,38,7,2.0
22,25,68,24,67,45,64,49,42,49,41,28,64,29,65,51,13,24,70,28,66,23,68,26,66,30,65,28,64,79,13,11,78,13,48,15,47,45,77,39,81,12,79,12,47,43,30,42,30,13,29,15,29,45,50,14,26,13,30,45,24,64,24,15,26,42,26,65,24,66,24,45,28,43,49,13,30,14,26,45,30,15,24,43,28,41,23,64,24,43,24,64,28,43,26,45,49,12,47,13,2.0
19,23,71,21,70,51,55,53,39,53,38,34,57,35,59,55,16,21,73,33,69,20,71,23,59,36,57,35,56,76,16,14,75,16,53,18,52,40,74,37,78,15,76,15,52,39,37,39,37,16,35,18,35,41,54,17,23,16,37,41,21,57,21,18,23,39,23,57,21,59,21,41,35,39,53,16,37,17,23,41,37,18,21,39,35,38,20,57,21,39,21,56,34,39,23,41,53,15,52,16,2.0
18,19,72,20,71,56,54,59,30,60,30,29,60,29,59,62,15,19,74,26,70,19,72,21,61,32,57,32,57,74,16,13,73,17,59,17,58,32,71,28,77,15,75,15,58,32,32,31,34,16,30,19,29,34,61,17,22,16,32,33,20,60,20,19,22,31,22,58,20,62,20,34,32,32,60,17,33,18,22,33,33,18,20,32,32,30,19,60,20,32,20,57,29,32,21,34,60,15,58,17,1.0
22,26,68,24,67,38,55,40,51,40,51,34,57,34,59,42,9,24,70,33,66,23,68,26,59,34,57,35,56,78,12,6,77,12,40,12,39,51,74,50,82,9,80,9,39,52,35,52,37,10,35,14,34,54,41,12,26,10,35,53,24,57,24,14,26,52,26,57,24,59,24,54,35,52,40,12,36,13,26,53,36,13,24,52,35,51,23,57,24,52,24,56,34,52,26,54,40,9,39,12,1.0
22,26,68,24,67,37,56,41,48,41,49,33,58,32,60,43,8,24,70,32,66,23,68,26,60,32,58,34,57,81,10,6,80,10,40,10,39,49,78,47,84,8,82,8,39,51,34,50,36,9,34,12,33,53,42,10,26,9,33,51,24,58,24,12,26,50,26,58,24,60,24,53,34,51,41,10,35,11,26,51,34,11,24,51,34,49,23,58,24,51,24,57,33,51,26,53,41,8,39,10,1.0
20,24,67,24,66,46,56,50,40,50,40,33,58,33,58,52,12,22,70,32,64,22,68,25,59,33,57,34,57,80,12,10,79,12,49,14,48,41,78,38,82,11,80,11,48,42,36,41,36,12,34,14,34,43,51,13,26,12,35,42,24,58,23,14,26,41,25,58,23,60,23,44,34,42,50,12,36,13,26,43,35,14,24,42,34,40,22,58,24,42,24,57,33,42,25,44,50,11,48,12,2.0
22,25,68,24,67,40,58,42,49,42,49,31,60,31,61,44,10,24,70,30,66,23,68,26,62,32,60,32,59,79,12,8,78,12,42,12,41,50,76,48,82,10,80,10,41,50,32,50,34,11,32,14,31,52,43,12,26,11,32,51,24,60,24,14,26,50,26,60,24,62,24,52,32,50,42,12,33,13,26,51,33,13,24,50,32,49,23,60,24,50,24,59,31,50,26,52,42,10,41,12,1.0
14,16,76,16,75,59,46,62,31,61,30,40,50,41,50,63,17,15,78,38,74,15,76,17,51,44,48,42,48,77,17,16,76,16,61,18,61,33,76,29,78,17,76,16,60,31,44,31,44,17,41,18,41,33,63,18,18,17,44,33,16,50,16,18,18,31,18,49,16,52,16,33,42,31,61,16,44,18,18,33,44,18,16,31,42,30,15,50,16,31,16,48,40,31,17,33,61,16,60,16,1.0
22,26,68,24,67,43,61,47,44,47,43,31,61,32,63,49,13,24,70,31,66,23,68,26,63,32,62,31,61,79,13,11,78,13,46,15,45,46,77,41,81,12,79,12,45,45,33,44,33,13,32,15,32,47,48,14,26,13,33,47,24,61,24,15,26,44,26,62,24,63,24,47,31,45,47,13,33,14,26,47,33,15,24,45,31,43,23,61,24,45,24,61,31,45,26,47,47,12,45,13,2.0
22,26,68,24,67,45,61,49,41,49,41,31,61,31,63,51,13,24,70,31,66,23,68,26,63,31,62,31,61,79,13,11,78,13,48,15,47,43,77,39,81,12,79,12,47,43,33,42,33,13,32,15,32,45,50,14,26,13,32,44,24,61,24,15,26,42,26,62,24,63,24,45,31,43,49,13,33,14,26,44,32,15,24,43,31,41,23,61,24,43,24,61,31,43,26,45,49,12,47,13,2.0
22,26,68,24,67,37,56,39,52,39,52,33,58,33,60,41,12,24,70,32,66,23,68,26,60,33,58,34,57,79,13,11,78,13,39,13,38,52,77,51,81,12,79,12,38,53,34,53,36,13,34,15,33,55,40,13,26,13,34,54,24,58,24,15,26,53,26,58,24,60,24,55,34,53,39,13,35,14,26,54,35,14,24,53,34,52,23,58,24,53,24,57,33,53,26,55,39,12,38,13,2.0
27,28,66,27,65,37,64,39,53,39,52,28,64,29,65,41,6,28,67,28,65,27,65,29,66,30,65,28,64,86,6,4,85,6,39,8,38,55,84,51,88,5,86,5,38,53,30,53,30,6,29,8,29,55,40,7,29,6,30,55,27,64,28,8,29,53,29,65,28,66,28,55,28,53,39,6,30,7,29,55,30,8,27,53,28,52,27,64,27,53,27,64,28,53,29,55,39,5,38,6,2.0
27,28,66,27,65,39,59,41,50,41,50,30,61,30,62,43,3,28,67,29,65,27,65,29,63,31,61,31,60,88,4,2,87,4,41,4,40,51,86,49,90,3,88,3,40,51,31,51,33,4,31,6,30,53,42,4,29,4,31,52,27,61,28,6,29,51,29,61,28,63,28,53,31,51,41,4,32,5,29,52,32,5,27,51,31,50,27,61,27,51,27,60,30,51,29,53,41,3,40,4,1.0
22,25,68,24,67,40,59,42,49,42,49,30,61,30,62,44,2,24,70,29,66,23,68,26,63,31,61,31,60,91,2,2,90,2,42,2,41,50,90,48,92,2,90,2,41,50,31,50,33,3,31,4,30,52,43,2,26,3,31,51,24,61,24,4,26,50,26,61,24,63,24,52,31,50,42,2,32,3,26,51,32,3,24,50,31,49,23,61,24,50,24,60,30,50,26,52,42,2,41,2,1.0
27,28,66,27,65,41,64,45,46,45,45,28,64,29,65,47,12,28,67,28,65,27,65,29,66,30,65,28,64,78,13,9,77,13,44,15,43,49,75,43,81,11,79,11,43,47,30,46,30,12,29,15,29,49,46,14,29,12,30,49,27,64,28,15,29,46,29,65,28,66,28,49,28,47,45,13,30,14,29,49,30,15,27,47,28,45,27,64,27,47,27,64,28,47,29,49,45,11,43,13,1.0
17,21,73,19,72,55,48,59,34,57,34,41,50,41,52,59,16,19,75,40,71,18,73,21,52,42,50,42,49,76,18,14,75,16,57,18,57,35,74,33,78,16,76,15,56,35,44,35,44,16,42,18,42,37,59,18,21,16,43,36,19,50,19,18,21,35,21,50,19,52,19,37,42,35,57,16,44,18,21,36,43,18,19,35,42,34,18,50,19,35,19,49,41,35,21,37,57,15,56,16,1.0
