@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o2atLcc numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o2atMca numeric
@attribute o2atLca numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute destClass {2.0,1.0}

@data
13,29,14,1,2,30,15,16,15,16,1,29,1,16,2,16,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,30,15,0,31,0,6,10,20,11,20,11,0,30,0,11,1,2.0
25,13,4,17,18,14,26,5,26,5,17,13,17,5,18,5,3,24,31,0,0,31,26,5,0,31,26,5,0,5,0,5,24,18,4,26,6,11,12,19,12,19,12,5,25,5,12,6,1.0
31,26,0,2,4,28,31,0,31,0,3,27,3,0,4,0,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,2.0
21,15,9,13,15,17,22,10,21,9,14,16,14,9,15,10,8,22,30,0,0,30,23,9,1,31,22,8,0,8,1,9,22,21,8,23,9,7,9,23,8,22,8,8,22,8,9,9,1.0
20,24,8,4,6,26,22,10,21,9,5,25,5,9,6,10,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,30,9,0,31,0,18,19,11,20,11,20,0,30,0,20,1,2.0
17,14,13,16,17,15,18,14,17,13,16,14,16,13,17,14,1,29,31,0,0,31,30,2,0,31,29,1,0,1,0,2,30,22,0,31,1,7,8,23,8,23,8,0,30,0,8,1,1.0
20,13,10,15,17,15,21,11,20,10,16,14,16,10,17,11,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,22,13,6,24,8,16,17,14,17,14,17,7,23,7,17,8,1.0
23,22,7,8,9,23,24,8,23,7,8,22,8,7,9,8,25,5,30,0,0,30,6,26,1,31,5,25,0,25,1,26,29,11,1,30,2,17,19,13,18,12,18,1,29,1,19,2,2.0
21,14,9,16,17,15,22,10,21,9,16,14,16,9,17,10,9,21,27,3,3,27,22,10,4,28,21,9,3,9,4,10,22,14,8,23,9,14,16,16,15,15,15,8,22,8,16,9,1.0
20,12,10,16,18,14,21,11,20,10,17,13,17,10,18,11,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,24,14,6,25,7,15,16,15,16,15,16,6,24,6,16,7,1.0
21,29,7,1,2,30,23,9,22,8,1,29,1,8,2,9,19,9,31,0,0,31,11,21,0,31,10,20,0,20,0,21,30,7,0,31,1,22,23,8,23,8,23,0,30,0,23,1,2.0
19,27,7,1,3,29,22,10,21,9,2,28,2,9,3,10,21,7,31,0,0,31,8,22,0,31,9,23,0,23,0,22,27,4,2,28,2,23,24,6,24,6,25,3,28,2,25,3,2.0
18,17,11,11,13,19,19,12,19,12,12,18,12,12,13,12,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,1.0
16,29,14,1,2,30,17,15,16,14,1,29,1,14,2,15,18,12,31,0,0,31,13,19,0,31,12,18,0,18,0,19,29,3,1,30,2,27,28,4,27,3,27,1,29,1,28,2,2.0
12,30,16,0,1,31,14,18,13,17,0,30,0,17,1,18,7,23,13,17,17,13,24,8,18,14,23,7,17,7,18,8,29,13,1,30,2,15,17,15,16,14,16,1,29,1,17,2,2.0
23,14,7,16,17,15,24,8,23,7,16,14,16,7,17,8,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,25,14,5,26,6,15,16,15,16,15,16,5,25,5,16,6,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,28,31,2,29,3,0,0,31,0,31,0,2,28,2,0,3,2.0
26,18,4,10,12,20,27,5,26,4,11,19,11,4,12,5,26,4,31,0,0,31,5,27,0,31,4,26,0,26,0,27,29,14,1,30,2,13,15,16,15,16,15,1,29,1,15,2,2.0
18,24,11,4,6,26,19,12,19,12,5,25,5,12,6,12,3,24,25,2,3,27,26,4,3,27,26,4,4,5,4,5,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
24,29,6,1,2,30,25,7,24,6,1,29,1,6,2,7,9,20,27,1,3,29,21,10,2,28,21,10,3,10,2,10,26,23,4,27,5,2,5,26,5,26,5,4,26,4,5,5,1.0
22,14,8,16,17,15,23,9,22,8,16,14,16,8,17,9,9,17,31,0,0,31,20,12,0,31,19,11,0,11,0,12,23,11,7,24,8,18,19,12,19,12,19,7,23,7,19,8,1.0
23,13,7,17,18,14,24,8,23,7,17,13,17,7,18,8,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,24,10,6,25,7,19,20,11,20,11,20,6,24,6,20,7,1.0
28,24,2,2,5,27,29,3,28,2,4,26,4,2,5,3,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,25,31,3,27,5,0,0,31,0,31,0,4,26,4,0,5,1.0
17,16,12,12,14,18,18,13,18,13,13,17,13,13,14,13,13,16,29,1,1,29,17,14,2,30,17,14,1,14,2,14,24,13,4,26,6,16,17,14,17,14,17,5,25,5,17,6,1.0
16,29,14,1,2,30,17,15,16,14,1,29,1,14,2,15,11,17,31,0,0,31,19,13,0,31,18,12,0,12,0,13,29,7,1,30,2,21,23,9,22,8,22,1,29,1,23,2,2.0
20,26,8,2,3,28,22,9,21,9,3,27,3,9,4,10,16,14,28,1,2,29,15,17,2,29,14,16,2,16,2,17,29,28,1,30,2,1,2,29,2,29,2,1,29,1,2,2,1.0
21,21,9,9,10,22,22,10,21,9,9,21,9,9,10,10,24,6,31,0,0,31,7,25,0,31,6,24,0,24,0,25,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,2.0
27,29,3,1,2,30,28,4,27,3,1,29,1,3,2,4,4,26,31,0,0,31,27,5,0,31,26,4,0,4,0,5,30,16,0,31,1,9,12,19,12,19,12,0,30,0,12,1,2.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,29,28,1,30,2,1,2,29,2,29,2,1,29,1,2,2,2.0
24,28,5,0,2,30,25,6,25,6,1,29,1,6,2,6,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,2.0
24,21,6,7,9,23,25,7,24,6,8,22,8,6,9,7,25,5,27,3,3,27,6,26,4,28,5,25,3,25,4,26,25,9,5,26,6,19,21,11,20,10,20,5,25,5,21,6,2.0
22,24,8,4,6,26,23,9,22,8,5,25,5,8,6,9,11,19,28,1,2,29,20,12,2,29,19,11,2,11,2,12,26,21,4,27,5,8,9,22,9,22,9,4,26,4,9,5,1.0
6,29,24,1,2,30,7,25,6,24,1,29,1,24,2,25,12,18,14,14,15,15,19,13,16,16,18,12,15,12,16,13,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
17,17,13,11,13,19,18,14,17,13,12,18,12,13,13,14,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,29,13,1,30,2,16,17,14,17,14,17,1,29,1,17,2,1.0
24,26,2,2,4,28,27,5,26,3,2,27,3,4,4,5,1,27,26,3,3,27,29,2,3,27,28,1,4,2,4,3,21,31,9,22,10,0,0,31,0,31,0,9,21,9,0,10,1.0
19,17,11,11,13,19,20,12,19,11,12,18,12,11,13,12,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,29,8,1,30,2,21,22,9,22,9,22,1,29,1,22,2,1.0
18,20,12,10,11,21,19,13,18,12,10,20,10,12,11,13,4,24,31,0,0,31,26,6,0,31,25,5,0,5,0,6,30,20,0,31,1,5,8,23,8,23,8,0,30,0,8,1,2.0
20,16,10,14,15,17,21,11,20,10,14,16,14,10,15,11,10,18,28,0,1,29,20,12,2,30,19,11,1,11,2,12,27,21,1,29,3,9,10,22,9,21,9,2,28,2,10,3,1.0
26,29,4,1,2,30,27,5,26,4,1,29,1,4,2,5,14,16,22,8,8,22,17,15,9,23,16,14,8,14,9,15,29,23,1,30,2,7,8,24,7,23,7,1,29,1,8,2,2.0
11,28,19,0,2,30,12,20,11,19,1,29,1,19,2,20,4,21,25,1,3,27,24,7,4,28,24,7,3,7,4,7,30,28,0,31,1,2,3,29,2,28,2,0,30,0,3,1,2.0
26,21,4,9,10,22,27,5,26,4,9,21,9,4,10,5,23,7,27,3,3,27,8,24,4,28,7,23,3,23,4,24,29,12,1,30,2,18,19,13,18,12,18,1,29,1,19,2,2.0
23,13,6,17,17,14,24,6,24,7,17,13,17,7,18,7,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,24,21,4,26,6,8,9,22,9,22,9,5,25,5,9,6,1.0
22,15,8,13,15,17,23,9,22,8,14,16,14,8,15,9,8,20,29,0,1,30,22,9,0,30,21,9,1,9,1,10,25,20,5,26,6,9,10,21,10,21,10,5,25,5,10,6,1.0
27,30,2,0,1,31,28,3,28,3,0,30,0,3,1,3,13,16,26,4,4,26,17,14,5,27,17,14,4,14,5,14,30,16,0,31,1,14,15,17,14,16,14,0,30,0,15,1,2.0
19,13,9,17,18,14,21,11,20,10,17,13,17,10,18,11,6,24,31,0,0,31,25,7,0,31,24,6,0,6,0,7,22,17,6,24,8,12,13,18,13,18,13,7,23,7,13,8,1.0
26,15,4,15,16,16,27,5,26,4,15,15,15,4,16,5,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,23,12,7,24,8,17,18,13,18,13,18,7,23,7,18,8,1.0
13,30,13,0,1,31,16,16,15,15,0,30,0,15,1,16,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,30,16,0,31,0,9,11,19,12,19,12,0,30,0,12,1,2.0
17,29,13,1,2,30,18,14,17,13,1,29,1,13,2,14,21,9,27,3,3,27,10,22,4,28,9,21,3,21,4,22,29,11,1,30,2,17,19,13,18,12,18,1,29,1,19,2,2.0
24,15,6,15,16,16,25,7,24,6,15,15,15,6,16,7,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,28,12,2,29,3,17,18,13,18,13,18,2,28,2,18,3,1.0
19,18,11,12,13,19,20,12,19,11,12,18,12,11,13,12,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,29,17,1,30,2,12,13,18,13,18,13,1,29,1,13,2,1.0
25,14,5,14,16,16,26,6,25,5,15,15,15,5,16,6,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,26,12,4,27,5,17,18,13,18,13,18,4,26,4,18,5,1.0
23,26,4,2,4,28,25,6,25,6,3,27,3,6,4,6,2,27,26,1,2,28,28,3,3,28,28,2,3,3,3,3,28,28,2,29,3,1,2,29,2,29,2,2,28,2,2,3,1.0
24,26,6,2,4,28,25,7,24,6,3,27,3,6,4,7,9,21,29,0,1,30,22,10,1,30,21,9,1,9,1,10,27,9,3,28,4,20,21,10,21,10,21,3,27,3,21,4,1.0
21,20,8,10,11,21,22,9,22,9,10,20,10,9,11,9,20,8,31,0,0,31,9,21,0,31,10,22,0,22,0,21,29,14,0,30,1,15,16,15,16,15,16,1,30,1,16,1,2.0
19,12,11,18,19,13,20,12,19,11,18,12,18,11,19,12,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,25,13,5,26,6,16,17,14,17,14,17,5,25,5,17,6,1.0
10,29,17,1,2,30,12,19,12,19,1,29,1,19,2,19,4,25,27,2,3,28,26,5,3,28,26,5,3,5,3,5,30,6,0,31,1,21,23,8,23,8,23,0,30,0,23,1,2.0
18,16,12,14,15,17,19,13,18,12,14,16,14,12,15,13,8,21,29,0,1,30,22,9,1,30,22,9,1,9,1,9,26,16,4,27,5,13,14,17,14,17,14,4,26,4,14,5,1.0
28,25,2,5,6,26,29,3,28,2,5,25,5,2,6,3,20,9,24,5,5,25,10,21,6,25,10,20,6,21,6,21,29,22,1,30,2,6,8,24,7,23,7,1,29,1,8,2,2.0
20,20,10,8,10,22,21,11,20,10,9,21,9,10,10,11,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,29,16,1,30,2,11,13,18,13,18,13,1,29,1,13,2,1.0
19,14,11,16,17,15,20,12,19,11,16,14,16,11,17,12,14,16,31,0,0,31,17,15,0,31,16,14,0,14,0,15,25,13,5,26,6,16,17,14,17,14,17,5,25,5,17,6,1.0
22,20,8,6,9,23,23,9,22,8,8,22,8,8,9,9,10,20,29,1,1,29,21,11,2,30,20,10,1,10,2,11,29,29,1,30,2,0,1,30,1,30,1,1,29,1,1,2,1.0
20,15,10,15,16,16,21,11,20,10,15,15,15,10,16,11,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,28,17,2,29,3,12,13,18,13,18,13,2,28,2,13,3,1.0
19,15,11,13,15,17,20,12,19,11,14,16,14,11,15,12,10,18,31,0,0,31,20,12,0,31,19,11,0,11,0,12,27,8,3,28,4,21,22,9,22,9,22,3,27,3,22,4,1.0
18,13,12,17,18,14,19,13,18,12,17,13,17,12,18,13,1,28,31,0,0,31,29,2,0,31,29,2,0,2,0,2,27,19,3,28,4,10,11,20,11,20,11,3,27,3,11,4,1.0
18,19,12,9,11,21,19,13,18,12,10,20,10,12,11,13,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,27,11,3,28,4,18,19,12,19,12,19,3,27,3,19,4,1.0
20,14,10,16,17,15,21,11,20,10,16,14,16,10,17,11,13,17,31,0,0,31,18,14,0,31,17,13,0,13,0,14,26,12,4,27,5,17,18,13,18,13,18,4,26,4,18,5,1.0
18,18,12,10,12,20,19,13,18,12,11,19,11,12,12,13,14,12,25,4,4,26,15,17,5,26,14,15,5,16,5,17,30,14,0,31,1,13,15,16,15,16,15,0,30,0,15,1,1.0
21,14,9,16,17,15,22,10,21,9,16,14,16,9,17,10,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,27,15,3,28,4,14,15,16,15,16,15,3,27,3,15,4,1.0
20,15,10,15,16,16,21,11,20,10,15,15,15,10,16,11,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,27,18,3,28,4,11,12,19,12,19,12,3,27,3,12,4,1.0
17,14,13,14,15,16,18,13,17,13,15,15,15,13,16,14,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,29,13,1,30,2,16,17,14,17,14,17,1,29,1,17,2,1.0
16,30,12,0,1,31,18,14,17,13,0,30,0,13,1,14,12,18,25,5,5,25,19,13,6,26,18,12,5,12,6,13,28,17,2,29,3,13,14,18,13,17,13,2,28,2,14,3,2.0
18,27,9,1,3,29,20,11,20,10,1,28,2,11,3,11,14,12,24,6,6,24,15,17,7,25,14,16,6,16,7,17,30,3,0,31,0,23,25,6,25,5,25,0,30,0,26,1,2.0
19,16,11,14,15,17,20,12,19,11,14,16,14,11,15,12,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,1.0
18,18,11,10,12,20,19,12,19,12,11,19,11,12,12,12,1,28,31,0,0,31,29,2,0,31,29,2,0,2,0,2,29,14,1,30,2,15,16,15,16,15,16,1,29,1,16,2,1.0
22,20,8,10,11,21,23,9,22,8,10,20,10,8,11,9,3,27,31,0,0,31,28,4,0,31,27,3,0,3,0,4,25,19,3,27,4,8,9,21,10,21,10,4,26,4,10,5,1.0
6,30,20,0,1,31,9,23,8,22,0,30,0,22,1,23,13,17,19,9,10,20,18,14,11,21,17,13,10,13,11,14,30,2,0,31,1,24,27,5,26,4,26,0,30,0,27,1,2.0
28,18,2,12,13,19,29,3,28,2,12,18,12,2,13,3,25,5,31,0,0,31,6,26,0,31,5,25,0,25,0,26,29,14,1,30,2,15,16,15,16,15,16,1,29,1,16,2,2.0
18,21,12,7,9,23,19,13,18,12,8,22,8,12,9,13,5,21,21,8,8,22,24,8,9,22,23,6,9,7,9,8,27,17,1,29,3,7,11,21,10,20,10,2,28,2,11,3,1.0
18,27,12,1,3,29,19,13,18,12,2,28,2,12,3,13,6,24,31,0,0,31,25,7,0,31,24,6,0,6,0,7,30,13,0,31,1,16,17,14,17,14,17,0,30,0,17,1,2.0
21,15,7,13,14,17,23,8,22,8,14,16,14,8,15,9,13,17,31,0,0,31,18,14,0,31,17,13,0,13,0,14,27,10,3,28,4,19,20,11,20,11,20,3,27,3,20,4,1.0
18,16,12,12,14,18,19,13,18,12,13,17,13,12,14,13,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,1.0
20,16,10,14,15,17,21,11,20,10,14,16,14,10,15,11,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,13,1,30,2,16,17,14,17,14,17,1,29,1,17,2,1.0
22,13,8,17,18,14,23,9,22,8,17,13,17,8,18,9,9,21,29,1,1,29,22,10,2,30,21,9,1,9,2,10,22,16,8,23,9,14,15,17,14,16,14,8,22,8,15,9,1.0
20,14,8,16,17,15,22,10,21,9,16,14,16,9,17,10,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,21,16,9,22,10,13,14,17,14,17,14,9,21,9,14,10,1.0
24,16,6,14,15,17,25,7,24,6,14,16,14,6,15,7,13,17,30,0,0,30,18,14,1,31,17,13,0,13,1,14,27,11,3,28,4,19,20,12,19,11,19,3,27,3,20,4,1.0
22,18,7,8,11,21,23,8,23,8,10,20,10,8,11,8,25,5,31,0,0,31,5,25,0,31,6,26,0,26,0,25,29,13,0,30,1,16,17,14,17,14,17,1,30,1,17,1,2.0
22,20,8,10,11,21,23,9,22,8,10,20,10,8,11,9,26,4,31,0,0,31,5,27,0,31,4,26,0,26,0,27,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,2.0
18,24,12,4,6,26,19,13,18,12,5,25,5,12,6,13,10,18,28,1,2,29,20,12,2,29,19,11,2,11,2,12,26,11,2,28,4,16,18,13,18,13,18,3,27,3,18,4,1.0
19,20,11,8,10,22,20,12,19,11,9,21,9,11,10,12,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,1.0
24,14,6,16,17,15,25,7,24,6,16,14,16,6,17,7,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,25,14,5,26,6,15,16,15,16,15,16,5,25,5,16,6,1.0
28,25,1,2,4,27,29,2,29,2,4,27,4,2,4,2,10,17,27,1,3,29,19,12,2,28,19,12,3,12,2,12,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,2.0
18,26,12,2,4,28,19,13,18,12,3,27,3,12,4,13,2,28,27,1,2,28,29,3,3,29,28,2,2,2,3,3,25,12,3,27,5,16,18,14,17,13,17,4,26,4,18,5,1.0
27,25,3,5,6,26,28,4,27,3,5,25,5,3,6,4,28,2,31,0,0,31,3,29,0,31,2,28,0,28,0,29,30,12,0,31,1,17,18,13,18,13,18,0,30,0,18,1,2.0
19,29,10,1,2,30,20,11,20,11,1,29,1,11,2,11,12,17,31,0,0,31,18,13,0,31,18,13,0,13,0,13,30,6,0,31,1,23,24,7,24,7,24,0,30,0,24,1,2.0
21,16,7,12,14,18,23,9,22,8,13,17,13,8,14,9,1,26,31,0,0,31,28,3,0,31,28,3,0,3,0,3,25,12,5,26,6,17,18,13,18,13,18,5,25,5,18,6,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,15,14,28,1,1,29,15,16,2,29,15,15,2,16,2,16,29,16,1,30,2,13,14,17,14,17,14,1,29,1,14,2,2.0
21,16,9,10,13,19,22,10,21,9,12,18,12,9,13,10,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,23,19,5,25,7,10,11,20,11,20,11,6,24,6,11,7,1.0
20,15,9,13,15,17,21,10,21,10,14,16,14,10,15,10,11,16,31,0,0,31,18,13,0,31,18,13,0,13,0,13,30,14,0,31,1,15,16,15,16,15,16,0,30,0,16,1,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,0,31,29,0,1,30,31,0,1,30,31,0,1,0,1,0,30,28,0,31,1,1,2,29,2,29,2,0,30,0,2,1,2.0
24,10,6,18,20,12,25,7,24,6,19,11,19,6,20,7,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,25,18,5,26,6,11,12,19,12,19,12,5,25,5,12,6,1.0
19,16,11,12,14,18,20,12,19,11,13,17,13,11,14,12,4,26,27,2,3,28,27,5,3,28,26,4,3,4,3,5,29,17,1,30,2,10,12,19,12,19,12,1,29,1,12,2,1.0
17,29,13,1,2,30,18,14,17,13,1,29,1,13,2,14,14,14,20,6,8,22,16,16,9,23,15,15,8,15,9,16,28,8,0,30,2,20,22,10,21,9,21,1,29,1,22,2,2.0
20,14,10,14,16,16,21,11,20,10,15,15,15,10,16,11,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,21,11,9,22,10,18,19,12,19,12,19,9,21,9,19,10,1.0
15,27,13,1,3,29,17,15,16,14,2,28,2,14,3,15,24,6,26,4,4,26,7,25,5,27,6,24,4,24,5,25,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
31,26,0,2,4,28,31,0,31,0,3,27,3,0,4,0,21,9,28,2,2,28,10,22,3,29,9,21,2,21,3,22,30,1,0,31,0,27,28,3,28,2,28,0,30,0,29,1,2.0
18,18,12,12,13,19,19,13,18,12,12,18,12,12,13,13,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,27,17,1,29,2,12,12,18,13,18,13,2,28,2,13,3,1.0
17,29,13,1,2,30,18,14,17,13,1,29,1,13,2,14,20,10,31,0,0,31,11,21,0,31,10,20,0,20,0,21,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,2.0
28,29,2,1,2,30,29,3,28,2,1,29,1,2,2,3,6,22,31,0,0,31,24,8,0,31,23,7,0,7,0,8,30,16,0,31,1,11,13,18,13,18,13,0,30,0,13,1,2.0
20,16,10,14,15,17,21,11,20,10,14,16,14,10,15,11,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,12,1,30,2,17,18,13,18,13,18,1,29,1,18,2,1.0
16,15,14,15,16,16,17,15,16,14,15,15,15,14,16,15,17,13,31,0,0,31,14,18,0,31,13,17,0,17,0,18,26,12,4,27,5,17,18,13,18,13,18,4,26,4,18,5,1.0
16,29,14,1,2,30,17,15,16,14,1,29,1,14,2,15,21,9,31,0,0,31,10,22,0,31,9,21,0,21,0,22,30,4,0,31,1,25,26,5,26,5,26,0,30,0,26,1,2.0
19,13,9,17,18,14,21,11,20,10,17,13,17,10,18,11,5,25,31,0,0,31,26,6,0,31,25,5,0,5,0,6,23,20,5,25,7,9,10,21,10,21,10,6,24,6,10,7,1.0
26,20,2,10,11,21,28,4,27,3,10,20,10,3,11,4,26,4,31,0,0,31,5,27,0,31,4,26,0,26,0,27,29,12,1,30,2,17,18,13,18,13,18,1,29,1,18,2,2.0
19,22,11,8,9,23,20,12,19,11,8,22,8,11,9,12,10,20,26,4,4,26,21,11,5,27,20,10,4,10,5,11,24,14,4,26,6,12,15,17,14,16,14,5,25,5,15,6,1.0
31,19,0,11,12,20,31,0,31,0,11,19,11,0,12,0,20,9,31,0,0,31,10,21,0,31,10,21,0,21,0,21,29,23,1,30,2,6,7,24,7,24,7,1,29,1,7,2,2.0
24,26,5,3,4,27,25,6,25,6,4,27,4,6,4,6,18,10,24,4,6,26,11,19,5,25,12,20,6,20,5,19,25,12,2,27,4,15,17,14,17,14,17,4,27,4,17,4,2.0
28,29,2,1,2,30,29,3,28,2,1,29,1,2,2,3,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,27,28,3,28,4,1,2,29,2,29,2,3,27,3,2,4,2.0
15,29,15,1,2,30,16,16,15,15,1,29,1,15,2,16,20,10,27,2,3,28,11,21,3,28,10,20,3,20,3,21,30,2,0,31,1,27,28,3,28,3,28,0,30,0,28,1,2.0
22,29,8,1,2,30,23,9,22,8,1,29,1,8,2,9,7,23,31,0,0,31,24,8,0,31,23,7,0,7,0,8,29,20,1,30,2,7,9,22,9,22,9,1,29,1,9,2,1.0
19,12,11,18,19,13,20,12,19,11,18,12,18,11,19,12,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,21,17,9,22,9,12,12,18,13,18,13,9,21,9,13,10,1.0
18,14,12,16,17,15,19,13,18,12,16,14,16,12,17,13,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,24,10,6,25,7,20,21,11,20,10,20,6,24,6,21,7,1.0
21,14,8,16,17,15,22,9,22,9,16,14,16,9,17,9,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,22,18,6,24,7,11,11,19,12,19,12,7,23,7,12,8,1.0
19,13,10,15,17,15,20,11,20,11,16,14,16,11,17,11,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,21,13,9,22,9,16,16,14,17,14,17,9,21,9,17,10,1.0
19,16,11,12,14,18,20,12,19,11,13,17,13,11,14,12,21,5,31,0,0,31,8,24,0,31,7,23,0,23,0,24,26,15,2,28,3,14,14,16,15,16,15,3,27,3,15,4,2.0
21,18,9,12,13,19,22,10,21,9,12,18,12,9,13,10,25,5,27,3,3,27,6,26,4,28,5,25,3,25,4,26,25,9,5,26,6,17,20,12,19,11,19,5,25,5,20,6,2.0
19,15,11,13,15,17,20,12,19,11,14,16,14,11,15,12,10,20,30,0,0,30,21,11,1,31,20,10,0,10,1,11,29,8,1,30,2,22,23,9,22,8,22,1,29,1,23,2,1.0
21,17,6,11,12,19,23,7,23,8,12,18,12,8,13,8,9,20,31,0,0,31,21,10,0,31,21,10,0,10,0,10,28,10,2,29,3,19,20,11,20,11,20,2,28,2,20,3,1.0
26,20,4,10,11,21,27,5,26,4,10,20,10,4,11,5,23,7,31,0,0,31,8,24,0,31,7,23,0,23,0,24,29,12,1,30,2,17,18,13,18,13,18,1,29,1,18,2,2.0
19,13,11,17,18,14,20,12,19,11,17,13,17,11,18,12,13,17,31,0,0,31,18,14,0,31,17,13,0,13,0,14,22,16,8,23,8,13,13,17,14,17,14,8,22,8,14,9,1.0
29,29,0,1,2,30,30,1,30,1,1,29,1,1,2,1,7,23,31,0,0,31,23,7,0,31,24,8,0,8,0,7,26,7,3,27,4,22,23,8,23,8,23,4,27,4,23,4,2.0
21,16,9,14,15,17,22,10,21,9,14,16,14,9,15,10,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,26,13,4,27,5,16,17,14,17,14,17,4,26,4,17,5,1.0
22,29,6,1,2,30,24,8,23,7,1,29,1,7,2,8,30,0,31,0,0,31,1,31,0,31,0,30,0,30,0,31,30,9,0,31,1,20,21,10,21,10,21,0,30,0,21,1,2.0
18,13,12,17,18,14,19,13,18,12,17,13,17,12,18,13,3,25,31,0,0,31,27,5,0,31,26,4,0,4,0,5,20,21,10,21,11,8,9,22,9,22,9,10,20,10,9,11,1.0
