@relation 'Sax dominant'

@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute destClass {1.0,2.0}

@data
36,54,28,64,24,28,64,38,54,38,54,55,36,55,35,49,50,36,62,40,52,40,52,26,66,26,66,72,19,16,72,20,52,39,70,32,52,38,40,50,74,17,74,18,55,20,40,39,40,38,70,19,28,54,55,20,56,18,74,16,38,39,28,52,28,62,55,20,24,66,28,54,26,54,40,36,55,32,52,20,49,39,40,39,55,18,28,20,26,54,38,20,26,20,40,20,28,39,40,20,26,38,26,39,28,20,28,54,28,20,40,18,40,16,40,39,55,19,28,20,40,35,38,38,40,39,28,36,40,20,38,20,2.0
37,53,23,69,19,23,69,39,53,39,53,51,41,51,41,47,49,37,67,41,51,41,51,21,71,21,71,72,20,15,72,19,49,43,70,39,49,43,41,49,75,18,74,17,51,20,41,43,41,43,70,20,23,53,51,20,51,18,74,15,39,43,23,51,23,67,51,19,19,71,23,53,21,53,41,41,51,39,49,20,47,43,41,43,51,17,23,19,21,53,39,20,21,20,41,19,23,43,41,20,21,43,21,43,23,19,23,53,23,20,41,17,41,15,41,43,51,20,23,20,41,41,39,43,41,43,23,41,41,19,39,19,2.0
35,54,26,65,22,25,66,37,54,38,53,53,39,53,39,49,50,35,63,40,52,39,52,24,67,24,68,67,25,21,67,25,51,41,65,37,51,41,40,50,69,23,69,23,53,25,40,41,39,41,65,25,26,54,53,25,53,23,69,21,38,41,27,52,26,63,53,25,22,68,27,55,24,55,40,39,53,37,51,25,49,41,40,41,53,23,26,25,24,54,38,25,24,25,39,25,27,41,40,25,24,41,24,41,26,25,26,54,27,25,39,23,40,21,40,41,53,25,26,25,39,39,37,41,39,41,27,39,39,25,37,25,2.0
32,57,17,76,15,17,76,34,56,34,57,56,35,55,35,49,51,31,75,38,54,36,53,16,77,16,77,73,18,12,73,18,53,39,70,32,52,37,37,51,76,15,76,15,56,18,38,39,37,38,70,18,17,56,56,18,56,15,76,12,34,39,17,54,17,75,55,18,15,77,17,57,16,57,38,35,56,32,53,18,49,38,38,38,55,15,17,18,16,56,34,18,16,18,37,18,17,39,38,18,16,38,16,39,17,18,17,56,17,18,37,15,37,12,37,39,56,18,17,18,37,35,34,38,36,38,17,35,37,18,34,18,1.0
32,58,22,70,18,22,70,34,58,34,58,54,37,54,36,48,54,32,68,36,56,36,56,20,72,20,72,73,18,15,73,19,51,40,71,33,51,39,36,54,75,16,75,17,54,19,36,40,36,39,71,18,22,58,54,19,55,17,75,15,34,40,22,56,22,68,54,19,18,72,22,58,20,58,36,37,54,33,51,19,48,40,36,40,54,17,22,19,20,58,34,19,20,19,36,19,22,40,36,19,20,39,20,40,22,19,22,58,22,19,36,17,36,15,36,40,54,18,22,19,36,36,34,39,36,40,22,37,36,19,34,19,1.0
34,54,22,70,18,22,70,37,54,37,54,51,41,51,40,47,48,34,68,40,51,40,51,20,72,20,72,62,28,22,62,28,49,43,59,38,49,42,40,48,66,25,65,25,51,29,40,43,40,42,59,28,22,54,51,29,52,26,65,22,37,43,22,51,22,68,51,28,18,72,22,54,20,54,40,41,51,38,49,29,47,43,40,43,51,25,22,28,20,54,37,29,20,29,40,28,22,43,40,29,20,42,20,43,22,28,22,54,22,29,40,25,40,22,40,43,51,28,22,29,40,40,37,42,40,43,22,41,40,28,37,28,2.0
35,55,24,68,20,24,68,37,55,37,55,60,32,60,32,56,51,35,66,39,53,39,53,22,70,22,70,70,22,17,70,21,58,34,68,30,58,34,39,51,73,20,72,19,60,22,39,34,39,34,68,22,24,55,60,22,60,20,72,17,37,34,24,53,24,66,60,21,20,70,24,55,22,55,39,32,60,30,58,22,56,34,39,34,60,19,24,21,22,55,37,22,22,22,39,21,24,34,39,22,22,34,22,34,24,21,24,55,24,22,39,19,39,17,39,34,60,22,24,22,39,32,37,34,39,34,24,32,39,21,37,21,1.0
39,51,28,64,24,28,64,41,51,41,51,55,37,55,37,51,47,39,62,43,49,43,49,26,66,26,66,68,24,19,68,23,53,39,66,35,53,39,43,47,71,22,70,21,55,24,43,39,43,39,66,24,28,51,55,24,55,22,70,19,41,39,28,49,28,62,55,23,24,66,28,51,26,51,43,37,55,35,53,24,51,39,43,39,55,21,28,23,26,51,41,24,26,24,43,23,28,39,43,24,26,39,26,39,28,23,28,51,28,24,43,21,43,19,43,39,55,24,28,24,43,37,41,39,43,39,28,37,43,23,41,23,1.0
28,62,17,76,15,17,76,30,61,30,62,57,35,56,35,52,57,28,75,33,60,32,59,16,77,16,77,70,22,18,70,22,55,38,68,33,54,37,32,57,72,20,72,20,57,22,33,38,32,37,68,22,17,61,57,22,57,20,72,18,30,38,17,60,17,75,56,22,15,77,17,62,16,62,33,35,57,33,55,22,52,37,33,37,56,20,17,22,16,61,30,22,16,22,32,22,17,38,33,22,16,37,16,38,17,22,17,61,17,22,32,20,32,18,32,38,57,22,17,22,32,35,30,37,32,37,17,35,32,22,30,22,2.0
31,57,24,68,20,24,68,34,57,34,57,50,41,50,41,44,51,31,66,37,54,36,54,22,70,22,70,70,20,11,70,19,47,44,66,38,47,43,37,51,75,16,74,15,50,20,37,44,37,44,66,20,24,57,50,20,50,16,74,11,34,44,24,54,24,66,50,19,20,70,24,57,22,57,37,41,50,38,47,20,44,44,37,44,50,15,24,19,22,57,34,20,22,20,37,19,24,44,37,20,22,44,22,44,24,19,24,57,24,20,37,15,37,11,37,44,50,20,24,20,37,41,34,44,36,44,24,41,37,19,34,19,2.0
26,62,18,75,16,18,75,29,61,29,62,57,32,56,32,49,55,26,74,33,59,30,58,17,76,17,76,70,20,15,70,20,54,37,67,28,53,34,32,55,73,18,73,18,57,21,33,37,32,36,67,21,18,61,58,21,58,18,73,15,29,37,18,59,18,74,57,21,16,76,18,62,17,62,33,32,58,28,54,21,49,36,33,36,57,18,18,21,17,61,29,21,17,21,32,21,18,37,33,21,17,36,17,37,18,21,18,61,18,21,32,18,32,15,32,37,58,20,18,21,32,32,29,36,30,36,18,32,32,21,29,21,1.0
40,50,24,68,20,24,68,42,50,42,50,56,36,56,36,52,46,40,66,44,48,44,48,22,70,22,70,68,24,19,68,23,54,38,66,34,54,38,44,46,71,22,70,21,56,24,44,38,44,38,66,24,24,50,56,24,56,22,70,19,42,38,24,48,24,66,56,23,20,70,24,50,22,50,44,36,56,34,54,24,52,38,44,38,56,21,24,23,22,50,42,24,22,24,44,23,24,38,44,24,22,38,22,38,24,23,24,50,24,24,44,21,44,19,44,38,56,24,24,24,44,36,42,38,44,38,24,36,44,23,42,23,1.0
36,52,17,75,13,17,75,39,52,39,52,57,34,57,33,51,46,36,73,42,49,42,49,15,77,15,77,70,20,15,70,21,54,37,67,30,54,36,42,46,73,17,73,18,57,21,42,37,42,36,67,20,17,52,57,21,58,18,73,15,39,37,17,49,17,73,57,21,13,77,17,52,15,52,42,34,57,30,54,21,51,37,42,37,57,18,17,21,15,52,39,21,15,21,42,21,17,37,42,21,15,36,15,37,17,21,17,52,17,21,42,18,42,15,42,37,57,20,17,21,42,33,39,36,42,37,17,34,42,21,39,21,1.0
32,57,21,71,17,21,71,34,57,34,57,55,34,55,35,47,51,32,69,36,54,37,54,19,73,19,73,74,18,14,74,18,51,37,72,31,51,39,36,52,76,16,76,16,55,18,36,38,37,39,72,18,21,57,55,18,55,16,76,14,34,39,21,54,21,69,55,18,17,73,21,57,19,57,37,35,55,31,51,18,47,38,36,39,55,16,21,18,19,57,34,18,19,18,37,18,21,39,37,18,19,39,19,39,21,18,21,57,21,18,37,16,37,14,37,38,55,18,21,18,37,35,34,39,37,38,21,35,37,18,34,18,1.0
33,55,21,70,15,21,70,36,55,36,55,51,37,52,37,44,49,33,68,39,52,37,52,18,73,18,73,70,19,12,70,19,47,42,66,32,47,40,39,49,75,16,74,15,51,20,39,42,39,42,67,20,21,55,52,20,52,16,74,12,36,42,21,52,21,68,52,19,16,73,21,55,18,55,39,37,52,34,47,20,44,42,39,42,52,15,21,19,18,55,36,20,18,20,39,19,21,42,39,20,18,42,18,42,21,19,21,55,21,20,39,15,39,12,39,42,52,19,21,20,39,37,36,42,37,42,21,37,39,19,36,19,1.0
30,60,24,68,20,24,68,32,60,32,60,55,36,55,36,49,56,30,66,34,58,34,58,22,70,22,70,70,22,18,70,22,52,39,68,33,52,39,34,56,72,20,72,20,55,22,34,39,34,39,68,22,24,60,55,22,55,20,72,18,32,39,24,58,24,66,55,22,20,70,24,60,22,60,34,36,55,33,52,22,49,39,34,39,55,20,24,22,22,60,32,22,22,22,34,22,24,39,34,22,22,39,22,39,24,22,24,60,24,22,34,20,34,18,34,39,55,22,24,22,34,36,32,39,34,39,24,36,34,22,32,22,2.0
30,58,22,70,18,22,70,33,58,33,58,52,39,52,39,46,52,30,68,36,55,36,55,20,72,20,72,72,19,12,72,18,49,42,69,36,49,42,36,52,76,16,75,15,52,19,36,42,36,42,69,19,22,58,52,19,52,16,75,12,33,42,22,55,22,68,52,18,18,72,22,58,20,58,36,39,52,36,49,19,46,42,36,42,52,15,22,18,20,58,33,19,20,19,36,18,22,42,36,19,20,42,20,42,22,18,22,58,22,19,36,15,36,12,36,42,52,19,22,19,36,39,33,42,36,42,22,39,36,18,33,18,2.0
35,55,26,66,22,26,66,37,55,37,55,54,37,54,37,48,51,35,64,39,53,39,53,24,68,24,68,68,24,19,68,23,51,40,66,34,51,40,39,51,71,22,70,21,54,24,39,40,39,40,66,24,26,55,54,24,54,22,70,19,37,40,26,53,26,64,54,23,22,68,26,55,24,55,39,37,54,34,51,24,48,40,39,40,54,21,26,23,24,55,37,24,24,24,39,23,26,40,39,24,24,40,24,40,26,23,26,55,26,24,39,21,39,19,39,40,54,24,26,24,39,37,37,40,39,40,26,37,39,23,37,23,1.0
32,58,23,69,19,23,69,33,58,33,58,52,38,53,37,47,53,31,67,36,55,36,55,21,71,21,71,74,16,14,74,18,50,41,72,34,50,40,36,54,76,15,76,16,52,18,36,41,36,40,72,17,23,58,53,18,54,16,76,14,33,41,23,55,23,67,53,18,19,71,23,58,21,58,36,38,53,34,50,18,47,41,36,41,53,16,23,18,21,58,33,18,21,18,36,18,23,41,36,18,21,40,21,41,23,18,23,58,23,18,36,16,36,14,36,41,53,16,23,18,36,37,33,40,36,41,23,38,36,18,33,18,2.0
38,52,27,65,23,27,65,40,52,40,52,55,37,55,37,51,48,38,63,42,50,42,50,25,67,25,67,67,25,20,67,24,53,39,65,35,53,39,42,48,70,23,69,22,55,25,42,39,42,39,65,25,27,52,55,25,55,23,69,20,40,39,27,50,27,63,55,24,23,67,27,52,25,52,42,37,55,35,53,25,51,39,42,39,55,22,27,24,25,52,40,25,25,25,42,24,27,39,42,25,25,39,25,39,27,24,27,52,27,25,42,22,42,20,42,39,55,25,27,25,42,37,40,39,42,39,27,37,42,24,40,24,2.0
32,56,18,75,16,18,75,35,56,35,56,57,33,57,33,49,50,32,74,38,53,38,53,17,76,17,76,74,18,13,74,17,53,37,72,30,53,37,38,50,77,16,76,15,57,18,38,37,38,37,72,18,18,56,57,18,57,16,76,13,35,37,18,53,18,74,57,17,16,76,18,56,17,56,38,33,57,30,53,18,50,37,38,37,57,15,18,17,17,56,35,18,17,18,38,17,18,37,38,18,17,37,17,37,18,17,18,56,18,18,38,15,38,13,38,37,57,18,18,18,38,33,35,37,38,37,18,33,38,17,35,17,2.0
33,57,25,67,21,25,67,35,57,35,57,58,33,58,32,52,53,33,65,37,55,37,55,23,69,23,69,70,21,18,70,22,55,36,68,29,55,35,37,53,72,19,72,20,58,22,37,36,37,35,68,21,25,57,58,22,59,20,72,18,35,36,25,55,25,65,58,22,21,69,25,57,23,57,37,33,58,29,55,22,52,36,37,36,58,20,25,22,23,57,35,22,23,22,37,22,25,36,37,22,23,35,23,36,25,22,25,57,25,22,37,20,37,18,37,36,58,21,25,22,37,32,35,35,37,36,25,33,37,22,35,22,1.0
38,52,23,68,18,23,68,40,52,40,52,51,41,51,41,47,48,38,65,41,50,42,50,20,71,20,71,74,18,13,74,17,49,42,72,39,49,43,42,48,77,16,76,15,51,18,42,43,42,43,72,18,23,52,51,18,51,16,76,13,40,43,23,50,23,66,51,17,18,71,23,52,20,52,42,41,51,39,49,18,47,43,41,43,51,15,23,17,20,52,40,18,20,18,42,17,23,43,42,18,20,43,20,43,23,17,23,52,23,18,42,15,42,13,42,42,51,18,23,18,42,41,40,43,42,43,23,41,42,17,40,17,1.0
36,54,24,68,20,24,68,38,54,38,54,56,36,56,36,52,50,36,66,40,52,40,52,22,70,22,70,68,24,19,68,23,54,38,66,34,54,38,40,50,71,22,70,21,56,24,40,38,40,38,66,24,24,54,56,24,56,22,70,19,38,38,24,52,24,66,56,23,20,70,24,54,22,54,40,36,56,34,54,24,52,38,40,38,56,21,24,23,22,54,38,24,22,24,40,23,24,38,40,24,22,38,22,38,24,23,24,54,24,24,40,21,40,19,40,38,56,24,24,24,40,36,38,38,40,38,24,36,40,23,38,23,1.0
32,58,24,68,20,24,68,34,58,34,58,52,39,52,39,46,54,32,66,36,56,36,56,22,70,22,70,74,18,14,74,18,49,42,72,36,49,42,36,54,76,16,76,16,52,18,36,42,36,42,72,18,24,58,52,18,52,16,76,14,34,42,24,56,24,66,52,18,20,70,24,58,22,58,36,39,52,36,49,18,46,42,36,42,52,16,24,18,22,58,34,18,22,18,36,18,24,42,36,18,22,42,22,42,24,18,24,58,24,18,36,16,36,14,36,42,52,18,24,18,36,39,34,42,36,42,24,39,36,18,34,18,1.0
36,54,26,66,22,26,66,38,54,38,54,55,37,55,37,51,50,36,64,40,52,40,52,24,68,24,68,69,23,18,69,22,53,39,67,35,53,39,40,50,72,21,71,20,55,23,40,39,40,39,67,23,26,54,55,23,55,21,71,18,38,39,26,52,26,64,55,22,22,68,26,54,24,54,40,37,55,35,53,23,51,39,40,39,55,20,26,22,24,54,38,23,24,23,40,22,26,39,40,23,24,39,24,39,26,22,26,54,26,23,40,20,40,18,40,39,55,23,26,23,40,37,38,39,40,39,26,37,40,22,38,22,1.0
25,65,21,71,17,21,71,27,65,27,65,45,44,46,43,38,61,25,69,29,63,29,63,19,73,19,73,78,13,10,78,13,42,48,76,39,42,47,29,61,81,12,80,11,46,14,29,48,29,47,77,13,21,65,46,14,47,12,80,10,27,48,21,63,21,69,46,13,17,73,21,65,19,65,29,44,46,39,42,14,38,48,29,48,46,11,21,13,19,65,27,14,19,14,29,13,21,48,29,14,19,47,19,48,21,13,21,65,21,14,29,11,29,10,29,48,46,13,21,14,29,43,27,47,29,48,21,44,29,13,27,13,1.0
29,59,18,73,15,19,73,32,58,32,59,59,33,58,32,52,53,29,71,35,56,35,56,17,75,17,75,73,20,15,72,19,55,36,70,29,55,35,35,53,75,17,74,17,59,19,35,36,35,35,70,19,19,59,59,20,59,17,75,15,32,36,19,56,19,71,58,19,15,75,19,59,17,59,35,33,58,29,55,20,52,36,35,36,58,17,19,19,17,59,32,20,17,20,35,19,19,36,35,20,17,35,17,36,19,19,19,58,19,20,35,17,35,15,35,36,58,20,19,20,35,32,32,35,35,36,19,33,35,19,32,19,1.0
32,56,22,70,18,22,70,35,56,35,56,57,34,57,34,51,50,32,68,38,53,38,53,20,72,20,72,71,21,17,71,21,54,37,69,31,54,37,38,50,73,19,73,19,57,21,38,37,38,37,69,21,22,56,57,21,57,19,73,17,35,37,22,53,22,68,57,21,18,72,22,56,20,56,38,34,57,31,54,21,51,37,38,37,57,19,22,21,20,56,35,21,20,21,38,21,22,37,38,21,20,37,20,37,22,21,22,56,22,21,38,19,38,17,38,37,57,21,22,21,38,34,35,37,38,37,22,34,38,21,35,21,1.0
36,54,27,65,23,27,65,38,54,38,54,56,36,56,36,52,50,36,63,40,52,40,52,25,67,25,67,68,24,19,68,23,54,38,66,34,54,38,40,50,71,22,70,21,56,24,40,38,40,38,66,24,27,54,56,24,56,22,70,19,38,38,27,52,27,63,56,23,23,67,27,54,25,54,40,36,56,34,54,24,52,38,40,38,56,21,27,23,25,54,38,24,25,24,40,23,27,38,40,24,25,38,25,38,27,23,27,54,27,24,40,21,40,19,40,38,56,24,27,24,40,36,38,38,40,38,27,36,40,23,38,23,2.0
36,54,28,64,24,28,64,38,54,38,54,53,38,53,38,48,50,36,62,40,52,40,52,26,66,26,66,67,25,20,67,24,50,41,65,35,50,41,40,50,70,23,69,22,53,25,40,41,40,41,65,25,28,54,53,25,53,23,69,20,38,41,28,52,28,62,53,24,24,66,28,54,26,54,40,38,53,36,50,25,48,41,40,41,53,22,28,24,26,54,38,25,26,25,40,24,28,41,40,25,26,41,26,41,28,24,28,54,28,25,40,22,40,20,40,41,53,25,28,25,40,38,38,41,40,41,28,38,40,24,38,24,2.0
32,56,17,76,15,17,76,35,56,34,56,54,37,53,37,47,50,32,75,37,53,38,53,16,77,16,77,73,19,15,73,19,51,40,71,34,50,40,37,50,75,17,75,17,54,19,38,40,38,40,71,19,17,56,54,19,54,17,75,15,35,41,17,53,17,75,53,19,15,77,17,56,16,56,38,37,54,34,51,19,47,40,37,40,53,17,17,19,16,56,35,19,16,19,38,19,17,41,38,19,16,40,16,41,17,19,17,56,17,19,38,17,38,15,38,40,54,19,17,19,38,37,35,40,38,40,17,37,38,19,35,19,1.0
31,57,22,70,18,22,70,34,57,34,57,51,39,51,39,43,51,31,68,36,54,35,54,20,72,20,72,72,17,7,72,16,47,42,67,35,47,41,37,51,78,12,77,11,51,17,37,43,37,43,68,17,22,57,51,17,51,12,77,7,34,43,22,54,22,68,51,16,18,72,22,57,20,57,37,39,51,35,47,17,43,43,36,43,51,11,22,16,20,57,34,17,20,17,37,16,22,43,37,17,20,43,20,43,22,16,22,57,22,17,37,11,37,7,37,42,51,17,22,17,37,39,34,43,35,43,22,39,37,16,34,16,2.0
38,52,22,70,18,22,70,40,52,40,52,53,39,53,39,49,48,38,68,42,50,42,50,20,72,20,72,64,28,23,64,27,51,41,62,37,51,41,42,48,67,26,66,25,53,28,42,41,42,41,62,28,22,52,53,28,53,26,66,23,40,41,22,50,22,68,53,27,18,72,22,52,20,52,42,39,53,37,51,28,49,41,42,41,53,25,22,27,20,52,40,28,20,28,42,27,22,41,42,28,20,41,20,41,22,27,22,52,22,28,42,25,42,23,42,41,53,28,22,28,42,39,40,41,42,41,22,39,42,27,40,27,2.0
34,54,22,69,16,22,69,37,54,37,54,58,33,58,33,52,48,34,66,40,51,40,51,19,72,19,72,71,20,13,71,19,55,36,68,30,55,36,40,48,75,17,74,16,58,20,40,36,40,36,68,20,22,54,58,20,58,17,74,13,37,36,22,51,22,66,58,19,16,72,22,54,19,54,40,33,58,30,55,20,52,36,40,36,58,16,22,19,19,54,37,20,19,20,40,19,22,36,40,20,19,36,19,36,22,19,22,54,22,20,40,16,40,13,40,36,58,20,22,20,40,33,37,36,40,36,22,33,40,19,37,19,2.0
37,51,17,75,13,17,75,40,51,40,51,57,34,57,33,51,45,37,73,43,48,43,48,15,77,15,77,68,22,16,68,22,54,37,65,30,54,36,43,45,72,19,71,19,57,23,43,37,43,36,65,22,17,51,57,23,58,20,71,16,40,37,17,48,17,73,57,22,13,77,17,51,15,51,43,34,57,30,54,23,51,37,43,37,57,19,17,22,15,51,40,23,15,23,43,22,17,37,43,23,15,36,15,37,17,22,17,51,17,23,43,19,43,16,43,37,57,22,17,23,43,33,40,36,43,37,17,34,43,22,40,22,1.0
34,54,21,71,17,21,71,37,54,37,54,55,37,55,37,51,48,34,69,40,51,40,51,19,73,19,73,67,24,17,67,23,53,39,64,35,53,39,40,48,71,21,70,20,55,24,40,39,40,39,64,24,21,54,55,24,55,21,70,17,37,39,21,51,21,69,55,23,17,73,21,54,19,54,40,37,55,35,53,24,51,39,40,39,55,20,21,23,19,54,37,24,19,24,40,23,21,39,40,24,19,39,19,39,21,23,21,54,21,24,40,20,40,17,40,39,55,24,21,24,40,37,37,39,40,39,21,37,40,23,37,23,2.0
31,57,23,69,19,23,69,34,57,34,57,54,38,54,38,50,51,31,67,37,54,37,54,21,71,21,71,65,27,22,65,26,52,40,63,36,52,40,37,51,68,25,67,24,54,27,37,40,37,40,63,27,23,57,54,27,54,25,67,22,34,40,23,54,23,67,54,26,19,71,23,57,21,57,37,38,54,36,52,27,50,40,37,40,54,24,23,26,21,57,34,27,21,27,37,26,23,40,37,27,21,40,21,40,23,26,23,57,23,27,37,24,37,22,37,40,54,27,23,27,37,38,34,40,37,40,23,38,37,26,34,26,2.0
32,56,23,69,19,23,69,35,56,35,56,51,40,51,40,45,50,32,67,38,53,37,53,21,71,21,71,72,19,12,72,18,48,43,69,37,48,42,38,50,76,16,75,15,51,19,38,43,38,43,69,19,23,56,51,19,51,16,75,12,35,43,23,53,23,67,51,18,19,71,23,56,21,56,38,40,51,37,48,19,45,43,38,43,51,15,23,18,21,56,35,19,21,19,38,18,23,43,38,19,21,43,21,43,23,18,23,56,23,19,38,15,38,12,38,43,51,19,23,19,38,40,35,43,37,43,23,40,38,18,35,18,2.0
37,53,27,65,23,27,65,39,53,39,53,53,39,53,39,49,49,37,63,41,51,41,51,25,67,25,67,68,24,19,68,23,51,41,66,37,51,41,41,49,71,22,70,21,53,24,41,41,41,41,66,24,27,53,53,24,53,22,70,19,39,41,27,51,27,63,53,23,23,67,27,53,25,53,41,39,53,37,51,24,49,41,41,41,53,21,27,23,25,53,39,24,25,24,41,23,27,41,41,24,25,41,25,41,27,23,27,53,27,24,41,21,41,19,41,41,53,24,27,24,41,39,39,41,41,41,27,39,41,23,39,23,1.0
30,60,19,73,15,19,73,32,60,32,60,57,34,56,33,48,56,30,71,34,58,34,58,17,75,17,75,73,20,15,72,19,52,38,70,30,52,37,34,56,75,17,74,17,57,19,34,38,34,37,70,19,19,60,57,20,57,17,75,15,32,38,19,58,19,71,56,19,15,75,19,60,17,60,34,34,56,30,52,20,49,38,34,38,56,17,19,19,17,60,32,20,17,20,34,19,19,38,34,20,17,37,17,38,19,19,19,60,19,20,34,17,34,15,34,38,56,20,19,20,34,33,32,37,34,38,19,34,34,19,32,19,1.0
36,52,26,66,22,26,66,39,52,39,52,59,32,59,32,53,46,36,64,42,49,42,49,24,68,24,68,71,21,16,71,20,56,35,69,29,56,35,42,46,74,19,73,18,59,21,42,35,42,35,69,21,26,52,59,21,59,19,73,16,39,35,26,49,26,64,59,20,22,68,26,52,24,52,42,32,59,29,56,21,53,35,42,35,59,18,26,20,24,52,39,21,24,21,42,20,26,35,42,21,24,35,24,35,26,20,26,52,26,21,42,18,42,16,42,35,59,21,26,21,42,32,39,35,42,35,26,32,42,20,39,20,1.0
37,53,29,62,23,29,62,39,53,39,53,52,40,52,40,48,49,37,60,41,51,41,51,26,65,26,65,68,24,20,68,24,50,42,66,38,50,42,41,49,70,22,70,22,52,24,41,42,41,42,66,24,29,53,52,24,52,22,70,20,39,42,29,51,29,60,52,24,24,65,29,53,26,53,41,40,52,38,50,24,48,42,41,42,52,22,29,24,26,53,39,24,26,24,41,24,29,42,41,24,26,42,26,42,29,24,29,53,29,24,41,22,41,20,41,42,52,24,29,24,41,40,39,42,41,42,29,40,41,24,39,24,1.0
31,59,22,70,18,22,70,33,59,33,59,56,35,56,34,50,55,31,68,35,57,35,57,20,72,20,72,73,18,15,73,19,53,38,71,31,53,37,35,55,75,16,75,17,56,19,35,38,35,37,71,18,22,59,56,19,57,17,75,15,33,38,22,57,22,68,56,19,18,72,22,59,20,59,35,35,56,31,53,19,50,38,35,38,56,17,22,19,20,59,33,19,20,19,35,19,22,38,35,19,20,37,20,38,22,19,22,59,22,19,35,17,35,15,35,38,56,18,22,19,35,34,33,37,35,38,22,35,35,19,33,19,1.0
32,58,24,69,22,24,69,34,57,34,58,53,37,53,38,47,53,32,68,35,56,36,55,23,70,23,70,69,22,17,69,22,50,39,66,35,50,41,36,53,72,19,72,19,53,22,36,41,36,41,67,22,24,57,53,22,53,19,72,17,34,41,24,56,24,68,53,22,22,70,24,58,23,58,37,38,53,35,50,22,47,40,35,41,53,19,24,22,23,57,34,22,23,22,36,22,24,41,37,22,23,41,23,41,24,22,24,57,24,22,36,19,36,17,36,39,53,22,24,22,36,38,34,41,36,40,24,38,36,22,34,22,1.0
