@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute destClass {2,3,4,1}

@data
21,69,22,68,19,63,23,19,65,24,65,22,22,66,61,66,21,70,20,71,22,24,69,19,69,21,23,25,23,21,24,21,21,25,21,25,69,19,22,24,21,25,19,71,22,23,23,22,23,19,19,25,3
18,70,20,69,14,71,17,14,73,18,74,16,19,67,71,65,16,73,15,74,20,18,76,15,75,16,20,18,20,16,21,16,16,18,16,19,76,14,19,18,18,18,14,74,20,17,20,16,20,14,14,18,4
16,69,19,68,13,68,17,13,70,18,71,15,18,66,66,63,15,73,13,74,19,18,75,13,74,15,20,19,20,15,21,15,15,19,15,20,75,13,18,18,16,19,13,74,19,17,20,15,20,13,13,19,4
17,70,20,69,13,69,17,13,71,18,72,16,18,66,68,65,16,73,14,74,19,18,76,14,74,15,20,18,20,15,21,16,16,18,16,20,75,13,18,18,17,19,13,74,20,17,20,16,20,13,13,19,4
22,66,24,65,18,66,22,19,68,23,69,21,23,63,66,61,20,69,19,70,24,23,71,20,70,21,24,23,24,21,25,21,20,23,20,24,71,19,23,23,22,23,18,70,24,22,24,21,24,19,18,23,4
18,69,20,68,13,72,16,13,74,17,75,15,19,66,72,63,15,73,14,74,20,17,77,14,76,15,20,17,20,15,21,15,15,17,15,18,77,13,19,17,18,17,13,74,20,16,20,15,20,13,13,17,4
19,71,18,70,15,67,19,16,69,19,70,20,18,68,66,67,16,73,16,74,20,21,73,17,72,17,19,20,20,18,21,18,17,21,17,22,73,16,19,19,19,20,15,74,18,20,19,20,20,16,15,21,3
22,66,19,65,16,70,16,15,72,15,73,18,20,65,70,61,16,70,17,72,23,19,75,16,74,15,20,17,22,17,24,17,17,19,18,20,75,15,22,16,22,17,17,71,19,18,21,18,23,15,17,19,2
17,72,18,71,14,71,17,14,73,17,74,16,18,69,71,68,16,74,15,75,19,18,76,15,75,16,19,18,19,16,20,16,16,18,16,19,76,14,18,17,17,18,14,75,18,17,19,16,19,14,14,18,2
21,70,20,69,18,63,22,17,64,22,65,23,20,67,60,67,19,71,19,72,22,24,70,18,69,18,21,23,22,19,23,19,20,24,20,25,70,18,21,22,21,23,18,72,20,23,21,23,22,18,18,24,2
20,68,20,67,13,67,18,10,70,17,71,17,21,65,65,63,16,72,16,73,22,19,76,13,75,13,21,18,21,13,22,13,16,18,16,19,76,10,21,17,20,18,14,73,20,18,21,17,21,10,14,18,4
21,70,17,69,14,68,19,15,70,17,71,21,19,67,67,65,15,73,16,74,21,21,74,17,73,16,19,19,20,17,21,17,16,20,16,21,74,15,20,17,21,19,14,74,17,20,19,21,20,15,14,20,1
21,71,17,70,15,67,20,16,69,18,70,22,19,68,66,67,16,73,17,74,21,22,73,18,72,17,19,20,20,18,21,18,17,21,17,22,73,16,20,18,21,20,15,74,17,21,19,22,20,16,15,21,1
17,73,14,72,13,69,16,13,70,15,71,19,15,70,67,69,13,75,14,76,18,19,75,15,74,13,16,17,18,15,19,15,15,19,15,20,75,14,17,15,18,17,13,76,14,18,16,19,18,14,13,19,1
17,71,17,70,13,68,16,13,70,17,71,17,16,68,66,66,14,74,14,75,18,18,75,14,74,14,18,18,19,15,20,15,15,19,15,20,75,13,17,17,18,18,13,75,17,17,18,18,19,13,13,19,3
23,69,19,68,17,68,20,17,70,18,71,22,21,66,68,65,18,71,19,72,23,22,73,19,72,18,21,20,22,19,23,19,19,21,19,22,73,17,22,18,23,20,17,72,19,21,21,22,22,17,17,21,1
20,67,22,66,15,71,17,14,73,18,74,16,21,65,71,62,17,71,16,72,22,18,76,15,75,16,22,18,22,16,23,16,17,18,17,19,76,14,21,18,20,18,16,72,22,17,22,16,22,14,16,18,4
22,69,20,68,17,66,21,17,68,20,69,22,21,66,65,65,18,71,19,72,23,23,72,19,71,18,21,21,22,19,23,19,19,22,19,23,72,17,22,20,22,21,17,72,20,22,21,22,22,17,17,22,3
18,70,19,69,14,67,19,16,69,20,70,18,18,67,66,65,16,73,15,74,19,20,73,16,72,18,20,21,20,18,21,18,16,21,16,22,73,16,18,20,18,21,14,74,19,19,20,19,20,16,14,21,3
22,70,19,69,16,65,23,17,67,20,68,24,21,67,64,66,18,72,18,73,22,24,72,20,70,19,21,22,21,19,22,20,18,22,18,24,71,17,21,20,22,23,16,73,19,23,21,24,21,17,16,23,1
20,69,19,68,15,66,19,15,69,19,70,20,19,66,66,64,16,72,16,73,21,21,73,17,72,17,20,20,21,18,22,18,17,21,17,22,73,15,20,19,20,20,15,73,19,20,20,20,21,15,15,21,2
14,73,16,72,11,70,15,11,72,16,73,14,15,70,68,68,13,76,11,77,16,16,77,11,76,13,17,17,17,13,18,13,13,17,13,18,77,11,15,16,14,17,11,77,16,15,17,14,17,11,11,17,4
21,65,21,64,14,67,19,16,69,19,70,19,21,61,66,58,16,70,16,71,23,21,73,17,72,17,22,20,23,18,24,18,17,21,17,22,73,16,22,19,21,20,14,71,21,20,22,19,23,16,14,21,2
16,73,19,72,15,67,18,14,69,20,70,17,17,70,65,70,17,74,15,75,18,19,74,14,73,16,19,20,19,16,20,16,17,20,17,21,74,14,17,20,16,20,15,75,19,18,19,17,19,14,15,20,4
20,71,17,70,15,65,21,16,67,19,68,22,19,68,63,67,16,73,17,74,21,23,72,18,71,17,19,21,20,18,21,18,17,22,17,23,72,16,20,19,20,21,15,74,17,22,19,22,20,16,15,22,1
17,71,17,70,11,70,16,11,72,16,73,16,17,68,68,65,13,75,12,76,18,17,77,12,76,13,18,17,18,13,19,13,13,17,13,18,77,11,17,16,17,17,11,76,17,16,18,16,18,11,11,17,2
19,68,20,67,16,64,19,15,66,20,67,19,19,65,61,63,17,71,16,72,21,21,72,15,71,16,21,21,22,17,23,17,18,22,18,23,72,15,20,20,19,21,16,72,20,20,21,19,22,15,16,22,4
15,71,19,70,13,67,17,13,69,20,69,16,17,68,64,66,15,74,13,75,17,18,74,13,74,15,19,20,19,15,20,15,15,20,15,20,74,13,17,20,16,20,13,75,19,17,19,16,19,13,13,20,4
16,73,13,72,11,70,15,11,72,13,73,16,15,70,68,68,11,76,13,77,18,18,77,13,76,11,15,15,17,13,18,13,13,17,13,18,77,11,17,13,16,15,11,77,13,17,15,16,17,11,11,17,1
19,71,18,70,15,72,15,13,74,15,75,16,18,68,72,67,16,73,16,74,20,17,77,14,76,14,19,16,20,15,21,15,17,17,17,18,77,13,19,15,19,16,15,74,18,16,19,16,20,13,15,17,3
20,69,16,68,12,69,17,14,71,15,72,19,18,65,68,63,13,73,15,74,21,20,75,16,74,14,18,17,20,16,21,16,15,19,15,20,75,14,20,15,20,17,12,74,16,19,18,19,20,14,12,19,1
20,71,19,70,17,68,19,17,70,19,71,20,19,68,68,68,18,72,18,73,21,21,73,18,72,18,20,20,21,19,22,19,19,21,19,22,73,17,20,19,20,20,17,73,19,20,20,20,21,17,17,21,2
19,70,18,69,14,72,15,13,74,15,75,16,18,67,72,65,15,73,15,74,20,17,77,14,76,14,19,16,20,15,21,15,16,17,16,18,77,13,19,15,19,16,14,74,18,16,19,16,20,13,14,17,2
16,72,19,71,13,70,16,13,72,18,73,15,17,68,69,68,16,74,14,75,18,17,76,13,75,15,19,18,19,15,20,15,16,18,16,19,76,13,17,18,16,18,13,75,19,16,19,15,19,13,13,18,4
22,69,20,68,17,65,23,19,66,22,67,24,21,66,64,65,18,71,19,72,23,25,70,21,69,20,21,23,22,21,23,21,19,24,19,25,70,20,22,22,22,23,17,72,20,24,21,24,22,20,17,24,2
18,68,18,67,11,66,18,10,67,18,68,17,19,65,61,61,13,73,13,75,20,19,75,11,74,12,19,19,19,12,21,12,13,19,14,20,75,11,19,18,18,19,11,74,18,18,20,17,20,11,11,19,4
16,76,13,75,10,65,19,10,67,17,68,20,15,73,60,72,12,78,12,79,16,20,75,12,74,12,15,19,15,12,16,12,12,19,12,20,75,10,15,17,16,19,10,79,13,19,15,20,15,10,10,19,1
18,69,20,68,15,66,17,13,68,18,69,17,18,66,63,64,17,72,15,73,20,19,74,13,73,14,20,19,21,15,22,15,17,20,17,21,74,13,19,19,18,19,15,73,20,18,20,17,21,13,15,20,4
17,72,16,71,12,68,17,13,70,17,71,18,16,69,66,67,13,75,13,76,18,19,75,14,74,14,17,18,18,15,19,15,14,19,14,20,75,13,17,17,17,18,12,76,16,18,17,18,18,13,12,19,2
18,74,14,73,14,63,21,15,64,19,65,23,16,71,59,71,14,75,16,76,19,24,71,17,70,15,16,21,18,17,19,17,16,23,16,24,71,16,18,19,18,21,14,76,14,23,16,23,18,16,14,23,1
16,73,18,72,13,72,16,13,74,17,75,15,17,70,72,69,15,75,14,76,18,17,77,14,76,15,18,17,18,15,19,15,15,17,15,18,77,13,17,17,16,17,13,76,18,16,18,15,18,13,13,17,4
22,67,21,66,15,70,20,17,71,19,72,20,22,64,69,61,17,71,17,72,23,21,74,18,73,18,22,20,22,18,23,18,17,20,17,21,74,17,22,19,22,20,15,72,21,20,22,20,22,17,15,20,2
18,73,16,72,13,71,17,14,73,16,74,18,17,70,71,69,14,75,15,76,19,19,76,16,75,15,17,17,18,16,19,16,15,18,15,19,76,14,18,16,18,17,13,76,16,18,17,18,18,14,13,18,2
25,60,26,60,17,67,22,17,68,21,69,21,26,58,66,54,20,67,19,67,27,22,72,19,71,19,27,22,27,19,27,19,20,22,20,23,72,18,26,21,25,22,18,67,26,22,27,21,27,18,18,22,2
17,72,17,71,12,74,14,11,76,14,77,14,17,69,74,67,14,75,13,76,18,15,79,12,78,13,18,15,18,13,19,13,14,15,14,16,79,11,17,14,17,15,12,76,17,14,18,14,18,11,12,15,2
19,71,19,70,17,68,19,17,70,19,71,19,19,68,68,68,18,72,18,73,21,21,73,18,72,18,20,20,21,19,22,19,19,21,19,22,73,17,20,19,19,20,17,73,19,20,20,19,21,17,17,21,4
20,70,18,69,16,69,18,16,71,18,72,19,19,68,69,66,16,72,17,74,21,20,74,17,73,17,19,19,20,18,22,18,17,20,18,21,74,16,20,18,20,19,16,73,18,19,20,19,21,16,16,20,2
19,68,22,67,16,70,18,16,71,20,72,17,20,66,70,64,18,71,16,72,21,19,74,16,73,18,22,20,22,18,23,18,18,20,18,21,74,17,20,20,19,20,17,72,22,18,22,17,22,17,17,20,4
19,68,17,67,12,73,14,13,74,13,75,15,18,66,73,62,13,73,14,74,20,17,77,14,76,13,18,15,20,15,21,15,14,17,14,18,77,13,19,14,19,15,13,74,17,16,18,16,20,14,13,17,2
17,72,16,71,12,69,17,14,71,17,72,18,16,69,68,67,13,75,13,76,18,19,75,15,74,15,17,18,18,16,19,16,14,19,14,20,75,14,17,17,17,18,12,76,16,18,17,18,18,14,12,19,3
20,67,16,66,11,65,18,13,66,17,67,21,17,64,61,59,11,73,13,74,20,21,73,15,72,13,18,19,20,15,21,15,13,21,13,22,73,14,19,17,21,19,11,74,16,20,18,22,20,14,11,21,1
20,70,22,69,18,66,21,17,68,22,69,20,21,67,65,67,20,71,19,72,22,22,72,18,71,19,22,22,22,19,23,19,20,22,20,23,72,17,21,22,20,22,18,72,22,21,22,20,22,17,18,22,4
17,72,16,71,14,67,19,15,68,18,69,19,17,69,65,68,15,74,15,75,19,21,73,16,72,16,18,20,19,17,20,17,16,21,16,22,73,16,18,18,17,20,14,75,16,20,18,19,19,16,14,21,1
18,73,16,72,13,68,19,15,70,18,71,20,17,70,67,69,14,75,15,76,19,21,74,17,73,16,17,19,18,17,19,17,15,20,15,21,74,15,18,18,18,19,13,76,16,20,17,20,18,15,13,20,3
16,72,19,71,14,70,15,11,72,17,73,14,17,69,68,68,16,74,14,75,18,16,77,11,76,13,19,17,19,13,20,13,16,17,16,18,77,11,17,17,16,17,14,75,19,15,19,14,19,11,14,17,4
20,71,14,70,13,65,19,14,68,16,69,22,17,68,64,66,13,74,15,75,20,22,73,17,72,15,17,19,19,17,20,17,15,21,15,22,73,14,19,16,20,19,13,75,14,21,17,22,19,14,13,21,1
15,73,16,72,11,71,16,11,72,15,73,15,16,70,68,68,13,76,12,77,17,17,78,12,76,12,17,16,17,12,18,13,13,16,13,18,77,11,16,15,15,17,11,77,16,16,17,15,17,11,11,17,4
18,72,17,71,14,68,17,13,70,17,71,18,17,69,66,68,15,74,15,75,19,19,75,14,74,14,18,18,19,15,20,15,16,19,16,20,75,13,18,17,18,18,14,75,17,18,18,18,19,13,14,19,2
15,72,15,71,12,68,16,11,68,16,69,16,15,69,64,67,13,75,12,76,17,18,75,11,74,12,17,18,18,13,19,13,14,19,14,20,75,13,16,16,15,18,12,76,15,17,17,16,18,13,12,19,4
17,70,19,69,14,65,17,11,66,19,67,17,17,67,60,65,16,73,14,74,19,19,74,11,73,13,19,19,20,13,21,13,16,20,16,21,74,12,18,20,17,19,14,74,20,18,19,17,20,12,14,20,4
19,70,19,69,13,70,17,13,72,17,73,17,19,66,69,65,16,73,15,74,20,18,76,14,75,15,20,18,20,15,21,15,16,18,16,19,76,13,19,17,19,18,13,74,19,17,20,17,20,13,13,18,3
16,73,18,72,13,67,20,15,68,21,69,19,17,70,65,69,15,75,14,76,18,21,73,16,72,17,18,21,18,17,19,17,15,21,15,22,73,16,17,21,16,21,13,76,18,20,18,19,18,16,13,21,4
19,70,18,69,14,68,18,15,70,18,71,19,18,67,67,65,15,73,15,74,20,20,74,16,73,16,19,19,20,17,21,17,16,20,16,21,74,15,19,18,19,19,14,74,18,19,19,19,20,15,14,20,2
17,72,19,71,14,66,19,13,68,20,69,18,18,69,63,68,16,74,15,75,19,20,74,14,73,15,19,20,19,15,20,15,16,20,16,21,74,13,18,20,17,20,14,75,19,19,19,18,19,13,14,20,4
17,71,18,71,15,70,18,17,71,18,72,18,17,69,69,68,16,74,15,74,19,19,74,17,73,17,19,19,20,18,20,18,17,20,17,21,74,17,18,18,17,19,15,74,18,19,19,18,20,17,15,20,2
17,73,14,72,13,63,18,12,65,17,66,20,15,70,58,69,13,75,14,76,18,21,73,13,72,12,16,19,18,14,19,14,15,21,15,22,73,12,17,17,17,19,13,76,14,20,16,20,18,12,13,21,1
22,70,18,69,18,65,21,18,67,19,68,23,20,67,64,67,18,71,20,72,23,24,71,20,70,18,20,21,22,20,23,20,20,23,20,24,71,18,22,19,22,21,18,72,18,23,20,23,22,18,18,23,1
20,70,18,69,14,70,18,15,72,17,73,19,19,67,70,65,15,73,16,74,21,20,75,17,74,16,19,18,20,17,21,17,16,19,16,20,75,15,20,17,20,18,14,74,18,19,19,19,20,15,14,19,2
19,72,17,71,14,70,18,15,72,17,73,19,18,69,70,68,15,74,16,75,20,20,75,17,74,16,18,18,19,17,20,17,16,19,16,20,75,15,19,17,19,18,14,75,17,19,18,19,19,15,14,19,3
21,70,20,69,16,72,19,17,73,18,74,19,21,67,72,66,18,72,18,73,22,20,75,18,74,18,21,19,21,18,22,18,18,19,18,20,75,17,21,18,21,19,16,73,20,19,21,19,21,17,16,19,2
20,68,16,67,14,68,15,13,70,14,71,18,17,65,66,62,14,72,15,73,21,19,75,14,74,13,18,16,21,15,22,15,16,19,16,20,75,13,20,15,20,16,14,73,17,18,18,18,21,13,14,19,2
15,73,16,72,13,66,17,13,68,19,69,17,15,70,63,69,14,75,13,76,17,19,74,13,73,15,17,19,18,15,19,15,15,20,15,21,74,13,16,19,15,19,13,76,17,18,17,17,18,13,13,20,4
19,70,20,69,16,66,20,16,68,21,68,19,20,67,64,66,18,72,17,73,20,21,72,16,72,18,21,22,21,18,22,18,18,22,18,22,72,16,20,21,19,22,16,73,20,20,21,19,21,16,16,22,3
16,74,17,73,12,71,16,10,73,16,74,15,17,71,69,70,14,76,14,77,18,17,78,12,77,12,17,16,17,12,18,12,14,16,14,17,78,10,17,16,16,16,12,77,17,16,17,15,17,10,12,16,4
16,73,16,72,11,68,17,11,70,17,71,17,16,70,65,68,13,76,12,77,17,18,76,12,75,13,17,18,17,13,18,13,13,18,13,19,76,11,16,17,16,18,11,77,16,17,17,17,17,11,11,18,2
19,73,17,72,15,65,21,16,67,20,68,22,18,70,63,70,16,74,17,75,20,23,72,18,71,17,18,21,19,18,20,18,17,22,17,23,72,16,19,20,19,21,15,75,17,22,18,22,19,16,15,22,3
18,69,19,68,15,66,18,13,66,19,67,19,18,66,62,64,16,72,15,73,20,20,73,14,72,14,20,20,21,15,22,15,17,21,17,22,73,15,19,19,19,20,15,73,19,19,20,19,21,15,15,21,3
19,71,18,70,15,68,19,16,69,19,70,20,18,68,67,67,16,73,16,74,20,21,73,17,72,17,19,20,20,18,21,18,17,21,17,22,73,17,19,19,19,20,15,74,18,20,19,20,20,17,15,21,3
21,68,20,67,16,64,20,15,66,20,67,21,20,66,61,64,17,71,17,72,22,22,72,16,71,16,21,21,22,17,23,17,18,22,18,23,72,15,21,20,21,21,17,72,20,21,21,21,22,15,17,22,3
18,70,19,69,15,68,17,12,69,18,70,16,19,67,65,66,17,72,16,74,20,18,75,12,74,14,20,19,20,14,22,14,17,19,18,20,75,13,19,18,18,19,15,73,19,17,21,16,21,13,15,19,4
16,73,16,72,13,68,18,15,70,18,71,18,16,70,67,69,14,75,14,76,18,20,74,16,73,16,17,19,18,17,19,17,15,20,15,21,74,15,17,18,16,19,13,76,16,19,17,18,18,15,13,20,2
17,73,15,72,13,67,18,14,70,17,71,19,16,70,67,69,14,75,14,76,18,20,74,16,73,16,17,19,18,17,19,17,15,20,15,21,74,14,17,17,17,19,13,76,15,19,17,19,18,14,13,20,3
16,72,16,72,14,65,20,15,66,19,67,20,16,70,62,69,15,75,14,75,18,21,72,16,71,16,18,21,19,17,19,17,16,22,16,23,72,16,17,19,16,21,14,75,16,21,18,20,19,16,14,22,1
18,71,21,70,17,67,19,16,69,21,70,18,19,68,66,68,19,72,17,73,20,20,73,16,72,18,21,21,21,18,22,18,19,21,19,22,73,16,19,21,18,21,17,73,21,19,21,18,21,16,17,21,4
23,67,18,66,15,68,18,14,69,16,70,21,20,65,66,62,15,71,17,72,23,21,74,16,73,14,20,18,22,16,23,16,17,20,17,21,74,15,22,16,23,18,16,72,18,20,20,21,22,15,16,20,1
20,70,19,69,16,67,19,16,69,19,70,20,19,67,66,66,17,72,17,73,21,21,73,17,72,17,20,20,21,18,22,18,18,21,18,22,73,16,20,19,20,20,16,73,19,20,20,20,21,16,16,21,2
15,76,14,75,12,74,13,11,76,13,77,14,14,73,74,73,13,77,13,78,16,15,79,12,78,12,15,14,16,13,17,13,14,15,14,16,79,11,15,13,15,14,12,78,14,14,15,14,16,11,12,15,2
19,71,20,70,15,67,20,14,69,20,70,19,20,68,65,67,17,73,17,74,21,21,74,16,73,16,20,20,20,16,21,16,17,20,17,21,74,14,20,20,19,20,15,74,20,20,20,19,20,14,15,20,4
18,74,16,73,14,64,21,15,66,20,67,22,17,71,61,71,15,75,16,76,19,23,72,17,71,16,17,21,18,17,19,17,16,22,16,23,72,15,18,20,18,21,14,76,16,22,17,22,18,15,14,22,2
17,73,13,72,11,71,15,12,73,13,74,17,15,70,70,68,11,76,13,77,18,18,77,14,76,12,15,15,17,14,18,14,13,17,13,18,77,12,17,13,17,15,11,77,13,17,15,17,17,12,11,17,1
17,73,18,72,15,67,19,14,69,19,70,18,18,70,65,70,17,74,16,75,19,20,74,15,73,16,19,20,19,16,20,16,17,20,17,21,74,14,18,19,17,20,15,75,18,19,19,18,19,14,15,20,4
17,71,18,70,15,68,18,15,70,18,71,17,18,68,67,67,16,73,16,74,20,20,74,16,73,16,19,19,20,17,21,17,17,20,17,21,74,15,19,18,17,19,15,74,18,19,19,17,20,15,15,20,4
17,69,18,68,13,69,15,12,71,16,72,16,17,67,67,64,14,73,13,74,19,17,76,13,75,13,19,17,20,14,21,14,15,18,15,19,76,12,18,16,18,17,14,74,18,16,19,16,20,12,14,18,3
18,73,18,72,15,69,19,15,70,19,71,19,18,70,68,70,17,74,16,75,19,20,74,16,73,17,19,20,19,17,20,17,17,20,17,21,74,16,18,19,18,20,15,75,18,19,19,19,19,16,15,20,3
17,75,15,74,13,72,16,13,74,15,75,17,16,73,72,73,14,76,15,77,18,18,77,15,76,14,16,16,17,15,18,15,15,17,15,18,77,13,17,15,17,16,14,77,15,17,16,17,17,13,14,17,3
17,69,20,68,14,66,19,14,66,21,66,18,19,66,62,65,17,72,15,73,19,20,72,14,72,16,21,22,21,16,22,16,17,22,17,22,72,16,19,21,18,22,15,73,20,19,21,18,21,16,15,22,4
23,66,19,65,14,66,20,15,68,18,69,22,21,63,64,59,15,71,16,72,23,22,73,17,72,16,21,20,22,17,23,17,16,21,16,22,73,15,22,18,23,20,14,72,19,21,21,22,22,15,14,21,1
18,73,17,72,13,70,18,13,72,17,73,18,18,70,69,69,15,75,15,76,19,19,76,15,75,15,18,18,18,15,19,15,15,18,15,19,76,13,18,17,18,18,13,76,17,18,18,18,18,13,13,18,2
17,74,15,73,12,73,15,12,75,14,76,16,16,71,73,70,13,76,14,77,18,17,78,14,77,13,16,15,17,14,18,14,14,16,14,17,78,12,17,14,17,15,12,77,15,16,16,16,17,12,12,16,3
19,72,16,71,16,64,20,17,66,19,67,22,17,69,62,69,16,73,17,74,20,23,71,18,70,17,18,21,20,19,21,19,18,23,18,24,71,17,19,19,19,21,16,74,16,22,18,22,20,17,16,23,1
18,70,15,69,12,70,15,13,72,14,73,17,16,67,69,64,12,74,13,75,19,18,76,14,75,13,17,16,19,15,20,15,14,18,14,19,76,13,18,14,18,16,12,75,15,17,17,17,19,13,12,18,1
19,66,22,65,14,69,17,13,71,18,72,16,20,63,68,59,16,71,14,72,21,18,76,14,74,15,22,18,22,15,23,16,16,18,16,20,75,13,20,18,19,19,14,72,22,17,22,16,22,13,14,19,4
16,73,17,73,15,72,17,17,73,17,74,17,16,71,72,71,16,75,15,75,18,18,75,17,74,17,18,18,19,18,19,18,17,19,17,20,75,17,17,17,16,18,15,75,17,18,18,17,19,17,15,19,2
22,67,21,66,17,68,20,16,70,18,71,20,22,64,68,62,18,70,19,71,24,22,74,19,72,17,22,19,23,18,24,19,19,20,19,22,73,16,23,18,22,20,17,71,21,21,22,20,23,16,17,21,2
17,66,17,65,10,68,16,11,70,15,71,15,18,64,65,58,11,73,11,74,20,18,76,12,75,12,19,17,20,13,21,13,12,18,12,19,76,11,19,15,17,17,11,74,17,17,19,15,20,11,11,18,2
17,73,18,72,14,62,21,13,64,22,65,20,18,70,57,70,16,74,16,76,19,22,72,14,71,15,18,22,18,15,20,15,16,22,17,23,72,13,18,22,17,22,14,75,18,21,19,20,19,13,14,22,4
14,76,16,75,12,67,18,12,70,19,71,17,15,73,66,73,14,77,13,78,16,19,75,14,74,15,16,19,16,15,17,15,14,19,14,20,75,12,15,19,14,19,12,78,16,18,16,17,16,12,12,19,4
19,70,17,69,14,70,16,13,72,15,73,17,18,67,69,65,15,73,15,74,20,18,76,14,75,14,19,17,20,15,21,15,16,18,16,19,76,13,19,15,19,17,14,74,17,17,19,17,20,13,14,18,1
25,66,20,65,17,67,20,18,69,18,70,23,22,62,67,61,18,69,20,70,25,23,72,20,71,18,22,20,24,20,25,20,20,22,20,23,72,18,24,18,25,20,17,70,20,22,22,23,24,18,17,22,1
19,72,15,71,14,65,20,16,67,18,68,22,17,69,63,68,14,74,16,75,20,23,72,18,71,16,17,20,19,18,20,18,16,22,16,23,72,16,19,18,19,20,14,75,15,22,17,22,19,16,14,22,1
20,68,23,67,18,67,20,16,69,21,70,18,22,65,66,64,20,70,19,71,23,21,73,17,72,18,23,21,23,18,24,18,20,21,20,22,73,16,22,21,20,21,18,71,23,20,23,18,23,16,18,21,4
19,72,18,71,16,70,17,15,72,17,73,18,18,69,70,69,17,73,17,74,20,19,75,16,74,16,19,18,20,17,21,17,18,19,18,20,75,15,19,17,19,18,16,74,18,18,19,18,20,15,16,19,2
18,70,21,69,15,64,20,15,66,22,67,19,19,66,61,66,18,72,16,73,20,21,72,15,71,17,21,22,21,17,22,17,18,22,18,23,72,15,19,22,18,22,15,73,21,20,21,19,21,15,15,22,4
15,73,18,72,13,66,19,13,69,20,70,17,17,70,65,69,15,75,14,76,18,20,74,15,73,16,18,20,18,16,19,16,15,20,15,21,74,13,17,20,15,20,13,76,18,19,18,17,18,13,13,20,4
21,70,19,69,16,67,19,14,69,18,70,20,20,67,65,66,17,72,18,73,22,21,74,16,73,15,20,19,21,16,22,16,18,20,18,21,74,14,21,18,21,19,16,73,19,20,20,20,21,14,16,20,3
20,67,23,66,17,67,20,16,68,21,69,19,21,64,66,62,19,70,17,71,22,21,73,17,71,18,23,21,23,18,24,19,19,21,19,23,72,17,21,21,20,22,17,71,23,20,23,19,23,17,17,22,4
17,74,14,73,14,68,17,15,70,16,71,19,15,71,67,71,14,75,15,76,18,20,74,16,73,15,16,18,18,17,19,17,16,20,16,21,74,15,17,16,17,18,14,76,14,19,16,19,18,15,14,20,1
23,66,22,65,18,68,20,18,69,20,70,21,22,63,68,61,19,69,19,70,24,22,72,19,71,19,23,21,24,20,25,20,20,22,20,23,72,19,23,20,23,21,18,70,22,21,23,21,24,19,18,22,2
18,73,17,72,16,65,20,16,67,20,68,21,17,71,63,70,16,74,16,75,19,22,72,17,71,17,18,21,19,18,20,18,17,22,17,23,72,16,18,20,18,21,16,75,17,21,18,21,19,16,16,22,3
17,75,15,74,13,69,18,14,71,17,72,19,16,72,68,72,14,76,15,77,18,20,75,16,74,15,16,18,17,16,18,16,15,19,15,20,75,14,17,17,17,18,13,77,15,19,16,19,17,14,13,19,3
17,71,13,70,9,71,13,10,73,12,74,16,14,68,69,64,9,76,11,77,17,16,78,12,77,10,15,14,17,12,18,12,11,16,11,17,78,10,16,12,18,14,9,77,13,15,15,17,17,10,9,16,1
23,67,18,66,15,68,19,17,70,17,71,22,20,64,68,61,15,71,17,72,23,22,73,19,72,17,20,19,22,19,23,19,17,21,17,22,73,17,22,17,23,19,15,72,18,21,20,22,22,17,15,21,1
17,74,16,73,14,72,15,13,74,15,75,16,16,71,72,71,15,75,15,76,18,17,77,14,76,14,17,16,18,15,19,15,16,17,16,18,77,13,17,15,17,16,14,76,16,16,17,16,18,13,14,17,3
16,75,16,74,13,72,16,13,74,16,75,16,16,72,72,72,15,76,14,77,17,17,77,14,76,15,17,17,17,15,18,15,15,17,15,18,77,13,16,16,16,17,13,77,16,16,17,16,17,13,13,17,3
