@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atLkk numeric
@attribute o1atMaa numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute destClass {1.0,2.0}

@data
33,66,65,30,50,46,83,17,12,84,37,58,53,42,86,9,13,82,68,26,26,58,37,58,53,42,85,9,68,26,13,82,43,54,23,81,59,39,73,23,7,9,26,69,61,33,46,49,75,19,10,85,26,58,46,42,62,27,46,33,26,69,62,33,46,49,75,19,10,85,53,27,53,33,46,42,53,33,76,9,37,49,68,20,53,20,26,49,46,27,62,20,37,42,62,10,69,10,62,26,37,49,13,58,13,69,13,49,68,19,26,42,37,33,13,69,46,33,26,10,53,19,26,49,13,20,37,42,62,19,37,27,62,9,26,33,53,26,13,27,13,26,37,10,13,58,46,19,10,82,37,20,37,9,75,9,53,9,26,20,13,33,68,9,37,33,46,20,37,26,2.0
35,61,62,36,47,49,85,21,23,83,37,58,49,46,88,7,25,70,64,31,32,58,37,58,49,46,87,7,64,30,25,70,42,56,30,68,55,44,69,28,5,8,32,63,57,38,44,51,71,23,10,85,32,58,44,46,57,31,44,38,32,63,57,38,44,51,71,23,10,85,49,31,49,38,44,46,49,38,72,7,37,51,64,24,49,24,32,51,44,31,57,24,37,46,57,8,65,8,57,30,37,51,25,58,25,63,25,51,64,23,32,46,37,38,25,63,44,38,32,8,49,23,32,51,25,24,37,46,57,23,37,31,57,7,32,38,49,30,25,31,25,30,37,8,25,58,44,23,10,70,37,24,37,7,71,7,49,7,32,24,25,38,64,7,37,38,44,24,37,30,2.0
37,64,63,31,52,45,84,16,13,86,40,55,55,40,86,9,15,80,66,28,27,55,40,55,54,40,85,9,66,28,15,80,44,52,23,78,57,37,72,25,8,7,27,68,60,35,47,48,75,19,8,87,27,55,47,40,60,29,47,35,27,68,60,33,47,48,75,19,8,87,55,29,55,34,47,40,55,35,76,10,40,48,67,19,55,20,27,48,47,29,61,20,40,40,61,10,67,10,60,28,40,48,15,55,15,68,15,48,66,19,27,40,40,35,15,68,47,34,27,10,55,19,27,48,15,20,40,40,60,19,40,29,60,9,27,35,55,28,15,29,15,28,40,10,15,55,47,19,8,80,40,20,40,9,75,9,55,9,27,20,15,35,66,9,40,34,47,20,40,28,1.0
36,59,60,37,48,48,88,21,24,84,38,57,50,45,90,5,26,69,62,33,34,57,38,57,50,45,89,5,62,33,26,69,43,55,32,67,54,43,69,31,4,7,34,61,56,39,45,50,71,24,9,86,34,57,45,45,56,33,45,39,34,61,56,39,45,50,71,23,9,86,50,33,50,39,45,45,50,39,72,6,38,50,62,24,50,24,34,50,45,33,56,24,38,45,56,6,62,6,56,33,38,50,26,57,26,61,26,50,62,23,34,45,38,39,26,61,45,39,34,6,50,23,34,50,26,24,38,45,56,23,38,33,56,5,34,39,50,33,26,33,26,33,38,6,26,57,45,23,9,69,38,24,38,5,71,5,50,5,34,24,26,39,62,5,38,39,45,24,38,33,2.0
33,62,67,33,47,50,86,17,20,86,35,60,50,45,87,8,22,73,69,25,31,60,35,60,50,45,87,8,69,25,22,73,39,58,29,71,55,42,73,23,7,7,31,64,58,37,42,53,76,19,8,87,31,60,42,45,58,26,42,37,31,64,58,36,42,53,75,19,8,87,50,26,50,36,42,45,50,37,76,8,35,53,70,19,50,20,31,53,42,26,59,20,35,45,59,8,70,8,58,25,35,53,22,60,22,64,22,53,69,19,31,45,35,37,22,64,42,36,31,8,50,19,31,53,22,20,35,45,58,19,35,26,58,8,31,37,50,25,22,26,22,25,35,8,22,60,42,19,8,73,35,20,35,8,75,8,50,8,31,20,22,37,69,8,35,36,42,20,35,25,2.0
39,58,62,36,49,47,81,18,19,85,41,54,51,44,83,12,22,73,64,29,34,54,41,54,51,44,83,12,65,29,22,73,44,52,31,70,54,42,70,26,10,6,34,61,56,39,46,49,74,20,8,87,34,54,46,44,56,30,46,39,34,61,56,38,46,49,73,21,8,87,51,30,51,38,46,44,51,39,74,12,41,49,66,21,51,22,34,49,46,30,57,22,41,44,57,12,66,12,56,29,41,49,22,54,22,61,22,49,65,21,34,44,41,39,22,61,46,38,34,12,51,21,34,49,22,22,41,44,56,21,41,30,56,12,34,39,51,29,22,30,22,29,41,12,22,54,46,21,8,73,41,22,41,12,73,12,51,12,34,22,22,39,65,12,41,38,46,22,41,29,1.0
32,69,63,31,51,45,82,17,14,84,36,59,54,41,84,11,15,80,67,28,23,59,36,59,54,40,84,11,66,28,15,80,42,55,20,79,57,37,73,25,9,9,23,72,60,34,46,49,76,20,10,85,23,59,46,41,61,28,46,35,23,72,60,34,46,49,75,19,10,85,55,29,54,34,46,40,54,35,76,11,36,49,67,20,55,20,23,49,46,29,61,20,36,41,61,11,67,11,60,28,36,49,15,59,15,72,15,49,66,19,23,41,36,35,15,72,46,34,23,11,54,19,23,49,15,20,36,40,60,19,36,29,60,11,23,35,54,28,15,29,15,28,36,11,15,59,46,19,10,80,36,20,36,11,75,11,54,11,23,20,15,35,66,11,36,34,46,20,36,28,2.0
35,64,55,38,44,50,92,19,19,79,36,57,46,48,94,2,21,74,59,35,28,57,38,57,47,47,93,1,59,34,21,74,39,54,25,72,50,45,67,31,0,12,28,67,53,41,42,51,72,23,14,81,28,57,42,48,53,36,42,42,28,67,52,41,41,53,71,23,14,81,47,36,47,41,42,48,47,42,72,2,38,53,60,23,47,24,28,53,42,36,54,24,38,48,54,2,60,2,53,35,38,53,21,57,21,67,21,53,59,23,28,48,38,42,21,67,42,41,28,2,47,23,28,53,21,24,38,48,53,23,38,36,53,1,28,42,47,35,21,36,21,35,38,2,21,57,42,23,14,74,38,24,38,1,71,1,47,1,28,24,21,42,59,1,38,41,42,24,38,35,2.0
35,65,66,30,51,45,85,17,14,86,38,58,54,40,86,9,16,79,69,26,27,57,37,57,54,40,86,9,69,26,16,79,43,55,25,77,59,37,74,23,8,7,28,68,62,32,46,49,76,19,8,87,28,58,47,41,62,26,47,33,27,67,62,33,46,48,76,19,8,87,55,26,54,33,46,40,55,33,76,9,37,48,69,19,55,19,28,49,47,26,62,19,38,41,62,9,69,9,62,26,38,49,16,58,16,68,16,49,69,19,28,41,38,33,16,67,46,33,28,9,54,19,27,48,16,19,37,40,62,19,38,26,62,9,28,33,54,26,16,26,16,26,38,9,16,57,46,19,8,79,38,19,37,9,76,9,54,9,28,19,16,33,69,9,37,33,47,19,37,26,1.0
30,70,64,30,52,46,82,18,15,84,34,61,55,39,84,11,16,79,67,26,22,61,34,61,55,38,84,11,67,27,16,79,41,57,19,78,58,36,72,24,9,9,22,73,60,33,44,50,75,20,10,85,22,61,45,40,62,27,45,34,22,73,61,33,44,50,74,20,10,85,56,28,55,33,45,39,55,34,75,11,34,50,68,21,56,21,22,50,45,28,62,21,34,40,62,11,68,11,61,27,34,50,16,61,16,73,16,50,67,20,22,40,34,34,16,73,45,33,22,11,55,20,22,50,16,21,34,39,61,20,34,28,61,11,22,34,55,27,16,28,16,27,34,11,16,61,45,20,10,79,34,21,34,11,74,11,55,11,22,21,16,34,67,11,34,33,45,21,34,27,2.0
32,67,67,29,46,52,83,17,13,85,35,60,49,45,85,10,16,79,69,26,26,60,35,60,49,45,85,10,69,25,16,79,38,57,24,76,59,42,73,23,8,8,26,69,63,32,40,55,76,19,9,86,26,60,40,46,63,26,41,33,26,69,62,32,40,54,75,19,9,86,50,26,49,32,40,45,50,32,76,10,35,54,70,20,50,20,26,55,41,26,63,20,35,46,63,10,70,10,62,25,35,55,16,60,16,69,16,55,69,19,26,46,35,33,16,69,40,32,26,10,49,19,26,54,16,20,35,45,62,19,35,26,62,10,26,33,49,25,16,26,16,25,35,10,16,60,40,19,9,79,35,20,35,10,75,10,49,10,26,20,16,33,69,10,35,32,41,20,35,25,1.0
27,71,62,34,44,51,90,17,17,79,30,65,47,45,92,4,18,77,65,29,22,65,29,65,47,47,91,3,65,29,18,77,34,62,20,76,52,43,71,26,2,14,22,73,56,38,37,56,75,20,15,80,22,65,39,47,56,30,39,39,22,73,56,37,39,55,74,20,15,80,48,30,48,38,39,47,48,39,75,4,30,56,66,20,48,21,22,56,39,30,57,21,30,47,57,4,66,4,56,29,30,56,18,65,18,73,18,56,65,20,22,47,30,39,18,73,39,38,22,4,48,20,22,56,18,21,30,47,56,20,30,30,56,3,22,39,48,29,18,30,18,29,30,4,18,65,39,20,15,77,30,21,30,3,74,3,48,3,22,21,18,39,65,3,30,38,39,21,30,29,2.0
29,66,65,30,48,50,84,19,15,83,31,64,51,44,86,9,16,79,68,27,27,63,31,63,51,42,86,9,67,27,16,79,38,61,25,78,58,40,72,25,7,10,27,68,61,33,42,53,74,21,11,84,27,64,42,44,62,27,42,34,27,68,61,33,40,53,74,21,11,84,52,28,51,33,41,43,51,34,74,9,31,53,68,21,52,21,27,54,42,28,62,21,32,44,62,9,68,9,61,27,32,54,16,64,16,68,16,54,67,21,27,44,32,34,16,68,41,33,27,9,51,21,27,53,16,21,31,43,61,21,32,28,61,9,27,34,51,27,16,28,16,27,32,9,16,63,41,21,11,79,32,21,31,9,74,9,51,9,27,21,16,34,67,9,31,33,42,21,31,27,2.0
29,67,65,30,44,52,82,19,16,84,31,64,48,47,85,10,18,77,68,27,26,63,31,62,47,47,85,10,67,27,18,77,36,61,24,75,58,44,72,25,7,9,26,69,61,34,39,55,74,21,10,85,26,64,40,47,62,28,40,34,25,69,61,33,39,55,74,21,10,85,48,28,47,33,39,47,48,34,74,10,31,55,68,21,48,21,26,56,40,28,62,21,32,48,62,10,68,10,61,27,31,56,18,64,18,69,18,56,67,21,26,48,32,34,18,69,39,33,26,10,47,21,26,55,18,21,31,47,61,21,32,28,61,10,26,34,47,27,18,28,18,27,32,10,18,63,39,21,10,77,32,21,31,10,74,10,47,10,26,21,18,34,67,10,31,33,40,21,31,27,2.0
34,69,63,31,51,43,82,17,14,84,38,57,54,41,84,11,15,80,66,28,23,57,37,57,54,39,84,11,66,28,15,80,46,53,20,79,57,37,73,25,9,9,23,72,60,34,49,46,76,19,10,85,23,57,49,41,61,28,49,35,23,72,60,34,48,45,75,19,10,85,55,29,54,34,49,40,54,35,76,11,38,46,67,20,55,20,23,46,49,29,61,20,38,41,61,11,67,11,60,28,38,46,15,57,15,72,15,46,66,19,23,41,38,35,15,72,49,34,23,11,54,19,23,46,15,20,38,40,60,19,38,29,60,11,23,35,54,28,15,29,15,28,38,11,15,57,49,19,10,80,38,20,38,11,75,11,54,11,23,20,15,35,66,11,38,34,49,20,38,28,1.0
36,62,61,36,45,50,88,20,22,83,38,57,47,48,90,5,24,71,63,32,31,57,38,57,47,48,89,5,63,32,24,71,41,55,29,69,55,46,68,30,4,8,31,64,57,38,43,52,71,24,10,85,31,57,43,48,57,32,43,38,31,64,57,38,43,52,71,23,10,85,47,32,47,38,43,48,47,38,72,6,38,52,63,24,47,24,31,52,43,32,57,24,38,48,57,6,63,6,57,32,38,52,24,57,24,64,24,52,63,23,31,48,38,38,24,64,43,38,31,6,47,23,31,52,24,24,38,48,57,23,38,32,57,5,31,38,47,32,24,32,24,32,38,6,24,57,43,23,10,71,38,24,38,5,71,5,47,5,31,24,24,38,63,5,38,38,43,24,38,32,2.0
32,64,67,31,49,48,84,18,19,87,34,61,52,43,86,9,21,74,69,24,29,61,34,61,52,43,86,9,70,24,21,74,41,59,27,72,57,40,72,21,7,6,29,66,60,35,44,51,75,19,7,88,29,61,44,43,60,25,44,35,29,66,60,34,44,51,74,20,7,88,52,25,52,34,44,43,52,35,75,9,34,51,71,20,52,21,29,51,44,25,61,21,34,43,61,9,71,9,60,24,34,51,21,61,21,66,21,51,70,20,29,43,34,35,21,66,44,34,29,9,52,20,29,51,21,21,34,43,60,20,34,25,60,9,29,35,52,24,21,25,21,24,34,9,21,61,44,20,7,74,34,21,34,9,74,9,52,9,29,21,21,35,70,9,34,34,44,21,34,24,1.0
37,61,62,37,48,48,87,20,22,83,39,56,50,45,90,5,24,71,64,31,32,56,39,56,50,45,89,5,64,30,24,71,43,54,30,69,54,43,70,28,3,8,32,63,56,39,45,50,72,22,10,85,32,56,45,45,56,31,45,39,32,63,56,39,45,50,72,22,10,85,50,31,50,39,45,45,50,39,73,5,39,50,64,23,50,23,32,50,45,31,56,23,39,45,56,6,65,6,56,30,39,50,24,56,24,63,24,50,64,22,32,45,39,39,24,63,45,39,32,6,50,22,32,50,24,23,39,45,56,22,39,31,56,5,32,39,50,30,24,31,24,30,39,6,24,56,45,22,10,71,39,23,39,5,72,5,50,5,32,23,24,39,64,5,39,39,45,23,39,30,2.0
27,68,61,36,45,51,88,12,19,80,30,65,47,47,90,5,20,75,65,30,25,65,30,63,46,47,89,5,65,29,20,75,38,62,23,74,51,44,76,25,4,11,25,70,55,39,41,54,79,15,13,82,25,65,41,47,55,30,41,40,23,70,55,38,41,54,79,15,13,82,48,30,48,40,41,47,48,40,80,5,30,54,65,16,48,16,25,54,41,30,55,16,30,47,55,6,66,6,55,29,30,54,20,65,20,70,20,54,65,15,25,47,30,40,20,70,41,40,25,6,48,15,25,54,20,16,30,47,55,15,30,30,55,5,25,40,48,29,20,30,20,29,30,6,20,65,41,15,13,75,30,16,30,5,79,5,48,5,25,16,20,40,65,5,30,40,41,16,30,29,1.0
34,68,63,31,51,44,82,17,14,85,38,57,54,41,84,11,15,80,67,28,24,57,38,57,54,40,84,11,66,28,15,80,45,53,21,79,57,37,73,25,9,8,24,71,60,34,48,47,76,20,9,86,24,57,48,41,61,28,48,35,24,71,60,34,48,47,75,19,9,86,55,29,54,34,48,40,54,35,76,11,38,47,67,20,55,20,24,47,48,29,61,20,38,41,61,11,67,11,60,28,38,47,15,57,15,71,15,47,66,19,24,41,38,35,15,71,48,34,24,11,54,19,24,47,15,20,38,40,60,19,38,29,60,11,24,35,54,28,15,29,15,28,38,11,15,57,48,19,9,80,38,20,38,11,75,11,54,11,24,20,15,35,66,11,38,34,48,20,38,28,1.0
33,65,64,36,41,53,83,14,20,82,34,61,42,51,85,10,22,73,67,28,28,61,34,61,43,51,85,10,67,27,22,73,37,60,26,71,50,49,74,24,8,9,28,67,55,39,39,56,78,17,11,84,28,61,39,52,55,28,40,41,28,67,54,40,39,55,77,17,11,84,44,28,43,40,39,51,44,40,78,10,34,55,68,18,44,18,28,56,40,28,55,18,34,52,55,10,68,10,54,27,34,56,22,61,22,67,22,56,67,17,28,52,34,41,22,67,39,40,28,10,43,17,28,55,22,18,34,51,54,17,34,28,54,10,28,41,43,27,22,28,22,27,34,10,22,61,39,17,11,73,34,18,34,10,77,10,43,10,28,18,22,41,67,10,34,40,40,18,34,27,2.0
30,65,57,40,41,54,94,18,20,79,31,62,44,50,95,1,22,73,62,33,28,62,33,62,44,50,94,0,61,33,22,73,35,59,26,71,48,48,70,29,0,12,28,67,51,44,37,55,74,22,14,81,28,62,38,51,52,34,38,44,28,67,51,43,37,57,73,21,14,81,44,34,44,43,38,51,44,44,74,1,33,57,62,22,44,22,28,57,38,34,52,22,33,51,52,1,62,1,51,33,33,57,22,62,22,67,22,57,61,21,28,51,33,44,22,67,38,43,28,1,44,21,28,57,22,22,33,51,51,21,33,34,51,0,28,44,44,33,22,34,22,33,33,1,22,62,38,21,14,73,33,22,33,0,73,0,44,0,28,22,22,44,61,0,33,43,38,22,33,33,2.0
26,70,63,34,49,50,86,16,16,80,29,66,51,41,87,8,18,77,66,29,22,66,28,66,52,42,87,8,66,29,18,77,38,64,20,75,54,39,73,26,7,13,22,73,58,36,40,54,76,19,14,81,23,67,41,43,58,29,42,38,22,72,57,37,41,53,76,19,14,81,53,29,52,37,41,42,53,37,76,8,28,53,66,19,53,19,23,54,42,29,58,19,29,43,58,8,66,8,57,29,29,54,18,67,18,73,18,54,66,19,23,43,29,38,18,72,41,37,23,8,52,19,22,53,18,19,28,42,57,19,29,29,57,8,23,38,52,29,18,29,18,29,29,8,18,66,41,19,14,77,29,19,28,8,76,8,52,8,23,19,18,38,66,8,28,37,42,19,28,29,2.0
29,67,64,32,47,52,85,17,16,83,31,64,50,44,87,8,17,78,68,27,26,63,31,63,50,44,87,8,67,27,17,78,36,61,24,77,58,41,74,24,6,10,26,69,60,34,39,55,76,19,11,84,26,64,40,44,61,27,40,35,26,69,60,34,39,55,76,19,11,84,51,28,50,34,39,44,50,35,76,8,31,55,68,19,51,19,26,56,40,28,61,19,32,45,61,8,68,8,60,27,31,56,17,64,17,69,17,56,67,19,26,45,32,35,17,69,39,34,26,8,50,19,26,55,17,19,31,44,60,19,32,28,60,8,26,35,50,27,17,28,17,27,32,8,17,63,39,19,11,78,32,19,31,8,76,8,50,8,26,19,17,35,67,8,31,34,40,19,31,27,2.0
36,60,62,36,50,48,85,21,19,86,38,57,52,43,88,7,21,74,64,31,33,57,38,57,52,43,87,7,64,30,21,74,43,55,31,72,55,41,69,28,5,7,33,62,57,38,45,50,71,23,8,87,33,57,45,43,57,31,45,38,33,62,57,38,45,50,71,23,8,87,52,31,52,38,45,43,52,38,72,7,38,50,64,24,52,24,33,50,45,31,57,24,38,43,57,8,65,8,57,30,38,50,21,57,21,62,21,50,64,23,33,43,38,38,21,62,45,38,33,8,52,23,33,50,21,24,38,43,57,23,38,31,57,7,33,38,52,30,21,31,21,30,38,8,21,57,45,23,8,74,38,24,38,7,71,7,52,7,33,24,21,38,64,7,38,38,45,24,38,30,1.0
36,62,62,34,47,51,83,20,24,82,38,57,49,46,86,9,26,69,64,31,31,57,38,57,49,46,85,9,64,30,26,69,40,55,29,67,57,44,70,28,7,9,31,64,59,36,42,53,72,22,11,84,31,57,42,46,59,31,42,36,31,64,59,36,42,53,72,22,11,84,49,31,49,36,42,46,49,36,73,9,38,53,64,23,49,23,31,53,42,31,59,23,38,46,59,10,65,10,59,30,38,53,26,57,26,64,26,53,64,22,31,46,38,36,26,64,42,36,31,10,49,22,31,53,26,23,38,46,59,22,38,31,59,9,31,36,49,30,26,31,26,30,38,10,26,57,42,22,11,69,38,23,38,9,72,9,49,9,31,23,26,36,64,9,38,36,42,23,38,30,1.0
35,60,63,34,47,50,82,19,20,82,37,58,50,45,85,10,22,73,65,30,33,58,37,58,50,45,84,10,65,30,22,73,41,56,31,71,57,42,69,28,8,9,33,62,59,36,43,52,72,23,11,84,33,58,43,45,59,30,43,36,33,62,59,36,43,52,72,22,11,84,50,30,50,36,43,45,50,36,73,11,37,52,65,23,50,23,33,52,43,30,59,23,37,45,59,11,65,11,59,30,37,52,22,58,22,62,22,52,65,22,33,45,37,36,22,62,43,36,33,11,50,22,33,52,22,23,37,45,59,22,37,30,59,10,33,36,50,30,22,30,22,30,37,11,22,58,43,22,11,73,37,23,37,10,72,10,50,10,33,23,22,36,65,10,37,36,43,23,37,30,1.0
32,65,64,31,48,48,86,17,17,86,34,60,52,43,87,8,18,77,67,28,27,60,34,60,51,43,87,8,67,28,18,77,40,58,25,76,58,40,74,25,7,7,27,68,61,34,43,51,76,19,8,87,28,61,44,43,61,28,44,34,27,67,61,34,43,51,76,19,8,87,52,28,51,34,43,43,52,34,76,8,34,51,67,19,52,19,28,52,44,28,61,19,35,44,61,8,67,8,61,28,34,52,18,61,18,68,18,52,67,19,28,44,35,34,18,67,43,34,28,8,51,19,27,51,18,19,34,43,61,19,35,28,61,8,28,34,51,28,18,28,18,28,35,8,18,60,43,19,8,77,35,19,34,8,76,8,51,8,28,19,18,34,67,8,34,34,44,19,34,28,1.0
36,64,62,35,45,49,87,16,20,86,38,57,47,47,89,6,21,73,66,29,28,57,38,57,47,48,88,6,66,29,22,73,42,55,25,71,54,46,74,25,5,5,28,66,57,38,43,51,76,19,7,88,28,57,44,48,57,29,44,38,28,67,57,38,44,51,76,18,7,88,47,29,47,38,44,48,47,38,77,7,38,51,66,19,47,19,28,51,44,29,57,19,38,48,57,7,66,7,57,29,38,51,22,57,22,67,22,51,66,18,28,48,38,38,22,67,44,38,28,7,47,18,28,51,22,19,38,48,57,18,38,29,57,6,28,38,47,29,22,29,22,29,38,7,22,57,44,18,7,73,38,19,38,6,76,6,47,6,28,19,22,38,66,6,38,38,44,19,38,29,1.0
30,66,59,40,43,52,91,17,19,79,33,62,46,49,92,4,21,74,62,33,27,62,33,62,46,48,91,3,62,32,21,74,37,59,25,72,49,46,71,29,3,12,27,68,52,43,40,55,75,20,14,81,27,62,40,49,52,33,40,43,27,68,52,43,39,55,74,20,14,81,46,33,46,43,40,49,46,43,75,4,33,55,63,21,46,21,27,55,40,33,52,21,33,49,52,4,63,4,52,32,33,55,21,62,21,68,21,55,62,20,27,49,33,43,21,68,40,43,27,4,46,20,27,55,21,21,33,49,52,20,33,33,52,3,27,43,46,32,21,33,21,32,33,4,21,62,40,20,14,74,33,21,33,3,74,3,46,3,27,21,21,43,62,3,33,43,40,21,33,32,2.0
34,64,64,32,46,49,82,15,20,85,35,59,50,45,85,10,23,72,67,27,29,59,36,59,50,44,84,10,68,26,23,72,40,57,27,69,55,41,75,22,8,6,29,66,59,36,43,51,77,16,8,87,29,59,43,45,59,27,43,36,29,66,59,36,42,52,77,17,8,87,50,27,50,36,43,45,50,36,78,10,36,52,68,18,50,18,29,52,43,27,59,18,36,45,59,11,69,11,59,26,36,52,23,59,23,66,23,52,68,17,29,45,36,36,23,66,43,36,29,11,50,17,29,52,23,18,36,45,59,17,36,27,59,10,29,36,50,26,23,27,23,26,36,11,23,59,43,17,8,72,36,18,36,10,77,10,50,10,29,18,23,36,68,10,36,36,43,18,36,26,1.0
27,72,64,30,48,56,87,13,18,82,29,66,53,42,88,7,19,76,68,27,22,65,29,65,52,42,88,7,67,27,19,76,32,63,21,75,58,38,74,24,6,11,22,73,61,34,35,59,78,17,12,83,22,66,36,42,62,28,36,34,22,73,61,33,35,59,78,17,12,83,53,28,52,33,35,42,53,34,78,7,29,59,68,17,53,17,22,60,36,28,62,17,30,43,62,7,68,7,61,27,29,60,19,66,19,73,19,60,67,17,22,43,30,34,19,73,35,33,22,7,52,17,22,59,19,17,29,42,61,17,30,28,61,7,22,34,52,27,19,28,19,27,30,7,19,65,35,17,12,76,30,17,29,7,78,7,52,7,22,17,19,34,67,7,29,33,36,17,29,27,2.0
34,65,63,33,49,47,86,18,19,86,36,59,52,43,87,8,21,74,65,28,28,59,36,59,52,42,87,8,66,28,21,74,42,57,26,72,55,39,72,25,7,7,28,67,58,36,45,50,75,19,8,87,28,59,45,43,58,28,45,37,28,67,58,36,45,50,74,20,8,87,52,29,52,36,45,42,52,37,75,8,36,50,67,20,53,21,28,50,45,29,59,20,36,43,59,8,67,8,58,28,36,50,21,59,21,67,21,50,66,20,28,43,36,37,21,67,45,36,28,8,52,20,28,50,21,21,36,42,58,20,36,29,58,8,28,37,52,28,21,29,21,28,36,8,21,59,45,20,8,74,36,21,36,8,74,8,52,8,28,21,21,37,66,8,36,36,45,21,36,28,2.0
