@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
14,79,12,13,79,55,45,46,47,45,46,59,32,59,32,47,46,45,78,13,80,13,80,45,46,70,22,21,70,23,57,33,71,22,71,22,57,34,60,22,46,23,69,30,46,45,46,34,47,23,46,34,13,47,60,22,55,34,14,78,13,47,14,34,59,30,45,47,14,35,46,33,71,21,47,34,69,23,12,80,59,23,57,22,4
19,74,17,18,74,66,45,42,49,43,49,67,25,68,25,44,47,40,73,18,75,18,75,44,47,70,22,21,70,23,67,25,71,22,71,22,67,26,68,22,45,23,69,24,45,45,45,26,45,23,43,26,19,50,68,23,66,26,19,73,18,50,19,26,68,24,40,49,19,26,45,25,71,21,44,26,69,23,17,75,68,23,67,23,6
9,84,7,8,84,68,31,58,35,57,33,69,22,70,23,60,33,56,83,8,85,8,85,57,32,75,17,16,75,18,69,22,76,17,76,17,69,24,70,17,58,18,74,22,59,31,58,23,59,18,58,23,8,34,70,17,68,23,9,83,8,34,9,23,70,22,56,34,9,24,58,23,76,16,60,24,74,18,7,85,70,18,69,17,6
28,65,26,28,65,53,55,33,59,33,59,57,34,57,34,35,57,31,64,27,66,27,66,34,57,68,24,23,68,25,56,36,69,24,69,24,55,36,58,24,35,25,67,32,35,55,35,37,35,25,33,37,28,59,58,25,53,36,28,64,27,59,28,37,58,32,31,59,28,37,35,34,69,23,35,36,67,25,26,66,57,25,56,25,5
22,70,18,21,70,65,51,38,53,39,54,67,25,67,25,39,52,37,68,20,72,20,72,40,53,74,18,17,74,19,67,26,75,18,75,18,66,26,68,18,41,19,73,24,40,51,41,27,41,19,39,27,22,55,68,19,65,26,22,68,20,55,22,27,68,24,37,54,22,27,41,25,75,17,39,26,73,19,18,72,67,19,67,19,6
6,87,4,5,87,70,42,45,46,45,46,71,21,72,21,47,44,43,86,5,88,5,88,47,45,77,15,14,77,16,71,21,78,15,78,15,71,22,72,15,48,16,76,20,47,42,48,22,48,16,45,22,6,47,72,16,70,22,6,86,5,47,6,22,72,20,43,47,6,22,48,21,78,14,47,22,76,16,4,88,72,16,71,16,4
23,70,19,21,69,57,47,38,53,38,52,61,31,61,31,41,50,35,68,21,72,21,71,40,50,70,23,21,70,23,59,32,71,22,71,22,59,33,61,22,41,23,69,29,41,47,41,33,41,23,38,33,22,53,61,23,57,33,23,68,21,53,22,33,61,29,35,53,22,33,41,31,71,21,41,33,69,23,19,71,61,23,59,23,3
14,79,12,13,79,62,43,48,45,47,44,63,28,64,29,49,44,47,78,13,80,13,80,47,44,75,17,16,75,18,63,28,76,17,76,17,63,30,64,17,48,18,74,28,48,43,48,29,49,18,48,29,13,45,64,17,62,29,14,78,13,45,14,29,64,28,47,45,14,30,48,29,76,16,49,30,74,18,12,80,64,18,63,17,5
10,83,8,9,83,66,40,51,42,51,41,68,22,70,22,52,41,50,82,9,84,9,84,51,41,78,13,13,78,15,67,23,79,13,79,14,68,24,70,14,52,15,77,20,52,40,51,24,52,14,51,24,10,42,69,14,66,24,10,82,9,42,10,24,69,20,50,42,10,24,51,22,79,13,52,24,77,14,8,84,70,15,68,14,5
12,80,8,11,80,71,39,46,45,46,44,71,20,73,20,49,42,43,78,10,82,10,82,48,42,76,15,15,76,17,71,20,77,15,77,16,72,21,73,16,49,17,75,19,49,39,48,21,49,16,46,21,12,45,72,16,71,21,12,78,10,45,12,21,72,19,43,45,12,21,48,20,77,15,49,21,75,16,8,82,73,17,72,16,4
18,75,16,17,75,52,52,36,56,36,55,55,36,56,36,38,54,34,74,17,76,17,76,37,54,70,22,21,70,23,54,37,71,22,71,22,54,38,56,22,38,23,69,34,38,52,38,38,38,23,36,38,18,56,56,23,52,38,18,74,17,56,18,38,56,34,34,56,18,38,38,36,71,21,38,38,69,23,16,76,56,23,54,23,4
8,85,6,8,85,71,26,63,28,64,30,73,22,71,21,64,27,62,84,7,86,7,86,66,28,74,21,19,73,19,72,23,75,20,73,19,71,21,73,20,66,21,73,21,65,26,66,23,66,21,64,23,8,30,73,21,71,22,8,84,7,30,8,23,72,21,62,29,8,23,66,22,74,19,64,21,73,20,6,86,71,19,72,21,3
17,75,13,16,75,54,52,36,56,36,55,58,33,58,33,38,54,34,73,15,77,15,77,37,54,71,21,20,71,22,57,35,72,21,72,21,56,35,59,21,38,22,70,31,38,52,38,36,38,22,36,36,17,56,59,22,54,35,17,73,15,56,17,36,59,31,34,56,17,36,38,33,72,20,38,35,70,22,13,77,58,22,57,22,2
15,77,11,15,77,68,43,45,47,45,47,69,23,70,23,47,45,43,75,13,79,13,79,46,45,73,19,18,73,20,69,23,74,19,74,19,69,24,70,19,47,20,72,22,47,43,47,24,47,20,45,24,15,47,70,20,68,24,15,75,13,47,15,24,70,22,43,47,15,24,47,23,74,18,47,24,72,20,11,79,70,20,69,20,3
12,81,10,12,81,69,26,63,28,64,30,71,24,69,23,64,27,62,80,11,82,11,82,66,28,72,23,21,71,21,70,25,73,22,71,21,69,23,71,22,66,23,71,23,65,26,66,25,66,23,64,25,12,30,71,23,69,24,12,80,11,30,12,25,70,23,62,29,12,25,66,24,72,21,64,23,71,22,10,82,69,21,70,23,3
12,80,8,12,80,69,33,53,37,54,39,71,22,71,22,55,35,51,78,10,82,10,82,56,36,75,18,16,75,18,70,22,76,17,76,17,70,23,71,17,57,18,74,21,56,33,57,23,57,18,54,23,12,39,71,18,69,23,12,78,10,39,12,23,71,21,51,38,12,23,57,22,76,16,55,23,74,18,8,82,71,18,70,18,3
18,75,16,18,75,63,54,33,58,33,59,64,28,65,28,35,56,31,74,17,76,17,76,35,57,68,24,23,68,25,64,28,69,24,69,24,64,29,65,24,36,25,67,27,35,54,36,29,36,25,33,29,18,59,65,25,63,29,18,74,17,59,18,29,65,27,31,59,18,29,36,28,69,23,35,29,67,25,16,76,65,25,64,25,3
21,71,17,21,71,57,45,46,47,46,47,59,31,60,31,47,46,45,69,19,73,19,73,46,46,78,13,13,78,15,58,33,79,13,79,14,58,33,61,14,47,15,77,29,47,45,46,34,47,14,46,34,21,47,60,14,57,33,21,69,19,47,21,34,60,30,45,47,21,34,46,31,79,13,47,33,77,14,17,73,60,15,59,14,4
11,82,9,11,82,76,45,43,49,43,49,77,15,78,15,45,47,41,81,10,83,10,83,44,47,84,10,9,83,9,77,15,85,10,83,9,77,16,78,10,45,11,83,14,45,45,45,16,45,11,43,16,11,49,78,11,76,16,11,81,10,49,11,16,78,14,41,49,11,16,45,15,84,9,45,16,83,10,9,83,78,9,77,11,3
11,82,9,11,82,65,32,56,36,55,36,66,25,67,26,58,34,54,81,10,83,10,83,56,34,71,21,20,71,22,66,25,72,21,72,21,66,27,67,21,57,22,70,25,57,32,57,26,58,22,56,27,11,36,67,21,65,26,11,81,10,36,11,26,67,25,54,36,11,27,57,26,72,20,58,27,70,22,9,83,67,22,66,21,7
21,71,17,21,71,50,49,39,53,38,53,53,37,54,38,41,51,37,69,19,73,19,73,39,51,82,10,9,82,11,52,38,83,10,83,10,52,40,54,10,40,11,81,36,40,49,40,39,41,11,39,40,21,53,54,10,50,39,21,69,19,53,21,39,54,36,37,53,21,40,40,38,83,9,41,40,81,11,17,73,54,11,52,10,1
10,82,6,10,82,68,33,55,37,55,37,69,23,70,23,57,35,53,80,8,84,8,84,56,35,76,16,15,76,17,69,23,77,16,77,16,69,24,70,16,57,17,75,22,57,33,57,24,57,17,55,24,10,37,70,17,68,24,10,80,8,37,10,24,70,22,53,37,10,24,57,23,77,15,57,24,75,17,6,84,70,17,69,17,4
17,75,13,17,75,51,51,37,55,37,55,56,36,55,36,39,53,35,73,15,77,15,77,38,53,71,22,20,71,22,54,38,72,21,72,21,53,38,56,21,39,22,70,34,39,51,39,39,39,22,37,39,17,55,56,22,51,38,17,73,15,55,17,39,56,34,35,55,17,39,39,36,72,20,39,38,70,22,13,77,55,22,54,22,4
8,85,6,7,85,67,28,61,30,61,31,68,23,69,24,62,29,60,84,7,86,7,86,62,30,75,17,16,75,18,68,23,76,17,76,17,68,25,69,17,63,18,74,23,62,28,63,24,64,18,62,24,7,32,69,17,67,24,8,84,7,32,8,24,69,23,60,31,8,25,63,24,76,16,62,25,74,18,6,86,69,18,68,17,6
17,75,13,16,75,65,46,42,50,42,49,67,25,67,25,44,48,40,73,15,77,15,77,43,48,74,18,17,74,19,67,26,75,18,75,18,66,26,68,18,44,19,73,24,44,46,44,27,44,19,42,27,17,50,68,19,65,26,17,73,15,50,17,27,68,24,40,50,17,27,44,25,75,17,44,26,73,19,13,77,67,19,67,19,6
10,83,8,10,83,67,49,39,53,38,53,70,22,69,22,41,51,37,82,9,84,9,84,39,51,76,16,15,76,17,69,23,77,16,77,16,68,23,71,16,40,17,75,21,40,49,40,24,41,17,39,25,10,53,71,16,67,23,10,82,9,53,10,24,70,21,37,53,10,25,40,23,77,15,41,23,75,17,8,84,69,17,69,16,5
17,76,15,16,76,65,44,43,48,44,48,66,26,67,26,45,46,41,75,16,77,16,77,46,46,70,22,21,70,23,66,27,71,22,71,22,66,27,67,22,46,23,69,25,46,44,46,27,46,23,44,27,17,49,67,23,65,27,17,75,16,49,17,27,67,25,41,48,17,27,46,26,71,21,45,27,69,23,15,77,67,23,66,23,4
13,80,11,12,80,63,40,51,42,50,41,65,26,65,27,52,41,50,79,12,81,12,81,50,41,71,21,20,71,22,65,27,72,21,72,21,64,28,66,21,51,22,70,26,51,40,51,28,52,22,51,28,12,42,66,21,63,27,13,79,12,42,13,28,66,26,50,42,13,29,51,27,72,20,52,28,70,22,11,81,65,22,65,21,4
26,66,22,26,66,55,50,39,54,39,53,59,33,59,33,41,52,37,64,24,68,24,68,39,51,68,25,23,68,25,57,34,69,24,69,24,57,35,59,24,40,25,67,31,41,50,40,35,40,25,39,35,26,53,59,25,55,35,26,64,24,53,26,35,59,31,37,53,26,35,40,33,69,23,41,35,67,25,22,68,59,25,57,25,2
18,74,14,17,74,68,50,38,54,38,53,69,23,70,23,40,52,36,72,16,76,16,76,39,52,75,17,16,75,18,69,23,76,17,76,17,69,24,70,17,40,18,74,22,40,50,40,24,40,18,38,24,18,54,70,18,68,24,18,72,16,54,18,24,70,22,36,54,18,24,40,23,76,16,40,24,74,18,14,76,70,18,69,18,5
13,80,11,12,80,59,40,51,42,51,41,62,31,61,30,52,41,50,79,12,81,12,81,51,41,80,12,11,80,13,61,32,81,12,81,12,60,31,63,12,52,13,79,29,52,40,52,33,52,13,51,33,13,42,63,13,59,32,13,79,12,42,13,33,62,29,50,42,13,33,52,31,81,11,52,31,79,13,11,81,61,13,61,13,2
20,72,16,20,72,69,47,39,51,39,53,70,21,71,22,41,49,37,70,18,74,18,74,41,50,74,18,17,74,19,70,21,75,18,75,18,70,23,71,18,42,19,73,21,41,47,42,22,43,19,40,23,20,53,71,18,69,22,20,70,18,53,20,22,71,21,37,52,20,23,42,22,75,17,41,23,73,19,16,74,71,19,70,18,2
10,83,8,9,83,69,42,49,44,49,43,70,21,71,21,50,43,48,82,9,84,9,84,49,43,74,17,17,74,19,70,22,75,17,75,18,70,22,72,18,50,19,73,20,50,42,49,23,50,18,49,23,10,44,71,18,69,22,10,82,9,44,10,23,71,20,48,44,10,23,49,21,75,17,50,22,73,18,8,84,71,19,71,18,4
12,81,10,11,81,61,44,47,46,47,45,64,29,63,28,48,45,46,80,11,82,11,82,47,45,80,12,11,80,13,63,30,81,12,81,12,62,29,65,12,48,13,79,27,48,44,48,31,48,13,47,31,12,46,65,13,61,30,12,80,11,46,12,31,64,27,46,46,12,31,48,29,81,11,48,29,79,13,10,82,63,13,63,13,2
12,81,10,11,81,69,48,40,52,40,51,72,21,71,20,42,50,38,80,11,82,11,82,41,50,78,14,13,78,15,71,22,79,14,79,14,70,21,73,14,42,15,77,19,42,48,42,23,42,15,40,23,12,52,73,15,69,22,12,80,11,52,12,23,72,19,38,52,12,23,42,21,79,13,42,21,77,15,10,82,71,15,71,15,5
3,90,1,3,90,70,33,56,37,56,36,71,21,72,21,58,35,54,89,2,91,2,91,56,34,78,14,13,78,15,71,21,79,14,79,14,71,22,72,14,57,15,77,20,58,33,57,22,57,15,56,22,3,36,72,15,70,22,3,89,2,36,3,22,72,20,54,36,3,22,57,21,79,13,58,22,77,15,1,91,72,15,71,15,3
12,81,10,12,81,60,39,49,43,49,43,64,30,62,29,51,41,47,80,11,82,11,82,50,41,71,22,20,71,22,62,31,72,21,72,21,61,30,64,21,51,22,70,28,51,39,51,32,51,22,49,32,12,43,64,22,60,31,12,80,11,43,12,32,63,28,47,43,12,32,51,30,72,20,51,30,70,22,10,82,62,22,62,22,2
23,70,21,23,70,56,51,36,55,36,56,60,32,60,32,38,53,34,69,22,71,22,71,38,54,70,23,21,70,23,58,33,71,22,71,22,58,34,60,22,39,23,69,30,38,51,39,34,39,23,36,34,23,56,60,23,56,34,23,69,22,56,23,34,60,30,34,56,23,34,39,32,71,21,38,34,69,23,21,71,60,23,58,23,4
7,86,5,7,86,72,34,53,38,54,39,74,19,74,19,55,36,51,85,6,87,6,87,55,36,79,14,12,79,14,73,19,80,13,80,13,73,20,74,13,56,14,78,18,56,34,56,20,56,14,54,20,7,39,74,14,72,20,7,85,6,39,7,20,74,18,51,38,7,20,56,19,80,12,55,20,78,14,5,87,74,14,73,14,2
11,82,9,10,82,58,48,44,48,45,49,61,30,62,30,44,48,44,81,10,83,10,83,45,49,81,11,10,81,12,60,31,82,11,82,11,60,32,62,11,46,12,80,28,45,48,46,32,46,12,45,32,11,50,62,12,58,32,11,81,10,50,11,32,62,28,44,49,11,32,46,30,82,10,44,32,80,12,9,83,62,12,60,12,3
15,78,13,14,78,61,56,35,58,35,57,64,27,65,27,36,57,34,77,14,79,14,79,35,57,69,23,22,69,24,63,28,70,23,70,23,63,29,65,23,36,24,68,26,36,56,36,29,36,24,35,29,15,58,65,24,62,29,15,77,14,58,15,29,65,26,34,58,15,29,36,27,70,22,36,29,68,24,13,79,65,24,63,24,1
21,71,17,20,71,46,55,33,59,33,58,50,42,50,42,35,57,31,69,19,73,19,73,34,57,72,21,19,72,21,48,43,73,20,73,20,48,44,50,20,35,21,71,40,35,55,35,44,35,21,33,44,21,59,50,21,46,44,21,69,19,59,21,44,50,40,31,59,21,44,35,42,73,19,35,44,71,21,17,73,50,21,48,21,3
23,69,19,23,69,56,48,40,52,40,52,59,34,58,33,42,50,38,67,21,71,21,71,41,50,70,22,21,70,23,58,35,71,22,71,22,57,34,60,22,42,23,69,32,42,48,42,36,42,23,40,36,23,52,60,23,56,35,23,67,21,52,23,36,59,32,38,52,23,36,42,34,71,21,42,34,69,23,19,71,58,23,58,23,2
16,77,14,16,77,65,41,46,45,47,46,67,26,67,26,48,43,44,76,15,78,15,78,48,43,70,23,21,70,23,66,26,71,22,71,22,66,27,67,22,49,23,69,25,49,41,49,27,49,23,47,27,16,46,67,23,65,27,16,76,15,46,16,27,67,25,44,45,16,27,49,26,71,21,48,27,69,23,14,78,67,23,66,23,7
20,72,16,20,72,64,40,48,44,47,44,65,26,66,27,50,42,46,70,18,74,18,74,48,42,71,21,20,71,22,65,26,72,21,72,21,65,28,66,21,49,22,70,26,49,40,49,27,50,22,48,28,20,44,66,21,64,27,20,70,18,44,20,27,66,26,46,44,20,28,49,27,72,20,50,28,70,22,16,74,66,22,65,21,7
25,68,23,25,68,45,52,36,56,36,56,49,43,49,43,38,54,34,67,24,69,24,69,37,54,76,17,12,75,16,47,44,78,14,77,14,47,45,49,14,38,17,73,41,38,52,38,45,38,17,36,45,25,56,49,17,45,45,25,67,24,56,25,45,49,41,34,56,25,45,38,43,78,12,38,45,73,16,23,69,49,16,47,17,1
13,79,9,13,79,71,36,48,43,48,42,72,20,73,20,52,39,44,77,11,81,11,81,50,38,76,16,15,76,17,72,20,77,16,77,16,72,21,73,16,51,17,75,19,52,36,51,21,51,17,48,21,13,42,73,17,71,21,13,77,11,42,13,21,73,19,45,42,13,21,51,20,77,15,52,21,75,17,9,81,73,17,72,17,3
21,71,17,21,71,59,49,33,57,33,57,62,29,63,29,37,53,30,69,19,73,19,73,36,53,71,21,20,71,22,61,30,72,21,72,21,61,31,63,21,37,22,70,27,37,50,37,31,37,22,33,31,21,57,63,22,59,31,21,69,19,57,21,31,63,27,30,57,21,31,37,29,72,20,37,31,70,22,17,73,63,22,61,22,4
11,82,9,10,82,64,44,47,46,47,45,66,24,68,24,48,45,46,81,10,83,10,83,47,45,78,13,13,78,15,65,25,79,13,79,14,66,26,68,14,48,15,77,22,48,44,47,26,48,14,47,26,11,46,67,14,64,26,11,81,10,46,11,26,67,22,46,46,11,26,47,24,79,13,48,26,77,14,9,83,68,15,66,14,4
15,77,11,15,77,66,38,49,42,49,43,67,24,68,25,51,40,47,75,13,79,13,79,50,40,75,17,16,75,18,67,24,76,17,76,17,67,26,68,17,51,18,74,24,51,38,51,25,52,18,50,26,15,43,68,17,66,25,15,75,13,43,15,25,68,24,47,42,15,26,51,25,76,16,51,26,74,18,11,79,68,18,67,17,7
17,76,15,16,76,67,51,37,55,37,54,67,24,69,24,39,53,35,75,16,77,16,77,38,53,70,21,21,70,23,67,24,71,21,71,22,68,25,69,22,39,23,69,23,39,51,38,25,39,22,37,25,17,55,68,22,67,25,17,75,16,55,17,25,68,23,35,55,17,25,38,24,71,21,39,25,69,22,15,77,69,23,68,22,6
20,70,16,22,71,54,54,34,58,33,58,57,33,58,34,36,56,32,68,18,72,19,74,34,56,78,14,13,78,15,56,34,79,14,79,14,56,36,58,14,35,15,77,32,35,54,35,35,36,15,34,36,22,58,58,14,54,35,21,68,19,58,22,35,58,32,32,58,22,36,35,34,79,13,36,36,77,15,16,73,58,15,56,14,1
14,79,12,13,79,51,53,34,57,34,57,54,36,55,37,36,55,32,78,13,80,13,80,35,55,71,21,20,71,22,53,37,72,21,72,21,53,39,55,21,36,22,70,35,36,53,36,38,37,22,35,38,13,58,55,21,51,38,14,78,13,58,14,38,55,35,32,57,14,39,36,37,72,20,36,39,70,22,12,80,55,22,53,21,7
16,77,14,15,77,66,54,34,58,33,57,67,24,68,25,36,56,32,76,15,78,15,78,34,56,72,21,19,71,21,67,24,73,20,72,20,67,26,68,20,35,22,70,24,35,54,35,25,36,22,34,25,15,58,68,21,66,25,16,76,15,58,16,25,68,24,32,58,16,26,35,25,73,19,36,26,70,21,14,78,68,21,67,21,3
20,72,16,20,72,71,45,41,49,42,51,71,20,73,20,43,47,39,70,18,74,18,74,44,48,77,14,14,77,16,71,20,78,14,78,15,72,21,73,15,45,16,76,19,44,45,44,21,45,15,42,21,20,51,72,15,71,21,20,70,18,51,20,21,72,19,39,50,20,21,44,20,78,14,43,21,76,15,16,74,73,16,72,15,2
18,74,14,17,74,67,53,38,55,38,54,69,23,69,23,39,54,37,72,16,76,16,76,38,54,77,15,14,77,16,69,24,78,15,78,15,68,24,70,15,39,16,76,22,39,53,39,25,39,16,38,25,18,55,70,16,67,24,18,72,16,55,18,25,70,22,37,55,18,25,39,23,78,14,39,24,76,16,14,76,69,16,69,16,6
17,75,13,17,75,69,40,45,46,45,46,71,21,71,21,48,43,42,73,15,77,15,77,47,43,77,15,14,77,16,71,22,78,15,78,15,70,22,72,15,48,16,76,20,48,40,48,23,48,16,45,23,17,46,72,16,69,22,17,73,15,46,17,23,72,20,42,46,17,23,48,21,78,14,48,22,76,16,13,77,71,16,71,16,3
6,87,4,6,87,72,44,48,44,49,46,73,19,74,19,48,44,48,86,5,88,5,88,49,45,78,14,13,78,15,73,19,79,14,79,14,73,20,74,14,50,15,77,18,49,44,50,20,50,15,49,20,6,46,74,15,72,20,6,86,5,46,6,20,74,18,48,45,6,20,50,19,79,13,48,20,77,15,4,88,74,15,73,15,5
11,82,9,10,82,67,45,40,51,39,50,69,22,69,23,43,48,37,81,10,83,10,83,41,48,76,16,15,76,17,69,23,77,16,77,16,68,24,70,16,42,17,75,22,42,45,42,24,43,17,40,24,10,51,70,16,67,23,11,81,10,51,11,24,70,22,37,51,11,25,42,23,77,15,43,24,75,17,9,83,69,17,69,16,5
20,72,16,19,72,67,48,40,52,40,51,68,24,69,24,42,50,38,70,18,74,18,74,41,50,74,18,17,74,19,68,24,75,18,75,18,68,25,69,18,42,19,73,23,42,48,42,25,42,19,40,25,20,52,69,19,67,25,20,70,18,52,20,25,69,23,38,52,20,25,42,24,75,17,42,25,73,19,16,74,69,19,68,19,6
19,73,15,19,73,68,43,42,49,41,49,70,21,70,22,45,46,39,71,17,75,17,75,43,46,74,18,17,74,19,70,22,75,18,75,18,69,23,71,18,44,19,73,21,44,43,44,23,45,19,42,24,19,49,71,18,68,22,19,71,17,49,19,23,71,21,39,49,19,24,44,22,75,17,45,23,73,19,15,75,70,19,70,18,4
13,80,11,13,80,74,42,46,46,46,46,75,17,76,17,48,44,44,79,12,81,12,81,47,44,84,10,9,83,9,75,17,85,10,83,9,75,18,76,10,48,11,83,16,48,42,48,18,48,11,46,18,13,46,76,11,74,18,13,79,12,46,13,18,76,16,44,46,13,18,48,17,84,9,48,18,83,10,11,81,76,9,75,11,1
20,72,16,19,72,59,44,47,46,47,45,62,29,63,29,48,45,46,70,18,74,18,74,47,45,80,12,11,80,13,61,30,81,12,81,12,61,31,63,12,48,13,79,27,48,44,48,31,48,13,47,31,20,46,63,13,59,31,20,70,18,46,20,31,63,27,46,46,20,31,48,29,81,11,48,31,79,13,16,74,63,13,61,13,5
10,83,8,9,83,64,43,48,45,48,44,67,26,66,25,49,44,47,82,9,84,9,84,48,44,80,12,11,80,13,66,27,81,12,81,12,65,26,68,12,49,13,79,24,49,43,49,28,49,13,48,28,10,45,68,13,64,27,10,82,9,45,10,28,67,24,47,45,10,28,49,26,81,11,49,26,79,13,8,84,66,13,66,13,3
15,77,11,14,77,65,49,39,53,39,52,67,25,67,25,41,51,37,75,13,79,13,79,40,51,72,20,19,72,21,67,26,73,20,73,20,66,26,68,20,41,21,71,24,41,49,41,27,41,21,39,27,15,53,68,21,65,26,15,75,13,53,15,27,68,24,37,53,15,27,41,25,73,19,41,26,71,21,11,79,67,21,67,21,6
22,68,18,24,69,64,46,42,50,42,50,66,27,66,27,44,48,40,66,20,70,21,72,43,48,70,23,21,70,23,65,27,71,22,71,22,65,28,66,22,44,23,69,26,44,46,44,28,44,23,42,28,24,50,66,23,64,28,23,66,21,50,24,28,66,26,40,50,24,28,44,27,71,21,44,28,69,23,18,71,66,23,65,23,1
21,71,17,21,71,60,55,33,59,33,59,63,29,64,29,35,57,31,69,19,73,19,73,34,57,71,22,20,71,22,61,29,72,21,72,21,62,31,63,21,35,22,70,27,35,55,35,30,35,22,33,30,21,59,63,22,60,31,21,69,19,59,21,30,63,27,31,59,21,30,35,29,72,20,35,31,70,22,17,73,64,22,61,22,2
11,81,7,10,81,67,40,48,44,48,43,68,24,69,24,50,42,47,79,9,83,9,83,49,42,76,16,15,76,17,68,24,77,16,77,16,68,25,69,16,50,17,75,23,50,41,50,25,50,17,48,25,11,44,69,17,67,25,11,79,9,44,11,25,69,23,47,44,11,25,50,24,77,15,50,25,75,17,7,83,69,17,68,17,5
22,70,18,21,70,67,50,38,54,38,53,69,23,69,23,40,52,36,68,20,72,20,72,39,52,75,17,16,75,18,69,24,76,17,76,17,68,24,70,17,40,18,74,22,40,50,40,25,40,18,38,25,22,54,70,18,67,24,22,68,20,54,22,25,70,22,36,54,22,25,40,23,76,16,40,24,74,18,18,72,69,18,69,18,6
5,88,3,5,88,71,34,55,36,55,38,72,19,73,20,56,35,54,87,4,89,4,89,56,36,78,14,13,78,15,72,19,79,14,79,14,72,21,73,14,57,15,77,19,56,34,57,20,58,15,56,21,5,38,73,14,71,20,5,87,4,38,5,20,73,19,54,37,5,21,57,20,79,13,56,21,77,15,3,89,73,15,72,14,4
13,79,9,12,79,70,40,46,44,47,45,72,20,72,20,48,42,44,77,11,81,11,81,49,43,76,16,15,76,17,72,21,77,16,77,16,71,21,73,16,50,17,75,19,49,40,50,22,50,17,47,22,13,46,73,17,70,21,13,77,11,46,13,22,73,19,44,45,13,22,50,20,77,15,48,21,75,17,9,81,72,17,72,17,3
7,86,5,6,86,70,27,64,29,64,28,71,21,72,21,65,28,63,85,6,87,6,87,64,28,77,15,14,77,16,71,21,78,15,78,15,71,22,72,15,65,16,76,20,65,27,65,22,65,16,64,22,7,29,72,16,70,22,7,85,6,29,7,22,72,20,63,29,7,22,65,21,78,14,65,22,76,16,5,87,72,16,71,16,5
26,66,25,27,66,64,43,45,47,45,47,65,27,66,27,47,45,43,65,25,67,26,68,47,45,68,24,23,68,25,65,28,69,24,69,24,65,28,66,24,47,25,67,26,47,43,47,28,47,25,45,28,27,47,66,25,64,28,27,66,26,47,27,28,66,26,43,47,27,28,47,27,69,23,47,28,67,25,25,67,66,25,65,25,2
14,79,12,14,79,74,54,34,58,34,58,76,17,76,17,36,56,32,78,13,80,13,80,35,56,85,10,8,84,8,75,17,86,9,84,8,75,18,76,9,36,10,84,16,36,54,36,18,36,10,34,18,14,58,76,10,74,18,14,78,13,58,14,18,76,16,32,58,14,18,36,17,85,8,36,18,84,9,12,80,76,8,75,10,1
17,75,14,17,75,63,31,56,35,56,36,65,27,65,27,57,33,54,73,15,77,15,77,58,34,69,23,22,69,24,65,28,70,23,70,23,64,27,66,23,59,24,68,26,58,31,59,29,59,24,56,29,17,36,66,24,63,28,17,74,15,36,17,29,66,26,54,36,17,29,59,27,70,22,58,28,68,24,14,77,65,24,65,24,2
