@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMaa numeric
@attribute o1atLkk numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMkb numeric
@attribute o1atLkb numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMka numeric
@attribute o1atLka numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMkc numeric
@attribute o1atLkc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMjb numeric
@attribute o1atLjb numeric
@attribute destClass {2.0,3.0,4.0,1.0}

@data
70,22,40,42,52,33,20,70,52,22,53,22,22,40,41,19,20,72,71,19,21,40,40,40,70,22,52,34,21,70,30,69,19,18,70,28,33,51,40,40,20,51,19,74,72,20,42,22,21,42,21,24,40,22,20,52,52,22,34,52,21,51,22,19,75,18,70,22,19,74,19,73,22,20,20,53,40,20,19,73,21,52,70,22,72,20,22,20,20,70,73,19,20,70,19,73,19,74,40,23,20,54,21,20,19,73,54,21,71,19,19,70,74,20,22,24,70,20,19,71,22,23,23,20,40,22,20,23,21,40,54,20,75,19,20,41,22,22,21,22,53,19,20,40,21,40,20,21,22,23,21,23,20,52,21,19,73,21,21,20,20,51,72,21,21,23,21,22,23,22,19,71,41,23,22,20,52,22,19,71,19,70,71,22,42,20,20,22,52,20,20,22,20,40,21,19,71,22,72,21,70,22,19,71,20,22,19,71,19,71,20,23,20,22,20,20,19,71,71,22,23,23,22,22,22,23,73,19,71,20,22,22,70,20,19,71,19,71,20,20,3.0
70,20,43,50,52,34,20,67,54,26,55,23,26,38,33,19,19,69,69,19,24,37,31,36,68,21,52,33,21,67,22,64,18,18,64,27,28,56,34,37,21,59,19,73,70,20,34,21,21,40,21,26,32,24,20,60,54,23,27,57,23,59,25,19,74,18,67,22,19,74,19,70,23,21,19,61,32,19,19,72,22,59,67,22,73,19,22,21,20,68,74,19,20,68,19,73,19,75,34,26,19,62,24,19,18,74,55,21,72,19,20,67,75,19,21,23,68,19,20,71,22,23,26,21,32,21,19,25,22,38,56,21,75,18,19,39,21,21,24,24,55,19,21,38,23,38,19,20,26,26,23,26,20,60,21,19,72,19,20,20,20,60,71,19,22,26,24,21,26,21,19,72,34,23,21,21,54,21,20,70,19,68,68,21,34,21,21,24,54,19,21,21,20,38,22,19,71,20,68,20,71,20,20,70,20,21,20,71,19,72,19,22,20,24,21,19,19,71,72,20,26,23,23,21,23,23,72,18,72,19,22,21,71,19,20,71,20,71,20,19,2.0
77,16,44,51,56,29,16,70,58,19,58,15,20,33,32,12,11,73,73,12,18,34,28,31,72,13,54,27,16,71,21,66,10,10,68,20,26,57,30,31,14,61,12,79,74,11,32,14,13,36,13,22,30,18,15,61,57,17,24,57,17,60,21,12,82,11,72,18,12,81,13,74,17,12,11,62,32,13,11,78,17,61,71,16,80,11,15,13,13,72,80,12,15,72,11,80,12,83,32,20,13,63,21,13,10,82,58,14,79,12,14,71,81,11,13,16,73,13,14,77,14,16,22,12,31,13,11,21,13,36,60,12,83,11,11,35,13,15,19,20,59,12,15,34,15,34,12,14,21,20,16,20,13,61,14,12,79,12,12,12,13,63,78,13,14,22,20,14,21,14,12,80,32,15,13,13,58,13,14,75,13,73,72,14,33,12,15,20,59,13,15,14,13,34,16,12,77,14,72,13,78,13,13,76,13,14,13,77,12,80,11,15,13,20,16,13,12,78,78,13,21,15,16,14,16,15,80,12,79,13,14,15,79,13,13,78,13,78,14,13,3.0
74,16,52,45,59,29,20,72,60,19,60,17,20,33,37,18,16,73,73,17,21,31,36,31,71,17,58,29,18,71,25,70,15,16,68,24,33,56,35,32,19,57,17,76,74,17,36,17,17,34,17,22,37,21,17,56,60,20,33,54,20,57,21,18,76,16,71,19,16,78,17,74,20,18,16,57,37,18,16,75,19,55,71,18,77,16,18,19,16,72,76,16,17,72,16,77,15,78,36,20,17,58,21,18,15,78,60,17,76,16,19,73,77,16,17,19,71,17,17,74,17,19,22,18,37,18,17,21,17,34,62,17,77,16,17,33,17,19,21,21,61,18,19,32,19,33,17,18,20,21,19,21,16,56,17,18,74,16,17,18,17,58,74,16,17,22,21,18,20,18,15,76,36,17,17,19,60,18,18,73,17,74,71,17,38,17,19,21,60,18,19,18,17,32,19,18,74,16,71,17,74,16,18,74,17,18,16,74,16,76,17,18,17,21,19,18,17,75,74,16,20,18,19,18,19,18,74,16,74,16,17,19,74,16,16,75,17,75,17,18,3.0
78,13,43,37,54,27,15,73,58,16,58,13,18,35,40,12,12,75,74,12,17,34,36,30,72,13,55,24,14,74,23,69,11,11,67,19,32,50,36,34,14,54,12,81,75,13,40,13,14,36,14,21,39,18,13,53,58,16,29,49,18,53,19,12,81,11,72,15,12,82,13,76,15,14,12,54,39,13,12,80,14,53,72,16,81,12,14,14,12,74,80,11,13,74,11,81,11,82,39,19,14,55,18,13,11,81,59,13,80,11,13,74,81,12,14,15,72,13,13,78,14,15,20,13,39,13,12,20,14,36,60,13,82,12,12,35,14,15,18,19,59,12,13,34,14,36,12,14,18,20,14,21,12,53,13,12,79,12,13,13,14,54,79,12,14,21,18,13,19,14,11,79,39,13,14,14,58,13,13,78,13,74,72,13,41,13,13,19,58,13,13,13,12,34,14,12,78,12,73,13,78,12,12,79,12,13,12,78,12,79,12,14,12,19,13,13,12,79,78,12,18,14,14,15,14,15,79,12,78,12,14,15,78,12,11,79,12,79,12,13,3.0
75,17,42,47,55,31,19,70,56,18,57,17,21,38,34,16,14,73,75,16,20,36,33,36,74,17,55,33,17,70,21,68,13,14,73,24,27,58,33,37,19,59,14,76,76,17,35,17,14,39,15,20,34,18,17,59,56,18,29,56,20,59,21,16,78,14,74,18,14,78,14,74,20,17,14,60,34,16,14,75,19,57,74,18,78,16,18,17,16,72,78,14,16,72,14,77,14,80,34,19,14,61,21,16,14,80,57,17,77,15,18,72,79,15,15,18,74,16,16,74,18,18,22,17,34,17,15,19,17,38,57,17,79,14,14,38,15,17,21,18,56,16,18,37,19,38,15,16,22,19,20,19,16,59,17,16,76,15,15,16,17,60,76,16,18,19,21,17,22,17,16,78,35,18,15,17,56,17,16,72,16,73,75,17,35,17,19,18,56,16,19,17,16,37,19,16,76,16,75,17,75,16,16,74,17,17,16,74,16,77,15,17,17,18,19,16,16,75,76,15,22,18,20,17,20,18,76,14,76,14,18,17,75,15,16,76,16,76,17,16,3.0
74,17,47,36,55,28,19,70,57,21,57,18,22,34,42,18,17,72,71,18,21,36,39,35,70,18,53,30,18,70,26,67,16,16,65,25,34,49,40,33,17,50,16,76,72,17,42,18,17,37,17,24,42,22,19,50,58,20,36,48,19,50,22,18,76,16,69,20,16,76,16,73,20,18,18,52,42,18,17,75,21,50,70,18,77,16,20,18,17,71,76,16,17,70,17,75,16,77,42,23,16,53,22,18,17,77,57,18,76,17,17,70,77,16,17,19,70,18,17,73,19,18,23,18,42,18,18,23,19,35,59,18,77,16,18,36,17,19,22,23,58,18,19,36,19,34,18,18,22,23,19,23,19,51,19,18,74,16,18,18,17,51,74,16,19,23,22,18,22,18,17,75,42,18,18,19,58,18,17,73,17,71,69,17,43,18,19,23,58,18,19,18,19,36,19,18,74,16,69,17,74,17,17,73,19,18,17,74,17,74,18,18,19,23,19,18,17,74,74,16,22,18,19,18,19,18,74,16,74,16,19,18,74,17,17,74,17,73,19,18,4.0
73,20,42,44,52,35,19,68,54,23,54,20,24,40,37,18,17,70,70,18,23,38,36,37,70,18,50,34,20,68,24,64,16,16,66,28,32,52,36,38,20,57,17,75,71,18,38,19,19,41,19,25,37,23,18,56,53,23,31,53,22,56,24,18,76,16,70,22,17,77,18,71,21,19,17,57,37,18,17,74,21,55,69,20,76,18,19,19,17,69,76,17,18,69,17,76,16,77,38,24,19,58,24,18,16,76,54,19,75,18,19,69,77,16,19,20,70,18,18,73,19,20,25,19,37,19,18,24,19,41,55,19,77,16,17,40,19,19,24,23,54,18,19,39,21,41,18,18,25,25,21,25,17,56,18,18,74,16,18,18,19,57,73,18,19,25,24,19,25,19,16,74,38,20,19,19,54,19,18,72,18,69,70,19,38,19,20,23,54,18,20,19,17,39,20,18,73,19,70,18,74,18,18,73,18,19,17,73,17,74,18,19,18,23,20,18,17,73,74,17,25,20,21,19,21,20,74,16,74,17,19,19,74,18,17,74,18,74,18,18,2.0
74,16,49,48,56,29,19,69,60,19,60,17,22,33,34,16,15,71,72,16,21,31,31,30,70,17,57,27,20,69,22,66,13,15,66,21,30,56,31,32,19,59,15,76,73,16,33,17,16,34,16,23,33,20,17,59,60,19,28,57,22,59,23,16,77,15,70,17,15,77,15,72,20,17,15,60,33,16,15,75,20,58,70,18,77,16,19,18,17,71,77,15,17,70,15,76,15,80,33,21,16,61,22,16,14,79,60,16,76,15,18,69,78,16,16,19,70,16,17,74,18,19,24,17,33,17,15,22,18,34,62,16,78,15,15,33,16,18,22,20,61,16,17,32,19,33,15,17,23,22,19,22,17,60,18,17,75,16,15,17,18,60,75,16,18,23,22,17,23,17,16,77,33,18,16,18,60,17,18,73,17,71,71,17,35,17,18,21,60,16,18,17,17,33,19,16,75,16,71,16,74,16,17,73,17,18,17,75,16,76,15,18,17,22,18,16,16,75,75,16,23,18,19,17,19,18,75,15,75,15,18,18,74,15,17,75,17,74,17,17,2.0
68,20,45,46,54,30,22,68,54,22,55,21,23,36,36,20,20,70,70,20,24,37,36,37,68,21,54,33,21,68,24,67,19,18,66,25,29,56,34,36,22,58,20,72,71,19,36,21,21,38,21,25,36,24,23,56,55,24,32,55,23,57,24,20,75,19,67,21,20,73,21,71,24,20,21,58,36,22,20,71,24,56,67,21,72,19,23,20,20,69,72,19,21,68,20,72,19,74,34,23,21,59,24,22,20,73,57,21,71,19,22,69,73,19,21,24,69,21,21,69,22,23,25,19,36,23,21,24,22,37,58,19,75,19,21,37,22,23,24,24,57,20,23,37,22,37,21,22,23,23,22,24,22,57,22,20,72,20,21,20,22,58,71,20,22,24,24,23,24,21,20,71,35,22,22,20,56,23,21,69,22,69,68,20,37,19,23,24,57,22,23,23,22,37,23,20,69,20,70,20,69,20,21,70,22,23,20,70,21,70,21,23,22,24,23,22,21,70,70,20,23,22,23,22,22,23,73,20,71,20,23,22,70,20,20,71,21,70,22,22,4.0
74,18,41,53,52,38,21,69,53,20,53,19,23,41,32,17,17,71,74,16,23,41,31,38,72,17,52,35,19,70,23,66,15,15,72,29,29,60,32,41,19,61,16,76,75,18,33,19,17,42,18,21,31,20,19,62,52,19,26,58,23,61,23,17,77,15,74,19,16,77,17,72,20,18,17,62,31,18,16,75,20,62,72,19,77,18,19,18,18,70,76,15,19,70,16,76,16,78,33,20,17,63,23,18,15,77,54,19,76,15,18,69,77,16,18,19,72,17,18,74,19,19,24,18,31,18,17,20,18,41,54,18,78,16,17,41,18,19,23,20,53,16,19,41,19,41,17,18,24,20,20,20,18,62,18,17,75,16,17,17,18,62,75,18,19,20,23,18,24,19,16,75,33,19,18,18,52,17,18,73,17,70,74,18,33,18,19,20,52,17,19,18,18,41,19,17,74,18,75,18,74,16,17,73,18,18,17,74,16,75,17,18,18,20,19,18,16,74,74,16,24,19,20,19,20,19,75,16,74,16,19,19,74,16,17,74,17,74,18,18,3.0
72,18,45,49,56,32,20,69,58,22,58,20,24,36,34,18,18,71,72,18,22,35,32,35,70,18,54,34,21,69,23,67,17,17,68,23,30,57,34,36,21,59,18,74,73,19,34,21,20,37,20,23,33,21,20,59,56,20,32,58,23,59,23,18,75,18,70,20,18,76,18,72,22,20,18,60,33,19,18,73,22,59,70,18,75,17,20,20,18,70,74,18,20,70,18,75,17,76,34,23,19,61,22,19,17,75,58,20,74,18,20,70,75,17,20,21,71,18,19,72,20,21,24,20,33,19,18,22,20,36,59,19,76,17,18,36,20,21,22,21,58,18,20,35,22,36,18,20,24,23,22,23,18,59,19,18,72,18,19,19,19,59,72,18,20,23,22,19,24,21,17,73,34,21,20,20,56,19,19,71,18,70,70,20,35,20,20,21,57,19,20,19,18,35,21,18,72,18,70,20,72,18,19,72,18,19,18,72,18,73,18,20,18,21,20,19,18,72,72,18,24,21,22,21,22,21,73,18,73,18,20,21,73,18,18,73,19,73,18,19,2.0
77,14,45,50,56,30,16,73,59,17,59,15,19,34,33,14,14,74,76,13,19,35,32,33,75,13,56,30,16,73,22,69,14,12,72,21,28,57,32,33,15,61,15,79,77,14,33,14,15,36,15,19,32,17,16,60,57,17,28,57,18,60,20,14,80,12,75,15,15,80,15,75,17,15,15,61,33,14,14,78,18,60,74,15,80,13,16,15,14,73,80,13,15,73,14,79,14,80,33,17,15,62,20,14,14,80,59,14,79,13,15,74,81,12,15,16,75,13,15,77,16,16,21,14,33,14,15,18,16,36,60,14,81,12,15,35,15,15,19,18,59,14,16,35,16,35,15,14,20,18,16,19,15,60,15,14,78,12,15,14,15,62,77,13,16,19,20,15,20,14,14,79,33,15,15,15,58,14,15,77,15,75,75,15,34,14,16,18,58,14,16,15,15,35,16,14,77,14,75,14,78,13,15,78,15,15,14,77,15,79,15,15,15,18,16,14,15,79,78,13,20,15,16,15,16,16,78,12,78,13,16,15,78,13,14,78,15,78,15,14,3.0
72,16,51,44,57,26,19,69,60,21,61,19,23,31,37,16,17,71,71,16,22,31,34,30,70,16,56,28,19,69,24,65,15,14,64,21,31,53,35,29,18,56,15,76,72,15,37,17,16,33,16,24,35,22,18,57,59,20,33,53,20,56,23,16,78,15,68,18,15,78,15,72,20,16,17,57,37,17,17,75,21,56,68,17,76,14,18,16,17,71,77,16,18,71,17,77,15,78,37,23,15,58,23,17,15,78,61,17,75,16,18,69,78,14,16,20,71,16,17,75,17,19,24,16,37,18,17,23,17,31,63,16,79,14,17,32,16,18,22,22,62,16,18,32,19,31,17,17,23,23,19,23,17,57,17,16,75,15,17,16,16,56,73,15,17,23,23,18,23,17,15,76,37,19,17,17,61,17,17,73,16,70,69,17,38,16,18,23,62,17,19,19,17,32,19,16,73,16,69,16,74,16,17,73,17,19,17,75,15,76,17,19,17,23,19,17,15,74,75,16,23,19,19,17,19,19,76,15,76,16,17,17,75,16,17,75,17,75,17,17,4.0
75,17,39,45,52,33,18,72,54,21,54,17,21,40,37,16,16,74,72,16,19,38,35,38,70,16,51,33,18,72,25,70,15,15,67,25,30,55,36,39,18,57,15,77,73,17,37,18,18,41,18,23,36,21,16,55,53,20,30,55,19,57,20,16,77,15,71,20,15,77,17,75,19,18,16,57,36,16,16,76,18,55,70,19,78,16,19,18,16,73,77,15,16,72,16,76,15,78,37,23,17,58,19,16,16,77,54,17,77,15,18,72,78,15,18,18,70,16,16,74,19,18,21,18,36,16,16,22,19,40,55,17,78,15,16,40,18,18,19,21,54,16,17,38,19,40,16,17,21,23,19,23,16,56,18,16,75,15,17,17,18,57,75,16,19,23,19,16,21,18,16,75,37,18,18,18,53,16,16,74,18,72,71,17,38,18,17,21,53,16,17,16,17,39,18,16,75,16,71,17,75,15,16,74,17,16,16,75,16,74,16,17,17,21,17,16,16,74,75,15,21,18,19,18,19,18,75,15,75,15,19,18,75,15,16,75,16,74,17,16,3.0
78,15,52,45,57,29,15,74,62,19,62,14,17,32,38,13,13,76,72,12,16,30,34,30,70,12,57,27,15,73,27,72,11,12,65,22,35,53,35,31,15,55,12,80,73,14,39,14,13,33,14,23,36,20,13,56,60,18,33,53,17,55,18,13,81,12,71,17,11,82,12,77,16,14,13,56,36,13,12,79,16,54,70,17,81,13,14,14,13,75,80,12,13,75,12,81,11,82,38,21,13,57,17,13,11,81,63,14,80,12,14,75,81,12,14,15,70,12,12,78,14,15,19,14,36,13,13,22,13,32,63,14,81,12,13,32,14,15,17,20,62,12,13,32,15,32,13,14,18,22,16,22,13,56,13,14,79,12,13,14,13,55,79,13,14,22,17,13,19,15,11,79,38,14,14,14,60,12,14,76,12,75,71,14,39,14,14,22,60,12,14,14,13,32,15,14,78,13,72,14,78,12,13,77,13,14,12,78,11,79,13,14,13,22,14,14,12,77,78,12,18,15,16,15,16,15,79,12,78,12,14,15,78,12,12,79,12,79,13,14,1.0
72,18,41,45,51,33,19,69,54,21,54,19,22,37,36,18,18,71,71,18,22,36,34,35,71,20,54,29,19,69,23,66,18,16,66,23,31,54,34,36,19,57,18,75,72,16,35,18,19,39,20,24,36,22,18,56,56,21,27,54,21,57,23,18,76,16,69,18,18,75,19,72,21,18,18,58,36,18,18,74,20,56,69,21,75,16,21,18,18,69,76,18,18,69,18,74,18,75,35,22,19,59,23,18,18,74,54,17,74,18,19,69,77,16,20,21,71,18,18,72,20,20,24,18,36,20,20,23,19,37,57,17,77,16,19,38,20,19,23,22,56,18,19,36,19,37,20,18,23,22,20,22,18,56,20,18,74,16,20,18,19,57,72,16,20,22,23,20,23,18,18,72,35,20,21,19,56,20,18,72,19,69,69,18,37,18,20,22,56,18,20,20,19,36,20,18,72,18,69,16,74,18,18,72,20,20,18,72,18,72,20,20,20,22,20,18,18,72,74,18,23,20,20,18,20,20,74,16,74,18,20,18,74,18,18,72,18,72,20,18,4.0
72,19,52,43,57,29,20,70,60,21,60,20,22,34,39,17,17,72,71,17,20,31,37,31,69,18,57,27,20,70,27,67,17,16,67,24,35,53,37,33,20,55,17,76,72,18,40,21,20,34,20,24,37,21,17,53,59,21,33,53,22,55,22,17,77,17,70,19,17,76,19,73,20,18,17,55,38,18,17,75,20,53,69,19,75,18,20,18,17,70,74,17,17,70,17,75,17,76,39,23,20,56,21,18,17,75,62,20,74,17,19,70,75,17,20,21,70,18,17,73,20,21,23,18,37,18,17,23,20,34,62,18,77,17,17,33,20,21,20,21,61,17,17,31,20,34,18,20,23,24,20,24,17,53,19,17,74,18,19,18,20,55,74,19,20,24,20,18,23,21,17,73,39,21,20,18,59,18,17,73,19,70,70,19,40,18,17,21,60,18,17,18,17,31,19,17,72,19,72,19,72,18,17,73,17,18,17,73,17,73,17,20,17,21,18,18,17,73,72,18,23,21,20,21,20,21,75,18,73,18,20,21,73,18,17,73,17,73,18,18,1.0
75,12,40,42,54,28,16,69,56,18,56,15,21,34,38,11,10,73,75,10,20,35,37,32,73,13,54,27,14,70,24,64,10,10,68,20,29,51,37,34,12,54,11,80,76,11,38,13,12,38,12,20,37,18,13,54,55,18,28,49,18,53,21,11,82,10,72,16,11,82,11,74,16,12,10,56,37,12,10,79,16,54,71,16,80,11,14,12,11,71,81,10,13,71,10,81,11,83,38,19,11,57,20,12,10,82,56,13,79,10,12,71,82,11,12,16,73,11,12,77,13,15,22,12,37,14,11,19,13,36,58,12,83,11,11,37,12,14,20,18,57,11,14,35,15,35,11,13,21,19,15,19,11,54,13,11,80,11,12,12,11,55,78,11,13,19,20,14,21,13,11,80,38,15,13,13,55,14,12,75,11,72,73,14,39,12,14,18,55,12,14,14,12,35,15,11,77,12,74,12,77,11,11,77,12,14,11,77,11,80,11,15,12,18,14,12,11,78,79,11,21,15,15,13,15,15,80,11,79,11,13,13,77,11,11,79,11,79,12,12,3.0
71,19,49,43,55,29,21,69,57,23,57,21,23,34,41,18,18,71,70,17,23,35,41,35,68,19,55,33,22,70,31,68,17,16,65,25,35,51,40,33,19,52,18,75,71,18,42,21,19,36,19,25,41,24,20,52,57,24,39,52,21,52,23,18,76,17,68,20,18,75,19,72,21,19,19,53,41,21,18,74,23,52,68,20,74,18,21,19,19,70,73,17,19,70,17,74,18,76,41,24,19,54,23,21,17,75,59,21,73,17,19,69,74,18,19,22,69,19,19,72,20,21,24,19,41,21,19,24,20,35,60,19,77,18,19,35,20,22,23,24,59,18,20,35,20,34,19,21,23,24,20,24,20,52,20,18,73,19,19,18,19,53,73,19,20,24,23,21,24,21,18,73,41,21,20,19,57,21,20,72,19,70,68,19,42,19,20,24,58,21,20,21,20,35,20,18,71,19,70,19,71,19,18,72,20,21,19,72,18,73,19,21,20,24,20,21,18,73,71,19,23,21,21,21,20,21,74,19,72,19,21,21,72,19,18,72,18,72,20,21,2.0
74,16,48,44,56,28,17,72,60,21,60,17,20,32,37,16,17,74,71,15,19,31,34,29,69,16,55,25,17,72,24,70,15,14,64,18,33,54,35,32,18,56,15,77,72,15,37,18,17,33,17,24,37,22,17,57,60,20,30,54,20,56,20,16,78,15,69,17,15,78,16,75,19,17,17,57,37,18,16,76,17,56,69,16,77,15,18,17,17,73,76,15,17,73,16,77,15,78,36,23,17,58,20,18,15,77,61,17,76,15,17,72,77,15,17,19,70,16,16,75,17,18,21,17,37,18,17,23,17,32,63,16,79,15,17,32,18,19,20,23,62,16,18,32,18,32,17,18,20,23,18,23,17,57,17,16,75,16,17,16,17,56,75,16,17,23,20,18,21,18,15,75,36,18,18,17,60,18,16,74,16,72,69,16,38,17,18,23,61,18,18,18,17,32,18,16,74,16,70,16,74,16,16,74,17,18,16,75,15,75,17,18,17,23,18,18,15,74,74,16,20,18,19,18,18,18,76,16,75,16,18,18,75,16,16,75,16,75,17,18,4.0
77,14,39,40,51,32,18,73,54,19,54,16,20,40,39,14,12,74,74,14,19,38,38,37,72,14,51,30,16,72,24,69,12,13,68,25,31,53,38,39,15,55,14,80,75,15,40,16,15,41,15,21,38,19,13,53,53,19,29,51,19,55,20,14,79,13,72,17,13,80,15,75,16,16,12,55,38,14,12,79,17,53,72,17,80,13,16,16,13,72,79,13,13,72,12,79,13,81,40,20,15,56,19,14,12,80,54,16,79,13,15,73,80,13,15,16,72,14,13,77,16,16,21,16,38,14,13,20,16,41,55,16,80,13,13,40,15,16,19,19,54,14,14,38,16,40,13,15,21,21,16,21,13,53,15,14,77,13,14,15,15,56,77,13,16,21,19,14,21,16,13,78,40,16,15,16,53,14,15,77,15,74,72,15,40,16,14,19,53,14,14,14,14,38,15,14,77,13,72,15,77,13,14,77,14,14,13,77,13,78,13,15,14,19,14,14,14,78,77,13,21,16,16,16,16,16,77,13,77,13,16,16,77,13,13,77,13,77,14,14,1.0
