@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atLee numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o2atMaa numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atLee numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMec numeric
@attribute o2atLec numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMdb numeric
@attribute o2atLdb numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atLee numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMec numeric
@attribute o3atLec numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMbe numeric
@attribute o3atLbe numeric
@attribute o3atMeb numeric
@attribute o3atLeb numeric
@attribute o3atMdb numeric
@attribute o3atLdb numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMaa numeric
@attribute o3atMae numeric
@attribute o3atLae numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMda numeric
@attribute o3atLda numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute destClass {-1,1}

@data
22,6,5,19,14,21,10,15,24,5,19,10,15,8,24,6,22,8,20,11,16,15,21,7,15,15,15,11,16,7,19,7,23,7,16,11,20,7,20,8,23,6,16,8,20,6,3,4,27,7,26,31,22,4,28,5,27,8,23,0,31,0,31,0,8,23,8,0,3,27,8,0,4,26,4,23,30,5,0,31,0,30,0,19,29,0,31,1,30,23,1,0,30,22,0,0,30,22,8,1,30,22,9,1,1,1,0,1,8,0,31,0,0,1,0,31,0,8,1,9,1.0
26,5,3,21,13,24,6,12,27,4,23,7,15,6,27,4,25,5,22,7,14,16,25,6,14,16,15,8,15,4,23,6,25,4,14,8,23,4,23,5,25,4,15,6,23,4,3,5,27,7,25,22,23,4,28,6,26,8,24,3,25,6,25,6,7,23,8,6,3,27,7,6,5,25,5,23,30,12,0,31,0,30,0,15,26,1,31,3,28,17,1,0,28,17,0,0,28,17,14,3,28,16,14,3,1,3,0,3,14,0,31,0,0,1,0,31,0,14,3,14,1.0
27,6,2,18,13,21,9,16,28,3,18,10,17,8,28,3,23,7,19,11,17,14,23,6,16,14,16,11,17,3,20,7,23,3,17,11,20,3,20,8,23,3,17,8,20,3,2,5,28,6,25,26,24,3,29,6,26,7,25,1,28,3,28,3,6,24,7,3,2,28,6,3,5,25,5,24,28,11,0,30,1,29,1,12,31,0,31,0,31,16,2,0,31,16,1,0,31,16,15,0,31,15,15,0,2,0,1,0,15,0,31,0,0,2,0,31,0,15,0,15,1.0
26,4,3,18,14,25,7,11,27,3,21,9,14,5,27,4,26,4,20,9,13,17,25,5,13,17,14,10,14,4,21,5,26,4,13,10,21,4,21,4,26,4,14,5,21,4,2,5,28,6,25,24,22,3,29,6,26,8,24,1,27,4,27,4,7,23,8,4,2,28,7,4,5,25,5,23,30,6,0,31,0,30,0,19,24,1,31,3,27,22,0,0,27,22,0,0,27,22,9,4,27,21,8,4,1,4,0,4,9,0,31,0,0,1,0,31,0,9,3,9,1.0
26,4,3,16,18,25,11,9,27,3,17,12,10,5,27,4,26,5,18,13,11,20,25,4,10,20,10,13,11,4,17,4,26,4,11,13,18,4,18,5,26,3,11,5,18,3,11,14,19,18,16,31,10,12,20,15,17,20,12,0,31,0,31,0,19,11,20,0,11,19,19,0,14,16,14,11,14,29,12,17,14,16,14,0,31,0,31,0,31,1,15,0,31,1,14,0,31,1,30,0,31,0,30,0,15,0,14,0,30,0,31,0,0,15,0,31,0,30,0,30,1.0
26,7,3,18,18,20,11,11,27,4,18,11,12,9,27,3,21,9,19,12,12,19,22,8,11,19,11,12,12,4,19,8,22,4,12,12,19,4,19,9,22,4,12,9,19,4,4,5,26,7,25,29,23,5,27,6,26,8,24,0,30,1,30,1,7,23,8,1,4,26,7,1,5,25,5,23,30,8,0,31,0,30,0,19,31,0,31,0,31,21,1,0,31,21,0,0,31,21,10,0,31,20,10,0,1,0,0,0,10,0,31,0,0,1,0,31,0,10,0,10,1.0
26,4,3,24,10,25,4,18,27,3,25,5,19,5,27,4,26,4,24,5,19,11,25,4,19,12,19,6,20,4,25,4,26,4,19,5,25,4,25,5,26,3,19,5,26,3,0,0,31,7,31,22,22,0,31,0,31,8,23,7,23,8,23,8,8,23,8,8,0,31,8,8,0,31,0,23,24,6,4,26,4,25,4,20,16,7,31,11,20,23,6,0,20,22,5,0,20,21,8,11,20,21,9,11,6,11,5,11,8,0,31,0,0,6,0,31,0,8,11,9,1.0
22,9,5,17,17,18,10,12,24,6,17,11,12,11,24,6,19,10,18,12,13,18,19,9,12,18,12,12,13,7,18,10,20,6,13,12,19,7,18,11,20,6,13,11,19,6,4,6,26,8,24,31,21,5,27,7,25,9,22,0,31,0,31,0,9,22,9,0,4,26,9,0,6,24,6,22,30,9,0,31,0,30,0,18,22,3,31,6,25,20,1,0,25,20,0,0,25,20,11,6,25,19,11,6,1,6,0,6,11,0,31,0,0,1,0,31,0,11,6,11,1.0
24,12,3,14,17,16,14,11,26,4,15,15,12,14,26,4,16,13,15,15,12,18,17,13,12,19,12,16,13,5,15,13,17,5,12,15,15,5,15,13,18,4,12,13,16,4,0,0,31,24,31,31,4,0,31,0,31,25,5,0,31,0,31,0,26,6,25,0,0,31,26,0,0,31,0,6,26,2,2,28,2,27,2,26,23,2,31,5,26,28,4,0,26,27,3,0,26,26,3,5,26,26,4,5,4,5,3,5,3,0,31,0,0,4,0,31,0,3,5,4,-1.0
24,10,5,10,26,19,19,3,25,6,10,19,4,11,25,6,20,11,11,20,4,27,20,10,3,27,3,20,4,6,11,10,20,6,4,20,11,6,11,11,20,6,4,11,11,6,14,17,16,19,13,31,11,15,17,18,14,20,12,0,31,0,31,0,19,11,20,0,14,16,19,0,17,13,17,11,30,25,0,31,0,30,0,4,26,3,27,3,26,5,0,2,27,5,0,3,27,5,26,4,27,4,25,4,0,4,0,4,26,2,28,2,3,1,3,28,3,26,3,25,-1.0
22,9,7,12,26,20,15,3,23,8,13,16,4,10,23,8,21,10,14,17,4,27,21,9,3,27,3,17,4,8,14,9,21,8,4,17,14,8,14,10,21,8,4,10,14,8,14,18,16,24,12,31,6,15,17,19,13,25,7,0,31,0,31,0,24,6,25,0,14,16,24,0,18,12,18,6,30,29,0,31,1,30,0,0,31,0,31,0,31,1,1,0,31,1,0,0,31,1,30,0,31,1,30,0,1,0,0,0,30,0,31,0,0,1,0,31,0,30,0,30,-1.0
31,0,0,27,8,30,3,18,31,0,28,4,21,1,31,0,30,0,27,3,20,10,31,1,21,11,21,4,21,0,28,1,30,0,20,3,27,0,27,0,31,0,20,0,28,0,0,0,31,0,31,27,27,0,31,0,31,2,29,0,29,2,29,2,2,29,2,2,0,31,2,2,0,31,0,29,24,14,4,26,5,25,4,7,28,1,29,1,28,12,5,0,29,12,5,1,29,11,19,2,29,11,18,2,5,2,5,2,19,0,30,0,1,6,1,30,1,19,1,18,-1.0
24,6,5,17,16,21,12,13,25,6,17,12,14,8,25,5,22,8,18,13,14,17,23,7,13,17,13,13,14,6,18,7,23,6,14,13,18,6,18,8,23,6,14,8,18,6,3,6,27,7,24,31,23,4,28,7,25,8,24,0,31,0,31,0,7,23,8,0,3,27,7,0,6,24,6,23,30,6,0,31,0,30,0,19,31,0,31,0,31,22,1,0,31,22,0,0,31,22,9,0,31,21,9,0,1,0,0,0,9,0,31,0,0,1,0,31,0,9,0,9,-1.0
26,8,3,17,15,19,12,14,27,4,17,12,15,10,27,3,20,10,18,13,15,16,21,9,14,16,14,13,15,4,18,9,21,4,15,13,18,4,18,10,21,4,15,10,18,4,4,5,26,8,25,25,22,5,27,6,26,9,23,0,28,3,28,3,8,22,9,3,4,26,8,3,5,25,5,22,30,4,0,31,0,30,0,19,31,0,31,0,31,23,1,0,31,23,0,0,31,23,8,0,31,22,8,0,1,0,0,0,8,0,31,0,0,1,0,31,0,8,0,8,1.0
24,9,5,10,25,20,19,2,25,6,10,19,4,10,25,6,21,10,11,20,4,27,21,9,3,27,3,20,4,6,11,9,21,6,4,20,11,6,11,10,21,6,4,10,11,6,16,21,14,29,9,31,1,17,15,22,10,30,2,0,31,0,31,0,29,1,30,0,16,14,29,0,21,9,21,1,27,31,1,29,3,28,2,0,31,0,31,0,31,0,3,0,31,0,2,0,31,0,31,0,31,0,31,0,3,0,2,0,31,0,31,0,0,3,0,31,0,31,0,31,-1.0
31,0,0,31,2,31,0,24,31,0,31,0,27,0,31,0,31,0,31,0,26,4,31,0,27,5,27,0,27,0,31,0,31,0,26,0,31,0,31,0,31,0,26,0,31,0,0,0,31,3,30,30,27,0,31,1,31,4,28,0,31,1,30,0,3,27,4,1,0,31,3,0,0,30,0,27,20,28,7,22,8,22,9,1,29,0,31,0,30,2,8,0,30,2,9,0,30,2,29,1,30,1,28,1,9,1,9,1,29,0,31,0,0,9,0,31,0,29,0,29,-1.0
23,11,6,9,27,16,20,2,24,7,9,20,3,13,24,7,18,13,10,21,3,28,18,12,2,28,2,21,3,7,10,12,18,7,3,21,10,7,10,13,18,7,3,13,10,7,15,19,15,27,11,31,3,16,16,20,12,28,4,0,31,0,31,0,27,3,28,0,15,15,27,0,19,11,19,3,30,31,0,31,1,30,0,0,31,0,31,0,31,0,1,0,31,0,0,0,31,0,31,0,31,0,31,0,1,0,0,0,31,0,31,0,0,1,0,31,0,31,0,31,-1.0
26,11,1,15,16,17,13,12,28,2,16,14,13,13,28,3,18,12,16,14,13,17,18,12,13,18,13,15,14,3,16,12,18,3,13,14,16,3,16,12,19,2,13,12,17,2,0,0,31,30,31,31,0,0,31,0,31,30,0,0,31,0,31,0,31,1,30,0,0,31,31,0,0,31,0,1,26,16,2,28,3,27,3,6,31,0,31,0,31,11,4,0,31,10,3,0,31,10,20,0,31,10,21,0,4,0,3,0,20,0,31,0,0,4,0,31,0,20,0,21,-1.0
26,4,3,24,16,25,5,11,27,4,24,5,13,5,27,3,25,5,25,5,12,18,26,4,12,18,12,6,13,4,25,4,26,4,13,6,25,4,25,5,26,4,13,5,25,4,3,5,27,7,25,23,23,4,28,6,26,8,24,6,24,7,24,7,7,23,8,7,3,27,7,7,5,25,5,23,30,12,0,31,0,30,0,17,29,0,31,1,30,18,1,0,30,18,0,0,30,18,13,1,30,17,13,1,1,1,0,1,13,0,31,0,0,1,0,31,0,13,1,13,1.0
27,2,2,24,9,27,3,16,28,2,26,4,19,3,28,2,27,2,25,5,19,12,27,3,18,12,19,5,19,3,26,3,28,2,19,5,26,3,25,3,28,3,19,3,26,3,2,5,28,7,25,14,23,3,29,6,26,8,24,15,15,16,15,16,7,23,8,16,2,28,7,16,5,25,5,23,30,13,0,31,1,30,0,16,23,2,31,4,26,17,1,0,26,17,0,0,26,17,14,5,26,17,13,5,1,5,0,5,14,0,31,0,0,1,0,31,0,14,5,14,1.0
21,11,6,15,18,16,14,11,23,7,15,14,11,13,23,7,17,13,16,15,12,19,17,12,11,19,11,15,12,8,15,12,18,8,12,15,16,8,16,13,18,7,12,13,16,7,12,14,18,21,16,31,9,13,19,15,17,22,10,0,31,0,31,0,21,9,22,0,12,18,21,0,14,16,14,9,23,11,5,25,7,24,6,18,31,0,31,0,31,19,7,0,31,19,6,0,31,19,12,0,31,19,12,0,7,0,6,0,12,0,31,0,0,7,0,31,0,12,0,12,-1.0
22,12,7,7,30,17,22,0,23,8,7,22,1,13,23,8,18,13,8,23,0,30,18,12,0,31,0,23,1,8,8,12,18,8,0,23,8,8,8,13,18,8,0,13,8,8,20,26,8,30,4,31,0,22,10,27,5,31,1,0,31,0,31,0,30,0,31,0,21,9,30,0,26,4,26,0,30,31,0,31,1,30,0,0,31,0,31,0,31,0,1,0,31,0,0,0,31,0,31,0,31,0,31,0,1,0,0,0,31,0,31,0,0,1,0,31,0,31,0,31,-1.0
24,9,5,15,24,20,12,3,25,6,16,13,5,10,25,6,21,10,17,14,5,26,21,9,4,26,4,14,5,6,17,9,21,6,5,14,17,6,17,10,21,6,5,10,17,6,18,22,12,26,8,31,4,19,13,23,9,27,5,0,31,0,31,0,26,4,27,0,18,12,26,0,22,8,22,4,25,31,1,28,4,27,3,0,31,0,31,0,31,0,4,0,31,0,3,0,31,0,31,0,31,0,31,0,4,0,3,0,31,0,31,0,0,4,0,31,0,31,0,31,-1.0
26,4,3,22,11,25,5,14,27,4,23,6,17,5,27,3,25,5,24,6,16,14,26,4,16,14,16,7,17,4,24,4,26,4,17,7,24,4,24,5,26,4,17,5,24,4,3,5,27,6,25,21,24,4,28,6,26,7,25,6,23,8,23,8,6,24,7,8,3,27,6,8,5,25,5,24,30,8,0,31,0,30,0,17,31,0,31,0,31,20,1,0,31,20,0,0,31,20,11,0,31,19,11,0,1,0,0,0,11,0,31,0,0,1,0,31,0,11,0,11,1.0
26,3,3,20,10,26,5,17,27,3,23,6,19,4,27,3,26,3,22,8,19,12,26,4,17,12,19,8,19,4,23,4,27,3,19,8,23,4,22,4,27,4,19,4,23,4,3,5,27,6,25,31,24,4,28,6,26,7,25,0,31,0,31,0,6,24,7,0,3,27,6,0,5,25,5,24,26,31,2,28,4,27,3,0,31,0,31,0,31,0,4,0,31,0,3,0,31,0,31,0,31,0,31,0,4,0,3,0,31,0,31,0,0,4,0,31,0,31,0,31,1.0
25,6,4,15,17,19,10,10,26,4,17,12,11,9,26,5,22,7,16,13,12,19,21,8,11,19,11,13,12,5,17,8,22,5,12,13,18,5,18,9,22,4,12,9,18,4,2,4,28,7,26,25,23,3,29,5,27,8,24,0,28,3,28,3,7,23,8,3,2,28,7,3,4,26,4,23,30,3,0,31,0,30,0,20,14,13,31,14,16,24,0,0,16,24,0,0,16,24,7,15,16,23,6,15,1,15,0,15,7,0,31,0,0,1,0,31,0,7,14,7,1.0
26,4,3,18,16,23,9,13,27,4,18,10,14,6,27,3,24,6,20,11,14,17,25,4,13,17,13,11,14,4,20,5,25,4,14,11,20,4,20,6,25,4,14,6,20,4,3,5,27,7,25,25,23,4,28,6,26,8,24,0,28,3,28,3,7,23,8,3,3,27,7,3,5,25,5,23,30,7,0,31,0,30,0,18,27,0,31,2,29,21,1,0,29,21,0,0,29,21,10,2,29,20,10,2,1,2,0,2,10,0,31,0,0,1,0,31,0,10,2,10,1.0
24,9,5,15,19,18,14,10,25,5,15,14,10,11,25,5,19,11,16,15,11,20,19,10,10,20,10,15,11,6,15,10,20,6,11,15,16,6,16,11,20,5,11,11,16,5,4,6,26,8,24,29,21,5,27,7,25,9,22,0,30,1,30,1,9,22,9,1,4,26,9,1,6,24,6,22,30,4,0,31,0,30,0,22,17,8,31,10,20,25,0,0,20,24,0,0,20,24,6,11,20,24,6,11,1,11,0,11,6,0,31,0,0,1,0,31,0,6,10,7,1.0
26,5,3,17,15,22,10,12,27,4,18,11,14,7,27,4,24,6,18,12,14,17,24,6,13,17,13,12,14,4,19,6,24,4,14,12,19,4,19,7,24,4,14,7,19,4,3,5,27,6,25,24,24,4,28,6,26,7,25,1,27,4,27,4,6,24,7,4,3,27,6,4,5,25,5,24,30,9,0,31,0,30,0,16,27,0,31,2,29,19,1,0,29,19,0,0,29,19,12,2,29,18,12,2,1,2,0,2,12,0,31,0,0,1,0,31,0,12,2,12,1.0
24,6,3,20,13,21,9,16,26,4,20,9,16,8,26,4,22,8,21,10,17,14,22,7,16,14,16,10,17,5,20,7,23,5,17,10,21,5,21,8,23,4,17,8,21,4,1,3,29,4,27,31,25,2,30,4,28,5,26,0,31,0,31,0,5,26,5,0,1,29,5,0,3,27,3,26,30,4,0,31,0,30,0,24,31,0,31,0,31,26,1,0,31,25,0,0,31,25,5,0,31,25,6,0,1,0,0,0,5,0,31,0,0,1,0,31,0,5,0,6,1.0
20,10,7,18,17,19,11,12,22,8,18,11,12,11,22,9,20,11,19,12,13,18,19,10,12,18,12,12,13,9,18,10,20,9,13,12,19,9,19,11,20,8,13,11,19,8,3,5,27,9,25,31,20,4,28,6,26,10,21,0,31,0,31,0,10,21,10,0,3,27,10,0,5,25,5,21,30,2,0,31,0,30,0,26,18,11,31,12,19,28,1,0,19,27,0,0,19,27,3,12,19,27,4,12,1,12,0,12,3,0,31,0,0,1,0,31,0,3,12,4,1.0
26,3,3,19,12,24,8,17,27,3,21,9,18,5,27,3,25,4,20,10,18,13,25,5,17,13,18,10,18,4,21,5,26,3,18,10,21,4,20,5,26,4,18,5,21,4,4,6,26,9,24,29,21,5,27,7,25,10,22,0,30,1,30,1,9,21,10,1,4,26,9,1,6,24,6,21,30,15,0,31,1,30,0,14,31,0,31,0,31,15,1,0,31,15,0,0,31,15,16,0,31,15,16,0,1,0,0,0,16,0,31,0,0,1,0,31,0,16,0,16,1.0
21,12,6,16,15,17,13,14,23,8,16,13,15,13,23,8,18,13,17,14,15,16,18,12,14,16,14,14,15,8,17,12,18,8,15,14,17,8,17,13,18,8,15,13,17,8,5,8,25,18,22,31,8,6,26,9,23,21,11,0,31,0,31,0,20,10,21,0,5,25,20,0,8,22,8,10,30,14,0,31,0,30,0,15,31,0,31,0,31,16,1,0,31,16,0,0,31,16,15,0,31,15,15,0,1,0,0,0,15,0,31,0,0,1,0,31,0,15,0,15,-1.0
22,9,5,19,15,20,10,14,24,7,19,10,15,10,24,6,20,10,20,11,15,16,21,9,14,16,14,11,15,7,20,9,21,7,15,11,20,7,20,10,21,7,15,10,20,7,3,4,27,6,26,31,24,4,28,5,27,7,25,0,31,0,31,0,6,24,7,0,3,27,6,0,4,26,4,24,30,6,0,31,1,30,0,21,31,0,31,0,31,23,1,0,31,23,0,0,31,23,8,0,31,23,8,0,1,0,0,0,8,0,31,0,0,1,0,31,0,8,0,8,1.0
26,6,3,15,20,23,14,9,27,4,15,14,10,7,27,4,24,7,16,15,10,21,24,6,9,21,9,15,10,4,16,6,24,4,10,15,16,4,16,7,24,4,10,7,16,4,8,11,22,17,19,31,9,9,23,12,20,20,12,0,31,0,31,0,19,11,20,0,8,22,19,0,11,19,11,11,20,25,8,22,10,21,9,2,31,0,31,0,31,4,10,0,31,4,9,0,31,4,27,0,31,4,27,0,10,0,9,0,27,0,31,0,0,10,0,31,0,27,0,27,1.0
26,5,3,18,13,24,9,14,27,4,19,10,16,6,27,4,25,5,19,10,15,15,25,5,15,15,15,11,16,4,20,5,25,4,15,11,20,4,20,5,25,4,16,6,20,4,3,6,27,7,24,22,23,4,28,7,25,8,24,5,24,7,24,7,7,23,8,7,3,27,7,7,6,24,6,23,30,9,0,31,0,30,0,18,31,0,31,0,31,20,1,0,31,20,0,0,31,20,11,0,31,19,11,0,1,0,0,0,11,0,31,0,0,1,0,31,0,11,0,11,1.0
26,5,3,17,16,22,10,13,27,4,17,11,14,7,27,4,24,6,18,12,14,17,24,5,13,17,13,12,14,4,19,6,24,4,14,12,19,4,19,7,24,4,14,7,19,4,4,6,26,8,24,26,22,5,27,7,25,9,23,1,28,3,28,3,8,22,9,3,4,26,8,3,6,24,6,22,30,8,0,31,0,30,0,17,21,8,31,9,22,20,1,0,22,20,0,0,22,20,11,9,22,19,11,9,1,9,0,9,11,0,31,0,0,1,0,31,0,11,9,11,1.0
22,11,5,17,18,18,12,11,24,7,17,12,12,12,24,7,19,12,18,13,12,19,19,11,11,19,11,13,12,7,18,11,19,7,12,13,18,7,18,12,19,7,12,12,18,7,5,7,25,8,23,31,22,6,26,8,24,9,23,0,31,0,31,0,8,22,9,0,5,25,8,0,7,23,7,22,30,5,0,31,0,30,0,22,27,0,31,2,29,24,1,0,29,24,0,0,29,24,7,2,29,23,7,2,1,2,0,2,7,0,31,0,0,1,0,31,0,7,2,7,1.0
25,7,4,15,18,22,12,11,26,5,16,13,12,8,26,5,23,8,17,14,12,19,23,7,11,19,11,14,12,5,17,7,23,5,12,14,17,5,17,8,23,5,12,8,17,5,8,11,22,13,19,31,17,9,23,12,20,14,18,0,31,0,31,0,13,17,14,0,8,22,13,0,11,19,11,17,30,31,0,31,1,30,0,0,31,0,31,0,31,0,1,0,31,0,0,0,31,0,31,0,31,0,31,0,1,0,0,0,31,0,31,0,0,1,0,31,0,31,0,31,-1.0
31,0,0,24,8,29,4,18,31,0,26,5,21,1,31,0,30,1,25,5,20,10,30,1,20,11,21,6,21,0,26,1,30,0,20,5,25,0,25,1,30,0,20,1,26,0,0,0,31,2,31,31,22,0,31,0,31,6,26,0,31,0,31,0,5,25,6,0,0,31,5,0,0,31,0,25,24,31,4,26,6,25,5,0,31,0,31,0,31,0,6,0,31,0,5,0,31,0,31,0,31,0,31,0,6,0,5,0,31,0,31,0,0,6,0,31,0,31,0,31,1.0
26,3,3,17,16,22,10,11,27,3,19,10,13,6,27,3,24,6,19,11,12,18,24,6,11,18,13,12,13,4,19,6,25,4,13,12,19,4,19,6,25,4,13,6,19,4,4,5,26,8,25,25,22,5,27,6,26,9,23,4,26,5,26,5,8,22,9,5,4,26,8,5,5,25,5,22,30,9,0,31,0,30,0,16,31,0,31,0,31,19,1,0,31,19,0,0,31,19,12,0,31,18,12,0,1,0,0,0,12,0,31,0,0,1,0,31,0,12,0,12,1.0
21,10,8,8,30,19,19,0,22,9,9,20,1,11,22,9,20,11,10,21,0,30,20,10,0,31,0,21,1,9,10,10,20,9,0,21,10,9,10,11,20,9,0,11,10,9,18,24,11,31,6,31,0,19,12,25,7,31,0,0,31,0,31,0,31,0,31,0,19,12,31,0,24,6,24,0,30,28,0,31,1,30,0,0,31,0,31,0,31,2,1,0,31,1,0,0,31,1,29,0,31,2,30,0,1,0,0,0,29,0,31,0,0,1,0,31,0,29,0,30,-1.0
26,6,3,20,16,23,7,13,27,4,21,8,14,7,27,4,24,7,22,9,14,17,24,6,13,17,13,9,14,4,22,6,24,4,14,9,22,4,22,7,24,4,14,7,22,4,7,8,23,12,22,31,18,8,24,9,23,13,19,0,31,0,31,0,12,18,13,0,7,23,12,0,8,22,8,18,27,25,1,29,3,28,2,2,31,0,31,0,31,4,3,0,31,4,2,0,31,4,27,0,31,4,27,0,3,0,2,0,27,0,31,0,0,3,0,31,0,27,0,27,-1.0
23,7,6,20,14,22,9,15,24,6,20,9,15,8,24,7,23,8,21,10,16,15,22,7,15,15,15,10,16,7,20,7,23,7,16,10,21,7,21,8,23,6,16,8,21,6,4,7,26,9,23,31,21,5,27,8,24,10,22,0,31,0,31,0,9,21,10,0,4,26,9,0,7,23,7,21,30,12,0,31,0,30,0,17,31,0,31,0,31,18,1,0,31,18,0,0,31,18,13,0,31,17,13,0,1,0,0,0,13,0,31,0,0,1,0,31,0,13,0,13,-1.0
24,9,5,16,23,20,13,6,25,6,16,13,7,10,25,6,21,10,17,14,7,24,21,9,6,24,6,14,7,6,17,9,21,6,7,14,17,6,17,10,21,6,7,10,17,6,14,18,16,23,12,31,7,15,17,19,13,24,8,0,31,0,31,0,23,7,24,0,14,16,23,0,18,12,18,7,18,29,6,22,9,21,9,0,31,0,31,0,31,1,10,0,31,1,9,0,31,1,30,0,31,0,30,0,10,0,9,0,30,0,31,0,0,10,0,31,0,30,0,30,-1.0
26,9,3,16,16,18,13,11,27,4,16,13,13,11,27,4,20,11,17,14,13,18,20,10,12,18,12,14,13,4,17,10,20,4,13,14,17,4,17,11,20,4,13,11,17,4,6,8,24,10,22,31,20,7,25,9,23,11,21,0,31,0,31,0,10,20,11,0,6,24,10,0,8,22,8,20,30,19,0,31,1,30,0,4,31,0,31,0,31,8,1,0,31,8,0,0,31,8,23,0,31,8,23,0,1,0,0,0,23,0,31,0,0,1,0,31,0,23,0,23,1.0
26,3,3,18,11,24,9,16,27,3,20,9,18,5,27,3,25,5,20,10,17,13,25,5,16,13,18,11,18,4,20,5,26,4,18,11,20,4,20,5,26,4,18,5,20,4,4,5,26,7,25,28,23,5,27,6,26,8,24,1,29,2,29,2,7,23,8,2,4,26,7,2,5,25,5,23,28,14,0,30,1,29,1,15,31,0,31,0,31,16,2,0,31,16,1,0,31,16,15,0,31,15,15,0,2,0,1,0,15,0,31,0,0,2,0,31,0,15,0,15,1.0
22,9,3,19,15,20,10,14,25,5,19,10,14,10,25,6,21,10,20,11,15,16,20,9,14,16,14,11,15,6,19,9,21,6,15,11,20,6,20,10,21,5,15,10,20,5,0,2,30,4,28,31,26,1,31,3,29,5,27,0,31,0,31,0,4,26,5,0,0,30,4,0,2,28,2,26,30,11,0,31,0,30,0,16,31,0,31,0,31,18,1,0,31,18,0,0,31,18,13,0,31,17,13,0,1,0,0,0,13,0,31,0,0,1,0,31,0,13,0,13,1.0
26,13,1,15,16,15,13,12,28,2,15,14,13,15,28,3,16,13,15,14,13,17,16,13,13,18,13,15,14,3,16,14,16,3,13,14,16,3,16,14,17,2,13,14,17,2,0,0,31,29,31,31,1,0,31,0,31,29,1,0,31,0,31,0,30,2,29,0,0,31,30,0,0,31,0,2,25,8,3,27,4,26,3,16,31,0,31,0,31,20,5,0,31,19,4,0,31,18,11,0,31,19,12,0,5,0,4,0,11,0,31,0,0,5,0,31,0,11,0,12,-1.0
21,9,8,12,27,20,17,2,22,8,12,17,2,10,22,9,21,10,13,18,3,28,20,9,2,28,2,18,3,9,12,9,21,9,3,18,13,9,13,10,21,8,3,10,13,8,17,21,13,26,9,31,2,18,14,22,10,28,4,0,31,0,31,0,27,3,28,0,17,13,27,0,21,9,21,3,30,31,0,31,1,30,0,0,31,0,31,0,31,0,1,0,31,0,0,0,31,0,31,0,31,0,31,0,1,0,0,0,31,0,31,0,0,1,0,31,0,31,0,31,1.0
