@relation 'Sax dominant'

@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atLee numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o2atMaa numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atLee numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o3atLee numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute destClass {2.0,3.0,7.0,6.0,4.0,5.0,1.0}

@data
31,3,27,16,13,27,3,14,17,14,17,31,0,31,0,31,0,28,4,31,0,0,31,0,7,12,22,20,17,21,10,9,8,23,13,18,21,11,22,10,21,10,8,23,21,9,13,11,13,18,8,18,20,10,8,22,14,15,31,0,31,0,0,31,0,31,23,9,16,15,0,31,0,31,16,15,16,8,22,8,0,15,6.0
31,12,17,31,0,18,13,0,31,0,31,31,0,31,0,31,0,18,13,31,0,0,31,0,5,27,24,31,2,31,0,0,6,25,28,3,31,0,31,0,31,0,6,25,31,0,28,0,28,3,6,3,31,0,15,14,21,8,31,0,31,0,0,31,0,31,15,16,9,22,0,31,0,31,9,22,9,16,15,16,0,22,4.0
25,20,7,31,0,9,22,0,31,0,31,31,4,26,5,26,5,9,22,31,0,0,31,0,17,23,12,24,7,26,6,4,18,13,24,8,25,7,27,5,25,5,18,13,26,4,24,7,23,7,18,8,24,6,17,13,20,10,22,8,25,4,5,26,8,22,14,18,11,21,9,23,5,26,10,20,10,17,13,17,8,20,3.0
24,21,9,31,0,10,22,0,31,0,31,31,6,24,6,25,7,9,21,31,0,0,31,0,7,31,23,31,0,31,0,0,7,23,31,0,31,0,31,0,31,0,8,24,31,0,31,0,31,0,7,0,31,0,17,12,24,6,24,6,25,5,6,26,6,25,13,18,6,24,6,24,5,25,7,24,7,18,13,18,7,25,5.0
28,5,25,31,0,26,6,0,31,0,31,31,2,28,2,29,3,25,5,31,0,0,31,0,9,25,20,26,5,26,4,4,10,21,26,6,26,5,27,4,27,5,10,21,26,4,26,5,25,5,10,6,26,4,9,21,16,13,31,0,31,0,0,31,0,31,22,10,14,17,0,31,0,31,14,17,14,9,21,9,0,17,5.0
31,9,20,25,4,21,10,5,26,5,26,31,0,31,0,31,0,21,10,31,0,0,31,0,6,21,23,30,7,30,0,0,7,24,23,9,30,1,31,0,31,1,7,24,30,0,23,1,22,8,7,9,30,0,15,15,19,11,25,4,31,0,0,31,5,26,16,16,12,20,5,26,0,31,11,19,11,15,15,15,5,19,4.0
19,25,5,31,0,6,26,0,31,0,31,31,10,20,11,20,11,5,25,31,0,0,31,0,17,19,12,20,11,21,10,9,18,13,20,12,21,11,22,10,21,10,18,13,21,9,20,11,19,11,18,12,20,10,12,18,15,15,18,11,31,0,0,31,12,19,19,13,16,16,12,19,0,31,15,15,15,12,18,12,12,15,4.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,2,25,28,31,4,31,0,0,2,28,26,5,31,0,31,0,31,0,3,29,31,0,26,0,26,5,2,5,31,0,20,10,22,8,24,6,26,4,5,27,7,25,10,20,8,22,6,24,4,26,9,23,9,21,11,21,7,23,3.0
22,12,18,26,3,19,13,4,27,4,27,31,7,23,8,23,8,18,12,31,0,0,31,0,12,16,18,31,13,31,0,0,12,18,17,14,31,0,31,0,31,0,13,19,31,0,17,0,17,14,12,14,31,0,21,8,26,2,30,0,31,0,0,31,1,31,9,22,3,27,0,30,0,31,4,28,4,22,9,22,1,28,2.0
31,10,20,21,8,20,10,9,22,9,22,31,0,31,0,31,0,21,11,31,0,0,31,0,5,14,24,23,15,24,7,6,6,25,15,16,24,8,25,7,24,7,6,25,24,6,15,8,15,16,6,16,23,7,12,18,15,15,18,12,31,0,0,31,12,18,19,13,16,16,13,19,0,31,15,15,15,12,18,12,12,15,3.0
31,0,31,18,11,31,0,12,19,12,19,31,0,31,0,31,0,31,0,31,0,0,31,0,0,27,31,31,2,31,0,0,0,31,28,3,31,0,31,0,31,0,0,31,31,0,28,0,28,3,0,3,31,0,22,8,24,6,26,4,31,0,0,31,5,27,8,22,6,24,4,26,0,31,7,25,7,23,9,23,5,25,3.0
31,0,31,23,6,31,0,7,24,7,24,31,0,31,0,31,0,31,0,31,0,0,31,0,4,14,25,20,14,22,10,8,5,26,16,16,21,11,23,9,21,9,5,26,22,8,16,11,15,15,5,16,20,10,8,22,11,19,21,8,31,0,0,31,9,22,23,9,20,12,9,22,0,31,19,11,19,8,22,8,9,11,3.0
31,18,11,25,5,12,19,6,26,5,25,31,0,31,0,31,0,12,19,31,0,0,31,0,11,13,19,14,17,15,16,15,12,20,14,18,15,17,16,16,15,16,11,19,15,15,14,17,13,17,12,18,14,16,8,22,11,19,21,8,31,0,0,31,9,22,23,9,20,12,9,22,0,31,19,11,19,8,22,8,9,11,3.0
31,2,28,19,10,29,3,11,20,11,20,31,0,31,0,31,0,28,2,31,0,0,31,0,9,17,20,18,13,18,12,12,10,21,18,14,18,13,19,12,19,13,10,21,18,12,18,13,17,13,10,14,18,12,1,29,18,9,31,0,31,0,0,31,0,31,30,2,11,20,0,31,0,31,11,20,11,1,29,1,0,20,4.0
25,10,20,31,0,21,11,0,31,0,31,31,5,25,5,26,6,20,10,31,0,0,31,0,0,5,31,31,25,31,0,0,0,31,6,26,31,0,31,0,31,0,0,31,31,0,6,0,5,25,0,26,31,0,10,20,11,19,12,17,19,10,11,20,18,13,20,10,19,11,18,13,11,20,20,12,20,11,21,11,18,12,3.0
31,4,25,31,0,26,5,0,31,0,31,31,0,31,0,31,0,26,5,31,0,0,31,0,10,26,19,26,4,27,4,3,11,20,26,5,27,4,28,4,27,4,11,20,27,3,27,5,26,4,11,5,26,4,17,13,21,9,25,4,31,0,0,31,5,26,14,18,10,22,5,26,0,31,9,21,9,17,13,17,5,21,7.0
30,5,25,18,12,25,5,12,18,13,19,31,0,31,1,30,0,26,6,31,0,0,31,0,0,3,30,7,27,31,23,0,0,30,3,27,7,23,31,0,7,0,1,31,31,0,3,23,4,28,0,27,8,24,10,19,14,15,18,11,22,7,8,23,11,19,20,11,16,15,12,19,8,23,16,14,16,11,20,11,12,15,1.0
31,0,31,24,5,31,0,6,25,6,25,31,0,31,0,31,0,31,0,31,0,0,31,0,3,10,26,18,18,19,12,11,4,27,12,20,19,13,20,12,19,12,4,27,19,11,12,13,11,19,4,20,18,12,4,26,10,20,16,14,31,0,0,31,14,16,27,5,21,11,15,17,0,31,20,10,20,4,26,4,14,10,4.0
20,21,9,31,0,10,22,0,31,0,31,31,9,21,10,21,10,9,21,31,0,0,31,0,13,19,16,20,11,22,10,8,14,17,20,12,21,11,23,9,21,9,14,17,22,8,20,11,19,11,14,12,20,10,12,18,16,13,21,8,27,2,3,28,9,22,19,13,14,17,9,22,3,28,14,17,14,12,18,12,9,17,4.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,7,19,22,19,11,20,11,10,8,23,19,12,20,11,21,11,20,11,8,23,20,10,20,12,19,11,8,12,19,11,6,24,12,18,18,11,31,0,0,31,12,19,25,7,19,13,12,19,0,31,18,12,18,6,24,6,12,12,6.0
31,4,26,22,7,27,5,8,23,8,23,31,0,31,0,31,0,26,4,31,0,0,31,0,8,15,21,22,13,23,8,7,9,22,17,15,23,9,24,8,23,8,9,22,23,7,17,9,16,14,9,15,22,8,10,20,16,13,31,0,31,0,0,31,0,31,21,11,14,17,0,31,0,31,14,17,14,10,20,10,0,17,6.0
31,6,23,31,0,24,7,0,31,0,31,31,0,31,0,31,0,24,7,31,0,0,31,0,9,16,20,21,13,22,9,8,10,21,16,14,22,9,23,9,22,9,10,21,22,8,17,10,17,14,10,14,21,9,7,23,13,16,31,0,31,0,0,31,0,31,24,8,17,14,0,31,0,31,17,14,17,7,23,7,0,14,5.0
31,16,13,31,0,14,17,0,31,0,31,31,0,31,0,31,0,14,17,31,0,0,31,0,16,18,13,20,12,21,10,9,17,14,19,13,21,11,22,10,21,10,17,14,21,9,19,11,18,12,17,13,20,10,12,18,15,15,17,12,31,0,0,31,13,18,19,13,16,16,13,18,0,31,15,15,15,12,18,12,13,15,4.0
31,3,27,31,0,28,4,0,31,0,31,31,0,31,0,31,0,27,3,31,0,0,31,0,12,23,17,23,7,24,7,6,13,18,23,8,24,7,25,7,24,7,13,18,24,6,24,8,23,7,13,8,23,7,14,16,19,10,31,0,31,0,0,31,0,31,17,15,11,20,0,31,0,31,11,20,11,14,16,14,0,20,4.0
25,19,11,26,4,12,20,5,27,4,26,31,4,26,5,26,5,11,19,31,0,0,31,0,18,20,12,21,10,23,9,7,19,13,21,11,22,10,24,8,22,8,18,12,23,7,21,10,20,10,19,11,21,9,16,14,19,11,22,7,28,1,2,29,8,23,15,17,12,20,8,23,2,29,11,19,11,16,14,16,8,19,2.0
31,6,23,23,6,24,7,7,24,7,24,31,0,31,0,31,0,24,7,31,0,0,31,0,10,15,19,23,14,24,7,6,11,20,16,15,24,8,25,7,24,7,11,20,24,6,16,8,16,15,11,15,23,7,10,20,15,15,31,0,31,0,0,31,0,31,21,11,16,16,0,31,0,31,15,15,15,10,20,10,0,15,5.0
31,1,29,31,0,30,2,0,31,0,31,31,0,31,0,31,0,29,1,31,0,0,31,0,12,21,17,22,9,23,8,7,13,18,22,10,23,9,24,8,23,8,13,18,23,7,22,9,21,9,13,10,22,8,4,26,22,7,31,0,31,0,0,31,0,31,27,5,8,23,0,31,0,31,8,23,8,4,26,4,0,23,2.0
31,6,24,17,12,24,6,13,18,13,18,31,0,31,0,31,0,25,7,31,0,0,31,0,6,12,23,19,17,20,11,10,7,24,12,18,20,11,21,11,20,11,7,24,20,10,13,12,13,18,7,18,19,11,7,23,10,20,25,4,31,0,0,31,5,26,24,8,21,11,5,26,0,31,20,10,20,7,23,7,5,10,2.0
31,2,28,31,0,29,3,0,31,0,31,31,0,31,0,31,0,28,2,31,0,0,31,0,9,20,20,21,10,21,9,9,10,21,21,11,21,10,22,9,22,10,10,21,21,9,21,10,20,10,10,11,21,9,8,22,11,18,31,0,31,0,0,31,0,31,23,9,19,12,0,31,0,31,19,12,19,8,22,8,0,12,4.0
31,4,26,31,0,27,5,0,31,0,31,31,0,31,0,31,0,26,4,31,0,0,31,0,11,20,18,21,10,22,9,8,12,19,21,11,22,10,23,9,22,9,12,19,22,8,21,10,20,10,12,11,21,9,3,27,19,10,31,0,31,0,0,31,0,31,28,4,11,20,0,31,0,31,11,20,11,3,27,3,0,20,2.0
31,7,22,31,0,23,8,0,31,0,31,31,0,31,0,31,0,23,8,31,0,0,31,0,11,18,18,24,11,25,6,5,12,19,19,12,25,7,26,6,25,6,12,19,25,5,19,7,19,12,12,12,24,6,8,22,14,15,31,0,31,0,0,31,0,31,23,9,16,15,0,31,0,31,16,15,16,8,22,8,0,15,5.0
31,2,28,31,0,29,3,0,31,0,31,31,0,31,0,31,0,28,2,31,0,0,31,0,2,17,27,18,13,19,12,11,3,28,18,14,19,13,20,12,19,12,3,28,19,11,18,13,17,13,3,14,18,12,2,28,8,22,19,10,31,0,0,31,11,20,29,3,23,9,11,20,0,31,22,8,22,2,28,2,11,8,3.0
31,6,24,31,0,25,7,0,31,0,31,31,0,31,0,31,0,24,6,31,0,0,31,0,11,15,18,16,15,18,14,12,12,19,16,16,17,15,19,13,17,13,12,19,18,12,16,15,15,15,12,16,16,14,8,22,15,14,20,9,31,0,0,31,10,21,23,9,15,16,10,21,0,31,15,16,15,8,22,8,10,16,2.0
24,20,9,24,6,10,21,7,25,6,24,31,5,25,6,25,6,10,21,31,0,0,31,0,15,18,15,19,12,21,11,9,16,16,19,13,20,12,22,10,20,10,15,15,21,9,19,12,18,12,16,13,19,11,12,18,15,15,21,8,31,0,0,31,9,22,19,13,16,16,9,22,0,31,15,15,15,12,18,12,9,15,4.0
31,0,31,23,6,31,0,7,24,7,24,31,0,31,0,31,0,31,0,31,0,0,31,0,0,4,31,18,24,20,12,10,0,31,6,26,19,13,21,11,19,11,0,31,20,10,6,13,5,25,0,26,18,12,2,28,6,24,11,18,31,0,0,31,19,12,29,3,25,7,19,12,0,31,24,6,24,2,28,2,19,6,2.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,10,13,19,14,17,18,15,11,11,20,14,18,15,16,19,12,15,12,11,20,19,12,14,16,13,17,11,18,15,16,0,31,15,14,31,0,31,0,0,31,0,31,31,0,15,16,0,31,0,31,15,16,15,0,31,0,0,16,3.0
29,19,11,31,0,12,20,0,31,0,31,31,0,30,1,30,1,11,19,31,0,0,31,0,14,23,15,24,7,25,6,5,15,16,24,8,25,7,26,6,25,6,15,16,25,5,24,7,23,7,15,8,24,6,17,13,20,9,31,0,31,0,0,31,0,31,14,18,10,21,0,31,0,31,10,21,10,17,13,17,0,21,1.0
14,26,4,31,0,5,27,0,31,0,31,31,15,15,16,15,16,4,26,31,0,0,31,0,16,17,14,18,13,20,12,10,17,15,18,14,19,13,21,11,19,11,16,14,20,10,18,13,17,13,17,14,18,12,9,21,14,16,18,11,26,3,4,27,12,19,22,10,17,15,12,19,4,27,16,14,16,9,21,9,12,14,3.0
24,13,17,21,9,18,14,10,22,9,21,31,5,25,6,25,6,17,13,31,0,0,31,0,11,21,17,31,8,31,0,0,13,19,22,9,31,0,31,0,31,0,12,18,31,0,22,0,22,9,13,9,31,0,22,7,29,1,30,0,31,0,0,31,1,31,8,23,1,29,0,30,0,31,2,30,2,23,8,23,1,30,2.0
31,14,15,31,0,16,15,0,31,0,31,31,0,31,0,31,0,16,15,31,0,0,31,0,15,21,14,22,9,24,8,6,16,15,22,10,23,9,25,7,23,7,16,15,24,6,22,9,21,9,16,10,22,8,15,15,17,13,19,10,31,0,0,31,11,20,16,16,14,18,11,20,0,31,13,17,13,15,15,15,11,17,7.0
31,2,27,16,13,28,3,14,17,14,17,31,0,31,0,31,0,28,3,31,0,0,31,0,5,19,24,19,11,20,11,10,6,25,19,12,20,11,21,11,20,11,6,25,20,10,20,12,19,11,6,12,19,11,10,20,15,15,28,1,31,0,0,31,2,29,21,11,16,16,2,29,0,31,15,15,15,10,20,10,2,15,7.0
1,31,0,31,0,0,31,0,31,0,31,23,29,1,29,2,30,0,31,24,7,6,24,7,2,9,28,16,19,21,13,8,2,28,10,20,17,14,22,9,17,9,3,29,22,9,10,14,11,21,2,20,17,14,0,30,2,28,4,26,9,21,22,10,27,5,30,0,28,2,26,4,21,9,29,3,29,1,31,1,27,3,1.0
31,7,22,22,7,23,8,8,23,8,23,31,0,31,0,31,0,23,8,31,0,0,31,0,4,11,25,20,18,21,10,9,5,26,12,19,21,11,22,10,21,10,5,26,21,9,12,11,12,19,5,19,20,10,6,24,9,21,12,15,31,0,0,31,17,14,25,7,22,10,17,14,0,31,21,9,21,6,24,6,17,9,3.0
25,25,1,31,0,3,27,0,31,0,31,31,4,26,5,26,5,4,28,31,0,0,31,0,14,20,15,21,10,22,9,8,15,16,21,11,22,10,23,9,22,9,15,16,22,8,21,10,20,10,15,11,21,9,12,18,15,15,17,12,24,5,6,25,13,18,19,13,16,16,13,18,6,25,15,15,15,12,18,12,13,15,4.0
29,5,25,31,0,26,6,0,31,0,31,31,1,29,1,30,2,25,5,31,0,0,31,0,10,21,19,22,9,22,8,8,11,20,22,10,22,9,23,8,23,9,11,20,22,8,22,9,21,9,11,10,22,8,5,25,15,14,31,0,31,0,0,31,0,31,26,6,15,16,0,31,0,31,15,16,15,5,25,5,0,16,4.0
31,1,29,21,8,29,1,9,22,9,22,31,0,31,0,31,0,30,2,31,0,0,31,0,5,11,24,21,18,22,9,8,6,25,11,19,22,9,23,9,22,9,6,25,22,8,12,10,12,19,6,19,21,9,8,22,15,15,19,10,31,0,0,31,11,20,23,9,16,16,11,20,0,31,15,15,15,8,22,8,11,15,7.0
31,22,8,31,0,9,23,0,31,0,31,31,0,31,0,31,0,8,22,31,0,0,31,0,16,19,13,20,11,20,10,10,17,14,20,12,20,11,21,10,21,11,17,14,20,10,20,11,19,11,17,12,20,10,11,19,13,17,20,9,31,0,0,31,10,21,20,12,18,14,10,21,0,31,17,13,17,11,19,11,10,13,6.0
13,24,6,29,1,6,24,1,29,2,30,31,16,14,17,14,17,7,25,31,0,0,31,0,2,7,27,19,22,20,11,10,3,28,7,23,20,11,21,11,20,11,3,28,20,10,8,12,8,23,3,23,19,11,3,27,6,24,8,22,13,16,17,14,22,8,28,4,25,7,23,9,17,14,24,6,24,3,27,3,22,6,1.0
17,24,6,31,0,6,24,0,31,0,31,31,12,18,13,18,13,7,25,31,0,0,31,0,13,18,16,21,11,22,9,8,14,17,18,12,22,9,23,9,22,9,14,17,22,8,19,10,19,12,14,12,21,9,12,18,15,15,18,11,31,0,0,31,12,19,19,13,16,16,12,19,0,31,15,15,15,12,18,12,12,15,7.0
28,20,10,31,0,11,21,0,31,0,31,31,2,28,2,29,3,10,20,31,0,0,31,0,9,16,21,31,13,31,0,0,9,21,17,14,31,0,31,0,31,0,10,22,31,0,17,0,17,14,9,14,31,0,20,8,24,6,24,6,25,5,6,26,6,25,9,21,6,24,6,24,5,25,7,24,7,22,10,22,7,25,3.0
31,3,27,13,16,27,3,17,14,17,14,31,0,31,0,31,0,28,4,31,0,0,31,0,2,8,27,18,21,18,12,12,3,28,9,22,18,13,19,12,19,13,3,28,18,12,9,13,9,22,3,22,18,12,2,28,7,23,22,7,31,0,0,31,8,23,29,3,24,8,8,23,0,31,23,7,23,2,28,2,8,7,2.0
31,12,18,21,9,19,13,10,22,9,21,31,0,31,0,31,0,18,12,31,0,0,31,0,7,19,22,20,11,21,10,9,8,23,20,12,21,11,22,10,21,10,8,23,21,9,20,11,19,11,8,12,20,10,5,25,12,17,31,0,31,0,0,31,0,31,26,6,18,13,0,31,0,31,18,13,18,5,25,5,0,13,6.0
31,2,28,17,12,29,3,13,18,13,18,31,0,31,0,31,0,28,2,31,0,0,31,0,3,11,26,22,17,23,8,7,4,27,13,19,23,9,24,8,23,8,4,27,23,7,13,9,12,18,4,19,22,8,7,23,12,17,24,5,31,0,0,31,6,25,24,8,18,13,6,25,0,31,18,13,18,7,23,7,6,13,3.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,5,17,24,18,13,19,12,11,6,25,18,14,19,13,20,12,19,12,6,25,19,11,18,13,17,13,6,14,18,12,2,28,6,24,31,0,31,0,0,31,0,31,29,3,25,7,0,31,0,31,24,6,24,2,28,2,0,6,5.0
31,8,21,31,0,22,9,0,31,0,31,31,0,31,0,31,0,22,9,31,0,0,31,0,10,15,19,19,14,20,11,10,11,20,15,15,20,11,21,11,20,11,11,20,20,10,16,12,16,15,11,15,19,11,5,25,11,18,25,4,31,0,0,31,5,26,26,6,19,12,5,26,0,31,19,12,19,5,25,5,5,12,5.0
31,4,25,19,10,26,5,11,20,11,20,31,0,31,0,31,0,26,5,31,0,0,31,0,8,15,21,20,14,21,10,9,9,22,16,15,21,11,22,10,21,10,9,22,21,9,16,11,16,15,9,15,20,10,8,22,13,17,31,0,31,0,0,31,0,31,23,9,18,14,0,31,0,31,17,13,17,8,22,8,0,13,6.0
31,5,24,20,9,25,6,10,21,10,21,31,0,31,0,31,0,25,6,31,0,0,31,0,8,15,21,21,14,22,9,8,9,22,15,15,22,9,23,9,22,9,9,22,22,8,16,10,16,15,9,15,21,9,9,21,12,17,26,3,31,0,0,31,4,27,22,10,18,13,4,27,0,31,18,13,18,9,21,9,4,13,4.0
23,14,16,31,0,17,15,0,31,0,31,31,7,23,7,24,8,16,14,31,0,0,31,0,0,10,31,31,19,31,0,0,0,31,11,20,31,0,31,0,31,0,0,31,31,0,11,0,11,20,0,20,31,0,10,20,11,19,12,18,17,12,13,18,19,13,20,10,19,11,18,12,13,18,20,12,20,11,21,11,19,12,1.0
22,11,19,18,11,20,12,12,19,12,19,31,8,22,8,23,9,19,11,31,0,0,31,0,7,27,22,28,3,29,2,1,8,23,28,4,29,3,30,2,29,2,8,23,29,1,28,3,27,3,8,4,28,2,10,20,19,10,31,0,31,0,0,31,0,31,21,11,11,20,0,31,0,31,11,20,11,10,20,10,0,20,5.0
31,1,29,31,0,30,2,0,31,0,31,31,0,31,0,31,0,29,1,31,0,0,31,0,9,18,20,19,12,20,11,10,10,21,19,13,20,12,21,11,20,11,10,21,20,10,19,12,18,12,10,13,19,11,1,29,14,15,31,0,31,0,0,31,0,31,30,2,16,15,0,31,0,31,16,15,16,1,29,1,0,15,3.0
31,5,24,25,4,25,6,5,26,5,26,31,0,31,0,31,0,25,6,31,0,0,31,0,9,15,20,22,14,23,8,7,10,21,16,15,23,9,24,8,23,8,10,21,23,7,16,9,16,15,10,15,22,8,12,18,16,13,31,0,31,0,0,31,0,31,19,13,14,17,0,31,0,31,14,17,14,12,18,12,0,17,6.0
31,2,28,13,15,28,2,16,14,17,15,31,0,31,0,31,0,29,3,31,0,0,31,0,6,14,23,31,15,31,0,0,7,24,15,16,31,0,31,0,31,0,7,24,31,0,15,0,15,16,7,16,31,0,22,7,27,3,29,1,31,0,0,31,1,29,8,23,4,28,2,30,0,31,3,27,3,23,8,23,1,27,1.0
26,26,4,31,0,5,27,0,31,0,31,31,3,27,4,27,4,4,26,31,0,0,31,0,17,19,13,20,11,22,10,8,18,14,20,12,21,11,23,9,21,9,17,13,22,8,20,11,19,11,18,12,20,10,12,18,15,15,20,9,27,2,3,28,10,21,19,13,16,16,10,21,3,28,15,15,15,12,18,12,10,15,2.0
31,3,27,25,4,28,4,5,26,5,26,31,0,31,0,31,0,27,3,31,0,0,31,0,5,20,24,21,10,22,9,8,6,25,21,11,22,10,23,9,22,9,6,25,22,8,21,10,20,10,6,11,21,9,7,23,14,16,29,0,31,0,0,31,1,30,24,8,17,15,1,30,0,31,16,14,16,7,23,7,1,14,5.0
31,10,20,19,10,21,11,11,20,11,20,31,0,31,0,31,0,20,10,31,0,0,31,0,10,17,19,28,11,29,2,1,11,20,19,13,29,3,30,2,29,2,11,20,29,1,19,3,18,12,11,13,28,2,15,15,20,9,31,0,31,0,0,31,0,31,16,16,10,21,0,31,0,31,10,21,10,15,15,15,0,21,6.0
31,2,27,31,0,28,3,0,31,0,31,31,0,31,0,31,0,28,3,31,0,0,31,0,4,28,25,28,2,29,2,1,5,26,28,3,29,2,30,2,29,2,5,26,29,1,29,3,28,2,5,3,28,2,12,18,17,13,31,0,31,0,0,31,0,31,19,13,14,18,0,31,0,31,13,17,13,12,18,12,0,17,4.0
31,6,24,26,3,24,6,4,27,4,27,31,0,31,0,31,0,25,7,31,0,0,31,0,8,14,21,21,15,22,9,8,9,22,15,16,22,10,23,9,22,9,9,22,22,8,15,10,15,16,9,16,21,9,7,23,10,19,20,9,31,0,0,31,10,21,24,8,20,11,10,21,0,31,20,11,20,7,23,7,10,11,3.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,6,17,23,18,13,19,12,11,7,24,18,14,19,13,20,12,19,12,7,24,19,11,18,13,17,13,7,14,18,12,3,27,8,22,14,16,31,0,0,31,16,14,28,4,23,9,17,15,0,31,22,8,22,3,27,3,16,8,5.0
31,0,31,4,26,31,0,26,4,27,5,31,0,31,0,31,0,31,0,31,0,0,31,0,0,11,31,29,17,30,1,0,0,31,13,19,30,2,31,1,30,1,0,31,30,0,13,2,12,18,0,19,29,1,23,7,25,5,27,3,29,0,1,30,3,27,8,24,6,26,4,28,1,30,5,25,5,23,7,23,3,25,2.0
23,18,11,31,0,12,19,0,31,0,31,31,7,23,7,24,8,12,19,31,0,0,31,0,0,4,31,31,26,31,0,0,0,31,4,26,31,0,31,0,31,0,0,31,31,0,4,0,5,27,0,26,31,0,9,21,11,19,12,18,16,13,14,17,19,13,21,9,19,11,18,12,14,17,20,12,20,10,22,10,19,12,1.0
31,2,27,31,0,28,3,0,31,0,31,31,0,31,0,31,0,28,3,31,0,0,31,0,15,20,14,21,10,22,9,8,16,15,21,11,22,10,23,9,22,9,16,15,22,8,21,10,20,10,16,11,21,9,14,16,17,12,21,8,29,0,1,30,9,22,17,15,13,18,9,22,1,30,13,18,13,14,16,14,9,18,2.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,7,20,22,21,10,22,9,8,8,23,21,11,22,10,23,9,22,9,8,23,22,8,21,10,20,10,8,11,21,9,11,19,14,16,19,10,31,0,0,31,11,20,20,12,17,15,11,20,0,31,16,14,16,11,19,11,11,14,7.0
31,2,28,31,0,29,3,0,31,0,31,31,0,31,0,31,0,28,2,31,0,0,31,0,5,17,24,18,13,18,12,12,6,25,18,14,18,13,19,12,19,13,6,25,18,12,18,13,17,13,6,14,18,12,4,26,12,18,17,12,31,0,0,31,13,18,27,5,19,13,13,18,0,31,18,12,18,4,26,4,13,12,6.0
29,8,22,31,0,23,9,0,31,0,31,31,0,30,1,30,1,22,8,31,0,0,31,0,12,17,17,18,13,20,12,10,13,18,18,14,19,13,21,11,19,11,13,18,20,10,18,13,17,13,13,14,18,12,12,18,15,15,18,11,27,2,3,28,12,19,19,13,16,16,12,19,3,28,15,15,15,12,18,12,12,15,2.0
31,4,25,23,6,26,5,7,24,7,24,31,0,31,0,31,0,26,5,31,0,0,31,0,9,15,20,21,14,22,9,8,10,21,16,15,22,10,23,9,22,9,10,21,22,8,16,10,16,15,10,15,21,9,7,23,15,14,31,0,31,0,0,31,0,31,24,8,15,16,0,31,0,31,15,16,15,7,23,7,0,16,6.0
31,3,27,27,2,27,3,3,28,3,28,31,0,31,0,31,0,28,4,31,0,0,31,0,0,9,29,14,20,15,16,15,1,30,10,21,15,17,16,16,15,16,1,30,15,15,10,17,10,21,1,21,14,16,0,31,2,28,14,14,31,0,0,31,15,15,31,0,29,3,16,16,0,31,28,2,28,0,31,0,15,2,2.0
