@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atLee numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute destClass {1,2}

@data
24,31,68,53,61,79,39,13,26,70,32,63,54,40,81,14,55,14,25,69,80,14,54,40,32,62,32,41,33,15,26,15,26,63,26,41,32,40,25,62,54,14,2.0
20,32,72,55,62,78,35,14,22,74,33,63,57,38,80,15,58,16,21,73,79,15,57,37,32,62,33,38,33,16,22,16,22,63,22,38,32,37,21,62,57,15,2.0
24,36,68,48,54,76,42,16,26,70,37,57,50,43,78,17,51,17,25,69,77,17,50,44,38,56,38,45,39,18,26,18,26,57,26,45,38,44,25,56,50,17,2.0
6,42,86,68,46,80,22,14,7,88,45,49,71,24,81,15,71,15,7,87,80,14,70,24,45,49,46,24,46,15,8,15,7,50,8,25,45,24,7,49,70,14,2.0
20,27,72,59,63,71,31,19,21,74,30,65,61,34,74,21,62,22,21,73,73,21,61,33,29,65,30,34,30,22,22,22,22,66,22,34,29,33,21,65,61,21,2.0
24,31,68,48,61,79,42,13,26,70,32,63,50,44,81,14,51,14,25,69,80,14,50,44,32,62,32,45,33,15,26,15,26,63,26,45,32,44,25,62,50,14,2.0
24,28,68,64,64,76,26,16,24,70,30,64,66,29,78,17,67,18,25,69,77,17,66,28,29,65,30,29,30,18,26,18,26,66,26,29,29,28,25,65,66,17,2.0
25,34,67,48,58,76,42,16,27,69,35,60,49,44,78,16,51,17,26,68,77,17,50,44,35,59,35,45,36,18,27,18,27,60,27,45,35,44,26,59,50,17,2.0
20,31,72,58,61,68,32,22,22,74,32,63,60,34,71,24,61,24,21,73,70,24,60,34,32,62,32,35,33,25,22,25,22,63,22,35,32,34,21,62,60,24,1.0
21,32,71,45,62,79,45,13,23,73,32,63,47,47,81,14,48,15,22,72,80,14,47,47,32,62,33,48,33,15,23,15,23,63,23,48,32,47,22,62,47,14,2.0
25,32,67,49,62,79,43,13,27,69,32,63,50,44,81,14,51,15,26,68,80,14,50,44,32,62,33,45,33,15,27,15,27,63,27,45,32,44,26,62,50,14,2.0
24,35,68,50,55,75,42,15,26,70,37,58,51,43,78,17,52,17,25,69,77,17,51,43,37,57,37,44,38,18,26,18,26,58,26,44,37,43,25,57,51,17,2.0
24,37,68,55,53,75,37,17,26,70,39,56,56,38,77,18,57,18,25,69,76,18,56,38,39,55,39,39,40,19,26,19,26,56,26,39,39,38,25,55,56,18,2.0
24,31,68,41,61,83,51,9,26,70,32,63,42,52,85,10,43,10,25,69,84,10,42,52,32,62,32,53,33,11,26,11,26,63,26,53,32,52,25,62,42,10,1.0
10,38,82,62,52,84,28,10,11,84,40,54,65,30,85,11,65,11,11,83,84,10,64,30,40,54,41,30,41,11,12,11,11,55,12,31,40,30,11,54,64,10,2.0
25,32,69,39,60,83,53,9,26,70,33,62,40,54,85,10,41,10,25,69,84,10,40,54,33,61,33,55,34,11,26,11,26,62,26,55,33,54,25,61,40,10,1.0
25,32,67,50,62,79,42,13,27,69,33,63,51,44,81,14,52,15,26,68,80,14,51,43,32,62,33,44,33,15,27,15,27,63,27,44,32,43,26,62,51,14,2.0
23,31,69,55,61,71,35,19,25,71,32,63,57,37,74,21,58,21,24,70,73,21,57,37,32,62,32,38,33,22,25,22,25,63,25,38,32,37,24,62,57,21,1.0
28,31,66,41,61,85,49,7,29,67,32,63,43,51,87,8,44,8,28,66,86,8,43,51,32,62,32,52,33,9,29,9,29,63,29,52,32,51,28,62,43,8,2.0
23,32,69,56,62,79,34,13,25,71,33,63,58,37,81,14,59,15,24,70,80,14,58,36,32,62,33,37,33,15,25,15,25,63,25,37,32,36,24,62,58,14,1.0
17,42,75,60,48,75,30,17,18,77,45,50,62,33,77,18,63,19,18,76,76,18,62,32,44,50,45,33,45,19,19,19,19,51,19,33,44,32,18,50,62,18,1.0
24,31,68,45,61,79,45,11,26,70,32,63,47,47,82,13,48,13,25,69,81,13,47,47,32,62,32,48,33,14,26,14,26,63,26,48,32,47,25,62,47,13,2.0
25,34,67,50,58,82,42,10,27,69,35,60,51,43,84,11,52,11,26,68,83,11,51,43,35,59,35,44,36,12,27,12,27,60,27,44,35,43,26,59,51,11,2.0
28,32,66,42,60,87,50,5,29,67,33,62,43,51,89,6,44,6,28,66,88,6,43,51,33,61,33,52,34,7,29,7,29,62,29,52,33,51,28,61,43,6,1.0
24,32,66,44,62,91,46,3,26,69,33,62,46,49,92,3,47,4,26,68,91,3,46,48,32,62,33,49,33,4,27,4,27,63,27,49,32,48,26,62,46,3,2.0
24,34,68,51,58,79,39,13,26,70,34,60,53,40,81,14,54,14,25,69,80,14,53,41,35,59,35,42,36,15,26,15,26,60,26,42,35,41,25,59,53,14,2.0
28,32,66,41,60,75,49,15,29,67,33,62,43,51,78,17,44,17,28,66,77,17,43,51,33,61,33,52,34,18,29,18,29,62,29,52,33,51,28,61,43,17,1.0
25,34,67,50,58,78,42,12,27,69,35,60,51,43,81,14,52,14,26,68,80,14,51,43,35,59,35,44,36,15,27,15,27,60,27,44,35,43,26,59,51,14,2.0
25,32,69,45,60,78,45,12,26,70,33,62,47,47,81,14,48,14,25,69,80,14,47,47,33,61,33,48,34,15,26,15,26,62,26,48,33,47,25,61,47,14,1.0
10,41,82,63,49,77,27,17,11,84,43,51,66,29,78,18,66,18,11,83,77,17,65,29,43,51,44,29,44,18,12,18,11,52,12,30,43,29,11,51,65,17,2.0
25,31,69,47,61,83,43,9,26,70,32,63,49,45,85,10,50,10,25,69,84,10,49,45,32,62,32,46,33,11,26,11,26,63,26,46,32,45,25,62,49,10,1.0
23,31,69,51,61,78,39,12,25,71,32,63,53,41,81,14,54,14,24,70,80,14,53,41,32,62,32,42,33,15,25,15,25,63,25,42,32,41,24,62,53,14,1.0
28,32,66,41,60,87,51,5,29,67,33,62,42,52,89,6,43,6,28,66,88,6,42,52,33,61,33,53,34,7,29,7,29,62,29,53,33,52,28,61,42,6,1.0
21,31,71,48,61,79,42,13,23,73,32,63,50,44,81,14,51,14,22,72,80,14,50,44,32,62,32,45,33,15,23,15,23,63,23,45,32,44,22,62,50,14,2.0
27,32,65,52,62,79,40,13,28,67,33,62,53,42,81,14,54,15,28,66,80,14,53,41,32,62,33,42,33,15,29,15,29,63,29,42,32,41,28,62,53,14,2.0
15,48,75,64,42,75,28,17,17,78,51,44,65,30,77,18,66,19,17,77,76,18,65,29,50,44,51,30,51,19,18,19,18,45,18,30,50,29,17,44,65,18,1.0
7,46,85,68,44,79,22,13,8,87,48,46,70,24,81,14,71,14,8,86,80,14,70,24,48,46,48,24,49,14,9,15,8,47,8,25,48,24,8,46,70,14,2.0
21,32,69,54,60,75,38,17,23,72,34,61,55,40,77,18,56,19,23,71,76,18,55,39,33,61,34,40,34,19,24,19,24,62,24,40,33,39,23,61,55,18,1.0
9,44,83,60,46,80,30,12,10,85,46,48,62,32,82,13,63,13,10,84,81,13,62,32,46,48,46,32,47,13,11,14,10,49,10,33,46,32,10,48,62,13,2.0
28,34,66,39,58,86,53,6,29,67,35,60,40,54,88,7,41,7,28,66,87,7,40,54,35,59,35,55,36,8,29,8,29,60,29,55,35,54,28,59,40,7,1.0
28,35,66,45,57,91,47,3,29,67,35,59,46,47,92,3,47,3,28,66,91,3,46,48,36,58,36,49,37,4,29,4,29,59,29,49,36,48,28,58,46,3,1.0
24,31,68,40,61,86,50,6,26,70,32,63,42,52,88,7,43,7,25,69,87,7,42,52,32,62,32,53,33,8,26,8,26,63,26,53,32,52,25,62,42,7,1.0
28,31,66,38,61,83,52,9,29,67,32,63,40,54,85,10,41,10,28,66,84,10,40,54,32,62,32,55,33,11,29,11,29,63,29,55,32,54,28,62,40,10,1.0
24,32,68,45,62,79,45,13,26,70,32,63,47,47,81,14,48,15,25,69,80,14,47,47,32,62,33,48,33,15,26,15,26,63,26,48,32,47,25,62,47,14,2.0
17,38,75,57,54,75,35,17,19,77,40,56,57,37,77,17,59,19,18,76,76,18,58,36,39,55,40,37,40,19,19,19,19,56,19,37,39,36,18,55,58,18,2.0
24,32,68,43,60,83,49,9,26,70,33,62,44,50,85,10,45,10,25,69,84,10,44,50,33,61,33,51,34,11,26,11,26,62,26,51,33,50,25,61,44,10,1.0
28,32,66,40,60,79,50,11,29,67,33,62,42,52,82,13,43,13,28,66,81,13,42,52,33,61,33,53,34,14,29,14,29,62,29,53,33,52,28,61,42,13,1.0
25,35,69,42,57,91,50,3,26,70,35,59,43,50,92,3,44,3,25,69,91,3,43,51,36,58,36,52,37,4,26,4,26,59,26,52,36,51,25,58,43,3,1.0
24,32,68,43,60,84,49,8,26,70,33,62,44,50,86,9,45,9,25,69,85,9,44,50,33,61,33,51,34,10,26,10,26,62,26,51,33,50,25,61,44,9,1.0
25,32,67,47,62,82,45,10,27,69,33,63,48,47,84,11,49,12,26,68,83,11,48,46,32,62,33,47,33,12,27,12,27,63,27,47,32,46,26,62,48,11,2.0
21,31,71,43,61,74,47,16,23,73,32,63,45,49,77,18,46,18,22,72,76,18,45,49,32,62,32,50,33,19,23,19,23,63,23,50,32,49,22,62,45,18,1.0
24,32,68,43,60,83,49,9,26,70,33,62,44,50,85,10,45,10,25,69,84,10,44,50,33,61,33,51,34,11,26,11,26,62,26,51,33,50,25,61,44,10,1.0
24,34,68,45,58,79,45,13,26,70,34,60,47,46,81,14,48,14,25,69,80,14,47,47,35,59,35,48,36,15,26,15,26,60,26,48,35,47,25,59,47,14,2.0
20,34,72,48,58,75,42,15,22,74,35,60,50,44,78,17,51,18,21,73,77,17,50,44,35,59,36,45,36,18,22,18,22,60,22,45,35,44,21,59,50,17,2.0
16,42,74,63,48,80,29,14,18,77,45,50,65,31,81,15,65,15,18,76,80,14,64,30,44,50,45,31,45,15,19,15,19,51,19,31,44,30,18,50,64,14,2.0
20,32,72,56,62,75,34,17,22,74,33,63,58,37,77,18,59,19,21,73,76,18,58,36,32,62,33,37,33,19,22,19,22,63,22,37,32,36,21,62,58,18,1.0
21,32,71,40,60,76,50,14,23,73,33,62,42,52,79,16,43,16,22,72,78,16,42,52,33,61,33,53,34,17,23,17,23,62,23,53,33,52,22,61,42,16,1.0
24,32,68,49,62,82,41,10,26,70,33,63,51,44,84,11,52,12,25,69,83,11,51,43,32,62,33,44,33,12,26,12,26,63,26,44,32,43,25,62,51,11,2.0
20,33,72,59,57,75,31,15,22,74,35,60,61,33,78,17,62,17,21,73,77,17,61,33,35,59,35,34,36,18,22,18,22,60,22,34,35,33,21,59,61,17,1.0
24,32,68,41,60,80,51,10,26,70,33,62,42,52,83,12,43,12,25,69,82,12,42,52,33,61,33,53,34,13,26,13,26,62,26,53,33,52,25,61,42,12,1.0
25,31,69,43,61,78,47,12,26,70,32,63,45,49,81,14,46,14,25,69,80,14,45,49,32,62,32,50,33,15,26,15,26,63,26,50,32,49,25,62,45,14,1.0
24,32,68,48,62,82,42,10,26,70,33,63,50,45,84,11,51,12,25,69,83,11,50,44,32,62,33,45,33,12,26,12,26,63,26,45,32,44,25,62,50,11,2.0
25,31,69,47,61,75,43,15,26,70,32,63,49,45,78,17,50,17,25,69,77,17,49,45,32,62,32,46,33,18,26,18,26,63,26,46,32,45,25,62,49,17,1.0
24,31,68,48,61,82,42,10,26,70,32,63,50,44,84,11,51,11,25,69,83,11,50,44,32,62,32,45,33,12,26,12,26,63,26,45,32,44,25,62,50,11,2.0
21,32,71,48,62,79,42,13,23,73,32,63,50,44,81,14,51,15,22,72,80,14,50,44,32,62,33,45,33,15,23,15,23,63,23,45,32,44,22,62,50,14,2.0
24,32,68,48,62,79,42,13,26,70,32,63,50,44,81,14,51,15,25,69,80,14,50,44,32,62,33,45,33,15,26,15,26,63,26,45,32,44,25,62,50,14,2.0
12,41,80,60,49,84,30,10,13,82,43,51,63,32,85,11,63,11,13,81,84,10,62,32,43,51,44,32,44,11,14,11,13,52,14,33,43,32,13,51,62,10,2.0
25,32,67,52,62,78,40,14,27,69,33,63,53,42,80,15,54,16,26,68,79,15,53,41,32,62,33,42,33,16,27,16,27,63,27,42,32,41,26,62,53,15,2.0
24,32,68,43,60,81,47,9,26,70,33,62,45,49,84,11,46,11,25,69,83,11,45,49,33,61,33,50,34,12,26,12,26,62,26,50,33,49,25,61,45,11,1.0
28,35,66,43,57,76,49,14,29,67,36,59,44,50,79,16,45,16,28,66,78,16,44,50,36,58,36,51,37,17,29,17,29,59,29,51,36,50,28,58,44,16,1.0
20,46,72,61,44,75,31,17,21,74,49,46,62,33,77,18,63,19,21,73,76,18,62,32,48,46,49,33,49,19,22,19,22,47,22,33,48,32,21,46,62,18,1.0
28,31,66,40,61,79,50,11,29,67,32,63,42,52,82,13,43,13,28,66,81,13,42,52,32,62,32,53,33,14,29,14,29,63,29,53,32,52,28,62,42,13,1.0
17,39,75,59,53,71,31,19,19,77,41,55,60,34,74,20,62,22,18,76,73,21,61,33,40,54,41,34,41,22,19,22,19,55,19,34,40,33,18,54,61,21,1.0
24,32,68,48,62,83,42,9,26,70,33,63,50,45,85,10,51,11,25,69,84,10,50,44,32,62,33,45,33,11,26,11,26,63,26,45,32,44,25,62,50,10,2.0
23,37,69,55,53,71,35,19,25,71,39,56,56,37,74,20,58,21,24,70,73,21,57,37,39,55,39,38,40,22,25,22,25,56,25,38,39,37,24,55,57,21,1.0
28,31,66,38,61,79,54,11,29,67,32,63,39,55,82,13,40,13,28,66,81,13,39,55,32,62,32,56,33,14,29,14,29,63,29,56,32,55,28,62,39,13,1.0
25,32,67,47,62,83,45,9,27,69,33,63,48,47,85,10,49,11,26,68,84,10,48,46,32,62,33,47,33,11,27,11,27,63,27,47,32,46,26,62,48,10,2.0
8,46,82,57,44,75,33,15,10,85,47,46,60,34,78,18,60,18,10,84,77,17,59,35,48,46,49,35,49,18,11,18,10,47,11,36,48,35,10,46,59,17,2.0
20,36,72,53,58,75,37,17,22,74,37,59,55,40,77,18,56,19,21,73,76,18,55,39,36,58,37,40,37,19,22,19,22,59,22,40,36,39,21,58,55,18,1.0
25,32,69,44,60,78,46,12,26,70,33,62,46,48,81,14,47,14,25,69,80,14,46,48,33,61,33,49,34,15,26,15,26,62,26,49,33,48,25,61,46,14,1.0
25,31,69,38,61,87,54,5,26,70,32,63,39,55,89,6,40,6,25,69,88,6,39,55,32,62,32,56,33,7,26,7,26,63,26,56,32,55,25,62,39,6,1.0
17,43,75,56,49,75,34,15,19,77,44,51,58,36,78,17,59,18,18,76,77,17,58,36,44,50,45,37,45,18,19,18,19,51,19,37,44,36,18,50,58,17,2.0
25,32,67,43,62,82,47,10,27,69,33,63,45,50,84,11,46,12,26,68,83,11,45,49,32,62,33,50,33,12,27,12,27,63,27,50,32,49,26,62,45,11,2.0
24,32,68,42,60,83,50,9,26,70,33,62,43,51,85,10,44,10,25,69,84,10,43,51,33,61,33,52,34,11,26,11,26,62,26,52,33,51,25,61,43,10,1.0
20,37,72,54,53,75,38,17,22,74,39,56,55,39,77,18,56,18,21,73,76,18,55,39,39,55,39,40,40,19,22,19,22,56,22,40,39,39,21,55,55,18,2.0
28,34,66,40,58,77,50,13,29,67,34,60,42,51,80,15,43,15,28,66,79,15,42,52,35,59,35,53,36,16,29,16,29,60,29,53,35,52,28,59,42,15,1.0
20,37,72,59,53,74,31,16,21,74,39,55,61,33,77,18,62,19,21,73,76,18,61,33,39,55,40,34,40,19,22,19,22,56,22,34,39,33,21,55,61,18,2.0
17,30,75,60,60,74,30,16,18,77,32,62,62,32,77,18,63,18,18,76,76,18,62,32,32,62,32,33,33,19,19,19,19,63,19,33,32,32,18,62,62,18,2.0
24,31,68,40,61,80,50,10,26,70,32,63,42,52,83,12,43,12,25,69,82,12,42,52,32,62,32,53,33,13,26,13,26,63,26,53,32,52,25,62,42,12,1.0
28,32,66,44,60,80,46,12,29,67,33,62,46,48,82,13,47,13,28,66,81,13,46,48,33,61,33,49,34,14,29,14,29,62,29,49,33,48,28,61,46,13,1.0
20,32,72,55,60,74,35,16,22,74,33,62,57,37,77,18,58,18,21,73,76,18,57,37,33,61,33,38,34,19,22,19,22,62,22,38,33,37,21,61,57,18,1.0
24,32,68,50,62,73,42,17,26,70,33,63,51,44,76,19,52,20,25,69,75,19,51,43,32,62,33,44,33,20,26,20,26,63,26,44,32,43,25,62,51,19,2.0
28,32,66,42,60,78,50,12,29,67,33,62,43,51,81,14,44,14,28,66,80,14,43,51,33,61,33,52,34,15,29,15,29,62,29,52,33,51,28,61,43,14,1.0
25,31,69,42,61,86,50,6,26,70,32,63,43,51,88,7,44,7,25,69,87,7,43,51,32,62,32,52,33,8,26,8,26,63,26,52,32,51,25,62,43,7,1.0
9,45,83,60,43,77,30,17,10,85,46,46,63,30,78,18,63,18,10,84,77,17,62,32,48,46,49,32,49,18,11,18,10,47,11,33,48,32,10,46,62,17,1.0
24,31,68,47,61,79,43,13,26,70,32,63,49,45,81,14,50,14,25,69,80,14,49,45,32,62,32,46,33,15,26,15,26,63,26,46,32,45,25,62,49,14,2.0
28,31,66,38,61,87,54,5,29,67,32,63,39,55,89,6,40,6,28,66,88,6,39,55,32,62,32,56,33,7,29,7,29,63,29,56,32,55,28,62,39,6,1.0
24,31,68,39,61,79,53,11,26,70,32,63,40,54,82,13,41,13,25,69,81,13,40,54,32,62,32,55,33,14,26,14,26,63,26,55,32,54,25,62,40,13,1.0
28,31,66,42,61,91,50,3,29,67,32,63,43,51,92,3,44,3,28,66,91,3,43,51,32,62,32,52,33,4,29,4,29,63,29,52,32,51,28,62,43,3,1.0
20,36,72,55,58,75,35,17,22,74,37,59,57,38,77,18,58,19,21,73,76,18,57,37,36,58,37,38,37,19,22,19,22,59,22,38,36,37,21,58,57,18,1.0
24,31,68,45,61,79,45,13,26,70,32,63,47,47,81,14,48,14,25,69,80,14,47,47,32,62,32,48,33,15,26,15,26,63,26,48,32,47,25,62,47,14,2.0
21,31,71,38,61,83,54,9,23,73,32,63,39,55,85,10,40,10,22,72,84,10,39,55,32,62,32,56,33,11,23,11,23,63,23,56,32,55,22,62,39,10,1.0
20,35,72,61,55,76,31,16,21,74,38,57,62,33,78,17,63,18,21,73,77,17,62,32,37,57,38,33,38,18,22,18,22,58,22,33,37,32,21,57,62,17,1.0
25,32,67,50,62,75,42,15,27,69,33,63,51,44,78,17,52,18,26,68,77,17,51,43,32,62,33,44,33,18,27,18,27,63,27,44,32,43,26,62,51,17,2.0
24,35,68,42,57,79,50,13,26,70,36,59,43,51,81,14,44,14,25,69,80,14,43,51,36,58,36,52,37,15,26,15,26,59,26,52,36,51,25,58,43,14,1.0
28,32,66,47,60,83,43,9,29,67,33,62,49,45,85,10,50,10,28,66,84,10,49,45,33,61,33,46,34,11,29,11,29,62,29,46,33,45,28,61,49,10,1.0
20,41,72,50,49,75,42,17,22,74,43,52,51,43,77,18,52,18,21,73,76,18,51,43,43,51,43,44,44,19,22,19,22,52,22,44,43,43,21,51,51,18,2.0
16,41,74,60,47,80,30,14,18,77,44,50,63,32,81,15,63,15,18,76,80,14,62,32,44,50,45,32,45,15,19,15,18,51,19,33,44,32,18,50,62,14,2.0
18,37,74,60,53,80,30,14,19,76,39,55,63,32,81,15,63,15,19,75,80,14,62,32,39,55,40,32,40,15,20,15,19,56,20,33,39,32,19,55,62,14,2.0
24,32,68,43,60,91,49,3,26,70,33,62,44,50,92,3,45,3,25,69,91,3,44,50,33,61,33,51,34,4,26,4,26,62,26,51,33,50,25,61,44,3,1.0
24,34,68,49,58,76,41,16,26,70,35,60,51,43,78,17,52,17,25,69,77,17,51,43,35,59,35,44,36,18,26,18,26,60,26,44,35,43,25,59,51,17,2.0
24,35,68,42,57,79,50,13,26,70,35,59,43,50,81,14,44,14,25,69,80,14,43,51,36,58,36,52,37,15,26,15,26,59,26,52,36,51,25,58,43,14,1.0
24,32,68,42,60,83,50,9,26,70,33,62,43,51,85,10,44,10,25,69,84,10,43,51,33,61,33,52,34,11,26,11,26,62,26,52,33,51,25,61,43,10,1.0
28,31,66,42,61,87,50,5,29,67,32,63,43,51,89,6,44,6,28,66,88,6,43,51,32,62,32,52,33,7,29,7,29,63,29,52,32,51,28,62,43,6,1.0
20,32,72,52,62,79,40,13,22,74,33,63,53,42,81,14,54,15,21,73,80,14,53,41,32,62,33,42,33,15,22,15,22,63,22,42,32,41,21,62,53,14,2.0
20,31,72,55,61,71,35,19,22,74,32,63,57,37,74,21,58,21,21,73,73,21,57,37,32,62,32,38,33,22,22,22,22,63,22,38,32,37,21,62,57,21,1.0
24,32,68,53,62,72,39,18,26,70,33,63,53,41,75,19,55,21,25,69,74,20,54,40,32,62,33,41,33,21,26,21,26,63,26,41,32,40,25,62,54,20,2.0
24,31,68,38,61,80,54,10,26,70,32,63,39,55,83,12,40,12,25,69,82,12,39,55,32,62,32,56,33,13,26,13,26,63,26,56,32,55,25,62,39,12,1.0
24,31,68,45,61,79,45,13,26,70,32,63,47,47,81,14,48,14,25,69,80,14,47,47,32,62,32,48,33,15,26,15,26,63,26,48,32,47,25,62,47,14,1.0
24,32,68,49,62,79,41,13,26,70,32,63,51,43,81,14,52,15,25,69,80,14,51,43,32,62,33,44,33,15,26,15,26,63,26,44,32,43,25,62,51,14,2.0
20,41,72,58,49,75,32,17,21,74,44,51,59,35,77,17,61,19,21,73,76,18,60,34,43,51,44,35,44,19,22,19,22,52,22,35,43,34,21,51,60,18,1.0
20,37,72,60,53,75,32,17,21,74,40,55,61,34,77,18,62,19,21,73,76,18,61,33,39,55,40,34,40,19,22,19,22,56,22,34,39,33,21,55,61,18,1.0
9,45,81,68,41,76,22,16,11,84,48,45,69,23,78,16,71,16,10,83,77,17,70,24,49,44,48,24,50,17,12,18,11,46,11,25,49,24,11,45,70,17,2.0
23,31,69,52,61,74,38,16,25,71,32,63,54,40,77,18,55,18,24,70,76,18,54,40,32,62,32,41,33,19,25,19,25,63,25,41,32,40,24,62,54,18,1.0
24,32,68,42,62,79,48,13,26,70,33,63,44,51,81,14,45,15,25,69,80,14,44,50,32,62,33,51,33,15,26,15,26,63,26,51,32,50,25,62,44,14,2.0
21,32,71,48,60,80,42,12,23,73,33,62,50,44,82,13,51,13,22,72,81,13,50,44,33,61,33,45,34,14,23,14,23,62,23,45,33,44,22,61,50,13,1.0
20,32,72,54,60,75,38,17,21,74,34,61,55,40,77,18,56,19,21,73,76,18,55,39,33,61,34,40,34,19,22,19,22,62,22,40,33,39,21,61,55,18,1.0
28,34,66,42,58,91,50,3,29,67,34,60,43,50,92,3,44,3,28,66,91,3,43,51,35,59,35,52,36,4,29,4,29,60,29,52,35,51,28,59,43,3,1.0
20,30,72,60,60,71,30,19,21,74,33,62,61,33,74,20,63,22,21,73,73,21,62,32,32,62,33,33,33,22,22,22,22,63,22,33,32,32,21,62,62,21,1.0
28,31,66,42,61,83,50,9,29,67,32,63,43,51,85,10,44,10,28,66,84,10,43,51,32,62,32,52,33,11,29,11,29,63,29,52,32,51,28,62,43,10,1.0
20,38,72,58,54,75,32,17,22,74,40,56,59,35,77,17,61,19,21,73,76,18,60,34,39,55,40,35,40,19,22,19,22,56,22,35,39,34,21,55,60,18,1.0
21,31,71,45,61,79,45,13,23,73,32,63,47,47,81,14,48,14,22,72,80,14,47,47,32,62,32,48,33,15,23,15,23,63,23,48,32,47,22,62,47,14,2.0
21,35,71,54,57,75,36,15,23,73,35,59,56,37,78,17,57,17,22,72,77,17,56,38,36,58,36,39,37,18,23,18,23,59,23,39,36,38,22,58,56,17,1.0
20,34,72,56,58,71,34,19,22,74,35,60,58,36,74,21,59,21,21,73,73,21,58,36,35,59,35,37,36,22,22,22,22,60,22,37,35,36,21,59,58,21,1.0
24,32,68,50,62,76,42,16,26,70,33,63,51,44,78,17,52,18,25,69,77,17,51,43,32,62,33,44,33,18,26,18,26,63,26,44,32,43,25,62,51,17,2.0
23,34,69,52,58,76,38,16,25,71,35,60,54,40,78,17,55,17,24,70,77,17,54,40,35,59,35,41,36,18,25,18,25,60,25,41,35,40,24,59,54,17,2.0
25,32,67,49,62,76,41,16,27,69,33,63,51,44,78,17,52,18,26,68,77,17,51,43,32,62,33,44,33,18,27,18,27,63,27,44,32,43,26,62,51,17,2.0
28,32,66,42,60,83,50,9,29,67,33,62,43,51,85,10,44,10,28,66,84,10,43,51,33,61,33,52,34,11,29,11,29,62,29,52,33,51,28,61,43,10,1.0
28,31,66,41,61,87,51,5,29,67,32,63,42,52,89,6,43,6,28,66,88,6,42,52,32,62,32,53,33,7,29,7,29,63,29,53,32,52,28,62,42,6,1.0
10,41,78,59,49,80,31,14,13,82,43,51,62,33,81,15,62,15,13,81,80,14,61,33,43,51,44,33,44,15,14,15,13,52,14,34,43,33,13,51,61,14,2.0
24,31,68,39,61,75,53,15,26,70,32,63,40,54,78,17,41,17,25,69,77,17,40,54,32,62,32,55,33,18,26,18,26,63,26,55,32,54,25,62,40,17,1.0
20,29,72,56,59,71,34,19,21,74,32,62,58,36,74,21,59,21,21,73,73,21,58,36,32,62,32,37,33,22,22,22,22,63,22,37,32,36,21,62,58,21,1.0
24,34,68,45,58,83,45,9,26,70,35,60,47,47,85,10,48,10,25,69,84,10,47,47,35,59,35,48,36,11,26,11,26,60,26,48,35,47,25,59,47,10,1.0
21,32,71,62,62,74,28,16,23,73,33,63,64,31,77,18,65,19,22,72,76,18,64,30,32,62,33,31,33,19,23,19,23,63,23,31,32,30,22,62,64,18,2.0
24,31,68,41,61,82,49,8,26,70,32,63,43,51,85,10,44,10,25,69,84,10,43,51,32,62,32,52,33,11,26,11,26,63,26,52,32,51,25,62,43,10,1.0
17,48,75,53,44,75,37,17,19,77,50,46,55,40,77,18,56,19,18,76,76,18,55,39,49,45,50,40,50,19,19,19,19,46,19,40,49,39,18,45,55,18,1.0
20,39,72,59,55,72,31,20,22,74,40,56,61,34,74,21,62,22,21,73,73,21,61,33,39,55,40,34,40,22,22,22,22,56,22,34,39,33,21,55,61,21,1.0
24,31,68,47,61,74,41,16,26,70,32,63,50,44,77,18,51,18,25,69,76,18,50,44,32,62,32,45,33,19,26,19,26,63,26,45,32,44,25,62,50,18,1.0
24,28,68,48,64,78,40,14,25,70,30,65,51,44,80,15,52,16,24,69,79,15,51,43,29,64,30,44,30,16,26,16,26,66,26,44,29,43,25,65,51,15,2.0
10,35,82,64,53,80,26,14,10,84,38,55,67,28,81,15,67,15,11,83,80,14,66,28,38,56,39,28,39,15,12,15,11,57,12,29,38,28,11,56,66,14,2.0
24,34,68,41,58,82,49,10,26,70,35,60,43,51,84,11,44,11,25,69,83,11,43,51,35,59,35,52,36,12,26,12,26,60,26,52,35,51,25,59,43,11,1.0
21,32,71,41,60,72,49,18,23,73,33,62,43,51,75,20,44,20,22,72,74,20,43,51,33,61,33,52,34,21,23,21,23,62,23,52,33,51,22,61,43,20,1.0
